,QUARTER,TIME_REMAINING,LA LAKERS_ACTION,PHILADELPHIA_ACTION,LA LAKERS_SCORE,PHILADELPHIA_SCORE
392,4,3:59.0,,Defensive rebound by T. Harris,88,95
393,4,3:46.0,,A. Horford makes 3-pt jump shot from 26 ft (assist by B. Simmons),88,98
394,4,3:45.0,LA Lakers full timeout,,88,98
395,4,3:29.0,Turnover by L. James (bad pass; steal by M. Thybulle),,88,98
396,4,3:15.0,,A. Horford makes 2-pt jump shot from 14 ft,88,100
397,4,3:02.0,A. Davis misses 3-pt jump shot from 25 ft,,88,100
398,4,3:02.0,,Defensive rebound by T. Harris,88,100
399,4,2:45.0,,B. Simmons makes 2-pt layup from 3 ft,88,102
400,4,2:45.0,,Shooting foul by D. Green (drawn by B. Simmons),88,102
401,4,2:45.0,,B. Simmons misses free throw 1 of 1,88,102
402,4,2:43.0,Defensive rebound by D. Green,,88,102
403,4,2:37.0,A. Caruso misses 3-pt jump shot from 24 ft,,88,102
404,4,2:33.0,Offensive rebound by D. Green,,88,102
405,4,2:32.0,D. Green misses 3-pt jump shot from 24 ft,,88,102
406,4,2:30.0,Offensive rebound by Team,,88,102
407,4,2:22.0,Turnover by L. James (bad pass; steal by B. Simmons),,88,102
408,4,2:05.0,,T. Harris makes 2-pt jump shot from 5 ft,88,104
409,4,1:51.0,L. James makes 3-pt jump shot from 25 ft,,91,104
410,4,1:29.0,,M. Thybulle misses 3-pt jump shot from 27 ft,91,104
411,4,1:25.0,Defensive rebound by D. Green,,91,104
412,4,1:20.0,D. Green misses 3-pt jump shot from 26 ft (block by M. Thybulle),,91,104
413,4,1:20.0,,Defensive rebound by A. Horford,91,104
414,4,1:20.0,,Clear path foul by D. Green,91,104
415,4,1:20.0,,A. Horford makes clear path free throw 1 of 2,91,105
416,4,1:20.0,J. Dudley enters the game for A. Davis,,91,105
417,4,1:20.0,K. Kuzma enters the game for L. James,,91,105
418,4,1:20.0,,A. Horford makes clear path free throw 2 of 2,91,106
419,4,1:00.0,,T. Harris misses 2-pt layup from 2 ft,91,106
420,4,0:58.0,,Offensive rebound by B. Simmons,91,106
421,4,0:55.0,,Philadelphia full timeout,91,106
422,4,0:55.0,,J. Bolden enters the game for T. Harris,91,106
423,4,0:55.0,,T. Burke enters the game for A. Horford,91,106
424,4,0:55.0,,S. Milton enters the game for F. Korkmaz,91,106
425,4,0:55.0,,R. Neto enters the game for B. Simmons,91,106
426,4,0:55.0,,M. Scott enters the game for M. Thybulle,91,106
427,4,0:38.0,,R. Neto makes 2-pt jump shot from 16 ft,91,108
428,4,0:25.0,D. Green misses 3-pt jump shot from 26 ft,,91,108
429,4,0:21.0,,Defensive rebound by S. Milton,91,108
