,QUARTER,TIME_REMAINING,SACRAMENTO_ACTION,NEW YORK_ACTION,SACRAMENTO_SCORE,NEW YORK_SCORE
36,1,7:33.0,D. Fox makes free throw 2 of 2,,12,9
37,1,7:24.0,,B. Portis misses 2-pt jump shot from 22 ft,12,9
38,1,7:22.0,Defensive rebound by B. Hield,,12,9
39,1,7:08.0,B. Hield makes 3-pt jump shot from 26 ft (assist by N. Bjelica),,15,9
40,1,7:01.0,,New York full timeout,15,9
41,1,6:47.0,,Shooting foul by N. Bjelica (drawn by M. Morris),15,9
42,1,6:47.0,,M. Morris makes free throw 1 of 2,15,10
43,1,6:47.0,,M. Morris makes free throw 2 of 2,15,11
44,1,6:35.0,N. Bjelica makes 3-pt jump shot from 23 ft (assist by D. Fox),,18,11
45,1,6:21.0,,J. Randle misses 2-pt jump shot from 19 ft,18,11
46,1,6:19.0,Defensive rebound by N. Bjelica,,18,11
47,1,6:08.0,D. Fox makes 2-pt jump shot from 11 ft,,20,11
48,1,5:49.0,,B. Portis misses 2-pt jump shot from 16 ft,20,11
49,1,5:47.0,Defensive rebound by R. Holmes,,20,11
50,1,5:41.0,B. Hield misses 3-pt jump shot from 25 ft,,20,11
51,1,5:40.0,,Defensive rebound by J. Randle,20,11
52,1,5:26.0,,B. Portis misses 2-pt layup from 4 ft (block by R. Holmes),20,11
53,1,5:24.0,Defensive rebound by B. Hield,,20,11
54,1,5:13.0,D. Fox misses 2-pt jump shot from 16 ft,,20,11
55,1,5:11.0,,Defensive rebound by J. Randle,20,11
56,1,5:11.0,T. Ariza enters the game for H. Barnes,,20,11
57,1,5:11.0,,K. Knox enters the game for B. Portis,20,11
58,1,5:11.0,,M. Robinson enters the game for J. Randle,20,11
59,1,5:01.0,,W. Ellington makes 3-pt jump shot from 25 ft (assist by K. Knox),20,14
60,1,4:41.0,Def 3 sec tech foul by Team,,20,14
61,1,4:41.0,B. Hield misses technical free throw,,20,14
62,1,4:41.0,Offensive rebound by Team,,20,14
63,1,4:29.0,D. Fox misses 2-pt jump shot from 13 ft,,20,14
64,1,4:27.0,Offensive rebound by N. Bjelica,,20,14
65,1,4:27.0,N. Bjelica makes 2-pt layup at rim,,22,14
66,1,4:18.0,,R. Barrett misses 2-pt jump shot from 6 ft,22,14
67,1,4:16.0,Defensive rebound by T. Ariza,,22,14
68,1,4:10.0,T. Ariza makes 3-pt jump shot from 25 ft (assist by B. Hield),,25,14
69,1,4:02.0,,New York full timeout,25,14
70,1,4:02.0,H. Barnes enters the game for N. Bjelica,,25,14
71,1,3:50.0,,M. Morris makes 2-pt jump shot from 19 ft,25,16
72,1,3:24.0,D. Fox makes 2-pt jump shot from 10 ft,,27,16
73,1,3:11.0,,Shooting foul by D. Fox (drawn by R. Barrett),27,16
74,1,3:11.0,,R. Barrett misses free throw 1 of 2,27,16
75,1,3:11.0,,Offensive rebound by Team,27,16
76,1,3:11.0,B. Bogdanović enters the game for B. Hield,,27,16
77,1,3:11.0,,R. Barrett misses free throw 2 of 2,27,16
78,1,3:09.0,,Offensive rebound by R. Barrett,27,16
79,1,3:05.0,,K. Knox misses 3-pt jump shot from 26 ft,27,16
80,1,3:03.0,Defensive rebound by B. Bogdanović,,27,16
81,1,2:53.0,Personal foul by M. Robinson (drawn by D. Fox),,27,16
82,1,2:48.0,T. Ariza misses 3-pt jump shot from 22 ft,,27,16
83,1,2:46.0,,Defensive rebound by K. Knox,27,16
84,1,2:37.0,,R. Barrett makes 3-pt jump shot from 25 ft (assist by M. Morris),27,19
85,1,2:20.0,H. Barnes misses 3-pt jump shot from 23 ft,,27,19
86,1,2:18.0,Offensive rebound by R. Holmes,,27,19
87,1,2:11.0,D. Fox makes 2-pt jump shot from 13 ft,,29,19
88,1,1:48.0,,M. Morris misses 2-pt jump shot from 10 ft,29,19
89,1,1:46.0,Defensive rebound by T. Ariza,,29,19
90,1,1:39.0,T. Ariza misses 3-pt jump shot from 25 ft,,29,19
91,1,1:37.0,,Defensive rebound by M. Morris,29,19
92,1,1:26.0,,R. Barrett misses 2-pt layup from 1 ft,29,19
93,1,1:25.0,,Offensive rebound by Team,29,19
94,1,1:25.0,D. Dedmon enters the game for R. Holmes,,29,19
95,1,1:23.0,,M. Robinson makes 2-pt dunk at rim (assist by R. Barrett),29,21
96,1,1:13.0,D. Fox misses 2-pt layup from 5 ft (block by R. Barrett),,29,21
97,1,1:12.0,Offensive rebound by Team,,29,21
98,1,1:05.0,Offensive foul by D. Dedmon (drawn by M. Robinson),,29,21
99,1,1:05.0,Turnover by D. Dedmon (offensive foul),,29,21
100,1,1:05.0,C. Joseph enters the game for D. Fox,,29,21
101,1,1:05.0,,J. Randle enters the game for M. Morris,29,21
102,1,0:47.0,,J. Randle makes 2-pt jump shot from 10 ft,29,23
103,1,0:32.0,B. Bogdanović makes 3-pt jump shot from 22 ft (assist by C. Joseph),,32,23
104,1,0:12.0,,Turnover by R. Barrett (bad pass; steal by H. Barnes),32,23
105,1,0:00.0,T. Ariza misses 3-pt jump shot from 23 ft,,32,23
106,1,0:00.0,Offensive rebound by Team,,32,23
107,2,11:49.0,Offensive foul by B. Bogdanović (drawn by W. Ellington),,32,23
108,2,11:49.0,Turnover by B. Bogdanović (offensive foul),,32,23
109,2,11:37.0,,W. Ellington misses 3-pt jump shot from 26 ft,32,23
110,2,11:35.0,Defensive rebound by T. Ariza,,32,23
111,2,11:30.0,Shooting foul by M. Robinson (drawn by C. Joseph),,32,23
112,2,11:30.0,C. Joseph makes free throw 1 of 2,,33,23
113,2,11:30.0,C. Joseph makes free throw 2 of 2,,34,23
114,2,11:14.0,,J. Randle misses 2-pt jump shot from 22 ft,34,23
115,2,11:12.0,Defensive rebound by D. Dedmon,,34,23
116,2,10:52.0,T. Ariza misses 2-pt layup from 1 ft (block by M. Robinson),,34,23
117,2,10:50.0,,Defensive rebound by J. Randle,34,23
118,2,10:48.0,,Personal foul by B. Bogdanović (drawn by A. Trier),34,23
119,2,10:48.0,,B. Portis enters the game for M. Robinson,34,23
120,2,10:36.0,,J. Randle misses 3-pt jump shot from 25 ft,34,23
121,2,10:34.0,Defensive rebound by B. Bogdanović,,34,23
122,2,10:17.0,B. Bogdanović misses 2-pt jump shot from 14 ft,,34,23
123,2,10:15.0,,Defensive rebound by B. Portis,34,23
124,2,10:06.0,,J. Randle misses 2-pt layup from 5 ft (block by D. Dedmon),34,23
125,2,10:04.0,,Offensive rebound by A. Trier,34,23
126,2,10:00.0,,A. Trier misses 3-pt jump shot from 26 ft,34,23
127,2,9:58.0,Defensive rebound by T. Ariza,,34,23
128,2,9:47.0,H. Barnes makes 2-pt jump shot from 6 ft,,36,23
129,2,9:34.0,,Personal foul by T. Ariza (drawn by W. Ellington),36,23
130,2,9:34.0,,R. Barrett enters the game for W. Ellington,36,23
131,2,9:26.0,,B. Portis misses 3-pt jump shot from 23 ft,36,23
132,2,9:24.0,Defensive rebound by D. Dedmon,,36,23
133,2,9:18.0,D. Dedmon misses 3-pt jump shot from 25 ft,,36,23
134,2,9:16.0,,Defensive rebound by R. Barrett,36,23
135,2,9:06.0,,R. Barrett misses 2-pt layup from 1 ft (block by H. Barnes),36,23
136,2,9:04.0,Defensive rebound by B. Bogdanović,,36,23
137,2,9:01.0,C. Joseph makes 2-pt layup from 1 ft (assist by B. Bogdanović),,38,23
138,2,8:54.0,,Shooting foul by T. Ariza (drawn by K. Knox),38,23
139,2,8:54.0,,K. Knox misses free throw 1 of 2,38,23
140,2,8:54.0,,Offensive rebound by Team,38,23
141,2,8:54.0,,K. Knox misses free throw 2 of 2,38,23
142,2,8:52.0,Defensive rebound by D. Dedmon,,38,23
143,2,8:33.0,D. Dedmon makes 2-pt jump shot from 8 ft (assist by B. Bogdanović),,40,23
144,2,8:27.0,,New York full timeout,40,23
145,2,8:27.0,N. Bjelica enters the game for T. Ariza,,40,23
146,2,8:27.0,,M. Morris enters the game for J. Randle,40,23
147,2,8:17.0,,R. Barrett misses 2-pt layup from 1 ft,40,23
148,2,8:15.0,Defensive rebound by N. Bjelica,,40,23
149,2,8:02.0,C. Joseph misses 2-pt layup from 3 ft,,40,23
150,2,8:00.0,,Defensive rebound by A. Trier,40,23
151,2,7:50.0,,K. Knox misses 3-pt jump shot from 26 ft,40,23
152,2,7:48.0,Defensive rebound by D. Dedmon,,40,23
153,2,7:34.0,B. Bogdanović makes 3-pt jump shot from 26 ft (assist by D. Dedmon),,43,23
154,2,7:13.0,,A. Trier misses 2-pt jump shot from 21 ft,43,23
155,2,7:11.0,Defensive rebound by N. Bjelica,,43,23
156,2,7:06.0,B. Bogdanović misses 3-pt jump shot from 25 ft,,43,23
157,2,7:04.0,,Defensive rebound by M. Morris,43,23
158,2,6:58.0,,A. Trier makes 3-pt jump shot from 25 ft (assist by M. Morris),43,26
159,2,6:47.0,Sacramento full timeout,,43,26
160,2,6:47.0,B. Hield enters the game for H. Barnes,,43,26
161,2,6:47.0,R. Holmes enters the game for D. Dedmon,,43,26
162,2,6:34.0,Offensive foul by R. Holmes (drawn by M. Morris),,43,26
163,2,6:34.0,Turnover by R. Holmes (offensive foul),,43,26
164,2,6:34.0,D. Fox enters the game for C. Joseph,,43,26
165,2,6:34.0,Instant Replay (Challenge: Ruling Stands),,43,26
166,2,6:08.0,,M. Morris misses 2-pt jump shot from 12 ft,43,26
167,2,6:06.0,,Offensive rebound by B. Portis,43,26
168,2,6:05.0,,M. Morris makes 2-pt layup from 1 ft (assist by B. Portis),43,28
169,2,5:46.0,N. Bjelica makes 3-pt jump shot from 24 ft (assist by R. Holmes),,46,28
170,2,5:35.0,,Personal foul by D. Fox (drawn by A. Trier),46,28
171,2,5:35.0,,F. Ntilikina enters the game for K. Knox,46,28
172,2,5:27.0,,R. Barrett makes 2-pt layup from 1 ft,46,30
173,2,5:27.0,,Shooting foul by R. Holmes (drawn by R. Barrett),46,30
174,2,5:27.0,,R. Barrett makes free throw 1 of 1,46,31
175,2,5:14.0,B. Hield misses 2-pt jump shot from 8 ft,,46,31
176,2,5:12.0,,Defensive rebound by B. Portis,46,31
177,2,5:09.0,,Turnover by A. Trier (palming),46,31
178,2,5:09.0,H. Barnes enters the game for B. Bogdanović,,46,31
179,2,4:45.0,Turnover by D. Fox (lost ball; steal by F. Ntilikina),,46,31
180,2,4:37.0,,M. Morris makes 3-pt jump shot from 23 ft (assist by F. Ntilikina),46,34
181,2,4:22.0,H. Barnes makes 2-pt dunk from 1 ft (assist by N. Bjelica),,48,34
182,2,4:01.0,,R. Barrett misses 3-pt jump shot from 25 ft,48,34
183,2,3:59.0,Defensive rebound by R. Holmes,,48,34
184,2,3:44.0,B. Hield makes 3-pt jump shot from 26 ft (assist by N. Bjelica),,51,34
185,2,3:28.0,,M. Morris misses 3-pt jump shot from 26 ft,51,34
186,2,3:26.0,Defensive rebound by B. Hield,,51,34
187,2,3:26.0,Personal foul by M. Morris (drawn by R. Holmes),,51,34
188,2,3:26.0,Instant Replay (Request: Ruling Stands),,51,34
189,2,3:26.0,,J. Randle enters the game for B. Portis,51,34
190,2,3:12.0,Personal foul by F. Ntilikina (drawn by B. Hield),,51,34
191,2,3:02.0,R. Holmes makes 2-pt dunk from 1 ft (assist by D. Fox),,53,34
192,2,2:49.0,,Offensive foul by A. Trier (drawn by B. Hield),53,34
193,2,2:49.0,,Turnover by A. Trier (offensive foul),53,34
194,2,2:49.0,,W. Ellington enters the game for F. Ntilikina,53,34
195,2,2:35.0,R. Holmes makes 2-pt hook shot from 9 ft (assist by D. Fox),,55,34
196,2,2:20.0,,R. Barrett makes 2-pt hook shot from 6 ft (assist by A. Trier),55,36
197,2,2:11.0,B. Hield makes 2-pt jump shot from 8 ft,,57,36
198,2,1:47.0,,W. Ellington misses 3-pt jump shot from 25 ft,57,36
199,2,1:45.0,,Offensive rebound by M. Morris,57,36
200,2,1:44.0,,Shooting foul by R. Holmes (drawn by M. Morris),57,36
201,2,1:44.0,,M. Morris makes free throw 1 of 2,57,37
202,2,1:44.0,T. Ariza enters the game for R. Holmes,,57,37
203,2,1:44.0,,M. Morris makes free throw 2 of 2,57,38
204,2,1:31.0,B. Hield misses 3-pt jump shot from 25 ft,,57,38
205,2,1:29.0,,Defensive rebound by Team,57,38
206,2,1:11.0,,A. Trier makes 2-pt jump shot from 1 ft,57,40
207,2,1:01.0,Shooting foul by J. Randle (drawn by D. Fox),,57,40
208,2,1:01.0,D. Fox makes free throw 1 of 2,,58,40
209,2,1:01.0,D. Fox makes free throw 2 of 2,,59,40
210,2,0:53.0,,Shooting foul by N. Bjelica (drawn by R. Barrett),59,40
211,2,0:53.0,,R. Barrett misses free throw 1 of 2,59,40
212,2,0:53.0,,Offensive rebound by Team,59,40
213,2,0:53.0,,R. Barrett misses free throw 2 of 2,59,40
214,2,0:52.0,,Offensive rebound by Team,59,40
215,2,0:47.0,,Shooting foul by B. Hield (drawn by A. Trier),59,40
216,2,0:47.0,,A. Trier misses free throw 1 of 2,59,40
217,2,0:47.0,,Offensive rebound by Team,59,40
218,2,0:47.0,,A. Trier makes free throw 2 of 2,59,41
219,2,0:35.0,D. Fox makes 2-pt jump shot from 5 ft,,61,41
220,2,0:27.0,,New York full timeout,61,41
221,2,0:11.0,,A. Trier misses 2-pt layup from 3 ft (block by B. Hield),61,41
222,2,0:09.0,Defensive rebound by H. Barnes,,61,41
223,2,0:02.0,H. Barnes misses 2-pt layup from 3 ft (block by A. Trier),,61,41
224,2,0:00.0,,Defensive rebound by J. Randle,61,41
225,3,11:54.0,Turnover by D. Fox (dbl dribble),,61,41
226,3,11:45.0,,Personal foul by H. Barnes (drawn by M. Morris),61,41
227,3,11:33.0,,Turnover by J. Randle (bad pass; steal by N. Bjelica),61,41
228,3,11:30.0,Personal foul by M. Morris (drawn by H. Barnes),,61,41
229,3,11:15.0,D. Fox makes 3-pt jump shot from 25 ft (assist by N. Bjelica),,64,41
230,3,10:53.0,,R. Barrett misses 2-pt jump shot from 9 ft,64,41
231,3,10:52.0,,Offensive rebound by J. Randle,64,41
232,3,10:51.0,,J. Randle makes 2-pt layup from 1 ft,64,43
233,3,10:37.0,H. Barnes makes 3-pt jump shot from 26 ft (assist by N. Bjelica),,67,43
234,3,10:17.0,,J. Randle misses 3-pt jump shot from 25 ft,67,43
235,3,10:15.0,Defensive rebound by H. Barnes,,67,43
236,3,10:02.0,B. Hield makes 3-pt jump shot from 25 ft (assist by D. Fox),,70,43
237,3,9:42.0,,R. Barrett misses 3-pt jump shot from 26 ft,70,43
238,3,9:41.0,,Offensive rebound by Team,70,43
239,3,9:41.0,Loose ball foul by R. Holmes (drawn by J. Randle),,70,43
240,3,9:32.0,,Shooting foul by H. Barnes (drawn by M. Morris),70,43
241,3,9:32.0,,M. Morris misses free throw 1 of 2,70,43
242,3,9:32.0,,Offensive rebound by Team,70,43
243,3,9:32.0,,M. Morris makes free throw 2 of 2,70,44
244,3,9:16.0,R. Holmes misses 2-pt jump shot from 6 ft,,70,44
245,3,9:14.0,,Defensive rebound by J. Randle,70,44
246,3,9:07.0,,J. Randle misses 2-pt layup from 2 ft,70,44
247,3,9:05.0,Defensive rebound by N. Bjelica,,70,44
248,3,8:57.0,R. Holmes makes 2-pt dunk from 1 ft (assist by D. Fox),,72,44
249,3,8:57.0,,New York full timeout,72,44
250,3,8:49.0,Violation by Team (kicked ball),,72,44
251,3,8:38.0,,F. Ntilikina misses 3-pt jump shot from 25 ft,72,44
252,3,8:36.0,Defensive rebound by N. Bjelica,,72,44
253,3,8:23.0,Flagrant foul type 1 by B. Portis (drawn by H. Barnes),,72,44
254,3,8:23.0,Instant Replay (Request: Ruling Stands),,72,44
255,3,8:23.0,H. Barnes makes flagrant free throw 1 of 2,,73,44
256,3,8:23.0,H. Barnes makes flagrant free throw 2 of 2,,74,44
257,3,8:14.0,D. Fox makes 2-pt jump shot from 16 ft (assist by H. Barnes),,76,44
258,3,7:54.0,,R. Barrett makes 2-pt layup from 2 ft (assist by J. Randle),76,46
259,3,7:45.0,B. Hield misses 3-pt jump shot from 27 ft,,76,46
260,3,7:43.0,Offensive rebound by N. Bjelica,,76,46
261,3,7:42.0,Turnover by N. Bjelica (bad pass; steal by R. Barrett),,76,46
262,3,7:38.0,,R. Barrett makes 2-pt layup from 1 ft,76,48
263,3,7:38.0,Violation by Team (def goaltending),,76,48
264,3,7:18.0,N. Bjelica makes 2-pt jump shot from 12 ft,,78,48
265,3,7:02.0,,J. Randle misses 3-pt jump shot from 23 ft,78,48
266,3,7:00.0,Defensive rebound by H. Barnes,,78,48
267,3,6:55.0,D. Fox misses 2-pt jump shot from 18 ft,,78,48
268,3,6:53.0,Offensive rebound by R. Holmes,,78,48
269,3,6:49.0,B. Hield misses 3-pt jump shot from 26 ft,,78,48
270,3,6:47.0,,Defensive rebound by F. Ntilikina,78,48
271,3,6:38.0,,F. Ntilikina misses 3-pt jump shot from 24 ft,78,48
272,3,6:36.0,,Offensive rebound by B. Portis,78,48
273,3,6:34.0,,B. Portis makes 2-pt layup from 2 ft,78,50
274,3,6:34.0,,Violation by Team (delay of game),78,50
275,3,6:18.0,H. Barnes misses 2-pt jump shot from 18 ft,,78,50
276,3,6:16.0,,Defensive rebound by R. Barrett,78,50
277,3,6:14.0,,Personal foul by N. Bjelica (drawn by R. Barrett),78,50
278,3,6:14.0,,M. Robinson enters the game for B. Portis,78,50
279,3,6:11.0,,J. Randle makes 2-pt dunk from 1 ft (assist by F. Ntilikina),78,52
280,3,6:11.0,Sacramento full timeout,,78,52
281,3,5:56.0,R. Holmes makes 2-pt dunk at rim (assist by N. Bjelica),,80,52
282,3,5:40.0,,Shooting foul by N. Bjelica (drawn by R. Barrett),80,52
283,3,5:40.0,,R. Barrett makes free throw 1 of 2,80,53
284,3,5:40.0,,R. Barrett makes free throw 2 of 2,80,54
285,3,5:22.0,H. Barnes makes 3-pt jump shot from 24 ft (assist by R. Holmes),,83,54
286,3,5:09.0,,R. Barrett makes 2-pt layup from 1 ft (assist by F. Ntilikina),83,56
287,3,4:49.0,N. Bjelica misses 3-pt jump shot from 27 ft,,83,56
288,3,4:48.0,,Defensive rebound by M. Morris,83,56
289,3,4:42.0,,J. Randle misses 2-pt layup from 3 ft,83,56
290,3,4:40.0,Defensive rebound by R. Holmes,,83,56
291,3,4:32.0,B. Hield misses 3-pt jump shot from 27 ft,,83,56
292,3,4:30.0,,Defensive rebound by J. Randle,83,56
293,3,4:25.0,,M. Morris misses 3-pt jump shot from 27 ft,83,56
294,3,4:23.0,Defensive rebound by H. Barnes,,83,56
295,3,4:23.0,T. Ariza enters the game for N. Bjelica,,83,56
296,3,4:23.0,D. Dedmon enters the game for R. Holmes,,83,56
297,3,4:23.0,,W. Ellington enters the game for M. Morris,83,56
298,3,4:23.0,,K. Knox enters the game for F. Ntilikina,83,56
299,3,4:05.0,B. Hield misses 3-pt jump shot from 23 ft,,83,56
300,3,4:03.0,,Defensive rebound by R. Barrett,83,56
301,3,3:56.0,,R. Barrett misses 3-pt jump shot from 26 ft,83,56
302,3,3:54.0,Defensive rebound by D. Fox,,83,56
303,3,3:40.0,B. Hield makes 3-pt jump shot from 26 ft,,86,56
304,3,3:26.0,,Shooting foul by D. Dedmon (drawn by K. Knox),86,56
305,3,3:26.0,B. Bogdanović enters the game for B. Hield,,86,56
306,3,3:26.0,,K. Knox misses free throw 1 of 2,86,56
307,3,3:26.0,,Offensive rebound by Team,86,56
308,3,3:26.0,,K. Knox misses free throw 2 of 2,86,56
309,3,3:24.0,,Offensive rebound by M. Robinson,86,56
310,3,3:19.0,,Shooting foul by B. Bogdanović (drawn by K. Knox),86,56
311,3,3:19.0,,K. Knox makes free throw 1 of 2,86,57
312,3,3:19.0,,K. Knox makes free throw 2 of 2,86,58
313,3,3:05.0,D. Fox misses 2-pt layup from 3 ft,,86,58
314,3,3:03.0,,Defensive rebound by K. Knox,86,58
315,3,2:59.0,,Turnover by W. Ellington (traveling),86,58
316,3,2:42.0,Turnover by D. Dedmon (lost ball; steal by K. Knox),,86,58
317,3,2:30.0,,M. Robinson makes 2-pt dunk at rim (assist by R. Barrett),86,60
318,3,2:13.0,H. Barnes misses 3-pt jump shot from 26 ft,,86,60
319,3,2:11.0,,Defensive rebound by K. Knox,86,60
320,3,2:00.0,,Turnover by K. Knox (bad pass; steal by B. Bogdanović),86,60
321,3,1:47.0,Turnover by B. Bogdanović (bad pass; steal by M. Robinson),,86,60
322,3,1:40.0,,R. Barrett makes 2-pt layup from 1 ft,86,62
323,3,1:14.0,D. Fox makes 2-pt jump shot from 10 ft (assist by D. Dedmon),,88,62
324,3,1:01.0,,Shooting foul by D. Fox (drawn by R. Barrett),88,62
325,3,1:01.0,,R. Barrett makes free throw 1 of 2,88,63
326,3,1:01.0,C. Joseph enters the game for D. Fox,,88,63
327,3,1:01.0,,R. Barrett makes free throw 2 of 2,88,64
328,3,0:49.0,Personal foul by W. Ellington (drawn by D. Dedmon),,88,64
329,3,0:39.0,H. Barnes misses 3-pt jump shot from 25 ft,,88,64
330,3,0:37.0,Offensive rebound by D. Dedmon,,88,64
331,3,0:35.0,C. Joseph misses 3-pt jump shot from 26 ft,,88,64
332,3,0:33.0,,Defensive rebound by M. Robinson,88,64
333,3,0:24.0,,K. Knox misses 2-pt jump shot from 22 ft,88,64
334,3,0:22.0,Defensive rebound by C. Joseph,,88,64
335,3,0:02.0,B. Bogdanović misses 3-pt jump shot from 26 ft,,88,64
336,3,0:01.0,Offensive rebound by C. Joseph,,88,64
337,3,0:00.0,C. Joseph makes 2-pt jump shot from 7 ft,,90,64
338,3,0:00.0,Instant Replay (Request: Ruling Stands),,90,64
339,4,11:40.0,,M. Morris makes 3-pt jump shot from 26 ft (assist by A. Trier),90,67
340,4,11:23.0,T. Ariza makes 3-pt jump shot from 23 ft (assist by B. Bogdanović),,93,67
341,4,11:09.0,,M. Morris makes 2-pt jump shot from 19 ft (assist by A. Trier),93,69
342,4,10:48.0,C. Joseph misses 2-pt jump shot from 14 ft,,93,69
343,4,10:46.0,Offensive rebound by D. Dedmon,,93,69
344,4,10:46.0,D. Dedmon misses 2-pt dunk from 1 ft,,93,69
345,4,10:45.0,,Defensive rebound by M. Morris,93,69
346,4,10:39.0,,A. Trier misses 3-pt jump shot from 25 ft,93,69
347,4,10:37.0,Defensive rebound by C. Joseph,,93,69
348,4,10:34.0,Turnover by C. Joseph (bad pass; steal by W. Ellington),,93,69
349,4,10:29.0,,K. Knox misses 3-pt jump shot from 26 ft,93,69
350,4,10:27.0,Defensive rebound by D. Dedmon,,93,69
351,4,10:23.0,T. Ariza makes 2-pt layup at rim (assist by D. Dedmon),,95,69
352,4,10:06.0,,M. Morris makes 3-pt jump shot from 25 ft (assist by W. Ellington),95,72
353,4,10:06.0,,Shooting foul by W. Gabriel (drawn by M. Morris),95,72
354,4,10:06.0,,M. Morris makes free throw 1 of 1,95,73
355,4,9:55.0,Personal foul by M. Morris (drawn by D. Dedmon),,95,73
356,4,9:43.0,Shooting foul by W. Ellington (drawn by W. Gabriel),,95,73
357,4,9:43.0,W. Gabriel misses free throw 1 of 2,,95,73
358,4,9:43.0,Offensive rebound by Team,,95,73
359,4,9:43.0,W. Gabriel misses free throw 2 of 2,,95,73
360,4,9:41.0,Offensive rebound by D. Dedmon,,95,73
361,4,9:38.0,B. Bogdanović misses 3-pt jump shot from 26 ft,,95,73
362,4,9:37.0,Offensive rebound by Team,,95,73
363,4,9:37.0,,Loose ball foul by W. Ellington (drawn by W. Gabriel),95,73
364,4,9:26.0,B. Bogdanović misses 3-pt jump shot from 26 ft,,95,73
365,4,9:25.0,,Defensive rebound by Team,95,73
366,4,9:25.0,Loose ball foul by W. Gabriel (drawn by W. Ellington),,95,73
367,4,9:17.0,,W. Ellington misses 3-pt jump shot from 27 ft,95,73
368,4,9:16.0,Defensive rebound by W. Gabriel,,95,73
369,4,9:15.0,Personal foul by M. Morris (drawn by C. Joseph),,95,73
370,4,9:07.0,W. Gabriel misses 2-pt layup from 5 ft (block by M. Morris),,95,73
371,4,9:06.0,Offensive rebound by Team,,95,73
372,4,9:06.0,,R. Barrett enters the game for K. Knox,95,73
373,4,8:57.0,T. Ariza misses 3-pt jump shot from 26 ft,,95,73
374,4,8:55.0,,Defensive rebound by Team,95,73
375,4,8:55.0,Loose ball foul by D. Dedmon (drawn by M. Robinson),,95,73
376,4,8:39.0,,Turnover by M. Morris (bad pass; steal by D. Dedmon),95,73
377,4,8:28.0,B. Bogdanović misses 3-pt jump shot from 26 ft,,95,73
378,4,8:26.0,,Defensive rebound by M. Robinson,95,73
379,4,8:17.0,,M. Morris makes 2-pt jump shot from 14 ft,95,75
380,4,8:15.0,Sacramento full timeout,,95,75
381,4,8:15.0,H. Barnes enters the game for B. Bogdanović,,95,75
382,4,8:15.0,D. Fox enters the game for D. Dedmon,,95,75
383,4,8:15.0,B. Hield enters the game for W. Gabriel,,95,75
384,4,8:15.0,R. Holmes enters the game for C. Joseph,,95,75
385,4,8:00.0,D. Fox misses 2-pt jump shot from 16 ft,,95,75
