,QUARTER,TIME_REMAINING,HOUSTON_ACTION,PORTLAND_ACTION,HOUSTON_SCORE,PORTLAND_SCORE
46,1,7:32.0,,C. Anthony makes free throw 2 of 2,8,4
47,1,7:22.0,Turnover by R. Westbrook (lost ball; steal by D. Lillard),,8,4
48,1,7:06.0,,C. Anthony misses 3-pt jump shot from 23 ft,8,4
49,1,7:04.0,Defensive rebound by C. Capela,,8,4
50,1,6:56.0,R. Westbrook makes 2-pt layup from 2 ft,,10,4
51,1,6:44.0,,Personal foul by R. Westbrook (drawn by D. Lillard),10,4
52,1,6:35.0,,D. Lillard makes 2-pt layup from 1 ft,10,6
53,1,6:27.0,B. McLemore makes 3-pt jump shot from 23 ft (assist by R. Westbrook),,13,6
54,1,6:06.0,,H. Whiteside misses 2-pt jump shot from 9 ft,13,6
55,1,6:03.0,,Offensive rebound by T. Ariza,13,6
56,1,6:03.0,,T. Ariza makes 2-pt layup from 1 ft,13,8
57,1,5:52.0,D. House misses 3-pt jump shot from 26 ft,,13,8
58,1,5:50.0,,Defensive rebound by H. Whiteside,13,8
59,1,5:45.0,,D. Lillard misses 3-pt jump shot from 33 ft,13,8
60,1,5:41.0,Defensive rebound by D. House,,13,8
61,1,5:22.0,D. House makes 3-pt jump shot from 25 ft (assist by R. Westbrook),,16,8
62,1,4:58.0,,C. McCollum makes 2-pt jump shot from 18 ft,16,10
63,1,4:45.0,R. Westbrook misses 2-pt layup from 1 ft,,16,10
64,1,4:45.0,,Defensive rebound by C. Anthony,16,10
65,1,4:39.0,,T. Ariza makes 2-pt layup from 2 ft (assist by C. Anthony),16,12
66,1,4:29.0,B. McLemore misses 3-pt jump shot from 25 ft,,16,12
67,1,4:26.0,,Defensive rebound by H. Whiteside,16,12
68,1,4:22.0,,D. Lillard makes 2-pt layup from 2 ft,16,14
69,1,4:22.0,,Shooting foul by B. McLemore (drawn by D. Lillard),16,14
70,1,4:22.0,A. Rivers enters the game for C. Capela,,16,14
71,1,4:22.0,P. Tucker enters the game for R. Westbrook,,16,14
72,1,4:22.0,,C. Swanigan enters the game for H. Whiteside,16,14
73,1,4:22.0,,D. Lillard makes free throw 1 of 1,16,15
74,1,4:12.0,D. House misses 3-pt jump shot from 23 ft,,16,15
75,1,4:09.0,,Defensive rebound by C. Anthony,16,15
76,1,4:06.0,,C. Anthony misses 3-pt jump shot from 26 ft,16,15
77,1,4:03.0,Defensive rebound by J. Harden,,16,15
78,1,3:55.0,J. Harden makes 2-pt layup from 2 ft,,18,15
79,1,3:43.0,,C. Swanigan misses 2-pt hook shot from 3 ft,18,15
80,1,3:41.0,Defensive rebound by D. House,,18,15
81,1,3:35.0,J. Harden makes 3-pt jump shot from 28 ft,,21,15
82,1,3:18.0,,D. Lillard makes 3-pt jump shot from 31 ft,21,18
83,1,3:00.0,B. McLemore makes 3-pt jump shot from 26 ft (assist by J. Harden),,24,18
84,1,2:45.0,,Shooting foul by P. Tucker (drawn by D. Lillard),24,18
85,1,2:45.0,Houston full timeout,,24,18
86,1,2:45.0,C. Capela enters the game for A. Rivers,,24,18
87,1,2:45.0,R. Westbrook enters the game for P. Tucker,,24,18
88,1,2:45.0,,H. Whiteside enters the game for C. Swanigan,24,18
89,1,2:45.0,Instant Replay (Request: Ruling Stands),,24,18
90,1,2:45.0,E. Gordon enters the game for C. Capela,,24,18
91,1,2:45.0,A. Rivers enters the game for J. Harden,,24,18
92,1,2:45.0,P. Tucker enters the game for D. House,,24,18
93,1,2:45.0,,N. Little enters the game for C. Anthony,24,18
94,1,2:45.0,,A. Simons enters the game for T. Ariza,24,18
95,1,2:45.0,,C. Swanigan enters the game for C. McCollum,24,18
96,1,2:45.0,,G. Trent enters the game for H. Whiteside,24,18
97,1,2:45.0,,D. Lillard makes free throw 1 of 2,24,19
98,1,2:45.0,,D. Lillard makes free throw 2 of 2,24,20
99,1,2:29.0,B. McLemore makes 3-pt jump shot from 23 ft (assist by E. Gordon),,27,20
100,1,2:08.0,,N. Little misses 3-pt jump shot from 23 ft,27,20
101,1,2:05.0,Defensive rebound by P. Tucker,,27,20
102,1,1:58.0,R. Westbrook makes 2-pt layup from 1 ft,,29,20
103,1,1:58.0,,Violation by Team (def goaltending),29,20
104,1,1:43.0,,Turnover by D. Lillard (bad pass),29,20
105,1,1:34.0,B. McLemore makes 3-pt jump shot from 24 ft (assist by R. Westbrook),,32,20
106,1,1:21.0,,C. Swanigan makes 2-pt hook shot from 2 ft (assist by D. Lillard),32,22
107,1,1:07.0,R. Westbrook misses 2-pt jump shot from 12 ft,,32,22
108,1,1:04.0,,Defensive rebound by C. Swanigan,32,22
109,1,0:57.0,,D. Lillard makes 3-pt jump shot from 25 ft,32,25
110,1,0:41.0,R. Westbrook makes 2-pt jump shot from 1 ft,,34,25
111,1,0:33.0,,D. Lillard makes 3-pt jump shot from 25 ft,34,28
112,1,0:27.0,E. Gordon makes 2-pt layup from 2 ft,,36,28
113,1,0:05.0,,N. Little makes 2-pt dunk at rim (assist by G. Trent),36,30
114,2,11:48.0,R. Westbrook misses 2-pt layup from 2 ft (block by N. Little),,36,30
115,2,11:48.0,Offensive rebound by Team,,36,30
116,2,11:41.0,E. Gordon misses 3-pt jump shot from 27 ft,,36,30
117,2,11:41.0,,Defensive rebound by G. Trent,36,30
118,2,11:23.0,,C. Anthony makes 2-pt jump shot from 9 ft,36,32
119,2,11:10.0,A. Rivers makes 3-pt jump shot from 27 ft (assist by P. Tucker),,39,32
120,2,10:51.0,,A. Simons makes 3-pt jump shot from 27 ft (assist by G. Trent),39,35
121,2,10:41.0,Turnover by R. Westbrook (bad pass),,39,35
122,2,10:19.0,,Shooting foul by B. McLemore (drawn by C. McCollum),39,35
123,2,10:19.0,,C. McCollum makes free throw 1 of 2,39,36
124,2,10:19.0,D. House enters the game for B. McLemore,,39,36
125,2,10:19.0,,C. McCollum misses free throw 2 of 2,39,36
126,2,10:16.0,Defensive rebound by P. Tucker,,39,36
127,2,10:13.0,Turnover by R. Westbrook (bad pass; steal by C. Anthony),,39,36
128,2,10:08.0,,C. McCollum misses 3-pt jump shot from 26 ft,39,36
129,2,10:04.0,Defensive rebound by P. Tucker,,39,36
130,2,9:54.0,A. Rivers misses 2-pt layup from 1 ft,,39,36
131,2,9:53.0,,Defensive rebound by C. McCollum,39,36
132,2,9:47.0,,Shooting foul by P. Tucker (drawn by C. McCollum),39,36
133,2,9:47.0,,C. McCollum misses free throw 1 of 2,39,36
134,2,9:47.0,,Offensive rebound by Team,39,36
135,2,9:47.0,,C. McCollum misses free throw 2 of 2,39,36
136,2,9:45.0,Defensive rebound by R. Westbrook,,39,36
137,2,9:42.0,Personal foul by G. Trent (drawn by R. Westbrook),,39,36
138,2,9:30.0,A. Rivers makes 3-pt jump shot from 27 ft,,42,36
139,2,9:16.0,,C. Anthony misses 2-pt layup from 1 ft,42,36
140,2,9:16.0,,Offensive rebound by Team,42,36
141,2,9:14.0,,C. Anthony makes 2-pt layup from 1 ft (assist by C. McCollum),42,38
142,2,9:02.0,R. Westbrook makes 2-pt jump shot from 18 ft,,44,38
143,2,8:54.0,,Offensive foul by C. McCollum (drawn by D. House),44,38
144,2,8:54.0,,Turnover by C. McCollum (offensive foul),44,38
145,2,8:54.0,J. Harden enters the game for E. Gordon,,44,38
146,2,8:54.0,,T. Ariza enters the game for A. Simons,44,38
147,2,8:45.0,R. Westbrook makes 2-pt layup from 1 ft,,46,38
148,2,8:33.0,,C. McCollum makes 2-pt jump shot from 3 ft,46,40
149,2,8:33.0,,Shooting foul by J. Harden (drawn by C. McCollum),46,40
150,2,8:33.0,,C. McCollum makes free throw 1 of 1,46,41
151,2,8:20.0,R. Westbrook makes 2-pt layup from 1 ft,,48,41
152,2,8:07.0,,C. McCollum makes 2-pt jump shot from 20 ft,48,43
153,2,7:51.0,D. House misses 3-pt jump shot from 23 ft,,48,43
154,2,7:48.0,,Defensive rebound by C. Anthony,48,43
155,2,7:32.0,,G. Trent makes 3-pt jump shot from 25 ft (assist by C. McCollum),48,46
156,2,7:18.0,J. Harden misses 2-pt layup from 2 ft,,48,46
157,2,7:16.0,,Defensive rebound by C. Anthony,48,46
158,2,7:12.0,,C. McCollum misses 3-pt jump shot from 25 ft,48,46
159,2,7:09.0,,Offensive rebound by N. Little,48,46
160,2,7:06.0,,Portland full timeout,48,46
161,2,7:06.0,B. McLemore enters the game for A. Rivers,,48,46
162,2,7:02.0,,C. Anthony misses 3-pt jump shot from 25 ft,48,46
163,2,7:00.0,Defensive rebound by P. Tucker,,48,46
164,2,6:38.0,Turnover by R. Westbrook (lost ball; steal by G. Trent),,48,46
165,2,6:31.0,,T. Ariza misses 2-pt layup from 2 ft (block by J. Harden),48,46
166,2,6:31.0,Defensive rebound by Team,,48,46
167,2,6:31.0,C. Capela enters the game for P. Tucker,,48,46
168,2,6:31.0,,Violation by Team (delay of game),48,46
169,2,6:23.0,Def 3 sec tech foul by Team,,48,46
170,2,6:23.0,J. Harden makes technical free throw,,49,46
171,2,6:23.0,E. Gordon enters the game for R. Westbrook,,49,46
172,2,6:23.0,,D. Lillard enters the game for C. Anthony,49,46
173,2,6:23.0,,H. Whiteside enters the game for C. McCollum,49,46
174,2,6:18.0,B. McLemore misses 3-pt jump shot from 26 ft,,49,46
175,2,6:16.0,,Defensive rebound by D. Lillard,49,46
176,2,6:05.0,,Shooting foul by B. McLemore (drawn by N. Little),49,46
177,2,6:05.0,,N. Little makes free throw 1 of 2,49,47
178,2,6:05.0,,N. Little makes free throw 2 of 2,49,48
179,2,5:55.0,D. House misses 3-pt jump shot from 23 ft,,49,48
180,2,5:54.0,,Defensive rebound by Team,49,48
181,2,5:44.0,,D. Lillard makes 2-pt jump shot from 7 ft,49,50
182,2,5:31.0,D. House misses 2-pt layup from 3 ft,,49,50
183,2,5:29.0,,Defensive rebound by D. Lillard,49,50
184,2,5:23.0,,G. Trent makes 3-pt jump shot from 26 ft (assist by D. Lillard),49,53
185,2,5:21.0,Houston full timeout,,49,53
186,2,5:21.0,A. Rivers enters the game for D. House,,49,53
187,2,5:21.0,R. Westbrook enters the game for B. McLemore,,49,53
188,2,5:06.0,R. Westbrook makes 2-pt layup from 1 ft (assist by J. Harden),,51,53
189,2,4:54.0,,N. Little makes 2-pt dunk at rim (assist by D. Lillard),51,55
190,2,4:46.0,Turnover by J. Harden (lost ball; steal by G. Trent),,51,55
191,2,4:38.0,,D. Lillard makes 3-pt jump shot from 29 ft (assist by G. Trent),51,58
192,2,4:25.0,R. Westbrook misses 2-pt layup from 2 ft (block by H. Whiteside),,51,58
193,2,4:23.0,,Defensive rebound by D. Lillard,51,58
194,2,4:18.0,,T. Ariza makes 2-pt dunk from 2 ft (assist by D. Lillard),51,60
195,2,4:17.0,Houston full timeout,,51,60
196,2,4:17.0,P. Tucker enters the game for C. Capela,,51,60
197,2,4:07.0,E. Gordon misses 3-pt jump shot from 25 ft,,51,60
198,2,4:05.0,,Defensive rebound by H. Whiteside,51,60
199,2,3:58.0,,D. Lillard misses 3-pt jump shot from 28 ft,51,60
200,2,3:54.0,Defensive rebound by R. Westbrook,,51,60
201,2,3:51.0,Personal foul by D. Lillard (drawn by J. Harden),,51,60
202,2,3:47.0,E. Gordon misses 3-pt jump shot from 24 ft,,51,60
203,2,3:45.0,,Defensive rebound by H. Whiteside,51,60
204,2,3:35.0,,D. Lillard misses 3-pt jump shot from 25 ft,51,60
205,2,3:33.0,,Offensive rebound by Team,51,60
206,2,3:33.0,Loose ball foul by P. Tucker (drawn by H. Whiteside),,51,60
207,2,3:33.0,,H. Whiteside makes free throw 1 of 2,51,61
208,2,3:33.0,,H. Whiteside misses free throw 2 of 2,51,61
209,2,3:31.0,Defensive rebound by R. Westbrook,,51,61
210,2,3:23.0,Offensive foul by R. Westbrook (drawn by G. Trent),,51,61
211,2,3:23.0,Turnover by R. Westbrook (offensive foul),,51,61
212,2,3:23.0,Instant Replay (Challenge: Ruling Stands),,51,61
213,2,3:08.0,,Turnover by N. Little (back court),51,61
214,2,2:58.0,P. Tucker misses 3-pt jump shot from 22 ft,,51,61
215,2,2:55.0,,Defensive rebound by G. Trent,51,61
216,2,2:44.0,,T. Ariza misses 3-pt jump shot from 27 ft,51,61
217,2,2:42.0,Defensive rebound by A. Rivers,,51,61
218,2,2:34.0,E. Gordon misses 3-pt jump shot from 23 ft,,51,61
219,2,2:33.0,,Defensive rebound by Team,51,61
220,2,2:33.0,,C. Anthony enters the game for N. Little,51,61
221,2,2:33.0,,C. McCollum enters the game for G. Trent,51,61
222,2,2:15.0,,T. Ariza makes 2-pt jump shot from 1 ft (assist by C. Anthony),51,63
223,2,2:08.0,,Violation by Team (kicked ball),51,63
224,2,1:57.0,R. Westbrook misses 2-pt layup from 2 ft (block by H. Whiteside),,51,63
225,2,1:55.0,,Defensive rebound by H. Whiteside,51,63
226,2,1:41.0,,Turnover by D. Lillard (bad pass; steal by A. Rivers),51,63
227,2,1:38.0,Personal foul by C. McCollum (drawn by A. Rivers),,51,63
228,2,1:25.0,E. Gordon makes 3-pt jump shot from 27 ft (assist by P. Tucker),,54,63
229,2,1:04.0,,Shooting foul by P. Tucker (drawn by D. Lillard),54,63
230,2,1:04.0,,D. Lillard makes free throw 1 of 2,54,64
231,2,1:04.0,C. Capela enters the game for P. Tucker,,54,64
232,2,1:04.0,,D. Lillard makes free throw 2 of 2,54,65
233,2,0:52.0,R. Westbrook makes 3-pt jump shot from 22 ft (assist by E. Gordon),,57,65
234,2,0:35.0,,Shooting foul by A. Rivers (drawn by D. Lillard),57,65
235,2,0:35.0,,D. Lillard makes free throw 1 of 2,57,66
236,2,0:35.0,,D. Lillard makes free throw 2 of 2,57,67
237,2,0:23.0,A. Rivers misses 3-pt jump shot from 24 ft,,57,67
238,2,0:19.0,Offensive rebound by C. Capela,,57,67
239,2,0:17.0,J. Harden makes 3-pt jump shot from 28 ft (assist by C. Capela),,60,67
240,2,0:09.0,,H. Whiteside makes 2-pt dunk from 1 ft (assist by D. Lillard),60,69
241,2,0:03.0,J. Harden misses 3-pt jump shot from 26 ft,,60,69
242,2,0:02.0,,Defensive rebound by C. Anthony,60,69
243,2,0:00.0,,T. Ariza makes 2-pt dunk from 1 ft (assist by C. Anthony),60,71
244,3,11:42.0,J. Harden misses 2-pt jump shot from 9 ft,,60,71
245,3,11:40.0,,Defensive rebound by T. Ariza,60,71
246,3,11:19.0,,C. McCollum makes 2-pt jump shot from 17 ft,60,73
247,3,11:10.0,Turnover by J. Harden (bad pass; steal by C. McCollum),,60,73
248,3,11:04.0,,Turnover by D. Lillard (bad pass; steal by E. Gordon),60,73
249,3,10:55.0,P. Tucker misses 3-pt jump shot from 23 ft,,60,73
250,3,10:54.0,Offensive rebound by C. Capela,,60,73
251,3,10:51.0,Turnover by C. Capela (bad pass; steal by T. Ariza),,60,73
252,3,10:39.0,,C. McCollum misses 3-pt jump shot from 25 ft,60,73
253,3,10:35.0,Defensive rebound by J. Harden,,60,73
254,3,10:32.0,Turnover by C. Capela (out of bounds lost ball),,60,73
255,3,10:10.0,,Turnover by C. McCollum (lost ball; steal by E. Gordon),60,73
256,3,10:04.0,Turnover by J. Harden (bad pass; steal by T. Ariza),,60,73
257,3,9:56.0,,T. Ariza misses 3-pt jump shot from 23 ft,60,73
258,3,9:55.0,Defensive rebound by C. Capela,,60,73
259,3,9:44.0,R. Westbrook misses 2-pt layup from 2 ft,,60,73
260,3,9:42.0,,Defensive rebound by C. McCollum,60,73
261,3,9:21.0,,C. McCollum makes 2-pt layup from 2 ft (assist by D. Lillard),60,75
262,3,9:07.0,R. Westbrook makes 2-pt layup from 2 ft,,62,75
263,3,8:56.0,,Personal foul by E. Gordon (drawn by D. Lillard),62,75
264,3,8:56.0,,Technical foul by E. Gordon,62,75
265,3,8:56.0,,D. Lillard misses technical free throw,62,75
266,3,8:56.0,,Offensive rebound by Team,62,75
267,3,8:46.0,,D. Lillard misses 2-pt layup from 2 ft,62,75
268,3,8:44.0,Defensive rebound by P. Tucker,,62,75
269,3,8:38.0,Personal foul by T. Ariza (drawn by E. Gordon),,62,75
270,3,8:32.0,J. Harden misses 2-pt jump shot from 5 ft (block by H. Whiteside),,62,75
271,3,8:30.0,Offensive rebound by P. Tucker,,62,75
272,3,8:26.0,R. Westbrook misses 2-pt jump shot from 19 ft,,62,75
273,3,8:22.0,,Defensive rebound by T. Ariza,62,75
274,3,8:11.0,,Turnover by C. Anthony (bad pass; steal by R. Westbrook),62,75
275,3,8:08.0,R. Westbrook makes 2-pt dunk from 1 ft,,64,75
276,3,7:45.0,,Turnover by C. Anthony (turnover; steal by J. Harden),64,75
277,3,7:41.0,J. Harden makes 2-pt layup from 1 ft,,66,75
278,3,7:41.0,Shooting foul by C. Anthony (drawn by J. Harden),,66,75
279,3,7:41.0,,Portland full timeout,66,75
280,3,7:41.0,J. Harden makes free throw 1 of 1,,67,75
281,3,7:23.0,,Turnover by C. McCollum (step out of bounds),67,75
282,3,7:06.0,R. Westbrook misses 2-pt jump shot from 15 ft,,67,75
283,3,7:03.0,,Defensive rebound by H. Whiteside,67,75
284,3,6:52.0,,T. Ariza makes 3-pt jump shot from 24 ft (assist by D. Lillard),67,78
285,3,6:40.0,J. Harden misses 2-pt layup from 4 ft (block by H. Whiteside),,67,78
286,3,6:39.0,,Defensive rebound by C. Anthony,67,78
287,3,6:27.0,,H. Whiteside makes 2-pt hook shot from 5 ft,67,80
288,3,6:10.0,R. Westbrook misses 2-pt jump shot from 9 ft,,67,80
289,3,6:08.0,,Defensive rebound by C. Anthony,67,80
290,3,6:00.0,,Turnover by D. Lillard (lost ball; steal by P. Tucker),67,80
291,3,5:55.0,J. Harden misses 2-pt layup from 2 ft,,67,80
292,3,5:53.0,,Defensive rebound by C. Anthony,67,80
293,3,5:49.0,,C. McCollum makes 3-pt jump shot from 24 ft (assist by D. Lillard),67,83
294,3,5:47.0,Houston full timeout,,67,83
295,3,5:47.0,D. House enters the game for C. Capela,,67,83
296,3,5:47.0,B. McLemore enters the game for E. Gordon,,67,83
297,3,5:26.0,R. Westbrook makes 2-pt layup at rim,,69,83
298,3,5:09.0,,Personal foul by R. Westbrook (drawn by C. Anthony),69,83
299,3,4:57.0,,C. Anthony misses 3-pt jump shot from 25 ft,69,83
300,3,4:54.0,,Offensive rebound by H. Whiteside,69,83
301,3,4:54.0,,H. Whiteside misses 2-pt layup from 1 ft (block by D. House),69,83
302,3,4:54.0,,Offensive rebound by Team,69,83
303,3,4:54.0,A. Rivers enters the game for R. Westbrook,,69,83
304,3,4:47.0,,C. Anthony misses 2-pt jump shot from 13 ft,69,83
305,3,4:45.0,Defensive rebound by P. Tucker,,69,83
306,3,4:38.0,Turnover by J. Harden (bad pass; steal by C. McCollum),,69,83
307,3,4:34.0,,T. Ariza makes 2-pt layup at rim (assist by C. McCollum),69,85
308,3,4:24.0,,Violation by Team (kicked ball),69,85
309,3,4:15.0,B. McLemore misses 3-pt jump shot from 26 ft,,69,85
310,3,4:11.0,,Defensive rebound by D. Lillard,69,85
311,3,4:00.0,,T. Ariza makes 3-pt jump shot from 24 ft (assist by C. Anthony),69,88
312,3,3:49.0,B. McLemore makes 3-pt jump shot from 24 ft (assist by J. Harden),,72,88
313,3,3:35.0,,H. Whiteside misses 2-pt jump shot from 13 ft,72,88
314,3,3:33.0,Defensive rebound by D. House,,72,88
315,3,3:26.0,J. Harden misses 3-pt jump shot from 26 ft,,72,88
316,3,3:25.0,,Defensive rebound by H. Whiteside,72,88
317,3,3:06.0,,C. Anthony misses 2-pt jump shot from 9 ft,72,88
318,3,3:05.0,Defensive rebound by P. Tucker,,72,88
319,3,3:04.0,Personal foul by C. Anthony (drawn by P. Tucker),,72,88
320,3,3:04.0,,N. Little enters the game for C. Anthony,72,88
321,3,3:04.0,,C. Swanigan enters the game for C. McCollum,72,88
322,3,3:04.0,,G. Trent enters the game for H. Whiteside,72,88
323,3,2:49.0,P. Tucker misses 2-pt layup from 1 ft,,72,88
324,3,2:47.0,,Defensive rebound by D. Lillard,72,88
325,3,2:36.0,,D. Lillard misses 3-pt jump shot from 25 ft,72,88
326,3,2:35.0,,Offensive rebound by N. Little,72,88
327,3,2:33.0,,N. Little makes 2-pt layup from 3 ft,72,90
328,3,2:22.0,A. Rivers makes 3-pt jump shot from 23 ft (assist by P. Tucker),,75,90
329,3,1:54.0,,N. Little makes 2-pt dunk at rim (assist by C. Swanigan),75,92
330,3,1:45.0,D. House makes 3-pt jump shot from 24 ft (assist by B. McLemore),,78,92
331,3,1:32.0,,D. Lillard makes 2-pt jump shot from 17 ft,78,94
332,3,1:19.0,A. Rivers misses 3-pt jump shot from 23 ft,,78,94
333,3,1:17.0,Offensive rebound by Team,,78,94
334,3,1:17.0,T. Sefolosha enters the game for J. Harden,,78,94
335,3,1:17.0,R. Westbrook enters the game for P. Tucker,,78,94
336,3,1:17.0,,A. Simons enters the game for T. Ariza,78,94
337,3,1:14.0,Turnover by R. Westbrook (step out of bounds),,78,94
338,3,1:04.0,,Offensive foul by C. Swanigan (drawn by A. Rivers),78,94
339,3,1:04.0,,Turnover by C. Swanigan (offensive foul),78,94
340,3,0:56.0,D. House misses 3-pt jump shot from 25 ft,,78,94
341,3,0:55.0,Offensive rebound by R. Westbrook,,78,94
342,3,0:42.0,B. McLemore makes 2-pt layup from 1 ft (assist by D. House),,80,94
343,3,0:35.0,,D. Lillard makes 3-pt jump shot from 33 ft,80,97
344,3,0:29.0,R. Westbrook makes 2-pt layup from 1 ft,,82,97
345,3,0:13.0,,Offensive foul by D. Lillard (drawn by A. Rivers),82,97
346,3,0:13.0,,Turnover by D. Lillard (offensive foul),82,97
347,3,0:13.0,,H. Whiteside enters the game for C. Swanigan,82,97
348,3,0:00.0,R. Westbrook misses 3-pt jump shot from 25 ft,,82,97
349,3,0:00.0,Offensive rebound by Team,,82,97
350,4,11:49.0,,G. Trent makes 2-pt jump shot from 15 ft,82,99
351,4,11:32.0,R. Westbrook makes 2-pt layup from 2 ft,,84,99
352,4,11:12.0,,C. McCollum makes 2-pt jump shot from 20 ft,84,101
353,4,10:57.0,A. Rivers misses 3-pt jump shot from 25 ft,,84,101
354,4,10:54.0,,Defensive rebound by C. Anthony,84,101
355,4,10:42.0,,Personal foul by D. House (drawn by C. McCollum),84,101
356,4,10:28.0,,C. Anthony misses 2-pt jump shot from 18 ft,84,101
357,4,10:26.0,Defensive rebound by T. Sefolosha,,84,101
358,4,10:21.0,Personal foul by N. Little (drawn by A. Rivers),,84,101
359,4,10:16.0,Personal foul by G. Trent (drawn by R. Westbrook),,84,101
360,4,10:08.0,R. Westbrook misses 2-pt layup from 1 ft,,84,101
361,4,10:07.0,,Defensive rebound by C. Anthony,84,101
362,4,9:49.0,,Personal foul by A. Rivers (drawn by C. McCollum),84,101
363,4,9:39.0,,Shooting foul by T. Sefolosha (drawn by G. Trent),84,101
364,4,9:39.0,,G. Trent makes free throw 1 of 2,84,102
365,4,9:39.0,,G. Trent makes free throw 2 of 2,84,103
366,4,9:29.0,A. Rivers misses 2-pt layup from 2 ft,,84,103
367,4,9:27.0,Offensive rebound by A. Rivers,,84,103
368,4,9:24.0,Shooting foul by A. Simons (drawn by E. Gordon),,84,103
369,4,9:24.0,E. Gordon makes free throw 1 of 2,,85,103
370,4,9:24.0,J. Harden enters the game for D. House,,85,103
371,4,9:24.0,P. Tucker enters the game for T. Sefolosha,,85,103
372,4,9:24.0,,T. Ariza enters the game for A. Simons,85,103
373,4,9:24.0,E. Gordon misses free throw 2 of 2,,85,103
374,4,9:22.0,,Defensive rebound by C. McCollum,85,103
375,4,9:09.0,,C. McCollum makes 2-pt jump shot from 7 ft,85,105
376,4,9:02.0,Shooting foul by N. Little (drawn by E. Gordon),,85,105
377,4,9:02.0,E. Gordon makes free throw 1 of 2,,86,105
378,4,9:02.0,E. Gordon makes free throw 2 of 2,,87,105
379,4,8:48.0,,Shooting foul by A. Rivers (drawn by C. McCollum),87,105
380,4,8:48.0,,C. McCollum makes free throw 1 of 2,87,106
381,4,8:48.0,,D. Lillard enters the game for N. Little,87,106
382,4,8:48.0,,C. McCollum misses free throw 2 of 2,87,106
383,4,8:46.0,Defensive rebound by A. Rivers,,87,106
384,4,8:33.0,E. Gordon misses 3-pt jump shot from 25 ft,,87,106
385,4,8:28.0,,Defensive rebound by C. McCollum,87,106
