,QUARTER,TIME_REMAINING,BOSTON_ACTION,SACRAMENTO_ACTION,BOSTON_SCORE,SACRAMENTO_SCORE
381,4,4:47.0,Personal foul by R. Holmes (drawn by K. Walker),,87,88
382,4,4:47.0,J. Tatum enters the game for B. Wanamaker,,87,88
383,4,4:41.0,J. Tatum makes 2-pt jump shot from 10 ft,,89,88
384,4,4:41.0,Shooting foul by B. Bogdanović (drawn by J. Tatum),,89,88
385,4,4:41.0,J. Tatum makes free throw 1 of 1,,90,88
386,4,4:24.0,,B. Hield misses 3-pt jump shot from 25 ft,90,88
387,4,4:20.0,Defensive rebound by J. Brown,,90,88
388,4,4:10.0,J. Tatum misses 2-pt layup from 1 ft,,90,88
389,4,4:08.0,,Defensive rebound by B. Hield,90,88
390,4,4:01.0,,H. Barnes misses 3-pt jump shot from 25 ft,90,88
391,4,3:58.0,Defensive rebound by J. Brown,,90,88
392,4,3:48.0,J. Tatum makes 3-pt jump shot from 23 ft (assist by M. Smart),,93,88
393,4,3:32.0,,Y. Ferrell misses 2-pt jump shot from 11 ft,93,88
394,4,3:32.0,,Offensive rebound by Team,93,88
395,4,3:32.0,Loose ball foul by D. Theis (drawn by R. Holmes),,93,88
396,4,3:32.0,,C. Joseph enters the game for Y. Ferrell,93,88
397,4,3:25.0,Instant Replay (Request: Ruling Stands),,93,88
398,4,3:25.0,,Personal foul by J. Brown (drawn by R. Holmes),93,88
399,4,3:17.0,,Sacramento full timeout,93,88
400,4,3:15.0,,B. Bogdanović makes 3-pt jump shot from 23 ft (assist by C. Joseph),93,91
401,4,2:58.0,Personal foul by R. Holmes (drawn by D. Theis),,93,91
402,4,2:58.0,Instant Replay (Request: Ruling Stands),,93,91
403,4,2:58.0,D. Theis makes free throw 1 of 2,,94,91
404,4,2:58.0,D. Theis makes free throw 2 of 2,,95,91
405,4,2:40.0,,B. Bogdanović makes 2-pt jump shot from 11 ft,95,93
406,4,2:16.0,J. Brown misses 2-pt layup from 7 ft (block by C. Joseph),,95,93
407,4,2:13.0,Offensive rebound by D. Theis,,95,93
408,4,2:12.0,M. Smart misses 3-pt jump shot from 25 ft,,95,93
409,4,2:10.0,,Defensive rebound by R. Holmes,95,93
410,4,1:52.0,,B. Hield makes 3-pt jump shot from 25 ft,95,96
411,4,1:33.0,J. Brown misses 2-pt jump shot from 9 ft,,95,96
412,4,1:31.0,Offensive rebound by Team,,95,96
413,4,1:31.0,Instant Replay (Request: Ruling Stands),,95,96
414,4,1:27.0,J. Tatum makes 2-pt jump shot from 14 ft (assist by M. Smart),,97,96
415,4,1:06.0,,B. Hield makes 2-pt jump shot from 20 ft,97,98
416,4,0:52.0,D. Theis makes 2-pt dunk from 2 ft (assist by K. Walker),,99,98
417,4,0:35.0,,Turnover by B. Hield (bad pass),99,98
418,4,0:35.0,,Instant Replay (Request: Ruling Stands),99,98
419,4,0:17.0,K. Walker misses 2-pt jump shot from 17 ft,,99,98
420,4,0:14.0,Offensive rebound by M. Smart,,99,98
421,4,0:13.0,M. Smart misses 2-pt layup from 3 ft (block by R. Holmes),,99,98
422,4,0:13.0,,Defensive rebound by Team,99,98
423,4,0:13.0,Loose ball foul by M. Smart (drawn by R. Holmes),,99,98
424,4,0:13.0,Boston full timeout,,99,98
425,4,0:13.0,Instant Replay (Challenge: Ruling Stands),,99,98
426,4,0:13.0,,R. Holmes makes free throw 1 of 2,99,99
427,4,0:13.0,,R. Holmes makes free throw 2 of 2,99,100
428,4,0:00.0,M. Smart misses 2-pt jump shot from 12 ft,,99,100
429,4,0:00.0,Offensive rebound by Team,,99,100
