,QUARTER,TIME_REMAINING,SAN ANTONIO_ACTION,PHILADELPHIA_ACTION,SAN ANTONIO_SCORE,PHILADELPHIA_SCORE
26,1,8:41.0,D. DeRozan misses 2-pt jump shot from 17 ft,,4,7
27,1,8:38.0,,Defensive rebound by J. Embiid,4,7
28,1,8:29.0,,A. Horford misses 2-pt hook shot from 6 ft,4,7
29,1,8:28.0,,Offensive rebound by T. Harris,4,7
30,1,8:28.0,,T. Harris misses 2-pt layup from 3 ft (block by J. Poeltl),4,7
31,1,8:28.0,,Offensive rebound by Team,4,7
32,1,8:23.0,,Shooting foul by D. DeRozan (drawn by B. Simmons),4,7
33,1,8:23.0,,B. Simmons makes free throw 1 of 2,4,8
34,1,8:23.0,,B. Simmons misses free throw 2 of 2,4,8
35,1,8:20.0,Defensive rebound by L. Aldridge,,4,8
36,1,8:04.0,D. DeRozan makes 2-pt jump shot from 10 ft,,6,8
37,1,7:50.0,,J. Embiid makes 2-pt jump shot from 18 ft (assist by A. Horford),6,10
38,1,7:35.0,B. Forbes makes 2-pt jump shot from 17 ft (assist by J. Poeltl),,8,10
39,1,7:24.0,,Turnover by B. Simmons (bad pass; steal by D. Murray),8,10
40,1,7:12.0,Turnover by B. Forbes (lost ball; steal by J. Embiid),,8,10
41,1,7:08.0,,B. Simmons makes 2-pt layup from 1 ft (assist by J. Embiid),8,12
42,1,6:54.0,D. Murray misses 2-pt jump shot from 16 ft,,8,12
43,1,6:51.0,,Defensive rebound by A. Horford,8,12
44,1,6:44.0,,A. Horford makes 2-pt jump shot from 23 ft (assist by B. Simmons),8,14
45,1,6:21.0,J. Poeltl misses 2-pt hook shot from 8 ft,,8,14
46,1,6:19.0,,Defensive rebound by J. Embiid,8,14
47,1,6:15.0,,T. Harris misses 2-pt layup from 3 ft,8,14
48,1,6:12.0,Defensive rebound by L. Aldridge,,8,14
49,1,6:05.0,L. Aldridge makes 2-pt jump shot from 19 ft (assist by D. Murray),,10,14
50,1,5:46.0,,T. Harris makes 3-pt jump shot from 26 ft (assist by J. Embiid),10,17
51,1,5:31.0,D. Murray misses 3-pt jump shot from 26 ft,,10,17
52,1,5:29.0,,Defensive rebound by A. Horford,10,17
53,1,5:20.0,,F. Korkmaz makes 3-pt jump shot from 23 ft (assist by B. Simmons),10,20
54,1,5:18.0,San Antonio full timeout,,10,20
55,1,5:18.0,R. Gay enters the game for D. Murray,,10,20
56,1,5:18.0,P. Mills enters the game for J. Poeltl,,10,20
57,1,5:18.0,,J. Ennis enters the game for J. Embiid,10,20
58,1,5:05.0,B. Forbes misses 3-pt jump shot from 26 ft,,10,20
59,1,5:01.0,,Defensive rebound by F. Korkmaz,10,20
60,1,4:46.0,,T. Harris misses 2-pt layup from 2 ft,10,20
61,1,4:43.0,,Offensive rebound by F. Korkmaz,10,20
62,1,4:36.0,,T. Harris makes 3-pt jump shot from 24 ft (assist by B. Simmons),10,23
63,1,4:21.0,L. Aldridge misses 2-pt jump shot from 10 ft,,10,23
64,1,4:18.0,,Defensive rebound by F. Korkmaz,10,23
65,1,4:12.0,,T. Harris misses 3-pt jump shot from 26 ft,10,23
66,1,4:09.0,Defensive rebound by D. DeRozan,,10,23
67,1,3:57.0,R. Gay makes 2-pt jump shot from 8 ft (assist by D. DeRozan),,12,23
68,1,3:41.0,,F. Korkmaz misses 3-pt jump shot from 26 ft,12,23
69,1,3:39.0,Defensive rebound by R. Gay,,12,23
70,1,3:22.0,R. Gay makes 2-pt dunk from 2 ft,,14,23
71,1,3:21.0,,Philadelphia full timeout,14,23
72,1,3:21.0,M. Belinelli enters the game for D. DeRozan,,14,23
73,1,3:21.0,D. Carroll enters the game for B. Forbes,,14,23
74,1,3:21.0,,T. Burke enters the game for J. Ennis,14,23
75,1,3:21.0,,S. Milton enters the game for T. Harris,14,23
76,1,3:21.0,,M. Scott enters the game for F. Korkmaz,14,23
77,1,3:21.0,,M. Thybulle enters the game for B. Simmons,14,23
78,1,3:00.0,,A. Horford misses 2-pt layup from 1 ft,14,23
79,1,2:58.0,,Offensive rebound by T. Burke,14,23
80,1,2:56.0,,S. Milton misses 3-pt jump shot from 26 ft,14,23
81,1,2:55.0,Defensive rebound by Team,,14,23
82,1,2:55.0,,J. Embiid enters the game for A. Horford,14,23
83,1,2:42.0,Personal foul by J. Embiid (drawn by L. Aldridge),,14,23
84,1,2:38.0,Turnover by M. Belinelli (lost ball; steal by S. Milton),,14,23
85,1,2:34.0,,S. Milton misses 2-pt layup from 3 ft,14,23
86,1,2:30.0,Defensive rebound by L. Aldridge,,14,23
87,1,2:20.0,R. Gay makes 2-pt jump shot from 14 ft,,16,23
88,1,1:58.0,,T. Burke misses 3-pt jump shot from 26 ft,16,23
89,1,1:58.0,Defensive rebound by Team,,16,23
90,1,1:44.0,L. Aldridge makes 2-pt jump shot from 15 ft,,18,23
91,1,1:31.0,,J. Embiid makes 2-pt layup from 2 ft (assist by T. Burke),18,25
92,1,1:09.0,L. Aldridge makes 2-pt dunk from 1 ft,,20,25
93,1,0:43.0,,J. Embiid makes 2-pt jump shot from 10 ft,20,27
94,1,0:31.0,L. Aldridge makes 2-pt jump shot from 12 ft,,22,27
95,1,0:17.0,,T. Burke makes 2-pt layup from 3 ft,22,29
96,1,0:02.0,L. Aldridge misses 2-pt jump shot from 17 ft,,22,29
97,1,0:02.0,,Defensive rebound by Team,22,29
98,1,0:01.0,,Personal take foul by P. Mills (drawn by T. Burke),22,29
99,2,11:46.0,M. Belinelli makes 3-pt jump shot from 24 ft (assist by R. Gay),,25,29
100,2,11:20.0,,M. Scott makes 2-pt layup from 2 ft (assist by T. Burke),25,31
101,2,11:03.0,D. Carroll misses 2-pt layup from 2 ft (block by T. Harris),,25,31
102,2,11:01.0,,Defensive rebound by J. Embiid,25,31
103,2,10:54.0,,Turnover by J. Embiid (lost ball; steal by M. Belinelli),25,31
104,2,10:48.0,Turnover by R. Gay (bad pass),,25,31
105,2,10:48.0,,F. Korkmaz enters the game for M. Thybulle,25,31
106,2,10:28.0,,T. Burke misses 2-pt jump shot from 21 ft,25,31
107,2,10:25.0,Defensive rebound by D. Carroll,,25,31
108,2,10:20.0,J. Poeltl makes 2-pt layup from 1 ft (assist by M. Belinelli),,27,31
109,2,10:20.0,,Philadelphia full timeout,27,31
110,2,10:04.0,,Shooting foul by J. Poeltl (drawn by J. Embiid),27,31
111,2,10:04.0,,J. Embiid makes free throw 1 of 2,27,32
112,2,10:04.0,,J. Embiid misses free throw 2 of 2,27,32
113,2,10:02.0,Defensive rebound by J. Poeltl,,27,32
114,2,9:54.0,M. Belinelli misses 3-pt jump shot from 27 ft,,27,32
115,2,9:50.0,,Defensive rebound by M. Scott,27,32
116,2,9:36.0,,Offensive foul by J. Embiid (drawn by J. Poeltl),27,32
117,2,9:36.0,,Turnover by J. Embiid (offensive foul),27,32
118,2,9:36.0,,A. Horford enters the game for J. Embiid,27,32
119,2,9:18.0,R. Gay misses 2-pt jump shot from 13 ft,,27,32
120,2,9:15.0,,Defensive rebound by T. Harris,27,32
121,2,9:03.0,,T. Burke makes 2-pt jump shot from 16 ft,27,34
122,2,8:46.0,M. Belinelli misses 2-pt jump shot from 14 ft,,27,34
123,2,8:43.0,,Defensive rebound by T. Harris,27,34
124,2,8:29.0,,T. Burke misses 2-pt layup from 1 ft,27,34
125,2,8:27.0,Defensive rebound by M. Belinelli,,27,34
126,2,8:19.0,D. Carroll makes 2-pt jump shot from 6 ft (assist by P. Mills),,29,34
127,2,7:52.0,,A. Horford misses 3-pt jump shot from 26 ft,29,34
128,2,7:49.0,Defensive rebound by P. Mills,,29,34
129,2,7:43.0,R. Gay makes 3-pt jump shot from 25 ft (assist by M. Belinelli),,32,34
130,2,7:23.0,,F. Korkmaz makes 2-pt jump shot from 21 ft (assist by A. Horford),32,36
131,2,7:12.0,M. Belinelli misses 2-pt layup from 2 ft,,32,36
132,2,7:09.0,,Defensive rebound by A. Horford,32,36
133,2,7:02.0,,T. Burke misses 2-pt jump shot from 22 ft,32,36
134,2,7:00.0,,Offensive rebound by A. Horford,32,36
135,2,6:58.0,,M. Scott misses 3-pt jump shot from 25 ft,32,36
136,2,6:54.0,Defensive rebound by R. Gay,,32,36
137,2,6:47.0,P. Mills misses 3-pt jump shot from 25 ft,,32,36
138,2,6:46.0,,Defensive rebound by Team,32,36
139,2,6:46.0,D. DeRozan enters the game for R. Gay,,32,36
140,2,6:46.0,D. Murray enters the game for P. Mills,,32,36
141,2,6:46.0,,S. Milton enters the game for T. Burke,32,36
142,2,6:46.0,,B. Simmons enters the game for M. Scott,32,36
143,2,6:39.0,,Offensive foul by B. Simmons (drawn by M. Belinelli),32,36
144,2,6:39.0,,Turnover by B. Simmons (offensive foul),32,36
145,2,6:39.0,L. Aldridge enters the game for M. Belinelli,,32,36
146,2,6:39.0,B. Forbes enters the game for J. Poeltl,,32,36
147,2,6:18.0,D. Murray makes 2-pt layup from 1 ft,,34,36
148,2,6:18.0,Shooting foul by F. Korkmaz (drawn by D. Murray),,34,36
149,2,6:18.0,D. Murray misses free throw 1 of 1,,34,36
150,2,6:16.0,,Defensive rebound by B. Simmons,34,36
151,2,5:57.0,,T. Harris makes 2-pt layup from 3 ft,34,38
152,2,5:39.0,B. Forbes makes 2-pt jump shot from 6 ft (assist by D. Carroll),,36,38
153,2,5:29.0,,Personal foul by D. DeRozan (drawn by B. Simmons),36,38
154,2,5:20.0,,F. Korkmaz makes 2-pt jump shot from 10 ft (assist by A. Horford),36,40
155,2,5:20.0,,Shooting foul by B. Forbes (drawn by F. Korkmaz),36,40
156,2,5:20.0,,F. Korkmaz makes free throw 1 of 1,36,41
157,2,4:59.0,D. Murray misses 2-pt jump shot from 16 ft,,36,41
158,2,4:56.0,,Defensive rebound by T. Harris,36,41
159,2,4:52.0,,F. Korkmaz misses 3-pt jump shot from 26 ft,36,41
160,2,4:47.0,Defensive rebound by B. Forbes,,36,41
161,2,4:43.0,San Antonio full timeout,,36,41
162,2,4:43.0,R. Gay enters the game for D. Carroll,,36,41
163,2,4:43.0,,J. Ennis enters the game for S. Milton,36,41
164,2,4:31.0,Turnover by B. Forbes (bad pass; steal by F. Korkmaz),,36,41
165,2,4:28.0,,F. Korkmaz misses 2-pt layup from 1 ft,36,41
166,2,4:25.0,,Offensive rebound by A. Horford,36,41
167,2,4:24.0,,A. Horford makes 2-pt layup at rim,36,43
168,2,4:02.0,D. DeRozan misses 2-pt jump shot from 16 ft,,36,43
169,2,4:02.0,Offensive rebound by Team,,36,43
170,2,3:58.0,Shooting foul by J. Ennis (drawn by R. Gay),,36,43
171,2,3:58.0,R. Gay makes free throw 1 of 2,,37,43
172,2,3:58.0,R. Gay makes free throw 2 of 2,,38,43
173,2,3:49.0,,F. Korkmaz makes 3-pt jump shot from 24 ft (assist by B. Simmons),38,46
174,2,3:33.0,Shooting foul by J. Ennis (drawn by D. Murray),,38,46
175,2,3:33.0,D. Murray makes free throw 1 of 2,,39,46
176,2,3:33.0,P. Mills enters the game for B. Forbes,,39,46
177,2,3:33.0,D. Murray makes free throw 2 of 2,,40,46
178,2,3:25.0,,A. Horford makes 2-pt jump shot from 18 ft (assist by B. Simmons),40,48
179,2,3:03.0,R. Gay makes 2-pt jump shot from 9 ft (assist by P. Mills),,42,48
180,2,2:49.0,,T. Harris makes 2-pt jump shot from 13 ft (assist by B. Simmons),42,50
181,2,2:39.0,D. DeRozan makes 2-pt jump shot from 6 ft,,44,50
182,2,2:21.0,,A. Horford makes 2-pt jump shot from 12 ft,44,52
183,2,2:11.0,Shooting foul by B. Simmons (drawn by D. DeRozan),,44,52
184,2,2:11.0,D. DeRozan makes free throw 1 of 2,,45,52
185,2,2:11.0,B. Forbes enters the game for D. Murray,,45,52
186,2,2:11.0,,K. O'Quinn enters the game for T. Harris,45,52
187,2,2:11.0,D. DeRozan makes free throw 2 of 2,,46,52
188,2,2:00.0,,J. Ennis misses 3-pt jump shot from 25 ft,46,52
189,2,1:56.0,,Offensive rebound by A. Horford,46,52
190,2,1:50.0,,A. Horford makes 2-pt jump shot from 14 ft (assist by J. Ennis),46,54
191,2,1:33.0,L. Aldridge misses 2-pt jump shot from 19 ft,,46,54
192,2,1:30.0,,Defensive rebound by B. Simmons,46,54
193,2,1:18.0,,J. Ennis makes 3-pt jump shot from 23 ft (assist by A. Horford),46,57
194,2,0:54.0,R. Gay makes 3-pt jump shot from 25 ft (assist by P. Mills),,49,57
195,2,0:54.0,Shooting foul by A. Horford (drawn by R. Gay),,49,57
196,2,0:54.0,R. Gay makes free throw 1 of 1,,50,57
197,2,0:31.0,,B. Simmons misses 2-pt jump shot from 10 ft,50,57
198,2,0:30.0,,Offensive rebound by J. Ennis,50,57
199,2,0:30.0,,J. Ennis makes 2-pt layup at rim,50,59
200,2,0:09.0,R. Gay misses 2-pt jump shot from 12 ft,,50,59
201,2,0:07.0,Offensive rebound by L. Aldridge,,50,59
202,2,0:07.0,L. Aldridge makes 2-pt dunk from 2 ft,,52,59
203,2,0:06.0,,Offensive foul by J. Ennis (drawn by D. DeRozan),52,59
204,2,0:06.0,,Turnover by J. Ennis (offensive foul),52,59
205,2,0:06.0,,T. Burke enters the game for J. Ennis,52,59
206,2,0:06.0,,M. Thybulle enters the game for B. Simmons,52,59
207,2,0:04.0,Turnover by P. Mills (lost ball; steal by F. Korkmaz),,52,59
208,2,0:00.0,,T. Burke misses 2-pt jump shot from 18 ft,52,59
209,2,0:00.0,,Offensive rebound by Team,52,59
210,3,11:48.0,B. Forbes makes 3-pt jump shot from 26 ft (assist by L. Aldridge),,55,59
211,3,11:36.0,,Personal foul by L. Aldridge (drawn by B. Simmons),55,59
212,3,11:30.0,,B. Simmons misses 2-pt layup from 2 ft,55,59
213,3,11:28.0,Defensive rebound by D. DeRozan,,55,59
214,3,11:23.0,D. DeRozan misses 2-pt jump shot from 11 ft,,55,59
215,3,11:19.0,,Defensive rebound by J. Embiid,55,59
216,3,11:11.0,,J. Embiid makes 2-pt layup from 1 ft (assist by B. Simmons),55,61
217,3,10:57.0,L. Aldridge makes 2-pt jump shot from 20 ft (assist by D. Murray),,57,61
218,3,10:38.0,,A. Horford misses 2-pt jump shot from 13 ft,57,61
219,3,10:34.0,Defensive rebound by D. Murray,,57,61
220,3,10:27.0,B. Forbes misses 3-pt jump shot from 27 ft,,57,61
221,3,10:24.0,,Defensive rebound by J. Embiid,57,61
222,3,10:18.0,,Turnover by F. Korkmaz (traveling),57,61
223,3,10:05.0,Turnover by D. Murray (bad pass),,57,61
224,3,9:52.0,,A. Horford makes 2-pt jump shot from 19 ft (assist by T. Harris),57,63
225,3,9:51.0,San Antonio full timeout,,57,63
226,3,9:37.0,D. DeRozan misses 2-pt jump shot from 23 ft,,57,63
227,3,9:32.0,,Defensive rebound by A. Horford,57,63
228,3,9:14.0,,J. Embiid makes 2-pt jump shot from 15 ft,57,65
229,3,8:56.0,B. Forbes misses 3-pt jump shot from 27 ft,,57,65
230,3,8:52.0,,Defensive rebound by J. Embiid,57,65
231,3,8:46.0,,T. Harris makes 3-pt jump shot from 25 ft (assist by B. Simmons),57,68
232,3,8:31.0,Shooting foul by T. Harris (drawn by D. Murray),,57,68
233,3,8:31.0,D. Murray makes free throw 1 of 2,,58,68
234,3,8:31.0,D. Murray misses free throw 2 of 2,,58,68
235,3,8:28.0,,Defensive rebound by T. Harris,58,68
236,3,8:17.0,,J. Embiid makes 2-pt jump shot from 18 ft,58,70
237,3,8:02.0,D. DeRozan makes 2-pt jump shot from 19 ft (assist by B. Forbes),,60,70
238,3,7:46.0,,T. Harris misses 2-pt jump shot from 4 ft,60,70
239,3,7:44.0,Defensive rebound by D. DeRozan,,60,70
240,3,7:31.0,D. Murray misses 3-pt jump shot from 27 ft,,60,70
241,3,7:29.0,,Defensive rebound by J. Embiid,60,70
242,3,7:24.0,,B. Simmons misses 2-pt layup from 3 ft (block by L. Aldridge),60,70
243,3,7:24.0,,Offensive rebound by Team,60,70
244,3,7:13.0,,F. Korkmaz misses 2-pt jump shot from 11 ft,60,70
245,3,7:11.0,Defensive rebound by D. Murray,,60,70
246,3,7:05.0,D. DeRozan misses 2-pt layup from 1 ft,,60,70
247,3,7:04.0,Offensive rebound by J. Poeltl,,60,70
248,3,7:02.0,J. Poeltl makes 2-pt layup at rim,,62,70
249,3,7:02.0,,Philadelphia full timeout,62,70
250,3,7:02.0,R. Gay enters the game for J. Poeltl,,62,70
251,3,7:02.0,,J. Ennis enters the game for J. Embiid,62,70
252,3,7:02.0,,M. Scott enters the game for F. Korkmaz,62,70
253,3,6:43.0,,T. Harris makes 2-pt jump shot from 10 ft (assist by A. Horford),62,72
254,3,6:26.0,L. Aldridge makes 2-pt layup from 1 ft (assist by D. DeRozan),,64,72
255,3,6:26.0,Shooting foul by A. Horford (drawn by L. Aldridge),,64,72
256,3,6:26.0,P. Mills enters the game for D. Murray,,64,72
257,3,6:26.0,L. Aldridge makes free throw 1 of 1,,65,72
258,3,6:19.0,,A. Horford misses 3-pt jump shot from 27 ft,65,72
259,3,6:17.0,Defensive rebound by D. DeRozan,,65,72
260,3,6:10.0,D. DeRozan makes 2-pt layup from 2 ft,,67,72
261,3,5:54.0,,A. Horford makes 2-pt layup from 1 ft (assist by M. Scott),67,74
262,3,5:40.0,P. Mills makes 2-pt layup from 2 ft,,69,74
263,3,5:28.0,,A. Horford misses 3-pt jump shot from 26 ft,69,74
264,3,5:24.0,Defensive rebound by P. Mills,,69,74
265,3,5:20.0,Shooting foul by B. Simmons (drawn by D. DeRozan),,69,74
266,3,5:20.0,D. DeRozan makes free throw 1 of 2,,70,74
267,3,5:20.0,D. DeRozan makes free throw 2 of 2,,71,74
268,3,5:05.0,,B. Simmons misses 2-pt layup from 2 ft,71,74
269,3,5:03.0,Defensive rebound by P. Mills,,71,74
270,3,4:47.0,L. Aldridge makes 2-pt jump shot from 13 ft,,73,74
271,3,4:32.0,,A. Horford makes 2-pt jump shot from 13 ft (assist by M. Scott),73,76
272,3,4:06.0,L. Aldridge misses 2-pt jump shot from 19 ft,,73,76
273,3,4:03.0,,Defensive rebound by M. Scott,73,76
274,3,3:57.0,,T. Harris misses 3-pt jump shot from 25 ft,73,76
275,3,3:54.0,Defensive rebound by D. DeRozan,,73,76
276,3,3:49.0,Turnover by D. DeRozan (bad pass; steal by T. Harris),,73,76
277,3,3:45.0,,B. Simmons makes 2-pt dunk from 1 ft (assist by T. Harris),73,78
278,3,3:25.0,P. Mills misses 2-pt jump shot from 23 ft,,73,78
279,3,3:22.0,,Defensive rebound by T. Harris,73,78
280,3,3:17.0,,J. Ennis makes 3-pt jump shot from 25 ft (assist by B. Simmons),73,81
281,3,3:00.0,B. Forbes misses 3-pt jump shot from 27 ft,,73,81
282,3,2:57.0,,Defensive rebound by B. Simmons,73,81
283,3,2:54.0,,Shooting foul by L. Aldridge (drawn by A. Horford),73,81
284,3,2:54.0,,A. Horford makes free throw 1 of 2,73,82
285,3,2:54.0,M. Belinelli enters the game for D. DeRozan,,73,82
286,3,2:54.0,D. Carroll enters the game for B. Forbes,,73,82
287,3,2:54.0,,F. Korkmaz enters the game for T. Harris,73,82
288,3,2:54.0,,A. Horford makes free throw 2 of 2,73,83
289,3,2:40.0,M. Belinelli makes 2-pt jump shot from 21 ft (assist by L. Aldridge),,75,83
290,3,2:18.0,,F. Korkmaz misses 2-pt jump shot from 12 ft,75,83
291,3,2:15.0,Defensive rebound by R. Gay,,75,83
292,3,2:10.0,Turnover by D. Carroll (traveling),,75,83
293,3,2:10.0,,T. Burke enters the game for J. Ennis,75,83
294,3,2:10.0,,J. Embiid enters the game for A. Horford,75,83
295,3,2:10.0,,M. Thybulle enters the game for B. Simmons,75,83
296,3,1:54.0,,T. Burke misses 2-pt jump shot from 19 ft,75,83
297,3,1:50.0,Defensive rebound by D. Carroll,,75,83
298,3,1:44.0,R. Gay makes 3-pt jump shot from 26 ft (assist by D. Carroll),,78,83
299,3,1:22.0,,T. Burke misses 2-pt layup from 1 ft (block by D. Carroll),78,83
300,3,1:19.0,Defensive rebound by L. Aldridge,,78,83
301,3,1:17.0,R. Gay makes 2-pt dunk at rim (assist by P. Mills),,80,83
302,3,0:56.0,,J. Embiid makes 2-pt jump shot from 15 ft,80,85
303,3,0:41.0,Personal foul by M. Scott (drawn by R. Gay),,80,85
304,3,0:41.0,J. Poeltl enters the game for L. Aldridge,,80,85
305,3,0:29.0,R. Gay misses 2-pt jump shot from 10 ft,,80,85
306,3,0:26.0,Offensive rebound by J. Poeltl,,80,85
307,3,0:26.0,J. Poeltl misses 2-pt layup at rim,,80,85
308,3,0:25.0,,Defensive rebound by F. Korkmaz,80,85
309,3,0:03.0,,J. Embiid misses 2-pt layup from 1 ft,80,85
310,3,0:03.0,,Offensive rebound by J. Embiid,80,85
311,3,0:03.0,,J. Embiid makes 2-pt layup from 1 ft,80,87
312,4,11:44.0,,Personal foul by J. Poeltl (drawn by J. Embiid),80,87
313,4,11:35.0,,J. Ennis makes 3-pt jump shot from 25 ft (assist by T. Harris),80,90
314,4,11:21.0,M. Belinelli makes 2-pt jump shot from 22 ft (assist by D. Carroll),,82,90
315,4,11:03.0,,Turnover by J. Embiid (out of bounds lost ball),82,90
316,4,10:57.0,Personal foul by J. Ennis (drawn by M. Belinelli),,82,90
317,4,10:46.0,P. Mills makes 3-pt jump shot from 26 ft,,85,90
318,4,10:32.0,,M. Thybulle misses 2-pt layup from 2 ft,85,90
319,4,10:32.0,,Offensive rebound by J. Embiid,85,90
320,4,10:32.0,,Personal foul by J. Poeltl (drawn by J. Embiid),85,90
321,4,10:32.0,D. DeRozan enters the game for R. Gay,,85,90
322,4,10:21.0,,Shooting foul by J. Poeltl (drawn by T. Harris),85,90
323,4,10:21.0,,T. Harris makes free throw 1 of 2,85,91
324,4,10:21.0,,T. Harris makes free throw 2 of 2,85,92
325,4,10:08.0,J. Poeltl misses 2-pt layup from 5 ft (block by T. Harris),,85,92
326,4,10:05.0,,Defensive rebound by J. Embiid,85,92
327,4,9:55.0,,T. Harris makes 2-pt layup from 2 ft,85,94
328,4,9:52.0,San Antonio full timeout,,85,94
329,4,9:39.0,P. Mills misses 3-pt jump shot from 28 ft,,85,94
330,4,9:35.0,,Defensive rebound by J. Ennis,85,94
331,4,9:16.0,,Shooting foul by D. DeRozan (drawn by J. Embiid),85,94
332,4,9:16.0,,J. Embiid makes free throw 1 of 2,85,95
333,4,9:16.0,,M. Scott enters the game for T. Burke,85,95
334,4,9:16.0,,B. Simmons enters the game for T. Harris,85,95
335,4,9:16.0,,J. Embiid makes free throw 2 of 2,85,96
336,4,8:57.0,Turnover by D. DeRozan (bad pass; steal by M. Thybulle),,85,96
337,4,8:51.0,,B. Simmons misses 2-pt layup from 2 ft,85,96
338,4,8:48.0,,Offensive rebound by J. Ennis,85,96
339,4,8:46.0,,J. Ennis makes 2-pt dunk from 2 ft,85,98
340,4,8:37.0,Personal foul by M. Thybulle (drawn by M. Belinelli),,85,98
341,4,8:37.0,D. Murray enters the game for P. Mills,,85,98
342,4,8:32.0,D. DeRozan misses 2-pt jump shot from 20 ft,,85,98
343,4,8:29.0,Offensive rebound by Team,,85,98
344,4,8:27.0,Turnover by D. Carroll (bad pass; steal by B. Simmons),,85,98
345,4,8:23.0,,J. Embiid misses 3-pt jump shot from 26 ft,85,98
346,4,8:18.0,,Offensive rebound by M. Thybulle,85,98
347,4,8:16.0,,M. Scott misses 3-pt jump shot from 23 ft,85,98
348,4,8:16.0,Defensive rebound by J. Poeltl,,85,98
349,4,8:16.0,Personal foul by J. Ennis (drawn by J. Poeltl),,85,98
350,4,8:07.0,D. DeRozan makes 2-pt jump shot from 20 ft,,87,98
351,4,8:05.0,,Philadelphia full timeout,87,98
352,4,8:05.0,L. Aldridge enters the game for D. Carroll,,87,98
353,4,8:05.0,,A. Horford enters the game for J. Embiid,87,98
354,4,8:05.0,,F. Korkmaz enters the game for J. Ennis,87,98
355,4,7:56.0,,B. Simmons misses 2-pt layup from 2 ft,87,98
356,4,7:54.0,Defensive rebound by J. Poeltl,,87,98
357,4,7:46.0,D. DeRozan makes 2-pt layup from 2 ft,,89,98
358,4,7:34.0,,Personal take foul by D. Murray (drawn by B. Simmons),89,98
359,4,7:34.0,,B. Simmons misses free throw 1 of 2,89,98
360,4,7:34.0,,Offensive rebound by Team,89,98
361,4,7:34.0,,B. Simmons makes free throw 2 of 2,89,99
362,4,7:13.0,D. DeRozan makes 2-pt jump shot from 18 ft,,91,99
363,4,6:55.0,,F. Korkmaz misses 3-pt jump shot from 27 ft,91,99
364,4,6:52.0,,Offensive rebound by B. Simmons,91,99
365,4,6:52.0,,Offensive foul by B. Simmons (drawn by J. Poeltl),91,99
366,4,6:52.0,,Turnover by B. Simmons (offensive foul),91,99
367,4,6:33.0,Turnover by L. Aldridge (lost ball; steal by B. Simmons),,91,99
368,4,6:28.0,,M. Thybulle makes 2-pt dunk from 1 ft (assist by B. Simmons),91,101
369,4,6:11.0,D. Murray makes 2-pt layup from 2 ft,,93,101
370,4,6:09.0,,Personal take foul by D. Murray (drawn by B. Simmons),93,101
371,4,6:09.0,,B. Simmons misses free throw 1 of 2,93,101
372,4,6:09.0,,Offensive rebound by Team,93,101
373,4,6:09.0,,J. Embiid enters the game for M. Scott,93,101
374,4,6:09.0,,B. Simmons misses free throw 2 of 2,93,101
375,4,6:07.0,,Offensive rebound by J. Embiid,93,101
376,4,5:56.0,,J. Embiid misses 2-pt jump shot from 13 ft,93,101
377,4,5:52.0,Defensive rebound by D. DeRozan,,93,101
378,4,5:47.0,D. DeRozan makes 2-pt layup from 2 ft,,95,101
379,4,5:34.0,,Personal take foul by L. Aldridge (drawn by B. Simmons),95,101
