,QUARTER,TIME_REMAINING,TORONTO_ACTION,DENVER_ACTION,TORONTO_SCORE,DENVER_SCORE
64,1,4:33.0,K. Lowry makes free throw 2 of 2,,19,29
65,1,4:23.0,,Personal foul by P. McCaw (drawn by N. Jokić),19,29
66,1,4:20.0,,J. Murray makes 3-pt jump shot from 23 ft (assist by M. Morris),19,32
67,1,4:09.0,O. Anunoby makes 3-pt jump shot from 26 ft (assist by P. Siakam),,22,32
68,1,3:53.0,,Personal foul by O. Anunoby (drawn by N. Jokić),22,32
69,1,3:53.0,,M. Porter enters the game for G. Harris,22,32
70,1,3:47.0,,J. Grant misses 2-pt jump shot from 13 ft,22,32
71,1,3:43.0,Defensive rebound by O. Anunoby,,22,32
72,1,3:36.0,P. Siakam misses 2-pt layup from 3 ft,,22,32
73,1,3:35.0,,Defensive rebound by N. Jokić,22,32
74,1,3:22.0,,M. Morris misses 2-pt layup from 2 ft,22,32
75,1,3:20.0,Defensive rebound by P. Siakam,,22,32
76,1,3:12.0,P. McCaw makes 3-pt jump shot from 25 ft (assist by K. Lowry),,25,32
77,1,3:11.0,,Denver full timeout,25,32
78,1,2:58.0,,Turnover by J. Grant (bad pass),25,32
79,1,2:53.0,T. Davis misses 3-pt jump shot from 23 ft,,25,32
80,1,2:51.0,,Defensive rebound by J. Grant,25,32
81,1,2:44.0,,M. Porter makes 3-pt jump shot from 25 ft (assist by J. Grant),25,35
82,1,2:44.0,,Shooting foul by K. Lowry (drawn by M. Porter),25,35
83,1,2:44.0,M. Thomas enters the game for K. Lowry,,25,35
84,1,2:44.0,,M. Plumlee enters the game for N. Jokić,25,35
85,1,2:44.0,,M. Porter misses free throw 1 of 1,25,35
86,1,2:42.0,Defensive rebound by O. Anunoby,,25,35
87,1,2:31.0,Shooting foul by M. Plumlee (drawn by O. Anunoby),,25,35
88,1,2:31.0,O. Anunoby makes free throw 1 of 2,,26,35
89,1,2:31.0,O. Anunoby makes free throw 2 of 2,,27,35
90,1,2:15.0,,M. Morris makes 3-pt jump shot from 25 ft (assist by M. Plumlee),27,38
91,1,2:01.0,P. Siakam misses 2-pt jump shot from 17 ft,,27,38
92,1,1:59.0,,Defensive rebound by M. Plumlee,27,38
93,1,1:40.0,,M. Plumlee makes 2-pt layup from 2 ft (assist by M. Morris),27,40
94,1,1:40.0,,Shooting foul by P. Siakam (drawn by M. Plumlee),27,40
95,1,1:40.0,C. Boucher enters the game for O. Anunoby,,27,40
96,1,1:40.0,N. Powell enters the game for P. Siakam,,27,40
97,1,1:40.0,,T. Craig enters the game for J. Grant,27,40
98,1,1:40.0,,M. Plumlee misses free throw 1 of 1,27,40
99,1,1:39.0,Defensive rebound by Team,,27,40
100,1,1:39.0,,Loose ball foul by M. Plumlee (drawn by T. Davis),27,40
101,1,1:39.0,T. Davis misses free throw 1 of 2,,27,40
102,1,1:39.0,Offensive rebound by Team,,27,40
103,1,1:39.0,T. Davis makes free throw 2 of 2,,28,40
104,1,1:23.0,,T. Craig misses 2-pt jump shot from 8 ft,28,40
105,1,1:21.0,Defensive rebound by N. Powell,,28,40
106,1,1:18.0,P. McCaw misses 3-pt jump shot from 23 ft,,28,40
107,1,1:13.0,,Defensive rebound by M. Morris,28,40
108,1,1:07.0,,M. Morris misses 3-pt jump shot from 26 ft,28,40
109,1,1:04.0,Defensive rebound by C. Boucher,,28,40
110,1,1:00.0,Shooting foul by M. Plumlee (drawn by C. Boucher),,28,40
111,1,1:00.0,C. Boucher makes free throw 1 of 2,,29,40
112,1,1:00.0,,V. Čančar enters the game for M. Plumlee,29,40
113,1,1:00.0,C. Boucher makes free throw 2 of 2,,30,40
114,1,0:37.0,,J. Murray misses 2-pt jump shot from 13 ft,30,40
115,1,0:34.0,Defensive rebound by T. Davis,,30,40
116,1,0:29.0,T. Davis makes 2-pt layup from 3 ft,,32,40
117,1,0:06.0,,M. Morris misses 3-pt jump shot from 25 ft,32,40
118,1,0:03.0,,Offensive rebound by M. Porter,32,40
119,1,0:02.0,,M. Porter misses 2-pt layup from 3 ft (block by N. Powell),32,40
120,1,0:02.0,Defensive rebound by T. Davis,,32,40
121,2,11:42.0,C. Boucher makes 3-pt jump shot from 25 ft (assist by M. Thomas),,35,40
122,2,11:17.0,,M. Porter makes 2-pt layup from 2 ft (assist by N. Jokić),35,42
123,2,11:07.0,Turnover by T. Davis (bad pass; steal by M. Porter),,35,42
124,2,11:00.0,,M. Morris makes 3-pt jump shot from 22 ft (assist by N. Jokić),35,45
125,2,10:49.0,T. Davis makes 3-pt jump shot from 24 ft,,38,45
126,2,10:39.0,,W. Barton makes 2-pt layup from 3 ft (assist by N. Jokić),38,47
127,2,10:19.0,N. Powell makes 2-pt jump shot from 10 ft,,40,47
128,2,10:08.0,,N. Jokić makes 2-pt layup from 1 ft (assist by M. Morris),40,49
129,2,10:08.0,,Shooting foul by C. Boucher (drawn by N. Jokić),40,49
130,2,10:08.0,,N. Jokić makes free throw 1 of 1,40,50
131,2,10:00.0,Turnover by C. Boucher (bad pass; steal by T. Craig),,40,50
132,2,9:57.0,,T. Craig makes 2-pt layup from 2 ft,40,52
133,2,9:57.0,Toronto full timeout,,40,52
134,2,9:57.0,O. Anunoby enters the game for C. Boucher,,40,52
135,2,9:57.0,P. Siakam enters the game for M. Thomas,,40,52
136,2,9:46.0,T. Davis misses 3-pt jump shot from 22 ft,,40,52
137,2,9:43.0,,Defensive rebound by N. Jokić,40,52
138,2,9:37.0,,T. Craig makes 2-pt layup from 2 ft (assist by M. Porter),40,54
139,2,9:27.0,O. Anunoby makes 3-pt jump shot from 25 ft (assist by P. Siakam),,43,54
140,2,9:27.0,R. Hollis-Jefferson enters the game for T. Davis,,43,54
141,2,9:27.0,K. Lowry enters the game for P. McCaw,,43,54
142,2,9:00.0,,T. Craig makes 2-pt hook shot from 2 ft (assist by N. Jokić),43,56
143,2,8:47.0,P. Siakam makes 2-pt jump shot from 5 ft,,45,56
144,2,8:34.0,,Personal foul by K. Lowry (drawn by N. Jokić),45,56
145,2,8:28.0,,W. Barton misses 3-pt jump shot from 23 ft,45,56
146,2,8:22.0,Defensive rebound by O. Anunoby,,45,56
147,2,8:16.0,N. Powell makes 2-pt jump shot from 1 ft (assist by R. Hollis-Jefferson),,47,56
148,2,8:04.0,,Turnover by M. Morris (bad pass; steal by O. Anunoby),47,56
149,2,8:01.0,O. Anunoby makes 2-pt dunk from 1 ft,,49,56
150,2,8:01.0,,Denver full timeout,49,56
151,2,8:01.0,,J. Grant enters the game for T. Craig,49,56
152,2,8:01.0,,G. Harris enters the game for N. Jokić,49,56
153,2,7:39.0,,Turnover by W. Barton (bad pass; steal by O. Anunoby),49,56
154,2,7:33.0,P. Siakam misses 3-pt jump shot from 25 ft,,49,56
155,2,7:28.0,,Defensive rebound by G. Harris,49,56
156,2,7:08.0,,M. Porter misses 2-pt layup from 3 ft,49,56
157,2,7:06.0,Defensive rebound by P. Siakam,,49,56
158,2,6:55.0,Turnover by P. Siakam (out of bounds lost ball),,49,56
159,2,6:36.0,,M. Porter misses 3-pt jump shot from 25 ft,49,56
160,2,6:33.0,Defensive rebound by O. Anunoby,,49,56
161,2,6:29.0,K. Lowry makes 3-pt jump shot from 25 ft,,52,56
162,2,6:13.0,,Def 3 sec tech foul by Team,52,56
163,2,6:13.0,,W. Barton makes technical free throw,52,57
164,2,6:13.0,,N. Jokić enters the game for M. Morris,52,57
165,2,6:13.0,,J. Murray enters the game for M. Porter,52,57
166,2,5:59.0,,W. Barton misses 2-pt jump shot from 6 ft,52,57
167,2,5:56.0,Defensive rebound by K. Lowry,,52,57
168,2,5:52.0,N. Powell makes 2-pt layup from 2 ft (assist by K. Lowry),,54,57
169,2,5:27.0,,G. Harris makes 3-pt jump shot from 23 ft (assist by N. Jokić),54,60
170,2,5:17.0,R. Hollis-Jefferson makes 2-pt layup from 1 ft (assist by K. Lowry),,56,60
171,2,5:17.0,Shooting foul by W. Barton (drawn by R. Hollis-Jefferson),,56,60
172,2,5:17.0,R. Hollis-Jefferson makes free throw 1 of 1,,57,60
173,2,5:01.0,,W. Barton misses 3-pt jump shot from 25 ft,57,60
174,2,5:01.0,,Offensive rebound by Team,57,60
175,2,5:01.0,Loose ball foul by P. Siakam (drawn by J. Grant),,57,60
176,2,4:55.0,,N. Jokić misses 2-pt jump shot from 7 ft,57,60
177,2,4:54.0,Defensive rebound by N. Powell,,57,60
178,2,4:36.0,K. Lowry makes 3-pt jump shot from 25 ft (assist by R. Hollis-Jefferson),,60,60
179,2,4:20.0,,J. Grant makes 3-pt jump shot from 23 ft (assist by G. Harris),60,63
180,2,4:08.0,K. Lowry makes 2-pt layup from 2 ft,,62,63
181,2,3:56.0,,J. Grant makes 2-pt dunk from 2 ft (assist by W. Barton),62,65
182,2,3:56.0,Technical foul by J. Grant,,62,65
183,2,3:56.0,K. Lowry makes technical free throw,,63,65
184,2,3:56.0,,T. Craig enters the game for W. Barton,63,65
185,2,3:41.0,O. Anunoby misses 3-pt jump shot from 26 ft,,63,65
186,2,3:37.0,,Defensive rebound by G. Harris,63,65
187,2,3:37.0,,Offensive foul by G. Harris (drawn by N. Powell),63,65
188,2,3:37.0,,Turnover by G. Harris (offensive foul),63,65
189,2,3:26.0,K. Lowry misses 3-pt jump shot from 25 ft,,63,65
190,2,3:23.0,,Defensive rebound by N. Jokić,63,65
191,2,3:20.0,,Turnover by N. Jokić (bad pass; steal by O. Anunoby),63,65
192,2,3:17.0,Offensive foul by K. Lowry (drawn by J. Grant),,63,65
193,2,3:17.0,Turnover by K. Lowry (offensive foul),,63,65
194,2,3:03.0,,J. Grant misses 3-pt jump shot from 23 ft,63,65
195,2,3:00.0,,Offensive rebound by N. Jokić,63,65
196,2,2:50.0,,T. Craig makes 3-pt jump shot from 26 ft (assist by J. Grant),63,68
197,2,2:42.0,Toronto full timeout,,63,68
198,2,2:34.0,N. Powell misses 3-pt jump shot from 25 ft,,63,68
199,2,2:31.0,,Defensive rebound by G. Harris,63,68
200,2,2:25.0,,Offensive foul by J. Grant (drawn by K. Lowry),63,68
201,2,2:25.0,,Turnover by J. Grant (offensive foul),63,68
202,2,2:16.0,R. Hollis-Jefferson makes 2-pt dunk from 1 ft,,65,68
203,2,1:58.0,,J. Murray misses 2-pt jump shot from 12 ft,65,68
204,2,1:54.0,Defensive rebound by K. Lowry,,65,68
205,2,1:49.0,N. Powell makes 2-pt layup from 2 ft (assist by O. Anunoby),,67,68
206,2,1:27.0,,T. Craig makes 3-pt jump shot from 25 ft (assist by J. Murray),67,71
207,2,1:04.0,O. Anunoby misses 2-pt layup from 3 ft,,67,71
208,2,1:02.0,Offensive rebound by R. Hollis-Jefferson,,67,71
209,2,1:02.0,P. Siakam misses 2-pt layup from 4 ft,,67,71
210,2,1:02.0,Offensive rebound by Team,,67,71
211,2,1:02.0,Turnover by Team (shot clock),,67,71
212,2,0:46.0,,G. Harris makes 2-pt layup from 2 ft (assist by N. Jokić),67,73
213,2,0:27.0,P. Siakam misses 3-pt jump shot from 24 ft,,67,73
214,2,0:24.0,,Defensive rebound by T. Craig,67,73
215,2,0:08.0,,Turnover by J. Murray (bad pass; steal by O. Anunoby),67,73
216,2,0:05.0,O. Anunoby makes 2-pt dunk from 1 ft,,69,73
217,2,0:00.0,,J. Murray misses 3-pt jump shot from 28 ft,69,73
218,2,0:00.0,,Offensive rebound by Team,69,73
219,3,11:41.0,P. Siakam makes 2-pt hook shot from 3 ft,,71,73
220,3,11:23.0,,G. Harris misses 2-pt layup from 1 ft,71,73
221,3,11:21.0,Defensive rebound by N. Powell,,71,73
222,3,11:10.0,Turnover by P. Siakam (bad pass),,71,73
223,3,10:56.0,,N. Jokić misses 2-pt jump shot from 11 ft,71,73
224,3,10:55.0,,Offensive rebound by N. Jokić,71,73
225,3,10:55.0,,Shooting foul by P. Siakam (drawn by N. Jokić),71,73
226,3,10:55.0,,N. Jokić makes free throw 1 of 2,71,74
227,3,10:55.0,,N. Jokić makes free throw 2 of 2,71,75
228,3,10:41.0,N. Powell makes 2-pt layup from 1 ft (assist by R. Hollis-Jefferson),,73,75
229,3,10:30.0,,J. Murray misses 2-pt jump shot from 8 ft,73,75
230,3,10:26.0,,Offensive rebound by N. Jokić,73,75
231,3,10:26.0,,N. Jokić makes 2-pt layup from 1 ft,73,77
232,3,10:17.0,R. Hollis-Jefferson misses 2-pt layup from 2 ft,,73,77
233,3,10:15.0,,Defensive rebound by N. Jokić,73,77
234,3,10:10.0,,J. Grant makes 3-pt jump shot from 22 ft (assist by W. Barton),73,80
235,3,9:49.0,O. Anunoby makes 2-pt layup from 2 ft,,75,80
236,3,9:19.0,,N. Jokić makes 2-pt jump shot from 13 ft,75,82
237,3,9:10.0,R. Hollis-Jefferson makes 2-pt layup from 2 ft (assist by K. Lowry),,77,82
238,3,9:10.0,,Denver full timeout,77,82
239,3,8:51.0,,W. Barton makes 2-pt layup from 3 ft,77,84
240,3,8:39.0,Shooting foul by G. Harris (drawn by P. Siakam),,77,84
241,3,8:39.0,Instant Replay (Challenge: Ruling Stands),,77,84
242,3,8:39.0,,Denver full timeout,77,84
243,3,8:39.0,P. Siakam makes free throw 1 of 2,,78,84
244,3,8:39.0,P. Siakam makes free throw 2 of 2,,79,84
245,3,8:21.0,,Personal foul by O. Anunoby (drawn by J. Murray),79,84
246,3,8:07.0,,J. Murray misses 3-pt jump shot from 23 ft,79,84
247,3,8:04.0,Defensive rebound by K. Lowry,,79,84
248,3,8:00.0,P. Siakam misses 3-pt jump shot from 26 ft,,79,84
249,3,7:56.0,,Defensive rebound by N. Jokić,79,84
250,3,7:39.0,,W. Barton misses 3-pt jump shot from 25 ft,79,84
251,3,7:38.0,,Offensive rebound by N. Jokić,79,84
252,3,7:37.0,,Shooting foul by N. Powell (drawn by N. Jokić),79,84
253,3,7:37.0,,N. Jokić makes free throw 1 of 2,79,85
254,3,7:37.0,,N. Jokić misses free throw 2 of 2,79,85
255,3,7:33.0,Defensive rebound by K. Lowry,,79,85
256,3,7:15.0,O. Anunoby misses 3-pt jump shot from 23 ft,,79,85
257,3,7:11.0,,Defensive rebound by W. Barton,79,85
258,3,7:06.0,,W. Barton misses 2-pt jump shot from 2 ft,79,85
259,3,7:04.0,Defensive rebound by P. Siakam,,79,85
260,3,7:01.0,Offensive foul by P. Siakam (drawn by J. Murray),,79,85
261,3,7:01.0,Turnover by P. Siakam (offensive foul),,79,85
262,3,7:01.0,Toronto full timeout,,79,85
263,3,7:01.0,Instant Replay (Challenge: Ruling Stands),,79,85
264,3,6:41.0,,Turnover by J. Grant (off goaltending),79,85
265,3,6:25.0,K. Lowry misses 3-pt jump shot from 26 ft,,79,85
266,3,6:21.0,Offensive rebound by R. Hollis-Jefferson,,79,85
267,3,6:12.0,Shooting foul by J. Grant (drawn by P. Siakam),,79,85
268,3,6:12.0,P. Siakam misses free throw 1 of 2,,79,85
269,3,6:12.0,Offensive rebound by Team,,79,85
270,3,6:12.0,P. Siakam makes free throw 2 of 2,,80,85
271,3,5:59.0,,Turnover by G. Harris (bad pass; steal by O. Anunoby),80,85
272,3,5:52.0,Shooting foul by N. Jokić (drawn by O. Anunoby),,80,85
273,3,5:52.0,O. Anunoby makes free throw 1 of 2,,81,85
274,3,5:52.0,P. McCaw enters the game for P. Siakam,,81,85
275,3,5:52.0,O. Anunoby makes free throw 2 of 2,,82,85
276,3,5:31.0,,Offensive foul by G. Harris (drawn by K. Lowry),82,85
277,3,5:31.0,,Turnover by G. Harris (offensive foul),82,85
278,3,5:31.0,,M. Morris enters the game for G. Harris,82,85
279,3,5:17.0,K. Lowry misses 3-pt jump shot from 26 ft,,82,85
280,3,5:13.0,,Defensive rebound by M. Morris,82,85
281,3,5:06.0,,J. Grant misses 2-pt dunk from 2 ft (block by R. Hollis-Jefferson),82,85
282,3,5:06.0,Defensive rebound by Team,,82,85
283,3,4:49.0,K. Lowry misses 2-pt layup from 2 ft,,82,85
284,3,4:49.0,Offensive rebound by Team,,82,85
285,3,4:35.0,Turnover by K. Lowry (step out of bounds),,82,85
286,3,4:14.0,,N. Jokić makes 2-pt layup at rim (assist by J. Murray),82,87
287,3,4:09.0,Shooting foul by J. Murray (drawn by N. Powell),,82,87
288,3,4:09.0,N. Powell makes free throw 1 of 2,,83,87
289,3,4:09.0,,M. Porter enters the game for J. Grant,83,87
290,3,4:09.0,N. Powell makes free throw 2 of 2,,84,87
291,3,4:00.0,,J. Murray makes 2-pt layup from 1 ft (assist by M. Morris),84,89
292,3,4:00.0,,Shooting foul by P. McCaw (drawn by J. Murray),84,89
293,3,4:00.0,T. Davis enters the game for N. Powell,,84,89
294,3,4:00.0,,T. Craig enters the game for W. Barton,84,89
295,3,4:00.0,,J. Murray misses free throw 1 of 1,84,89
296,3,3:58.0,Defensive rebound by P. McCaw,,84,89
297,3,3:36.0,K. Lowry misses 3-pt jump shot from 28 ft,,84,89
298,3,3:33.0,,Defensive rebound by M. Porter,84,89
299,3,3:15.0,,J. Murray makes 3-pt jump shot from 26 ft (assist by N. Jokić),84,92
300,3,3:08.0,O. Anunoby makes 2-pt dunk from 1 ft (assist by T. Davis),,86,92
301,3,2:54.0,,T. Craig misses 3-pt jump shot from 23 ft,86,92
302,3,2:52.0,Defensive rebound by T. Davis,,86,92
303,3,2:47.0,R. Hollis-Jefferson misses 2-pt layup from 2 ft,,86,92
304,3,2:45.0,,Defensive rebound by J. Murray,86,92
305,3,2:42.0,,J. Murray misses 3-pt jump shot from 25 ft,86,92
306,3,2:42.0,Defensive rebound by Team,,86,92
307,3,2:42.0,,M. Plumlee enters the game for N. Jokić,86,92
308,3,2:36.0,Personal foul by T. Craig (drawn by K. Lowry),,86,92
309,3,2:36.0,K. Lowry makes free throw 1 of 2,,87,92
310,3,2:36.0,P. Siakam enters the game for R. Hollis-Jefferson,,87,92
311,3,2:36.0,K. Lowry makes free throw 2 of 2,,88,92
312,3,2:22.0,,Personal foul by T. Davis (drawn by M. Plumlee),88,92
313,3,2:22.0,,M. Plumlee misses free throw 1 of 2,88,92
314,3,2:22.0,,Offensive rebound by Team,88,92
315,3,2:22.0,,M. Plumlee makes free throw 2 of 2,88,93
316,3,2:07.0,Turnover by K. Lowry (bad pass; steal by M. Plumlee),,88,93
317,3,1:49.0,,T. Craig makes 3-pt jump shot from 23 ft (assist by M. Porter),88,96
318,3,1:31.0,O. Anunoby makes 3-pt jump shot from 25 ft (assist by P. McCaw),,91,96
319,3,1:12.0,,M. Porter misses 3-pt jump shot from 25 ft,91,96
320,3,1:07.0,Defensive rebound by P. Siakam,,91,96
321,3,1:04.0,T. Davis makes 2-pt dunk from 2 ft (assist by P. Siakam),,93,96
322,3,0:40.0,,T. Craig misses 3-pt jump shot from 25 ft,93,96
323,3,0:35.0,,Offensive rebound by M. Porter,93,96
324,3,0:32.0,,T. Craig makes 2-pt layup from 2 ft (assist by M. Porter),93,98
325,3,0:29.0,O. Anunoby makes 2-pt layup from 1 ft (assist by K. Lowry),,95,98
326,3,0:29.0,Shooting foul by J. Murray (drawn by O. Anunoby),,95,98
327,3,0:29.0,C. Boucher enters the game for P. Siakam,,95,98
328,3,0:29.0,O. Anunoby makes free throw 1 of 1,,96,98
329,3,0:05.0,,M. Plumlee makes 2-pt hook shot from 3 ft (assist by J. Murray),96,100
330,3,0:00.0,K. Lowry misses 3-pt jump shot from 62 ft,,96,100
331,3,0:00.0,Offensive rebound by Team,,96,100
332,4,11:47.0,,M. Porter makes 2-pt dunk from 1 ft (assist by M. Plumlee),96,102
333,4,11:47.0,,Shooting foul by C. Boucher (drawn by M. Porter),96,102
334,4,11:47.0,,M. Porter makes free throw 1 of 1,96,103
335,4,11:33.0,N. Powell misses 2-pt jump shot from 12 ft,,96,103
336,4,11:25.0,Offensive rebound by N. Powell,,96,103
337,4,11:25.0,N. Powell misses 2-pt layup from 1 ft,,96,103
338,4,11:24.0,Offensive rebound by C. Boucher,,96,103
339,4,11:24.0,C. Boucher misses 2-pt layup from 1 ft (block by M. Plumlee),,96,103
340,4,11:22.0,,Defensive rebound by T. Craig,96,103
341,4,11:20.0,,M. Morris misses 3-pt jump shot from 23 ft,96,103
342,4,11:16.0,,Offensive rebound by M. Porter,96,103
343,4,11:14.0,,M. Porter makes 2-pt layup from 2 ft,96,105
344,4,11:03.0,Personal foul by M. Plumlee (drawn by P. Siakam),,96,105
345,4,10:51.0,C. Boucher misses 3-pt jump shot from 23 ft,,96,105
346,4,10:50.0,Offensive rebound by Team,,96,105
347,4,10:50.0,,Loose ball foul by T. Craig (drawn by P. Siakam),96,105
348,4,10:41.0,N. Powell makes 3-pt jump shot from 25 ft (assist by P. Siakam),,99,105
349,4,10:22.0,,Shooting foul by C. Boucher (drawn by M. Plumlee),99,105
350,4,10:22.0,,M. Plumlee misses free throw 1 of 2,99,105
351,4,10:22.0,,Offensive rebound by Team,99,105
352,4,10:22.0,,M. Plumlee makes free throw 2 of 2,99,106
353,4,10:07.0,N. Powell misses 3-pt jump shot from 26 ft,,99,106
354,4,10:03.0,,Defensive rebound by T. Craig,99,106
355,4,9:51.0,,T. Craig misses 3-pt jump shot from 25 ft (block by P. Siakam),99,106
356,4,9:47.0,Defensive rebound by N. Powell,,99,106
357,4,9:45.0,P. Siakam makes 2-pt dunk from 1 ft (assist by T. Davis),,101,106
358,4,9:31.0,,Shooting foul by N. Powell (drawn by W. Barton),101,106
359,4,9:31.0,,W. Barton misses free throw 1 of 2,101,106
360,4,9:31.0,,Offensive rebound by Team,101,106
361,4,9:31.0,,J. Grant enters the game for T. Craig,101,106
362,4,9:31.0,,W. Barton makes free throw 2 of 2,101,107
363,4,9:11.0,P. Siakam misses 3-pt jump shot from 26 ft,,101,107
364,4,9:09.0,,Defensive rebound by M. Morris,101,107
365,4,9:00.0,,J. Grant misses 3-pt jump shot from 23 ft,101,107
366,4,8:57.0,Defensive rebound by P. Siakam,,101,107
367,4,8:51.0,P. Siakam misses 2-pt layup from 2 ft,,101,107
368,4,8:50.0,,Defensive rebound by J. Grant,101,107
369,4,8:46.0,,Shooting foul by T. Davis (drawn by W. Barton),101,107
370,4,8:46.0,,W. Barton makes free throw 1 of 2,101,108
371,4,8:46.0,,W. Barton makes free throw 2 of 2,101,109
372,4,8:34.0,N. Powell misses 3-pt jump shot from 26 ft,,101,109
373,4,8:31.0,,Defensive rebound by Team,101,109
374,4,8:31.0,Loose ball foul by C. Boucher (drawn by M. Porter),,101,109
375,4,8:31.0,,M. Porter makes free throw 1 of 2,101,110
376,4,8:31.0,O. Anunoby enters the game for C. Boucher,,101,110
377,4,8:31.0,K. Lowry enters the game for T. Davis,,101,110
378,4,8:31.0,,M. Porter misses free throw 2 of 2,101,110
379,4,8:29.0,Defensive rebound by P. Siakam,,101,110
380,4,8:15.0,Turnover by P. Siakam (bad pass; steal by M. Morris),,101,110
