,QUARTER,TIME_REMAINING,MINNESOTA_ACTION,SAN ANTONIO_ACTION,MINNESOTA_SCORE,SAN ANTONIO_SCORE
200,2,2:50.0,J. Okogie makes free throw 1 of 2,,47,41
201,2,2:50.0,A. Wiggins enters the game for T. Graham,,47,41
202,2,2:50.0,J. Okogie makes free throw 2 of 2,,48,41
203,2,2:35.0,,D. DeRozan misses 2-pt jump shot from 17 ft,48,41
204,2,2:33.0,Defensive rebound by R. Covington,,48,41
205,2,2:24.0,R. Covington misses 3-pt jump shot from 26 ft,,48,41
206,2,2:20.0,,Defensive rebound by D. DeRozan,48,41
207,2,2:15.0,,D. DeRozan misses 2-pt jump shot from 6 ft (block by K. Towns),48,41
208,2,2:11.0,Defensive rebound by J. Okogie,,48,41
209,2,2:09.0,K. Towns makes 2-pt layup from 2 ft (assist by J. Okogie),,50,41
210,2,2:09.0,Shooting foul by D. Murray (drawn by K. Towns),,50,41
211,2,2:09.0,,J. Poeltl enters the game for L. Aldridge,50,41
212,2,2:09.0,K. Towns makes free throw 1 of 1,,51,41
213,2,1:50.0,,D. Murray misses 2-pt jump shot from 20 ft,51,41
214,2,1:48.0,Defensive rebound by J. Okogie,,51,41
215,2,1:43.0,Shooting foul by D. Murray (drawn by A. Wiggins),,51,41
216,2,1:43.0,A. Wiggins misses free throw 1 of 2,,51,41
217,2,1:43.0,Offensive rebound by Team,,51,41
218,2,1:43.0,A. Wiggins makes free throw 2 of 2,,52,41
219,2,1:29.0,,Shooting foul by J. Teague (drawn by P. Mills),52,41
220,2,1:29.0,,P. Mills makes free throw 1 of 3,52,42
221,2,1:29.0,,P. Mills makes free throw 2 of 3,52,43
222,2,1:29.0,,P. Mills makes free throw 3 of 3,52,44
223,2,1:18.0,J. Okogie makes 2-pt layup from 2 ft (assist by K. Towns),,54,44
224,2,1:18.0,Shooting foul by R. Gay (drawn by J. Okogie),,54,44
225,2,1:18.0,J. Okogie makes free throw 1 of 1,,55,44
226,2,1:07.0,,D. Murray misses 3-pt jump shot from 23 ft,55,44
227,2,1:04.0,Defensive rebound by K. Towns,,55,44
228,2,1:00.0,K. Towns misses 3-pt jump shot from 25 ft,,55,44
229,2,0:57.0,Offensive rebound by J. Teague,,55,44
230,2,0:56.0,A. Wiggins makes 2-pt dunk from 2 ft (assist by J. Teague),,57,44
231,2,0:48.0,,D. DeRozan makes 2-pt layup from 1 ft,57,46
232,2,0:48.0,,Shooting foul by J. Okogie (drawn by D. DeRozan),57,46
233,2,0:48.0,,D. DeRozan makes free throw 1 of 1,57,47
234,2,0:29.0,R. Covington misses 2-pt layup from 1 ft,,57,47
235,2,0:27.0,,Defensive rebound by D. DeRozan,57,47
236,2,0:03.0,,R. Gay misses 3-pt jump shot from 26 ft,57,47
237,2,0:01.0,Defensive rebound by K. Towns,,57,47
238,3,11:48.0,,D. White makes 3-pt jump shot from 25 ft,57,50
239,3,11:30.0,A. Wiggins makes 2-pt layup from 1 ft (assist by K. Towns),,59,50
240,3,11:17.0,,D. DeRozan makes 2-pt jump shot from 5 ft (assist by D. White),59,52
241,3,10:56.0,J. Culver makes 3-pt jump shot from 26 ft (assist by A. Wiggins),,62,52
242,3,10:39.0,,D. DeRozan makes 2-pt jump shot from 21 ft (assist by B. Forbes),62,54
243,3,10:23.0,A. Wiggins misses 2-pt layup from 1 ft (block by J. Poeltl),,62,54
244,3,10:20.0,,Defensive rebound by D. DeRozan,62,54
245,3,10:16.0,,J. Poeltl makes 2-pt layup from 1 ft (assist by D. White),62,56
246,3,9:59.0,T. Graham makes 3-pt jump shot from 26 ft (assist by K. Towns),,65,56
247,3,9:49.0,,Shooting foul by K. Towns (drawn by D. DeRozan),65,56
248,3,9:49.0,,D. DeRozan makes free throw 1 of 2,65,57
249,3,9:49.0,,D. DeRozan misses free throw 2 of 2,65,57
250,3,9:45.0,Defensive rebound by R. Covington,,65,57
251,3,9:40.0,Shooting foul by D. White (drawn by A. Wiggins),,65,57
252,3,9:40.0,A. Wiggins misses free throw 1 of 2,,65,57
253,3,9:40.0,Offensive rebound by Team,,65,57
254,3,9:40.0,A. Wiggins makes free throw 2 of 2,,66,57
255,3,9:30.0,,D. DeRozan misses 2-pt jump shot from 19 ft,66,57
256,3,9:28.0,Defensive rebound by A. Wiggins,,66,57
257,3,9:22.0,T. Graham misses 3-pt jump shot from 25 ft,,66,57
258,3,9:20.0,,Defensive rebound by D. DeRozan,66,57
259,3,9:16.0,,B. Forbes misses 3-pt jump shot from 24 ft,66,57
260,3,9:11.0,Defensive rebound by K. Towns,,66,57
261,3,9:05.0,J. Culver makes 2-pt layup from 1 ft,,68,57
262,3,8:47.0,,L. Aldridge makes 2-pt jump shot from 12 ft (assist by D. DeRozan),68,59
263,3,8:33.0,A. Wiggins misses 2-pt layup from 1 ft,,68,59
264,3,8:33.0,Offensive rebound by A. Wiggins,,68,59
265,3,8:29.0,A. Wiggins makes 2-pt layup from 1 ft,,70,59
266,3,8:17.0,,Personal foul by K. Towns (drawn by L. Aldridge),70,59
267,3,8:17.0,,D. Murray enters the game for D. White,70,59
268,3,8:06.0,,L. Aldridge misses 2-pt jump shot from 19 ft,70,59
269,3,8:01.0,Defensive rebound by A. Wiggins,,70,59
270,3,7:51.0,A. Wiggins misses 3-pt jump shot from 26 ft,,70,59
271,3,7:51.0,,Defensive rebound by Team,70,59
272,3,7:51.0,,R. Gay enters the game for D. Murray,70,59
273,3,7:51.0,,D. White enters the game for J. Poeltl,70,59
274,3,7:39.0,,B. Forbes misses 3-pt jump shot from 25 ft,70,59
275,3,7:35.0,Defensive rebound by R. Covington,,70,59
276,3,7:24.0,Turnover by K. Towns (bad pass; steal by D. DeRozan),,70,59
277,3,7:19.0,,D. DeRozan misses 2-pt layup from 5 ft (block by A. Wiggins),70,59
278,3,7:16.0,,Offensive rebound by Team,70,59
279,3,7:09.0,,D. White misses 3-pt jump shot from 26 ft,70,59
280,3,7:06.0,Defensive rebound by K. Towns,,70,59
281,3,6:58.0,T. Graham misses 3-pt jump shot from 26 ft,,70,59
282,3,6:55.0,,Defensive rebound by R. Gay,70,59
283,3,6:48.0,,Personal foul by R. Covington (drawn by R. Gay),70,59
284,3,6:48.0,,Technical foul by R. Covington,70,59
285,3,6:48.0,,D. DeRozan makes technical free throw,70,60
286,3,6:48.0,,San Antonio full timeout,70,60
287,3,6:48.0,J. Okogie enters the game for T. Graham,,70,60
288,3,6:48.0,J. Teague enters the game for A. Wiggins,,70,60
289,3,6:48.0,,P. Mills enters the game for B. Forbes,70,60
290,3,6:42.0,,P. Mills misses 2-pt jump shot from 20 ft,70,60
291,3,6:36.0,,Offensive rebound by L. Aldridge,70,60
292,3,6:36.0,,L. Aldridge makes 2-pt layup at rim,70,62
293,3,6:21.0,R. Covington misses 3-pt jump shot from 27 ft,,70,62
294,3,6:18.0,,Defensive rebound by D. DeRozan,70,62
295,3,6:13.0,,R. Gay makes 2-pt dunk from 1 ft (assist by D. DeRozan),70,64
296,3,6:00.0,Offensive foul by K. Towns (drawn by D. DeRozan),,70,64
297,3,6:00.0,Turnover by K. Towns (offensive foul),,70,64
298,3,6:00.0,,Technical foul by K. Towns,70,64
299,3,6:00.0,,D. DeRozan misses technical free throw,70,64
300,3,6:00.0,,Offensive rebound by Team,70,64
301,3,6:00.0,K. Bates-Diop enters the game for R. Covington,,70,64
302,3,6:00.0,G. Dieng enters the game for J. Culver,,70,64
303,3,6:00.0,A. Wiggins enters the game for K. Towns,,70,64
304,3,6:00.0,,D. Murray enters the game for D. White,70,64
305,3,5:49.0,,Technical foul by R. Saunders,70,64
306,3,5:49.0,,L. Aldridge makes technical free throw,70,65
307,3,5:39.0,,R. Gay misses 3-pt jump shot from 26 ft,70,65
308,3,5:34.0,Defensive rebound by A. Wiggins,,70,65
309,3,5:21.0,G. Dieng misses 3-pt jump shot from 23 ft,,70,65
310,3,5:17.0,Offensive rebound by J. Okogie,,70,65
311,3,5:16.0,K. Bates-Diop makes 3-pt jump shot from 26 ft (assist by J. Okogie),,73,65
312,3,4:58.0,,L. Aldridge makes 2-pt jump shot from 15 ft,73,67
313,3,4:48.0,Shooting foul by P. Mills (drawn by A. Wiggins),,73,67
314,3,4:48.0,A. Wiggins misses free throw 1 of 2,,73,67
315,3,4:48.0,Offensive rebound by Team,,73,67
316,3,4:48.0,A. Wiggins misses free throw 2 of 2,,73,67
317,3,4:45.0,,Defensive rebound by D. DeRozan,73,67
318,3,4:37.0,,Turnover by R. Gay (step out of bounds),73,67
319,3,4:37.0,,L. Walker enters the game for D. DeRozan,73,67
320,3,4:22.0,J. Teague misses 3-pt jump shot from 25 ft,,73,67
321,3,4:19.0,,Defensive rebound by L. Aldridge,73,67
322,3,4:09.0,,D. Murray misses 2-pt jump shot from 12 ft,73,67
323,3,4:05.0,Defensive rebound by J. Teague,,73,67
324,3,3:58.0,Shooting foul by D. Murray (drawn by J. Teague),,73,67
325,3,3:58.0,J. Teague makes free throw 1 of 2,,74,67
326,3,3:58.0,J. Teague makes free throw 2 of 2,,75,67
327,3,3:43.0,,L. Walker makes 3-pt jump shot from 26 ft (assist by R. Gay),75,70
328,3,3:25.0,J. Okogie misses 3-pt jump shot from 25 ft,,75,70
329,3,3:21.0,,Defensive rebound by R. Gay,75,70
330,3,3:16.0,,L. Walker makes 2-pt layup from 1 ft (assist by R. Gay),75,72
331,3,3:15.0,Minnesota full timeout,,75,72
332,3,2:54.0,G. Dieng makes 2-pt layup from 1 ft (assist by J. Okogie),,77,72
333,3,2:36.0,,L. Aldridge makes 2-pt jump shot from 19 ft (assist by R. Gay),77,74
334,3,2:23.0,A. Wiggins makes 3-pt jump shot from 27 ft,,80,74
335,3,2:08.0,,P. Mills misses 3-pt jump shot from 26 ft,80,74
336,3,2:05.0,Defensive rebound by J. Okogie,,80,74
337,3,1:58.0,Offensive foul by A. Wiggins (drawn by D. Murray),,80,74
338,3,1:58.0,Turnover by A. Wiggins (offensive foul),,80,74
339,3,1:58.0,,J. Poeltl enters the game for L. Aldridge,80,74
340,3,1:45.0,,L. Walker misses 2-pt jump shot from 18 ft,80,74
341,3,1:43.0,Defensive rebound by Team,,80,74
342,3,1:28.0,Shooting foul by J. Poeltl (drawn by G. Dieng),,80,74
343,3,1:28.0,G. Dieng misses free throw 1 of 2,,80,74
344,3,1:28.0,Offensive rebound by Team,,80,74
345,3,1:28.0,G. Dieng makes free throw 2 of 2,,81,74
346,3,1:09.0,,R. Gay misses 2-pt jump shot from 11 ft,81,74
347,3,1:07.0,Defensive rebound by G. Dieng,,81,74
348,3,0:52.0,G. Dieng misses 2-pt layup from 3 ft,,81,74
349,3,0:50.0,,Defensive rebound by J. Poeltl,81,74
350,3,0:47.0,,L. Walker makes 2-pt layup at rim (assist by D. Murray),81,76
351,3,0:28.0,K. Bates-Diop misses 3-pt jump shot from 23 ft,,81,76
352,3,0:24.0,,Defensive rebound by D. Murray,81,76
353,3,0:04.0,,L. Walker makes 2-pt hook shot from 5 ft (assist by P. Mills),81,78
354,4,11:40.0,K. Bates-Diop makes 2-pt layup from 1 ft (assist by K. Towns),,83,78
355,4,11:25.0,,L. Walker misses 2-pt layup from 9 ft (block by R. Covington),83,78
356,4,11:21.0,,Offensive rebound by J. Poeltl,83,78
357,4,11:14.0,,R. Gay makes 2-pt jump shot from 13 ft (assist by P. Mills),83,80
358,4,10:54.0,J. Culver misses 3-pt jump shot from 27 ft,,83,80
359,4,10:51.0,,Defensive rebound by R. Gay,83,80
360,4,10:45.0,,R. Gay makes 2-pt jump shot from 9 ft,83,82
361,4,10:33.0,R. Covington misses 2-pt layup from 4 ft,,83,82
362,4,10:33.0,,Defensive rebound by R. Gay,83,82
363,4,10:25.0,,P. Mills misses 3-pt jump shot from 26 ft,83,82
364,4,10:22.0,Defensive rebound by K. Towns,,83,82
365,4,10:12.0,Personal foul by P. Mills (drawn by J. Teague),,83,82
366,4,10:12.0,,D. DeRozan enters the game for R. Gay,83,82
367,4,10:01.0,K. Towns makes 2-pt layup from 1 ft,,85,82
368,4,9:47.0,,P. Mills misses 2-pt jump shot from 21 ft,85,82
369,4,9:44.0,Defensive rebound by J. Culver,,85,82
370,4,9:28.0,K. Towns makes 3-pt jump shot from 28 ft (assist by J. Teague),,88,82
371,4,9:28.0,Shooting foul by J. Poeltl (drawn by K. Towns),,88,82
372,4,9:28.0,,B. Forbes enters the game for P. Mills,88,82
373,4,9:28.0,,D. White enters the game for L. Walker,88,82
374,4,9:28.0,K. Towns makes free throw 1 of 1,,89,82
375,4,9:18.0,,B. Forbes misses 2-pt jump shot from 19 ft,89,82
376,4,9:13.0,Defensive rebound by K. Towns,,89,82
377,4,9:07.0,J. Culver misses 2-pt dunk from 2 ft (block by J. Poeltl),,89,82
378,4,9:03.0,,Defensive rebound by D. White,89,82
379,4,8:59.0,,J. Poeltl makes 2-pt layup at rim (assist by D. DeRozan),89,84
380,4,8:45.0,Shooting foul by J. Poeltl (drawn by K. Towns),,89,84
381,4,8:45.0,K. Towns makes free throw 1 of 2,,90,84
382,4,8:45.0,K. Towns makes free throw 2 of 2,,91,84
383,4,8:29.0,,B. Forbes misses 3-pt jump shot from 27 ft,91,84
384,4,8:22.0,,Offensive rebound by D. Murray,91,84
385,4,8:22.0,,D. Murray makes 2-pt layup at rim,91,86
386,4,8:19.0,Minnesota full timeout,,91,86
