,QUARTER,TIME_REMAINING,BOSTON_ACTION,OKLAHOMA CITY_ACTION,BOSTON_SCORE,OKLAHOMA CITY_SCORE
30,1,7:26.0,,Defensive rebound by C. Paul,12,13
31,1,7:18.0,,D. Gallinari makes 3-pt jump shot from 28 ft (assist by S. Gilgeous-Alexander),12,16
32,1,6:55.0,J. Tatum misses 3-pt jump shot from 26 ft,,12,16
33,1,6:52.0,,Defensive rebound by S. Gilgeous-Alexander,12,16
34,1,6:49.0,,S. Gilgeous-Alexander misses 3-pt jump shot from 27 ft,12,16
35,1,6:45.0,Defensive rebound by D. Theis,,12,16
36,1,6:40.0,Personal foul by L. Dort (drawn by K. Walker),,12,16
37,1,6:40.0,,Oklahoma City full timeout,12,16
38,1,6:40.0,M. Smart enters the game for J. Tatum,,12,16
39,1,6:40.0,,N. Noel enters the game for S. Adams,12,16
40,1,6:23.0,K. Walker makes 3-pt jump shot from 25 ft,,15,16
41,1,6:07.0,,L. Dort misses 3-pt jump shot from 24 ft,15,16
42,1,6:05.0,,Offensive rebound by N. Noel,15,16
43,1,6:01.0,,N. Noel makes 2-pt dunk from 3 ft (assist by C. Paul),15,18
44,1,5:35.0,Shooting foul by S. Gilgeous-Alexander (drawn by K. Walker),,15,18
45,1,5:35.0,K. Walker makes free throw 1 of 2,,16,18
46,1,5:35.0,G. Williams enters the game for J. Brown,,16,18
47,1,5:35.0,,D. Schröder enters the game for C. Paul,16,18
48,1,5:35.0,K. Walker makes free throw 2 of 2,,17,18
49,1,5:18.0,,Turnover by D. Gallinari (bad pass; steal by M. Smart),17,18
50,1,5:16.0,Shooting foul by D. Schröder (drawn by G. Hayward),,17,18
51,1,5:16.0,G. Hayward misses free throw 1 of 2,,17,18
52,1,5:16.0,Offensive rebound by Team,,17,18
53,1,5:16.0,G. Hayward makes free throw 2 of 2,,18,18
54,1,5:00.0,,N. Noel makes 2-pt jump shot from 9 ft,18,20
55,1,5:00.0,,Shooting foul by D. Theis (drawn by N. Noel),18,20
56,1,5:00.0,E. Freedom enters the game for D. Theis,,18,20
57,1,5:00.0,,T. Ferguson enters the game for L. Dort,18,20
58,1,5:00.0,,N. Noel misses free throw 1 of 1,18,20
59,1,4:58.0,Defensive rebound by E. Freedom,,18,20
60,1,4:47.0,K. Walker misses 3-pt jump shot from 26 ft,,18,20
61,1,4:44.0,,Defensive rebound by S. Gilgeous-Alexander,18,20
62,1,4:41.0,,S. Gilgeous-Alexander makes 2-pt layup from 8 ft,18,22
63,1,4:41.0,,Shooting foul by M. Smart (drawn by S. Gilgeous-Alexander),18,22
64,1,4:41.0,,S. Gilgeous-Alexander misses free throw 1 of 1,18,22
65,1,4:39.0,Defensive rebound by E. Freedom,,18,22
66,1,4:28.0,Turnover by K. Walker (bad pass),,18,22
67,1,4:17.0,,D. Gallinari misses 3-pt jump shot from 24 ft,18,22
68,1,4:14.0,Defensive rebound by G. Hayward,,18,22
69,1,4:03.0,G. Hayward makes 3-pt jump shot from 24 ft (assist by K. Walker),,21,22
70,1,3:40.0,,T. Ferguson misses 3-pt jump shot from 23 ft,21,22
71,1,3:37.0,Defensive rebound by E. Freedom,,21,22
72,1,3:33.0,Turnover by M. Smart (bad pass),,21,22
73,1,3:33.0,B. Wanamaker enters the game for K. Walker,,21,22
74,1,3:33.0,,D. Bazley enters the game for D. Gallinari,21,22
75,1,3:33.0,,A. Nader enters the game for S. Gilgeous-Alexander,21,22
76,1,3:13.0,,Turnover by D. Schröder (bad pass; steal by E. Freedom),21,22
77,1,2:59.0,E. Freedom makes 2-pt layup from 3 ft (assist by B. Wanamaker),,23,22
78,1,2:47.0,,D. Schröder misses 2-pt jump shot from 14 ft,23,22
79,1,2:46.0,Defensive rebound by G. Hayward,,23,22
80,1,2:35.0,G. Williams makes 3-pt jump shot from 26 ft (assist by B. Wanamaker),,26,22
81,1,2:16.0,,D. Bazley misses 2-pt layup from 4 ft,26,22
82,1,2:14.0,Defensive rebound by E. Freedom,,26,22
83,1,2:05.0,Shooting foul by N. Noel (drawn by E. Freedom),,26,22
84,1,2:05.0,Boston full timeout,,26,22
85,1,2:05.0,J. Tatum enters the game for G. Hayward,,26,22
86,1,2:05.0,,S. Adams enters the game for N. Noel,26,22
87,1,2:05.0,E. Freedom makes free throw 1 of 2,,27,22
88,1,2:05.0,E. Freedom makes free throw 2 of 2,,28,22
89,1,1:51.0,,D. Schröder makes 3-pt jump shot from 26 ft (assist by S. Adams),28,25
90,1,1:33.0,Turnover by M. Smart (traveling),,28,25
91,1,1:15.0,,Personal foul by B. Wanamaker (drawn by D. Schröder),28,25
92,1,1:07.0,,Shooting foul by G. Williams (drawn by D. Bazley),28,25
93,1,1:07.0,,D. Bazley makes free throw 1 of 2,28,26
94,1,1:07.0,,C. Paul enters the game for A. Nader,28,26
95,1,1:07.0,,D. Bazley misses free throw 2 of 2,28,26
96,1,1:05.0,,Offensive rebound by S. Adams,28,26
97,1,0:55.0,,D. Bazley makes 2-pt layup from 4 ft (assist by T. Ferguson),28,28
98,1,0:47.0,J. Tatum misses 3-pt jump shot from 24 ft,,28,28
99,1,0:45.0,,Defensive rebound by C. Paul,28,28
100,1,0:40.0,,D. Schröder makes 3-pt jump shot from 23 ft (assist by C. Paul),28,31
101,1,0:30.0,M. Smart misses 3-pt jump shot from 28 ft,,28,31
102,1,0:28.0,,Defensive rebound by S. Adams,28,31
103,1,0:20.0,,Personal foul by M. Smart (drawn by C. Paul),28,31
104,1,0:20.0,,C. Paul makes free throw 1 of 2,28,32
105,1,0:20.0,J. Brown enters the game for G. Williams,,28,32
106,1,0:20.0,,H. Diallo enters the game for D. Bazley,28,32
107,1,0:20.0,,C. Paul misses free throw 2 of 2,28,32
108,1,0:18.0,Defensive rebound by J. Tatum,,28,32
109,1,0:02.0,Turnover by J. Tatum (traveling),,28,32
110,1,0:00.0,,S. Adams misses 3-pt jump shot from 41 ft,28,32
111,1,0:00.0,,Offensive rebound by Team,28,32
112,2,11:43.0,J. Brown misses 3-pt jump shot from 24 ft,,28,32
113,2,11:40.0,,Defensive rebound by S. Adams,28,32
114,2,11:29.0,,Turnover by C. Paul (bad pass; steal by M. Smart),28,32
115,2,11:23.0,J. Tatum makes 3-pt jump shot from 26 ft (assist by J. Brown),,31,32
116,2,11:06.0,,Personal foul by M. Smart (drawn by D. Schröder),31,32
117,2,10:54.0,,S. Adams misses 2-pt jump shot from 7 ft,31,32
118,2,10:50.0,Defensive rebound by J. Tatum,,31,32
119,2,10:41.0,J. Tatum makes 3-pt jump shot from 26 ft (assist by J. Brown),,34,32
120,2,10:23.0,,C. Paul makes 2-pt jump shot from 11 ft,34,34
121,2,10:01.0,Shooting foul by S. Adams (drawn by J. Tatum),,34,34
122,2,10:01.0,J. Tatum misses free throw 1 of 2,,34,34
123,2,10:01.0,Offensive rebound by Team,,34,34
124,2,10:01.0,R. Langford enters the game for M. Smart,,34,34
125,2,10:01.0,,N. Noel enters the game for S. Adams,34,34
126,2,10:01.0,J. Tatum makes free throw 2 of 2,,35,34
127,2,9:50.0,,D. Schröder makes 2-pt jump shot from 12 ft,35,36
128,2,9:37.0,Personal foul by T. Ferguson (drawn by J. Tatum),,35,36
129,2,9:22.0,J. Tatum misses 2-pt layup from 6 ft,,35,36
130,2,9:20.0,,Defensive rebound by C. Paul,35,36
131,2,9:08.0,,D. Schröder misses 2-pt jump shot from 17 ft,35,36
132,2,9:06.0,Defensive rebound by E. Freedom,,35,36
133,2,8:59.0,Offensive foul by J. Brown (drawn by H. Diallo),,35,36
134,2,8:59.0,Turnover by J. Brown (offensive foul),,35,36
135,2,8:59.0,D. Theis enters the game for E. Freedom,,35,36
136,2,8:52.0,,N. Noel misses 2-pt layup from 5 ft,35,36
137,2,8:51.0,Defensive rebound by B. Wanamaker,,35,36
138,2,8:40.0,J. Tatum misses 3-pt jump shot from 26 ft,,35,36
139,2,8:36.0,,Defensive rebound by D. Schröder,35,36
140,2,8:32.0,,C. Paul misses 3-pt jump shot from 27 ft,35,36
141,2,8:29.0,,Offensive rebound by N. Noel,35,36
142,2,8:27.0,,N. Noel misses 2-pt layup from 6 ft (block by J. Tatum),35,36
143,2,8:26.0,,Offensive rebound by Team,35,36
144,2,8:19.0,,D. Schröder misses 2-pt jump shot from 13 ft,35,36
145,2,8:14.0,Defensive rebound by D. Theis,,35,36
146,2,8:04.0,J. Brown misses 2-pt jump shot from 7 ft,,35,36
147,2,8:01.0,,Defensive rebound by C. Paul,35,36
148,2,7:55.0,,Personal foul by R. Langford (drawn by D. Schröder),35,36
149,2,7:55.0,,S. Gilgeous-Alexander enters the game for T. Ferguson,35,36
150,2,7:46.0,,Turnover by C. Paul (lost ball; steal by B. Wanamaker),35,36
151,2,7:43.0,B. Wanamaker makes 2-pt layup from 2 ft,,37,36
152,2,7:37.0,,C. Paul misses 3-pt jump shot from 25 ft,37,36
153,2,7:36.0,Defensive rebound by J. Tatum,,37,36
154,2,7:29.0,J. Brown makes 3-pt jump shot from 26 ft (assist by J. Tatum),,40,36
155,2,7:27.0,,Oklahoma City full timeout,40,36
156,2,7:27.0,,D. Gallinari enters the game for H. Diallo,40,36
157,2,7:17.0,,Shooting foul by D. Theis (drawn by N. Noel),40,36
158,2,7:17.0,,N. Noel makes free throw 1 of 2,40,37
159,2,7:17.0,,N. Noel misses free throw 2 of 2,40,37
160,2,7:15.0,Defensive rebound by J. Tatum,,40,37
161,2,6:58.0,B. Wanamaker misses 2-pt jump shot from 19 ft,,40,37
162,2,6:55.0,,Defensive rebound by N. Noel,40,37
163,2,6:48.0,,C. Paul makes 2-pt layup from 6 ft,40,39
164,2,6:36.0,D. Theis misses 3-pt jump shot from 25 ft,,40,39
165,2,6:33.0,,Defensive rebound by S. Gilgeous-Alexander,40,39
166,2,6:23.0,,D. Gallinari makes 2-pt jump shot from 13 ft,40,41
167,2,6:23.0,,Shooting foul by R. Langford (drawn by D. Gallinari),40,41
168,2,6:23.0,G. Hayward enters the game for J. Tatum,,40,41
169,2,6:23.0,K. Walker enters the game for B. Wanamaker,,40,41
170,2,6:23.0,,L. Dort enters the game for C. Paul,40,41
171,2,6:23.0,,D. Gallinari makes free throw 1 of 1,40,42
172,2,6:10.0,K. Walker misses 2-pt jump shot from 23 ft,,40,42
173,2,6:07.0,,Defensive rebound by D. Schröder,40,42
174,2,6:00.0,,S. Gilgeous-Alexander makes 2-pt jump shot from 19 ft,40,44
175,2,5:49.0,Personal foul by L. Dort (drawn by D. Theis),,40,44
176,2,5:43.0,K. Walker misses 3-pt jump shot from 23 ft,,40,44
177,2,5:40.0,,Defensive rebound by L. Dort,40,44
178,2,5:29.0,,D. Schröder misses 2-pt jump shot from 7 ft,40,44
179,2,5:26.0,Defensive rebound by G. Hayward,,40,44
180,2,5:20.0,D. Theis makes 2-pt layup from 3 ft (assist by G. Hayward),,42,44
181,2,5:08.0,,L. Dort makes 3-pt jump shot from 28 ft (assist by D. Schröder),42,47
182,2,4:48.0,Personal foul by L. Dort (drawn by D. Theis),,42,47
183,2,4:48.0,,S. Adams enters the game for L. Dort,42,47
184,2,4:48.0,,T. Ferguson enters the game for N. Noel,42,47
185,2,4:41.0,G. Hayward misses 3-pt jump shot from 26 ft,,42,47
186,2,4:38.0,,Defensive rebound by D. Schröder,42,47
187,2,4:31.0,,Shooting foul by R. Langford (drawn by D. Schröder),42,47
188,2,4:31.0,,D. Schröder makes free throw 1 of 2,42,48
189,2,4:31.0,G. Williams enters the game for R. Langford,,42,48
190,2,4:31.0,,D. Schröder makes free throw 2 of 2,42,49
191,2,4:07.0,K. Walker misses 3-pt jump shot from 24 ft,,42,49
192,2,4:06.0,,Defensive rebound by Team,42,49
193,2,3:56.0,,D. Schröder misses 3-pt jump shot from 27 ft,42,49
194,2,3:52.0,,Offensive rebound by S. Adams,42,49
195,2,3:47.0,,D. Schröder makes 2-pt layup from 4 ft,42,51
196,2,3:47.0,Boston full timeout,,42,51
197,2,3:47.0,J. Tatum enters the game for J. Brown,,42,51
198,2,3:30.0,G. Hayward misses 3-pt jump shot from 26 ft,,42,51
199,2,3:28.0,,Defensive rebound by T. Ferguson,42,51
200,2,3:14.0,,D. Gallinari misses 2-pt jump shot from 17 ft,42,51
201,2,3:10.0,Defensive rebound by G. Williams,,42,51
202,2,3:01.0,K. Walker makes 2-pt layup from 3 ft,,44,51
203,2,2:43.0,,Shooting foul by J. Tatum (drawn by S. Gilgeous-Alexander),44,51
204,2,2:43.0,,S. Gilgeous-Alexander makes free throw 1 of 2,44,52
205,2,2:43.0,E. Freedom enters the game for D. Theis,,44,52
206,2,2:43.0,,C. Paul enters the game for D. Schröder,44,52
207,2,2:43.0,,S. Gilgeous-Alexander makes free throw 2 of 2,44,53
208,2,2:37.0,Shooting foul by T. Ferguson (drawn by K. Walker),,44,53
209,2,2:37.0,K. Walker makes free throw 1 of 3,,45,53
210,2,2:37.0,K. Walker makes free throw 2 of 3,,46,53
211,2,2:37.0,K. Walker makes free throw 3 of 3,,47,53
212,2,2:15.0,,C. Paul misses 2-pt jump shot from 14 ft,47,53
213,2,2:14.0,,Offensive rebound by Team,47,53
214,2,2:11.0,,S. Adams misses 2-pt jump shot from 12 ft,47,53
215,2,2:09.0,Defensive rebound by K. Walker,,47,53
216,2,2:03.0,K. Walker misses 2-pt layup from 7 ft,,47,53
217,2,2:01.0,Offensive rebound by G. Hayward,,47,53
218,2,2:01.0,G. Hayward makes 2-pt layup at rim,,49,53
219,2,1:42.0,,D. Gallinari makes 2-pt layup from 2 ft,49,55
220,2,1:19.0,E. Freedom misses 3-pt jump shot from 23 ft,,49,55
221,2,1:16.0,,Defensive rebound by S. Gilgeous-Alexander,49,55
222,2,1:00.0,,S. Adams makes 2-pt hook shot from 7 ft (assist by S. Gilgeous-Alexander),49,57
223,2,0:53.0,K. Walker makes 3-pt jump shot from 26 ft,,52,57
224,2,0:41.0,,Personal foul by G. Williams (drawn by C. Paul),52,57
225,2,0:41.0,,C. Paul makes free throw 1 of 2,52,58
226,2,0:41.0,,D. Schröder enters the game for T. Ferguson,52,58
227,2,0:41.0,,C. Paul makes free throw 2 of 2,52,59
228,2,0:35.0,,Violation by Team (kicked ball),52,59
229,2,0:29.0,K. Walker misses 2-pt layup from 4 ft,,52,59
230,2,0:25.0,Offensive rebound by E. Freedom,,52,59
231,2,0:25.0,E. Freedom misses 2-pt layup at rim,,52,59
232,2,0:25.0,,Defensive rebound by S. Gilgeous-Alexander,52,59
233,2,0:19.0,,S. Gilgeous-Alexander makes 2-pt layup from 6 ft,52,61
234,2,0:05.0,Turnover by J. Tatum (lost ball; steal by C. Paul),,52,61
235,2,0:00.0,,S. Gilgeous-Alexander misses 2-pt layup from 3 ft,52,61
236,2,0:00.0,,Offensive rebound by D. Schröder,52,61
237,2,0:00.0,,Instant Replay (Request: Ruling Stands),52,61
238,3,12:00.0,,Technical foul by M. Smart,52,61
239,3,12:00.0,,D. Gallinari makes technical free throw,52,62
240,3,11:44.0,G. Hayward makes 2-pt jump shot from 14 ft,,54,62
241,3,11:16.0,,D. Gallinari misses 3-pt jump shot from 26 ft,54,62
242,3,11:14.0,Defensive rebound by K. Walker,,54,62
243,3,11:00.0,J. Tatum makes 2-pt layup from 7 ft (assist by D. Theis),,56,62
244,3,10:53.0,,Personal foul by J. Brown (drawn by C. Paul),56,62
245,3,10:39.0,,L. Dort misses 2-pt layup from 5 ft,56,62
246,3,10:38.0,Defensive rebound by J. Tatum,,56,62
247,3,10:33.0,J. Brown makes 3-pt jump shot from 23 ft (assist by G. Hayward),,59,62
248,3,10:32.0,,Oklahoma City full timeout,59,62
249,3,10:08.0,,S. Gilgeous-Alexander makes 2-pt layup from 6 ft,59,64
250,3,9:54.0,J. Brown misses 2-pt jump shot from 19 ft,,59,64
251,3,9:52.0,,Defensive rebound by Team,59,64
252,3,9:43.0,,Def 3 sec tech foul by Team,59,64
253,3,9:43.0,,D. Gallinari makes technical free throw,59,65
254,3,9:32.0,,Personal foul by J. Tatum (drawn by C. Paul),59,65
255,3,9:28.0,,Offensive foul by S. Adams (drawn by D. Theis),59,65
256,3,9:28.0,,Turnover by S. Adams (offensive foul),59,65
257,3,9:16.0,J. Tatum misses 2-pt layup from 3 ft,,59,65
258,3,9:14.0,Offensive rebound by D. Theis,,59,65
259,3,9:13.0,D. Theis misses 2-pt layup from 3 ft,,59,65
260,3,9:13.0,Offensive rebound by D. Theis,,59,65
261,3,9:12.0,D. Theis makes 2-pt layup from 1 ft,,61,65
262,3,9:06.0,,Turnover by C. Paul (step out of bounds),61,65
263,3,8:52.0,Shooting foul by L. Dort (drawn by K. Walker),,61,65
264,3,8:52.0,K. Walker makes free throw 1 of 2,,62,65
265,3,8:52.0,,D. Schröder enters the game for L. Dort,62,65
266,3,8:52.0,K. Walker makes free throw 2 of 2,,63,65
267,3,8:43.0,,D. Gallinari makes 3-pt jump shot from 24 ft (assist by S. Adams),63,68
268,3,8:24.0,J. Tatum makes 2-pt layup from 4 ft,,65,68
269,3,8:08.0,,S. Adams misses 2-pt hook shot from 5 ft,65,68
270,3,8:06.0,Defensive rebound by J. Tatum,,65,68
271,3,7:56.0,J. Tatum makes 2-pt layup from 5 ft,,67,68
272,3,7:44.0,,S. Gilgeous-Alexander misses 2-pt layup from 2 ft,67,68
273,3,7:42.0,Defensive rebound by D. Theis,,67,68
274,3,7:38.0,J. Tatum makes 3-pt jump shot from 23 ft (assist by G. Hayward),,70,68
275,3,7:11.0,,D. Gallinari makes 3-pt jump shot from 26 ft (assist by C. Paul),70,71
276,3,6:52.0,K. Walker misses 3-pt jump shot from 26 ft,,70,71
277,3,6:51.0,Offensive rebound by G. Hayward,,70,71
278,3,6:48.0,D. Theis misses 3-pt jump shot from 26 ft,,70,71
279,3,6:45.0,Offensive rebound by G. Hayward,,70,71
280,3,6:41.0,J. Brown misses 3-pt jump shot from 23 ft,,70,71
281,3,6:37.0,,Defensive rebound by S. Adams,70,71
282,3,6:28.0,,C. Paul makes 2-pt jump shot from 11 ft,70,73
283,3,6:11.0,J. Tatum makes 3-pt jump shot from 27 ft (assist by D. Theis),,73,73
284,3,5:57.0,,Personal foul by K. Walker (drawn by S. Gilgeous-Alexander),73,73
285,3,5:57.0,M. Smart enters the game for J. Brown,,73,73
286,3,5:57.0,,N. Noel enters the game for S. Adams,73,73
287,3,5:44.0,,D. Schröder misses 2-pt jump shot from 20 ft,73,73
288,3,5:41.0,Defensive rebound by G. Hayward,,73,73
289,3,5:34.0,G. Hayward makes 2-pt jump shot from 14 ft,,75,73
290,3,5:15.0,,S. Gilgeous-Alexander makes 3-pt jump shot from 26 ft,75,76
291,3,4:53.0,K. Walker misses 2-pt layup from 6 ft,,75,76
292,3,4:51.0,Offensive rebound by K. Walker,,75,76
293,3,4:50.0,D. Theis misses 3-pt jump shot from 23 ft,,75,76
294,3,4:48.0,,Defensive rebound by D. Gallinari,75,76
295,3,4:45.0,,D. Schröder misses 3-pt jump shot from 26 ft,75,76
296,3,4:43.0,Defensive rebound by D. Theis,,75,76
297,3,4:43.0,,T. Ferguson enters the game for C. Paul,75,76
298,3,4:26.0,Shooting foul by T. Ferguson (drawn by K. Walker),,75,76
299,3,4:26.0,K. Walker makes free throw 1 of 2,,76,76
300,3,4:26.0,E. Freedom enters the game for J. Tatum,,76,76
301,3,4:26.0,G. Williams enters the game for D. Theis,,76,76
302,3,4:26.0,K. Walker makes free throw 2 of 2,,77,76
303,3,4:14.0,,D. Schröder misses 2-pt layup from 3 ft,77,76
304,3,4:12.0,Defensive rebound by E. Freedom,,77,76
305,3,4:01.0,Personal foul by D. Gallinari (drawn by K. Walker),,77,76
306,3,4:01.0,J. Brown enters the game for K. Walker,,77,76
307,3,3:51.0,J. Brown makes 2-pt jump shot from 11 ft,,79,76
308,3,3:33.0,,D. Schröder makes 2-pt layup from 1 ft,79,78
309,3,3:18.0,G. Hayward misses 2-pt jump shot from 22 ft,,79,78
310,3,3:15.0,,Defensive rebound by D. Gallinari,79,78
311,3,3:13.0,,Turnover by D. Gallinari (bad pass),79,78
312,3,3:13.0,,H. Diallo enters the game for D. Gallinari,79,78
313,3,3:13.0,,A. Nader enters the game for S. Gilgeous-Alexander,79,78
314,3,3:07.0,Personal foul by T. Ferguson (drawn by J. Brown),,79,78
315,3,3:07.0,,S. Adams enters the game for N. Noel,79,78
316,3,2:58.0,J. Brown makes 3-pt jump shot from 27 ft (assist by M. Smart),,82,78
317,3,2:33.0,,Shooting foul by E. Freedom (drawn by A. Nader),82,78
318,3,2:33.0,Boston full timeout,,82,78
319,3,2:33.0,,A. Nader makes free throw 1 of 2,82,79
320,3,2:33.0,,A. Nader makes free throw 2 of 2,82,80
321,3,2:09.0,J. Brown misses 2-pt jump shot from 12 ft,,82,80
322,3,2:07.0,,Defensive rebound by A. Nader,82,80
323,3,1:59.0,,A. Nader misses 2-pt layup from 5 ft,82,80
324,3,1:58.0,Defensive rebound by E. Freedom,,82,80
325,3,1:47.0,Personal foul by D. Schröder (drawn by M. Smart),,82,80
326,3,1:47.0,M. Smart makes free throw 1 of 2,,83,80
327,3,1:47.0,M. Smart makes free throw 2 of 2,,84,80
328,3,1:28.0,,S. Adams makes 2-pt hook shot from 11 ft,84,82
329,3,1:01.0,Turnover by G. Hayward (traveling),,84,82
330,3,1:01.0,J. Tatum enters the game for G. Hayward,,84,82
331,3,1:01.0,,C. Paul enters the game for A. Nader,84,82
332,3,0:43.0,,H. Diallo makes 2-pt dunk from 1 ft (assist by C. Paul),84,84
333,3,0:31.0,J. Tatum misses 2-pt jump shot from 18 ft,,84,84
334,3,0:30.0,,Defensive rebound by D. Schröder,84,84
335,3,0:12.0,,C. Paul misses 2-pt jump shot from 17 ft,84,84
336,3,0:08.0,Defensive rebound by J. Brown,,84,84
337,3,0:01.0,J. Brown misses 2-pt jump shot from 23 ft,,84,84
338,3,0:01.0,Offensive rebound by G. Williams,,84,84
339,4,11:50.0,,C. Paul makes 2-pt jump shot from 15 ft,84,86
340,4,11:24.0,M. Smart makes 2-pt jump shot from 12 ft,,86,86
341,4,11:02.0,,D. Schröder makes 2-pt jump shot from 9 ft,86,88
342,4,10:40.0,J. Tatum makes 2-pt layup from 4 ft,,88,88
343,4,10:20.0,,Turnover by S. Adams (lost ball; steal by M. Smart),88,88
344,4,10:16.0,J. Tatum makes 2-pt dunk from 3 ft (assist by M. Smart),,90,88
345,4,9:57.0,,D. Schröder makes 2-pt jump shot from 15 ft,90,90
346,4,9:57.0,,Shooting foul by J. Tatum (drawn by D. Schröder),90,90
347,4,9:57.0,D. Theis enters the game for E. Freedom,,90,90
348,4,9:57.0,,N. Noel enters the game for S. Adams,90,90
349,4,9:57.0,,D. Schröder makes free throw 1 of 1,90,91
350,4,9:46.0,M. Smart misses 3-pt jump shot from 26 ft,,90,91
351,4,9:44.0,Offensive rebound by J. Tatum,,90,91
352,4,9:44.0,J. Tatum misses 2-pt dunk from 1 ft,,90,91
353,4,9:39.0,,Defensive rebound by N. Noel,90,91
354,4,9:26.0,,Personal foul by B. Wanamaker (drawn by N. Noel),90,91
355,4,9:10.0,,C. Paul misses 3-pt jump shot from 28 ft,90,91
356,4,9:08.0,Defensive rebound by J. Brown,,90,91
357,4,8:51.0,Shooting foul by N. Noel (drawn by D. Theis),,90,91
358,4,8:51.0,D. Theis misses free throw 1 of 2,,90,91
359,4,8:51.0,Offensive rebound by Team,,90,91
360,4,8:51.0,D. Theis misses free throw 2 of 2,,90,91
361,4,8:49.0,,Defensive rebound by H. Diallo,90,91
362,4,8:36.0,,D. Schröder misses 3-pt jump shot from 25 ft,90,91
363,4,8:34.0,,Offensive rebound by N. Noel,90,91
364,4,8:32.0,,Turnover by H. Diallo (out of bounds lost ball),90,91
365,4,8:19.0,M. Smart makes 3-pt jump shot from 26 ft (assist by D. Theis),,93,91
366,4,8:01.0,,H. Diallo misses 3-pt jump shot from 23 ft,93,91
367,4,8:00.0,Defensive rebound by B. Wanamaker,,93,91
368,4,7:56.0,J. Brown makes 2-pt layup from 3 ft (assist by B. Wanamaker),,95,91
369,4,7:56.0,,Oklahoma City full timeout,95,91
370,4,7:56.0,,S. Gilgeous-Alexander enters the game for C. Paul,95,91
371,4,7:41.0,,D. Schröder misses 2-pt layup from 4 ft,95,91
372,4,7:39.0,Defensive rebound by B. Wanamaker,,95,91
373,4,7:39.0,,D. Gallinari enters the game for H. Diallo,95,91
374,4,7:17.0,J. Brown misses 2-pt jump shot from 10 ft,,95,91
375,4,7:16.0,Offensive rebound by D. Theis,,95,91
376,4,7:16.0,Shooting foul by N. Noel (drawn by D. Theis),,95,91
377,4,7:16.0,D. Theis makes free throw 1 of 2,,96,91
378,4,7:16.0,G. Hayward enters the game for J. Brown,,96,91
379,4,7:16.0,K. Walker enters the game for J. Tatum,,96,91
380,4,7:16.0,D. Theis makes free throw 2 of 2,,97,91
381,4,7:02.0,,D. Gallinari misses 3-pt jump shot from 26 ft,97,91
382,4,6:59.0,,Offensive rebound by T. Ferguson,97,91
383,4,6:46.0,,Shooting foul by B. Wanamaker (drawn by S. Gilgeous-Alexander),97,91
384,4,6:46.0,Boston full timeout,,97,91
385,4,6:46.0,Instant Replay (Challenge: Ruling Stands),,97,91
386,4,6:46.0,,S. Gilgeous-Alexander makes free throw 1 of 2,97,92
