,QUARTER,TIME_REMAINING,HOUSTON_ACTION,MIAMI_ACTION,HOUSTON_SCORE,MIAMI_SCORE
384,4,9:24.0,Defensive rebound by R. Anderson,,73,113
385,4,9:24.0,Personal foul by K. Olynyk (drawn by C. Clemons),,73,113
386,4,9:15.0,B. McLemore makes 3-pt jump shot from 25 ft (assist by R. Anderson),,76,113
387,4,8:48.0,,G. Dragić misses 3-pt jump shot from 24 ft,76,113
388,4,8:48.0,,Offensive rebound by Team,76,113
389,4,8:48.0,,Turnover by Team (shot clock),76,113
390,4,8:35.0,Turnover by C. Clemons (bad pass; steal by G. Dragić),,76,113
391,4,8:28.0,,Personal foul by C. Clemons (drawn by K. Olynyk),76,113
392,4,8:20.0,,T. Herro misses 3-pt jump shot from 25 ft,76,113
393,4,8:18.0,Defensive rebound by T. Sefolosha,,76,113
394,4,8:06.0,R. Anderson makes 2-pt jump shot from 14 ft,,78,113
395,4,7:48.0,,K. Olynyk misses 2-pt jump shot from 15 ft,78,113
396,4,7:45.0,Defensive rebound by A. Rivers,,78,113
397,4,7:43.0,R. Anderson misses 3-pt jump shot from 25 ft,,78,113
398,4,7:38.0,,Defensive rebound by K. Olynyk,78,113
399,4,7:22.0,,J. Johnson misses 3-pt jump shot from 24 ft,78,113
400,4,7:19.0,Defensive rebound by R. Anderson,,78,113
401,4,7:12.0,R. Anderson misses 3-pt jump shot from 29 ft,,78,113
402,4,7:07.0,,Defensive rebound by G. Dragić,78,113
403,4,7:04.0,,J. Johnson makes 2-pt layup from 2 ft (assist by G. Dragić),78,115
404,4,6:55.0,C. Clemons makes 2-pt layup from 1 ft,,80,115
405,4,6:36.0,,Personal foul by C. Clemons (drawn by K. Olynyk),80,115
406,4,6:24.0,,J. Johnson misses 2-pt jump shot from 10 ft,80,115
407,4,6:21.0,Defensive rebound by R. Anderson,,80,115
408,4,6:14.0,T. Sefolosha makes 2-pt layup from 2 ft (assist by B. McLemore),,82,115
409,4,5:58.0,,G. Dragić misses 3-pt jump shot from 23 ft,82,115
410,4,5:54.0,Defensive rebound by R. Anderson,,82,115
411,4,5:47.0,R. Anderson misses 2-pt layup from 2 ft,,82,115
412,4,5:45.0,,Defensive rebound by K. Olynyk,82,115
413,4,5:21.0,,J. Johnson makes 2-pt layup from 1 ft (assist by K. Olynyk),82,117
414,4,5:12.0,Shooting foul by K. Olynyk (drawn by C. Clemons),,82,117
415,4,5:12.0,C. Clemons makes free throw 1 of 2,,83,117
416,4,5:12.0,,K. Nunn enters the game for G. Dragić,83,117
417,4,5:12.0,C. Clemons makes free throw 2 of 2,,84,117
418,4,5:12.0,,Miami full timeout,84,117
419,4,5:12.0,,C. Silva enters the game for K. Olynyk,84,117
420,4,5:00.0,,J. Johnson misses 2-pt layup from 2 ft,84,117
421,4,4:57.0,Defensive rebound by R. Anderson,,84,117
422,4,4:50.0,R. Anderson misses 3-pt jump shot from 26 ft,,84,117
423,4,4:46.0,,Defensive rebound by J. Johnson,84,117
424,4,4:37.0,,Turnover by C. Silva (bad pass; steal by R. Anderson),84,117
425,4,4:32.0,B. McLemore makes 3-pt jump shot from 25 ft (assist by C. Clemons),,87,117
426,4,4:16.0,,K. Nunn misses 3-pt jump shot from 22 ft,87,117
427,4,4:13.0,Defensive rebound by T. Sefolosha,,87,117
428,4,4:04.0,B. McLemore makes 3-pt jump shot from 25 ft (assist by A. Rivers),,90,117
429,4,3:50.0,,Turnover by T. Herro (traveling),90,117
430,4,3:44.0,Turnover by C. Clemons (bad pass),,90,117
431,4,3:20.0,,D. Robinson makes 3-pt jump shot from 23 ft (assist by T. Herro),90,120
432,4,3:10.0,Turnover by R. Anderson (bad pass; steal by K. Nunn),,90,120
433,4,3:04.0,,K. Nunn makes 2-pt dunk from 2 ft,90,122
434,4,2:49.0,C. Clemons makes 3-pt jump shot from 28 ft (assist by R. Anderson),,93,122
435,4,2:32.0,,C. Silva makes 2-pt dunk from 1 ft (assist by K. Nunn),93,124
436,4,2:25.0,Shooting foul by C. Silva (drawn by B. McLemore),,93,124
437,4,2:25.0,B. McLemore makes free throw 1 of 2,,94,124
438,4,2:25.0,B. McLemore misses free throw 2 of 2,,94,124
439,4,2:25.0,,Defensive rebound by T. Herro,94,124
440,4,2:25.0,,Personal take foul by B. McLemore (drawn by T. Herro),94,124
441,4,2:25.0,D. House enters the game for B. McLemore,,94,124
442,4,2:02.0,,K. Nunn misses 3-pt jump shot from 26 ft,94,124
443,4,2:02.0,,Offensive rebound by C. Silva,94,124
444,4,2:02.0,,Shooting foul by T. Sefolosha (drawn by C. Silva),94,124
445,4,2:02.0,,C. Silva makes free throw 1 of 2,94,125
446,4,2:02.0,,C. Silva makes free throw 2 of 2,94,126
447,4,1:49.0,T. Sefolosha misses 3-pt jump shot from 25 ft,,94,126
448,4,1:47.0,,Defensive rebound by C. Silva,94,126
449,4,1:38.0,,D. Robinson makes 3-pt jump shot from 30 ft (assist by T. Herro),94,129
450,4,1:27.0,T. Sefolosha makes 3-pt jump shot from 24 ft (assist by A. Rivers),,97,129
451,4,1:09.0,,Turnover by J. Johnson (bad pass),97,129
452,4,1:00.0,C. Clemons makes 3-pt jump shot from 26 ft,,100,129
453,4,0:42.0,,T. Herro misses 2-pt layup from 2 ft (block by T. Sefolosha),100,129
454,4,0:39.0,Defensive rebound by R. Anderson,,100,129
455,4,0:36.0,D. House misses 2-pt layup from 1 ft (block by C. Silva),,100,129
456,4,0:32.0,,Defensive rebound by D. Robinson,100,129
457,4,0:12.0,,Turnover by Team (shot clock),100,129
458,4,0:06.0,Turnover by A. Rivers (bad pass),,100,129
