,QUARTER,TIME_REMAINING,CLEVELAND_ACTION,NEW ORLEANS_ACTION,CLEVELAND_SCORE,NEW ORLEANS_SCORE
125,2,9:41.0,M. Dellavedova makes free throw 1 of 2,,34,49
126,2,9:41.0,M. Dellavedova misses free throw 2 of 2,,34,49
127,2,9:39.0,Offensive rebound by C. Sexton,,34,49
128,2,9:36.0,Personal foul by E. Moore (drawn by K. Porter),,34,49
129,2,9:30.0,Turnover by M. Dellavedova (bad pass; steal by Z. Williamson),,34,49
130,2,9:17.0,,Z. Williamson misses 2-pt layup from 3 ft,34,49
131,2,9:15.0,Defensive rebound by L. Nance,,34,49
132,2,9:06.0,K. Porter misses 2-pt layup from 2 ft (block by E. Moore),,34,49
133,2,9:05.0,Offensive rebound by K. Porter,,34,49
134,2,9:04.0,K. Porter misses 2-pt layup from 1 ft (block by L. Ball),,34,49
135,2,9:02.0,,Defensive rebound by N. Melli,34,49
136,2,8:54.0,,N. Melli makes 2-pt layup from 3 ft,34,51
137,2,8:46.0,Turnover by M. Dellavedova (bad pass; steal by L. Ball),,34,51
138,2,8:36.0,,J. Hart makes 2-pt layup from 1 ft (assist by N. Melli),34,53
139,2,8:20.0,Turnover by A. Žižić (lost ball; steal by L. Ball),,34,53
140,2,8:15.0,,J. Hart misses 3-pt jump shot from 29 ft,34,53
141,2,8:09.0,Defensive rebound by K. Porter,,34,53
142,2,8:03.0,K. Porter misses 2-pt layup from 2 ft (block by N. Melli),,34,53
143,2,8:00.0,,Defensive rebound by L. Ball,34,53
144,2,7:59.0,,Z. Williamson makes 2-pt layup from 2 ft (assist by L. Ball),34,55
145,2,7:58.0,Cleveland full timeout,,34,55
146,2,7:58.0,D. Garland enters the game for M. Dellavedova,,34,55
147,2,7:58.0,K. Love enters the game for L. Nance,,34,55
148,2,7:58.0,C. Osman enters the game for K. Porter,,34,55
149,2,7:58.0,T. Thompson enters the game for A. Žižić,,34,55
150,2,7:48.0,Personal foul by N. Melli (drawn by K. Love),,34,55
151,2,7:37.0,K. Love makes 2-pt hook shot from 5 ft (assist by C. Osman),,36,55
152,2,7:14.0,,E. Moore makes 2-pt jump shot from 4 ft (assist by L. Ball),36,57
153,2,7:03.0,D. Garland makes 2-pt jump shot from 3 ft,,38,57
154,2,6:45.0,,L. Ball misses 3-pt jump shot from 27 ft,38,57
155,2,6:42.0,Defensive rebound by K. Love,,38,57
156,2,6:29.0,T. Thompson makes 2-pt hook shot from 7 ft,,40,57
157,2,6:20.0,,N. Melli makes 3-pt jump shot from 27 ft (assist by L. Ball),40,60
158,2,5:57.0,T. Thompson misses 2-pt hook shot from 7 ft,,40,60
159,2,5:55.0,,Defensive rebound by L. Ball,40,60
160,2,5:52.0,,J. Hart misses 3-pt jump shot from 26 ft,40,60
161,2,5:50.0,,Offensive rebound by E. Moore,40,60
162,2,5:47.0,,E. Moore makes 2-pt layup from 5 ft,40,62
163,2,5:21.0,C. Sexton makes 2-pt jump shot from 17 ft,,42,62
164,2,5:10.0,,New Orleans full timeout,42,62
165,2,5:10.0,,D. Favors enters the game for J. Hart,42,62
166,2,5:10.0,,J. Holiday enters the game for N. Melli,42,62
167,2,5:10.0,,B. Ingram enters the game for Z. Williamson,42,62
168,2,4:56.0,,J. Holiday misses 3-pt jump shot from 26 ft,42,62
169,2,4:53.0,Defensive rebound by C. Sexton,,42,62
170,2,4:43.0,Turnover by K. Love (bad pass; steal by E. Moore),,42,62
171,2,4:31.0,,B. Ingram makes 2-pt layup from 1 ft (assist by D. Favors),42,64
172,2,4:04.0,Flagrant foul type 1 by L. Ball (drawn by C. Sexton),,42,64
173,2,4:04.0,Instant Replay (Request: Ruling Stands),,42,64
174,2,4:04.0,C. Sexton makes flagrant free throw 1 of 3,,43,64
175,2,4:04.0,C. Sexton misses flagrant free throw 2 of 3,,43,64
176,2,4:04.0,Offensive rebound by Team,,43,64
177,2,4:04.0,,F. Jackson enters the game for L. Ball,43,64
178,2,4:04.0,C. Sexton makes flagrant free throw 3 of 3,,44,64
179,2,3:55.0,C. Osman misses 2-pt jump shot from 15 ft,,44,64
180,2,3:53.0,,Defensive rebound by Team,44,64
181,2,3:36.0,,B. Ingram misses 3-pt jump shot from 25 ft,44,64
182,2,3:33.0,Defensive rebound by K. Love,,44,64
183,2,3:27.0,K. Love misses 3-pt jump shot from 28 ft,,44,64
184,2,3:22.0,,Defensive rebound by D. Favors,44,64
185,2,3:16.0,,B. Ingram misses 2-pt layup from 2 ft,44,64
186,2,3:14.0,Defensive rebound by K. Love,,44,64
187,2,3:11.0,C. Osman makes 2-pt layup from 2 ft (assist by K. Love),,46,64
188,2,3:03.0,,Offensive foul by E. Moore (drawn by D. Garland),46,64
189,2,3:03.0,,Turnover by E. Moore (offensive foul),46,64
190,2,3:03.0,,Z. Williamson enters the game for E. Moore,46,64
191,2,2:49.0,K. Love misses 3-pt jump shot from 25 ft,,46,64
192,2,2:47.0,,Defensive rebound by B. Ingram,46,64
193,2,2:36.0,,J. Holiday misses 2-pt jump shot from 6 ft,46,64
194,2,2:35.0,Defensive rebound by T. Thompson,,46,64
195,2,2:25.0,C. Sexton makes 3-pt jump shot from 25 ft,,49,64
196,2,2:11.0,,F. Jackson makes 2-pt layup from 2 ft (assist by Z. Williamson),49,66
197,2,2:01.0,D. Garland misses 2-pt jump shot from 16 ft,,49,66
198,2,1:57.0,,Defensive rebound by B. Ingram,49,66
199,2,1:54.0,,Offensive foul by B. Ingram (drawn by C. Osman),49,66
200,2,1:54.0,,Turnover by B. Ingram (offensive foul),49,66
201,2,1:40.0,K. Love makes 2-pt hook shot from 5 ft,,51,66
202,2,1:23.0,,Z. Williamson misses 2-pt layup from 3 ft,51,66
203,2,1:22.0,,Offensive rebound by F. Jackson,51,66
204,2,1:20.0,,F. Jackson misses 2-pt jump shot from 14 ft,51,66
205,2,1:18.0,,Offensive rebound by F. Jackson,51,66
206,2,1:13.0,,Turnover by J. Holiday (bad pass; steal by K. Love),51,66
207,2,1:08.0,D. Garland makes 2-pt layup from 1 ft (assist by C. Sexton),,53,66
208,2,1:01.0,,New Orleans full timeout,53,66
209,2,0:53.0,,J. Holiday makes 2-pt layup from 2 ft,53,68
210,2,0:36.0,Shooting foul by Z. Williamson (drawn by K. Love),,53,68
211,2,0:36.0,K. Love makes free throw 1 of 2,,54,68
212,2,0:36.0,K. Love makes free throw 2 of 2,,55,68
213,2,0:29.0,,Z. Williamson misses 2-pt layup from 2 ft,55,68
214,2,0:28.0,,Offensive rebound by Team,55,68
215,2,0:27.0,,B. Ingram makes 2-pt dunk from 1 ft (assist by J. Holiday),55,70
216,2,0:02.0,Turnover by D. Garland (lost ball; steal by J. Holiday),,55,70
217,2,0:00.0,,F. Jackson misses 2-pt jump shot from 18 ft,55,70
218,2,0:00.0,,Offensive rebound by Team,55,70
219,3,11:51.0,,Shooting foul by T. Thompson (drawn by Z. Williamson),55,70
220,3,11:51.0,,Z. Williamson makes free throw 1 of 2,55,71
221,3,11:51.0,,Z. Williamson makes free throw 2 of 2,55,72
222,3,11:40.0,D. Garland makes 2-pt jump shot from 22 ft,,57,72
223,3,11:23.0,,Z. Williamson makes 2-pt layup from 1 ft (assist by B. Ingram),57,74
224,3,11:11.0,C. Osman makes 2-pt jump shot from 8 ft,,59,74
225,3,10:58.0,,B. Ingram makes 2-pt jump shot from 14 ft,59,76
226,3,10:43.0,D. Garland misses 2-pt layup from 3 ft (block by D. Favors),,59,76
227,3,10:43.0,Offensive rebound by Team,,59,76
228,3,10:33.0,C. Sexton misses 2-pt jump shot from 8 ft (block by L. Ball),,59,76
229,3,10:31.0,,Defensive rebound by L. Ball,59,76
230,3,10:17.0,,Z. Williamson misses 2-pt layup from 2 ft,59,76
231,3,10:13.0,,Offensive rebound by Z. Williamson,59,76
232,3,10:13.0,,Z. Williamson makes 2-pt dunk at rim,59,78
233,3,9:54.0,T. Thompson misses 3-pt jump shot from 25 ft,,59,78
234,3,9:52.0,,Defensive rebound by L. Ball,59,78
235,3,9:47.0,,J. Holiday misses 3-pt jump shot from 23 ft,59,78
236,3,9:44.0,Defensive rebound by K. Love,,59,78
237,3,9:37.0,D. Garland misses 2-pt jump shot from 20 ft,,59,78
238,3,9:32.0,Offensive rebound by T. Thompson,,59,78
239,3,9:32.0,T. Thompson makes 2-pt dunk from 1 ft,,61,78
240,3,9:14.0,,J. Holiday makes 2-pt jump shot from 15 ft,61,80
241,3,8:51.0,K. Love misses 2-pt jump shot from 18 ft,,61,80
242,3,8:50.0,,Defensive rebound by D. Favors,61,80
243,3,8:36.0,,Turnover by Z. Williamson (lost ball; steal by K. Love),61,80
244,3,8:27.0,C. Sexton misses 3-pt jump shot from 26 ft,,61,80
245,3,8:24.0,,Defensive rebound by D. Favors,61,80
246,3,8:15.0,,B. Ingram makes 2-pt dunk from 1 ft (assist by L. Ball),61,82
247,3,8:15.0,Cleveland full timeout,,61,82
248,3,7:54.0,D. Garland makes 2-pt layup from 2 ft,,63,82
249,3,7:40.0,,B. Ingram makes 2-pt layup from 2 ft (assist by Z. Williamson),63,84
250,3,7:27.0,C. Osman makes 2-pt layup from 2 ft (assist by C. Sexton),,65,84
251,3,7:27.0,,Violation by Team (def goaltending),65,84
252,3,7:15.0,,Z. Williamson misses 2-pt layup from 2 ft,65,84
253,3,7:13.0,Defensive rebound by T. Thompson,,65,84
254,3,7:06.0,C. Sexton misses 2-pt layup from 3 ft,,65,84
255,3,7:06.0,Offensive rebound by Team,,65,84
256,3,7:06.0,K. Porter enters the game for C. Sexton,,65,84
257,3,7:02.0,T. Thompson makes 2-pt dunk from 1 ft (assist by D. Garland),,67,84
258,3,6:43.0,,Z. Williamson makes 2-pt layup from 1 ft (assist by L. Ball),67,86
259,3,6:28.0,Turnover by T. Thompson (lost ball; steal by J. Holiday),,67,86
260,3,6:23.0,,Turnover by B. Ingram (bad pass),67,86
261,3,6:12.0,K. Porter misses 3-pt jump shot from 26 ft,,67,86
262,3,6:10.0,,Defensive rebound by D. Favors,67,86
263,3,6:05.0,,J. Holiday makes 2-pt dunk from 1 ft (assist by L. Ball),67,88
264,3,5:45.0,T. Thompson misses 2-pt layup from 2 ft (block by D. Favors),,67,88
265,3,5:44.0,Offensive rebound by T. Thompson,,67,88
266,3,5:43.0,Shooting foul by D. Favors (drawn by T. Thompson),,67,88
267,3,5:43.0,T. Thompson makes free throw 1 of 2,,68,88
268,3,5:43.0,L. Nance enters the game for C. Osman,,68,88
269,3,5:43.0,,J. Hart enters the game for Z. Williamson,68,88
270,3,5:43.0,T. Thompson misses free throw 2 of 2,,68,88
271,3,5:41.0,,Defensive rebound by D. Favors,68,88
272,3,5:33.0,,B. Ingram makes 2-pt dunk at rim (assist by J. Holiday),68,90
273,3,5:21.0,Personal foul by J. Hart (drawn by L. Nance),,68,90
274,3,5:21.0,,J. Hayes enters the game for D. Favors,68,90
275,3,5:04.0,T. Thompson makes 2-pt jump shot from 3 ft,,70,90
276,3,4:44.0,,B. Ingram makes 3-pt jump shot from 24 ft (assist by L. Ball),70,93
277,3,4:20.0,T. Thompson makes 2-pt dunk at rim (assist by K. Porter),,72,93
278,3,4:20.0,M. Dellavedova enters the game for D. Garland,,72,93
279,3,4:20.0,C. Osman enters the game for K. Love,,72,93
280,3,4:20.0,C. Sexton enters the game for T. Thompson,,72,93
281,3,4:20.0,,E. Moore enters the game for J. Holiday,72,93
282,3,4:04.0,,Turnover by L. Ball (bad pass; steal by C. Osman),72,93
283,3,3:59.0,Turnover by C. Osman (lost ball; steal by L. Ball),,72,93
284,3,3:55.0,,J. Hayes makes 2-pt dunk at rim (assist by B. Ingram),72,95
285,3,3:31.0,C. Osman misses 3-pt jump shot from 25 ft,,72,95
286,3,3:30.0,Offensive rebound by L. Nance,,72,95
287,3,3:30.0,L. Nance misses 2-pt layup at rim,,72,95
288,3,3:29.0,Offensive rebound by L. Nance,,72,95
289,3,3:29.0,Personal foul by L. Ball (drawn by L. Nance),,72,95
290,3,3:29.0,,N. Melli enters the game for B. Ingram,72,95
291,3,3:15.0,C. Sexton makes 3-pt jump shot from 28 ft,,75,95
292,3,3:05.0,,Offensive foul by J. Hayes (drawn by M. Dellavedova),75,95
293,3,3:05.0,,Turnover by J. Hayes (offensive foul),75,95
294,3,2:54.0,Turnover by C. Sexton (bad pass; steal by L. Ball),,75,95
295,3,2:53.0,,Personal foul by C. Sexton (drawn by E. Moore),75,95
296,3,2:53.0,,New Orleans full timeout,75,95
297,3,2:39.0,,Turnover by E. Moore (bad pass; steal by C. Osman),75,95
298,3,2:30.0,Turnover by C. Sexton (bad pass; steal by J. Hayes),,75,95
299,3,2:28.0,,Personal foul by M. Dellavedova (drawn by E. Moore),75,95
300,3,2:23.0,,J. Hart misses 2-pt jump shot from 14 ft,75,95
301,3,2:21.0,Defensive rebound by Team,,75,95
302,3,2:12.0,Personal foul by N. Melli (drawn by C. Osman),,75,95
303,3,2:00.0,M. Dellavedova misses 2-pt jump shot from 7 ft (block by J. Hayes),,75,95
304,3,2:00.0,Offensive rebound by Team,,75,95
305,3,1:58.0,L. Nance misses 3-pt jump shot from 26 ft,,75,95
306,3,1:56.0,,Defensive rebound by J. Hart,75,95
307,3,1:41.0,,Offensive foul by N. Melli (drawn by C. Osman),75,95
308,3,1:41.0,,Turnover by N. Melli (offensive foul),75,95
309,3,1:29.0,C. Sexton makes 3-pt jump shot from 26 ft (assist by M. Dellavedova),,78,95
310,3,1:04.0,,E. Moore misses 2-pt jump shot from 19 ft,78,95
311,3,1:03.0,,Offensive rebound by J. Hart,78,95
312,3,1:02.0,,Turnover by Team (shot clock),78,95
313,3,0:54.0,K. Porter makes 2-pt dunk from 1 ft (assist by M. Dellavedova),,80,95
314,3,0:45.0,,L. Ball misses 2-pt layup from 1 ft,80,95
315,3,0:43.0,Defensive rebound by C. Osman,,80,95
316,3,0:28.0,C. Sexton makes 3-pt jump shot from 28 ft (assist by K. Porter),,83,95
317,3,0:06.0,,L. Ball misses 2-pt jump shot from 20 ft,83,95
318,3,0:03.0,Defensive rebound by K. Porter,,83,95
319,3,0:00.0,C. Sexton misses 3-pt jump shot from 27 ft,,83,95
320,3,0:00.0,Offensive rebound by Team,,83,95
321,4,11:48.0,Turnover by M. Dellavedova (bad pass; steal by Z. Williamson),,83,95
322,4,11:48.0,,Turnover by Z. Williamson (bad pass),83,95
323,4,11:28.0,K. Porter misses 3-pt jump shot from 26 ft,,83,95
324,4,11:25.0,,Defensive rebound by J. Holiday,83,95
325,4,11:19.0,,E. Moore makes 3-pt jump shot from 23 ft (assist by B. Ingram),83,98
326,4,11:00.0,L. Nance misses 2-pt layup from 2 ft,,83,98
327,4,10:56.0,,Defensive rebound by E. Moore,83,98
328,4,10:50.0,,J. Holiday misses 3-pt jump shot from 25 ft,83,98
329,4,10:48.0,Defensive rebound by C. Sexton,,83,98
330,4,10:34.0,C. Sexton misses 2-pt jump shot from 16 ft,,83,98
331,4,10:30.0,,Defensive rebound by Z. Williamson,83,98
332,4,10:19.0,,Z. Williamson makes 2-pt layup from 2 ft (assist by J. Holiday),83,100
333,4,10:03.0,K. Porter misses 3-pt jump shot from 25 ft,,83,100
334,4,10:00.0,,Defensive rebound by N. Melli,83,100
335,4,10:00.0,D. Garland enters the game for M. Dellavedova,,83,100
336,4,10:00.0,T. Thompson enters the game for L. Nance,,83,100
337,4,9:40.0,,Turnover by B. Ingram (lost ball; steal by K. Porter),83,100
338,4,9:28.0,K. Porter misses 2-pt layup from 2 ft,,83,100
339,4,9:26.0,Offensive rebound by K. Porter,,83,100
340,4,9:26.0,K. Porter makes 2-pt layup from 1 ft,,85,100
341,4,9:14.0,,B. Ingram misses 2-pt jump shot from 3 ft,85,100
342,4,9:14.0,,Offensive rebound by B. Ingram,85,100
343,4,9:11.0,,J. Holiday makes 3-pt jump shot from 25 ft (assist by B. Ingram),85,103
344,4,8:51.0,Def 3 sec tech foul by Team,,85,103
345,4,8:51.0,C. Sexton misses technical free throw,,85,103
346,4,8:51.0,Offensive rebound by Team,,85,103
347,4,8:38.0,D. Garland misses 2-pt layup from 5 ft,,85,103
348,4,8:37.0,,Defensive rebound by Team,85,103
349,4,8:37.0,Loose ball foul by D. Garland (drawn by B. Ingram),,85,103
350,4,8:24.0,,B. Ingram misses 3-pt jump shot from 25 ft,85,103
351,4,8:19.0,Defensive rebound by C. Sexton,,85,103
352,4,8:06.0,Turnover by C. Osman (step out of bounds),,85,103
353,4,7:55.0,,J. Holiday makes 2-pt jump shot from 11 ft,85,105
354,4,7:41.0,C. Osman misses 3-pt jump shot from 27 ft,,85,105
355,4,7:38.0,,Defensive rebound by Z. Williamson,85,105
356,4,7:27.0,,N. Melli misses 3-pt jump shot from 26 ft,85,105
357,4,7:24.0,Defensive rebound by C. Osman,,85,105
358,4,7:10.0,Personal foul by J. Holiday (drawn by C. Sexton),,85,105
359,4,7:10.0,K. Love enters the game for C. Osman,,85,105
360,4,7:05.0,C. Sexton makes 3-pt jump shot from 26 ft (assist by K. Love),,88,105
361,4,6:55.0,,New Orleans full timeout,88,105
362,4,6:55.0,,L. Ball enters the game for E. Moore,88,105
363,4,6:55.0,,Violation by Team (delay of game),88,105
364,4,6:53.0,,B. Ingram misses 2-pt jump shot from 13 ft,88,105
365,4,6:50.0,,Offensive rebound by B. Ingram,88,105
366,4,6:48.0,,B. Ingram makes 2-pt layup from 2 ft,88,107
367,4,6:48.0,,Violation by Team (delay of game),88,107
368,4,6:48.0,K. Love misses technical free throw,,88,107
369,4,6:48.0,Offensive rebound by Team,,88,107
370,4,6:48.0,,Violation by Team (delay of game),88,107
371,4,6:35.0,D. Garland makes 3-pt jump shot from 25 ft (assist by C. Sexton),,91,107
372,4,6:08.0,,L. Ball misses 3-pt jump shot from 23 ft,91,107
373,4,6:06.0,,Offensive rebound by N. Melli,91,107
374,4,6:06.0,,N. Melli makes 2-pt layup at rim,91,109
375,4,5:42.0,D. Garland misses 2-pt jump shot from 17 ft,,91,109
376,4,5:39.0,,Defensive rebound by B. Ingram,91,109
377,4,5:29.0,,Z. Williamson makes 2-pt layup from 1 ft (assist by J. Holiday),91,111
378,4,5:12.0,C. Sexton misses 3-pt jump shot from 26 ft,,91,111
379,4,5:09.0,,Defensive rebound by L. Ball,91,111
380,4,4:54.0,,N. Melli makes 2-pt layup from 2 ft (assist by B. Ingram),91,113
381,4,4:36.0,K. Porter makes 3-pt jump shot from 25 ft (assist by T. Thompson),,94,113
382,4,4:28.0,,New Orleans full timeout,94,113
