,QUARTER,TIME_REMAINING,SACRAMENTO_ACTION,DENVER_ACTION,SACRAMENTO_SCORE,DENVER_SCORE
105,2,9:40.0,,M. Plumlee makes free throw 2 of 2,40,35
106,2,9:33.0,Turnover by D. Fox (bad pass),,40,35
107,2,9:21.0,,M. Beasley misses 2-pt layup from 8 ft (block by B. Bogdanović),40,35
108,2,9:21.0,,Offensive rebound by Team,40,35
109,2,9:19.0,,M. Beasley misses 2-pt jump shot from 15 ft,40,35
110,2,9:16.0,,Offensive rebound by T. Craig,40,35
111,2,9:15.0,,T. Craig makes 2-pt layup from 3 ft,40,37
112,2,9:00.0,H. Giles makes 2-pt jump shot from 14 ft (assist by D. Fox),,42,37
113,2,8:46.0,,M. Beasley misses 3-pt jump shot from 25 ft,42,37
114,2,8:42.0,Defensive rebound by H. Giles,,42,37
115,2,8:41.0,Turnover by D. Fox (bad pass; steal by M. Beasley),,42,37
116,2,8:35.0,,T. Craig misses 3-pt jump shot from 26 ft,42,37
117,2,8:32.0,,Offensive rebound by M. Plumlee,42,37
118,2,8:30.0,,T. Craig misses 2-pt dunk from 4 ft (block by H. Giles),42,37
119,2,8:27.0,Defensive rebound by H. Barnes,,42,37
120,2,8:25.0,B. Bogdanović misses 3-pt jump shot from 25 ft,,42,37
121,2,8:22.0,,Defensive rebound by T. Craig,42,37
122,2,8:11.0,,Shooting foul by D. Fox (drawn by M. Plumlee),42,37
123,2,8:11.0,,M. Plumlee makes free throw 1 of 2,42,38
124,2,8:11.0,N. Bjelica enters the game for H. Barnes,,42,38
125,2,8:11.0,C. Joseph enters the game for D. Fox,,42,38
126,2,8:11.0,,M. Plumlee makes free throw 2 of 2,42,39
127,2,7:59.0,B. Bogdanović makes 3-pt jump shot from 25 ft (assist by H. Giles),,45,39
128,2,7:39.0,,M. Beasley makes 2-pt layup from 4 ft (assist by J. Hernangómez),45,41
129,2,7:16.0,N. Bjelica makes 2-pt layup from 3 ft,,47,41
130,2,7:06.0,,M. Morris misses 3-pt jump shot from 26 ft,47,41
131,2,7:02.0,Defensive rebound by N. Bjelica,,47,41
132,2,6:51.0,T. Ariza misses 3-pt jump shot from 24 ft,,47,41
133,2,6:47.0,,Defensive rebound by J. Hernangómez,47,41
134,2,6:38.0,,M. Beasley makes 3-pt jump shot from 24 ft (assist by M. Plumlee),47,44
135,2,6:22.0,Personal foul by T. Craig (drawn by B. Bogdanović),,47,44
136,2,6:22.0,,Denver full timeout,47,44
137,2,6:22.0,B. Hield enters the game for B. Bogdanović,,47,44
138,2,6:22.0,R. Holmes enters the game for H. Giles,,47,44
139,2,6:22.0,,W. Barton enters the game for T. Craig,47,44
140,2,6:22.0,,J. Grant enters the game for J. Hernangómez,47,44
141,2,6:22.0,,N. Jokić enters the game for M. Morris,47,44
142,2,6:22.0,,J. Murray enters the game for M. Plumlee,47,44
143,2,6:14.0,N. Bjelica misses 2-pt jump shot from 21 ft,,47,44
144,2,6:10.0,,Defensive rebound by N. Jokić,47,44
145,2,5:56.0,,W. Barton misses 2-pt jump shot from 9 ft,47,44
146,2,5:53.0,,Offensive rebound by N. Jokić,47,44
147,2,5:52.0,,N. Jokić makes 2-pt layup from 5 ft,47,46
148,2,5:43.0,B. Hield misses 2-pt jump shot from 6 ft,,47,46
149,2,5:40.0,,Defensive rebound by W. Barton,47,46
150,2,5:27.0,,J. Grant makes 2-pt jump shot from 6 ft (assist by N. Jokić),47,48
151,2,5:18.0,R. Holmes misses 2-pt layup from 3 ft,,47,48
152,2,5:16.0,,Defensive rebound by J. Grant,47,48
153,2,5:11.0,,Shooting foul by N. Bjelica (drawn by N. Jokić),47,48
154,2,5:11.0,,N. Jokić misses free throw 1 of 2,47,48
155,2,5:11.0,,Offensive rebound by Team,47,48
156,2,5:11.0,,M. Porter enters the game for M. Beasley,47,48
157,2,5:11.0,,N. Jokić makes free throw 2 of 2,47,49
158,2,4:57.0,R. Holmes makes 2-pt dunk from 2 ft (assist by B. Hield),,49,49
159,2,4:43.0,,J. Murray misses 2-pt layup from 5 ft (block by N. Bjelica),49,49
160,2,4:42.0,,Offensive rebound by M. Porter,49,49
161,2,4:42.0,,M. Porter makes 2-pt layup from 3 ft,49,51
162,2,4:30.0,Shooting foul by W. Barton (drawn by B. Hield),,49,51
163,2,4:30.0,B. Hield misses free throw 1 of 2,,49,51
164,2,4:30.0,Offensive rebound by Team,,49,51
165,2,4:30.0,H. Barnes enters the game for T. Ariza,,49,51
166,2,4:30.0,B. Hield makes free throw 2 of 2,,50,51
167,2,4:17.0,,N. Jokić makes 2-pt jump shot from 9 ft (assist by W. Barton),50,53
168,2,3:51.0,B. Hield misses 2-pt layup from 4 ft (block by J. Grant),,50,53
169,2,3:50.0,Offensive rebound by R. Holmes,,50,53
170,2,3:50.0,Turnover by Team (shot clock),,50,53
171,2,3:41.0,,M. Porter makes 2-pt jump shot from 9 ft,50,55
172,2,3:27.0,Personal foul by N. Jokić (drawn by C. Joseph),,50,55
173,2,3:27.0,Sacramento full timeout,,50,55
174,2,3:27.0,B. Bogdanović enters the game for N. Bjelica,,50,55
175,2,3:27.0,D. Fox enters the game for C. Joseph,,50,55
176,2,3:19.0,B. Hield misses 3-pt jump shot from 26 ft,,50,55
177,2,3:15.0,,Defensive rebound by N. Jokić,50,55
178,2,3:06.0,,Turnover by N. Jokić (bad pass; steal by B. Bogdanović),50,55
179,2,3:05.0,Personal take foul by N. Jokić (drawn by B. Bogdanović),,50,55
180,2,3:05.0,,M. Plumlee enters the game for N. Jokić,50,55
181,2,2:52.0,R. Holmes makes 2-pt jump shot from 9 ft (assist by B. Hield),,52,55
182,2,2:31.0,,J. Grant makes 3-pt jump shot from 26 ft (assist by W. Barton),52,58
183,2,2:23.0,Shooting foul by J. Murray (drawn by D. Fox),,52,58
184,2,2:23.0,D. Fox makes free throw 1 of 2,,53,58
185,2,2:23.0,D. Fox makes free throw 2 of 2,,54,58
186,2,2:07.0,,Turnover by W. Barton (bad pass; steal by B. Hield),54,58
187,2,2:03.0,H. Barnes misses 2-pt layup from 4 ft (block by J. Grant),,54,58
188,2,1:59.0,,Defensive rebound by M. Porter,54,58
189,2,1:54.0,,M. Porter makes 2-pt layup from 2 ft (assist by W. Barton),54,60
190,2,1:45.0,B. Bogdanović misses 3-pt jump shot from 23 ft,,54,60
191,2,1:42.0,Offensive rebound by D. Fox,,54,60
192,2,1:38.0,Shooting foul by M. Porter (drawn by H. Barnes),,54,60
193,2,1:38.0,H. Barnes misses free throw 1 of 2,,54,60
194,2,1:38.0,Offensive rebound by Team,,54,60
195,2,1:38.0,H. Barnes makes free throw 2 of 2,,55,60
196,2,1:28.0,,W. Barton makes 2-pt jump shot from 7 ft,55,62
197,2,1:12.0,B. Bogdanović misses 3-pt jump shot from 23 ft,,55,62
198,2,1:09.0,,Defensive rebound by J. Murray,55,62
199,2,1:03.0,,J. Grant misses 3-pt jump shot from 26 ft,55,62
200,2,1:00.0,Defensive rebound by R. Holmes,,55,62
201,2,0:49.0,D. Fox misses 3-pt jump shot from 26 ft,,55,62
202,2,0:45.0,Offensive rebound by R. Holmes,,55,62
203,2,0:44.0,R. Holmes misses 2-pt layup from 3 ft,,55,62
204,2,0:44.0,Offensive rebound by R. Holmes,,55,62
205,2,0:44.0,R. Holmes makes 2-pt layup from 2 ft,,57,62
206,2,0:37.0,,W. Barton misses 2-pt jump shot from 14 ft,57,62
207,2,0:34.0,Defensive rebound by B. Hield,,57,62
208,2,0:29.0,B. Hield misses 3-pt jump shot from 25 ft,,57,62
209,2,0:25.0,,Defensive rebound by J. Grant,57,62
210,2,0:04.0,,J. Murray misses 2-pt jump shot from 20 ft,57,62
211,2,0:02.0,Defensive rebound by Team,,57,62
212,3,11:49.0,Turnover by N. Bjelica (bad pass; steal by J. Murray),,57,62
213,3,11:43.0,,J. Grant makes 2-pt dunk from 1 ft (assist by J. Murray),57,64
214,3,11:31.0,Turnover by B. Hield (lost ball; steal by W. Barton),,57,64
215,3,11:27.0,,W. Barton makes 2-pt layup from 1 ft,57,66
216,3,11:05.0,D. Fox makes 2-pt jump shot from 12 ft,,59,66
217,3,10:51.0,,Personal foul by N. Bjelica (drawn by J. Grant),59,66
218,3,10:47.0,,Personal foul by D. Fox (drawn by J. Grant),59,66
219,3,10:36.0,,J. Grant misses 2-pt jump shot from 12 ft,59,66
220,3,10:33.0,Defensive rebound by D. Fox,,59,66
221,3,10:30.0,B. Hield misses 3-pt jump shot from 25 ft,,59,66
222,3,10:25.0,,Defensive rebound by W. Barton,59,66
223,3,10:20.0,,N. Jokić makes 2-pt layup from 3 ft (assist by W. Barton),59,68
224,3,10:06.0,Shooting foul by M. Porter (drawn by D. Fox),,59,68
225,3,10:06.0,D. Fox makes free throw 1 of 2,,60,68
226,3,10:06.0,D. Fox makes free throw 2 of 2,,61,68
227,3,9:47.0,,Turnover by N. Jokić (bad pass),61,68
228,3,9:35.0,N. Bjelica makes 2-pt layup from 4 ft (assist by D. Fox),,63,68
229,3,9:35.0,Shooting foul by M. Porter (drawn by N. Bjelica),,63,68
230,3,9:35.0,N. Bjelica makes free throw 1 of 1,,64,68
231,3,9:24.0,,J. Murray makes 3-pt jump shot from 25 ft (assist by N. Jokić),64,71
232,3,9:13.0,H. Barnes makes 3-pt jump shot from 26 ft (assist by D. Fox),,67,71
233,3,9:01.0,,N. Jokić makes 2-pt layup from 2 ft,67,73
234,3,8:50.0,B. Hield makes 2-pt layup from 3 ft,,69,73
235,3,8:36.0,,M. Porter misses 3-pt jump shot from 26 ft,69,73
236,3,8:34.0,Defensive rebound by H. Barnes,,69,73
237,3,8:33.0,Personal foul by W. Barton (drawn by H. Barnes),,69,73
238,3,8:23.0,N. Bjelica makes 2-pt layup from 5 ft (assist by D. Fox),,71,73
239,3,8:14.0,,Personal foul by R. Holmes (drawn by N. Jokić),71,73
240,3,8:08.0,,J. Murray makes 3-pt jump shot from 28 ft,71,76
241,3,7:40.0,D. Fox misses 3-pt jump shot from 23 ft,,71,76
242,3,7:37.0,,Defensive rebound by W. Barton,71,76
243,3,7:30.0,,Turnover by N. Jokić (bad pass),71,76
244,3,7:18.0,B. Hield misses 2-pt jump shot from 10 ft,,71,76
245,3,7:15.0,,Defensive rebound by N. Jokić,71,76
246,3,7:09.0,,M. Porter makes 2-pt layup from 4 ft (assist by J. Murray),71,78
247,3,6:56.0,B. Hield makes 2-pt layup from 4 ft,,73,78
248,3,6:47.0,,J. Murray misses 3-pt jump shot from 27 ft,73,78
249,3,6:43.0,Defensive rebound by N. Bjelica,,73,78
250,3,6:31.0,N. Bjelica makes 3-pt jump shot from 23 ft (assist by B. Hield),,76,78
251,3,6:30.0,,Denver full timeout,76,78
252,3,6:30.0,,J. Hernangómez enters the game for M. Porter,76,78
253,3,6:08.0,,Turnover by J. Grant (bad pass; steal by B. Hield),76,78
254,3,6:04.0,B. Hield misses 2-pt layup from 4 ft (block by J. Murray),,76,78
255,3,6:02.0,Offensive rebound by Team,,76,78
256,3,5:42.0,D. Fox misses 2-pt jump shot from 23 ft,,76,78
257,3,5:42.0,,Defensive rebound by Team,76,78
258,3,5:22.0,,N. Jokić makes 2-pt jump shot from 7 ft,76,80
259,3,5:00.0,H. Barnes misses 2-pt jump shot from 17 ft,,76,80
260,3,4:57.0,,Defensive rebound by J. Hernangómez,76,80
261,3,4:46.0,,W. Barton makes 2-pt jump shot from 18 ft,76,82
262,3,4:22.0,B. Hield misses 3-pt jump shot from 27 ft,,76,82
263,3,4:18.0,Offensive rebound by R. Holmes,,76,82
264,3,4:17.0,Turnover by R. Holmes (bad pass; steal by J. Grant),,76,82
265,3,4:17.0,T. Ariza enters the game for H. Barnes,,76,82
266,3,4:17.0,B. Bogdanović enters the game for D. Fox,,76,82
267,3,4:17.0,H. Giles enters the game for B. Hield,,76,82
268,3,4:17.0,C. Joseph enters the game for R. Holmes,,76,82
269,3,4:00.0,,J. Grant makes 3-pt jump shot from 25 ft (assist by J. Murray),76,85
270,3,3:44.0,Personal foul by J. Murray (drawn by C. Joseph),,76,85
271,3,3:44.0,,M. Beasley enters the game for W. Barton,76,85
272,3,3:35.0,N. Bjelica misses 3-pt jump shot from 26 ft,,76,85
273,3,3:32.0,,Defensive rebound by N. Jokić,76,85
274,3,3:23.0,,Turnover by N. Jokić (bad pass),76,85
275,3,3:08.0,Shooting foul by J. Hernangómez (drawn by N. Bjelica),,76,85
276,3,3:08.0,N. Bjelica makes free throw 1 of 2,,77,85
277,3,3:08.0,,M. Plumlee enters the game for N. Jokić,77,85
278,3,3:08.0,N. Bjelica misses free throw 2 of 2,,77,85
279,3,3:05.0,,Defensive rebound by J. Hernangómez,77,85
280,3,2:44.0,,M. Plumlee misses 2-pt hook shot from 7 ft,77,85
281,3,2:40.0,Defensive rebound by T. Ariza,,77,85
282,3,2:28.0,H. Giles misses 2-pt jump shot from 16 ft,,77,85
283,3,2:25.0,,Defensive rebound by J. Hernangómez,77,85
284,3,2:17.0,,M. Beasley misses 2-pt layup from 3 ft,77,85
285,3,2:13.0,Defensive rebound by N. Bjelica,,77,85
286,3,2:11.0,Personal foul by J. Murray (drawn by B. Bogdanović),,77,85
287,3,2:11.0,Sacramento full timeout,,77,85
288,3,2:11.0,,T. Craig enters the game for J. Grant,77,85
289,3,2:11.0,,M. Morris enters the game for J. Murray,77,85
290,3,2:11.0,B. Bogdanović misses free throw 1 of 2,,77,85
291,3,2:11.0,Offensive rebound by Team,,77,85
292,3,2:11.0,B. Bogdanović makes free throw 2 of 2,,78,85
293,3,1:56.0,,Personal foul by H. Giles (drawn by M. Plumlee),78,85
294,3,1:51.0,,J. Hernangómez misses 3-pt jump shot from 25 ft,78,85
295,3,1:44.0,Defensive rebound by B. Bogdanović,,78,85
296,3,1:41.0,B. Bogdanović misses 2-pt jump shot from 7 ft,,78,85
297,3,1:38.0,,Defensive rebound by J. Hernangómez,78,85
298,3,1:32.0,,J. Hernangómez misses 3-pt jump shot from 26 ft,78,85
299,3,1:29.0,Defensive rebound by B. Bogdanović,,78,85
300,3,1:16.0,Turnover by B. Bogdanović (step out of bounds),,78,85
301,3,0:55.0,,M. Morris misses 2-pt jump shot from 18 ft,78,85
302,3,0:53.0,,Offensive rebound by Team,78,85
303,3,0:43.0,,Shooting foul by H. Giles (drawn by J. Hernangómez),78,85
304,3,0:43.0,,J. Hernangómez makes free throw 1 of 2,78,86
305,3,0:43.0,,J. Hernangómez misses free throw 2 of 2,78,86
306,3,0:41.0,Defensive rebound by H. Giles,,78,86
307,3,0:33.0,H. Giles makes 2-pt jump shot from 5 ft (assist by C. Joseph),,80,86
308,3,0:19.0,,J. Hernangómez misses 3-pt jump shot from 26 ft,80,86
309,3,0:16.0,,Offensive rebound by M. Plumlee,80,86
310,3,0:16.0,,Personal foul by C. Joseph (drawn by M. Plumlee),80,86
311,3,0:16.0,,M. Plumlee makes free throw 1 of 2,80,87
312,3,0:16.0,D. Fox enters the game for C. Joseph,,80,87
313,3,0:16.0,,M. Plumlee makes free throw 2 of 2,80,88
314,3,0:00.0,Shooting foul by M. Plumlee (drawn by H. Giles),,80,88
315,3,0:00.0,H. Giles misses free throw 1 of 2,,80,88
316,3,0:00.0,Offensive rebound by Team,,80,88
317,3,0:00.0,,N. Jokić enters the game for M. Morris,80,88
318,3,0:00.0,H. Giles makes free throw 2 of 2,,81,88
319,3,0:00.0,,M. Beasley misses 3-pt jump shot from 84 ft,81,88
320,3,0:00.0,,Offensive rebound by Team,81,88
321,4,11:39.0,,M. Plumlee makes 2-pt layup at rim (assist by M. Morris),81,90
322,4,11:16.0,D. Fox makes 2-pt layup from 2 ft,,83,90
323,4,10:59.0,,M. Beasley makes 2-pt jump shot from 16 ft,83,92
324,4,10:41.0,Turnover by B. Bogdanović (traveling),,83,92
325,4,10:24.0,,M. Morris makes 2-pt layup from 2 ft (assist by M. Plumlee),83,94
326,4,10:09.0,B. Bogdanović misses 3-pt jump shot from 23 ft,,83,94
327,4,10:07.0,,Defensive rebound by M. Plumlee,83,94
328,4,10:00.0,,Personal foul by C. Joseph (drawn by M. Morris),83,94
329,4,9:56.0,,Offensive foul by M. Plumlee (drawn by C. Joseph),83,94
330,4,9:56.0,,Turnover by M. Plumlee (offensive foul),83,94
331,4,9:43.0,D. Fox misses 3-pt jump shot from 24 ft,,83,94
332,4,9:39.0,,Defensive rebound by M. Plumlee,83,94
333,4,9:21.0,,M. Beasley makes 2-pt jump shot from 13 ft (assist by M. Morris),83,96
334,4,9:19.0,Sacramento full timeout,,83,96
335,4,9:19.0,H. Barnes enters the game for B. Bogdanović,,83,96
336,4,9:19.0,B. Hield enters the game for C. Joseph,,83,96
337,4,9:08.0,D. Fox makes 2-pt layup from 4 ft (assist by R. Holmes),,85,96
338,4,8:51.0,,M. Beasley misses 3-pt jump shot from 26 ft,85,96
339,4,8:50.0,,Offensive rebound by Team,85,96
340,4,8:50.0,Loose ball foul by R. Holmes (drawn by M. Plumlee),,85,96
341,4,8:44.0,,M. Morris misses 2-pt jump shot from 11 ft,85,96
342,4,8:41.0,Defensive rebound by T. Ariza,,85,96
343,4,8:30.0,R. Holmes makes 2-pt dunk from 2 ft (assist by T. Ariza),,87,96
344,4,8:09.0,,M. Porter makes 3-pt jump shot from 25 ft,87,99
345,4,7:56.0,T. Ariza misses 3-pt jump shot from 25 ft,,87,99
346,4,7:53.0,,Defensive rebound by M. Plumlee,87,99
347,4,7:47.0,,M. Morris misses 2-pt layup from 3 ft,87,99
348,4,7:45.0,,Offensive rebound by M. Porter,87,99
349,4,7:44.0,,M. Porter makes 2-pt dunk from 1 ft,87,101
350,4,7:36.0,B. Hield makes 3-pt jump shot from 26 ft (assist by D. Fox),,90,101
351,4,7:14.0,,Shooting foul by R. Holmes (drawn by M. Plumlee),90,101
352,4,7:14.0,,M. Plumlee makes free throw 1 of 2,90,102
353,4,7:14.0,H. Giles enters the game for R. Holmes,,90,102
354,4,7:14.0,,J. Grant enters the game for J. Hernangómez,90,102
355,4,7:14.0,,J. Murray enters the game for M. Morris,90,102
356,4,7:14.0,,M. Plumlee misses free throw 2 of 2,90,102
357,4,7:11.0,Defensive rebound by T. Ariza,,90,102
358,4,7:02.0,H. Giles makes 2-pt dunk from 3 ft (assist by D. Fox),,92,102
359,4,6:44.0,,M. Beasley makes 2-pt layup from 3 ft,92,104
360,4,6:20.0,T. Ariza misses 3-pt jump shot from 23 ft,,92,104
361,4,6:17.0,,Defensive rebound by J. Murray,92,104
362,4,6:09.0,,M. Plumlee makes 2-pt layup from 3 ft (assist by J. Murray),92,106
363,4,6:09.0,Sacramento full timeout,,92,106
364,4,6:09.0,N. Bjelica enters the game for T. Ariza,,92,106
365,4,6:09.0,B. Bogdanović enters the game for H. Barnes,,92,106
366,4,6:09.0,,W. Barton enters the game for M. Beasley,92,106
367,4,6:09.0,,N. Jokić enters the game for M. Plumlee,92,106
368,4,5:57.0,Shooting foul by M. Porter (drawn by H. Giles),,92,106
369,4,5:57.0,H. Giles makes free throw 1 of 2,,93,106
370,4,5:57.0,H. Giles makes free throw 2 of 2,,94,106
371,4,5:41.0,,M. Porter misses 3-pt jump shot from 25 ft,94,106
372,4,5:37.0,,Offensive rebound by N. Jokić,94,106
373,4,5:36.0,,N. Jokić misses 2-pt layup from 2 ft,94,106
374,4,5:33.0,,Offensive rebound by N. Jokić,94,106
375,4,5:32.0,,N. Jokić makes 2-pt layup from 2 ft,94,108
376,4,5:26.0,N. Bjelica makes 3-pt jump shot from 26 ft (assist by B. Hield),,97,108
377,4,5:05.0,,Turnover by J. Murray (bad pass; steal by H. Giles),97,108
378,4,5:02.0,B. Hield makes 2-pt layup from 3 ft (assist by H. Giles),,99,108
379,4,5:01.0,,Denver full timeout,99,108
380,4,5:01.0,,M. Beasley enters the game for M. Porter,99,108
381,4,4:44.0,,Personal foul by B. Bogdanović (drawn by M. Beasley),99,108
