,QUARTER,TIME_REMAINING,BROOKLYN_ACTION,LA LAKERS_ACTION,BROOKLYN_SCORE,LA LAKERS_SCORE
374,4,6:57.0,S. Dinwiddie enters the game for C. Chiozza,,94,88
375,4,6:57.0,J. Harris enters the game for C. LeVert,,94,88
376,4,6:57.0,,A. Bradley enters the game for K. Caldwell-Pope,94,88
377,4,6:57.0,,A. Davis enters the game for L. James,94,88
378,4,6:57.0,,D. Green enters the game for K. Kuzma,94,88
379,4,6:44.0,T. Prince makes 3-pt jump shot from 26 ft (assist by S. Dinwiddie),,97,88
380,4,6:25.0,,Personal foul by T. Prince (drawn by A. Davis),97,88
381,4,6:22.0,,J. McGee misses 2-pt jump shot from 9 ft,97,88
382,4,6:20.0,,Offensive rebound by Team,97,88
383,4,6:18.0,,A. Davis misses 2-pt jump shot from 19 ft,97,88
384,4,6:15.0,Defensive rebound by S. Dinwiddie,,97,88
385,4,6:00.0,T. Prince misses 3-pt jump shot from 27 ft,,97,88
386,4,5:58.0,,Defensive rebound by A. Bradley,97,88
387,4,5:51.0,,Personal foul by T. Prince (drawn by A. Davis),97,88
388,4,5:51.0,,K. Caldwell-Pope enters the game for A. Caruso,97,88
389,4,5:51.0,,L. James enters the game for J. McGee,97,88
390,4,5:39.0,,L. James makes 3-pt jump shot from 27 ft,97,91
391,4,5:14.0,Shooting foul by A. Bradley (drawn by J. Allen),,97,91
392,4,5:14.0,J. Allen misses free throw 1 of 2,,97,91
393,4,5:14.0,Offensive rebound by Team,,97,91
394,4,5:14.0,W. Chandler enters the game for T. Luwawu-Cabarrot,,97,91
395,4,5:14.0,C. LeVert enters the game for T. Prince,,97,91
396,4,5:14.0,J. Allen misses free throw 2 of 2,,97,91
397,4,5:12.0,,Defensive rebound by L. James,97,91
398,4,5:03.0,,Turnover by L. James (traveling),97,91
399,4,5:03.0,D. Jordan enters the game for J. Allen,,97,91
400,4,4:57.0,Personal foul by A. Davis (drawn by S. Dinwiddie),,97,91
401,4,4:40.0,S. Dinwiddie misses 2-pt layup from 3 ft,,97,91
402,4,4:38.0,,Defensive rebound by L. James,97,91
403,4,4:26.0,,Personal foul by D. Jordan (drawn by L. James),97,91
404,4,4:26.0,,L. James misses free throw 1 of 2,97,91
405,4,4:26.0,,Offensive rebound by Team,97,91
406,4,4:26.0,,L. James makes free throw 2 of 2,97,92
407,4,4:16.0,Offensive foul by S. Dinwiddie (drawn by A. Bradley),,97,92
408,4,4:16.0,Turnover by S. Dinwiddie (offensive foul),,97,92
409,4,4:04.0,,A. Bradley misses 3-pt jump shot from 27 ft,97,92
410,4,4:01.0,,Offensive rebound by A. Davis,97,92
411,4,4:01.0,,A. Davis makes 2-pt layup from 1 ft,97,94
412,4,4:01.0,Brooklyn full timeout,,97,94
413,4,4:01.0,T. Prince enters the game for J. Harris,,97,94
414,4,3:48.0,Personal foul by K. Caldwell-Pope (drawn by C. LeVert),,97,94
415,4,3:35.0,C. LeVert makes 3-pt jump shot from 25 ft,,100,94
416,4,3:23.0,,A. Davis makes 3-pt jump shot from 26 ft (assist by L. James),100,97
417,4,3:23.0,,Shooting foul by D. Jordan (drawn by A. Davis),100,97
418,4,3:23.0,,Instant Replay (Request: Ruling Stands),100,97
419,4,3:23.0,,A. Davis misses free throw 1 of 1,100,97
420,4,3:20.0,Defensive rebound by W. Chandler,,100,97
421,4,3:06.0,C. LeVert misses 3-pt jump shot from 27 ft,,100,97
422,4,3:02.0,,Defensive rebound by A. Davis,100,97
423,4,2:48.0,,L. James misses 3-pt jump shot from 28 ft,100,97
424,4,2:43.0,Defensive rebound by T. Prince,,100,97
425,4,2:35.0,Offensive foul by S. Dinwiddie (drawn by D. Green),,100,97
426,4,2:35.0,Turnover by S. Dinwiddie (offensive foul),,100,97
427,4,2:35.0,Instant Replay (Request: Ruling Stands),,100,97
428,4,2:19.0,,A. Davis misses 2-pt jump shot from 20 ft,100,97
429,4,2:17.0,Defensive rebound by W. Chandler,,100,97
430,4,1:55.0,C. LeVert misses 3-pt jump shot from 26 ft,,100,97
431,4,1:51.0,,Defensive rebound by L. James,100,97
432,4,1:47.0,,L. James makes 2-pt layup from 2 ft,100,99
433,4,1:36.0,Personal foul by K. Caldwell-Pope (drawn by C. LeVert),,100,99
434,4,1:36.0,C. LeVert makes free throw 1 of 2,,101,99
435,4,1:36.0,C. LeVert makes free throw 2 of 2,,102,99
436,4,1:20.0,,D. Green misses 3-pt jump shot from 23 ft,102,99
437,4,1:17.0,Defensive rebound by W. Chandler,,102,99
438,4,0:57.0,S. Dinwiddie misses 2-pt layup from 4 ft,,102,99
439,4,0:54.0,Offensive rebound by D. Jordan,,102,99
440,4,0:54.0,D. Jordan misses 2-pt layup from 1 ft,,102,99
441,4,0:54.0,Offensive rebound by D. Jordan,,102,99
442,4,0:54.0,Personal foul by D. Green (drawn by D. Jordan),,102,99
443,4,0:54.0,D. Jordan misses free throw 1 of 2,,102,99
444,4,0:54.0,Offensive rebound by Team,,102,99
445,4,0:54.0,D. Jordan misses free throw 2 of 2,,102,99
446,4,0:52.0,,Defensive rebound by L. James,102,99
447,4,0:43.0,,A. Davis makes 3-pt jump shot from 25 ft (assist by L. James),102,102
448,4,0:42.0,Brooklyn full timeout,,102,102
449,4,0:42.0,J. Harris enters the game for W. Chandler,,102,102
450,4,0:28.0,S. Dinwiddie makes 2-pt jump shot from 18 ft,,104,102
451,4,0:28.0,,LA Lakers full timeout,104,102
452,4,0:28.0,W. Chandler enters the game for J. Harris,,104,102
453,4,0:09.0,,L. James misses 2-pt layup from 3 ft,104,102
454,4,0:05.0,,Offensive rebound by Team,104,102
455,4,0:04.0,,Instant Replay (Request: Ruling Stands),104,102
456,4,0:00.0,,A. Davis misses 3-pt jump shot from 26 ft,104,102
457,4,0:00.0,,Offensive rebound by Team,104,102
