,QUARTER,TIME_REMAINING,SAN ANTONIO_ACTION,MINNESOTA_ACTION,SAN ANTONIO_SCORE,MINNESOTA_SCORE
68,1,3:50.0,,A. Wiggins makes 2-pt jump shot from 8 ft,14,22
69,1,3:24.0,D. White misses 2-pt jump shot from 13 ft (block by A. Wiggins),,14,22
70,1,3:21.0,,Defensive rebound by J. Okogie,14,22
71,1,3:15.0,,Turnover by J. Okogie (out of bounds lost ball),14,22
72,1,2:58.0,R. Gay misses 2-pt jump shot from 4 ft,,14,22
73,1,2:54.0,,Defensive rebound by N. Vonleh,14,22
74,1,2:48.0,,Personal foul by R. Gay (drawn by J. Layman),14,22
75,1,2:48.0,,Minnesota full timeout,14,22
76,1,2:48.0,M. Belinelli enters the game for D. DeRozan,,14,22
77,1,2:48.0,,T. Graham enters the game for A. Wiggins,14,22
78,1,2:39.0,,Turnover by T. Graham (step out of bounds),14,22
79,1,2:26.0,R. Gay makes 2-pt dunk from 1 ft (assist by J. Poeltl),,16,22
80,1,2:14.0,,J. Layman makes 3-pt jump shot from 26 ft (assist by J. Okogie),16,25
81,1,1:51.0,P. Mills makes 2-pt jump shot from 16 ft,,18,25
82,1,1:44.0,,Personal foul by J. Poeltl (drawn by N. Vonleh),18,25
83,1,1:39.0,,J. Teague misses 3-pt jump shot from 25 ft,18,25
84,1,1:35.0,Defensive rebound by M. Belinelli,,18,25
85,1,1:31.0,Personal foul by J. Teague (drawn by M. Belinelli),,18,25
86,1,1:26.0,P. Mills makes 3-pt jump shot from 25 ft (assist by J. Poeltl),,21,25
87,1,1:26.0,Shooting foul by J. Okogie (drawn by P. Mills),,21,25
88,1,1:26.0,P. Mills makes free throw 1 of 1,,22,25
89,1,1:13.0,,N. Vonleh misses 2-pt hook shot from 7 ft,22,25
90,1,1:09.0,Defensive rebound by R. Gay,,22,25
91,1,1:03.0,D. White misses 2-pt jump shot from 13 ft,,22,25
92,1,0:58.0,Offensive rebound by R. Gay,,22,25
93,1,0:58.0,R. Gay misses 2-pt dunk at rim,,22,25
94,1,0:57.0,,Defensive rebound by J. Layman,22,25
95,1,0:49.0,,T. Graham misses 2-pt layup from 1 ft,22,25
96,1,0:48.0,Defensive rebound by R. Gay,,22,25
97,1,0:38.0,M. Belinelli misses 2-pt jump shot from 18 ft,,22,25
98,1,0:35.0,,Defensive rebound by T. Graham,22,25
99,1,0:30.0,,Shooting foul by D. White (drawn by N. Vonleh),22,25
100,1,0:30.0,,N. Vonleh makes free throw 1 of 2,22,26
101,1,0:30.0,,N. Vonleh misses free throw 2 of 2,22,26
102,1,0:28.0,Defensive rebound by D. White,,22,26
103,1,0:15.0,Personal foul by J. Okogie (drawn by R. Gay),,22,26
104,1,0:15.0,R. Gay makes free throw 1 of 2,,23,26
105,1,0:15.0,,K. Towns enters the game for T. Graham,23,26
106,1,0:15.0,,A. Wiggins enters the game for N. Vonleh,23,26
107,1,0:15.0,R. Gay makes free throw 2 of 2,,24,26
108,1,0:03.0,,J. Okogie misses 3-pt jump shot from 27 ft,24,26
109,1,0:00.0,Defensive rebound by J. Poeltl,,24,26
110,1,0:00.0,Turnover by J. Poeltl (bad pass; steal by A. Wiggins),,24,26
111,2,11:43.0,J. Poeltl makes 2-pt layup from 1 ft (assist by R. Gay),,26,26
112,2,11:22.0,,A. Wiggins makes 2-pt jump shot from 10 ft,26,28
113,2,11:07.0,P. Mills misses 2-pt layup from 2 ft,,26,28
114,2,11:04.0,Offensive rebound by J. Poeltl,,26,28
115,2,11:04.0,J. Poeltl makes 2-pt layup at rim,,28,28
116,2,10:53.0,,R. Covington makes 3-pt jump shot from 27 ft (assist by J. Teague),28,31
117,2,10:37.0,D. White makes 2-pt jump shot from 14 ft,,30,31
118,2,10:37.0,Shooting foul by J. Teague (drawn by D. White),,30,31
119,2,10:37.0,B. Forbes enters the game for P. Mills,,30,31
120,2,10:37.0,D. White makes free throw 1 of 1,,31,31
121,2,10:28.0,,A. Wiggins makes 2-pt layup from 2 ft,31,33
122,2,10:11.0,Shooting foul by J. Culver (drawn by J. Poeltl),,31,33
123,2,10:11.0,J. Poeltl makes free throw 1 of 2,,32,33
124,2,10:11.0,D. Murray enters the game for D. White,,32,33
125,2,10:11.0,J. Poeltl misses free throw 2 of 2,,32,33
126,2,10:09.0,,Defensive rebound by G. Dieng,32,33
127,2,10:00.0,,A. Wiggins misses 2-pt jump shot from 8 ft,32,33
128,2,9:56.0,,Offensive rebound by J. Teague,32,33
129,2,9:54.0,,A. Wiggins misses 3-pt jump shot from 23 ft,32,33
130,2,9:51.0,,Offensive rebound by G. Dieng,32,33
131,2,9:42.0,,G. Dieng misses 2-pt jump shot from 18 ft,32,33
132,2,9:39.0,Defensive rebound by D. Murray,,32,33
133,2,9:34.0,D. Murray misses 2-pt jump shot from 15 ft,,32,33
134,2,9:31.0,,Defensive rebound by A. Wiggins,32,33
135,2,9:20.0,,R. Covington makes 2-pt dunk from 1 ft (assist by A. Wiggins),32,35
136,2,9:02.0,M. Belinelli makes 2-pt jump shot from 20 ft,,34,35
137,2,8:53.0,,J. Teague makes 3-pt jump shot from 26 ft,34,38
138,2,8:53.0,San Antonio full timeout,,34,38
139,2,8:53.0,L. Aldridge enters the game for M. Belinelli,,34,38
140,2,8:53.0,D. DeRozan enters the game for R. Gay,,34,38
141,2,8:53.0,T. Lyles enters the game for J. Poeltl,,34,38
142,2,8:53.0,,J. Okogie enters the game for A. Wiggins,34,38
143,2,8:34.0,B. Forbes makes 3-pt jump shot from 26 ft (assist by T. Lyles),,37,38
144,2,8:13.0,,J. Teague makes 2-pt jump shot from 10 ft (assist by J. Culver),37,40
145,2,8:00.0,L. Aldridge makes 2-pt jump shot from 17 ft (assist by B. Forbes),,39,40
146,2,7:43.0,,Shooting foul by D. Murray (drawn by J. Teague),39,40
147,2,7:43.0,,J. Teague makes free throw 1 of 2,39,41
148,2,7:43.0,,K. Towns enters the game for G. Dieng,39,41
149,2,7:43.0,,J. Teague misses free throw 2 of 2,39,41
150,2,7:41.0,Defensive rebound by T. Lyles,,39,41
151,2,7:33.0,D. Murray misses 2-pt layup from 3 ft (block by J. Culver),,39,41
152,2,7:29.0,,Defensive rebound by K. Towns,39,41
153,2,7:26.0,,J. Culver makes 2-pt layup from 1 ft,39,43
154,2,7:21.0,Turnover by T. Lyles (bad pass; steal by J. Okogie),,39,43
155,2,7:16.0,,J. Okogie misses 2-pt jump shot from 4 ft,39,43
156,2,7:14.0,Defensive rebound by T. Lyles,,39,43
157,2,7:11.0,L. Aldridge makes 2-pt jump shot from 12 ft,,41,43
158,2,7:11.0,Shooting foul by K. Towns (drawn by L. Aldridge),,41,43
159,2,7:11.0,L. Aldridge makes free throw 1 of 1,,42,43
160,2,6:54.0,,J. Okogie misses 2-pt dunk at rim (block by D. DeRozan),42,43
161,2,6:51.0,Defensive rebound by D. DeRozan,,42,43
162,2,6:42.0,L. Aldridge misses 2-pt jump shot from 13 ft,,42,43
163,2,6:39.0,,Defensive rebound by J. Culver,42,43
164,2,6:30.0,,R. Covington misses 2-pt layup from 5 ft,42,43
165,2,6:27.0,Defensive rebound by T. Lyles,,42,43
166,2,6:19.0,D. DeRozan makes 2-pt jump shot from 10 ft,,44,43
167,2,6:19.0,,Minnesota full timeout,44,43
168,2,6:19.0,,J. Layman enters the game for J. Teague,44,43
169,2,6:07.0,,K. Towns makes 3-pt jump shot from 27 ft (assist by J. Culver),44,46
170,2,5:52.0,D. DeRozan makes 2-pt layup from 2 ft,,46,46
171,2,5:37.0,,J. Culver misses 2-pt jump shot from 8 ft,46,46
172,2,5:34.0,,Offensive rebound by K. Towns,46,46
173,2,5:34.0,,K. Towns makes 2-pt layup at rim,46,48
174,2,5:27.0,D. DeRozan makes 2-pt layup from 3 ft,,48,48
175,2,5:27.0,Shooting foul by J. Layman (drawn by D. DeRozan),,48,48
176,2,5:27.0,R. Gay enters the game for T. Lyles,,48,48
177,2,5:27.0,,T. Graham enters the game for R. Covington,48,48
178,2,5:27.0,,A. Wiggins enters the game for J. Culver,48,48
179,2,5:27.0,D. DeRozan makes free throw 1 of 1,,49,48
180,2,5:08.0,,Shooting foul by R. Gay (drawn by K. Towns),49,48
181,2,5:08.0,Technical foul by K. Towns,,49,48
182,2,5:08.0,,Technical foul by R. Gay,49,48
183,2,5:08.0,,K. Towns misses free throw 1 of 2,49,48
184,2,5:08.0,,Offensive rebound by Team,49,48
185,2,5:08.0,P. Mills enters the game for B. Forbes,,49,48
186,2,5:08.0,,K. Towns makes free throw 2 of 2,49,49
187,2,4:54.0,P. Mills misses 2-pt jump shot from 22 ft,,49,49
188,2,4:50.0,,Defensive rebound by A. Wiggins,49,49
189,2,4:40.0,,J. Okogie misses 2-pt layup from 1 ft,49,49
190,2,4:40.0,,Offensive rebound by J. Okogie,49,49
191,2,4:40.0,,Shooting foul by D. Murray (drawn by J. Okogie),49,49
192,2,4:40.0,,J. Okogie makes free throw 1 of 2,49,50
193,2,4:40.0,D. White enters the game for D. Murray,,49,50
194,2,4:40.0,,J. Okogie makes free throw 2 of 2,49,51
195,2,4:25.0,L. Aldridge makes 2-pt jump shot from 19 ft (assist by P. Mills),,51,51
196,2,4:14.0,,K. Towns makes 3-pt jump shot from 25 ft (assist by A. Wiggins),51,54
197,2,3:59.0,D. DeRozan misses 2-pt jump shot from 15 ft,,51,54
198,2,3:56.0,,Defensive rebound by J. Okogie,51,54
199,2,3:50.0,,A. Wiggins makes 3-pt jump shot from 26 ft (assist by J. Okogie),51,57
200,2,3:29.0,L. Aldridge misses 2-pt jump shot from 9 ft,,51,57
201,2,3:27.0,,Defensive rebound by J. Okogie,51,57
202,2,3:20.0,,Shooting foul by D. White (drawn by J. Okogie),51,57
203,2,3:20.0,,J. Okogie makes free throw 1 of 2,51,58
204,2,3:20.0,,J. Okogie makes free throw 2 of 2,51,59
205,2,3:07.0,D. DeRozan misses 2-pt jump shot from 8 ft,,51,59
206,2,3:04.0,,Defensive rebound by K. Towns,51,59
207,2,2:53.0,,A. Wiggins misses 2-pt jump shot from 15 ft,51,59
208,2,2:49.0,Defensive rebound by D. White,,51,59
209,2,2:45.0,Turnover by D. White (bad pass; steal by J. Layman),,51,59
210,2,2:40.0,,J. Layman misses 3-pt jump shot from 26 ft,51,59
211,2,2:36.0,Defensive rebound by R. Gay,,51,59
212,2,2:26.0,D. DeRozan makes 2-pt jump shot from 13 ft,,53,59
213,2,2:15.0,,K. Towns makes 3-pt jump shot from 24 ft (assist by J. Layman),53,62
214,2,1:58.0,L. Aldridge misses 3-pt jump shot from 25 ft,,53,62
215,2,1:56.0,,Defensive rebound by J. Okogie,53,62
216,2,1:49.0,,Turnover by A. Wiggins (traveling),53,62
217,2,1:34.0,P. Mills makes 2-pt jump shot from 18 ft,,55,62
218,2,1:21.0,,T. Graham misses 3-pt jump shot from 25 ft,55,62
219,2,1:16.0,Defensive rebound by R. Gay,,55,62
220,2,1:12.0,L. Aldridge makes 2-pt dunk at rim (assist by R. Gay),,57,62
221,2,0:57.0,,A. Wiggins makes 2-pt layup from 1 ft (assist by T. Graham),57,64
222,2,0:42.0,Shooting foul by K. Towns (drawn by P. Mills),,57,64
223,2,0:42.0,P. Mills makes free throw 1 of 2,,58,64
224,2,0:42.0,,R. Covington enters the game for T. Graham,58,64
225,2,0:42.0,P. Mills makes free throw 2 of 2,,59,64
226,2,0:32.0,,A. Wiggins misses 2-pt jump shot from 8 ft,59,64
227,2,0:32.0,,Offensive rebound by Team,59,64
228,2,0:32.0,Loose ball foul by D. White (drawn by K. Towns),,59,64
229,2,0:32.0,,K. Towns makes free throw 1 of 2,59,65
230,2,0:32.0,M. Belinelli enters the game for D. White,,59,65
231,2,0:32.0,,T. Graham enters the game for J. Okogie,59,65
232,2,0:32.0,,K. Towns makes free throw 2 of 2,59,66
233,2,0:23.0,P. Mills misses 2-pt jump shot from 20 ft,,59,66
234,2,0:19.0,,Defensive rebound by R. Covington,59,66
235,2,0:03.0,,K. Towns misses 3-pt jump shot from 25 ft,59,66
236,2,0:00.0,,Offensive rebound by A. Wiggins,59,66
237,2,0:00.0,,A. Wiggins misses 2-pt layup from 1 ft (block by L. Aldridge),59,66
238,2,0:00.0,Defensive rebound by R. Gay,,59,66
239,3,11:44.0,D. DeRozan misses 2-pt jump shot from 12 ft,,59,66
240,3,11:42.0,,Defensive rebound by R. Covington,59,66
241,3,11:42.0,,Turnover by R. Covington (traveling),59,66
242,3,11:42.0,Personal foul by R. Covington (drawn by D. DeRozan),,59,66
243,3,11:31.0,B. Forbes makes 2-pt layup from 7 ft (assist by L. Aldridge),,61,66
244,3,11:31.0,Shooting foul by A. Wiggins (drawn by B. Forbes),,61,66
245,3,11:31.0,B. Forbes makes free throw 1 of 1,,62,66
246,3,11:11.0,,A. Wiggins misses 2-pt jump shot from 11 ft,62,66
247,3,11:09.0,Defensive rebound by T. Lyles,,62,66
248,3,11:00.0,D. DeRozan misses 2-pt jump shot from 10 ft,,62,66
249,3,10:59.0,,Defensive rebound by Team,62,66
250,3,10:51.0,,Personal foul by B. Forbes (drawn by A. Wiggins),62,66
251,3,10:45.0,,Shooting foul by L. Aldridge (drawn by K. Towns),62,66
252,3,10:45.0,,K. Towns makes free throw 1 of 2,62,67
253,3,10:45.0,,K. Towns makes free throw 2 of 2,62,68
254,3,10:32.0,B. Forbes makes 3-pt jump shot from 25 ft (assist by D. DeRozan),,65,68
255,3,10:22.0,,Personal foul by D. DeRozan (drawn by R. Covington),65,68
256,3,10:15.0,,A. Wiggins misses 2-pt layup from 7 ft,65,68
257,3,10:13.0,Defensive rebound by L. Aldridge,,65,68
258,3,10:06.0,B. Forbes makes 2-pt jump shot from 20 ft,,67,68
259,3,9:53.0,,Turnover by K. Towns (bad pass; steal by T. Lyles),67,68
260,3,9:52.0,Personal take foul by R. Covington (drawn by D. Murray),,67,68
261,3,9:52.0,Instant Replay (Request: Ruling Stands),,67,68
262,3,9:44.0,D. DeRozan makes 2-pt jump shot from 11 ft,,69,68
263,3,9:44.0,Shooting foul by K. Towns (drawn by D. DeRozan),,69,68
264,3,9:44.0,D. DeRozan makes free throw 1 of 1,,70,68
265,3,9:40.0,,Minnesota full timeout,70,68
266,3,9:31.0,,Personal foul by D. Murray (drawn by K. Towns),70,68
267,3,9:24.0,,A. Wiggins misses 2-pt jump shot from 13 ft,70,68
268,3,9:21.0,Defensive rebound by T. Lyles,,70,68
269,3,9:12.0,L. Aldridge makes 2-pt jump shot from 20 ft (assist by D. DeRozan),,72,68
270,3,8:56.0,,J. Culver makes 2-pt dunk from 1 ft (assist by K. Towns),72,70
271,3,8:41.0,Personal foul by J. Culver (drawn by D. Murray),,72,70
272,3,8:41.0,D. Murray makes free throw 1 of 2,,73,70
273,3,8:41.0,D. Murray makes free throw 2 of 2,,74,70
274,3,8:34.0,,Personal foul by D. DeRozan (drawn by A. Wiggins),74,70
275,3,8:34.0,,K. Towns makes free throw 1 of 2,74,71
276,3,8:34.0,,K. Towns makes free throw 2 of 2,74,72
277,3,8:19.0,Turnover by T. Lyles (bad pass; steal by K. Towns),,74,72
278,3,8:12.0,,A. Wiggins makes 2-pt layup from 3 ft,74,74
279,3,8:02.0,D. Murray misses 2-pt jump shot from 18 ft,,74,74
280,3,8:00.0,,Defensive rebound by R. Covington,74,74
281,3,7:53.0,,J. Culver makes 2-pt layup from 2 ft (assist by A. Wiggins),74,76
282,3,7:52.0,San Antonio full timeout,,74,76
283,3,7:52.0,D. White enters the game for D. Murray,,74,76
284,3,7:52.0,,J. Layman enters the game for T. Graham,74,76
285,3,7:52.0,,J. Teague enters the game for A. Wiggins,74,76
286,3,7:37.0,L. Aldridge makes 2-pt layup from 1 ft (assist by D. White),,76,76
287,3,7:21.0,,K. Towns makes 2-pt layup from 2 ft (assist by J. Teague),76,78
288,3,7:08.0,L. Aldridge makes 2-pt jump shot from 20 ft (assist by D. White),,78,78
289,3,7:03.0,,Personal foul by L. Aldridge (drawn by K. Towns),78,78
290,3,7:03.0,,K. Towns makes free throw 1 of 2,78,79
291,3,7:03.0,,K. Towns misses free throw 2 of 2,78,79
292,3,7:01.0,Defensive rebound by D. DeRozan,,78,79
293,3,6:41.0,Turnover by D. White (lost ball; steal by J. Culver),,78,79
294,3,6:36.0,,J. Culver misses 2-pt layup from 1 ft,78,79
295,3,6:33.0,Defensive rebound by B. Forbes,,78,79
296,3,6:29.0,D. DeRozan makes 2-pt layup from 1 ft,,80,79
297,3,6:16.0,,J. Teague makes 2-pt layup from 1 ft,80,81
298,3,6:04.0,T. Lyles misses 2-pt jump shot from 18 ft,,80,81
299,3,6:01.0,Offensive rebound by L. Aldridge,,80,81
300,3,6:01.0,Personal foul by R. Covington (drawn by L. Aldridge),,80,81
301,3,6:01.0,L. Aldridge misses free throw 1 of 2,,80,81
302,3,6:01.0,Offensive rebound by Team,,80,81
303,3,6:01.0,R. Gay enters the game for T. Lyles,,80,81
304,3,6:01.0,,J. Okogie enters the game for R. Covington,80,81
305,3,6:01.0,L. Aldridge makes free throw 2 of 2,,81,81
306,3,5:52.0,,J. Teague makes 2-pt jump shot from 8 ft,81,83
307,3,5:32.0,D. DeRozan makes 2-pt jump shot from 17 ft (assist by D. White),,83,83
308,3,5:15.0,,K. Towns misses 2-pt hook shot from 6 ft,83,83
309,3,5:12.0,Defensive rebound by D. DeRozan,,83,83
310,3,5:07.0,B. Forbes misses 3-pt jump shot from 26 ft,,83,83
311,3,5:05.0,,Defensive rebound by J. Okogie,83,83
312,3,4:59.0,,J. Layman makes 2-pt layup from 1 ft (assist by J. Teague),83,85
313,3,4:41.0,Turnover by D. DeRozan (bad pass; steal by K. Towns),,83,85
314,3,4:41.0,,Personal foul by D. DeRozan (drawn by J. Teague),83,85
315,3,4:41.0,,Technical foul by D. DeRozan,83,85
316,3,4:41.0,,K. Towns makes technical free throw,83,86
317,3,4:41.0,,J. Teague makes free throw 1 of 2,83,87
318,3,4:41.0,P. Mills enters the game for B. Forbes,,83,87
319,3,4:41.0,,J. Teague makes free throw 2 of 2,83,88
320,3,4:30.0,D. White misses 2-pt layup from 6 ft,,83,88
321,3,4:27.0,,Defensive rebound by K. Towns,83,88
322,3,4:27.0,,A. Wiggins enters the game for J. Culver,83,88
323,3,4:21.0,,J. Layman makes 2-pt jump shot from 18 ft (assist by J. Teague),83,90
324,3,4:07.0,D. DeRozan makes 2-pt layup from 2 ft,,85,90
325,3,4:00.0,,J. Teague makes 2-pt jump shot from 6 ft,85,92
326,3,3:52.0,P. Mills misses 3-pt jump shot from 25 ft,,85,92
327,3,3:49.0,,Defensive rebound by K. Towns,85,92
328,3,3:45.0,,J. Teague misses 3-pt jump shot from 25 ft,85,92
329,3,3:43.0,,Offensive rebound by J. Layman,85,92
330,3,3:43.0,,J. Layman makes 2-pt layup at rim,85,94
331,3,3:43.0,San Antonio full timeout,,85,94
332,3,3:43.0,J. Poeltl enters the game for L. Aldridge,,85,94
333,3,3:43.0,,N. Vonleh enters the game for K. Towns,85,94
334,3,3:35.0,D. DeRozan makes 2-pt jump shot from 8 ft (assist by D. White),,87,94
335,3,3:11.0,,J. Okogie misses 2-pt layup from 2 ft,87,94
336,3,3:09.0,,Offensive rebound by J. Okogie,87,94
337,3,3:07.0,,J. Teague misses 3-pt jump shot from 25 ft,87,94
338,3,3:03.0,,Offensive rebound by J. Okogie,87,94
339,3,2:53.0,,Turnover by J. Teague (lost ball; steal by D. DeRozan),87,94
340,3,2:47.0,Shooting foul by J. Layman (drawn by R. Gay),,87,94
341,3,2:47.0,R. Gay makes free throw 1 of 2,,88,94
342,3,2:47.0,R. Gay makes free throw 2 of 2,,89,94
343,3,2:35.0,,A. Wiggins makes 3-pt jump shot from 23 ft (assist by J. Teague),89,97
344,3,2:20.0,D. White misses 2-pt layup from 3 ft,,89,97
345,3,2:19.0,Offensive rebound by J. Poeltl,,89,97
346,3,2:18.0,J. Poeltl misses 2-pt layup from 1 ft (block by N. Vonleh),,89,97
347,3,2:17.0,,Defensive rebound by J. Teague,89,97
348,3,2:05.0,,N. Vonleh makes 2-pt layup from 1 ft (assist by J. Teague),89,99
349,3,1:47.0,R. Gay makes 2-pt jump shot from 6 ft,,91,99
350,3,1:34.0,,J. Okogie misses 2-pt layup from 2 ft (block by R. Gay),91,99
351,3,1:31.0,Defensive rebound by D. DeRozan,,91,99
352,3,1:13.0,R. Gay makes 2-pt layup from 2 ft,,93,99
353,3,0:56.0,,J. Okogie makes 2-pt dunk from 1 ft (assist by A. Wiggins),93,101
354,3,0:45.0,J. Poeltl makes 2-pt layup from 4 ft (assist by D. DeRozan),,95,101
355,3,0:45.0,Shooting foul by N. Vonleh (drawn by J. Poeltl),,95,101
356,3,0:45.0,M. Belinelli enters the game for D. DeRozan,,95,101
357,3,0:45.0,J. Poeltl misses free throw 1 of 1,,95,101
358,3,0:43.0,,Defensive rebound by J. Okogie,95,101
359,3,0:34.0,,J. Layman makes 2-pt dunk at rim (assist by A. Wiggins),95,103
360,3,0:11.0,Turnover by J. Poeltl (lost ball; steal by J. Teague),,95,103
361,3,0:02.0,,A. Wiggins makes 3-pt jump shot from 25 ft,95,106
362,4,11:46.0,,Turnover by N. Vonleh (bad pass; steal by J. Poeltl),95,106
363,4,11:35.0,R. Gay misses 2-pt layup from 2 ft,,95,106
364,4,11:33.0,,Defensive rebound by N. Vonleh,95,106
365,4,11:21.0,,Personal foul by R. Gay (drawn by N. Vonleh),95,106
366,4,11:16.0,,Offensive foul by N. Vonleh (drawn by B. Forbes),95,106
367,4,11:16.0,,Turnover by N. Vonleh (offensive foul),95,106
368,4,11:00.0,R. Gay misses 2-pt jump shot from 13 ft,,95,106
369,4,10:57.0,Offensive rebound by R. Gay,,95,106
370,4,10:54.0,Turnover by B. Forbes (bad pass; steal by J. Layman),,95,106
371,4,10:54.0,,Shooting foul by R. Gay (drawn by J. Layman),95,106
372,4,10:54.0,,J. Layman misses free throw 1 of 2,95,106
373,4,10:54.0,,Offensive rebound by Team,95,106
374,4,10:54.0,L. Aldridge enters the game for R. Gay,,95,106
375,4,10:54.0,T. Lyles enters the game for J. Poeltl,,95,106
376,4,10:54.0,,K. Towns enters the game for N. Vonleh,95,106
377,4,10:54.0,,J. Layman makes free throw 2 of 2,95,107
378,4,10:39.0,P. Mills misses 3-pt jump shot from 25 ft,,95,107
379,4,10:35.0,,Defensive rebound by K. Towns,95,107
380,4,10:22.0,,T. Graham misses 3-pt jump shot from 26 ft,95,107
381,4,10:19.0,,Offensive rebound by A. Wiggins,95,107
382,4,10:10.0,,A. Wiggins misses 3-pt jump shot from 23 ft,95,107
383,4,10:07.0,,Offensive rebound by K. Towns,95,107
384,4,10:07.0,,Turnover by K. Towns (bad pass),95,107
