,QUARTER,TIME_REMAINING,HOUSTON_ACTION,CHARLOTTE_ACTION,HOUSTON_SCORE,CHARLOTTE_SCORE
391,4,2:40.0,,T. Rozier misses 2-pt layup from 2 ft,87,100
392,4,2:38.0,Defensive rebound by J. Green,,87,100
393,4,2:25.0,R. Covington makes 3-pt jump shot from 27 ft (assist by J. Harden),,90,100
394,4,2:01.0,,Personal foul by A. Rivers (drawn by C. Zeller),90,100
395,4,2:01.0,,C. Zeller misses free throw 1 of 2,90,100
396,4,2:01.0,,Offensive rebound by Team,90,100
397,4,2:01.0,,C. Zeller makes free throw 2 of 2,90,101
398,4,1:54.0,J. Green makes 2-pt layup from 3 ft (assist by J. Harden),,92,101
399,4,1:33.0,,D. Graham makes 2-pt jump shot from 6 ft,92,103
400,4,1:25.0,J. Harden misses 3-pt jump shot from 27 ft,,92,103
401,4,1:23.0,Offensive rebound by J. Green,,92,103
402,4,1:19.0,R. Covington misses 3-pt jump shot from 26 ft,,92,103
403,4,1:17.0,Offensive rebound by A. Rivers,,92,103
404,4,1:10.0,P. Tucker makes 3-pt jump shot from 23 ft (assist by J. Harden),,95,103
405,4,0:47.0,,D. Graham makes 3-pt jump shot from 25 ft (assist by C. Martin),95,106
406,4,0:38.0,J. Harden makes 2-pt layup from 5 ft,,97,106
407,4,0:25.0,,C. Zeller makes 2-pt dunk from 1 ft (assist by P. Washington),97,108
408,4,0:12.0,R. Covington makes 2-pt layup from 1 ft (assist by J. Harden),,99,108
