,QUARTER,TIME_REMAINING,SACRAMENTO_ACTION,DETROIT_ACTION,SACRAMENTO_SCORE,DETROIT_SCORE
54,1,6:14.0,Offensive rebound by D. Dedmon,,9,10
55,1,6:05.0,B. Hield makes 3-pt jump shot from 27 ft (assist by D. Dedmon),,12,10
56,1,5:59.0,,Detroit full timeout,12,10
57,1,5:59.0,,L. Galloway enters the game for T. Maker,12,10
58,1,5:59.0,,C. Wood enters the game for S. Mykhailiuk,12,10
59,1,5:46.0,,M. Morris misses 2-pt layup from 3 ft,12,10
60,1,5:44.0,Defensive rebound by D. Fox,,12,10
61,1,5:39.0,H. Barnes makes 2-pt layup from 3 ft (assist by B. Hield),,14,10
62,1,5:24.0,,D. Rose misses 2-pt layup from 3 ft (block by H. Barnes),14,10
63,1,5:20.0,Defensive rebound by H. Barnes,,14,10
64,1,5:05.0,D. Fox makes 2-pt dunk from 2 ft,,16,10
65,1,4:56.0,,C. Wood makes 2-pt dunk from 2 ft (assist by T. Snell),16,12
66,1,4:56.0,,Shooting foul by D. Dedmon (drawn by C. Wood),16,12
67,1,4:56.0,,R. Jackson enters the game for D. Rose,16,12
68,1,4:56.0,,C. Wood makes free throw 1 of 1,16,13
69,1,4:56.0,B. Bogdanović enters the game for D. Fox,,16,13
70,1,4:56.0,C. Joseph enters the game for B. Hield,,16,13
71,1,4:32.0,,Instant Replay (Request: Ruling Stands),16,13
72,1,4:32.0,Turnover by Team (shot clock),,16,13
73,1,4:12.0,,Shooting foul by N. Bjelica (drawn by C. Wood),16,13
74,1,4:12.0,,C. Wood misses free throw 1 of 2,16,13
75,1,4:12.0,,Offensive rebound by Team,16,13
76,1,4:12.0,,C. Wood makes free throw 2 of 2,16,14
77,1,4:12.0,,S. Doumbouya enters the game for M. Morris,16,14
78,1,4:00.0,B. Bogdanović misses 2-pt jump shot from 18 ft,,16,14
79,1,3:59.0,Offensive rebound by D. Dedmon,,16,14
80,1,3:58.0,D. Dedmon makes 2-pt jump shot from 9 ft,,18,14
81,1,3:43.0,,R. Jackson makes 2-pt jump shot from 10 ft,18,16
82,1,3:21.0,B. Bogdanović misses 2-pt layup from 5 ft,,18,16
83,1,3:16.0,,Defensive rebound by S. Doumbouya,18,16
84,1,3:16.0,,Turnover by S. Doumbouya (traveling),18,16
85,1,3:16.0,K. Bazemore enters the game for H. Barnes,,18,16
86,1,3:16.0,A. Tolliver enters the game for N. Bjelica,,18,16
87,1,3:08.0,Personal foul by L. Galloway (drawn by B. Bogdanović),,18,16
88,1,3:08.0,Sacramento full timeout,,18,16
89,1,3:08.0,H. Giles enters the game for D. Dedmon,,18,16
90,1,2:59.0,B. Bogdanović misses 2-pt jump shot from 13 ft,,18,16
91,1,2:57.0,,Defensive rebound by S. Doumbouya,18,16
92,1,2:42.0,,Personal foul by A. Tolliver (drawn by C. Wood),18,16
93,1,2:42.0,,C. Wood makes free throw 1 of 2,18,17
94,1,2:42.0,,C. Wood misses free throw 2 of 2,18,17
95,1,2:39.0,Defensive rebound by H. Giles,,18,17
96,1,2:27.0,A. Tolliver misses 3-pt jump shot from 26 ft,,18,17
97,1,2:25.0,Offensive rebound by H. Giles,,18,17
98,1,2:24.0,Turnover by H. Giles (bad pass; steal by L. Galloway),,18,17
99,1,2:12.0,,Turnover by C. Wood (3 sec),18,17
100,1,1:59.0,K. Bazemore makes 2-pt layup from 2 ft (assist by H. Giles),,20,17
101,1,1:36.0,,C. Wood makes 2-pt hook shot from 5 ft,20,19
102,1,1:24.0,H. Giles makes 2-pt dunk from 3 ft (assist by A. Tolliver),,22,19
103,1,1:17.0,,Shooting foul by B. Bogdanović (drawn by S. Doumbouya),22,19
104,1,1:17.0,,S. Doumbouya makes free throw 1 of 2,22,20
105,1,1:17.0,,S. Doumbouya makes free throw 2 of 2,22,21
106,1,1:05.0,B. Bogdanović makes 2-pt jump shot from 6 ft,,24,21
107,1,0:54.0,,R. Jackson misses 3-pt jump shot from 28 ft,24,21
108,1,0:51.0,Defensive rebound by C. Joseph,,24,21
109,1,0:50.0,B. Bogdanović makes 2-pt layup from 3 ft (assist by C. Joseph),,26,21
110,1,0:32.0,,R. Jackson makes 3-pt jump shot from 28 ft,26,24
111,1,0:27.0,Shooting foul by C. Wood (drawn by H. Giles),,26,24
112,1,0:27.0,H. Giles makes free throw 1 of 2,,27,24
113,1,0:27.0,H. Giles misses free throw 2 of 2,,27,24
114,1,0:23.0,,Defensive rebound by T. Snell,27,24
115,1,0:05.0,,C. Wood makes 2-pt layup from 3 ft (assist by R. Jackson),27,26
116,1,0:02.0,Turnover by B. Bogdanović (lost ball; steal by R. Jackson),,27,26
117,1,0:00.0,,R. Jackson misses 3-pt jump shot from 33 ft,27,26
118,1,0:00.0,,Offensive rebound by Team,27,26
119,2,11:45.0,,Personal foul by K. Bazemore (drawn by S. Mykhailiuk),27,26
120,2,11:33.0,,Turnover by D. Rose (bad pass; steal by H. Giles),27,26
121,2,11:17.0,C. Joseph makes 2-pt jump shot from 6 ft,,29,26
122,2,11:00.0,,Turnover by L. Galloway (lost ball; steal by K. Bazemore),29,26
123,2,10:46.0,K. Bazemore misses 2-pt jump shot from 18 ft,,29,26
124,2,10:42.0,,Defensive rebound by S. Doumbouya,29,26
125,2,10:35.0,,C. Wood makes 2-pt dunk from 3 ft (assist by D. Rose),29,28
126,2,10:35.0,,Shooting foul by H. Giles (drawn by C. Wood),29,28
127,2,10:35.0,,C. Wood makes free throw 1 of 1,29,29
128,2,10:22.0,B. Bogdanović makes 3-pt jump shot from 26 ft (assist by H. Giles),,32,29
129,2,10:11.0,,L. Galloway makes 2-pt jump shot from 12 ft (assist by D. Rose),32,31
130,2,9:50.0,K. Bazemore misses 3-pt jump shot from 26 ft,,32,31
131,2,9:44.0,,Defensive rebound by C. Wood,32,31
132,2,9:37.0,,Turnover by C. Wood (bad pass; steal by C. Joseph),32,31
133,2,9:28.0,A. Tolliver misses 3-pt jump shot from 26 ft,,32,31
134,2,9:24.0,,Defensive rebound by S. Doumbouya,32,31
135,2,9:20.0,,D. Rose makes 2-pt layup from 3 ft,32,33
136,2,9:10.0,Shooting foul by S. Mykhailiuk (drawn by C. Joseph),,32,33
137,2,9:10.0,C. Joseph makes free throw 1 of 2,,33,33
138,2,9:10.0,H. Barnes enters the game for B. Bogdanović,,33,33
139,2,9:10.0,D. Dedmon enters the game for H. Giles,,33,33
140,2,9:10.0,B. Hield enters the game for A. Tolliver,,33,33
141,2,9:10.0,,T. Maker enters the game for S. Doumbouya,33,33
142,2,9:10.0,,M. Morris enters the game for C. Wood,33,33
143,2,9:10.0,C. Joseph misses free throw 2 of 2,,33,33
144,2,9:07.0,,Defensive rebound by T. Maker,33,33
145,2,8:55.0,,Shooting foul by B. Hield (drawn by T. Maker),33,33
146,2,8:55.0,,T. Maker misses free throw 1 of 2,33,33
147,2,8:55.0,,Offensive rebound by Team,33,33
148,2,8:55.0,D. Fox enters the game for C. Joseph,,33,33
149,2,8:55.0,,T. Maker makes free throw 2 of 2,33,34
150,2,8:47.0,Shooting foul by D. Rose (drawn by D. Fox),,33,34
151,2,8:47.0,D. Fox makes free throw 1 of 2,,34,34
152,2,8:47.0,D. Fox makes free throw 2 of 2,,35,34
153,2,8:34.0,,D. Rose misses 2-pt layup from 3 ft,35,34
154,2,8:33.0,,Offensive rebound by T. Maker,35,34
155,2,8:31.0,,Shooting foul by B. Hield (drawn by T. Maker),35,34
156,2,8:31.0,,T. Maker makes free throw 1 of 2,35,35
157,2,8:31.0,,T. Maker makes free throw 2 of 2,35,36
158,2,8:11.0,D. Dedmon misses 2-pt hook shot from 6 ft,,35,36
159,2,8:09.0,,Defensive rebound by T. Maker,35,36
160,2,7:59.0,,Personal foul by K. Bazemore (drawn by S. Mykhailiuk),35,36
161,2,7:59.0,,S. Mykhailiuk makes free throw 1 of 2,35,37
162,2,7:59.0,N. Bjelica enters the game for K. Bazemore,,35,37
163,2,7:59.0,,R. Jackson enters the game for D. Rose,35,37
164,2,7:59.0,,S. Mykhailiuk makes free throw 2 of 2,35,38
165,2,7:47.0,D. Dedmon makes 2-pt dunk from 3 ft (assist by D. Fox),,37,38
166,2,7:37.0,,R. Jackson misses 3-pt jump shot from 27 ft,37,38
167,2,7:37.0,Defensive rebound by B. Hield,,37,38
168,2,7:15.0,D. Fox makes 2-pt jump shot from 9 ft (assist by N. Bjelica),,39,38
169,2,7:08.0,,Personal foul by D. Fox (drawn by M. Morris),39,38
170,2,7:08.0,,M. Morris makes free throw 1 of 2,39,39
171,2,7:08.0,,M. Morris makes free throw 2 of 2,39,40
172,2,6:50.0,H. Barnes misses 2-pt layup from 3 ft,,39,40
173,2,6:48.0,,Defensive rebound by T. Maker,39,40
174,2,6:38.0,,L. Galloway misses 3-pt jump shot from 24 ft,39,40
175,2,6:36.0,Defensive rebound by N. Bjelica,,39,40
176,2,6:32.0,D. Fox misses 2-pt layup from 3 ft,,39,40
177,2,6:27.0,Offensive rebound by D. Dedmon,,39,40
178,2,6:27.0,D. Dedmon misses 2-pt layup from 1 ft,,39,40
179,2,6:26.0,,Defensive rebound by T. Maker,39,40
180,2,6:22.0,,R. Jackson misses 2-pt layup from 3 ft,39,40
181,2,6:19.0,Defensive rebound by D. Dedmon,,39,40
182,2,6:16.0,N. Bjelica makes 2-pt jump shot from 8 ft,,41,40
183,2,6:16.0,Shooting foul by M. Morris (drawn by N. Bjelica),,41,40
184,2,6:16.0,,Detroit full timeout,41,40
185,2,6:16.0,,T. Snell enters the game for L. Galloway,41,40
186,2,6:16.0,N. Bjelica makes free throw 1 of 1,,42,40
187,2,5:54.0,,M. Morris makes 2-pt hook shot from 3 ft,42,42
188,2,5:40.0,N. Bjelica misses 2-pt jump shot from 5 ft,,42,42
189,2,5:38.0,,Defensive rebound by M. Morris,42,42
190,2,5:28.0,,M. Morris misses 3-pt jump shot from 27 ft,42,42
191,2,5:25.0,Defensive rebound by H. Barnes,,42,42
192,2,5:18.0,Personal foul by S. Mykhailiuk (drawn by H. Barnes),,42,42
193,2,5:13.0,B. Hield misses 3-pt jump shot from 25 ft,,42,42
194,2,5:13.0,,Defensive rebound by R. Jackson,42,42
195,2,5:05.0,,M. Morris misses 2-pt layup from 1 ft,42,42
196,2,5:03.0,Defensive rebound by B. Hield,,42,42
197,2,4:56.0,D. Dedmon misses 3-pt jump shot from 23 ft,,42,42
198,2,4:52.0,Offensive rebound by N. Bjelica,,42,42
199,2,4:52.0,N. Bjelica misses 2-pt layup from 1 ft,,42,42
200,2,4:51.0,,Defensive rebound by M. Morris,42,42
201,2,4:47.0,,R. Jackson makes 2-pt jump shot from 3 ft,42,44
202,2,4:30.0,D. Fox misses 3-pt jump shot from 26 ft,,42,44
203,2,4:25.0,,Defensive rebound by T. Snell,42,44
204,2,4:08.0,,R. Jackson makes 3-pt jump shot from 27 ft (assist by T. Maker),42,47
205,2,4:08.0,Sacramento full timeout,,42,47
206,2,4:08.0,B. Bogdanović enters the game for N. Bjelica,,42,47
207,2,4:08.0,,D. Rose enters the game for T. Maker,42,47
208,2,4:08.0,,C. Wood enters the game for S. Mykhailiuk,42,47
209,2,3:48.0,Turnover by B. Hield (out of bounds lost ball),,42,47
210,2,3:28.0,,M. Morris makes 3-pt jump shot from 23 ft (assist by D. Rose),42,50
211,2,3:10.0,B. Bogdanović misses 3-pt jump shot from 24 ft,,42,50
212,2,3:08.0,,Defensive rebound by M. Morris,42,50
213,2,3:00.0,,Shooting foul by D. Dedmon (drawn by C. Wood),42,50
214,2,3:00.0,,C. Wood makes free throw 1 of 2,42,51
215,2,3:00.0,N. Bjelica enters the game for D. Dedmon,,42,51
216,2,3:00.0,,C. Wood makes free throw 2 of 2,42,52
217,2,2:52.0,D. Fox makes 2-pt layup from 2 ft,,44,52
218,2,2:35.0,,R. Jackson makes 2-pt layup from 3 ft,44,54
219,2,2:24.0,B. Bogdanović misses 2-pt layup from 3 ft,,44,54
220,2,2:22.0,,Defensive rebound by R. Jackson,44,54
221,2,2:08.0,,D. Rose misses 2-pt layup from 3 ft,44,54
222,2,2:05.0,Defensive rebound by N. Bjelica,,44,54
223,2,1:57.0,N. Bjelica misses 3-pt jump shot from 25 ft,,44,54
224,2,1:54.0,,Defensive rebound by M. Morris,44,54
225,2,1:44.0,,M. Morris misses 3-pt jump shot from 27 ft,44,54
226,2,1:41.0,Defensive rebound by D. Fox,,44,54
227,2,1:27.0,B. Hield misses 3-pt jump shot from 25 ft,,44,54
228,2,1:24.0,,Defensive rebound by D. Rose,44,54
229,2,1:24.0,,Personal foul by N. Bjelica (drawn by D. Rose),44,54
230,2,1:24.0,,D. Rose makes free throw 1 of 2,44,55
231,2,1:24.0,K. Bazemore enters the game for B. Hield,,44,55
232,2,1:24.0,,S. Doumbouya enters the game for R. Jackson,44,55
233,2,1:24.0,,L. Galloway enters the game for M. Morris,44,55
234,2,1:24.0,,D. Rose misses free throw 2 of 2,44,55
235,2,1:21.0,Defensive rebound by H. Barnes,,44,55
236,2,1:04.0,H. Barnes makes 3-pt jump shot from 23 ft (assist by B. Bogdanović),,47,55
237,2,0:45.0,,L. Galloway misses 3-pt jump shot from 23 ft,47,55
238,2,0:42.0,Defensive rebound by K. Bazemore,,47,55
239,2,0:33.0,B. Bogdanović makes 3-pt jump shot from 25 ft (assist by D. Fox),,50,55
240,2,0:15.0,,D. Rose makes 2-pt layup from 2 ft,50,57
241,2,0:15.0,D. Dedmon enters the game for K. Bazemore,,50,57
242,2,0:15.0,B. Hield enters the game for N. Bjelica,,50,57
243,2,0:00.0,B. Hield misses 3-pt jump shot from 31 ft,,50,57
244,2,0:00.0,Offensive rebound by Team,,50,57
245,3,11:41.0,,S. Mykhailiuk makes 3-pt jump shot from 25 ft (assist by D. Rose),50,60
246,3,11:18.0,H. Barnes misses 2-pt layup from 3 ft,,50,60
247,3,11:16.0,,Defensive rebound by T. Maker,50,60
248,3,11:13.0,,M. Morris makes 3-pt jump shot from 26 ft (assist by D. Rose),50,63
249,3,10:52.0,N. Bjelica makes 2-pt hook shot from 3 ft,,52,63
250,3,10:29.0,,D. Rose misses 2-pt jump shot from 10 ft,52,63
251,3,10:25.0,Defensive rebound by B. Hield,,52,63
252,3,10:19.0,D. Dedmon makes 3-pt jump shot from 28 ft (assist by B. Hield),,55,63
253,3,9:57.0,,D. Rose misses 3-pt jump shot from 26 ft,55,63
254,3,9:55.0,Defensive rebound by H. Barnes,,55,63
255,3,9:45.0,N. Bjelica makes 3-pt jump shot from 27 ft (assist by B. Hield),,58,63
256,3,9:25.0,,D. Rose makes 2-pt layup from 2 ft,58,65
257,3,9:21.0,Shooting foul by D. Rose (drawn by D. Fox),,58,65
258,3,9:21.0,D. Fox misses free throw 1 of 2,,58,65
259,3,9:21.0,Offensive rebound by Team,,58,65
260,3,9:21.0,D. Fox makes free throw 2 of 2,,59,65
261,3,8:55.0,,M. Morris misses 2-pt jump shot from 11 ft,59,65
262,3,8:53.0,Defensive rebound by H. Barnes,,59,65
263,3,8:45.0,Turnover by N. Bjelica (bad pass; steal by T. Maker),,59,65
264,3,8:37.0,,T. Snell makes 3-pt jump shot from 26 ft (assist by D. Rose),59,68
265,3,8:19.0,D. Dedmon makes 2-pt dunk from 2 ft (assist by N. Bjelica),,61,68
266,3,8:13.0,,Personal foul by B. Hield (drawn by S. Mykhailiuk),61,68
267,3,8:05.0,,D. Rose makes 2-pt layup from 2 ft,61,70
268,3,8:05.0,,Shooting foul by D. Dedmon (drawn by D. Rose),61,70
269,3,8:05.0,,D. Rose makes free throw 1 of 1,61,71
270,3,7:46.0,H. Barnes makes 2-pt layup from 4 ft (assist by N. Bjelica),,63,71
271,3,7:22.0,,M. Morris misses 2-pt layup from 3 ft,63,71
272,3,7:20.0,Defensive rebound by D. Dedmon,,63,71
273,3,7:14.0,B. Hield misses 2-pt layup from 2 ft (block by T. Maker),,63,71
274,3,7:11.0,,Defensive rebound by M. Morris,63,71
275,3,7:05.0,,D. Rose makes 2-pt jump shot from 5 ft,63,73
276,3,7:05.0,Sacramento full timeout,,63,73
277,3,7:05.0,B. Bogdanović enters the game for N. Bjelica,,63,73
278,3,6:47.0,D. Fox misses 2-pt jump shot from 24 ft,,63,73
279,3,6:45.0,Offensive rebound by Team,,63,73
280,3,6:45.0,,Loose ball foul by T. Maker (drawn by D. Dedmon),63,73
281,3,6:34.0,H. Barnes misses 3-pt jump shot from 26 ft,,63,73
282,3,6:34.0,,Defensive rebound by T. Snell,63,73
283,3,6:20.0,,Offensive foul by M. Morris (drawn by D. Fox),63,73
284,3,6:20.0,,Turnover by M. Morris (offensive foul),63,73
285,3,5:58.0,D. Dedmon misses 3-pt jump shot from 27 ft,,63,73
286,3,5:55.0,,Defensive rebound by M. Morris,63,73
287,3,5:51.0,,Personal foul by B. Hield (drawn by D. Rose),63,73
288,3,5:51.0,K. Bazemore enters the game for D. Fox,,63,73
289,3,5:51.0,C. Joseph enters the game for B. Hield,,63,73
290,3,5:51.0,,S. Doumbouya enters the game for M. Morris,63,73
291,3,5:51.0,,L. Galloway enters the game for S. Mykhailiuk,63,73
292,3,5:37.0,,S. Doumbouya misses 3-pt jump shot from 23 ft,63,73
293,3,5:35.0,Defensive rebound by C. Joseph,,63,73
294,3,5:27.0,Shooting foul by T. Maker (drawn by H. Barnes),,63,73
295,3,5:27.0,H. Barnes misses free throw 1 of 2,,63,73
296,3,5:27.0,Offensive rebound by Team,,63,73
297,3,5:27.0,H. Barnes makes free throw 2 of 2,,64,73
298,3,5:12.0,,D. Rose misses 2-pt jump shot from 11 ft,64,73
299,3,5:10.0,Defensive rebound by K. Bazemore,,64,73
300,3,5:04.0,Turnover by K. Bazemore (lost ball; steal by L. Galloway),,64,73
301,3,5:00.0,,T. Maker misses 2-pt layup from 3 ft,64,73
302,3,4:52.0,Defensive rebound by D. Dedmon,,64,73
303,3,4:50.0,H. Barnes misses 2-pt layup from 3 ft,,64,73
304,3,4:48.0,,Defensive rebound by S. Doumbouya,64,73
305,3,4:44.0,,L. Galloway makes 3-pt jump shot from 23 ft (assist by D. Rose),64,76
306,3,4:29.0,B. Bogdanović makes 2-pt layup from 6 ft,,66,76
307,3,4:12.0,,L. Galloway misses 3-pt jump shot from 25 ft,66,76
308,3,4:10.0,Defensive rebound by D. Dedmon,,66,76
309,3,4:02.0,D. Dedmon makes 2-pt layup from 3 ft (assist by B. Bogdanović),,68,76
310,3,3:51.0,,D. Rose makes 2-pt layup from 2 ft,68,78
311,3,3:38.0,D. Dedmon misses 2-pt jump shot from 21 ft,,68,78
312,3,3:36.0,Offensive rebound by B. Bogdanović,,68,78
313,3,3:32.0,K. Bazemore makes 3-pt jump shot from 24 ft (assist by B. Bogdanović),,71,78
314,3,3:26.0,,Detroit full timeout,71,78
315,3,3:26.0,H. Giles enters the game for D. Dedmon,,71,78
316,3,3:26.0,,R. Jackson enters the game for T. Maker,71,78
317,3,3:26.0,,S. Mykhailiuk enters the game for D. Rose,71,78
318,3,3:26.0,,C. Wood enters the game for T. Snell,71,78
319,3,3:18.0,,S. Doumbouya misses 3-pt jump shot from 26 ft,71,78
320,3,3:16.0,,Offensive rebound by S. Mykhailiuk,71,78
321,3,3:14.0,,S. Mykhailiuk makes 2-pt layup from 3 ft,71,80
322,3,2:49.0,B. Bogdanović misses 3-pt jump shot from 23 ft,,71,80
323,3,2:47.0,,Defensive rebound by R. Jackson,71,80
324,3,2:45.0,,L. Galloway makes 2-pt layup from 2 ft (assist by R. Jackson),71,82
325,3,2:45.0,,Shooting foul by K. Bazemore (drawn by L. Galloway),71,82
326,3,2:45.0,,L. Galloway makes free throw 1 of 1,71,83
327,3,2:29.0,B. Bogdanović misses 3-pt jump shot from 27 ft,,71,83
328,3,2:27.0,,Defensive rebound by S. Doumbouya,71,83
329,3,2:20.0,,R. Jackson misses 3-pt jump shot from 25 ft,71,83
330,3,2:18.0,Defensive rebound by H. Giles,,71,83
331,3,2:06.0,H. Giles misses 2-pt jump shot from 11 ft,,71,83
332,3,2:01.0,,Defensive rebound by C. Wood,71,83
333,3,1:54.0,,Turnover by R. Jackson (bad pass),71,83
334,3,1:54.0,N. Bjelica enters the game for H. Barnes,,71,83
335,3,1:42.0,B. Bogdanović makes 2-pt jump shot from 7 ft (assist by H. Giles),,73,83
336,3,1:26.0,,Personal foul by C. Joseph (drawn by R. Jackson),73,83
337,3,1:26.0,,R. Jackson makes free throw 1 of 2,73,84
338,3,1:26.0,,R. Jackson makes free throw 2 of 2,73,85
339,3,1:01.0,Turnover by N. Bjelica (lost ball; steal by R. Jackson),,73,85
340,3,0:58.0,,Shooting foul by K. Bazemore (drawn by S. Mykhailiuk),73,85
341,3,0:58.0,,S. Mykhailiuk makes free throw 1 of 3,73,86
342,3,0:58.0,,S. Mykhailiuk makes free throw 2 of 3,73,87
343,3,0:58.0,,S. Mykhailiuk makes free throw 3 of 3,73,88
344,3,0:45.0,B. Bogdanović misses 3-pt jump shot from 27 ft,,73,88
345,3,0:43.0,Offensive rebound by K. Bazemore,,73,88
346,3,0:43.0,Shooting foul by S. Mykhailiuk (drawn by K. Bazemore),,73,88
347,3,0:43.0,K. Bazemore misses free throw 1 of 2,,73,88
348,3,0:43.0,Offensive rebound by Team,,73,88
349,3,0:43.0,K. Bazemore makes free throw 2 of 2,,74,88
350,3,0:32.0,,C. Wood makes 2-pt dunk from 2 ft (assist by R. Jackson),74,90
351,3,0:16.0,Shooting foul by S. Mykhailiuk (drawn by K. Bazemore),,74,90
352,3,0:16.0,K. Bazemore makes free throw 1 of 2,,75,90
353,3,0:16.0,H. Barnes enters the game for N. Bjelica,,75,90
354,3,0:16.0,D. Fox enters the game for H. Giles,,75,90
355,3,0:16.0,K. Bazemore misses free throw 2 of 2,,75,90
356,3,0:16.0,,Defensive rebound by C. Wood,75,90
357,3,0:00.0,,R. Jackson makes 3-pt jump shot from 26 ft,75,93
358,3,0:00.0,,Instant Replay (Request: Ruling Stands),75,93
359,4,11:48.0,Y. Ferrell makes 2-pt jump shot from 19 ft,,77,93
360,4,11:19.0,,L. Galloway misses 2-pt jump shot from 14 ft,77,93
361,4,11:16.0,Defensive rebound by H. Barnes,,77,93
362,4,11:10.0,N. Bjelica misses 2-pt layup from 6 ft,,77,93
363,4,11:09.0,Offensive rebound by N. Bjelica,,77,93
364,4,11:04.0,B. Bogdanović makes 3-pt jump shot from 27 ft (assist by N. Bjelica),,80,93
365,4,10:45.0,,L. Galloway misses 3-pt jump shot from 24 ft,80,93
366,4,10:42.0,Defensive rebound by N. Bjelica,,80,93
367,4,10:38.0,N. Bjelica misses 3-pt jump shot from 31 ft,,80,93
368,4,10:35.0,Offensive rebound by H. Barnes,,80,93
369,4,10:30.0,B. Bogdanović makes 2-pt layup from 3 ft,,82,93
370,4,10:30.0,,Detroit full timeout,82,93
371,4,10:30.0,,M. Morris enters the game for S. Doumbouya,82,93
372,4,10:15.0,,Shooting foul by N. Bjelica (drawn by D. Rose),82,93
373,4,10:15.0,,D. Rose makes free throw 1 of 2,82,94
374,4,10:15.0,,D. Rose makes free throw 2 of 2,82,95
375,4,10:10.0,Personal foul by T. Snell (drawn by B. Bogdanović),,82,95
376,4,10:01.0,N. Bjelica misses 3-pt jump shot from 25 ft,,82,95
377,4,9:59.0,,Defensive rebound by M. Morris,82,95
378,4,9:42.0,,T. Snell makes 3-pt jump shot from 24 ft (assist by D. Rose),82,98
379,4,9:17.0,B. Bogdanović misses 3-pt jump shot from 27 ft,,82,98
380,4,9:17.0,,Defensive rebound by D. Rose,82,98
381,4,9:03.0,,C. Wood makes 2-pt jump shot from 9 ft (assist by D. Rose),82,100
382,4,9:03.0,Sacramento full timeout,,82,100
383,4,9:03.0,D. Dedmon enters the game for N. Bjelica,,82,100
