,QUARTER,TIME_REMAINING,DENVER_ACTION,BROOKLYN_ACTION,DENVER_SCORE,BROOKLYN_SCORE
98,2,10:37.0,J. Grant misses 2-pt jump shot from 13 ft,,23,27
99,2,10:34.0,,Defensive rebound by G. Temple,23,27
100,2,10:28.0,,Personal foul by M. Morris (drawn by T. Pinson),23,27
101,2,10:20.0,,T. Pinson misses 3-pt jump shot from 25 ft,23,27
102,2,10:19.0,Defensive rebound by Team,,23,27
103,2,10:08.0,M. Morris makes 2-pt jump shot from 19 ft,,25,27
104,2,9:50.0,,D. Jordan makes 2-pt layup from 3 ft (assist by T. Pinson),25,29
105,2,9:37.0,J. Grant makes 3-pt jump shot from 26 ft (assist by M. Morris),,28,29
106,2,9:22.0,,Shooting foul by J. Grant (drawn by D. Nwaba),28,29
107,2,9:22.0,,D. Nwaba makes free throw 1 of 2,28,30
108,2,9:22.0,,D. Nwaba misses free throw 2 of 2,28,30
109,2,9:19.0,Defensive rebound by M. Plumlee,,28,30
110,2,9:10.0,M. Plumlee misses 3-pt jump shot from 26 ft,,28,30
111,2,9:08.0,,Defensive rebound by Team,28,30
112,2,8:58.0,,G. Temple misses 2-pt jump shot from 21 ft,28,30
113,2,8:56.0,Defensive rebound by J. Grant,,28,30
114,2,8:48.0,Shooting foul by T. Pinson (drawn by M. Morris),,28,30
115,2,8:48.0,M. Morris misses free throw 1 of 2,,28,30
116,2,8:48.0,Offensive rebound by Team,,28,30
117,2,8:48.0,M. Morris makes free throw 2 of 2,,29,30
118,2,8:30.0,,G. Temple misses 2-pt layup from 2 ft,29,30
119,2,8:28.0,,Offensive rebound by G. Temple,29,30
120,2,8:26.0,,G. Temple misses 3-pt jump shot from 23 ft (block by M. Plumlee),29,30
121,2,8:24.0,,Offensive rebound by G. Temple,29,30
122,2,8:24.0,,T. Pinson misses 2-pt layup from 4 ft (block by J. Grant),29,30
123,2,8:24.0,,Offensive rebound by Team,29,30
124,2,8:24.0,,Turnover by Team (shot clock),29,30
125,2,8:14.0,Turnover by J. Grant (out of bounds lost ball),,29,30
126,2,8:14.0,,S. Dinwiddie enters the game for D. Nwaba,29,30
127,2,8:14.0,,J. Harris enters the game for T. Pinson,29,30
128,2,8:14.0,,T. Prince enters the game for I. Shumpert,29,30
129,2,7:51.0,,T. Prince misses 2-pt layup from 12 ft,29,30
130,2,7:51.0,,Offensive rebound by Team,29,30
131,2,7:51.0,W. Barton enters the game for J. Hernangómez,,29,30
132,2,7:49.0,,Shooting foul by M. Morris (drawn by J. Harris),29,30
133,2,7:49.0,,J. Harris makes free throw 1 of 2,29,31
134,2,7:49.0,,J. Harris makes free throw 2 of 2,29,32
135,2,7:38.0,W. Barton misses 2-pt jump shot from 11 ft,,29,32
136,2,7:36.0,,Defensive rebound by T. Prince,29,32
137,2,7:28.0,,T. Prince misses 3-pt jump shot from 26 ft,29,32
138,2,7:25.0,Defensive rebound by J. Grant,,29,32
139,2,7:16.0,M. Morris misses 3-pt jump shot from 22 ft,,29,32
140,2,7:15.0,Offensive rebound by Team,,29,32
141,2,7:15.0,N. Jokić enters the game for J. Grant,,29,32
142,2,7:15.0,P. Millsap enters the game for M. Plumlee,,29,32
143,2,7:13.0,N. Jokić misses 2-pt jump shot from 13 ft,,29,32
144,2,7:10.0,,Defensive rebound by G. Temple,29,32
145,2,7:01.0,,J. Harris misses 2-pt layup from 2 ft,29,32
146,2,7:01.0,Defensive rebound by Team,,29,32
147,2,6:48.0,W. Barton makes 3-pt jump shot from 23 ft (assist by M. Morris),,32,32
148,2,6:45.0,,Brooklyn full timeout,32,32
149,2,6:45.0,G. Harris enters the game for M. Beasley,,32,32
150,2,6:45.0,J. Murray enters the game for M. Morris,,32,32
151,2,6:25.0,,G. Temple misses 3-pt jump shot from 27 ft,32,32
152,2,6:21.0,Defensive rebound by P. Millsap,,32,32
153,2,6:08.0,N. Jokić misses 3-pt jump shot from 27 ft,,32,32
154,2,6:04.0,,Defensive rebound by G. Temple,32,32
155,2,5:54.0,,Shooting foul by J. Murray (drawn by S. Dinwiddie),32,32
156,2,5:54.0,,S. Dinwiddie makes free throw 1 of 2,32,33
157,2,5:54.0,,J. Allen enters the game for D. Jordan,32,33
158,2,5:54.0,,S. Dinwiddie makes free throw 2 of 2,32,34
159,2,5:39.0,N. Jokić makes 2-pt hook shot from 4 ft (assist by W. Barton),,34,34
160,2,5:28.0,,S. Dinwiddie makes 2-pt layup from 2 ft,34,36
161,2,5:17.0,J. Murray misses 2-pt jump shot from 13 ft,,34,36
162,2,5:14.0,Offensive rebound by J. Murray,,34,36
163,2,5:07.0,G. Harris misses 3-pt jump shot from 28 ft,,34,36
164,2,5:04.0,,Defensive rebound by J. Allen,34,36
165,2,4:55.0,,Shooting foul by P. Millsap (drawn by J. Harris),34,36
166,2,4:55.0,,J. Harris makes free throw 1 of 3,34,37
167,2,4:55.0,,J. Harris makes free throw 2 of 3,34,38
168,2,4:55.0,,J. Harris makes free throw 3 of 3,34,39
169,2,4:45.0,Personal foul by S. Dinwiddie (drawn by N. Jokić),,34,39
170,2,4:43.0,Offensive foul by P. Millsap (drawn by T. Prince),,34,39
171,2,4:43.0,Turnover by P. Millsap (offensive foul),,34,39
172,2,4:33.0,,J. Allen makes 2-pt dunk from 1 ft (assist by T. Prince),34,41
173,2,4:33.0,Denver full timeout,,34,41
174,2,4:19.0,J. Murray makes 3-pt jump shot from 26 ft (assist by G. Harris),,37,41
175,2,4:00.0,,Turnover by T. Prince (traveling),37,41
176,2,4:00.0,,D. Musa enters the game for G. Temple,37,41
177,2,3:48.0,Turnover by G. Harris (traveling),,37,41
178,2,3:36.0,,D. Musa makes 3-pt jump shot from 25 ft (assist by S. Dinwiddie),37,44
179,2,3:17.0,N. Jokić makes 2-pt layup from 4 ft (assist by J. Murray),,39,44
180,2,3:06.0,,S. Dinwiddie misses 2-pt layup from 7 ft,39,44
181,2,3:04.0,,Offensive rebound by J. Allen,39,44
182,2,3:04.0,,J. Allen misses 2-pt layup from 1 ft,39,44
183,2,3:03.0,,Offensive rebound by J. Allen,39,44
184,2,2:59.0,,J. Allen misses 2-pt layup from 1 ft,39,44
185,2,2:54.0,,Offensive rebound by J. Allen,39,44
186,2,2:54.0,,J. Allen misses 2-pt layup from 1 ft,39,44
187,2,2:53.0,Defensive rebound by W. Barton,,39,44
188,2,2:48.0,Personal foul by J. Harris (drawn by P. Millsap),,39,44
189,2,2:48.0,P. Millsap makes free throw 1 of 2,,40,44
190,2,2:48.0,P. Millsap makes free throw 2 of 2,,41,44
191,2,2:47.0,,Technical foul by K. Atkinson,41,44
192,2,2:47.0,J. Murray makes technical free throw,,42,44
193,2,2:40.0,,Personal foul by G. Harris (drawn by J. Allen),42,44
194,2,2:40.0,,J. Allen makes free throw 1 of 2,42,45
195,2,2:40.0,,J. Allen makes free throw 2 of 2,42,46
196,2,2:23.0,P. Millsap misses 2-pt layup from 9 ft (block by T. Prince),,42,46
197,2,2:16.0,,Defensive rebound by Team,42,46
198,2,2:14.0,,S. Dinwiddie makes 2-pt layup from 1 ft,42,48
199,2,2:14.0,,Shooting foul by N. Jokić (drawn by S. Dinwiddie),42,48
200,2,2:14.0,J. Hernangómez enters the game for P. Millsap,,42,48
201,2,2:14.0,,S. Dinwiddie makes free throw 1 of 1,42,49
202,2,2:02.0,N. Jokić makes 2-pt layup from 2 ft,,44,49
203,2,1:52.0,,Turnover by J. Harris (bad pass),44,49
204,2,1:46.0,Personal foul by T. Prince (drawn by N. Jokić),,44,49
205,2,1:46.0,N. Jokić makes free throw 1 of 2,,45,49
206,2,1:46.0,N. Jokić makes free throw 2 of 2,,46,49
207,2,1:36.0,,J. Allen makes 2-pt dunk from 2 ft (assist by S. Dinwiddie),46,51
208,2,1:21.0,W. Barton makes 2-pt layup from 1 ft (assist by N. Jokić),,48,51
209,2,1:12.0,,J. Allen makes 2-pt hook shot from 4 ft (assist by S. Dinwiddie),48,53
210,2,1:02.0,N. Jokić makes 3-pt jump shot from 29 ft (assist by J. Murray),,51,53
211,2,0:54.0,,S. Dinwiddie misses 3-pt jump shot from 26 ft,51,53
212,2,0:53.0,Defensive rebound by Team,,51,53
213,2,0:45.0,Turnover by N. Jokić (bad pass; steal by T. Prince),,51,53
214,2,0:41.0,,J. Harris misses 3-pt jump shot from 25 ft,51,53
215,2,0:38.0,Defensive rebound by J. Hernangómez,,51,53
216,2,0:32.0,G. Harris misses 2-pt jump shot from 23 ft,,51,53
217,2,0:30.0,,Defensive rebound by D. Musa,51,53
218,2,0:15.0,,S. Dinwiddie misses 2-pt layup from 3 ft,51,53
219,2,0:13.0,Defensive rebound by N. Jokić,,51,53
220,2,0:00.0,J. Murray makes 3-pt jump shot from 29 ft,,54,53
221,2,0:00.0,Instant Replay (Request: Ruling Stands),,54,53
222,3,11:46.0,N. Jokić makes 2-pt jump shot from 16 ft,,56,53
223,3,11:22.0,,J. Allen makes 2-pt layup from 1 ft,56,55
224,3,11:03.0,G. Harris makes 3-pt jump shot from 22 ft (assist by P. Millsap),,59,55
225,3,10:43.0,,S. Dinwiddie makes 2-pt layup from 1 ft,59,57
226,3,10:29.0,N. Jokić misses 3-pt jump shot from 26 ft,,59,57
227,3,10:26.0,,Defensive rebound by S. Dinwiddie,59,57
228,3,10:23.0,,G. Temple makes 2-pt layup at rim (assist by S. Dinwiddie),59,59
229,3,10:06.0,J. Murray misses 2-pt jump shot from 11 ft,,59,59
230,3,10:04.0,,Defensive rebound by J. Allen,59,59
231,3,9:57.0,,J. Allen makes 2-pt layup from 2 ft (assist by T. Prince),59,61
232,3,9:35.0,P. Millsap makes 3-pt jump shot from 25 ft (assist by N. Jokić),,62,61
233,3,9:18.0,,J. Harris misses 2-pt layup from 7 ft (block by G. Harris),62,61
234,3,9:11.0,Defensive rebound by P. Millsap,,62,61
235,3,9:09.0,N. Jokić misses 3-pt jump shot from 26 ft,,62,61
236,3,9:06.0,,Defensive rebound by T. Prince,62,61
237,3,8:58.0,,S. Dinwiddie makes 2-pt jump shot from 5 ft,62,63
238,3,8:43.0,P. Millsap makes 2-pt layup from 1 ft (assist by N. Jokić),,64,63
239,3,8:31.0,,S. Dinwiddie makes 2-pt layup from 1 ft,64,65
240,3,8:29.0,Denver full timeout,,64,65
241,3,8:12.0,J. Murray makes 2-pt jump shot from 12 ft (assist by N. Jokić),,66,65
242,3,8:00.0,,T. Prince misses 2-pt layup from 4 ft (block by P. Millsap),66,65
243,3,8:00.0,,Offensive rebound by J. Allen,66,65
244,3,8:00.0,,Shooting foul by N. Jokić (drawn by J. Allen),66,65
245,3,8:00.0,,J. Allen misses free throw 1 of 2,66,65
246,3,8:00.0,,Offensive rebound by Team,66,65
247,3,8:00.0,,J. Allen makes free throw 2 of 2,66,66
248,3,7:47.0,Shooting foul by J. Harris (drawn by W. Barton),,66,66
249,3,7:47.0,W. Barton misses free throw 1 of 2,,66,66
250,3,7:47.0,Offensive rebound by Team,,66,66
251,3,7:47.0,W. Barton makes free throw 2 of 2,,67,66
252,3,7:31.0,,T. Prince makes 2-pt layup from 3 ft,67,68
253,3,7:31.0,,D. Musa enters the game for G. Temple,67,68
254,3,7:17.0,J. Murray misses 2-pt jump shot from 18 ft,,67,68
255,3,7:15.0,,Defensive rebound by J. Allen,67,68
256,3,7:01.0,,J. Harris makes 2-pt layup from 1 ft (assist by T. Prince),67,70
257,3,6:40.0,P. Millsap misses 2-pt jump shot from 13 ft,,67,70
258,3,6:37.0,,Defensive rebound by D. Musa,67,70
259,3,6:30.0,,S. Dinwiddie makes 2-pt layup from 2 ft,67,72
260,3,6:14.0,Turnover by N. Jokić (bad pass; steal by D. Musa),,67,72
261,3,6:05.0,,D. Musa misses 3-pt jump shot from 27 ft,67,72
262,3,6:01.0,,Offensive rebound by J. Harris,67,72
263,3,5:54.0,,Personal foul by G. Harris (drawn by S. Dinwiddie),67,72
264,3,5:50.0,,T. Prince misses 3-pt jump shot from 23 ft,67,72
265,3,5:48.0,Defensive rebound by G. Harris,,67,72
266,3,5:41.0,P. Millsap makes 2-pt layup from 2 ft (assist by G. Harris),,69,72
267,3,5:15.0,,J. Harris misses 2-pt jump shot from 20 ft,69,72
268,3,5:11.0,Defensive rebound by J. Murray,,69,72
269,3,5:02.0,N. Jokić misses 2-pt layup from 4 ft,,69,72
270,3,5:01.0,,Defensive rebound by T. Prince,69,72
271,3,4:55.0,,T. Prince misses 2-pt layup from 2 ft,69,72
272,3,4:53.0,,Offensive rebound by J. Allen,69,72
273,3,4:53.0,,J. Allen misses 2-pt layup at rim,69,72
274,3,4:53.0,,Offensive rebound by Team,69,72
275,3,4:53.0,Loose ball foul by G. Harris (drawn by T. Prince),,69,72
276,3,4:53.0,,Brooklyn full timeout,69,72
277,3,4:47.0,,Shooting foul by P. Millsap (drawn by J. Allen),69,72
278,3,4:47.0,,J. Allen misses free throw 1 of 2,69,72
279,3,4:47.0,,Offensive rebound by Team,69,72
280,3,4:47.0,,I. Shumpert enters the game for J. Harris,69,72
281,3,4:47.0,,J. Allen makes free throw 2 of 2,69,73
282,3,4:31.0,Personal foul by I. Shumpert (drawn by N. Jokić),,69,73
283,3,4:22.0,N. Jokić misses 2-pt layup from 2 ft,,69,73
284,3,4:21.0,Offensive rebound by N. Jokić,,69,73
285,3,4:19.0,G. Harris misses 3-pt jump shot from 23 ft,,69,73
286,3,4:16.0,Offensive rebound by G. Harris,,69,73
287,3,4:13.0,W. Barton misses 3-pt jump shot from 26 ft,,69,73
288,3,4:11.0,,Defensive rebound by J. Allen,69,73
289,3,4:05.0,,S. Dinwiddie misses 2-pt layup from 2 ft,69,73
290,3,4:01.0,Defensive rebound by G. Harris,,69,73
291,3,3:51.0,G. Harris misses 2-pt jump shot from 15 ft,,69,73
292,3,3:49.0,,Defensive rebound by T. Prince,69,73
293,3,3:32.0,,Turnover by J. Allen (out of bounds lost ball),69,73
294,3,3:32.0,J. Grant enters the game for W. Barton,,69,73
295,3,3:32.0,J. Hernangómez enters the game for P. Millsap,,69,73
296,3,3:32.0,,D. Jordan enters the game for J. Allen,69,73
297,3,3:32.0,,D. Nwaba enters the game for T. Prince,69,73
298,3,3:14.0,J. Grant misses 3-pt jump shot from 27 ft,,69,73
299,3,3:11.0,,Defensive rebound by D. Jordan,69,73
300,3,3:03.0,,D. Nwaba misses 3-pt jump shot from 24 ft,69,73
301,3,3:02.0,Defensive rebound by Team,,69,73
302,3,3:02.0,,Loose ball foul by S. Dinwiddie (drawn by G. Harris),69,73
303,3,3:02.0,,T. Pinson enters the game for S. Dinwiddie,69,73
304,3,3:02.0,,G. Temple enters the game for D. Musa,69,73
305,3,2:55.0,J. Murray misses 3-pt jump shot from 26 ft,,69,73
306,3,2:52.0,,Defensive rebound by D. Jordan,69,73
307,3,2:32.0,,G. Temple misses 2-pt jump shot from 7 ft,69,73
308,3,2:30.0,Defensive rebound by N. Jokić,,69,73
309,3,2:23.0,N. Jokić makes 3-pt jump shot from 27 ft (assist by J. Murray),,72,73
310,3,2:07.0,,D. Jordan makes 2-pt layup from 5 ft (assist by G. Temple),72,75
311,3,2:07.0,,Shooting foul by J. Hernangómez (drawn by D. Jordan),72,75
312,3,2:07.0,M. Beasley enters the game for G. Harris,,72,75
313,3,2:07.0,,D. Jordan makes free throw 1 of 1,72,76
314,3,1:54.0,J. Hernangómez misses 3-pt jump shot from 25 ft,,72,76
315,3,1:52.0,Offensive rebound by Team,,72,76
316,3,1:52.0,,Loose ball foul by D. Jordan (drawn by N. Jokić),72,76
317,3,1:52.0,,Technical foul by D. Jordan,72,76
318,3,1:52.0,J. Murray makes technical free throw,,73,76
319,3,1:46.0,J. Grant misses 3-pt jump shot from 27 ft,,73,76
320,3,1:42.0,,Defensive rebound by I. Shumpert,73,76
321,3,1:32.0,,D. Nwaba makes 2-pt layup from 2 ft (assist by I. Shumpert),73,78
322,3,1:21.0,N. Jokić misses 2-pt jump shot from 22 ft,,73,78
323,3,1:17.0,,Defensive rebound by D. Nwaba,73,78
324,3,1:13.0,,D. Nwaba makes 2-pt layup from 4 ft,73,80
325,3,0:58.0,Personal foul by D. Jordan (drawn by J. Murray),,73,80
326,3,0:58.0,J. Murray makes free throw 1 of 2,,74,80
327,3,0:58.0,M. Plumlee enters the game for N. Jokić,,74,80
328,3,0:58.0,J. Murray makes free throw 2 of 2,,75,80
329,3,0:41.0,,I. Shumpert misses 2-pt jump shot from 12 ft,75,80
330,3,0:38.0,Defensive rebound by J. Murray,,75,80
331,3,0:36.0,Denver full timeout,,75,80
332,3,0:35.0,Turnover by M. Plumlee (back court),,75,80
333,3,0:35.0,,S. Dinwiddie enters the game for D. Nwaba,75,80
334,3,0:35.0,,J. Harris enters the game for T. Pinson,75,80
335,3,0:31.0,,S. Dinwiddie makes 2-pt layup from 2 ft,75,82
336,3,0:11.0,M. Plumlee makes 2-pt jump shot from 15 ft,,77,82
337,3,0:00.0,,S. Dinwiddie misses 3-pt jump shot from 28 ft,77,82
338,3,0:00.0,,Offensive rebound by Team,77,82
339,4,11:47.0,,Turnover by D. Jordan (bad pass; steal by M. Morris),77,82
340,4,11:35.0,Offensive foul by M. Morris (drawn by T. Pinson),,77,82
341,4,11:35.0,Turnover by M. Morris (offensive foul),,77,82
342,4,11:22.0,,G. Temple misses 3-pt jump shot from 25 ft,77,82
343,4,11:19.0,Defensive rebound by J. Hernangómez,,77,82
344,4,11:10.0,J. Grant makes 3-pt jump shot from 24 ft (assist by M. Morris),,80,82
345,4,10:53.0,,Turnover by G. Temple (out of bounds lost ball),80,82
346,4,10:36.0,M. Plumlee misses 2-pt jump shot from 4 ft,,80,82
347,4,10:33.0,,Defensive rebound by T. Pinson,80,82
348,4,10:30.0,,D. Nwaba misses 2-pt layup from 4 ft (block by M. Plumlee),80,82
349,4,10:27.0,Defensive rebound by J. Hernangómez,,80,82
350,4,10:17.0,M. Morris misses 2-pt jump shot from 20 ft,,80,82
351,4,10:14.0,Offensive rebound by M. Plumlee,,80,82
352,4,10:14.0,J. Grant makes 3-pt jump shot from 25 ft (assist by M. Plumlee),,83,82
353,4,9:49.0,,G. Temple misses 3-pt jump shot from 27 ft,83,82
354,4,9:49.0,,Offensive rebound by Team,83,82
355,4,9:47.0,,G. Temple makes 3-pt jump shot from 23 ft (assist by I. Shumpert),83,85
356,4,9:26.0,M. Plumlee misses 2-pt jump shot from 16 ft,,83,85
357,4,9:24.0,Offensive rebound by M. Beasley,,83,85
358,4,9:23.0,M. Beasley misses 2-pt layup from 7 ft,,83,85
359,4,9:22.0,,Defensive rebound by D. Jordan,83,85
360,4,9:16.0,,D. Nwaba makes 2-pt dunk from 1 ft (assist by G. Temple),83,87
361,4,9:16.0,Denver full timeout,,83,87
362,4,9:02.0,M. Morris makes 3-pt jump shot from 26 ft (assist by M. Beasley),,86,87
363,4,8:38.0,,T. Pinson makes 2-pt layup from 2 ft,86,89
364,4,8:38.0,Violation by Team (def goaltending),,86,89
365,4,8:24.0,M. Morris makes 3-pt jump shot from 26 ft (assist by M. Plumlee),,89,89
366,4,7:57.0,,Turnover by Team (shot clock),89,89
367,4,7:57.0,,S. Dinwiddie enters the game for D. Nwaba,89,89
368,4,7:57.0,,J. Harris enters the game for T. Pinson,89,89
369,4,7:57.0,,T. Prince enters the game for G. Temple,89,89
370,4,7:43.0,J. Hernangómez misses 3-pt jump shot from 24 ft,,89,89
371,4,7:41.0,Offensive rebound by Team,,89,89
372,4,7:41.0,,Loose ball foul by T. Prince (drawn by M. Plumlee),89,89
373,4,7:35.0,M. Morris misses 2-pt jump shot from 12 ft,,89,89
374,4,7:32.0,,Defensive rebound by T. Prince,89,89
375,4,7:27.0,,Personal foul by M. Beasley (drawn by S. Dinwiddie),89,89
376,4,7:16.0,,S. Dinwiddie misses 2-pt jump shot from 13 ft,89,89
377,4,7:12.0,Defensive rebound by M. Beasley,,89,89
378,4,7:08.0,J. Grant makes 3-pt jump shot from 26 ft (assist by M. Beasley),,92,89
379,4,7:06.0,,Brooklyn full timeout,92,89
380,4,7:06.0,,J. Allen enters the game for D. Jordan,92,89
381,4,6:54.0,,Personal foul by J. Grant (drawn by J. Allen),92,89
382,4,6:49.0,,Offensive foul by S. Dinwiddie (drawn by M. Plumlee),92,89
383,4,6:49.0,,Turnover by S. Dinwiddie (offensive foul),92,89
384,4,6:37.0,M. Beasley misses 3-pt jump shot from 26 ft,,92,89
385,4,6:35.0,,Defensive rebound by J. Harris,92,89
386,4,6:25.0,,J. Allen misses 2-pt jump shot from 5 ft,92,89
