,QUARTER,TIME_REMAINING,INDIANA_ACTION,UTAH_ACTION,INDIANA_SCORE,UTAH_SCORE
113,2,9:04.0,,D. Mitchell makes 3-pt jump shot from 24 ft (assist by J. Clarkson),27,36
114,2,8:46.0,,Loose ball foul by T. Bradley (drawn by D. Sabonis),27,36
115,2,8:46.0,,M. Conley enters the game for T. Bradley,27,36
116,2,8:46.0,,R. Gobert enters the game for D. Mitchell,27,36
117,2,8:33.0,T. McConnell misses 2-pt jump shot from 10 ft,,27,36
118,2,8:30.0,,Defensive rebound by R. Gobert,27,36
119,2,8:13.0,,G. Niang makes 3-pt jump shot from 25 ft (assist by J. Ingles),27,39
120,2,7:57.0,A. Holiday misses 2-pt layup from 6 ft,,27,39
121,2,7:55.0,,Defensive rebound by R. Gobert,27,39
122,2,7:48.0,,Turnover by R. Gobert (bad pass),27,39
123,2,7:48.0,,B. Bogdanović enters the game for J. Ingles,27,39
124,2,7:36.0,D. McDermott misses 2-pt layup from 5 ft,,27,39
125,2,7:35.0,Offensive rebound by D. Sabonis,,27,39
126,2,7:33.0,A. Holiday misses 3-pt jump shot from 25 ft,,27,39
127,2,7:33.0,,Defensive rebound by R. Gobert,27,39
128,2,7:23.0,,B. Bogdanović misses 2-pt layup from 6 ft (block by J. Holiday),27,39
129,2,7:19.0,Defensive rebound by T. McConnell,,27,39
130,2,7:16.0,D. McDermott makes 3-pt jump shot from 23 ft (assist by T. McConnell),,30,39
131,2,7:02.0,,Utah full timeout,30,39
132,2,7:02.0,J. Lamb enters the game for A. Holiday,,30,39
133,2,7:02.0,T. Warren enters the game for J. Holiday,,30,39
134,2,7:02.0,,R. O'Neale enters the game for G. Niang,30,39
135,2,6:54.0,,B. Bogdanović makes 2-pt jump shot from 12 ft,30,41
136,2,6:54.0,,Shooting foul by T. Warren (drawn by B. Bogdanović),30,41
137,2,6:54.0,,B. Bogdanović makes free throw 1 of 1,30,42
138,2,6:41.0,T. McConnell makes 2-pt layup from 4 ft,,32,42
139,2,6:25.0,,R. Gobert makes 2-pt dunk from 2 ft (assist by M. Conley),32,44
140,2,6:12.0,Offensive foul by D. Sabonis (drawn by M. Conley),,32,44
141,2,6:12.0,Turnover by D. Sabonis (offensive foul),,32,44
142,2,6:12.0,M. Brogdon enters the game for T. McConnell,,32,44
143,2,6:05.0,,M. Conley makes 3-pt jump shot from 26 ft,32,47
144,2,5:54.0,D. McDermott misses 3-pt jump shot from 24 ft,,32,47
145,2,5:51.0,,Defensive rebound by R. Gobert,32,47
146,2,5:36.0,,M. Conley makes 2-pt jump shot from 20 ft,32,49
147,2,5:30.0,Indiana full timeout,,32,49
148,2,5:30.0,M. Turner enters the game for D. McDermott,,32,49
149,2,5:30.0,,D. Mitchell enters the game for J. Clarkson,32,49
150,2,5:14.0,M. Brogdon makes 2-pt jump shot from 16 ft,,34,49
151,2,4:57.0,,B. Bogdanović misses 3-pt jump shot from 25 ft,34,49
152,2,4:54.0,Defensive rebound by J. Lamb,,34,49
153,2,4:44.0,J. Lamb makes 2-pt jump shot from 21 ft (assist by M. Brogdon),,36,49
154,2,4:29.0,,Personal foul by J. Lamb (drawn by B. Bogdanović),36,49
155,2,4:29.0,,J. Ingles enters the game for M. Conley,36,49
156,2,4:21.0,,Turnover by B. Bogdanović (bad pass; steal by M. Turner),36,49
157,2,4:15.0,D. Sabonis makes 2-pt layup from 2 ft (assist by T. Warren),,38,49
158,2,4:01.0,,Shooting foul by M. Turner (drawn by B. Bogdanović),38,49
159,2,4:01.0,,B. Bogdanović makes free throw 1 of 2,38,50
160,2,4:01.0,,B. Bogdanović makes free throw 2 of 2,38,51
161,2,3:42.0,M. Brogdon misses 3-pt jump shot from 23 ft,,38,51
162,2,3:39.0,,Defensive rebound by B. Bogdanović,38,51
163,2,3:29.0,,D. Mitchell makes 2-pt jump shot from 16 ft,38,53
164,2,3:08.0,D. Sabonis misses 3-pt jump shot from 26 ft,,38,53
165,2,3:05.0,,Defensive rebound by B. Bogdanović,38,53
166,2,2:52.0,,B. Bogdanović misses 3-pt jump shot from 26 ft,38,53
167,2,2:48.0,Defensive rebound by M. Brogdon,,38,53
168,2,2:38.0,Def 3 sec tech foul by Team,,38,53
169,2,2:38.0,M. Brogdon makes technical free throw,,39,53
170,2,2:38.0,J. Holiday enters the game for D. Sabonis,,39,53
171,2,2:29.0,M. Brogdon misses 2-pt layup from 3 ft,,39,53
172,2,2:28.0,,Defensive rebound by J. Ingles,39,53
173,2,2:23.0,,Turnover by J. Ingles (bad pass; steal by J. Holiday),39,53
174,2,2:19.0,J. Holiday makes 2-pt dunk from 1 ft (assist by J. Lamb),,41,53
175,2,2:02.0,,D. Mitchell misses 2-pt layup from 3 ft,41,53
176,2,2:00.0,,Offensive rebound by R. Gobert,41,53
177,2,2:00.0,,R. Gobert misses 2-pt layup from 1 ft,41,53
178,2,1:59.0,Defensive rebound by M. Turner,,41,53
179,2,1:37.0,J. Lamb makes 3-pt jump shot from 24 ft,,44,53
180,2,1:15.0,,Personal foul by J. Lamb (drawn by R. O'Neale),44,53
181,2,1:10.0,,J. Ingles misses 3-pt jump shot from 26 ft,44,53
182,2,1:06.0,Defensive rebound by T. Warren,,44,53
183,2,0:52.0,M. Brogdon misses 3-pt jump shot from 25 ft,,44,53
184,2,0:50.0,,Defensive rebound by J. Ingles,44,53
185,2,0:30.0,,J. Ingles makes 3-pt jump shot from 25 ft (assist by R. Gobert),44,56
186,2,0:05.0,M. Turner misses 2-pt layup from 10 ft (block by D. Mitchell),,44,56
187,2,0:01.0,,Defensive rebound by B. Bogdanović,44,56
188,2,0:01.0,,Turnover by R. O'Neale (out of bounds lost ball),44,56
189,2,0:00.0,M. Turner misses 3-pt jump shot from 53 ft,,44,56
190,2,0:00.0,Offensive rebound by Team,,44,56
191,3,11:46.0,Offensive foul by J. Lamb (drawn by D. Mitchell),,44,56
192,3,11:46.0,Turnover by J. Lamb (offensive foul),,44,56
193,3,11:27.0,,Shooting foul by T. Warren (drawn by B. Bogdanović),44,56
194,3,11:27.0,,B. Bogdanović makes free throw 1 of 2,44,57
195,3,11:27.0,,B. Bogdanović makes free throw 2 of 2,44,58
196,3,11:11.0,D. Sabonis misses 2-pt hook shot from 6 ft,,44,58
197,3,11:09.0,,Defensive rebound by R. Gobert,44,58
198,3,10:48.0,,B. Bogdanović makes 3-pt jump shot from 23 ft (assist by J. Ingles),44,61
199,3,10:46.0,Indiana full timeout,,44,61
200,3,10:24.0,M. Brogdon misses 2-pt layup from 3 ft (block by R. Gobert),,44,61
201,3,10:22.0,,Defensive rebound by R. O'Neale,44,61
202,3,10:18.0,,D. Mitchell makes 2-pt layup from 2 ft (assist by R. O'Neale),44,63
203,3,10:02.0,D. Sabonis misses 2-pt layup from 2 ft,,44,63
204,3,10:00.0,,Defensive rebound by J. Ingles,44,63
205,3,9:44.0,,Turnover by D. Mitchell (bad pass; steal by M. Turner),44,63
206,3,9:43.0,Personal take foul by B. Bogdanović (drawn by M. Brogdon),,44,63
207,3,9:34.0,M. Brogdon misses 2-pt layup from 5 ft,,44,63
208,3,9:32.0,Offensive rebound by M. Brogdon,,44,63
209,3,9:30.0,J. Lamb misses 3-pt jump shot from 25 ft,,44,63
210,3,9:27.0,,Defensive rebound by R. O'Neale,44,63
211,3,9:07.0,,Turnover by D. Mitchell (lost ball; steal by J. Lamb),44,63
212,3,9:03.0,J. Lamb makes 2-pt layup from 2 ft (assist by M. Brogdon),,46,63
213,3,8:44.0,,Turnover by B. Bogdanović (bad pass; steal by M. Turner),46,63
214,3,8:30.0,J. Lamb makes 2-pt jump shot from 6 ft,,48,63
215,3,8:30.0,,Utah full timeout,48,63
216,3,8:11.0,,Shooting foul by D. Sabonis (drawn by R. Gobert),48,63
217,3,8:11.0,,R. Gobert makes free throw 1 of 2,48,64
218,3,8:11.0,,R. Gobert makes free throw 2 of 2,48,65
219,3,7:50.0,M. Turner misses 3-pt jump shot from 24 ft,,48,65
220,3,7:47.0,,Defensive rebound by R. O'Neale,48,65
221,3,7:41.0,,R. Gobert makes 2-pt dunk from 2 ft (assist by D. Mitchell),48,67
222,3,7:28.0,J. Lamb makes 2-pt jump shot from 20 ft,,50,67
223,3,7:12.0,,D. Mitchell misses 3-pt jump shot from 25 ft,50,67
224,3,7:09.0,Defensive rebound by M. Brogdon,,50,67
225,3,7:00.0,M. Brogdon misses 3-pt jump shot from 25 ft,,50,67
226,3,6:56.0,,Defensive rebound by R. Gobert,50,67
227,3,6:39.0,,R. O'Neale misses 3-pt jump shot from 24 ft,50,67
228,3,6:37.0,Defensive rebound by D. Sabonis,,50,67
229,3,6:25.0,M. Brogdon misses 2-pt layup from 4 ft,,50,67
230,3,6:24.0,,Defensive rebound by R. Gobert,50,67
231,3,6:08.0,,Turnover by J. Ingles (bad pass; steal by M. Turner),50,67
232,3,6:04.0,Personal foul by D. Mitchell (drawn by T. Warren),,50,67
233,3,6:04.0,,J. Clarkson enters the game for D. Mitchell,50,67
234,3,6:04.0,,G. Niang enters the game for R. O'Neale,50,67
235,3,5:55.0,J. Lamb misses 2-pt jump shot from 15 ft,,50,67
236,3,5:51.0,,Defensive rebound by R. Gobert,50,67
237,3,5:46.0,,B. Bogdanović misses 2-pt layup from 10 ft (block by J. Lamb),50,67
238,3,5:46.0,,Offensive rebound by Team,50,67
239,3,5:39.0,,R. Gobert misses 2-pt layup from 3 ft,50,67
240,3,5:35.0,,Offensive rebound by R. Gobert,50,67
241,3,5:35.0,,R. Gobert makes 2-pt dunk at rim,50,69
242,3,5:17.0,D. Sabonis misses 2-pt hook shot from 4 ft,,50,69
243,3,5:15.0,Offensive rebound by M. Turner,,50,69
244,3,5:12.0,M. Turner makes 2-pt jump shot from 7 ft,,52,69
245,3,4:54.0,,G. Niang misses 2-pt jump shot from 9 ft,52,69
246,3,4:52.0,Defensive rebound by J. Lamb,,52,69
247,3,4:45.0,M. Turner misses 3-pt jump shot from 25 ft,,52,69
248,3,4:42.0,,Defensive rebound by J. Ingles,52,69
249,3,4:33.0,,Turnover by J. Ingles (bad pass; steal by T. Warren),52,69
250,3,4:28.0,Turnover by D. Sabonis (bad pass; steal by G. Niang),,52,69
251,3,4:23.0,,B. Bogdanović makes 2-pt dunk from 1 ft (assist by J. Ingles),52,71
252,3,4:22.0,Indiana full timeout,,52,71
253,3,4:22.0,A. Holiday enters the game for J. Lamb,,52,71
254,3,4:22.0,J. Holiday enters the game for D. Sabonis,,52,71
255,3,4:22.0,D. McDermott enters the game for T. Warren,,52,71
256,3,4:22.0,,M. Conley enters the game for J. Ingles,52,71
257,3,4:05.0,A. Holiday misses 2-pt jump shot from 14 ft,,52,71
258,3,4:00.0,,Defensive rebound by R. Gobert,52,71
259,3,3:55.0,,B. Bogdanović misses 3-pt jump shot from 24 ft (block by J. Holiday),52,71
260,3,3:53.0,,Offensive rebound by Team,52,71
261,3,3:53.0,T. McConnell enters the game for M. Brogdon,,52,71
262,3,3:48.0,,M. Conley makes 3-pt jump shot from 25 ft,52,74
263,3,3:28.0,Shooting foul by B. Bogdanović (drawn by M. Turner),,52,74
264,3,3:28.0,M. Turner makes free throw 1 of 2,,53,74
265,3,3:28.0,,T. Bradley enters the game for R. Gobert,53,74
266,3,3:28.0,M. Turner misses free throw 2 of 2,,53,74
267,3,3:27.0,,Defensive rebound by T. Bradley,53,74
268,3,3:13.0,,Turnover by B. Bogdanović (bad pass; steal by M. Turner),53,74
269,3,3:09.0,Turnover by A. Holiday (out of bounds lost ball),,53,74
270,3,3:09.0,,R. O'Neale enters the game for G. Niang,53,74
271,3,2:53.0,,J. Clarkson makes 2-pt jump shot from 22 ft (assist by R. O'Neale),53,76
272,3,2:37.0,M. Turner makes 2-pt layup from 3 ft (assist by T. McConnell),,55,76
273,3,2:17.0,,Turnover by M. Conley (bad pass; steal by T. McConnell),55,76
274,3,2:11.0,A. Holiday misses 2-pt layup from 3 ft (block by T. Bradley),,55,76
275,3,2:07.0,Offensive rebound by M. Turner,,55,76
276,3,2:05.0,J. Holiday misses 3-pt jump shot from 23 ft,,55,76
277,3,2:04.0,,Defensive rebound by T. Bradley,55,76
278,3,1:55.0,,M. Conley makes 2-pt jump shot from 9 ft,55,78
279,3,1:36.0,J. Holiday misses 2-pt jump shot from 14 ft,,55,78
280,3,1:35.0,,Defensive rebound by J. Clarkson,55,78
281,3,1:25.0,,J. Clarkson misses 2-pt jump shot from 8 ft (block by J. Holiday),55,78
282,3,1:23.0,Defensive rebound by J. Holiday,,55,78
283,3,1:08.0,A. Holiday makes 3-pt jump shot from 25 ft (assist by T. McConnell),,58,78
284,3,0:51.0,,R. O'Neale misses 3-pt jump shot from 25 ft,58,78
285,3,0:47.0,Defensive rebound by M. Turner,,58,78
286,3,0:40.0,M. Turner makes 2-pt layup from 1 ft (assist by A. Holiday),,60,78
287,3,0:25.0,,M. Conley makes 2-pt jump shot from 23 ft,60,80
288,3,0:25.0,,Instant Replay (Request: Ruling Stands),60,80
289,3,0:06.0,M. Turner makes 3-pt jump shot from 25 ft (assist by T. McConnell),,63,80
290,3,0:00.0,,R. O'Neale misses 2-pt jump shot from 13 ft,63,80
291,3,0:00.0,,Offensive rebound by Team,63,80
292,4,11:38.0,,J. Clarkson misses 3-pt jump shot from 30 ft,63,80
293,4,11:35.0,,Offensive rebound by G. Niang,63,80
294,4,11:26.0,,J. Clarkson misses 2-pt jump shot from 11 ft,63,80
295,4,11:21.0,,Offensive rebound by T. Bradley,63,80
296,4,11:21.0,,T. Bradley makes 2-pt dunk at rim,63,82
297,4,11:10.0,D. McDermott misses 3-pt jump shot from 27 ft,,63,82
298,4,11:07.0,,Defensive rebound by D. Mitchell,63,82
299,4,11:02.0,,Turnover by D. Mitchell (out of bounds lost ball),63,82
300,4,10:48.0,T. McConnell makes 2-pt layup from 2 ft,,65,82
301,4,10:35.0,,Personal foul by A. Holiday (drawn by T. Bradley),65,82
302,4,10:30.0,,Personal foul by A. Holiday (drawn by D. Mitchell),65,82
303,4,10:23.0,,D. Mitchell misses 3-pt jump shot from 24 ft,65,82
304,4,10:21.0,Defensive rebound by D. Sabonis,,65,82
305,4,10:13.0,D. Sabonis misses 2-pt layup from 3 ft,,65,82
306,4,10:10.0,,Defensive rebound by J. Clarkson,65,82
307,4,10:04.0,,G. Niang makes 3-pt jump shot from 23 ft (assist by J. Clarkson),65,85
308,4,9:49.0,D. McDermott misses 2-pt layup from 3 ft,,65,85
309,4,9:49.0,Offensive rebound by Team,,65,85
310,4,9:49.0,Turnover by D. McDermott (traveling),,65,85
311,4,9:35.0,,Personal foul by D. McDermott (drawn by D. Mitchell),65,85
312,4,9:28.0,,Offensive foul by T. Bradley (drawn by A. Holiday),65,85
313,4,9:28.0,,Turnover by T. Bradley (offensive foul),65,85
314,4,9:28.0,,M. Conley enters the game for J. Ingles,65,85
315,4,9:27.0,D. McDermott misses 3-pt jump shot from 23 ft,,65,85
316,4,9:24.0,,Defensive rebound by T. Bradley,65,85
317,4,9:11.0,,M. Conley misses 2-pt jump shot from 10 ft,65,85
318,4,9:06.0,,Offensive rebound by T. Bradley,65,85
319,4,9:06.0,,T. Bradley makes 2-pt layup at rim,65,87
320,4,8:54.0,J. Holiday makes 3-pt jump shot from 26 ft (assist by D. Sabonis),,68,87
321,4,8:33.0,,D. Mitchell makes 2-pt jump shot from 19 ft,68,89
322,4,8:20.0,D. Sabonis misses 2-pt jump shot from 22 ft,,68,89
323,4,8:17.0,,Defensive rebound by D. Mitchell,68,89
324,4,8:14.0,,G. Niang misses 3-pt jump shot from 26 ft,68,89
325,4,8:11.0,Defensive rebound by Team,,68,89
326,4,8:11.0,,R. Gobert enters the game for T. Bradley,68,89
327,4,7:58.0,A. Holiday makes 3-pt jump shot from 23 ft (assist by T. McConnell),,71,89
328,4,7:46.0,,D. Mitchell makes 2-pt layup from 3 ft,71,91
329,4,7:36.0,A. Holiday misses 2-pt jump shot from 19 ft,,71,91
330,4,7:32.0,,Defensive rebound by R. Gobert,71,91
331,4,7:28.0,,D. Mitchell makes 2-pt jump shot from 6 ft,71,93
332,4,7:27.0,Indiana full timeout,,71,93
333,4,7:27.0,Technical foul by D. Mitchell,,71,93
334,4,7:27.0,G. Bitadze enters the game for A. Holiday,,71,93
335,4,7:27.0,E. Sumner enters the game for D. Sabonis,,71,93
336,4,7:27.0,,B. Bogdanović enters the game for J. Clarkson,71,93
337,4,7:27.0,,R. O'Neale enters the game for G. Niang,71,93
338,4,7:27.0,D. McDermott misses technical free throw,,71,93
339,4,7:27.0,Offensive rebound by Team,,71,93
340,4,7:15.0,G. Bitadze makes 2-pt jump shot from 8 ft (assist by D. McDermott),,73,93
341,4,7:01.0,,D. Mitchell makes 2-pt layup from 5 ft,73,95
342,4,7:01.0,,Shooting foul by J. Holiday (drawn by D. Mitchell),73,95
343,4,7:01.0,,D. Mitchell makes free throw 1 of 1,73,96
344,4,6:42.0,G. Bitadze misses 2-pt jump shot from 11 ft,,73,96
345,4,6:39.0,,Defensive rebound by R. O'Neale,73,96
346,4,6:28.0,,Turnover by M. Conley (bad pass; steal by J. Holiday),73,96
347,4,6:24.0,J. Holiday makes 2-pt layup from 3 ft (assist by E. Sumner),,75,96
348,4,6:10.0,,D. Mitchell misses 2-pt layup from 3 ft,75,96
349,4,6:06.0,,Offensive rebound by R. Gobert,75,96
350,4,6:06.0,,R. Gobert makes 2-pt dunk at rim,75,98
351,4,5:54.0,D. McDermott makes 2-pt layup from 2 ft (assist by T. McConnell),,77,98
352,4,5:38.0,,R. Gobert misses 2-pt layup from 7 ft (block by T. McConnell),77,98
353,4,5:35.0,Defensive rebound by T. McConnell,,77,98
354,4,5:33.0,J. Holiday makes 2-pt layup from 2 ft (assist by T. McConnell),,79,98
355,4,5:33.0,Shooting foul by R. O'Neale (drawn by J. Holiday),,79,98
356,4,5:33.0,J. Holiday misses free throw 1 of 1,,79,98
357,4,5:32.0,,Defensive rebound by Team,79,98
358,4,5:18.0,,D. Mitchell makes 3-pt jump shot from 26 ft (assist by R. Gobert),79,101
359,4,5:00.0,E. Sumner makes 2-pt hook shot from 5 ft (assist by T. McConnell),,81,101
360,4,4:41.0,,B. Bogdanović makes 2-pt jump shot from 10 ft,81,103
361,4,4:29.0,D. McDermott misses 3-pt jump shot from 25 ft,,81,103
362,4,4:27.0,,Defensive rebound by R. Gobert,81,103
363,4,4:25.0,,D. Mitchell misses 3-pt jump shot from 25 ft,81,103
364,4,4:22.0,,Offensive rebound by R. O'Neale,81,103
365,4,4:19.0,,Shooting foul by J. Holiday (drawn by R. Gobert),81,103
366,4,4:19.0,,R. Gobert makes free throw 1 of 2,81,104
367,4,4:19.0,J. Sampson enters the game for J. Holiday,,81,104
368,4,4:19.0,,J. Clarkson enters the game for B. Bogdanović,81,104
369,4,4:19.0,,J. Morgan enters the game for M. Conley,81,104
370,4,4:19.0,,E. Mudiay enters the game for D. Mitchell,81,104
371,4,4:19.0,,G. Niang enters the game for R. O'Neale,81,104
372,4,4:19.0,,R. Gobert makes free throw 2 of 2,81,105
373,4,4:07.0,T. McConnell makes 2-pt jump shot from 17 ft,,83,105
374,4,3:47.0,,R. Gobert makes 2-pt hook shot from 7 ft (assist by E. Mudiay),83,107
