,QUARTER,TIME_REMAINING,SAN ANTONIO_ACTION,TORONTO_ACTION,SAN ANTONIO_SCORE,TORONTO_SCORE
380,4,7:56.0,Defensive rebound by M. Belinelli,,83,87
381,4,7:44.0,P. Mills makes 3-pt jump shot from 26 ft (assist by M. Belinelli),,86,87
382,4,7:15.0,,K. Lowry misses 2-pt jump shot from 20 ft,86,87
383,4,7:13.0,Defensive rebound by M. Belinelli,,86,87
384,4,7:00.0,P. Mills misses 3-pt jump shot from 22 ft,,86,87
385,4,6:57.0,,Defensive rebound by K. Lowry,86,87
386,4,6:55.0,,N. Powell misses 2-pt layup from 1 ft (block by D. White),86,87
387,4,6:54.0,,Offensive rebound by Team,86,87
388,4,6:52.0,,K. Lowry misses 3-pt jump shot from 23 ft,86,87
389,4,6:49.0,Defensive rebound by M. Belinelli,,86,87
390,4,6:34.0,L. Aldridge makes 2-pt jump shot from 11 ft (assist by D. White),,88,87
391,4,6:04.0,,N. Powell misses 3-pt jump shot from 27 ft,88,87
392,4,5:59.0,Defensive rebound by D. DeRozan,,88,87
393,4,5:53.0,Personal foul by P. Siakam (drawn by D. DeRozan),,88,87
394,4,5:53.0,,O. Anunoby enters the game for P. McCaw,88,87
395,4,5:38.0,Turnover by L. Aldridge (bad pass; steal by N. Powell),,88,87
396,4,5:34.0,,Turnover by N. Powell (bad pass; steal by P. Mills),88,87
397,4,5:31.0,Shooting foul by P. Siakam (drawn by D. DeRozan),,88,87
398,4,5:31.0,D. DeRozan makes free throw 1 of 2,,89,87
399,4,5:31.0,D. DeRozan makes free throw 2 of 2,,90,87
400,4,5:16.0,,N. Powell makes 2-pt layup at rim (assist by K. Lowry),90,89
401,4,5:05.0,Shooting foul by P. Siakam (drawn by D. DeRozan),,90,89
402,4,5:05.0,D. DeRozan makes free throw 1 of 2,,91,89
403,4,5:05.0,D. DeRozan makes free throw 2 of 2,,92,89
404,4,4:44.0,,S. Ibaka makes 2-pt dunk from 1 ft (assist by P. Siakam),92,91
405,4,4:34.0,D. DeRozan makes 2-pt layup from 1 ft,,94,91
406,4,4:25.0,,S. Ibaka misses 3-pt jump shot from 27 ft,94,91
407,4,4:21.0,Defensive rebound by D. DeRozan,,94,91
408,4,4:09.0,D. White makes 2-pt layup from 1 ft,,96,91
409,4,3:54.0,,S. Ibaka misses 2-pt jump shot from 19 ft,96,91
410,4,3:51.0,Defensive rebound by M. Belinelli,,96,91
411,4,3:40.0,P. Mills misses 3-pt jump shot from 24 ft,,96,91
412,4,3:38.0,Offensive rebound by P. Mills,,96,91
413,4,3:35.0,P. Mills makes 2-pt layup from 1 ft,,98,91
414,4,3:35.0,,Toronto full timeout,98,91
415,4,3:23.0,,S. Ibaka misses 2-pt hook shot from 8 ft,98,91
416,4,3:20.0,Defensive rebound by D. White,,98,91
417,4,3:06.0,M. Belinelli misses 3-pt jump shot from 27 ft,,98,91
418,4,3:03.0,,Defensive rebound by S. Ibaka,98,91
419,4,2:54.0,,P. Siakam misses 2-pt layup from 2 ft,98,91
420,4,2:53.0,Defensive rebound by D. DeRozan,,98,91
421,4,2:37.0,D. White makes 2-pt jump shot from 15 ft,,100,91
422,4,2:20.0,,K. Lowry makes 3-pt jump shot from 27 ft (assist by P. Siakam),100,94
423,4,1:53.0,D. White misses 3-pt jump shot from 27 ft,,100,94
424,4,1:51.0,,Defensive rebound by S. Ibaka,100,94
425,4,1:43.0,,N. Powell makes 3-pt jump shot from 23 ft (assist by S. Ibaka),100,97
426,4,1:27.0,M. Belinelli misses 3-pt jump shot from 27 ft,,100,97
427,4,1:24.0,,Defensive rebound by P. Siakam,100,97
428,4,1:17.0,,S. Ibaka makes 3-pt jump shot from 26 ft (assist by K. Lowry),100,100
429,4,0:57.0,D. DeRozan misses 2-pt jump shot from 17 ft,,100,100
430,4,0:55.0,,Defensive rebound by P. Siakam,100,100
431,4,0:48.0,,Personal foul by D. White (drawn by K. Lowry),100,100
432,4,0:41.0,,Shooting foul by D. DeRozan (drawn by P. Siakam),100,100
433,4,0:41.0,,P. Siakam misses free throw 1 of 2,100,100
434,4,0:41.0,,Offensive rebound by Team,100,100
435,4,0:41.0,,P. Siakam makes free throw 2 of 2,100,101
436,4,0:28.0,M. Belinelli makes 3-pt jump shot from 27 ft (assist by D. DeRozan),,103,101
437,4,0:28.0,,Toronto full timeout,103,101
438,4,0:28.0,L. Walker enters the game for M. Belinelli,,103,101
439,4,0:19.0,,P. Siakam misses 2-pt layup from 2 ft,103,101
440,4,0:17.0,Defensive rebound by L. Walker,,103,101
441,4,0:09.0,Shooting foul by K. Lowry (drawn by D. DeRozan),,103,101
442,4,0:09.0,D. DeRozan makes free throw 1 of 2,,104,101
443,4,0:09.0,D. DeRozan makes free throw 2 of 2,,105,101
444,4,0:09.0,,Toronto full timeout,105,101
445,4,0:05.0,,K. Lowry makes 3-pt jump shot from 28 ft,105,104
446,4,0:04.0,San Antonio full timeout,,105,104
447,4,0:04.0,M. Belinelli enters the game for L. Walker,,105,104
448,4,0:04.0,,P. McCaw enters the game for S. Ibaka,105,104
449,4,0:04.0,Personal foul by O. Anunoby (drawn by L. Aldridge),,105,104
450,4,0:04.0,L. Aldridge misses free throw 1 of 2,,105,104
451,4,0:04.0,Offensive rebound by Team,,105,104
452,4,0:04.0,L. Walker enters the game for M. Belinelli,,105,104
453,4,0:04.0,,S. Ibaka enters the game for P. McCaw,105,104
454,4,0:04.0,L. Aldridge misses free throw 2 of 2,,105,104
455,4,0:02.0,,Defensive rebound by P. Siakam,105,104
456,4,0:00.0,,P. Siakam misses 3-pt jump shot from 34 ft,105,104
457,4,0:00.0,,Offensive rebound by Team,105,104
