,QUARTER,TIME_REMAINING,UTAH_ACTION,INDIANA_ACTION,UTAH_SCORE,INDIANA_SCORE
383,4,6:31.0,,D. Sabonis misses free throw 1 of 2,92,100
384,4,6:31.0,,Offensive rebound by Team,92,100
385,4,6:31.0,,D. Sabonis makes free throw 2 of 2,92,101
386,4,6:16.0,M. Conley misses 3-pt jump shot from 29 ft,,92,101
387,4,6:14.0,,Defensive rebound by D. Sabonis,92,101
388,4,6:05.0,,M. Brogdon makes 2-pt layup from 1 ft,92,103
389,4,5:54.0,D. Mitchell misses 2-pt jump shot from 22 ft,,92,103
390,4,5:51.0,,Defensive rebound by J. Lamb,92,103
391,4,5:45.0,,T. Warren makes 2-pt layup from 3 ft (assist by J. Lamb),92,105
392,4,5:45.0,Utah full timeout,,92,105
393,4,5:45.0,R. Gobert enters the game for J. Green,,92,105
394,4,5:45.0,J. Ingles enters the game for R. O'Neale,,92,105
395,4,5:45.0,,M. Turner enters the game for J. Holiday,92,105
396,4,5:36.0,Personal foul by T. Warren (drawn by R. Gobert),,92,105
397,4,5:36.0,R. Gobert misses free throw 1 of 2,,92,105
398,4,5:36.0,Offensive rebound by Team,,92,105
399,4,5:36.0,R. Gobert makes free throw 2 of 2,,93,105
400,4,5:21.0,,D. Sabonis makes 2-pt jump shot from 8 ft (assist by J. Lamb),93,107
401,4,5:13.0,Personal foul by T. Warren (drawn by B. Bogdanović),,93,107
402,4,5:13.0,B. Bogdanović makes free throw 1 of 2,,94,107
403,4,5:13.0,B. Bogdanović makes free throw 2 of 2,,95,107
404,4,4:55.0,,M. Turner makes 3-pt jump shot from 27 ft (assist by J. Lamb),95,110
405,4,4:33.0,M. Conley misses 2-pt layup from 4 ft (block by M. Turner),,95,110
406,4,4:30.0,,Defensive rebound by J. Lamb,95,110
407,4,4:17.0,,M. Brogdon misses 3-pt jump shot from 28 ft,95,110
408,4,4:13.0,,Offensive rebound by M. Brogdon,95,110
409,4,4:12.0,,T. Warren makes 2-pt layup from 2 ft (assist by M. Brogdon),95,112
410,4,4:11.0,Utah full timeout,,95,112
411,4,3:59.0,Turnover by B. Bogdanović (traveling),,95,112
412,4,3:46.0,,T. Warren makes 2-pt layup from 1 ft,95,114
413,4,3:36.0,D. Mitchell makes 2-pt jump shot from 2 ft,,97,114
414,4,3:15.0,,D. Sabonis misses 2-pt layup from 1 ft (block by R. Gobert),97,114
415,4,3:13.0,,Offensive rebound by D. Sabonis,97,114
416,4,3:13.0,,D. Sabonis makes 2-pt layup from 1 ft,97,116
417,4,3:13.0,Violation by Team (def goaltending),,97,116
418,4,2:58.0,Shooting foul by M. Brogdon (drawn by R. Gobert),,97,116
419,4,2:58.0,R. Gobert misses free throw 1 of 2,,97,116
420,4,2:58.0,Offensive rebound by Team,,97,116
421,4,2:58.0,D. Exum enters the game for B. Bogdanović,,97,116
422,4,2:58.0,J. Morgan enters the game for M. Conley,,97,116
423,4,2:58.0,G. Niang enters the game for J. Ingles,,97,116
424,4,2:58.0,M. Oni enters the game for D. Mitchell,,97,116
425,4,2:58.0,R. Gobert makes free throw 2 of 2,,98,116
426,4,2:57.0,,Personal take foul by G. Niang (drawn by M. Brogdon),98,116
427,4,2:57.0,T. Bradley enters the game for R. Gobert,,98,116
428,4,2:44.0,,T. Warren makes 2-pt layup from 1 ft,98,118
429,4,2:28.0,Turnover by G. Niang (bad pass),,98,118
430,4,2:12.0,,D. Sabonis misses 2-pt layup from 1 ft,98,118
431,4,2:10.0,,Offensive rebound by Team,98,118
432,4,2:10.0,,G. Bitadze enters the game for M. Brogdon,98,118
433,4,2:10.0,,A. Holiday enters the game for J. Lamb,98,118
434,4,2:10.0,,A. Johnson enters the game for D. Sabonis,98,118
435,4,2:10.0,,T. Leaf enters the game for M. Turner,98,118
436,4,2:10.0,,T. McConnell enters the game for T. Warren,98,118
437,4,1:58.0,,T. Leaf misses 2-pt jump shot from 13 ft,98,118
438,4,1:55.0,,Offensive rebound by G. Bitadze,98,118
439,4,1:55.0,,G. Bitadze misses 2-pt layup from 1 ft,98,118
440,4,1:55.0,,Offensive rebound by T. Leaf,98,118
441,4,1:54.0,,T. Leaf makes 2-pt jump shot from 2 ft,98,120
442,4,1:43.0,T. Bradley makes 2-pt dunk from 3 ft (assist by D. Exum),,100,120
443,4,1:27.0,,A. Johnson misses 2-pt jump shot from 6 ft,100,120
444,4,1:25.0,Defensive rebound by D. Exum,,100,120
445,4,1:21.0,G. Niang makes 2-pt layup from 1 ft (assist by D. Exum),,102,120
446,4,1:09.0,,G. Bitadze misses 2-pt jump shot from 10 ft,102,120
447,4,1:06.0,Defensive rebound by J. Morgan,,102,120
448,4,1:01.0,Turnover by M. Oni (bad pass; steal by A. Holiday),,102,120
449,4,0:45.0,,T. McConnell misses 2-pt jump shot from 5 ft,102,120
450,4,0:42.0,Defensive rebound by D. Exum,,102,120
451,4,0:39.0,Turnover by D. Exum (bad pass; steal by T. Leaf),,102,120
452,4,0:33.0,,A. Holiday misses 2-pt layup from 5 ft,102,120
453,4,0:32.0,,Offensive rebound by G. Bitadze,102,120
454,4,0:31.0,,Shooting foul by J. Morgan (drawn by G. Bitadze),102,120
455,4,0:31.0,,G. Bitadze misses free throw 1 of 2,102,120
456,4,0:31.0,,Offensive rebound by Team,102,120
457,4,0:31.0,,G. Bitadze makes free throw 2 of 2,102,121
458,4,0:16.0,G. Niang misses 3-pt jump shot from 26 ft,,102,121
459,4,0:13.0,,Defensive rebound by G. Bitadze,102,121
