,QUARTER,TIME_REMAINING,PORTLAND_ACTION,INDIANA_ACTION,PORTLAND_SCORE,INDIANA_SCORE
34,1,6:33.0,,D. Sabonis makes 2-pt layup from 1 ft (assist by V. Oladipo),7,13
35,1,6:32.0,Portland full timeout,,7,13
36,1,6:16.0,C. Anthony makes 2-pt jump shot from 13 ft,,9,13
37,1,6:02.0,,V. Oladipo misses 3-pt jump shot from 28 ft,9,13
38,1,5:59.0,Defensive rebound by H. Whiteside,,9,13
39,1,5:52.0,H. Whiteside makes 2-pt dunk from 1 ft (assist by C. McCollum),,11,13
40,1,5:40.0,,M. Turner misses 3-pt jump shot from 28 ft,11,13
41,1,5:36.0,Defensive rebound by G. Trent,,11,13
42,1,5:28.0,Offensive foul by C. Anthony (drawn by M. Turner),,11,13
43,1,5:28.0,Turnover by C. Anthony (offensive foul),,11,13
44,1,5:13.0,,D. Sabonis makes 2-pt layup at rim,11,15
45,1,4:52.0,Shooting foul by D. Sabonis (drawn by C. Anthony),,11,15
46,1,4:52.0,C. Anthony makes free throw 1 of 2,,12,15
47,1,4:52.0,,J. Holiday enters the game for D. Sabonis,12,15
48,1,4:52.0,C. Anthony makes free throw 2 of 2,,13,15
49,1,4:43.0,,T. Warren misses 2-pt layup from 2 ft,13,15
50,1,4:41.0,Defensive rebound by H. Whiteside,,13,15
51,1,4:38.0,C. McCollum misses 3-pt jump shot from 27 ft,,13,15
52,1,4:35.0,,Defensive rebound by V. Oladipo,13,15
53,1,4:17.0,,M. Turner makes 2-pt layup from 4 ft (assist by M. Brogdon),13,17
54,1,4:04.0,Shooting foul by M. Turner (drawn by G. Trent),,13,17
55,1,4:04.0,G. Trent misses free throw 1 of 2,,13,17
56,1,4:04.0,Offensive rebound by Team,,13,17
57,1,4:04.0,A. Simons enters the game for T. Ariza,,13,17
58,1,4:04.0,,T. McConnell enters the game for V. Oladipo,13,17
59,1,4:04.0,G. Trent makes free throw 2 of 2,,14,17
60,1,3:55.0,,Turnover by T. Warren (lost ball; steal by A. Simons),14,17
61,1,3:49.0,A. Simons makes 2-pt jump shot from 17 ft,,16,17
62,1,3:34.0,,T. McConnell makes 2-pt jump shot from 11 ft,16,19
63,1,3:22.0,G. Trent misses 3-pt jump shot from 28 ft,,16,19
64,1,3:18.0,,Defensive rebound by T. Warren,16,19
65,1,3:08.0,,M. Brogdon makes 2-pt jump shot from 7 ft,16,21
66,1,2:55.0,C. McCollum misses 2-pt jump shot from 7 ft,,16,21
67,1,2:52.0,Offensive rebound by H. Whiteside,,16,21
68,1,2:52.0,H. Whiteside makes 2-pt layup at rim,,18,21
69,1,2:47.0,,Indiana full timeout,18,21
70,1,2:47.0,W. Gabriel enters the game for C. Anthony,,18,21
71,1,2:47.0,N. Little enters the game for G. Trent,,18,21
72,1,2:47.0,C. Swanigan enters the game for H. Whiteside,,18,21
73,1,2:47.0,,G. Bitadze enters the game for M. Brogdon,18,21
74,1,2:47.0,,D. McDermott enters the game for M. Turner,18,21
75,1,2:37.0,,T. Warren makes 2-pt jump shot from 9 ft,18,23
76,1,2:24.0,Turnover by W. Gabriel (traveling),,18,23
77,1,2:12.0,,G. Bitadze makes 2-pt jump shot from 9 ft (assist by T. McConnell),18,25
78,1,1:55.0,Shooting foul by T. Warren (drawn by C. McCollum),,18,25
79,1,1:55.0,C. McCollum makes free throw 1 of 2,,19,25
80,1,1:55.0,C. McCollum makes free throw 2 of 2,,20,25
81,1,1:44.0,,G. Bitadze misses 3-pt jump shot from 28 ft,20,25
82,1,1:41.0,Defensive rebound by N. Little,,20,25
83,1,1:34.0,C. McCollum misses 2-pt layup from 4 ft,,20,25
84,1,1:32.0,,Defensive rebound by D. McDermott,20,25
85,1,1:25.0,,J. Holiday makes 3-pt jump shot from 26 ft (assist by T. McConnell),20,28
86,1,1:08.0,C. McCollum makes 2-pt layup from 1 ft,,22,28
87,1,0:55.0,,T. Warren misses 2-pt jump shot from 9 ft,22,28
88,1,0:52.0,Defensive rebound by C. Swanigan,,22,28
89,1,0:34.0,C. McCollum misses 2-pt jump shot from 5 ft (block by G. Bitadze),,22,28
90,1,0:30.0,Offensive rebound by C. McCollum,,22,28
91,1,0:30.0,C. McCollum misses 2-pt layup at rim,,22,28
92,1,0:27.0,Offensive rebound by C. Swanigan,,22,28
93,1,0:23.0,Shooting foul by J. Holiday (drawn by W. Gabriel),,22,28
94,1,0:23.0,W. Gabriel makes free throw 1 of 2,,23,28
95,1,0:23.0,G. Trent enters the game for C. McCollum,,23,28
96,1,0:23.0,W. Gabriel makes free throw 2 of 2,,24,28
97,1,0:08.0,,Personal foul by W. Gabriel (drawn by T. Warren),24,28
98,1,0:08.0,T. Ariza enters the game for C. Swanigan,,24,28
99,1,0:05.0,,T. McConnell makes 2-pt layup from 2 ft (assist by D. McDermott),24,30
100,2,11:50.0,,D. McDermott misses 3-pt jump shot from 28 ft,24,30
101,2,11:46.0,Defensive rebound by W. Gabriel,,24,30
102,2,11:40.0,A. Simons makes 2-pt jump shot from 20 ft,,26,30
103,2,11:23.0,,D. McDermott misses 3-pt jump shot from 27 ft,26,30
104,2,11:20.0,Defensive rebound by W. Gabriel,,26,30
105,2,11:13.0,A. Simons misses 2-pt jump shot from 22 ft,,26,30
106,2,11:10.0,Offensive rebound by Team,,26,30
107,2,11:03.0,G. Trent misses 2-pt jump shot from 4 ft,,26,30
108,2,11:01.0,Offensive rebound by C. Swanigan,,26,30
109,2,10:59.0,G. Trent makes 3-pt jump shot from 23 ft (assist by C. Swanigan),,29,30
110,2,10:36.0,,Offensive foul by D. Sabonis (drawn by C. Swanigan),29,30
111,2,10:36.0,,Turnover by D. Sabonis (offensive foul),29,30
112,2,10:36.0,,Indiana full timeout,29,30
113,2,10:36.0,,Instant Replay (Challenge: Ruling Stands),29,30
114,2,10:36.0,,M. Turner enters the game for D. Sabonis,29,30
115,2,10:21.0,G. Trent misses 2-pt jump shot from 15 ft,,29,30
116,2,10:21.0,,Defensive rebound by Team,29,30
117,2,10:21.0,,Personal foul by W. Gabriel (drawn by M. Turner),29,30
118,2,10:08.0,,Personal foul by W. Gabriel (drawn by J. Sampson),29,30
119,2,10:08.0,,G. Bitadze enters the game for M. Turner,29,30
120,2,9:58.0,,T. McConnell misses 2-pt jump shot from 12 ft,29,30
121,2,9:55.0,Defensive rebound by C. Swanigan,,29,30
122,2,9:44.0,C. Swanigan makes 2-pt layup from 1 ft,,31,30
123,2,9:34.0,,D. McDermott misses 2-pt jump shot from 12 ft,31,30
124,2,9:32.0,,Offensive rebound by D. McDermott,31,30
125,2,9:30.0,,J. Holiday makes 3-pt jump shot from 27 ft (assist by D. McDermott),31,33
126,2,9:08.0,Turnover by W. Gabriel (lost ball; steal by J. Sampson),,31,33
127,2,8:55.0,,J. Holiday misses 2-pt layup from 1 ft,31,33
128,2,8:54.0,,Offensive rebound by Team,31,33
129,2,8:47.0,,Turnover by J. Holiday (bad pass),31,33
130,2,8:46.0,Turnover by W. Gabriel (bad pass),,31,33
131,2,8:31.0,,Personal foul by C. Swanigan (drawn by G. Bitadze),31,33
132,2,8:31.0,C. Anthony enters the game for W. Gabriel,,31,33
133,2,8:31.0,T. Ariza enters the game for N. Little,,31,33
134,2,8:30.0,,Turnover by D. McDermott (bad pass; steal by T. Ariza),31,33
135,2,8:27.0,Shooting foul by G. Bitadze (drawn by T. Ariza),,31,33
136,2,8:27.0,T. Ariza misses free throw 1 of 2,,31,33
137,2,8:27.0,Offensive rebound by Team,,31,33
138,2,8:27.0,,M. Brogdon enters the game for T. McConnell,31,33
139,2,8:27.0,,T. Warren enters the game for J. Sampson,31,33
140,2,8:27.0,Turnover by C. Swanigan (lane violation),,31,33
141,2,8:07.0,,T. Warren misses 2-pt jump shot from 10 ft,31,33
142,2,8:07.0,Defensive rebound by Team,,31,33
143,2,7:54.0,A. Simons misses 2-pt layup from 3 ft,,31,33
144,2,7:54.0,Offensive rebound by C. Swanigan,,31,33
145,2,7:51.0,C. Swanigan makes 2-pt layup at rim,,33,33
146,2,7:41.0,,M. Brogdon misses 2-pt jump shot from 12 ft,33,33
147,2,7:41.0,Defensive rebound by C. Anthony,,33,33
148,2,7:21.0,C. Swanigan makes 2-pt layup from 2 ft,,35,33
149,2,7:05.0,,T. Warren makes 2-pt jump shot from 9 ft (assist by M. Brogdon),35,35
150,2,6:47.0,C. Swanigan misses 2-pt jump shot from 10 ft,,35,35
151,2,6:47.0,,Defensive rebound by G. Bitadze,35,35
152,2,6:34.0,,G. Bitadze misses 3-pt jump shot from 28 ft,35,35
153,2,6:31.0,Defensive rebound by C. Anthony,,35,35
154,2,6:15.0,Personal foul by J. Holiday (drawn by C. Anthony),,35,35
155,2,6:15.0,H. Whiteside enters the game for C. Swanigan,,35,35
156,2,6:15.0,,V. Oladipo enters the game for G. Bitadze,35,35
157,2,6:15.0,,M. Turner enters the game for D. McDermott,35,35
158,2,6:05.0,A. Simons makes 2-pt jump shot from 22 ft,,37,35
159,2,6:05.0,,A. Holiday enters the game for J. Holiday,37,35
160,2,5:46.0,,M. Brogdon misses 2-pt jump shot from 19 ft,37,35
161,2,5:41.0,,Offensive rebound by M. Turner,37,35
162,2,5:41.0,,M. Turner misses 2-pt dunk from 1 ft,37,35
163,2,5:40.0,,Offensive rebound by A. Holiday,37,35
164,2,5:39.0,,A. Holiday makes 2-pt jump shot from 18 ft,37,37
165,2,5:20.0,Turnover by A. Simons (bad pass; steal by V. Oladipo),,37,37
166,2,5:15.0,,Personal foul by A. Simons (drawn by M. Brogdon),37,37
167,2,5:15.0,C. McCollum enters the game for A. Simons,,37,37
168,2,5:03.0,,M. Brogdon misses 2-pt layup from 2 ft (block by C. Anthony),37,37
169,2,5:03.0,,Offensive rebound by Team,37,37
170,2,4:56.0,,Turnover by Team (shot clock),37,37
171,2,4:44.0,C. Anthony misses 2-pt jump shot from 13 ft,,37,37
172,2,4:41.0,,Defensive rebound by V. Oladipo,37,37
173,2,4:34.0,,V. Oladipo makes 2-pt jump shot from 13 ft,37,39
174,2,4:22.0,H. Whiteside misses 2-pt layup from 4 ft (block by T. Warren),,37,39
175,2,4:18.0,,Defensive rebound by T. Warren,37,39
176,2,4:09.0,,Def 3 sec tech foul by Team,37,39
177,2,4:09.0,,M. Brogdon makes technical free throw,37,40
178,2,4:03.0,,M. Brogdon misses 3-pt jump shot from 28 ft,37,40
179,2,4:00.0,Defensive rebound by C. McCollum,,37,40
180,2,3:48.0,C. Anthony makes 2-pt jump shot from 8 ft,,39,40
181,2,3:29.0,,A. Holiday misses 2-pt layup at rim,39,40
182,2,3:27.0,Defensive rebound by H. Whiteside,,39,40
183,2,3:13.0,C. McCollum makes 3-pt jump shot from 26 ft,,42,40
184,2,2:53.0,,M. Turner misses 2-pt jump shot from 11 ft,42,40
185,2,2:50.0,Defensive rebound by G. Trent,,42,40
186,2,2:37.0,Portland full timeout,,42,40
187,2,2:37.0,A. Simons enters the game for G. Trent,,42,40
188,2,2:33.0,T. Ariza misses 2-pt jump shot from 20 ft,,42,40
189,2,2:31.0,,Defensive rebound by A. Holiday,42,40
190,2,2:20.0,,Turnover by V. Oladipo (lost ball; steal by H. Whiteside),42,40
191,2,2:12.0,T. Ariza misses 3-pt jump shot from 29 ft,,42,40
192,2,2:08.0,Offensive rebound by H. Whiteside,,42,40
193,2,2:08.0,H. Whiteside misses 2-pt layup at rim,,42,40
194,2,2:06.0,,Defensive rebound by M. Brogdon,42,40
195,2,2:03.0,,V. Oladipo misses 3-pt jump shot from 26 ft,42,40
196,2,1:57.0,,Offensive rebound by M. Turner,42,40
197,2,1:53.0,,Shooting foul by T. Ariza (drawn by V. Oladipo),42,40
198,2,1:53.0,,V. Oladipo misses free throw 1 of 2,42,40
199,2,1:53.0,,Offensive rebound by Team,42,40
200,2,1:53.0,,V. Oladipo makes free throw 2 of 2,42,41
201,2,1:34.0,C. McCollum makes 3-pt jump shot from 28 ft,,45,41
202,2,1:15.0,,Personal foul by C. McCollum (drawn by M. Turner),45,41
203,2,1:15.0,,M. Turner misses free throw 1 of 2,45,41
204,2,1:15.0,,Offensive rebound by Team,45,41
205,2,1:15.0,,M. Turner misses free throw 2 of 2,45,41
206,2,1:14.0,Defensive rebound by H. Whiteside,,45,41
207,2,0:51.0,C. McCollum makes 2-pt jump shot from 12 ft,,47,41
208,2,0:32.0,,M. Brogdon makes 2-pt layup from 1 ft,47,43
209,2,0:12.0,H. Whiteside makes 2-pt dunk from 3 ft (assist by C. McCollum),,49,43
210,2,0:03.0,,M. Brogdon misses 3-pt jump shot from 29 ft,49,43
211,2,0:00.0,Defensive rebound by H. Whiteside,,49,43
212,3,11:35.0,,M. Turner makes 3-pt jump shot from 23 ft (assist by M. Brogdon),49,46
213,3,11:17.0,H. Whiteside makes 2-pt dunk from 1 ft (assist by T. Ariza),,51,46
214,3,11:07.0,,M. Turner misses 3-pt jump shot from 27 ft,51,46
215,3,11:04.0,Defensive rebound by C. Anthony,,51,46
216,3,10:53.0,G. Trent makes 3-pt jump shot from 26 ft (assist by C. McCollum),,54,46
217,3,10:34.0,,D. Sabonis misses 2-pt jump shot from 19 ft,54,46
218,3,10:31.0,Defensive rebound by G. Trent,,54,46
219,3,10:24.0,C. McCollum misses 2-pt jump shot from 6 ft (block by M. Turner),,54,46
220,3,10:21.0,Offensive rebound by C. Anthony,,54,46
221,3,10:20.0,,Violation by Team (kicked ball),54,46
222,3,10:12.0,C. McCollum misses 2-pt jump shot from 19 ft,,54,46
223,3,10:09.0,,Defensive rebound by V. Oladipo,54,46
224,3,10:05.0,,Shooting foul by C. Anthony (drawn by V. Oladipo),54,46
225,3,10:05.0,,V. Oladipo makes free throw 1 of 2,54,47
226,3,10:05.0,,V. Oladipo makes free throw 2 of 2,54,48
227,3,9:52.0,G. Trent misses 2-pt jump shot from 18 ft,,54,48
228,3,9:48.0,Offensive rebound by H. Whiteside,,54,48
229,3,9:46.0,H. Whiteside makes 2-pt hook shot from 10 ft,,56,48
230,3,9:30.0,,Personal foul by G. Trent (drawn by V. Oladipo),56,48
231,3,9:27.0,,V. Oladipo makes 2-pt jump shot from 14 ft (assist by M. Brogdon),56,50
232,3,9:27.0,,Shooting foul by C. McCollum (drawn by V. Oladipo),56,50
233,3,9:27.0,,V. Oladipo makes free throw 1 of 1,56,51
234,3,9:17.0,T. Ariza makes 2-pt layup from 1 ft (assist by C. McCollum),,58,51
235,3,9:10.0,,V. Oladipo misses 2-pt layup from 1 ft,58,51
236,3,9:07.0,Defensive rebound by G. Trent,,58,51
237,3,9:03.0,G. Trent makes 2-pt layup from 1 ft,,60,51
238,3,8:42.0,,M. Brogdon misses 2-pt jump shot from 8 ft (block by H. Whiteside),60,51
239,3,8:42.0,,Offensive rebound by D. Sabonis,60,51
240,3,8:39.0,,D. Sabonis misses 2-pt layup at rim,60,51
241,3,8:37.0,,Offensive rebound by D. Sabonis,60,51
242,3,8:37.0,,D. Sabonis makes 2-pt layup from 4 ft,60,53
243,3,8:37.0,Violation by Team (def goaltending),,60,53
244,3,8:28.0,Turnover by C. McCollum (bad pass; steal by D. Sabonis),,60,53
245,3,8:24.0,,V. Oladipo makes 2-pt layup from 2 ft (assist by D. Sabonis),60,55
246,3,8:01.0,Turnover by H. Whiteside (bad pass; steal by T. Warren),,60,55
247,3,7:58.0,,Shooting foul by C. McCollum (drawn by T. Warren),60,55
248,3,7:58.0,,T. Warren makes free throw 1 of 2,60,56
249,3,7:58.0,,T. Warren makes free throw 2 of 2,60,57
250,3,7:46.0,C. McCollum misses 3-pt jump shot from 24 ft,,60,57
251,3,7:43.0,,Defensive rebound by D. Sabonis,60,57
252,3,7:38.0,,V. Oladipo makes 3-pt jump shot from 29 ft (assist by M. Brogdon),60,60
253,3,7:36.0,Portland full timeout,,60,60
254,3,7:27.0,T. Ariza misses 3-pt jump shot from 26 ft,,60,60
255,3,7:25.0,,Defensive rebound by V. Oladipo,60,60
256,3,7:21.0,,T. Warren misses 3-pt jump shot from 28 ft,60,60
257,3,7:19.0,,Offensive rebound by D. Sabonis,60,60
258,3,7:16.0,,T. Warren misses 2-pt jump shot from 16 ft,60,60
259,3,7:12.0,Defensive rebound by H. Whiteside,,60,60
260,3,7:03.0,H. Whiteside makes 2-pt dunk from 1 ft (assist by T. Ariza),,62,60
261,3,7:01.0,Technical foul by T. Warren,,62,60
262,3,7:01.0,C. McCollum makes technical free throw,,63,60
263,3,6:53.0,,Turnover by V. Oladipo (lost ball; steal by G. Trent),63,60
264,3,6:50.0,G. Trent makes 2-pt dunk from 2 ft,,65,60
265,3,6:40.0,,Shooting foul by H. Whiteside (drawn by D. Sabonis),65,60
266,3,6:40.0,,D. Sabonis makes free throw 1 of 2,65,61
267,3,6:40.0,,D. Sabonis makes free throw 2 of 2,65,62
268,3,6:29.0,C. McCollum misses 3-pt jump shot from 28 ft,,65,62
269,3,6:26.0,,Defensive rebound by M. Brogdon,65,62
270,3,6:08.0,,M. Brogdon misses 2-pt jump shot from 21 ft,65,62
271,3,6:04.0,Defensive rebound by H. Whiteside,,65,62
272,3,5:55.0,Turnover by C. McCollum (bad pass; steal by M. Brogdon),,65,62
273,3,5:49.0,,V. Oladipo makes 2-pt layup from 2 ft,65,64
274,3,5:20.0,G. Trent makes 3-pt jump shot from 27 ft (assist by T. Ariza),,68,64
275,3,5:01.0,,Turnover by M. Brogdon (bad pass),68,64
276,3,4:53.0,C. McCollum makes 2-pt jump shot from 7 ft,,70,64
277,3,4:48.0,,Indiana full timeout,70,64
278,3,4:48.0,A. Simons enters the game for G. Trent,,70,64
279,3,4:48.0,,A. Holiday enters the game for V. Oladipo,70,64
280,3,4:48.0,,J. Holiday enters the game for D. Sabonis,70,64
281,3,4:40.0,,T. Warren misses 2-pt jump shot from 16 ft,70,64
282,3,4:36.0,,Offensive rebound by M. Turner,70,64
283,3,4:36.0,,M. Turner makes 2-pt dunk at rim,70,66
284,3,4:18.0,A. Simons misses 3-pt jump shot from 28 ft,,70,66
285,3,4:15.0,,Defensive rebound by T. Warren,70,66
286,3,4:04.0,,T. Warren misses 2-pt jump shot from 11 ft,70,66
287,3,4:01.0,Defensive rebound by A. Simons,,70,66
288,3,3:49.0,C. Anthony misses 2-pt jump shot from 10 ft,,70,66
289,3,3:47.0,,Defensive rebound by M. Turner,70,66
290,3,3:40.0,,Personal foul by A. Simons (drawn by M. Brogdon),70,66
291,3,3:40.0,,M. Brogdon makes free throw 1 of 2,70,67
292,3,3:40.0,N. Little enters the game for C. Anthony,,70,67
293,3,3:40.0,,M. Brogdon misses free throw 2 of 2,70,67
294,3,3:39.0,Defensive rebound by H. Whiteside,,70,67
295,3,3:28.0,Personal foul by M. Turner (drawn by C. McCollum),,70,67
296,3,3:22.0,T. Ariza misses 2-pt layup from 2 ft (block by M. Turner),,70,67
297,3,3:21.0,Offensive rebound by Team,,70,67
298,3,3:15.0,H. Whiteside makes 2-pt dunk from 2 ft (assist by C. McCollum),,72,67
299,3,3:01.0,,M. Turner misses 2-pt layup from 2 ft (block by H. Whiteside),72,67
300,3,3:00.0,,Offensive rebound by Team,72,67
301,3,3:00.0,,T. McConnell enters the game for T. Warren,72,67
302,3,2:55.0,,M. Brogdon makes 2-pt jump shot from 14 ft,72,69
303,3,2:42.0,A. Simons misses 3-pt jump shot from 29 ft,,72,69
304,3,2:38.0,,Defensive rebound by J. Holiday,72,69
305,3,2:34.0,,Shooting foul by A. Simons (drawn by A. Holiday),72,69
306,3,2:34.0,,A. Holiday makes free throw 1 of 2,72,70
307,3,2:34.0,G. Trent enters the game for T. Ariza,,72,70
308,3,2:34.0,,A. Holiday makes free throw 2 of 2,72,71
309,3,2:17.0,G. Trent misses 3-pt jump shot from 29 ft,,72,71
310,3,2:14.0,,Defensive rebound by M. Brogdon,72,71
311,3,2:06.0,,M. Brogdon misses 2-pt layup from 3 ft (block by H. Whiteside),72,71
312,3,2:02.0,,Offensive rebound by M. Turner,72,71
313,3,2:02.0,,M. Turner makes 2-pt dunk at rim,72,73
314,3,1:43.0,C. McCollum makes 3-pt jump shot from 27 ft,,75,73
315,3,1:24.0,,M. Turner misses 3-pt jump shot from 27 ft,75,73
316,3,1:19.0,Defensive rebound by A. Simons,,75,73
317,3,1:13.0,Turnover by A. Simons (bad pass; steal by J. Holiday),,75,73
318,3,1:08.0,,Shooting foul by C. McCollum (drawn by A. Holiday),75,73
319,3,1:08.0,,A. Holiday makes free throw 1 of 2,75,74
320,3,1:08.0,C. Swanigan enters the game for H. Whiteside,,75,74
321,3,1:08.0,,A. Holiday makes free throw 2 of 2,75,75
322,3,0:55.0,Turnover by C. McCollum (step out of bounds),,75,75
323,3,0:55.0,T. Ariza enters the game for C. McCollum,,75,75
324,3,0:40.0,,J. Holiday makes 3-pt jump shot from 27 ft (assist by M. Brogdon),75,78
325,3,0:25.0,G. Trent misses 3-pt jump shot from 27 ft,,75,78
326,3,0:22.0,,Defensive rebound by M. Turner,75,78
327,3,0:02.0,,M. Brogdon makes 2-pt layup from 3 ft,75,80
328,3,0:02.0,Violation by Team (def goaltending),,75,80
329,3,0:00.0,A. Simons misses 3-pt jump shot from 46 ft,,75,80
330,3,0:00.0,Offensive rebound by Team,,75,80
331,4,11:47.0,Shooting foul by A. Holiday (drawn by G. Trent),,75,80
332,4,11:47.0,G. Trent misses free throw 1 of 2,,75,80
333,4,11:47.0,Offensive rebound by Team,,75,80
334,4,11:47.0,G. Trent makes free throw 2 of 2,,76,80
335,4,11:38.0,,J. Holiday misses 2-pt jump shot from 17 ft,76,80
336,4,11:34.0,Defensive rebound by G. Trent,,76,80
337,4,11:27.0,N. Little misses 3-pt jump shot from 26 ft,,76,80
338,4,11:21.0,,Defensive rebound by J. Holiday,76,80
339,4,11:14.0,,D. Sabonis makes 2-pt layup from 2 ft (assist by T. McConnell),76,82
340,4,11:14.0,,Shooting foul by C. Swanigan (drawn by D. Sabonis),76,82
341,4,11:14.0,,D. Sabonis misses free throw 1 of 1,76,82
342,4,11:12.0,Defensive rebound by N. Little,,76,82
343,4,11:02.0,Turnover by A. Simons (lost ball; steal by A. Holiday),,76,82
344,4,10:57.0,,D. Sabonis misses 2-pt dunk from 1 ft,76,82
345,4,10:54.0,Defensive rebound by N. Little,,76,82
346,4,10:53.0,Shooting foul by T. McConnell (drawn by N. Little),,76,82
347,4,10:53.0,N. Little misses free throw 1 of 2,,76,82
348,4,10:53.0,Offensive rebound by Team,,76,82
349,4,10:53.0,N. Little misses free throw 2 of 2,,76,82
350,4,10:51.0,,Defensive rebound by A. Holiday,76,82
351,4,10:38.0,,D. Sabonis misses 2-pt layup from 4 ft,76,82
352,4,10:35.0,Defensive rebound by A. Simons,,76,82
353,4,10:27.0,A. Simons misses 2-pt jump shot from 20 ft,,76,82
354,4,10:24.0,,Defensive rebound by D. Sabonis,76,82
355,4,10:17.0,,Shooting foul by T. Ariza (drawn by J. Holiday),76,82
356,4,10:17.0,,J. Holiday makes free throw 1 of 2,76,83
357,4,10:17.0,C. Anthony enters the game for T. Ariza,,76,83
358,4,10:17.0,C. McCollum enters the game for N. Little,,76,83
359,4,10:17.0,,J. Holiday makes free throw 2 of 2,76,84
360,4,10:03.0,C. Anthony makes 2-pt jump shot from 6 ft (assist by C. McCollum),,78,84
361,4,9:44.0,,T. McConnell makes 2-pt jump shot from 12 ft,78,86
362,4,9:20.0,C. Anthony makes 2-pt jump shot from 17 ft,,80,86
363,4,9:05.0,,D. Sabonis misses 2-pt layup from 1 ft,80,86
364,4,9:02.0,Defensive rebound by C. Anthony,,80,86
365,4,8:56.0,C. McCollum misses 3-pt jump shot from 27 ft,,80,86
366,4,8:52.0,,Defensive rebound by D. Sabonis,80,86
367,4,8:47.0,,A. Holiday misses 3-pt jump shot from 28 ft,80,86
368,4,8:44.0,,Offensive rebound by T. McConnell,80,86
369,4,8:42.0,,D. McDermott misses 3-pt jump shot from 28 ft,80,86
370,4,8:39.0,,Offensive rebound by D. Sabonis,80,86
371,4,8:36.0,,D. Sabonis makes 2-pt layup from 2 ft,80,88
372,4,8:33.0,Portland full timeout,,80,88
373,4,8:33.0,T. Ariza enters the game for A. Simons,,80,88
374,4,8:33.0,H. Whiteside enters the game for C. Swanigan,,80,88
375,4,8:33.0,,M. Brogdon enters the game for A. Holiday,80,88
376,4,8:33.0,,T. Warren enters the game for D. McDermott,80,88
377,4,8:14.0,C. McCollum makes 2-pt jump shot from 16 ft,,82,88
378,4,7:55.0,,D. Sabonis makes 2-pt layup from 1 ft (assist by J. Holiday),82,90
379,4,7:43.0,Personal foul by M. Brogdon (drawn by C. Anthony),,82,90
380,4,7:37.0,Turnover by C. Anthony (out of bounds lost ball),,82,90
381,4,7:24.0,,D. Sabonis makes 2-pt layup from 1 ft (assist by T. McConnell),82,92
382,4,7:12.0,C. McCollum misses 3-pt jump shot from 26 ft,,82,92
383,4,7:08.0,,Defensive rebound by T. Warren,82,92
384,4,6:58.0,,T. Warren makes 2-pt layup from 2 ft (assist by D. Sabonis),82,94
385,4,6:56.0,Portland full timeout,,82,94
386,4,6:34.0,H. Whiteside misses 2-pt layup at rim,,82,94
387,4,6:33.0,,Defensive rebound by D. Sabonis,82,94
