,QUARTER,TIME_REMAINING,INDIANA_ACTION,MINNESOTA_ACTION,INDIANA_SCORE,MINNESOTA_SCORE
342,4,8:09.0,Defensive rebound by D. McDermott,,85,85
343,4,8:02.0,Shooting foul by J. Okogie (drawn by D. McDermott),,85,85
344,4,8:02.0,D. McDermott makes free throw 1 of 3,,86,85
345,4,8:02.0,D. McDermott makes free throw 2 of 3,,87,85
346,4,8:02.0,,G. Dieng enters the game for T. Graham,87,85
347,4,8:02.0,,S. Napier enters the game for J. Teague,87,85
348,4,8:02.0,,A. Wiggins enters the game for N. Vonleh,87,85
349,4,8:02.0,D. McDermott makes free throw 3 of 3,,88,85
350,4,7:49.0,,K. Bates-Diop misses 3-pt jump shot from 23 ft,88,85
351,4,7:47.0,,Offensive rebound by Team,88,85
352,4,7:39.0,,J. Okogie misses 3-pt jump shot from 28 ft,88,85
353,4,7:36.0,,Offensive rebound by G. Dieng,88,85
354,4,7:30.0,,A. Wiggins misses 3-pt jump shot from 28 ft,88,85
355,4,7:28.0,Defensive rebound by T. McConnell,,88,85
356,4,7:22.0,D. McDermott makes 2-pt layup from 3 ft (assist by T. McConnell),,90,85
357,4,7:22.0,,Minnesota full timeout,90,85
358,4,7:22.0,,R. Covington enters the game for K. Bates-Diop,90,85
359,4,7:22.0,,J. Culver enters the game for J. Okogie,90,85
360,4,7:04.0,,G. Dieng misses 2-pt jump shot from 7 ft,90,85
361,4,7:02.0,Defensive rebound by J. Holiday,,90,85
362,4,6:49.0,D. McDermott misses 2-pt jump shot from 18 ft,,90,85
363,4,6:47.0,,Defensive rebound by G. Dieng,90,85
364,4,6:40.0,,S. Napier makes 2-pt jump shot from 6 ft,90,87
365,4,6:24.0,Personal foul by S. Napier (drawn by A. Holiday),,90,87
366,4,6:24.0,M. Brogdon enters the game for A. Holiday,,90,87
367,4,6:15.0,,Personal foul by D. Sabonis (drawn by S. Napier),90,87
368,4,6:15.0,Personal foul by S. Napier (drawn by D. Sabonis),,90,87
369,4,6:10.0,T. McConnell makes 2-pt jump shot from 13 ft,,92,87
370,4,5:56.0,,Personal foul by M. Brogdon (drawn by G. Dieng),92,87
371,4,5:48.0,,R. Covington misses 3-pt jump shot from 27 ft,92,87
372,4,5:45.0,Defensive rebound by T. McConnell,,92,87
373,4,5:35.0,M. Brogdon misses 2-pt jump shot from 16 ft,,92,87
374,4,5:32.0,,Defensive rebound by G. Dieng,92,87
375,4,5:26.0,,Turnover by S. Napier (bad pass; steal by T. McConnell),92,87
376,4,5:17.0,Turnover by T. McConnell (3 sec),,92,87
