,QUARTER,TIME_REMAINING,SAN ANTONIO_ACTION,BROOKLYN_ACTION,SAN ANTONIO_SCORE,BROOKLYN_SCORE
68,1,4:10.0,D. DeRozan makes 2-pt jump shot from 18 ft (assist by R. Gay),,10,29
69,1,3:46.0,,Turnover by T. Luwawu-Cabarrot (bad pass; steal by L. Walker),10,29
70,1,3:38.0,L. Walker misses 3-pt jump shot from 25 ft,,10,29
71,1,3:34.0,,Defensive rebound by D. Jordan,10,29
72,1,3:31.0,,S. Dinwiddie misses 2-pt layup from 1 ft,10,29
73,1,3:29.0,Defensive rebound by R. Gay,,10,29
74,1,3:23.0,D. White makes 2-pt layup at rim (assist by L. Walker),,12,29
75,1,3:23.0,,Brooklyn full timeout,12,29
76,1,3:23.0,D. Eubanks enters the game for D. DeRozan,,12,29
77,1,3:23.0,K. Johnson enters the game for R. Gay,,12,29
78,1,3:23.0,,C. Chiozza enters the game for S. Dinwiddie,12,29
79,1,3:23.0,,C. LeVert enters the game for J. Harris,12,29
80,1,3:13.0,,T. Prince misses 2-pt jump shot from 10 ft,12,29
81,1,3:08.0,Defensive rebound by P. Mills,,12,29
82,1,3:06.0,Personal foul by D. Jordan (drawn by L. Walker),,12,29
83,1,3:03.0,Personal foul by C. Chiozza (drawn by P. Mills),,12,29
84,1,2:56.0,L. Walker misses 3-pt jump shot from 24 ft,,12,29
85,1,2:53.0,,Defensive rebound by C. LeVert,12,29
86,1,2:45.0,,C. LeVert misses 3-pt jump shot from 25 ft,12,29
87,1,2:42.0,Defensive rebound by P. Mills,,12,29
88,1,2:37.0,Shooting foul by C. Chiozza (drawn by P. Mills),,12,29
89,1,2:37.0,P. Mills makes free throw 1 of 2,,13,29
90,1,2:37.0,P. Mills makes free throw 2 of 2,,14,29
91,1,2:30.0,,Personal foul by K. Johnson (drawn by T. Prince),14,29
92,1,2:30.0,,T. Prince makes free throw 1 of 2,14,30
93,1,2:30.0,,T. Prince makes free throw 2 of 2,14,31
94,1,2:11.0,K. Johnson misses 2-pt layup from 3 ft,,14,31
95,1,2:09.0,,Defensive rebound by T. Prince,14,31
96,1,2:09.0,,Technical foul by G. Popovich,14,31
97,1,2:09.0,,T. Prince makes technical free throw,14,32
98,1,2:04.0,,T. Luwawu-Cabarrot misses 3-pt jump shot from 24 ft,14,32
99,1,2:03.0,Defensive rebound by D. Eubanks,,14,32
100,1,1:57.0,Offensive foul by P. Mills (drawn by T. Luwawu-Cabarrot),,14,32
101,1,1:57.0,Turnover by P. Mills (offensive foul),,14,32
102,1,1:57.0,,Brooklyn full timeout,14,32
103,1,1:57.0,,Instant Replay (Challenge: Ruling Stands),14,32
104,1,1:39.0,,C. Chiozza makes 3-pt jump shot from 25 ft (assist by T. Luwawu-Cabarrot),14,35
105,1,1:28.0,K. Johnson makes 3-pt jump shot from 23 ft (assist by D. White),,17,35
106,1,1:18.0,,D. Jordan makes 2-pt dunk from 1 ft (assist by C. LeVert),17,37
107,1,1:18.0,,Shooting foul by L. Walker (drawn by D. Jordan),17,37
108,1,1:18.0,,D. Jordan misses free throw 1 of 1,17,37
109,1,1:16.0,Defensive rebound by L. Walker,,17,37
110,1,1:06.0,D. White misses 2-pt jump shot from 20 ft,,17,37
111,1,1:06.0,,Defensive rebound by D. Jordan,17,37
112,1,0:58.0,,Personal foul by D. Eubanks (drawn by D. Jordan),17,37
113,1,0:58.0,,D. Jordan makes free throw 1 of 2,17,38
114,1,0:58.0,,D. Jordan makes free throw 2 of 2,17,39
115,1,0:41.0,P. Mills makes 2-pt jump shot from 10 ft,,19,39
116,1,0:41.0,Shooting foul by D. Jordan (drawn by P. Mills),,19,39
117,1,0:41.0,P. Mills makes free throw 1 of 1,,20,39
118,1,0:30.0,,C. LeVert misses 2-pt jump shot from 16 ft,20,39
119,1,0:26.0,,Offensive rebound by D. Jordan,20,39
120,1,0:26.0,,D. Jordan misses 2-pt dunk from 1 ft,20,39
121,1,0:26.0,Defensive rebound by P. Mills,,20,39
122,1,0:26.0,Personal foul by C. LeVert (drawn by P. Mills),,20,39
123,1,0:26.0,P. Mills makes free throw 1 of 2,,21,39
124,1,0:26.0,P. Mills makes free throw 2 of 2,,22,39
125,1,0:05.0,,T. Prince misses 2-pt jump shot from 20 ft,22,39
126,1,0:04.0,,Offensive rebound by D. Jordan,22,39
127,1,0:04.0,,D. Jordan makes 2-pt dunk from 1 ft,22,41
128,1,0:04.0,,Violation by Team (delay of game),22,41
129,1,0:00.0,D. White misses 3-pt jump shot from 28 ft,,22,41
130,1,0:00.0,Offensive rebound by Team,,22,41
131,2,11:44.0,D. DeRozan misses 2-pt jump shot from 20 ft,,22,41
132,2,11:42.0,,Defensive rebound by D. Jordan,22,41
133,2,11:37.0,,T. Prince misses 3-pt jump shot from 25 ft,22,41
134,2,11:33.0,Defensive rebound by D. Murray,,22,41
135,2,11:28.0,D. Murray misses 2-pt jump shot from 16 ft,,22,41
136,2,11:21.0,,Defensive rebound by D. Jordan,22,41
137,2,11:13.0,,Shooting foul by D. DeRozan (drawn by T. Luwawu-Cabarrot),22,41
138,2,11:13.0,,T. Luwawu-Cabarrot makes free throw 1 of 2,22,42
139,2,11:13.0,,T. Luwawu-Cabarrot makes free throw 2 of 2,22,43
140,2,11:05.0,Personal foul by T. Luwawu-Cabarrot (drawn by D. DeRozan),,22,43
141,2,10:54.0,R. Gay makes 2-pt jump shot from 9 ft,,24,43
142,2,10:40.0,,C. LeVert misses 2-pt layup from 1 ft,24,43
143,2,10:38.0,Defensive rebound by R. Gay,,24,43
144,2,10:32.0,Turnover by D. Murray (bad pass),,24,43
145,2,10:21.0,,T. Prince makes 2-pt jump shot from 9 ft (assist by C. Chiozza),24,45
146,2,10:10.0,T. Lyles makes 3-pt jump shot from 25 ft (assist by D. DeRozan),,27,45
147,2,10:00.0,,C. LeVert makes 3-pt jump shot from 24 ft,27,48
148,2,9:49.0,P. Mills misses 3-pt jump shot from 25 ft,,27,48
149,2,9:46.0,,Defensive rebound by D. Jordan,27,48
150,2,9:36.0,,D. Jordan misses 2-pt hook shot from 1 ft (block by P. Mills),27,48
151,2,9:35.0,,Offensive rebound by D. Jordan,27,48
152,2,9:31.0,,D. Jordan misses 2-pt hook shot from 1 ft,27,48
153,2,9:31.0,,Offensive rebound by C. LeVert,27,48
154,2,9:30.0,,C. LeVert misses 2-pt layup from 1 ft,27,48
155,2,9:30.0,,Offensive rebound by Team,27,48
156,2,9:30.0,B. Forbes enters the game for P. Mills,,27,48
157,2,9:27.0,,T. Luwawu-Cabarrot makes 3-pt jump shot from 24 ft (assist by C. LeVert),27,51
158,2,9:10.0,B. Forbes misses 3-pt jump shot from 28 ft,,27,51
159,2,9:10.0,,Defensive rebound by Team,27,51
160,2,8:50.0,,C. LeVert misses 2-pt layup from 3 ft,27,51
161,2,8:45.0,,Offensive rebound by C. LeVert,27,51
162,2,8:45.0,,C. LeVert makes 2-pt layup from 1 ft,27,53
163,2,8:37.0,D. Murray misses 2-pt jump shot from 17 ft,,27,53
164,2,8:35.0,,Defensive rebound by D. Jordan,27,53
165,2,8:20.0,,C. LeVert makes 3-pt jump shot from 26 ft,27,56
166,2,8:18.0,San Antonio full timeout,,27,56
167,2,8:07.0,Shooting foul by C. LeVert (drawn by D. DeRozan),,27,56
168,2,8:07.0,D. DeRozan misses free throw 1 of 2,,27,56
169,2,8:07.0,Offensive rebound by Team,,27,56
170,2,8:07.0,D. DeRozan makes free throw 2 of 2,,28,56
171,2,7:55.0,,D. Jordan misses 2-pt dunk at rim,28,56
172,2,7:51.0,,Offensive rebound by T. Prince,28,56
173,2,7:46.0,,T. Prince makes 2-pt jump shot from 19 ft,28,58
174,2,7:32.0,B. Forbes misses 2-pt layup from 1 ft,,28,58
175,2,7:30.0,,Defensive rebound by T. Luwawu-Cabarrot,28,58
176,2,7:27.0,,C. Chiozza makes 3-pt jump shot from 25 ft,28,61
177,2,7:09.0,T. Lyles makes 3-pt jump shot from 24 ft (assist by B. Forbes),,31,61
178,2,6:54.0,,D. Jordan makes 2-pt dunk from 2 ft (assist by C. Chiozza),31,63
179,2,6:43.0,T. Lyles makes 3-pt jump shot from 25 ft (assist by D. Murray),,34,63
180,2,6:34.0,,C. LeVert makes 2-pt layup at rim,34,65
181,2,6:24.0,R. Gay misses 3-pt jump shot from 26 ft,,34,65
182,2,6:22.0,Offensive rebound by D. Murray,,34,65
183,2,6:20.0,D. Murray makes 2-pt jump shot from 9 ft,,36,65
184,2,6:20.0,,Brooklyn full timeout,36,65
185,2,6:20.0,L. Walker enters the game for D. DeRozan,,36,65
186,2,6:20.0,,W. Chandler enters the game for C. Chiozza,36,65
187,2,6:20.0,,S. Dinwiddie enters the game for C. LeVert,36,65
188,2,6:20.0,,J. Harris enters the game for T. Luwawu-Cabarrot,36,65
189,2,6:00.0,,T. Prince makes 2-pt jump shot from 13 ft,36,67
190,2,5:45.0,T. Lyles misses 3-pt jump shot from 24 ft,,36,67
191,2,5:42.0,,Defensive rebound by D. Jordan,36,67
192,2,5:42.0,D. White enters the game for D. Murray,,36,67
193,2,5:42.0,,J. Allen enters the game for D. Jordan,36,67
194,2,5:25.0,,J. Harris makes 2-pt jump shot from 8 ft (assist by T. Prince),36,69
195,2,5:12.0,R. Gay makes 2-pt dunk from 1 ft (assist by L. Walker),,38,69
196,2,4:56.0,,T. Prince misses 2-pt jump shot from 6 ft,38,69
197,2,4:54.0,Defensive rebound by R. Gay,,38,69
198,2,4:50.0,L. Walker misses 2-pt layup from 1 ft,,38,69
199,2,4:47.0,,Defensive rebound by T. Prince,38,69
200,2,4:41.0,,J. Harris makes 2-pt layup from 1 ft (assist by S. Dinwiddie),38,71
201,2,4:26.0,B. Forbes makes 3-pt jump shot from 26 ft (assist by R. Gay),,41,71
202,2,4:16.0,,S. Dinwiddie misses 2-pt jump shot from 5 ft,41,71
203,2,4:16.0,Defensive rebound by Team,,41,71
204,2,4:16.0,D. DeRozan enters the game for B. Forbes,,41,71
205,2,4:05.0,R. Gay misses 3-pt jump shot from 23 ft,,41,71
206,2,4:02.0,,Defensive rebound by T. Prince,41,71
207,2,3:50.0,,Shooting foul by T. Lyles (drawn by S. Dinwiddie),41,71
208,2,3:50.0,,S. Dinwiddie misses free throw 1 of 2,41,71
209,2,3:50.0,,Offensive rebound by Team,41,71
210,2,3:50.0,K. Johnson enters the game for R. Gay,,41,71
211,2,3:50.0,,S. Dinwiddie misses free throw 2 of 2,41,71
212,2,3:46.0,Defensive rebound by D. DeRozan,,41,71
213,2,3:43.0,Shooting foul by W. Chandler (drawn by D. White),,41,71
214,2,3:43.0,D. White makes free throw 1 of 2,,42,71
215,2,3:43.0,D. White makes free throw 2 of 2,,43,71
216,2,3:23.0,,J. Harris misses 2-pt layup from 2 ft,43,71
217,2,3:19.0,Defensive rebound by D. DeRozan,,43,71
218,2,3:15.0,D. White makes 3-pt jump shot from 25 ft (assist by D. DeRozan),,46,71
219,2,3:03.0,,W. Chandler misses 3-pt jump shot from 25 ft,46,71
220,2,2:59.0,Defensive rebound by K. Johnson,,46,71
221,2,2:43.0,T. Lyles misses 2-pt layup from 5 ft,,46,71
222,2,2:41.0,,Defensive rebound by W. Chandler,46,71
223,2,2:27.0,,S. Dinwiddie makes 2-pt layup at rim,46,73
224,2,2:19.0,K. Johnson makes 2-pt layup from 1 ft (assist by D. DeRozan),,48,73
225,2,2:07.0,,J. Allen makes 2-pt dunk from 1 ft (assist by S. Dinwiddie),48,75
226,2,1:51.0,T. Lyles misses 2-pt jump shot from 8 ft,,48,75
227,2,1:48.0,,Defensive rebound by W. Chandler,48,75
228,2,1:46.0,,Offensive foul by S. Dinwiddie (drawn by D. White),48,75
229,2,1:46.0,,Turnover by S. Dinwiddie (offensive foul),48,75
230,2,1:46.0,R. Gay enters the game for T. Lyles,,48,75
231,2,1:46.0,P. Mills enters the game for L. Walker,,48,75
232,2,1:46.0,,C. LeVert enters the game for T. Prince,48,75
233,2,1:29.0,R. Gay makes 2-pt hook shot from 10 ft (assist by D. DeRozan),,50,75
234,2,1:10.0,,S. Dinwiddie misses 3-pt jump shot from 25 ft,50,75
235,2,1:05.0,Defensive rebound by D. DeRozan,,50,75
236,2,1:01.0,D. DeRozan makes 2-pt layup from 2 ft,,52,75
237,2,0:38.0,,J. Allen misses 2-pt layup from 1 ft (block by D. White),52,75
238,2,0:35.0,Defensive rebound by R. Gay,,52,75
239,2,0:27.0,R. Gay makes 2-pt jump shot from 7 ft (assist by D. DeRozan),,54,75
240,2,0:03.0,,S. Dinwiddie misses 3-pt jump shot from 23 ft,54,75
241,2,0:03.0,,Offensive rebound by Team,54,75
242,3,11:48.0,T. Lyles makes 3-pt jump shot from 24 ft (assist by D. Murray),,57,75
243,3,11:36.0,,Turnover by J. Allen (bad pass),57,75
244,3,11:27.0,D. DeRozan makes 2-pt jump shot from 7 ft,,59,75
245,3,11:17.0,,W. Chandler misses 3-pt jump shot from 28 ft,59,75
246,3,11:13.0,Defensive rebound by T. Lyles,,59,75
247,3,11:04.0,D. Murray misses 3-pt jump shot from 25 ft,,59,75
248,3,11:00.0,,Defensive rebound by C. LeVert,59,75
249,3,10:55.0,,C. LeVert makes 3-pt jump shot from 25 ft,59,78
250,3,10:42.0,D. DeRozan makes 2-pt layup from 1 ft,,61,78
251,3,10:32.0,,S. Dinwiddie makes 2-pt layup from 2 ft,61,80
252,3,10:31.0,San Antonio full timeout,,61,80
253,3,10:20.0,Shooting foul by J. Harris (drawn by B. Forbes),,61,80
254,3,10:20.0,B. Forbes makes free throw 1 of 2,,62,80
255,3,10:20.0,B. Forbes makes free throw 2 of 2,,63,80
256,3,10:03.0,,J. Harris misses 2-pt layup from 1 ft,63,80
257,3,10:01.0,Defensive rebound by D. Murray,,63,80
258,3,9:51.0,D. Murray misses 2-pt hook shot from 9 ft,,63,80
259,3,9:48.0,Offensive rebound by R. Gay,,63,80
260,3,9:48.0,R. Gay makes 2-pt layup from 1 ft,,65,80
261,3,9:38.0,,C. LeVert makes 2-pt layup from 2 ft,65,82
262,3,9:38.0,,Shooting foul by D. DeRozan (drawn by C. LeVert),65,82
263,3,9:38.0,,C. LeVert makes free throw 1 of 1,65,83
264,3,9:29.0,D. DeRozan makes 2-pt jump shot from 5 ft,,67,83
265,3,9:29.0,Shooting foul by W. Chandler (drawn by D. DeRozan),,67,83
266,3,9:29.0,D. DeRozan makes free throw 1 of 1,,68,83
267,3,9:13.0,,J. Harris makes 3-pt jump shot from 25 ft (assist by C. LeVert),68,86
268,3,8:57.0,B. Forbes makes 2-pt layup from 1 ft (assist by T. Lyles),,70,86
269,3,8:46.0,,Shooting foul by T. Lyles (drawn by C. LeVert),70,86
270,3,8:46.0,,C. LeVert makes free throw 1 of 2,70,87
271,3,8:46.0,,C. LeVert makes free throw 2 of 2,70,88
272,3,8:32.0,D. DeRozan makes 2-pt layup from 2 ft,,72,88
273,3,8:22.0,,J. Allen makes 2-pt dunk from 2 ft (assist by C. LeVert),72,90
274,3,8:07.0,D. Murray misses 3-pt jump shot from 25 ft,,72,90
275,3,8:04.0,,Defensive rebound by J. Allen,72,90
276,3,7:49.0,,S. Dinwiddie makes 2-pt jump shot from 3 ft,72,92
277,3,7:35.0,T. Lyles misses 2-pt jump shot from 4 ft,,72,92
278,3,7:33.0,,Defensive rebound by J. Allen,72,92
279,3,7:22.0,,J. Harris misses 3-pt jump shot from 24 ft,72,92
280,3,7:20.0,Defensive rebound by T. Lyles,,72,92
281,3,7:11.0,T. Lyles makes 2-pt layup from 1 ft (assist by D. DeRozan),,74,92
282,3,6:51.0,,S. Dinwiddie makes 3-pt jump shot from 26 ft (assist by C. LeVert),74,95
283,3,6:38.0,D. DeRozan misses 2-pt jump shot from 6 ft,,74,95
284,3,6:34.0,,Defensive rebound by C. LeVert,74,95
285,3,6:31.0,,J. Harris makes 2-pt layup from 1 ft (assist by C. LeVert),74,97
286,3,6:15.0,Shooting foul by W. Chandler (drawn by T. Lyles),,74,97
287,3,6:15.0,T. Lyles makes free throw 1 of 2,,75,97
288,3,6:15.0,P. Mills enters the game for B. Forbes,,75,97
289,3,6:15.0,L. Walker enters the game for R. Gay,,75,97
290,3,6:15.0,D. White enters the game for D. Murray,,75,97
291,3,6:15.0,,T. Luwawu-Cabarrot enters the game for W. Chandler,75,97
292,3,6:15.0,,T. Prince enters the game for C. LeVert,75,97
293,3,6:15.0,T. Lyles makes free throw 2 of 2,,76,97
294,3,5:52.0,,J. Allen makes 2-pt dunk from 1 ft (assist by S. Dinwiddie),76,99
295,3,5:42.0,D. DeRozan makes 2-pt layup from 1 ft,,78,99
296,3,5:34.0,,Shooting foul by T. Lyles (drawn by S. Dinwiddie),78,99
297,3,5:34.0,,S. Dinwiddie misses free throw 1 of 3,78,99
298,3,5:34.0,,Offensive rebound by Team,78,99
299,3,5:34.0,,S. Dinwiddie misses free throw 2 of 3,78,99
300,3,5:34.0,,Offensive rebound by Team,78,99
301,3,5:34.0,,D. Jordan enters the game for J. Allen,78,99
302,3,5:34.0,,S. Dinwiddie makes free throw 3 of 3,78,100
303,3,5:20.0,P. Mills misses 3-pt jump shot from 25 ft,,78,100
304,3,5:17.0,,Defensive rebound by T. Prince,78,100
305,3,5:08.0,,T. Luwawu-Cabarrot makes 3-pt jump shot from 24 ft (assist by S. Dinwiddie),78,103
306,3,4:49.0,T. Lyles makes 3-pt jump shot from 26 ft (assist by D. DeRozan),,81,103
307,3,4:34.0,,D. Jordan makes 2-pt layup from 2 ft (assist by S. Dinwiddie),81,105
308,3,4:21.0,D. White makes 2-pt layup from 4 ft (assist by T. Lyles),,83,105
309,3,4:21.0,Shooting foul by T. Luwawu-Cabarrot (drawn by D. White),,83,105
310,3,4:21.0,D. White makes free throw 1 of 1,,84,105
311,3,4:01.0,,J. Harris misses 2-pt layup from 2 ft (block by T. Lyles),84,105
312,3,3:58.0,,Offensive rebound by J. Harris,84,105
313,3,3:55.0,,S. Dinwiddie makes 3-pt jump shot from 26 ft (assist by J. Harris),84,108
314,3,3:45.0,Shooting foul by J. Harris (drawn by D. DeRozan),,84,108
315,3,3:45.0,D. DeRozan makes free throw 1 of 2,,85,108
316,3,3:45.0,,C. Chiozza enters the game for J. Harris,85,108
317,3,3:45.0,,Brooklyn full timeout,85,108
318,3,3:45.0,R. Gay enters the game for T. Lyles,,85,108
319,3,3:45.0,,C. LeVert enters the game for S. Dinwiddie,85,108
320,3,3:45.0,D. DeRozan makes free throw 2 of 2,,86,108
321,3,3:29.0,,T. Luwawu-Cabarrot makes 2-pt layup from 2 ft (assist by D. Jordan),86,110
322,3,3:12.0,L. Walker makes 2-pt layup from 1 ft (assist by D. DeRozan),,88,110
323,3,2:50.0,,T. Prince misses 2-pt layup from 5 ft,88,110
324,3,2:49.0,Defensive rebound by R. Gay,,88,110
325,3,2:45.0,P. Mills misses 3-pt jump shot from 26 ft,,88,110
326,3,2:42.0,,Defensive rebound by C. Chiozza,88,110
327,3,2:28.0,,Shooting foul by D. White (drawn by C. LeVert),88,110
328,3,2:28.0,,C. LeVert makes free throw 1 of 2,88,111
329,3,2:28.0,,C. LeVert makes free throw 2 of 2,88,112
330,3,2:21.0,R. Gay makes 3-pt jump shot from 25 ft (assist by D. DeRozan),,91,112
331,3,2:12.0,,Offensive foul by T. Luwawu-Cabarrot (drawn by R. Gay),91,112
332,3,2:12.0,,Turnover by T. Luwawu-Cabarrot (offensive foul),91,112
333,3,2:03.0,L. Walker misses 2-pt layup from 2 ft,,91,112
334,3,2:00.0,,Defensive rebound by C. Chiozza,91,112
335,3,1:57.0,,T. Prince misses 3-pt jump shot from 24 ft,91,112
336,3,1:54.0,,Offensive rebound by C. Chiozza,91,112
337,3,1:52.0,,C. Chiozza makes 2-pt layup from 3 ft,91,114
338,3,1:47.0,San Antonio full timeout,,91,114
339,3,1:47.0,K. Johnson enters the game for L. Walker,,91,114
340,3,1:34.0,D. White misses 3-pt jump shot from 25 ft,,91,114
341,3,1:31.0,,Defensive rebound by C. Chiozza,91,114
342,3,1:29.0,,C. Chiozza misses 2-pt layup from 1 ft (block by D. White),91,114
343,3,1:29.0,Defensive rebound by K. Johnson,,91,114
344,3,1:17.0,Turnover by K. Johnson (out of bounds lost ball),,91,114
345,3,1:01.0,,C. Chiozza makes 2-pt layup from 1 ft (assist by T. Luwawu-Cabarrot),91,116
346,3,0:50.0,Shooting foul by D. Jordan (drawn by R. Gay),,91,116
347,3,0:50.0,R. Gay makes free throw 1 of 2,,92,116
348,3,0:50.0,R. Gay makes free throw 2 of 2,,93,116
349,3,0:45.0,,Personal foul by K. Johnson (drawn by T. Luwawu-Cabarrot),93,116
350,3,0:45.0,,T. Luwawu-Cabarrot makes free throw 1 of 2,93,117
351,3,0:45.0,,T. Luwawu-Cabarrot makes free throw 2 of 2,93,118
352,3,0:35.0,D. DeRozan makes 2-pt layup from 2 ft,,95,118
353,3,0:26.0,,Shooting foul by K. Johnson (drawn by T. Luwawu-Cabarrot),95,118
354,3,0:26.0,,T. Luwawu-Cabarrot makes free throw 1 of 2,95,119
355,3,0:26.0,,T. Luwawu-Cabarrot makes free throw 2 of 2,95,120
356,3,0:03.0,K. Johnson misses 3-pt jump shot from 23 ft,,95,120
357,3,0:00.0,,Defensive rebound by C. LeVert,95,120
358,4,11:39.0,,C. LeVert makes 2-pt jump shot from 15 ft,95,122
359,4,11:24.0,D. White makes 2-pt layup from 2 ft,,97,122
360,4,11:15.0,,Turnover by C. LeVert (bad pass),97,122
361,4,11:02.0,Q. Weatherspoon misses 3-pt jump shot from 25 ft,,97,122
362,4,10:57.0,,Defensive rebound by C. Chiozza,97,122
363,4,10:45.0,,C. Chiozza misses 2-pt layup from 2 ft,97,122
364,4,10:41.0,Defensive rebound by D. White,,97,122
365,4,10:36.0,D. White makes 2-pt layup from 4 ft,,99,122
366,4,10:22.0,,Turnover by C. LeVert (lost ball; steal by D. White),99,122
367,4,10:21.0,Personal foul by T. Prince (drawn by L. Šamanić),,99,122
368,4,10:07.0,D. White makes 3-pt jump shot from 25 ft (assist by Q. Weatherspoon),,102,122
369,4,9:49.0,,T. Luwawu-Cabarrot misses 3-pt jump shot from 26 ft,102,122
370,4,9:43.0,Defensive rebound by K. Johnson,,102,122
371,4,9:40.0,D. White misses 3-pt jump shot from 27 ft,,102,122
372,4,9:36.0,,Defensive rebound by C. LeVert,102,122
373,4,9:31.0,,T. Prince misses 3-pt jump shot from 25 ft,102,122
374,4,9:31.0,Defensive rebound by D. Eubanks,,102,122
375,4,9:15.0,K. Johnson makes 2-pt layup from 2 ft (assist by L. Šamanić),,104,122
376,4,9:15.0,,Brooklyn full timeout,104,122
377,4,9:02.0,,D. Jordan makes 2-pt hook shot from 1 ft (assist by C. LeVert),104,124
