,QUARTER,TIME_REMAINING,LA CLIPPERS_ACTION,CHICAGO_ACTION,LA CLIPPERS_SCORE,CHICAGO_SCORE
388,4,7:03.0,,W. Carter enters the game for R. Arcidiacono,91,91
389,4,7:03.0,,K. Dunn enters the game for T. Satoranský,91,91
390,4,7:03.0,,Z. LaVine enters the game for T. Young,91,91
391,4,6:48.0,,K. Dunn makes 2-pt layup from 1 ft,91,93
392,4,6:24.0,M. Harrell misses 2-pt jump shot from 21 ft,,91,93
393,4,6:21.0,,Defensive rebound by L. Markkanen,91,93
394,4,6:10.0,,D. Valentine misses 2-pt layup from 2 ft,91,93
395,4,6:08.0,Defensive rebound by L. Shamet,,91,93
396,4,5:54.0,P. George makes 2-pt jump shot from 21 ft,,93,93
397,4,5:29.0,,Turnover by Z. LaVine (lost ball; steal by P. George),93,93
398,4,5:26.0,L. Shamet makes 2-pt layup from 1 ft (assist by P. George),,95,93
399,4,5:25.0,,Chicago full timeout,95,93
400,4,5:02.0,,Z. LaVine makes 3-pt jump shot from 23 ft,95,96
401,4,5:02.0,,Shooting foul by J. Robinson (drawn by Z. LaVine),95,96
402,4,5:02.0,,Z. LaVine misses free throw 1 of 1,95,96
403,4,4:59.0,Defensive rebound by L. Shamet,,95,96
404,4,4:48.0,M. Harrell misses 2-pt layup from 1 ft,,95,96
405,4,4:43.0,Offensive rebound by M. Harrell,,95,96
406,4,4:43.0,M. Harrell misses 2-pt layup at rim,,95,96
407,4,4:42.0,,Defensive rebound by L. Markkanen,95,96
408,4,4:29.0,,Turnover by W. Carter (out of bounds lost ball),95,96
409,4,4:29.0,LA Clippers full timeout,,95,96
410,4,4:18.0,P. George misses 2-pt jump shot from 6 ft (block by K. Dunn),,95,96
411,4,4:18.0,Offensive rebound by Team,,95,96
412,4,4:15.0,P. George makes 3-pt jump shot from 23 ft (assist by J. Robinson),,98,96
413,4,3:58.0,,W. Carter makes 2-pt dunk at rim (assist by K. Dunn),98,98
414,4,3:42.0,Personal foul by K. Dunn (drawn by P. George),,98,98
415,4,3:42.0,P. George makes free throw 1 of 2,,99,98
416,4,3:42.0,M. Harkless enters the game for J. Robinson,,99,98
417,4,3:42.0,P. George makes free throw 2 of 2,,100,98
418,4,3:29.0,,L. Markkanen misses 3-pt jump shot from 25 ft,100,98
419,4,3:25.0,Defensive rebound by D. Walton,,100,98
420,4,3:11.0,LA Clippers full timeout,,100,98
421,4,3:06.0,Turnover by M. Harkless (bad pass; steal by K. Dunn),,100,98
422,4,2:44.0,,Z. LaVine misses 2-pt layup from 4 ft (block by M. Harrell),100,98
423,4,2:44.0,,Offensive rebound by Team,100,98
424,4,2:44.0,R. McGruder enters the game for D. Walton,,100,98
425,4,2:43.0,,Turnover by Team (shot clock),100,98
426,4,2:32.0,L. Shamet makes 3-pt jump shot from 25 ft (assist by P. George),,103,98
427,4,2:12.0,,K. Dunn misses 2-pt layup from 1 ft (block by M. Harrell),103,98
428,4,2:08.0,,Offensive rebound by W. Carter,103,98
429,4,2:08.0,,W. Carter makes 2-pt dunk from 1 ft,103,100
430,4,1:56.0,,Violation by Team (kicked ball),103,100
431,4,1:45.0,P. George makes 2-pt jump shot from 5 ft,,105,100
432,4,1:33.0,,Chicago full timeout,105,100
433,4,1:24.0,,Z. LaVine makes 3-pt jump shot from 26 ft,105,103
434,4,1:11.0,Shooting foul by K. Dunn (drawn by P. George),,105,103
435,4,1:11.0,P. George misses free throw 1 of 2,,105,103
436,4,1:11.0,Offensive rebound by Team,,105,103
437,4,1:11.0,P. George makes free throw 2 of 2,,106,103
438,4,0:54.0,,Z. LaVine misses 3-pt jump shot from 25 ft,106,103
439,4,0:48.0,,Offensive rebound by L. Markkanen,106,103
440,4,0:48.0,,D. Valentine makes 3-pt jump shot from 27 ft (assist by L. Markkanen),106,106
441,4,0:48.0,LA Clippers full timeout,,106,106
442,4,0:39.0,P. George misses 2-pt jump shot from 21 ft,,106,106
443,4,0:37.0,,Defensive rebound by K. Dunn,106,106
444,4,0:34.0,,Turnover by Z. LaVine (out of bounds lost ball),106,106
445,4,0:34.0,,Instant Replay (Request: Ruling Stands),106,106
446,4,0:13.0,P. George misses 2-pt jump shot from 20 ft,,106,106
447,4,0:11.0,,Defensive rebound by W. Carter,106,106
448,4,0:11.0,,Chicago full timeout,106,106
449,4,0:05.0,,Personal foul by P. George (drawn by Z. LaVine),106,106
450,4,0:02.0,,Z. LaVine makes 2-pt layup from 1 ft (assist by K. Dunn),106,108
451,4,0:02.0,,Shooting foul by M. Harrell (drawn by Z. LaVine),106,108
452,4,0:02.0,,Z. LaVine makes free throw 1 of 1,106,109
453,4,0:02.0,LA Clippers full timeout,,106,109
454,4,0:02.0,P. Patterson enters the game for R. McGruder,,106,109
455,4,0:02.0,,T. Young enters the game for D. Valentine,106,109
456,4,0:00.0,P. George misses 3-pt jump shot from 25 ft,,106,109
457,4,0:00.0,Offensive rebound by Team,,106,109
