,QUARTER,TIME_REMAINING,OKLAHOMA CITY_ACTION,INDIANA_ACTION,OKLAHOMA CITY_SCORE,INDIANA_SCORE
380,4,7:05.0,Turnover by S. Gilgeous-Alexander (bad pass),,68,99
381,4,7:05.0,,Indiana full timeout,68,99
382,4,7:05.0,D. Burton enters the game for S. Gilgeous-Alexander,,68,99
383,4,7:05.0,D. Hall enters the game for D. Schröder,,68,99
384,4,7:05.0,,T. Leaf enters the game for M. Brogdon,68,99
385,4,7:05.0,,T. McConnell enters the game for D. Sabonis,68,99
386,4,6:56.0,,Turnover by A. Holiday (bad pass; steal by H. Diallo),68,99
387,4,6:51.0,Offensive foul by N. Noel (drawn by A. Holiday),,68,99
388,4,6:51.0,Turnover by N. Noel (offensive foul),,68,99
389,4,6:39.0,,Turnover by T. McConnell (traveling),68,99
390,4,6:26.0,D. Bazley makes 3-pt jump shot from 26 ft (assist by N. Noel),,71,99
391,4,6:09.0,,A. Holiday makes 2-pt layup from 2 ft,71,101
392,4,5:55.0,D. Hall makes 2-pt layup from 1 ft,,73,101
393,4,5:44.0,,A. Holiday misses 3-pt jump shot from 27 ft,73,101
394,4,5:40.0,,Offensive rebound by J. Holiday,73,101
395,4,5:30.0,,J. Holiday misses 3-pt jump shot from 23 ft,73,101
396,4,5:26.0,Defensive rebound by H. Diallo,,73,101
397,4,5:20.0,H. Diallo misses 2-pt layup from 1 ft,,73,101
398,4,5:18.0,,Defensive rebound by T. McConnell,73,101
399,4,5:13.0,,D. McDermott makes 2-pt layup from 2 ft (assist by A. Holiday),73,103
400,4,4:58.0,D. Burton makes 3-pt jump shot from 28 ft (assist by N. Noel),,76,103
401,4,4:37.0,Violation by Team (kicked ball),,76,103
402,4,4:37.0,M. Muscala enters the game for H. Diallo,,76,103
403,4,4:37.0,A. Nader enters the game for N. Noel,,76,103
404,4,4:32.0,,D. McDermott misses 3-pt jump shot from 28 ft,76,103
405,4,4:29.0,Defensive rebound by D. Bazley,,76,103
406,4,4:17.0,A. Nader makes 2-pt layup from 3 ft (assist by M. Muscala),,78,103
407,4,3:50.0,,J. Holiday misses 2-pt jump shot from 22 ft,78,103
408,4,3:48.0,Defensive rebound by A. Nader,,78,103
409,4,3:41.0,A. Nader misses 3-pt jump shot from 24 ft,,78,103
410,4,3:38.0,Offensive rebound by M. Muscala,,78,103
411,4,3:35.0,Turnover by A. Nader (traveling),,78,103
412,4,3:35.0,,Indiana full timeout,78,103
413,4,3:35.0,,A. Johnson enters the game for J. Holiday,78,103
414,4,3:35.0,,J. Sampson enters the game for T. Leaf,78,103
415,4,3:19.0,,J. Sampson makes 2-pt layup from 1 ft (assist by A. Johnson),78,105
416,4,3:03.0,A. Nader misses 3-pt jump shot from 27 ft,,78,105
417,4,3:00.0,,Defensive rebound by A. Holiday,78,105
418,4,2:46.0,,A. Holiday makes 2-pt jump shot from 22 ft,78,107
419,4,2:35.0,Offensive foul by A. Nader (drawn by A. Holiday),,78,107
420,4,2:35.0,Turnover by A. Nader (offensive foul),,78,107
421,4,2:35.0,,B. Bowen enters the game for T. McConnell,78,107
422,4,2:35.0,,N. Mitrou-Long enters the game for D. McDermott,78,107
423,4,2:29.0,,A. Holiday misses 3-pt jump shot from 30 ft,78,107
424,4,2:26.0,,Offensive rebound by A. Johnson,78,107
425,4,2:22.0,,J. Sampson misses 2-pt jump shot from 12 ft,78,107
426,4,2:19.0,Defensive rebound by M. Muscala,,78,107
427,4,2:10.0,D. Burton makes 3-pt jump shot from 30 ft (assist by M. Muscala),,81,107
428,4,1:48.0,,B. Bowen misses 2-pt jump shot from 14 ft,81,107
429,4,1:45.0,Defensive rebound by D. Burton,,81,107
430,4,1:36.0,Personal foul by A. Johnson (drawn by M. Muscala),,81,107
431,4,1:30.0,D. Burton misses 2-pt layup from 3 ft,,81,107
432,4,1:29.0,,Defensive rebound by Team,81,107
433,4,1:29.0,Loose ball foul by M. Muscala (drawn by A. Johnson),,81,107
434,4,1:14.0,,A. Holiday makes 2-pt layup from 5 ft,81,109
435,4,0:57.0,Personal foul by J. Sampson (drawn by M. Muscala),,81,109
436,4,0:57.0,M. Muscala misses free throw 1 of 2,,81,109
437,4,0:57.0,Offensive rebound by Team,,81,109
438,4,0:57.0,M. Muscala makes free throw 2 of 2,,82,109
439,4,0:49.0,,B. Bowen makes 2-pt jump shot from 7 ft (assist by N. Mitrou-Long),82,111
440,4,0:40.0,D. Burton misses 2-pt layup from 6 ft (block by N. Mitrou-Long),,82,111
441,4,0:37.0,Offensive rebound by D. Bazley,,82,111
442,4,0:36.0,Offensive foul by D. Hall (drawn by B. Bowen),,82,111
443,4,0:36.0,Turnover by D. Hall (offensive foul),,82,111
444,4,0:24.0,,N. Mitrou-Long misses 3-pt jump shot from 27 ft,82,111
445,4,0:21.0,Defensive rebound by A. Nader,,82,111
446,4,0:07.0,D. Burton makes 3-pt jump shot from 28 ft (assist by A. Nader),,85,111
