,QUARTER,TIME_REMAINING,LA CLIPPERS_ACTION,TORONTO_ACTION,LA CLIPPERS_SCORE,TORONTO_SCORE
77,1,2:49.0,,Offensive rebound by S. Ibaka,22,20
78,1,2:49.0,,S. Ibaka misses 2-pt dunk from 1 ft,22,20
79,1,2:49.0,,Offensive rebound by M. Gasol,22,20
80,1,2:48.0,,M. Gasol makes 2-pt jump shot from 14 ft,22,22
81,1,2:35.0,P. Patterson misses 3-pt jump shot from 25 ft,,22,22
82,1,2:33.0,,Defensive rebound by N. Powell,22,22
83,1,2:22.0,,T. Davis makes 3-pt jump shot from 23 ft (assist by P. Siakam),22,25
84,1,1:56.0,P. Patterson makes 2-pt hook shot from 5 ft (assist by J. Robinson),,24,25
85,1,1:41.0,,T. Davis makes 3-pt jump shot from 27 ft (assist by S. Ibaka),24,28
86,1,1:13.0,P. Beverley misses 2-pt jump shot from 8 ft,,24,28
87,1,1:11.0,,Defensive rebound by S. Ibaka,24,28
88,1,1:03.0,,S. Ibaka misses 2-pt hook shot from 4 ft,24,28
89,1,1:00.0,Defensive rebound by P. Patterson,,24,28
90,1,0:57.0,P. Beverley makes 3-pt jump shot from 27 ft (assist by P. Patterson),,27,28
91,1,0:47.0,,Personal foul by J. Robinson (drawn by T. Davis),27,28
92,1,0:47.0,M. Harkless enters the game for P. Beverley,,27,28
93,1,0:47.0,,R. Hollis-Jefferson enters the game for N. Powell,27,28
94,1,0:47.0,,K. Lowry enters the game for P. Siakam,27,28
95,1,0:38.0,,K. Lowry makes 2-pt jump shot from 17 ft (assist by S. Ibaka),27,30
96,1,0:35.0,Personal foul by R. Hollis-Jefferson (drawn by L. Williams),,27,30
97,1,0:29.0,J. Robinson misses 3-pt jump shot from 23 ft,,27,30
98,1,0:28.0,,Defensive rebound by R. Hollis-Jefferson,27,30
99,1,0:08.0,,Personal foul by J. Robinson (drawn by K. Lowry),27,30
100,1,0:08.0,,K. Lowry makes free throw 1 of 2,27,31
101,1,0:08.0,P. George enters the game for M. Harkless,,27,31
102,1,0:08.0,D. Walton enters the game for J. Robinson,,27,31
103,1,0:08.0,,O. Anunoby enters the game for S. Ibaka,27,31
104,1,0:08.0,,K. Lowry makes free throw 2 of 2,27,32
105,1,0:03.0,Personal foul by R. Hollis-Jefferson (drawn by L. Williams),,27,32
106,1,0:03.0,L. Williams misses free throw 1 of 2,,27,32
107,1,0:03.0,Offensive rebound by Team,,27,32
108,1,0:03.0,M. Harkless enters the game for P. George,,27,32
109,1,0:03.0,J. Robinson enters the game for D. Walton,,27,32
110,1,0:03.0,L. Williams misses free throw 2 of 2,,27,32
111,1,0:01.0,,Defensive rebound by R. Hollis-Jefferson,27,32
112,1,0:00.0,,Turnover by R. Hollis-Jefferson (bad pass),27,32
113,2,11:39.0,,M. Gasol misses 2-pt hook shot from 6 ft,27,32
114,2,11:38.0,Defensive rebound by P. Patterson,,27,32
115,2,11:28.0,L. Williams makes 2-pt jump shot from 11 ft,,29,32
116,2,11:07.0,,M. Gasol makes 2-pt jump shot from 16 ft (assist by R. Hollis-Jefferson),29,34
117,2,10:53.0,Def 3 sec tech foul by Team,,29,34
118,2,10:53.0,L. Williams makes technical free throw,,30,34
119,2,10:50.0,Turnover by M. Harrell (lost ball; steal by M. Gasol),,30,34
120,2,10:45.0,,K. Lowry misses 3-pt jump shot from 25 ft,30,34
121,2,10:39.0,,Offensive rebound by R. Hollis-Jefferson,30,34
122,2,10:39.0,,R. Hollis-Jefferson misses 2-pt layup from 1 ft,30,34
123,2,10:38.0,Defensive rebound by M. Harrell,,30,34
124,2,10:28.0,L. Williams makes 2-pt jump shot from 14 ft (assist by P. Patterson),,32,34
125,2,10:13.0,,T. Davis misses 3-pt jump shot from 26 ft,32,34
126,2,10:12.0,Defensive rebound by Team,,32,34
127,2,10:01.0,Shooting foul by R. Hollis-Jefferson (drawn by M. Harrell),,32,34
128,2,10:01.0,M. Harrell makes free throw 1 of 2,,33,34
129,2,10:01.0,M. Harrell makes free throw 2 of 2,,34,34
130,2,9:50.0,,Personal foul by D. Walton (drawn by M. Gasol),34,34
131,2,9:44.0,,Turnover by T. Davis (bad pass; steal by M. Harkless),34,34
132,2,9:40.0,Turnover by M. Harkless (bad pass; steal by T. Davis),,34,34
133,2,9:39.0,,Turnover by T. Davis (bad pass),34,34
134,2,9:29.0,Turnover by L. Williams (bad pass; steal by M. Gasol),,34,34
135,2,9:24.0,,T. Davis misses 2-pt layup from 2 ft,34,34
136,2,9:21.0,,Offensive rebound by R. Hollis-Jefferson,34,34
137,2,9:21.0,,R. Hollis-Jefferson makes 2-pt layup from 1 ft,34,36
138,2,8:58.0,M. Harrell misses 2-pt hook shot from 3 ft,,34,36
139,2,8:56.0,,Defensive rebound by T. Davis,34,36
140,2,8:48.0,,Turnover by M. Gasol (traveling),34,36
141,2,8:48.0,P. George enters the game for P. Patterson,,34,36
142,2,8:32.0,M. Harkless makes 2-pt dunk at rim (assist by M. Harrell),,36,36
143,2,8:22.0,,K. Lowry misses 3-pt jump shot from 29 ft,36,36
144,2,8:19.0,,Offensive rebound by K. Lowry,36,36
145,2,8:08.0,,O. Anunoby misses 3-pt jump shot from 28 ft,36,36
146,2,8:05.0,,Offensive rebound by R. Hollis-Jefferson,36,36
147,2,7:57.0,,T. Davis misses 3-pt jump shot from 26 ft,36,36
148,2,7:53.0,,Offensive rebound by M. Gasol,36,36
149,2,7:50.0,,K. Lowry misses 3-pt jump shot from 26 ft,36,36
150,2,7:48.0,Defensive rebound by Team,,36,36
151,2,7:48.0,,Loose ball foul by R. Hollis-Jefferson (drawn by P. George),36,36
152,2,7:48.0,,Toronto full timeout,36,36
153,2,7:48.0,Technical foul by N. Nurse,,36,36
154,2,7:48.0,K. Leonard enters the game for D. Walton,,36,36
155,2,7:48.0,,N. Powell enters the game for T. Davis,36,36
156,2,7:48.0,,P. Siakam enters the game for R. Hollis-Jefferson,36,36
157,2,7:48.0,P. George makes technical free throw,,37,36
158,2,7:37.0,K. Leonard misses 2-pt jump shot from 14 ft,,37,36
159,2,7:35.0,Offensive rebound by P. George,,37,36
160,2,7:25.0,Shooting foul by M. Gasol (drawn by M. Harkless),,37,36
161,2,7:25.0,M. Harkless makes free throw 1 of 2,,38,36
162,2,7:25.0,M. Harkless makes free throw 2 of 2,,39,36
163,2,7:15.0,,N. Powell misses 3-pt jump shot from 26 ft,39,36
164,2,7:12.0,Defensive rebound by M. Harkless,,39,36
165,2,7:04.0,M. Harkless makes 2-pt layup from 1 ft (assist by M. Harrell),,41,36
166,2,6:52.0,,N. Powell makes 2-pt layup from 1 ft,41,38
167,2,6:41.0,M. Harrell makes 2-pt layup from 1 ft (assist by L. Williams),,43,38
168,2,6:26.0,,Turnover by N. Powell (traveling),43,38
169,2,6:14.0,M. Harkless misses 3-pt jump shot from 24 ft,,43,38
170,2,6:12.0,,Defensive rebound by K. Lowry,43,38
171,2,6:06.0,,Turnover by K. Lowry (lost ball; steal by K. Leonard),43,38
172,2,5:57.0,M. Harkless misses 2-pt dunk from 3 ft (block by O. Anunoby),,43,38
173,2,5:56.0,Offensive rebound by Team,,43,38
174,2,5:46.0,L. Williams misses 3-pt jump shot from 23 ft,,43,38
175,2,5:45.0,,Defensive rebound by Team,43,38
176,2,5:45.0,P. Beverley enters the game for M. Harkless,,43,38
177,2,5:29.0,,N. Powell misses 3-pt jump shot from 27 ft,43,38
178,2,5:27.0,Defensive rebound by P. Beverley,,43,38
179,2,5:21.0,P. George misses 3-pt jump shot from 28 ft,,43,38
180,2,5:19.0,,Defensive rebound by M. Gasol,43,38
181,2,4:59.0,,O. Anunoby misses 2-pt jump shot from 5 ft (block by P. Beverley),43,38
182,2,4:57.0,Defensive rebound by L. Williams,,43,38
183,2,4:55.0,Offensive foul by M. Harrell (drawn by M. Gasol),,43,38
184,2,4:55.0,Turnover by M. Harrell (offensive foul),,43,38
185,2,4:55.0,I. Zubac enters the game for M. Harrell,,43,38
186,2,4:55.0,,S. Ibaka enters the game for M. Gasol,43,38
187,2,4:42.0,,P. Siakam misses 2-pt jump shot from 13 ft,43,38
188,2,4:39.0,Defensive rebound by I. Zubac,,43,38
189,2,4:31.0,K. Leonard makes 2-pt jump shot from 11 ft,,45,38
190,2,4:17.0,,S. Ibaka misses 2-pt jump shot from 19 ft,45,38
191,2,4:14.0,Defensive rebound by K. Leonard,,45,38
192,2,4:08.0,I. Zubac makes 2-pt dunk from 1 ft (assist by K. Leonard),,47,38
193,2,4:08.0,,Toronto full timeout,47,38
194,2,4:00.0,,Personal foul by K. Leonard (drawn by K. Lowry),47,38
195,2,3:51.0,,P. Siakam makes 2-pt hook shot from 6 ft (assist by K. Lowry),47,40
196,2,3:33.0,P. Beverley makes 3-pt jump shot from 22 ft (assist by K. Leonard),,50,40
197,2,3:19.0,,Turnover by P. Siakam (bad pass),50,40
198,2,3:10.0,K. Leonard misses 2-pt jump shot from 20 ft (block by O. Anunoby),,50,40
199,2,3:07.0,Offensive rebound by I. Zubac,,50,40
200,2,3:06.0,Turnover by I. Zubac (lost ball; steal by N. Powell),,50,40
201,2,3:02.0,,N. Powell makes 2-pt layup from 1 ft,50,42
202,2,2:49.0,L. Williams makes 3-pt jump shot from 24 ft (assist by P. George),,53,42
203,2,2:32.0,,O. Anunoby misses 3-pt jump shot from 28 ft,53,42
204,2,2:29.0,Defensive rebound by I. Zubac,,53,42
205,2,2:24.0,K. Leonard misses 2-pt jump shot from 16 ft,,53,42
206,2,2:21.0,,Defensive rebound by P. Siakam,53,42
207,2,2:17.0,,P. Siakam misses 2-pt layup from 3 ft (block by I. Zubac),53,42
208,2,2:15.0,Defensive rebound by L. Williams,,53,42
209,2,2:11.0,K. Leonard makes 2-pt jump shot from 7 ft (assist by L. Williams),,55,42
210,2,1:55.0,,Shooting foul by I. Zubac (drawn by P. Siakam),55,42
211,2,1:55.0,,P. Siakam makes free throw 1 of 2,55,43
212,2,1:55.0,,P. Siakam makes free throw 2 of 2,55,44
213,2,1:37.0,I. Zubac makes 2-pt hook shot from 1 ft (assist by L. Williams),,57,44
214,2,1:22.0,,Shooting foul by K. Leonard (drawn by P. Siakam),57,44
215,2,1:22.0,,P. Siakam makes free throw 1 of 2,57,45
216,2,1:22.0,M. Harrell enters the game for I. Zubac,,57,45
217,2,1:22.0,,M. Gasol enters the game for S. Ibaka,57,45
218,2,1:22.0,,P. McCaw enters the game for K. Lowry,57,45
219,2,1:22.0,,P. Siakam makes free throw 2 of 2,57,46
220,2,1:04.0,L. Williams misses 3-pt jump shot from 24 ft,,57,46
221,2,1:04.0,Offensive rebound by Team,,57,46
222,2,1:04.0,,Loose ball foul by M. Gasol (drawn by M. Harrell),57,46
223,2,0:53.0,K. Leonard makes 2-pt jump shot from 6 ft,,59,46
224,2,0:42.0,,P. Siakam misses 2-pt jump shot from 6 ft,59,46
225,2,0:41.0,,Offensive rebound by Team,59,46
226,2,0:41.0,Loose ball foul by M. Harrell (drawn by M. Gasol),,59,46
227,2,0:41.0,,M. Gasol misses free throw 1 of 2,59,46
228,2,0:41.0,,Offensive rebound by Team,59,46
229,2,0:41.0,,M. Gasol misses free throw 2 of 2,59,46
230,2,0:39.0,Defensive rebound by M. Harrell,,59,46
231,2,0:33.0,L. Williams makes 3-pt jump shot from 26 ft,,62,46
232,2,0:28.0,,Turnover by N. Powell (bad pass),62,46
233,2,0:08.0,L. Williams makes 2-pt jump shot from 12 ft,,64,46
234,2,0:07.0,,Turnover by P. Siakam (traveling),64,46
235,2,0:07.0,LA Clippers full timeout,,64,46
236,2,0:07.0,,S. Ibaka enters the game for M. Gasol,64,46
237,2,0:01.0,P. Beverley misses 2-pt jump shot from 11 ft,,64,46
238,2,0:01.0,,Defensive rebound by S. Ibaka,64,46
239,3,11:46.0,,O. Anunoby misses 3-pt jump shot from 25 ft,64,46
240,3,11:44.0,Defensive rebound by K. Leonard,,64,46
241,3,11:38.0,Shooting foul by M. Gasol (drawn by K. Leonard),,64,46
242,3,11:38.0,K. Leonard makes free throw 1 of 2,,65,46
243,3,11:38.0,K. Leonard makes free throw 2 of 2,,66,46
244,3,11:25.0,,O. Anunoby misses 2-pt jump shot from 22 ft,66,46
245,3,11:24.0,,Offensive rebound by M. Gasol,66,46
246,3,11:22.0,,O. Anunoby misses 3-pt jump shot from 27 ft,66,46
247,3,11:18.0,Defensive rebound by K. Leonard,,66,46
248,3,11:07.0,P. George misses 3-pt jump shot from 24 ft,,66,46
249,3,11:05.0,,Defensive rebound by M. Gasol,66,46
250,3,11:00.0,,P. Siakam makes 2-pt jump shot from 4 ft (assist by K. Lowry),66,48
251,3,10:34.0,P. George misses 3-pt jump shot from 27 ft,,66,48
252,3,10:31.0,,Defensive rebound by K. Lowry,66,48
253,3,10:24.0,,Personal foul by I. Zubac (drawn by M. Gasol),66,48
254,3,10:17.0,,M. Gasol makes 3-pt jump shot from 27 ft (assist by P. Siakam),66,51
255,3,10:03.0,P. George misses 2-pt jump shot from 18 ft (block by P. Siakam),,66,51
256,3,10:01.0,,Defensive rebound by K. Lowry,66,51
257,3,9:56.0,,Turnover by N. Powell (bad pass; steal by K. Leonard),66,51
258,3,9:52.0,P. George misses 3-pt jump shot from 28 ft (block by P. Siakam),,66,51
259,3,9:49.0,,Defensive rebound by M. Gasol,66,51
260,3,9:48.0,,Shooting foul by M. Harkless (drawn by N. Powell),66,51
261,3,9:48.0,,N. Powell makes free throw 1 of 2,66,52
262,3,9:48.0,,N. Powell makes free throw 2 of 2,66,53
263,3,9:36.0,Shooting foul by O. Anunoby (drawn by M. Harkless),,66,53
264,3,9:36.0,M. Harkless makes free throw 1 of 2,,67,53
265,3,9:36.0,M. Harkless makes free throw 2 of 2,,68,53
266,3,9:36.0,L. Williams enters the game for P. Beverley,,68,53
267,3,9:24.0,,P. Siakam misses 2-pt layup from 2 ft,68,53
268,3,9:22.0,,Offensive rebound by M. Gasol,68,53
269,3,9:19.0,,N. Powell makes 3-pt jump shot from 26 ft (assist by M. Gasol),68,56
270,3,9:03.0,Turnover by K. Leonard (lost ball; steal by K. Lowry),,68,56
271,3,9:00.0,,Turnover by O. Anunoby (step out of bounds),68,56
272,3,8:50.0,K. Leonard misses 3-pt jump shot from 28 ft,,68,56
273,3,8:48.0,,Defensive rebound by N. Powell,68,56
274,3,8:38.0,,Personal foul by M. Harkless (drawn by N. Powell),68,56
275,3,8:28.0,,N. Powell misses 2-pt jump shot from 7 ft (block by I. Zubac),68,56
276,3,8:26.0,Defensive rebound by I. Zubac,,68,56
277,3,8:15.0,Personal foul by N. Powell (drawn by K. Leonard),,68,56
278,3,8:09.0,K. Leonard misses 2-pt layup from 1 ft,,68,56
279,3,8:07.0,,Defensive rebound by O. Anunoby,68,56
280,3,8:04.0,,Shooting foul by I. Zubac (drawn by O. Anunoby),68,56
281,3,8:04.0,,O. Anunoby makes free throw 1 of 2,68,57
282,3,8:04.0,,O. Anunoby makes free throw 2 of 2,68,58
283,3,8:04.0,LA Clippers full timeout,,68,58
284,3,7:51.0,P. George misses 3-pt jump shot from 23 ft,,68,58
285,3,7:49.0,Offensive rebound by I. Zubac,,68,58
286,3,7:47.0,I. Zubac misses 2-pt layup from 1 ft,,68,58
287,3,7:44.0,Offensive rebound by I. Zubac,,68,58
288,3,7:44.0,I. Zubac makes 2-pt layup from 1 ft,,70,58
289,3,7:26.0,,P. Siakam misses 2-pt jump shot from 5 ft,70,58
290,3,7:24.0,Defensive rebound by L. Williams,,70,58
291,3,7:19.0,P. George misses 3-pt jump shot from 26 ft,,70,58
292,3,7:16.0,,Defensive rebound by O. Anunoby,70,58
293,3,7:09.0,,N. Powell makes 2-pt layup from 1 ft (assist by M. Gasol),70,60
294,3,7:00.0,Personal foul by O. Anunoby (drawn by K. Leonard),,70,60
295,3,7:00.0,M. Harrell enters the game for I. Zubac,,70,60
296,3,6:46.0,P. George misses 3-pt jump shot from 30 ft,,70,60
297,3,6:42.0,,Defensive rebound by M. Gasol,70,60
298,3,6:28.0,,Turnover by N. Powell (bad pass; steal by L. Williams),70,60
299,3,6:25.0,Shooting foul by K. Lowry (drawn by M. Harrell),,70,60
300,3,6:25.0,M. Harrell makes free throw 1 of 2,,71,60
301,3,6:25.0,M. Harrell makes free throw 2 of 2,,72,60
302,3,6:01.0,,N. Powell makes 3-pt jump shot from 29 ft (assist by K. Lowry),72,63
303,3,5:42.0,Turnover by M. Harkless (traveling),,72,63
304,3,5:28.0,,P. Siakam makes 2-pt dunk from 1 ft (assist by M. Gasol),72,65
305,3,5:11.0,Turnover by K. Leonard (lost ball; steal by O. Anunoby),,72,65
306,3,5:09.0,,Personal foul by L. Williams (drawn by O. Anunoby),72,65
307,3,5:09.0,,O. Anunoby makes free throw 1 of 2,72,66
308,3,5:09.0,P. Patterson enters the game for M. Harkless,,72,66
309,3,5:09.0,,O. Anunoby makes free throw 2 of 2,72,67
310,3,5:01.0,Personal foul by N. Powell (drawn by P. George),,72,67
311,3,5:01.0,P. George makes free throw 1 of 2,,73,67
312,3,5:01.0,P. George makes free throw 2 of 2,,74,67
313,3,4:50.0,,P. Siakam misses 3-pt jump shot from 26 ft,74,67
314,3,4:50.0,,Offensive rebound by N. Powell,74,67
315,3,4:50.0,,Personal foul by P. George (drawn by N. Powell),74,67
316,3,4:50.0,,N. Powell makes free throw 1 of 2,74,68
317,3,4:50.0,,N. Powell makes free throw 2 of 2,74,69
318,3,4:34.0,P. Patterson makes 2-pt jump shot from 12 ft (assist by K. Leonard),,76,69
319,3,4:18.0,,K. Lowry misses 3-pt jump shot from 25 ft,76,69
320,3,4:15.0,Defensive rebound by M. Harrell,,76,69
321,3,3:54.0,M. Harrell misses 2-pt layup from 4 ft (block by P. Siakam),,76,69
322,3,3:54.0,Offensive rebound by Team,,76,69
323,3,3:53.0,Turnover by L. Williams (step out of bounds),,76,69
324,3,3:43.0,,P. Siakam makes 2-pt layup from 1 ft (assist by M. Gasol),76,71
325,3,3:43.0,LA Clippers full timeout,,76,71
326,3,3:27.0,P. George makes 2-pt jump shot from 11 ft (assist by K. Leonard),,78,71
327,3,3:16.0,,N. Powell misses 3-pt jump shot from 26 ft,78,71
328,3,3:13.0,Defensive rebound by L. Williams,,78,71
329,3,3:01.0,M. Harrell makes 2-pt dunk at rim (assist by L. Williams),,80,71
330,3,2:36.0,,P. Siakam misses 2-pt jump shot from 13 ft,80,71
331,3,2:35.0,Defensive rebound by P. George,,80,71
332,3,2:28.0,L. Williams misses 2-pt layup from 2 ft (block by M. Gasol),,80,71
333,3,2:26.0,,Defensive rebound by M. Gasol,80,71
334,3,2:25.0,,Turnover by N. Powell (bad pass),80,71
335,3,2:25.0,M. Harkless enters the game for P. George,,80,71
336,3,2:06.0,Turnover by M. Harrell (bad pass),,80,71
337,3,2:06.0,,S. Ibaka enters the game for M. Gasol,80,71
338,3,1:52.0,,K. Lowry misses 3-pt jump shot from 26 ft,80,71
339,3,1:49.0,Defensive rebound by M. Harrell,,80,71
340,3,1:40.0,K. Leonard makes 3-pt jump shot from 27 ft (assist by M. Harrell),,83,71
341,3,1:30.0,,Offensive foul by P. Siakam (drawn by M. Harrell),83,71
342,3,1:30.0,,Turnover by P. Siakam (offensive foul),83,71
343,3,1:30.0,,R. Hollis-Jefferson enters the game for O. Anunoby,83,71
344,3,1:30.0,,P. McCaw enters the game for K. Lowry,83,71
345,3,1:19.0,P. Patterson misses 3-pt jump shot from 22 ft,,83,71
346,3,1:17.0,Offensive rebound by K. Leonard,,83,71
347,3,1:12.0,L. Williams makes 3-pt jump shot from 26 ft (assist by K. Leonard),,86,71
348,3,1:01.0,,P. Siakam misses 3-pt jump shot from 25 ft,86,71
349,3,0:58.0,Defensive rebound by M. Harkless,,86,71
350,3,0:53.0,Personal foul by P. Siakam (drawn by K. Leonard),,86,71
351,3,0:53.0,K. Leonard makes free throw 1 of 2,,87,71
352,3,0:53.0,,T. Davis enters the game for P. Siakam,87,71
353,3,0:53.0,K. Leonard makes free throw 2 of 2,,88,71
354,3,0:40.0,,S. Ibaka misses 2-pt jump shot from 19 ft,88,71
355,3,0:37.0,Defensive rebound by M. Harkless,,88,71
356,3,0:14.0,Turnover by L. Williams (lost ball; steal by R. Hollis-Jefferson),,88,71
357,3,0:14.0,P. George enters the game for K. Leonard,,88,71
358,3,0:14.0,J. Robinson enters the game for L. Williams,,88,71
359,3,0:04.0,,P. McCaw misses 2-pt layup from 2 ft (block by M. Harrell),88,71
360,3,0:01.0,Defensive rebound by P. Patterson,,88,71
361,3,0:00.0,M. Harrell misses 3-pt jump shot from 52 ft,,88,71
362,3,0:00.0,Offensive rebound by Team,,88,71
363,4,11:45.0,L. Williams misses 3-pt jump shot from 30 ft,,88,71
364,4,11:41.0,,Defensive rebound by R. Hollis-Jefferson,88,71
365,4,11:24.0,,R. Hollis-Jefferson misses 2-pt jump shot from 11 ft,88,71
366,4,11:22.0,,Offensive rebound by R. Hollis-Jefferson,88,71
367,4,11:18.0,,C. Boucher makes 3-pt jump shot from 27 ft (assist by T. Davis),88,74
368,4,11:00.0,Personal foul by T. Davis (drawn by L. Williams),,88,74
369,4,10:58.0,P. George makes 3-pt jump shot from 27 ft (assist by L. Williams),,91,74
370,4,10:47.0,,S. Ibaka misses 3-pt jump shot from 27 ft,91,74
371,4,10:44.0,Defensive rebound by M. Harkless,,91,74
372,4,10:35.0,M. Harrell misses 2-pt layup from 2 ft,,91,74
373,4,10:33.0,Offensive rebound by P. Patterson,,91,74
374,4,10:33.0,Shooting foul by P. McCaw (drawn by P. Patterson),,91,74
375,4,10:33.0,P. Patterson makes free throw 1 of 2,,92,74
376,4,10:33.0,J. Robinson enters the game for L. Williams,,92,74
377,4,10:33.0,P. Patterson makes free throw 2 of 2,,93,74
378,4,10:22.0,,Shooting foul by M. Harkless (drawn by R. Hollis-Jefferson),93,74
379,4,10:22.0,,R. Hollis-Jefferson makes free throw 1 of 2,93,75
380,4,10:22.0,,R. Hollis-Jefferson misses free throw 2 of 2,93,75
381,4,10:20.0,Defensive rebound by P. George,,93,75
