,QUARTER,TIME_REMAINING,PHILADELPHIA_ACTION,LA CLIPPERS_ACTION,PHILADELPHIA_SCORE,LA CLIPPERS_SCORE
386,4,5:51.0,,M. Harrell misses 2-pt layup from 3 ft (block by A. Horford),111,120
387,4,5:50.0,,Offensive rebound by Team,111,120
388,4,5:50.0,,Turnover by Team (shot clock),111,120
389,4,5:50.0,,M. Morris enters the game for L. Williams,111,120
390,4,5:36.0,,LA Clippers full timeout,111,120
391,4,5:36.0,,Instant Replay (Challenge: Stands),111,120
392,4,5:31.0,Offensive foul by A. Horford (drawn by P. George),,111,120
393,4,5:31.0,Turnover by A. Horford (offensive foul),,111,120
394,4,5:20.0,,Personal foul by S. Milton (drawn by K. Leonard),111,120
395,4,5:20.0,M. Scott enters the game for S. Milton,,111,120
396,4,5:08.0,,P. George misses 3-pt jump shot from 25 ft,111,120
397,4,5:04.0,Defensive rebound by F. Korkmaz,,111,120
398,4,5:02.0,Turnover by F. Korkmaz (lost ball; steal by P. George),,111,120
399,4,5:00.0,,P. George makes 2-pt layup from 2 ft,111,122
400,4,5:00.0,Philadelphia full timeout,,111,122
401,4,4:36.0,A. Burks makes 2-pt layup from 5 ft,,113,122
402,4,4:25.0,,Shooting foul by A. Horford (drawn by K. Leonard),113,122
403,4,4:25.0,S. Milton enters the game for A. Horford,,113,122
404,4,4:25.0,,K. Leonard misses free throw 1 of 2,113,122
405,4,4:25.0,,Offensive rebound by Team,113,122
406,4,4:25.0,,K. Leonard makes free throw 2 of 2,113,123
407,4,4:18.0,F. Korkmaz makes 3-pt jump shot from 24 ft (assist by S. Milton),,116,123
408,4,3:54.0,,M. Harrell misses 2-pt layup from 2 ft (block by M. Scott),116,123
409,4,3:51.0,Defensive rebound by A. Burks,,116,123
410,4,3:46.0,S. Milton makes 3-pt jump shot from 29 ft (assist by A. Burks),,119,123
411,4,3:44.0,,LA Clippers full timeout,119,123
412,4,3:44.0,,L. Williams enters the game for M. Morris,119,123
413,4,3:22.0,,L. Williams makes 2-pt jump shot from 12 ft (assist by K. Leonard),119,125
414,4,3:10.0,A. Burks makes 2-pt jump shot from 10 ft,,121,125
415,4,2:51.0,,L. Williams makes 2-pt jump shot from 16 ft,121,127
416,4,2:35.0,F. Korkmaz misses 3-pt jump shot from 22 ft,,121,127
417,4,2:32.0,,Defensive rebound by P. Beverley,121,127
418,4,2:26.0,,K. Leonard makes 2-pt jump shot from 15 ft,121,129
419,4,2:18.0,Shooting foul by P. George (drawn by S. Milton),,121,129
420,4,2:18.0,Technical foul by D. Rivers,,121,129
421,4,2:18.0,S. Milton makes technical free throw,,122,129
422,4,2:18.0,S. Milton makes free throw 1 of 2,,123,129
423,4,2:18.0,S. Milton misses free throw 2 of 2,,123,129
424,4,2:16.0,,Defensive rebound by K. Leonard,123,129
425,4,1:57.0,,L. Williams misses 2-pt jump shot from 12 ft,123,129
426,4,1:53.0,Defensive rebound by M. Scott,,123,129
427,4,1:41.0,T. Harris makes 2-pt dunk from 2 ft (assist by M. Scott),,125,129
428,4,1:41.0,Shooting foul by P. George (drawn by T. Harris),,125,129
429,4,1:41.0,T. Harris misses free throw 1 of 1,,125,129
430,4,1:39.0,,Defensive rebound by Team,125,129
431,4,1:19.0,,P. Beverley misses 3-pt jump shot from 23 ft,125,129
432,4,1:19.0,,Offensive rebound by M. Harrell,125,129
433,4,1:19.0,,Shooting foul by M. Scott (drawn by M. Harrell),125,129
434,4,1:19.0,,M. Harrell makes free throw 1 of 2,125,130
435,4,1:19.0,,R. Jackson enters the game for L. Williams,125,130
436,4,1:19.0,,M. Harrell makes free throw 2 of 2,125,131
437,4,0:59.0,A. Burks misses 2-pt jump shot from 11 ft,,125,131
438,4,0:56.0,,Defensive rebound by P. Beverley,125,131
439,4,0:55.0,,Shooting foul by S. Milton (drawn by R. Jackson),125,131
440,4,0:55.0,,R. Jackson makes free throw 1 of 2,125,132
441,4,0:55.0,,R. Jackson makes free throw 2 of 2,125,133
442,4,0:38.0,T. Harris makes 2-pt layup from 1 ft,,127,133
443,4,0:23.0,,Shooting foul by M. Scott (drawn by M. Harrell),127,133
444,4,0:23.0,,M. Harrell makes free throw 1 of 2,127,134
445,4,0:23.0,,M. Harrell makes free throw 2 of 2,127,135
446,4,0:14.0,S. Milton makes 3-pt jump shot from 26 ft,,130,135
447,4,0:12.0,,Personal take foul by T. Harris (drawn by P. George),130,135
448,4,0:12.0,,P. George misses free throw 1 of 2,130,135
449,4,0:12.0,,Offensive rebound by Team,130,135
450,4,0:12.0,,P. George makes free throw 2 of 2,130,136
451,4,0:12.0,Philadelphia full timeout,,130,136
452,4,0:09.0,S. Milton misses 3-pt jump shot from 27 ft (block by R. Jackson),,130,136
453,4,0:04.0,,Defensive rebound by P. Beverley,130,136
