,QUARTER,TIME_REMAINING,TORONTO_ACTION,NEW YORK_ACTION,TORONTO_SCORE,NEW YORK_SCORE
71,1,3:08.0,,M. Morris makes 3-pt jump shot from 25 ft,13,24
72,1,2:46.0,P. Siakam misses 3-pt jump shot from 27 ft,,13,24
73,1,2:44.0,,Defensive rebound by D. Dotson,13,24
74,1,2:35.0,,D. Dotson misses 3-pt jump shot from 26 ft,13,24
75,1,2:33.0,,Offensive rebound by M. Robinson,13,24
76,1,2:32.0,,M. Robinson makes 2-pt dunk from 1 ft,13,26
77,1,2:07.0,Shooting foul by E. Payton (drawn by K. Lowry),,13,26
78,1,2:07.0,,New York full timeout,13,26
79,1,2:07.0,T. Davis enters the game for O. Anunoby,,13,26
80,1,2:07.0,R. Hollis-Jefferson enters the game for P. Siakam,,13,26
81,1,2:07.0,,K. Knox enters the game for M. Morris,13,26
82,1,2:07.0,,F. Ntilikina enters the game for E. Payton,13,26
83,1,2:07.0,K. Lowry makes free throw 1 of 2,,14,26
84,1,2:07.0,K. Lowry makes free throw 2 of 2,,15,26
85,1,1:48.0,,J. Randle misses 2-pt jump shot from 14 ft,15,26
86,1,1:46.0,Defensive rebound by K. Lowry,,15,26
87,1,1:35.0,S. Ibaka makes 2-pt layup at rim (assist by K. Lowry),,17,26
88,1,1:21.0,,F. Ntilikina makes 2-pt layup from 2 ft (assist by M. Robinson),17,28
89,1,0:57.0,S. Ibaka makes 3-pt jump shot from 25 ft (assist by T. Davis),,20,28
90,1,0:35.0,,K. Knox misses 2-pt layup from 1 ft (block by S. Ibaka),20,28
91,1,0:34.0,,Offensive rebound by K. Knox,20,28
92,1,0:32.0,,K. Knox misses 2-pt layup from 2 ft (block by K. Lowry),20,28
93,1,0:31.0,Defensive rebound by K. Lowry,,20,28
94,1,0:27.0,R. Hollis-Jefferson misses 2-pt layup from 4 ft,,20,28
95,1,0:27.0,Offensive rebound by Team,,20,28
96,1,0:27.0,F. VanVleet enters the game for K. Lowry,,20,28
97,1,0:27.0,,B. Portis enters the game for J. Randle,20,28
98,1,0:21.0,N. Powell misses 2-pt layup from 3 ft,,20,28
99,1,0:19.0,,Defensive rebound by B. Portis,20,28
100,1,0:03.0,,Personal foul by R. Hollis-Jefferson (drawn by F. Ntilikina),20,28
101,1,0:00.0,,F. Ntilikina misses 3-pt jump shot from 25 ft,20,28
102,1,0:00.0,,Offensive rebound by Team,20,28
103,2,11:47.0,,K. Knox misses 3-pt jump shot from 24 ft,20,28
104,2,11:45.0,,Offensive rebound by F. Ntilikina,20,28
105,2,11:40.0,,D. Dotson makes 2-pt jump shot from 15 ft (assist by F. Ntilikina),20,30
106,2,11:21.0,S. Ibaka makes 3-pt jump shot from 26 ft (assist by R. Hollis-Jefferson),,23,30
107,2,11:01.0,,K. Knox misses 3-pt jump shot from 23 ft,23,30
108,2,10:59.0,,Offensive rebound by M. Robinson,23,30
109,2,10:56.0,,D. Dotson makes 3-pt jump shot from 25 ft (assist by F. Ntilikina),23,33
110,2,10:41.0,T. Davis misses 3-pt jump shot from 28 ft,,23,33
111,2,10:39.0,,Defensive rebound by M. Robinson,23,33
112,2,10:29.0,,K. Knox misses 2-pt layup from 1 ft,23,33
113,2,10:28.0,Defensive rebound by T. Davis,,23,33
114,2,10:23.0,T. Davis makes 2-pt layup from 2 ft,,25,33
115,2,9:58.0,,Turnover by Team (shot clock),25,33
116,2,9:37.0,S. Ibaka misses 2-pt jump shot from 10 ft,,25,33
117,2,9:35.0,Offensive rebound by N. Powell,,25,33
118,2,9:32.0,N. Powell makes 2-pt layup from 1 ft,,27,33
119,2,9:16.0,,Personal foul by R. Hollis-Jefferson (drawn by K. Knox),27,33
120,2,9:08.0,,B. Portis makes 2-pt jump shot from 12 ft (assist by F. Ntilikina),27,35
121,2,8:51.0,N. Powell misses 2-pt jump shot from 20 ft,,27,35
122,2,8:49.0,,Defensive rebound by F. Ntilikina,27,35
123,2,8:46.0,,F. Ntilikina misses 2-pt layup from 3 ft (block by S. Ibaka),27,35
124,2,8:45.0,,Offensive rebound by Team,27,35
125,2,8:37.0,,D. Dotson makes 3-pt jump shot from 25 ft,27,38
126,2,8:13.0,T. Davis makes 3-pt jump shot from 27 ft (assist by F. VanVleet),,30,38
127,2,7:54.0,,D. Dotson makes 2-pt jump shot from 16 ft,30,40
128,2,7:32.0,S. Ibaka makes 2-pt hook shot from 4 ft,,32,40
129,2,7:15.0,,B. Portis misses 2-pt jump shot from 19 ft,32,40
130,2,7:13.0,Defensive rebound by R. Hollis-Jefferson,,32,40
131,2,6:56.0,R. Hollis-Jefferson makes 2-pt layup from 2 ft,,34,40
132,2,6:47.0,,New York full timeout,34,40
133,2,6:47.0,M. Gasol enters the game for T. Davis,,34,40
134,2,6:30.0,,D. Dotson misses 3-pt jump shot from 24 ft,34,40
135,2,6:28.0,Defensive rebound by M. Gasol,,34,40
136,2,6:22.0,Personal foul by F. Ntilikina (drawn by F. VanVleet),,34,40
137,2,6:22.0,,E. Payton enters the game for F. Ntilikina,34,40
138,2,6:14.0,F. VanVleet makes 2-pt jump shot from 19 ft,,36,40
139,2,5:52.0,,Turnover by D. Dotson (bad pass),36,40
140,2,5:52.0,,M. Morris enters the game for K. Knox,36,40
141,2,5:43.0,N. Powell makes 3-pt jump shot from 24 ft (assist by F. VanVleet),,39,40
142,2,5:21.0,,B. Portis misses 3-pt jump shot from 26 ft (block by R. Hollis-Jefferson),39,40
143,2,5:19.0,Defensive rebound by M. Gasol,,39,40
144,2,5:19.0,Shooting foul by B. Portis (drawn by R. Hollis-Jefferson),,39,40
145,2,5:19.0,K. Lowry enters the game for S. Ibaka,,39,40
146,2,5:19.0,P. Siakam enters the game for F. VanVleet,,39,40
147,2,5:19.0,,R. Bullock enters the game for M. Robinson,39,40
148,2,5:19.0,R. Hollis-Jefferson makes free throw 1 of 2,,40,40
149,2,5:19.0,R. Hollis-Jefferson misses free throw 2 of 2,,40,40
150,2,5:17.0,,Defensive rebound by R. Bullock,40,40
151,2,5:01.0,,M. Morris misses 2-pt jump shot from 13 ft,40,40
152,2,4:59.0,Defensive rebound by M. Gasol,,40,40
153,2,4:53.0,N. Powell misses 2-pt layup from 1 ft,,40,40
154,2,4:51.0,Offensive rebound by R. Hollis-Jefferson,,40,40
155,2,4:51.0,R. Hollis-Jefferson misses 2-pt dunk at rim,,40,40
156,2,4:49.0,,Defensive rebound by M. Morris,40,40
157,2,4:29.0,,M. Morris misses 2-pt layup from 1 ft (block by P. Siakam),40,40
158,2,4:28.0,Defensive rebound by M. Gasol,,40,40
159,2,4:23.0,N. Powell misses 3-pt jump shot from 24 ft,,40,40
160,2,4:21.0,Offensive rebound by N. Powell,,40,40
161,2,4:15.0,K. Lowry makes 3-pt jump shot from 26 ft (assist by N. Powell),,43,40
162,2,4:11.0,,New York full timeout,43,40
163,2,4:11.0,O. Anunoby enters the game for R. Hollis-Jefferson,,43,40
164,2,4:11.0,,J. Randle enters the game for D. Dotson,43,40
165,2,3:56.0,,J. Randle misses 3-pt jump shot from 26 ft,43,40
166,2,3:54.0,,Offensive rebound by M. Morris,43,40
167,2,3:43.0,,B. Portis makes 2-pt jump shot from 10 ft (assist by M. Morris),43,42
168,2,3:17.0,O. Anunoby makes 2-pt dunk at rim,,45,42
169,2,2:55.0,,E. Payton makes 3-pt jump shot from 23 ft (assist by J. Randle),45,45
170,2,2:41.0,N. Powell makes 2-pt layup from 1 ft (assist by M. Gasol),,47,45
171,2,2:28.0,,M. Morris misses 3-pt jump shot from 24 ft,47,45
172,2,2:26.0,,Offensive rebound by B. Portis,47,45
173,2,2:23.0,,J. Randle makes 2-pt layup from 1 ft (assist by B. Portis),47,47
174,2,2:09.0,Shooting foul by R. Bullock (drawn by K. Lowry),,47,47
175,2,2:09.0,K. Lowry makes free throw 1 of 2,,48,47
176,2,2:09.0,F. VanVleet enters the game for N. Powell,,48,47
177,2,2:09.0,K. Lowry makes free throw 2 of 2,,49,47
178,2,2:00.0,,Shooting foul by O. Anunoby (drawn by J. Randle),49,47
179,2,2:00.0,,J. Randle misses free throw 1 of 2,49,47
180,2,2:00.0,,Offensive rebound by Team,49,47
181,2,2:00.0,,J. Randle makes free throw 2 of 2,49,48
182,2,1:48.0,P. Siakam makes 2-pt layup from 2 ft,,51,48
183,2,1:22.0,,E. Payton misses 2-pt jump shot from 11 ft,51,48
184,2,1:19.0,,Offensive rebound by Team,51,48
185,2,1:13.0,,B. Portis makes 2-pt layup from 1 ft (assist by E. Payton),51,50
186,2,0:58.0,Offensive foul by P. Siakam (drawn by R. Bullock),,51,50
187,2,0:58.0,Turnover by P. Siakam (offensive foul),,51,50
188,2,0:46.0,,M. Morris makes 3-pt jump shot from 23 ft (assist by E. Payton),51,53
189,2,0:34.0,F. VanVleet makes 3-pt jump shot from 26 ft,,54,53
190,2,0:26.0,,B. Portis misses 3-pt jump shot from 22 ft,54,53
191,2,0:24.0,Defensive rebound by M. Gasol,,54,53
192,2,0:19.0,P. Siakam makes 2-pt layup from 1 ft (assist by F. VanVleet),,56,53
193,2,0:01.0,,Turnover by E. Payton (bad pass),56,53
194,2,0:00.0,P. Siakam misses 3-pt jump shot from 26 ft,,56,53
195,2,0:00.0,Offensive rebound by Team,,56,53
196,3,11:45.0,,M. Morris misses 3-pt jump shot from 25 ft,56,53
197,3,11:43.0,Defensive rebound by K. Lowry,,56,53
198,3,11:24.0,K. Lowry makes 3-pt jump shot from 26 ft (assist by F. VanVleet),,59,53
199,3,10:59.0,,T. Gibson misses 2-pt layup from 2 ft,59,53
200,3,10:57.0,Defensive rebound by K. Lowry,,59,53
201,3,10:55.0,F. VanVleet makes 3-pt jump shot from 25 ft (assist by P. Siakam),,62,53
202,3,10:43.0,,E. Payton makes 2-pt jump shot from 9 ft,62,55
203,3,10:43.0,,Shooting foul by F. VanVleet (drawn by E. Payton),62,55
204,3,10:43.0,,E. Payton misses free throw 1 of 1,62,55
205,3,10:41.0,Defensive rebound by O. Anunoby,,62,55
206,3,10:27.0,Personal foul by J. Randle (drawn by P. Siakam),,62,55
207,3,10:18.0,P. Siakam makes 2-pt jump shot from 10 ft,,64,55
208,3,10:02.0,,J. Randle misses 3-pt jump shot from 26 ft,64,55
209,3,10:00.0,Defensive rebound by P. Siakam,,64,55
210,3,9:48.0,P. Siakam makes 2-pt layup from 1 ft (assist by K. Lowry),,66,55
211,3,9:48.0,Shooting foul by M. Morris (drawn by P. Siakam),,66,55
212,3,9:48.0,P. Siakam makes free throw 1 of 1,,67,55
213,3,9:33.0,,E. Payton misses 3-pt jump shot from 24 ft,67,55
214,3,9:31.0,Defensive rebound by M. Gasol,,67,55
215,3,9:27.0,Turnover by M. Gasol (bad pass; steal by J. Randle),,67,55
216,3,9:23.0,,R. Bullock makes 3-pt jump shot from 25 ft (assist by J. Randle),67,58
217,3,9:07.0,Personal foul by M. Morris (drawn by P. Siakam),,67,58
218,3,8:58.0,P. Siakam misses 2-pt jump shot from 13 ft,,67,58
219,3,8:57.0,,Defensive rebound by Team,67,58
220,3,8:49.0,,J. Randle makes 2-pt layup from 1 ft (assist by R. Bullock),67,60
221,3,8:49.0,,Shooting foul by M. Gasol (drawn by J. Randle),67,60
222,3,8:49.0,,J. Randle makes free throw 1 of 1,67,61
223,3,8:38.0,K. Lowry misses 3-pt jump shot from 25 ft,,67,61
224,3,8:36.0,,Defensive rebound by E. Payton,67,61
225,3,8:23.0,,E. Payton makes 2-pt layup from 2 ft (assist by T. Gibson),67,63
226,3,8:02.0,O. Anunoby misses 3-pt jump shot from 23 ft,,67,63
227,3,8:00.0,,Defensive rebound by M. Morris,67,63
228,3,7:51.0,,Personal foul by P. Siakam (drawn by M. Morris),67,63
229,3,7:41.0,,Turnover by M. Morris (traveling),67,63
230,3,7:41.0,,Violation by Team (delay of game),67,63
231,3,7:25.0,Turnover by O. Anunoby (traveling),,67,63
232,3,7:15.0,,J. Randle misses 2-pt layup from 1 ft,67,63
233,3,7:14.0,,Offensive rebound by Team,67,63
234,3,7:08.0,,Personal foul by M. Gasol (drawn by M. Morris),67,63
235,3,6:57.0,,Shooting foul by M. Gasol (drawn by E. Payton),67,63
236,3,6:57.0,,New York full timeout,67,63
237,3,6:57.0,,M. Robinson enters the game for T. Gibson,67,63
238,3,6:57.0,,E. Payton makes free throw 1 of 2,67,64
239,3,6:57.0,,E. Payton makes free throw 2 of 2,67,65
240,3,6:40.0,F. VanVleet misses 3-pt jump shot from 25 ft,,67,65
241,3,6:38.0,,Defensive rebound by M. Morris,67,65
242,3,6:22.0,,R. Bullock misses 3-pt jump shot from 25 ft,67,65
243,3,6:20.0,Defensive rebound by P. Siakam,,67,65
244,3,6:11.0,M. Gasol makes 3-pt jump shot from 26 ft (assist by P. Siakam),,70,65
245,3,5:46.0,,M. Morris misses 2-pt jump shot from 12 ft (block by O. Anunoby),70,65
246,3,5:44.0,,Offensive rebound by J. Randle,70,65
247,3,5:44.0,Toronto full timeout,,70,65
248,3,5:44.0,Instant Replay (Challenge: Ruling Stands),,70,65
249,3,5:44.0,,Offensive foul by J. Randle (drawn by K. Lowry),70,65
250,3,5:44.0,,Turnover by J. Randle (offensive foul),70,65
251,3,5:44.0,N. Powell enters the game for O. Anunoby,,70,65
252,3,5:25.0,M. Gasol misses 3-pt jump shot from 27 ft,,70,65
253,3,5:23.0,,Defensive rebound by R. Bullock,70,65
254,3,5:18.0,,J. Randle makes 2-pt layup from 1 ft (assist by E. Payton),70,67
255,3,5:01.0,N. Powell misses 3-pt jump shot from 27 ft,,70,67
256,3,4:59.0,,Defensive rebound by R. Bullock,70,67
257,3,4:57.0,,Personal foul by N. Powell (drawn by J. Randle),70,67
258,3,4:57.0,,J. Randle makes free throw 1 of 2,70,68
259,3,4:57.0,,J. Randle makes free throw 2 of 2,70,69
260,3,4:46.0,K. Lowry misses 3-pt jump shot from 26 ft,,70,69
261,3,4:44.0,,Defensive rebound by J. Randle,70,69
262,3,4:21.0,,E. Payton misses 3-pt jump shot from 26 ft,70,69
263,3,4:19.0,Defensive rebound by P. Siakam,,70,69
264,3,4:12.0,M. Gasol makes 3-pt jump shot from 26 ft (assist by P. Siakam),,73,69
265,3,3:48.0,,R. Bullock misses 3-pt jump shot from 27 ft,73,69
266,3,3:46.0,,Offensive rebound by M. Morris,73,69
267,3,3:38.0,,M. Morris makes 2-pt jump shot from 19 ft (assist by E. Payton),73,71
268,3,3:38.0,R. Hollis-Jefferson enters the game for F. VanVleet,,73,71
269,3,3:38.0,,D. Dotson enters the game for R. Bullock,73,71
270,3,3:38.0,,Shooting foul by N. Powell (drawn by M. Morris),73,71
271,3,3:38.0,,M. Morris misses free throw 1 of 1,73,71
272,3,3:36.0,Defensive rebound by P. Siakam,,73,71
273,3,3:21.0,P. Siakam makes 3-pt jump shot from 25 ft (assist by R. Hollis-Jefferson),,76,71
274,3,2:56.0,,J. Randle misses 2-pt jump shot from 15 ft,76,71
275,3,2:54.0,Defensive rebound by M. Gasol,,76,71
276,3,2:48.0,Personal foul by E. Payton (drawn by K. Lowry),,76,71
277,3,2:48.0,S. Ibaka enters the game for M. Gasol,,76,71
278,3,2:48.0,,F. Ntilikina enters the game for E. Payton,76,71
279,3,2:48.0,,B. Portis enters the game for J. Randle,76,71
280,3,2:38.0,Shooting foul by B. Portis (drawn by K. Lowry),,76,71
281,3,2:38.0,K. Lowry makes free throw 1 of 2,,77,71
282,3,2:38.0,K. Lowry makes free throw 2 of 2,,78,71
283,3,2:30.0,,Personal foul by K. Lowry (drawn by D. Dotson),78,71
284,3,2:30.0,,D. Dotson makes free throw 1 of 2,78,72
285,3,2:30.0,,D. Dotson makes free throw 2 of 2,78,73
286,3,2:08.0,Shooting foul by M. Robinson (drawn by K. Lowry),,78,73
287,3,2:08.0,K. Lowry makes free throw 1 of 2,,79,73
288,3,2:08.0,K. Lowry makes free throw 2 of 2,,80,73
289,3,1:51.0,,M. Morris makes 2-pt layup from 2 ft,80,75
290,3,1:38.0,K. Lowry misses 2-pt jump shot from 22 ft,,80,75
291,3,1:37.0,,Defensive rebound by M. Morris,80,75
292,3,1:21.0,,Turnover by D. Dotson (bad pass; steal by N. Powell),80,75
293,3,1:18.0,N. Powell makes 2-pt layup from 1 ft,,82,75
294,3,1:11.0,,Personal foul by P. Siakam (drawn by M. Morris),82,75
295,3,1:11.0,T. Davis enters the game for K. Lowry,,82,75
296,3,1:11.0,F. VanVleet enters the game for P. Siakam,,82,75
297,3,1:11.0,,M. Morris makes free throw 1 of 2,82,76
298,3,1:11.0,,M. Morris makes free throw 2 of 2,82,77
299,3,1:00.0,N. Powell makes 3-pt jump shot from 26 ft (assist by F. VanVleet),,85,77
300,3,0:43.0,,F. Ntilikina misses 3-pt jump shot from 23 ft,85,77
301,3,0:41.0,Defensive rebound by T. Davis,,85,77
302,3,0:29.0,R. Hollis-Jefferson misses 2-pt layup from 1 ft,,85,77
303,3,0:27.0,,Defensive rebound by F. Ntilikina,85,77
304,3,0:03.0,,D. Dotson makes 2-pt jump shot from 22 ft,85,79
305,3,0:00.0,F. VanVleet misses 3-pt jump shot from 28 ft,,85,79
306,3,0:00.0,Offensive rebound by Team,,85,79
307,4,11:47.0,N. Powell makes 3-pt jump shot from 23 ft (assist by F. VanVleet),,88,79
308,4,11:27.0,,Turnover by F. Ntilikina (bad pass; steal by T. Davis),88,79
309,4,11:22.0,R. Hollis-Jefferson makes 2-pt dunk from 2 ft (assist by N. Powell),,90,79
310,4,11:05.0,,Personal foul by R. Hollis-Jefferson (drawn by K. Knox),90,79
311,4,10:57.0,,K. Knox makes 2-pt hook shot from 3 ft (assist by B. Portis),90,81
312,4,10:46.0,S. Ibaka makes 2-pt dunk from 1 ft (assist by N. Powell),,92,81
313,4,10:46.0,,New York full timeout,92,81
314,4,10:31.0,,Turnover by F. Ntilikina (bad pass; steal by R. Hollis-Jefferson),92,81
315,4,10:29.0,Shooting foul by D. Dotson (drawn by N. Powell),,92,81
316,4,10:29.0,N. Powell misses free throw 1 of 2,,92,81
317,4,10:29.0,Offensive rebound by Team,,92,81
318,4,10:29.0,N. Powell makes free throw 2 of 2,,93,81
319,4,10:16.0,,Turnover by B. Portis (lost ball; steal by R. Hollis-Jefferson),93,81
320,4,10:10.0,S. Ibaka misses 2-pt layup from 1 ft,,93,81
321,4,10:08.0,,Defensive rebound by K. Knox,93,81
322,4,10:04.0,,M. Robinson makes 2-pt dunk from 1 ft (assist by K. Knox),93,83
323,4,9:37.0,F. VanVleet makes 2-pt jump shot from 15 ft,,95,83
324,4,9:20.0,,Personal foul by S. Ibaka (drawn by M. Robinson),95,83
325,4,9:07.0,,Shooting foul by R. Hollis-Jefferson (drawn by D. Dotson),95,83
326,4,9:07.0,,M. Morris enters the game for K. Knox,95,83
327,4,9:07.0,,E. Payton enters the game for F. Ntilikina,95,83
328,4,9:07.0,,J. Randle enters the game for M. Robinson,95,83
329,4,9:07.0,,D. Dotson misses free throw 1 of 3,95,83
330,4,9:07.0,,Offensive rebound by Team,95,83
331,4,9:07.0,,D. Dotson misses free throw 2 of 3,95,83
332,4,9:07.0,,Offensive rebound by Team,95,83
333,4,9:07.0,,D. Dotson makes free throw 3 of 3,95,84
334,4,8:53.0,Turnover by N. Powell (lost ball; steal by E. Payton),,95,84
335,4,8:49.0,,D. Dotson misses 3-pt jump shot from 25 ft,95,84
336,4,8:47.0,Defensive rebound by T. Davis,,95,84
337,4,8:37.0,Turnover by T. Davis (bad pass; steal by D. Dotson),,95,84
338,4,8:31.0,,D. Dotson makes 3-pt jump shot from 25 ft (assist by E. Payton),95,87
339,4,8:09.0,S. Ibaka makes 2-pt layup from 3 ft (assist by F. VanVleet),,97,87
340,4,7:49.0,,J. Randle misses 2-pt layup from 1 ft,97,87
341,4,7:47.0,,Offensive rebound by J. Randle,97,87
342,4,7:45.0,,J. Randle makes 2-pt layup at rim,97,89
343,4,7:37.0,Personal foul by D. Dotson (drawn by N. Powell),,97,89
344,4,7:24.0,Shooting foul by B. Portis (drawn by F. VanVleet),,97,89
345,4,7:24.0,K. Lowry enters the game for T. Davis,,97,89
346,4,7:24.0,F. VanVleet misses free throw 1 of 2,,97,89
347,4,7:24.0,Offensive rebound by Team,,97,89
348,4,7:24.0,F. VanVleet makes free throw 2 of 2,,98,89
349,4,7:06.0,,D. Dotson makes 3-pt jump shot from 25 ft (assist by E. Payton),98,92
350,4,6:49.0,S. Ibaka misses 2-pt hook shot from 5 ft,,98,92
351,4,6:47.0,,Defensive rebound by M. Morris,98,92
352,4,6:31.0,,E. Payton misses 2-pt jump shot from 12 ft,98,92
353,4,6:30.0,Defensive rebound by Team,,98,92
354,4,6:30.0,P. Siakam enters the game for R. Hollis-Jefferson,,98,92
355,4,6:08.0,Turnover by P. Siakam (lost ball; steal by E. Payton),,98,92
356,4,6:04.0,,Shooting foul by K. Lowry (drawn by J. Randle),98,92
357,4,6:04.0,M. Gasol enters the game for N. Powell,,98,92
358,4,6:04.0,,J. Randle misses free throw 1 of 2,98,92
359,4,6:04.0,,Offensive rebound by Team,98,92
360,4,6:04.0,,J. Randle makes free throw 2 of 2,98,93
361,4,5:52.0,K. Lowry makes 2-pt layup from 1 ft (assist by F. VanVleet),,100,93
362,4,5:42.0,,B. Portis makes 3-pt jump shot from 22 ft (assist by M. Morris),100,96
363,4,5:28.0,S. Ibaka misses 2-pt jump shot from 9 ft,,100,96
364,4,5:26.0,,Defensive rebound by J. Randle,100,96
365,4,5:17.0,,J. Randle misses 2-pt layup from 1 ft,100,96
366,4,5:15.0,,Offensive rebound by J. Randle,100,96
367,4,5:15.0,,J. Randle makes 2-pt layup at rim,100,98
368,4,5:15.0,Toronto full timeout,,100,98
369,4,5:15.0,O. Anunoby enters the game for S. Ibaka,,100,98
370,4,4:57.0,F. VanVleet makes 3-pt jump shot from 26 ft (assist by M. Gasol),,103,98
371,4,4:33.0,,B. Portis makes 2-pt jump shot from 4 ft (assist by E. Payton),103,100
372,4,4:33.0,,Shooting foul by F. VanVleet (drawn by B. Portis),103,100
373,4,4:33.0,,B. Portis makes free throw 1 of 1,103,101
374,4,4:17.0,Personal foul by B. Portis (drawn by F. VanVleet),,103,101
375,4,4:10.0,F. VanVleet misses 2-pt layup from 2 ft,,103,101
376,4,4:08.0,,Defensive rebound by J. Randle,103,101
377,4,4:03.0,,Shooting foul by P. Siakam (drawn by M. Morris),103,101
378,4,4:03.0,,M. Morris makes free throw 1 of 2,103,102
