,QUARTER,TIME_REMAINING,SACRAMENTO_ACTION,INDIANA_ACTION,SACRAMENTO_SCORE,INDIANA_SCORE
380,4,4:22.0,Offensive rebound by Team,,90,113
381,4,4:11.0,C. Joseph makes 3-pt jump shot from 23 ft (assist by J. James),,93,113
382,4,4:08.0,,Indiana full timeout,93,113
383,4,3:40.0,,D. Sabonis misses 2-pt hook shot from 2 ft,93,113
384,4,3:39.0,Defensive rebound by M. Bagley,,93,113
385,4,3:23.0,J. James misses 2-pt jump shot from 10 ft,,93,113
386,4,3:20.0,,Defensive rebound by T. Warren,93,113
387,4,3:17.0,,T. Warren misses 3-pt jump shot from 24 ft,93,113
388,4,3:15.0,Defensive rebound by Team,,93,113
389,4,3:15.0,,G. Bitadze enters the game for D. Sabonis,93,113
390,4,3:09.0,Shooting foul by M. Brogdon (drawn by M. Bagley),,93,113
391,4,3:09.0,M. Bagley makes free throw 1 of 2,,94,113
392,4,3:09.0,,E. Sumner enters the game for M. Brogdon,94,113
393,4,3:09.0,M. Bagley makes free throw 2 of 2,,95,113
394,4,2:54.0,,G. Bitadze makes 2-pt jump shot from 18 ft (assist by A. Holiday),95,115
395,4,2:31.0,Shooting foul by A. Holiday (drawn by C. Joseph),,95,115
396,4,2:31.0,C. Joseph makes free throw 1 of 2,,96,115
397,4,2:31.0,,T. Leaf enters the game for T. Warren,96,115
398,4,2:31.0,C. Joseph makes free throw 2 of 2,,97,115
399,4,2:19.0,,T. Leaf misses 3-pt jump shot from 23 ft,97,115
400,4,2:17.0,Defensive rebound by Team,,97,115
401,4,2:17.0,,Loose ball foul by G. Bitadze (drawn by D. Dedmon),97,115
402,4,2:10.0,M. Bagley misses 2-pt layup from 2 ft,,97,115
403,4,2:06.0,Offensive rebound by J. James,,97,115
404,4,2:06.0,J. James makes 2-pt dunk from 1 ft,,99,115
405,4,1:55.0,,Turnover by A. Holiday (traveling),99,115
406,4,1:44.0,J. James makes 2-pt jump shot from 6 ft (assist by Y. Ferrell),,101,115
407,4,1:44.0,Shooting foul by G. Bitadze (drawn by J. James),,101,115
408,4,1:44.0,J. James misses free throw 1 of 1,,101,115
409,4,1:42.0,,Defensive rebound by D. McDermott,101,115
410,4,1:24.0,,G. Bitadze makes 2-pt jump shot from 19 ft (assist by A. Holiday),101,117
411,4,1:05.0,D. Dedmon makes 2-pt hook shot from 6 ft,,103,117
412,4,0:54.0,,D. McDermott makes 2-pt layup from 5 ft (assist by E. Sumner),103,119
413,4,0:42.0,Y. Ferrell misses 3-pt jump shot from 29 ft,,103,119
414,4,0:39.0,,Defensive rebound by G. Bitadze,103,119
415,4,0:21.0,,T. Leaf misses 2-pt jump shot from 9 ft,103,119
416,4,0:19.0,Defensive rebound by D. Dedmon,,103,119
417,4,0:15.0,D. Dedmon makes 2-pt dunk from 1 ft (assist by C. Joseph),,105,119
