,QUARTER,TIME_REMAINING,ORLANDO_ACTION,SAN ANTONIO_ACTION,ORLANDO_SCORE,SAN ANTONIO_SCORE
36,1,6:30.0,,D. DeRozan misses 2-pt jump shot from 12 ft,11,18
37,1,6:27.0,Defensive rebound by N. Vučević,,11,18
38,1,6:20.0,Turnover by N. Vučević (bad pass; steal by T. Lyles),,11,18
39,1,6:13.0,,Turnover by D. Murray (bad pass; steal by E. Fournier),11,18
40,1,6:07.0,M. Fultz makes 2-pt layup from 1 ft (assist by E. Fournier),,13,18
41,1,5:51.0,,T. Lyles makes 2-pt jump shot from 15 ft,13,20
42,1,5:37.0,E. Fournier misses 2-pt layup from 4 ft (block by D. Murray),,13,20
43,1,5:35.0,Offensive rebound by E. Fournier,,13,20
44,1,5:35.0,M. Fultz makes 2-pt layup from 1 ft (assist by E. Fournier),,15,20
45,1,5:35.0,,San Antonio full timeout,15,20
46,1,5:35.0,T. Ross enters the game for J. Ennis,,15,20
47,1,5:35.0,,P. Mills enters the game for B. Forbes,15,20
48,1,5:35.0,,D. White enters the game for D. Murray,15,20
49,1,5:21.0,,T. Lyles misses 3-pt jump shot from 23 ft,15,20
50,1,5:19.0,,Offensive rebound by R. Gay,15,20
51,1,5:16.0,,R. Gay makes 2-pt jump shot from 8 ft,15,22
52,1,4:51.0,A. Gordon misses 3-pt jump shot from 26 ft,,15,22
53,1,4:48.0,,Defensive rebound by T. Lyles,15,22
54,1,4:38.0,,R. Gay makes 3-pt jump shot from 25 ft (assist by D. DeRozan),15,25
55,1,4:20.0,N. Vučević misses 2-pt layup from 2 ft (block by R. Gay),,15,25
56,1,4:20.0,,Defensive rebound by Team,15,25
57,1,4:03.0,,P. Mills makes 3-pt jump shot from 23 ft (assist by T. Lyles),15,28
58,1,3:55.0,Orlando full timeout,,15,28
59,1,3:55.0,D. Augustin enters the game for E. Fournier,,15,28
60,1,3:55.0,M. Carter-Williams enters the game for M. Fultz,,15,28
61,1,3:43.0,M. Carter-Williams makes 2-pt jump shot from 5 ft,,17,28
62,1,3:33.0,,D. DeRozan makes 2-pt layup from 1 ft,17,30
63,1,3:33.0,,Shooting foul by M. Carter-Williams (drawn by D. DeRozan),17,30
64,1,3:33.0,,D. Eubanks enters the game for T. Lyles,17,30
65,1,3:33.0,,D. DeRozan makes free throw 1 of 1,17,31
66,1,3:16.0,T. Ross misses 2-pt jump shot from 16 ft,,17,31
67,1,3:13.0,,Defensive rebound by P. Mills,17,31
68,1,2:57.0,,P. Mills misses 3-pt jump shot from 25 ft,17,31
69,1,2:55.0,Defensive rebound by A. Gordon,,17,31
70,1,2:49.0,D. Augustin makes 3-pt jump shot from 25 ft (assist by A. Gordon),,20,31
71,1,2:33.0,,D. White makes 2-pt layup from 2 ft,20,33
72,1,2:21.0,Turnover by A. Gordon (traveling),,20,33
73,1,2:21.0,M. Bamba enters the game for A. Gordon,,20,33
74,1,2:21.0,J. Ennis enters the game for N. Vučević,,20,33
75,1,2:21.0,,L. Walker enters the game for D. DeRozan,20,33
76,1,1:59.0,,R. Gay makes 3-pt jump shot from 25 ft,20,36
77,1,1:46.0,D. Augustin misses 2-pt layup from 2 ft,,20,36
78,1,1:42.0,Offensive rebound by M. Bamba,,20,36
79,1,1:41.0,M. Bamba makes 2-pt layup from 1 ft,,22,36
80,1,1:32.0,,Turnover by D. Eubanks (traveling),22,36
81,1,1:19.0,T. Ross misses 2-pt jump shot from 9 ft,,22,36
82,1,1:17.0,,Defensive rebound by R. Gay,22,36
83,1,1:12.0,,D. Eubanks makes 2-pt dunk from 1 ft (assist by P. Mills),22,38
84,1,0:58.0,J. Ennis makes 3-pt jump shot from 26 ft (assist by D. Augustin),,25,38
85,1,0:48.0,,P. Mills misses 3-pt jump shot from 25 ft,25,38
86,1,0:45.0,,Offensive rebound by L. Walker,25,38
87,1,0:42.0,,L. Walker misses 2-pt layup from 2 ft (block by M. Bamba),25,38
88,1,0:42.0,Defensive rebound by M. Carter-Williams,,25,38
89,1,0:36.0,T. Ross misses 2-pt jump shot from 14 ft,,25,38
90,1,0:35.0,Offensive rebound by Team,,25,38
91,1,0:22.0,D. Augustin makes 2-pt layup from 1 ft,,27,38
92,1,0:09.0,,Personal take foul by D. Augustin (drawn by D. White),27,38
93,1,0:00.0,,D. White misses 3-pt jump shot from 25 ft,27,38
94,1,0:00.0,,Offensive rebound by Team,27,38
95,2,11:48.0,J. Ennis makes 3-pt jump shot from 25 ft (assist by M. Carter-Williams),,30,38
96,2,11:32.0,,D. Eubanks makes 2-pt dunk from 1 ft (assist by D. White),30,40
97,2,11:10.0,Personal foul by L. Walker (drawn by M. Carter-Williams),,30,40
98,2,11:10.0,,T. Lyles enters the game for R. Gay,30,40
99,2,10:54.0,M. Carter-Williams misses 2-pt jump shot from 7 ft,,30,40
100,2,10:53.0,Offensive rebound by J. Ennis,,30,40
101,2,10:53.0,J. Ennis misses 2-pt layup from 1 ft,,30,40
102,2,10:53.0,Offensive rebound by M. Bamba,,30,40
103,2,10:53.0,Shooting foul by P. Mills (drawn by M. Bamba),,30,40
104,2,10:53.0,M. Bamba makes free throw 1 of 2,,31,40
105,2,10:53.0,M. Bamba misses free throw 2 of 2,,31,40
106,2,10:50.0,,Defensive rebound by D. White,31,40
107,2,10:36.0,,Shooting foul by M. Bamba (drawn by D. White),31,40
108,2,10:36.0,,D. White makes free throw 1 of 2,31,41
109,2,10:36.0,,D. White makes free throw 2 of 2,31,42
110,2,10:31.0,Personal foul by D. White (drawn by T. Ross),,31,42
111,2,10:24.0,M. Bamba makes 2-pt jump shot from 5 ft (assist by M. Carter-Williams),,33,42
112,2,10:05.0,,D. White makes 2-pt jump shot from 5 ft,33,44
113,2,9:53.0,M. Carter-Williams misses 3-pt jump shot from 24 ft,,33,44
114,2,9:49.0,Offensive rebound by J. Ennis,,33,44
115,2,9:48.0,Personal foul by L. Walker (drawn by M. Bamba),,33,44
116,2,9:33.0,D. Augustin misses 3-pt jump shot from 26 ft,,33,44
117,2,9:33.0,Turnover by Team (shot clock),,33,44
118,2,9:33.0,Offensive rebound by Team,,33,44
119,2,9:19.0,,P. Mills misses 3-pt jump shot from 27 ft,33,44
120,2,9:16.0,Defensive rebound by J. Ennis,,33,44
121,2,9:10.0,Turnover by J. Ennis (bad pass; steal by T. Lyles),,33,44
122,2,9:04.0,,Shooting foul by M. Bamba (drawn by D. Eubanks),33,44
123,2,9:04.0,,D. Eubanks misses free throw 1 of 2,33,44
124,2,9:04.0,,Offensive rebound by Team,33,44
125,2,9:04.0,A. Gordon enters the game for M. Bamba,,33,44
126,2,9:04.0,N. Vučević enters the game for J. Ennis,,33,44
127,2,9:04.0,,B. Forbes enters the game for P. Mills,33,44
128,2,9:04.0,,D. Murray enters the game for D. White,33,44
129,2,9:04.0,,D. Eubanks makes free throw 2 of 2,33,45
130,2,8:55.0,N. Vučević makes 2-pt jump shot from 17 ft (assist by T. Ross),,35,45
131,2,8:34.0,,D. Murray misses 2-pt jump shot from 14 ft,35,45
132,2,8:31.0,Defensive rebound by N. Vučević,,35,45
133,2,8:31.0,Personal foul by D. Murray (drawn by D. Augustin),,35,45
134,2,8:31.0,D. Augustin makes free throw 1 of 2,,36,45
135,2,8:31.0,,R. Gay enters the game for D. Eubanks,36,45
136,2,8:31.0,D. Augustin makes free throw 2 of 2,,37,45
137,2,8:19.0,,T. Lyles misses 2-pt jump shot from 12 ft,37,45
138,2,8:17.0,Defensive rebound by N. Vučević,,37,45
139,2,8:08.0,D. Augustin misses 3-pt jump shot from 24 ft,,37,45
140,2,8:05.0,,Defensive rebound by D. Murray,37,45
141,2,8:02.0,,Turnover by D. Murray (out of bounds lost ball),37,45
142,2,7:47.0,T. Ross makes 3-pt jump shot from 27 ft (assist by A. Gordon),,40,45
143,2,7:46.0,,San Antonio full timeout,40,45
144,2,7:46.0,,D. DeRozan enters the game for L. Walker,40,45
145,2,7:34.0,,B. Forbes misses 3-pt jump shot from 26 ft,40,45
146,2,7:30.0,Defensive rebound by M. Carter-Williams,,40,45
147,2,7:19.0,N. Vučević makes 2-pt jump shot from 5 ft (assist by D. Augustin),,42,45
148,2,6:58.0,,T. Lyles misses 3-pt jump shot from 26 ft,42,45
149,2,6:55.0,Defensive rebound by T. Ross,,42,45
150,2,6:48.0,T. Ross makes 2-pt layup from 2 ft (assist by D. Augustin),,44,45
151,2,6:36.0,,R. Gay makes 3-pt jump shot from 26 ft (assist by D. Murray),44,48
152,2,6:21.0,N. Vučević misses 3-pt jump shot from 25 ft,,44,48
153,2,6:19.0,,Defensive rebound by T. Lyles,44,48
154,2,6:11.0,,Turnover by D. DeRozan (traveling),44,48
155,2,6:11.0,E. Fournier enters the game for D. Augustin,,44,48
156,2,6:11.0,M. Fultz enters the game for M. Carter-Williams,,44,48
157,2,5:59.0,N. Vučević misses 2-pt layup from 2 ft (block by R. Gay),,44,48
158,2,5:59.0,Offensive rebound by Team,,44,48
159,2,5:52.0,Turnover by M. Fultz (bad pass; steal by R. Gay),,44,48
160,2,5:44.0,,Turnover by R. Gay (traveling),44,48
161,2,5:25.0,Turnover by N. Vučević (back court),,44,48
162,2,5:25.0,J. Ennis enters the game for T. Ross,,44,48
163,2,5:11.0,,Turnover by B. Forbes (lost ball; steal by E. Fournier),44,48
164,2,5:07.0,Turnover by A. Gordon (step out of bounds),,44,48
165,2,4:55.0,,Shooting foul by M. Fultz (drawn by D. DeRozan),44,48
166,2,4:55.0,,D. DeRozan misses free throw 1 of 2,44,48
167,2,4:55.0,,Offensive rebound by Team,44,48
168,2,4:55.0,,D. DeRozan misses free throw 2 of 2,44,48
169,2,4:53.0,Defensive rebound by J. Ennis,,44,48
170,2,4:42.0,J. Ennis misses 3-pt jump shot from 26 ft,,44,48
171,2,4:39.0,,Defensive rebound by D. Murray,44,48
172,2,4:26.0,,R. Gay makes 2-pt jump shot from 10 ft (assist by T. Lyles),44,50
173,2,4:13.0,N. Vučević misses 3-pt jump shot from 25 ft,,44,50
174,2,4:10.0,,Defensive rebound by T. Lyles,44,50
175,2,4:03.0,,D. Murray makes 2-pt jump shot from 12 ft,44,52
176,2,3:44.0,Turnover by M. Fultz (bad pass; steal by D. Murray),,44,52
177,2,3:38.0,,Turnover by D. DeRozan (lost ball; steal by J. Ennis),44,52
178,2,3:34.0,E. Fournier makes 3-pt jump shot from 26 ft (assist by A. Gordon),,47,52
179,2,3:19.0,,D. Murray makes 2-pt jump shot from 16 ft,47,54
180,2,2:51.0,A. Gordon misses 3-pt jump shot from 23 ft,,47,54
181,2,2:51.0,,Defensive rebound by Team,47,54
182,2,2:51.0,Loose ball foul by J. Ennis (drawn by D. Murray),,47,54
183,2,2:51.0,Orlando full timeout,,47,54
184,2,2:51.0,T. Ross enters the game for J. Ennis,,47,54
185,2,2:51.0,,P. Mills enters the game for D. DeRozan,47,54
186,2,2:51.0,,D. White enters the game for B. Forbes,47,54
187,2,2:42.0,,D. Murray makes 2-pt dunk from 1 ft (assist by R. Gay),47,56
188,2,2:14.0,M. Fultz misses 2-pt jump shot from 22 ft,,47,56
189,2,2:11.0,,Defensive rebound by D. White,47,56
190,2,2:06.0,,R. Gay makes 3-pt jump shot from 26 ft (assist by D. White),47,59
191,2,1:44.0,N. Vučević misses 2-pt hook shot from 5 ft,,47,59
192,2,1:43.0,,Defensive rebound by D. White,47,59
193,2,1:43.0,,Personal foul by N. Vučević (drawn by D. White),47,59
194,2,1:43.0,,D. White makes free throw 1 of 2,47,60
195,2,1:43.0,,D. White makes free throw 2 of 2,47,61
196,2,1:31.0,Personal foul by P. Mills (drawn by T. Ross),,47,61
197,2,1:31.0,T. Ross makes free throw 1 of 2,,48,61
198,2,1:31.0,T. Ross makes free throw 2 of 2,,49,61
199,2,1:17.0,,Turnover by D. Murray (bad pass; steal by E. Fournier),49,61
200,2,1:14.0,E. Fournier makes 2-pt dunk at rim,,51,61
201,2,0:59.0,,Turnover by T. Lyles (bad pass; steal by T. Ross),51,61
202,2,0:58.0,Personal foul by D. White (drawn by T. Ross),,51,61
203,2,0:58.0,T. Ross makes free throw 1 of 2,,52,61
204,2,0:58.0,T. Ross makes free throw 2 of 2,,53,61
205,2,0:37.0,,D. Murray misses 3-pt jump shot from 26 ft,53,61
206,2,0:34.0,Defensive rebound by N. Vučević,,53,61
207,2,0:19.0,M. Fultz misses 3-pt jump shot from 23 ft,,53,61
208,2,0:15.0,,Defensive rebound by R. Gay,53,61
209,2,0:00.0,,T. Lyles misses 2-pt jump shot from 21 ft,53,61
210,2,0:00.0,,Offensive rebound by Team,53,61
211,3,11:38.0,Shooting foul by T. Lyles (drawn by A. Gordon),,53,61
212,3,11:38.0,A. Gordon makes free throw 1 of 2,,54,61
213,3,11:38.0,A. Gordon misses free throw 2 of 2,,54,61
214,3,11:35.0,,Defensive rebound by D. Eubanks,54,61
215,3,11:16.0,,B. Forbes misses 3-pt jump shot from 26 ft,54,61
216,3,11:13.0,Defensive rebound by A. Gordon,,54,61
217,3,11:11.0,Shooting foul by D. Eubanks (drawn by A. Gordon),,54,61
218,3,11:11.0,A. Gordon misses free throw 1 of 2,,54,61
219,3,11:11.0,Offensive rebound by Team,,54,61
220,3,11:11.0,A. Gordon misses free throw 2 of 2,,54,61
221,3,11:09.0,,Defensive rebound by T. Lyles,54,61
222,3,10:46.0,,D. Murray makes 2-pt jump shot from 13 ft,54,63
223,3,10:33.0,N. Vučević misses 3-pt jump shot from 26 ft,,54,63
224,3,10:32.0,,Defensive rebound by Team,54,63
225,3,10:21.0,,D. DeRozan misses 2-pt jump shot from 19 ft,54,63
226,3,10:19.0,Defensive rebound by N. Vučević,,54,63
227,3,10:10.0,E. Fournier makes 2-pt jump shot from 3 ft,,56,63
228,3,9:50.0,,D. Eubanks makes 3-pt jump shot from 23 ft (assist by D. DeRozan),56,66
229,3,9:46.0,,Violation by Team (delay of game),56,66
230,3,9:36.0,Shooting foul by D. Eubanks (drawn by M. Fultz),,56,66
231,3,9:36.0,M. Fultz misses free throw 1 of 2,,56,66
232,3,9:36.0,Offensive rebound by Team,,56,66
233,3,9:36.0,M. Fultz makes free throw 2 of 2,,57,66
234,3,9:24.0,,Shooting foul by A. Gordon (drawn by D. DeRozan),57,66
235,3,9:24.0,,D. DeRozan makes free throw 1 of 2,57,67
236,3,9:24.0,,D. DeRozan makes free throw 2 of 2,57,68
237,3,9:12.0,Turnover by N. Vučević (lost ball; steal by T. Lyles),,57,68
238,3,9:07.0,,D. Murray makes 2-pt layup from 1 ft,57,70
239,3,8:51.0,E. Fournier misses 3-pt jump shot from 26 ft,,57,70
240,3,8:47.0,,Defensive rebound by D. Eubanks,57,70
241,3,8:34.0,,Turnover by B. Forbes (traveling),57,70
242,3,8:20.0,Turnover by N. Vučević (out of bounds lost ball),,57,70
243,3,8:12.0,,D. Eubanks makes 2-pt hook shot from 3 ft (assist by D. DeRozan),57,72
244,3,8:06.0,Orlando full timeout,,57,72
245,3,7:55.0,E. Fournier makes 2-pt layup from 3 ft (assist by M. Fultz),,59,72
246,3,7:42.0,,B. Forbes misses 3-pt jump shot from 25 ft,59,72
247,3,7:40.0,Defensive rebound by J. Ennis,,59,72
248,3,7:35.0,E. Fournier makes 3-pt jump shot from 26 ft (assist by J. Ennis),,62,72
249,3,7:24.0,,Personal foul by M. Fultz (drawn by D. Murray),62,72
250,3,7:17.0,,Turnover by D. Eubanks (lost ball; steal by A. Gordon),62,72
251,3,7:09.0,Shooting foul by B. Forbes (drawn by A. Gordon),,62,72
252,3,7:09.0,A. Gordon makes free throw 1 of 2,,63,72
253,3,7:09.0,A. Gordon makes free throw 2 of 2,,64,72
254,3,6:47.0,,Turnover by D. Murray (bad pass; steal by E. Fournier),64,72
255,3,6:44.0,A. Gordon makes 2-pt dunk from 1 ft,,66,72
256,3,6:44.0,,San Antonio full timeout,66,72
257,3,6:33.0,,B. Forbes makes 3-pt jump shot from 25 ft (assist by D. Murray),66,75
258,3,6:17.0,E. Fournier misses 3-pt jump shot from 25 ft,,66,75
259,3,6:17.0,,Defensive rebound by Team,66,75
260,3,6:17.0,,R. Gay enters the game for D. Eubanks,66,75
261,3,5:55.0,,D. DeRozan makes 2-pt layup from 2 ft,66,77
262,3,5:47.0,A. Gordon misses 2-pt layup from 2 ft,,66,77
263,3,5:47.0,Offensive rebound by M. Fultz,,66,77
264,3,5:43.0,,Technical foul by A. Gordon,66,77
265,3,5:43.0,,D. DeRozan makes technical free throw,66,78
266,3,5:43.0,T. Ross enters the game for J. Ennis,,66,78
267,3,5:43.0,,D. White enters the game for D. Murray,66,78
268,3,5:33.0,A. Gordon makes 2-pt hook shot from 2 ft (assist by E. Fournier),,68,78
269,3,5:23.0,,B. Forbes misses 2-pt jump shot from 14 ft,68,78
270,3,5:21.0,Defensive rebound by A. Gordon,,68,78
271,3,5:08.0,M. Fultz misses 3-pt jump shot from 24 ft,,68,78
272,3,5:03.0,Offensive rebound by E. Fournier,,68,78
273,3,4:57.0,Turnover by M. Fultz (bad pass; steal by D. White),,68,78
274,3,4:48.0,,B. Forbes misses 2-pt jump shot from 21 ft,68,78
275,3,4:45.0,Defensive rebound by A. Gordon,,68,78
276,3,4:41.0,M. Fultz makes 2-pt dunk from 1 ft (assist by A. Gordon),,70,78
277,3,4:25.0,,T. Lyles makes 2-pt dunk from 1 ft (assist by R. Gay),70,80
278,3,4:25.0,,Shooting foul by A. Gordon (drawn by T. Lyles),70,80
279,3,4:25.0,,P. Mills enters the game for B. Forbes,70,80
280,3,4:25.0,,T. Lyles makes free throw 1 of 1,70,81
281,3,4:11.0,E. Fournier makes 3-pt jump shot from 25 ft (assist by A. Gordon),,73,81
282,3,3:48.0,,P. Mills makes 3-pt jump shot from 24 ft (assist by D. White),73,84
283,3,3:33.0,Turnover by E. Fournier (bad pass; steal by T. Lyles),,73,84
284,3,3:28.0,,P. Mills misses 3-pt jump shot from 24 ft,73,84
285,3,3:26.0,Defensive rebound by A. Gordon,,73,84
286,3,3:23.0,Shooting foul by T. Lyles (drawn by A. Gordon),,73,84
287,3,3:23.0,A. Gordon misses free throw 1 of 2,,73,84
288,3,3:23.0,Offensive rebound by Team,,73,84
289,3,3:23.0,D. Augustin enters the game for E. Fournier,,73,84
290,3,3:23.0,M. Carter-Williams enters the game for M. Fultz,,73,84
291,3,3:23.0,A. Gordon misses free throw 2 of 2,,73,84
292,3,3:20.0,,Defensive rebound by R. Gay,73,84
293,3,3:09.0,,D. DeRozan misses 2-pt jump shot from 15 ft,73,84
294,3,3:07.0,Defensive rebound by M. Carter-Williams,,73,84
295,3,2:45.0,T. Ross misses 3-pt jump shot from 27 ft,,73,84
296,3,2:41.0,Offensive rebound by N. Vučević,,73,84
297,3,2:40.0,N. Vučević makes 2-pt layup from 2 ft,,75,84
298,3,2:28.0,,D. DeRozan misses 2-pt layup from 3 ft,75,84
299,3,2:25.0,Defensive rebound by N. Vučević,,75,84
300,3,2:20.0,T. Ross misses 3-pt jump shot from 27 ft,,75,84
301,3,2:19.0,,Defensive rebound by Team,75,84
302,3,2:19.0,M. Bamba enters the game for A. Gordon,,75,84
303,3,2:19.0,J. Ennis enters the game for N. Vučević,,75,84
304,3,2:19.0,,L. Walker enters the game for D. DeRozan,75,84
305,3,1:58.0,,Shooting foul by M. Bamba (drawn by R. Gay),75,84
306,3,1:58.0,,R. Gay misses free throw 1 of 2,75,84
307,3,1:58.0,,Offensive rebound by Team,75,84
308,3,1:58.0,,M. Belinelli enters the game for T. Lyles,75,84
309,3,1:58.0,,R. Gay makes free throw 2 of 2,75,85
310,3,1:47.0,Offensive foul by M. Bamba (drawn by P. Mills),,75,85
311,3,1:47.0,Turnover by M. Bamba (offensive foul),,75,85
312,3,1:35.0,,D. White misses 2-pt jump shot from 12 ft,75,85
313,3,1:33.0,Defensive rebound by M. Bamba,,75,85
314,3,1:21.0,D. Augustin misses 3-pt jump shot from 26 ft,,75,85
315,3,1:17.0,,Defensive rebound by D. White,75,85
316,3,1:08.0,,Offensive foul by R. Gay (drawn by M. Carter-Williams),75,85
317,3,1:08.0,,Turnover by R. Gay (offensive foul),75,85
318,3,0:59.0,T. Ross makes 2-pt jump shot from 10 ft (assist by D. Augustin),,77,85
319,3,0:59.0,Shooting foul by D. White (drawn by T. Ross),,77,85
320,3,0:59.0,T. Ross makes free throw 1 of 1,,78,85
321,3,0:43.0,,Turnover by R. Gay (traveling),78,85
322,3,0:23.0,M. Carter-Williams makes 3-pt jump shot from 26 ft (assist by D. Augustin),,81,85
323,3,0:02.0,,R. Gay misses 2-pt jump shot from 9 ft,81,85
324,3,0:01.0,Defensive rebound by J. Ennis,,81,85
325,3,0:00.0,J. Ennis misses 3-pt jump shot from 62 ft,,81,85
326,3,0:00.0,Offensive rebound by Team,,81,85
327,4,11:48.0,,M. Belinelli misses 2-pt jump shot from 15 ft (block by J. Ennis),81,85
328,4,11:47.0,,Offensive rebound by Team,81,85
329,4,11:40.0,,R. Gay misses 2-pt jump shot from 13 ft,81,85
330,4,11:37.0,Defensive rebound by T. Ross,,81,85
331,4,11:27.0,Turnover by J. Ennis (bad pass; steal by L. Walker),,81,85
332,4,11:23.0,,L. Walker misses 2-pt layup from 2 ft,81,85
333,4,11:20.0,Defensive rebound by J. Ennis,,81,85
334,4,11:08.0,J. Ennis makes 2-pt layup from 1 ft (assist by D. Augustin),,83,85
335,4,10:56.0,,M. Belinelli makes 2-pt jump shot from 21 ft (assist by R. Gay),83,87
336,4,10:37.0,D. Augustin makes 3-pt jump shot from 25 ft,,86,87
337,4,10:22.0,,M. Belinelli misses 3-pt jump shot from 27 ft (block by J. Ennis),86,87
338,4,10:21.0,Defensive rebound by Team,,86,87
339,4,10:21.0,,T. Lyles enters the game for R. Gay,86,87
340,4,10:21.0,,D. Murray enters the game for L. Walker,86,87
341,4,10:21.0,,Loose ball foul by M. Belinelli (drawn by J. Ennis),86,87
342,4,10:21.0,,Instant Replay (Request: Stands),86,87
343,4,10:10.0,M. Bamba misses 2-pt layup from 3 ft (block by T. Lyles),,86,87
344,4,10:03.0,Offensive rebound by M. Bamba,,86,87
345,4,10:03.0,M. Bamba misses 2-pt layup at rim,,86,87
346,4,9:59.0,,Defensive rebound by T. Lyles,86,87
347,4,9:48.0,,D. White makes 3-pt jump shot from 24 ft (assist by D. Murray),86,90
348,4,9:34.0,M. Bamba makes 3-pt jump shot from 26 ft (assist by D. Augustin),,89,90
349,4,9:23.0,,M. Belinelli misses 3-pt jump shot from 26 ft,89,90
350,4,9:19.0,Defensive rebound by M. Bamba,,89,90
351,4,9:16.0,M. Carter-Williams makes 2-pt jump shot from 1 ft,,91,90
352,4,8:54.0,,D. White misses 2-pt jump shot from 11 ft (block by M. Bamba),91,90
353,4,8:46.0,Defensive rebound by T. Ross,,91,90
354,4,8:38.0,D. Augustin makes 2-pt jump shot from 9 ft,,93,90
355,4,8:37.0,,San Antonio full timeout,93,90
356,4,8:37.0,,D. DeRozan enters the game for M. Belinelli,93,90
357,4,8:37.0,,D. Eubanks enters the game for D. White,93,90
358,4,8:15.0,,P. Mills misses 3-pt jump shot from 26 ft,93,90
359,4,8:10.0,Defensive rebound by M. Carter-Williams,,93,90
360,4,8:06.0,T. Ross makes 3-pt jump shot from 26 ft (assist by M. Carter-Williams),,96,90
361,4,7:52.0,,D. Murray makes 2-pt layup from 1 ft,96,92
362,4,7:38.0,Turnover by J. Ennis (bad pass; steal by D. Murray),,96,92
363,4,7:34.0,,T. Lyles makes 2-pt dunk from 2 ft (assist by D. Murray),96,94
364,4,7:34.0,,Shooting foul by M. Carter-Williams (drawn by T. Lyles),96,94
365,4,7:34.0,A. Gordon enters the game for M. Bamba,,96,94
366,4,7:34.0,N. Vučević enters the game for J. Ennis,,96,94
367,4,7:34.0,,T. Lyles makes free throw 1 of 1,96,95
368,4,7:22.0,D. Augustin misses 3-pt jump shot from 23 ft,,96,95
369,4,7:18.0,,Defensive rebound by T. Lyles,96,95
370,4,7:13.0,,P. Mills misses 3-pt jump shot from 27 ft,96,95
371,4,7:05.0,Defensive rebound by M. Carter-Williams,,96,95
372,4,6:55.0,Turnover by D. Augustin (lost ball; steal by D. Murray),,96,95
373,4,6:50.0,,P. Mills makes 2-pt layup from 1 ft (assist by D. Murray),96,97
374,4,6:38.0,Personal foul by D. Eubanks (drawn by N. Vučević),,96,97
375,4,6:38.0,E. Fournier enters the game for D. Augustin,,96,97
376,4,6:38.0,M. Fultz enters the game for M. Carter-Williams,,96,97
377,4,6:38.0,,B. Forbes enters the game for P. Mills,96,97
378,4,6:26.0,M. Fultz misses 2-pt jump shot from 6 ft,,96,97
379,4,6:26.0,,Defensive rebound by D. Eubanks,96,97
380,4,6:13.0,,D. DeRozan misses 2-pt jump shot from 6 ft,96,97
381,4,6:10.0,Defensive rebound by N. Vučević,,96,97
382,4,6:05.0,Shooting foul by D. Eubanks (drawn by N. Vučević),,96,97
