,QUARTER,TIME_REMAINING,INDIANA_ACTION,SAN ANTONIO_ACTION,INDIANA_SCORE,SAN ANTONIO_SCORE
384,4,2:00.0,,P. Mills misses 3-pt jump shot from 26 ft,112,109
385,4,1:58.0,Defensive rebound by D. Sabonis,,112,109
386,4,1:37.0,M. Brogdon misses 2-pt layup from 1 ft,,112,109
387,4,1:35.0,Offensive rebound by D. Sabonis,,112,109
388,4,1:26.0,Offensive foul by M. Brogdon (drawn by P. Mills),,112,109
389,4,1:26.0,Turnover by M. Brogdon (offensive foul),,112,109
390,4,1:26.0,,T. Lyles enters the game for L. Walker,112,109
391,4,1:13.0,,Personal foul by D. Sabonis (drawn by D. White),112,109
392,4,1:13.0,,San Antonio full timeout,112,109
393,4,0:59.0,,P. Mills misses 3-pt jump shot from 25 ft,112,109
394,4,0:57.0,Defensive rebound by D. Sabonis,,112,109
395,4,0:41.0,D. Sabonis misses 2-pt layup from 5 ft (block by D. White),,112,109
396,4,0:40.0,,Defensive rebound by D. White,112,109
397,4,0:18.0,,T. Lyles misses 2-pt layup from 1 ft (block by M. Turner),112,109
398,4,0:18.0,,Offensive rebound by Team,112,109
399,4,0:17.0,,Turnover by Team (shot clock),112,109
400,4,0:17.0,Indiana full timeout,,112,109
401,4,0:17.0,J. Holiday enters the game for M. Turner,,112,109
402,4,0:17.0,,D. Murray enters the game for R. Gay,112,109
403,4,0:17.0,,L. Walker enters the game for T. Lyles,112,109
404,4,0:16.0,Personal take foul by L. Walker (drawn by M. Brogdon),,112,109
405,4,0:16.0,M. Brogdon makes free throw 1 of 2,,113,109
406,4,0:16.0,M. Turner enters the game for D. Sabonis,,113,109
407,4,0:16.0,,T. Lyles enters the game for L. Walker,113,109
408,4,0:16.0,M. Brogdon makes free throw 2 of 2,,114,109
409,4,0:15.0,,Turnover by D. White (bad pass; steal by J. Holiday),114,109
410,4,0:12.0,Personal take foul by D. White (drawn by M. Turner),,114,109
411,4,0:12.0,M. Turner makes free throw 1 of 2,,115,109
412,4,0:12.0,M. Turner makes free throw 2 of 2,,116,109
413,4,0:06.0,,D. DeRozan makes 2-pt dunk from 1 ft,116,111
