,QUARTER,TIME_REMAINING,WASHINGTON_ACTION,CHARLOTTE_ACTION,WASHINGTON_SCORE,CHARLOTTE_SCORE
56,1,5:17.0,Turnover by B. Beal (back court),,11,18
57,1,5:17.0,,C. Zeller enters the game for B. Biyombo,11,18
58,1,5:11.0,,Turnover by M. Kidd-Gilchrist (traveling),11,18
59,1,4:55.0,Turnover by T. Brown (out of bounds lost ball),,11,18
60,1,4:38.0,,C. Zeller makes 2-pt layup from 2 ft (assist by T. Rozier),11,20
61,1,4:23.0,T. Brown misses 3-pt jump shot from 23 ft,,11,20
62,1,4:21.0,,Defensive rebound by C. Zeller,11,20
63,1,4:05.0,,T. Rozier makes 2-pt layup from 2 ft (assist by M. Monk),11,22
64,1,4:05.0,Violation by Team (def goaltending),,11,22
65,1,3:44.0,I. Smith misses 3-pt jump shot from 25 ft,,11,22
66,1,3:41.0,,Defensive rebound by C. Zeller,11,22
67,1,3:35.0,,C. Zeller makes 3-pt jump shot from 25 ft (assist by T. Rozier),11,25
68,1,3:33.0,Washington full timeout,,11,25
69,1,3:33.0,D. Bertāns enters the game for R. Hachimura,,11,25
70,1,3:33.0,,M. Bridges enters the game for T. Rozier,11,25
71,1,3:33.0,,D. Graham enters the game for P. Washington,11,25
72,1,3:18.0,B. Beal misses 3-pt jump shot from 25 ft,,11,25
73,1,3:15.0,,Defensive rebound by M. Kidd-Gilchrist,11,25
74,1,3:05.0,,D. Graham misses 2-pt layup from 2 ft,11,25
75,1,3:03.0,Defensive rebound by D. Bertāns,,11,25
76,1,2:58.0,D. Bertāns misses 3-pt jump shot from 27 ft,,11,25
77,1,2:54.0,,Defensive rebound by C. Zeller,11,25
78,1,2:36.0,,M. Kidd-Gilchrist misses 3-pt jump shot from 25 ft,11,25
79,1,2:33.0,Defensive rebound by T. Brown,,11,25
80,1,2:14.0,I. Mahinmi makes 2-pt hook shot from 5 ft (assist by B. Beal),,13,25
81,1,1:52.0,,D. Graham makes 3-pt jump shot from 23 ft (assist by M. Bridges),13,28
82,1,1:48.0,Personal foul by D. Graham (drawn by I. Smith),,13,28
83,1,1:48.0,I. Bonga enters the game for B. Beal,,13,28
84,1,1:48.0,C. Chiozza enters the game for I. Smith,,13,28
85,1,1:29.0,C. Chiozza makes 3-pt jump shot from 23 ft (assist by I. Bonga),,16,28
86,1,1:00.0,,D. Graham misses 3-pt jump shot from 29 ft,16,28
87,1,0:57.0,Defensive rebound by T. Brown,,16,28
88,1,0:54.0,D. Bertāns makes 2-pt layup from 2 ft (assist by T. Brown),,18,28
89,1,0:37.0,,Turnover by D. Graham (bad pass; steal by C. Chiozza),18,28
90,1,0:32.0,T. Brown misses 2-pt layup from 2 ft (block by D. Graham),,18,28
91,1,0:29.0,,Defensive rebound by C. Zeller,18,28
92,1,0:10.0,,M. Bridges misses 2-pt jump shot from 5 ft (block by I. Bonga),18,28
93,1,0:10.0,,Offensive rebound by Team,18,28
94,1,0:08.0,,Turnover by M. Bridges (bad pass; steal by T. Brown),18,28
95,1,0:08.0,Personal foul by C. Zeller (drawn by T. Brown),,18,28
96,1,0:08.0,T. Brown makes free throw 1 of 2,,19,28
97,1,0:08.0,T. Brown makes free throw 2 of 2,,20,28
98,1,0:04.0,,Personal foul by C. Chiozza (drawn by D. Graham),20,28
99,1,0:04.0,,T. Rozier enters the game for M. Kidd-Gilchrist,20,28
100,1,0:00.0,,D. Graham misses 3-pt jump shot from 31 ft,20,28
101,1,0:00.0,,Offensive rebound by Team,20,28
102,2,11:34.0,C. Chiozza misses 3-pt jump shot from 31 ft,,20,28
103,2,11:30.0,,Defensive rebound by M. Bridges,20,28
104,2,11:25.0,,M. Bridges misses 3-pt jump shot from 23 ft,20,28
105,2,11:22.0,Defensive rebound by D. Bertāns,,20,28
106,2,11:18.0,Personal foul by N. Batum (drawn by D. Bertāns),,20,28
107,2,11:14.0,Shooting foul by C. Zeller (drawn by I. Mahinmi),,20,28
108,2,11:14.0,I. Mahinmi makes free throw 1 of 2,,21,28
109,2,11:14.0,,B. Biyombo enters the game for C. Zeller,21,28
110,2,11:14.0,I. Mahinmi misses free throw 2 of 2,,21,28
111,2,11:11.0,,Defensive rebound by P. Washington,21,28
112,2,10:56.0,,D. Graham makes 3-pt jump shot from 25 ft (assist by M. Bridges),21,31
113,2,10:42.0,I. Mahinmi makes 2-pt layup from 2 ft (assist by T. Brown),,23,31
114,2,10:24.0,,D. Graham misses 3-pt jump shot from 28 ft,23,31
115,2,10:19.0,Defensive rebound by T. Brown,,23,31
116,2,10:16.0,I. Bonga misses 2-pt layup from 3 ft,,23,31
117,2,10:13.0,Offensive rebound by D. Bertāns,,23,31
118,2,10:13.0,D. Bertāns makes 2-pt layup at rim,,25,31
119,2,10:13.0,R. Hachimura enters the game for I. Bonga,,25,31
120,2,9:57.0,,D. Graham misses 2-pt layup from 4 ft,25,31
121,2,9:55.0,Defensive rebound by I. Mahinmi,,25,31
122,2,9:52.0,D. Bertāns makes 3-pt jump shot from 26 ft (assist by C. Chiozza),,28,31
123,2,9:51.0,,Charlotte full timeout,28,31
124,2,9:33.0,,N. Batum misses 2-pt jump shot from 15 ft,28,31
125,2,9:31.0,Defensive rebound by R. Hachimura,,28,31
126,2,9:26.0,C. Chiozza misses 3-pt jump shot from 25 ft,,28,31
127,2,9:23.0,,Defensive rebound by Team,28,31
128,2,8:57.0,,M. Bridges misses 3-pt jump shot from 29 ft,28,31
129,2,8:55.0,Defensive rebound by C. Chiozza,,28,31
130,2,8:40.0,I. Mahinmi makes 2-pt layup from 1 ft (assist by R. Hachimura),,30,31
131,2,8:28.0,,Personal foul by C. Chiozza (drawn by D. Graham),30,31
132,2,8:28.0,,M. Kidd-Gilchrist enters the game for M. Bridges,30,31
133,2,8:28.0,,T. Rozier enters the game for D. Graham,30,31
134,2,8:18.0,,P. Washington misses 3-pt jump shot from 26 ft,30,31
135,2,8:14.0,Defensive rebound by I. Mahinmi,,30,31
136,2,7:53.0,D. Bertāns misses 2-pt jump shot from 22 ft,,30,31
137,2,7:53.0,,Defensive rebound by Team,30,31
138,2,7:53.0,B. Beal enters the game for C. Chiozza,,30,31
139,2,7:30.0,,P. Washington misses 3-pt jump shot from 24 ft,30,31
140,2,7:27.0,Defensive rebound by T. Brown,,30,31
141,2,7:18.0,R. Hachimura makes 2-pt hook shot from 4 ft (assist by B. Beal),,32,31
142,2,7:03.0,,T. Rozier misses 3-pt jump shot from 26 ft,32,31
143,2,6:58.0,,Offensive rebound by N. Batum,32,31
144,2,6:58.0,,N. Batum misses 2-pt layup from 2 ft,32,31
145,2,6:57.0,Defensive rebound by R. Hachimura,,32,31
146,2,6:57.0,Personal take foul by M. Kidd-Gilchrist (drawn by R. Hachimura),,32,31
147,2,6:57.0,M. Wagner enters the game for I. Mahinmi,,32,31
148,2,6:45.0,Shooting foul by P. Washington (drawn by R. Hachimura),,32,31
149,2,6:45.0,R. Hachimura misses free throw 1 of 2,,32,31
150,2,6:45.0,Offensive rebound by Team,,32,31
151,2,6:45.0,R. Hachimura makes free throw 2 of 2,,33,31
152,2,6:28.0,,T. Rozier misses 3-pt jump shot from 25 ft,33,31
153,2,6:25.0,Defensive rebound by R. Hachimura,,33,31
154,2,6:21.0,R. Hachimura misses 2-pt layup from 3 ft (block by P. Washington),,33,31
155,2,6:21.0,Offensive rebound by Team,,33,31
156,2,6:21.0,I. Smith enters the game for T. Brown,,33,31
157,2,6:21.0,,M. Bridges enters the game for B. Biyombo,33,31
158,2,6:13.0,I. Smith makes 2-pt jump shot from 18 ft (assist by D. Bertāns),,35,31
159,2,5:52.0,,P. Washington makes 2-pt jump shot from 22 ft (assist by T. Rozier),35,33
160,2,5:41.0,I. Smith makes 2-pt layup from 3 ft,,37,33
161,2,5:26.0,,M. Kidd-Gilchrist misses 2-pt layup from 6 ft,37,33
162,2,5:25.0,,Offensive rebound by M. Kidd-Gilchrist,37,33
163,2,5:25.0,,M. Kidd-Gilchrist makes 2-pt layup from 1 ft,37,35
164,2,5:25.0,,Shooting foul by R. Hachimura (drawn by M. Kidd-Gilchrist),37,35
165,2,5:25.0,,M. Kidd-Gilchrist misses free throw 1 of 1,37,35
166,2,5:22.0,Defensive rebound by D. Bertāns,,37,35
167,2,5:04.0,M. Wagner misses 2-pt layup from 2 ft (block by M. Bridges),,37,35
168,2,4:59.0,,Defensive rebound by N. Batum,37,35
169,2,4:45.0,,T. Rozier makes 2-pt layup from 5 ft,37,37
170,2,4:36.0,R. Hachimura misses 2-pt jump shot from 13 ft,,37,37
171,2,4:33.0,,Defensive rebound by P. Washington,37,37
172,2,4:28.0,,P. Washington makes 3-pt jump shot from 26 ft (assist by T. Rozier),37,40
173,2,4:26.0,Washington full timeout,,37,40
174,2,4:26.0,,D. Graham enters the game for M. Kidd-Gilchrist,37,40
175,2,4:26.0,,C. Zeller enters the game for P. Washington,37,40
176,2,4:12.0,B. Beal makes 2-pt dunk from 1 ft (assist by M. Wagner),,39,40
177,2,3:54.0,,C. Zeller makes 2-pt layup from 4 ft,39,42
178,2,3:39.0,D. Bertāns makes 3-pt jump shot from 28 ft,,42,42
179,2,3:39.0,Shooting foul by D. Graham (drawn by D. Bertāns),,42,42
180,2,3:39.0,D. Bertāns makes free throw 1 of 1,,43,42
181,2,3:22.0,,C. Zeller makes 2-pt layup from 3 ft (assist by N. Batum),43,44
182,2,3:14.0,Shooting foul by N. Batum (drawn by R. Hachimura),,43,44
183,2,3:14.0,R. Hachimura misses free throw 1 of 2,,43,44
184,2,3:14.0,Offensive rebound by Team,,43,44
185,2,3:14.0,T. Brown enters the game for M. Wagner,,43,44
186,2,3:14.0,R. Hachimura makes free throw 2 of 2,,44,44
187,2,3:00.0,,M. Bridges misses 2-pt layup from 2 ft,44,44
188,2,3:00.0,,Offensive rebound by C. Zeller,44,44
189,2,3:00.0,,Personal foul by R. Hachimura (drawn by C. Zeller),44,44
190,2,2:51.0,,Shooting foul by D. Bertāns (drawn by M. Bridges),44,44
191,2,2:51.0,,M. Bridges misses free throw 1 of 2,44,44
192,2,2:51.0,,Offensive rebound by Team,44,44
193,2,2:51.0,,M. Bridges makes free throw 2 of 2,44,45
194,2,2:44.0,Shooting foul by N. Batum (drawn by B. Beal),,44,45
195,2,2:44.0,B. Beal makes free throw 1 of 2,,45,45
196,2,2:44.0,B. Beal makes free throw 2 of 2,,46,45
197,2,2:24.0,,D. Graham misses 3-pt jump shot from 26 ft,46,45
198,2,2:23.0,Defensive rebound by Team,,46,45
199,2,2:23.0,M. Wagner enters the game for D. Bertāns,,46,45
200,2,2:23.0,,P. Washington enters the game for N. Batum,46,45
201,2,2:09.0,B. Beal misses 3-pt jump shot from 23 ft,,46,45
202,2,2:06.0,,Defensive rebound by C. Zeller,46,45
203,2,1:56.0,,M. Bridges makes 2-pt layup from 1 ft,46,47
204,2,1:46.0,M. Wagner misses 3-pt jump shot from 26 ft,,46,47
205,2,1:44.0,,Defensive rebound by T. Rozier,46,47
206,2,1:42.0,,Personal foul by M. Wagner (drawn by C. Zeller),46,47
207,2,1:42.0,,C. Zeller misses free throw 1 of 2,46,47
208,2,1:42.0,,Offensive rebound by Team,46,47
209,2,1:42.0,,C. Zeller makes free throw 2 of 2,46,48
210,2,1:30.0,Offensive foul by T. Brown (drawn by T. Rozier),,46,48
211,2,1:30.0,Turnover by T. Brown (offensive foul),,46,48
212,2,1:14.0,,M. Bridges makes 2-pt hook shot from 6 ft,46,50
213,2,0:54.0,M. Wagner misses 3-pt jump shot from 23 ft,,46,50
214,2,0:52.0,,Defensive rebound by T. Rozier,46,50
215,2,0:45.0,,Shooting foul by R. Hachimura (drawn by P. Washington),46,50
216,2,0:45.0,,P. Washington makes free throw 1 of 2,46,51
217,2,0:45.0,I. Bonga enters the game for R. Hachimura,,46,51
218,2,0:45.0,,P. Washington makes free throw 2 of 2,46,52
219,2,0:26.0,B. Beal misses 2-pt layup from 2 ft,,46,52
220,2,0:23.0,,Defensive rebound by C. Zeller,46,52
221,2,0:07.0,,Offensive foul by C. Zeller (drawn by B. Beal),46,52
222,2,0:07.0,,Turnover by C. Zeller (offensive foul),46,52
223,2,0:07.0,D. Bertāns enters the game for I. Bonga,,46,52
224,2,0:07.0,,M. Kidd-Gilchrist enters the game for C. Zeller,46,52
225,2,0:03.0,B. Beal makes 2-pt dunk from 1 ft,,48,52
226,2,0:03.0,,Technical foul by B. Beal,48,52
227,2,0:03.0,,T. Rozier makes technical free throw,48,53
228,3,11:53.0,Personal foul by B. Biyombo (drawn by M. Wagner),,48,53
229,3,11:40.0,R. Hachimura makes 2-pt jump shot from 12 ft (assist by B. Beal),,50,53
230,3,11:18.0,,M. Bridges misses 2-pt layup from 3 ft,50,53
231,3,11:16.0,Defensive rebound by R. Hachimura,,50,53
232,3,11:06.0,R. Hachimura makes 2-pt jump shot from 19 ft (assist by B. Beal),,52,53
233,3,10:44.0,,B. Biyombo misses 2-pt layup from 9 ft (block by I. Smith),52,53
234,3,10:44.0,Defensive rebound by Team,,52,53
235,3,10:44.0,,Loose ball foul by B. Biyombo (drawn by M. Wagner),52,53
236,3,10:34.0,I. Smith makes 2-pt layup from 1 ft,,54,53
237,3,10:22.0,,Shooting foul by I. Smith (drawn by B. Biyombo),54,53
238,3,10:22.0,,B. Biyombo makes free throw 1 of 2,54,54
239,3,10:22.0,,B. Biyombo makes free throw 2 of 2,54,55
240,3,10:09.0,Turnover by I. Smith (lost ball; steal by D. Graham),,54,55
241,3,10:01.0,,T. Rozier misses 3-pt jump shot from 23 ft,54,55
242,3,9:58.0,,Offensive rebound by B. Biyombo,54,55
243,3,9:58.0,,B. Biyombo makes 2-pt layup at rim,54,57
244,3,9:44.0,B. Beal misses 2-pt jump shot from 11 ft,,54,57
245,3,9:40.0,,Defensive rebound by B. Biyombo,54,57
246,3,9:29.0,,D. Graham makes 3-pt jump shot from 27 ft,54,60
247,3,9:22.0,Personal foul by P. Washington (drawn by R. Hachimura),,54,60
248,3,9:13.0,R. Hachimura makes 2-pt jump shot from 18 ft (assist by I. Smith),,56,60
249,3,8:58.0,,D. Graham misses 3-pt jump shot from 27 ft,56,60
250,3,8:52.0,Defensive rebound by R. Hachimura,,56,60
251,3,8:50.0,Turnover by B. Beal (bad pass; steal by D. Graham),,56,60
252,3,8:47.0,,Offensive foul by P. Washington (drawn by B. Beal),56,60
253,3,8:47.0,,Turnover by P. Washington (offensive foul),56,60
254,3,8:35.0,I. Bonga misses 3-pt jump shot from 26 ft,,56,60
255,3,8:31.0,,Defensive rebound by T. Rozier,56,60
256,3,8:27.0,,Shooting foul by I. Bonga (drawn by T. Rozier),56,60
257,3,8:27.0,,T. Rozier makes free throw 1 of 2,56,61
258,3,8:27.0,,T. Rozier makes free throw 2 of 2,56,62
259,3,8:11.0,I. Smith misses 3-pt jump shot from 26 ft,,56,62
260,3,8:07.0,,Defensive rebound by T. Rozier,56,62
261,3,8:04.0,,Personal foul by I. Bonga (drawn by P. Washington),56,62
262,3,7:57.0,,M. Bridges misses 3-pt jump shot from 24 ft,56,62
263,3,7:54.0,Defensive rebound by R. Hachimura,,56,62
264,3,7:45.0,I. Smith makes 2-pt layup from 2 ft (assist by B. Beal),,58,62
265,3,7:45.0,Shooting foul by D. Graham (drawn by I. Smith),,58,62
266,3,7:45.0,T. Brown enters the game for I. Bonga,,58,62
267,3,7:45.0,I. Smith misses free throw 1 of 1,,58,62
268,3,7:40.0,,Defensive rebound by B. Biyombo,58,62
269,3,7:31.0,,B. Biyombo makes 2-pt dunk at rim (assist by T. Rozier),58,64
270,3,7:21.0,I. Smith misses 2-pt jump shot from 4 ft,,58,64
271,3,7:19.0,,Defensive rebound by B. Biyombo,58,64
272,3,7:12.0,,T. Rozier makes 3-pt jump shot from 27 ft (assist by D. Graham),58,67
273,3,6:50.0,B. Beal misses 2-pt layup from 3 ft (block by M. Bridges),,58,67
274,3,6:50.0,Offensive rebound by M. Wagner,,58,67
275,3,6:50.0,Shooting foul by M. Bridges (drawn by M. Wagner),,58,67
276,3,6:50.0,,Charlotte full timeout,58,67
277,3,6:50.0,M. Wagner makes free throw 1 of 2,,59,67
278,3,6:50.0,M. Wagner makes free throw 2 of 2,,60,67
279,3,6:31.0,,M. Bridges misses 2-pt layup from 2 ft,60,67
280,3,6:29.0,Defensive rebound by M. Wagner,,60,67
281,3,6:16.0,R. Hachimura misses 2-pt layup from 3 ft,,60,67
282,3,6:13.0,Offensive rebound by R. Hachimura,,60,67
283,3,6:13.0,R. Hachimura makes 2-pt layup from 1 ft,,62,67
284,3,5:58.0,,P. Washington makes 3-pt jump shot from 23 ft (assist by D. Graham),62,70
285,3,5:34.0,I. Smith misses 2-pt jump shot from 11 ft,,62,70
286,3,5:32.0,,Defensive rebound by M. Bridges,62,70
287,3,5:22.0,,P. Washington misses 3-pt jump shot from 25 ft,62,70
288,3,5:19.0,Defensive rebound by M. Wagner,,62,70
289,3,5:15.0,B. Beal makes 2-pt layup from 2 ft (assist by I. Smith),,64,70
290,3,4:59.0,,D. Graham makes 2-pt jump shot from 7 ft,64,72
291,3,4:59.0,D. Bertāns enters the game for M. Wagner,,64,72
292,3,4:59.0,,M. Kidd-Gilchrist enters the game for B. Biyombo,64,72
293,3,4:59.0,,M. Monk enters the game for M. Bridges,64,72
294,3,4:59.0,,C. Zeller enters the game for T. Rozier,64,72
295,3,4:39.0,T. Brown misses 2-pt jump shot from 17 ft,,64,72
296,3,4:36.0,,Defensive rebound by M. Monk,64,72
297,3,4:26.0,,C. Zeller makes 2-pt layup from 1 ft (assist by D. Graham),64,74
298,3,4:22.0,D. Bertāns misses 3-pt jump shot from 25 ft,,64,74
299,3,4:15.0,Offensive rebound by R. Hachimura,,64,74
300,3,4:10.0,B. Beal misses 3-pt jump shot from 28 ft,,64,74
301,3,4:06.0,,Defensive rebound by D. Graham,64,74
302,3,3:53.0,,Personal foul by I. Smith (drawn by D. Graham),64,74
303,3,3:53.0,C. Chiozza enters the game for I. Smith,,64,74
304,3,3:45.0,,M. Monk makes 3-pt jump shot from 25 ft (assist by D. Graham),64,77
305,3,3:43.0,Washington full timeout,,64,77
306,3,3:43.0,I. Mahinmi enters the game for R. Hachimura,,64,77
307,3,3:23.0,Turnover by B. Beal (lost ball; steal by C. Zeller),,64,77
308,3,3:14.0,,D. Graham makes 3-pt jump shot from 26 ft,64,80
309,3,2:51.0,T. Brown misses 2-pt layup from 10 ft,,64,80
310,3,2:48.0,,Defensive rebound by C. Zeller,64,80
311,3,2:41.0,,C. Zeller misses 3-pt jump shot from 23 ft,64,80
312,3,2:37.0,Defensive rebound by D. Bertāns,,64,80
313,3,2:29.0,C. Chiozza misses 3-pt jump shot from 26 ft,,64,80
314,3,2:26.0,Offensive rebound by I. Mahinmi,,64,80
315,3,2:24.0,B. Beal misses 3-pt jump shot from 28 ft,,64,80
316,3,2:22.0,,Defensive rebound by C. Zeller,64,80
317,3,2:01.0,,M. Monk misses 2-pt layup from 4 ft (block by I. Mahinmi),64,80
318,3,1:52.0,Defensive rebound by D. Bertāns,,64,80
319,3,1:45.0,D. Bertāns makes 3-pt jump shot from 26 ft,,67,80
320,3,1:32.0,,Offensive foul by C. Zeller (drawn by I. Mahinmi),67,80
321,3,1:32.0,,Turnover by C. Zeller (offensive foul),67,80
322,3,1:32.0,I. Smith enters the game for B. Beal,,67,80
323,3,1:32.0,,M. Bridges enters the game for D. Graham,67,80
324,3,1:32.0,,T. Rozier enters the game for P. Washington,67,80
325,3,1:16.0,I. Mahinmi misses 2-pt hook shot from 5 ft,,67,80
326,3,1:14.0,,Defensive rebound by M. Kidd-Gilchrist,67,80
327,3,1:08.0,,M. Kidd-Gilchrist makes 2-pt layup from 2 ft (assist by M. Monk),67,82
328,3,0:58.0,D. Bertāns makes 3-pt jump shot from 29 ft (assist by C. Chiozza),,70,82
329,3,0:36.0,,M. Kidd-Gilchrist misses 3-pt jump shot from 26 ft,70,82
330,3,0:33.0,,Offensive rebound by C. Zeller,70,82
331,3,0:32.0,,Turnover by C. Zeller (bad pass; steal by T. Brown),70,82
332,3,0:31.0,Personal take foul by M. Bridges (drawn by T. Brown),,70,82
333,3,0:31.0,T. Brown makes free throw 1 of 2,,71,82
334,3,0:31.0,T. Brown makes free throw 2 of 2,,72,82
335,3,0:14.0,,M. Monk misses 3-pt jump shot from 27 ft,72,82
336,3,0:11.0,Defensive rebound by T. Brown,,72,82
337,3,0:02.0,D. Bertāns makes 3-pt jump shot from 27 ft (assist by I. Smith),,75,82
338,3,0:00.0,,M. Monk misses 3-pt jump shot from 60 ft,75,82
339,3,0:00.0,,Offensive rebound by Team,75,82
340,4,11:46.0,,T. Rozier misses 3-pt jump shot from 26 ft,75,82
341,4,11:43.0,Defensive rebound by T. Brown,,75,82
342,4,11:25.0,D. Bertāns makes 2-pt jump shot from 10 ft (assist by T. Brown),,77,82
343,4,11:04.0,,Turnover by C. Zeller (lost ball; steal by I. Mahinmi),77,82
344,4,10:53.0,D. Bertāns makes 3-pt jump shot from 28 ft (assist by T. Brown),,80,82
345,4,10:53.0,Shooting foul by N. Batum (drawn by D. Bertāns),,80,82
346,4,10:53.0,,P. Washington enters the game for M. Bridges,80,82
347,4,10:53.0,D. Bertāns makes free throw 1 of 1,,81,82
348,4,10:43.0,,T. Rozier misses 2-pt layup from 3 ft (block by I. Mahinmi),81,82
349,4,10:40.0,Defensive rebound by D. Bertāns,,81,82
350,4,10:40.0,Turnover by I. Mahinmi (3 sec),,81,82
351,4,10:19.0,,Personal foul by D. Bertāns (drawn by P. Washington),81,82
352,4,10:10.0,,P. Washington misses 2-pt layup from 3 ft,81,82
353,4,10:08.0,Defensive rebound by D. Bertāns,,81,82
354,4,9:52.0,C. Chiozza makes 3-pt jump shot from 26 ft (assist by I. Smith),,84,82
355,4,9:26.0,,M. Monk misses 2-pt layup from 4 ft,84,82
356,4,9:24.0,Defensive rebound by T. Brown,,84,82
357,4,9:19.0,I. Smith misses 2-pt jump shot from 18 ft,,84,82
358,4,9:15.0,,Defensive rebound by M. Monk,84,82
359,4,9:06.0,,P. Washington misses 2-pt hook shot from 8 ft (block by D. Bertāns),84,82
360,4,9:04.0,Defensive rebound by C. Chiozza,,84,82
361,4,8:56.0,D. Bertāns misses 3-pt jump shot from 31 ft,,84,82
362,4,8:52.0,,Defensive rebound by M. Monk,84,82
363,4,8:52.0,,Charlotte full timeout,84,82
364,4,8:52.0,,B. Biyombo enters the game for N. Batum,84,82
365,4,8:52.0,,M. Bridges enters the game for M. Monk,84,82
366,4,8:52.0,,D. Graham enters the game for C. Zeller,84,82
367,4,8:27.0,,B. Biyombo misses 2-pt jump shot from 10 ft,84,82
368,4,8:23.0,,Offensive rebound by B. Biyombo,84,82
369,4,8:23.0,,B. Biyombo makes 2-pt layup at rim,84,84
370,4,8:16.0,Shooting foul by B. Biyombo (drawn by I. Mahinmi),,84,84
371,4,8:16.0,I. Mahinmi makes free throw 1 of 2,,85,84
372,4,8:16.0,B. Beal enters the game for C. Chiozza,,85,84
373,4,8:16.0,I. Mahinmi makes free throw 2 of 2,,86,84
374,4,8:07.0,,Shooting foul by B. Beal (drawn by D. Graham),86,84
375,4,8:07.0,Washington full timeout,,86,84
376,4,8:07.0,Instant Replay (Challenge: Ruling Stands),,86,84
377,4,8:07.0,,D. Graham makes free throw 1 of 2,86,85
378,4,8:07.0,M. Wagner enters the game for I. Mahinmi,,86,85
379,4,8:07.0,,D. Graham makes free throw 2 of 2,86,86
380,4,7:54.0,B. Beal misses 3-pt jump shot from 25 ft,,86,86
381,4,7:44.0,Offensive rebound by D. Bertāns,,86,86
