,QUARTER,TIME_REMAINING,DALLAS_ACTION,ORLANDO_ACTION,DALLAS_SCORE,ORLANDO_SCORE
169,2,7:32.0,,N. Vučević misses 3-pt jump shot from 26 ft,46,32
170,2,7:32.0,,Offensive rebound by M. Carter-Williams,46,32
171,2,7:24.0,,M. Carter-Williams misses 3-pt jump shot from 23 ft,46,32
172,2,7:24.0,Defensive rebound by J. Jackson,,46,32
173,2,7:24.0,Dallas full timeout,,46,32
174,2,7:24.0,S. Curry enters the game for J. Brunson,,46,32
175,2,7:24.0,T. Hardaway enters the game for J. Jackson,,46,32
176,2,7:06.0,S. Curry misses 3-pt jump shot from 26 ft,,46,32
177,2,7:04.0,,Defensive rebound by M. Carter-Williams,46,32
178,2,6:55.0,,T. Ross misses 3-pt jump shot from 25 ft,46,32
179,2,6:52.0,Defensive rebound by T. Hardaway,,46,32
180,2,6:38.0,D. Wright misses 3-pt jump shot from 28 ft,,46,32
181,2,6:36.0,,Defensive rebound by M. Carter-Williams,46,32
182,2,6:28.0,,N. Vučević misses 2-pt jump shot from 3 ft,46,32
183,2,6:22.0,,Offensive rebound by N. Vučević,46,32
184,2,6:22.0,,N. Vučević misses 2-pt layup at rim,46,32
185,2,6:21.0,Defensive rebound by D. Finney-Smith,,46,32
186,2,6:20.0,Shooting foul by T. Ross (drawn by T. Hardaway),,46,32
187,2,6:20.0,T. Hardaway makes free throw 1 of 2,,47,32
188,2,6:20.0,L. Dončić enters the game for D. Wright,,47,32
189,2,6:20.0,,E. Fournier enters the game for T. Ross,47,32
190,2,6:20.0,T. Hardaway misses free throw 2 of 2,,47,32
191,2,6:18.0,,Defensive rebound by N. Vučević,47,32
192,2,6:10.0,,N. Vučević makes 2-pt jump shot from 4 ft (assist by M. Fultz),47,34
193,2,5:57.0,L. Dončić makes 2-pt layup from 2 ft,,49,34
194,2,5:43.0,,M. Fultz misses 2-pt layup from 3 ft,49,34
195,2,5:43.0,Defensive rebound by L. Dončić,,49,34
196,2,5:43.0,Personal foul by G. Clark (drawn by L. Dončić),,49,34
197,2,5:43.0,L. Dončić makes free throw 1 of 2,,50,34
198,2,5:43.0,L. Dončić makes free throw 2 of 2,,51,34
199,2,5:32.0,,M. Carter-Williams misses 3-pt jump shot from 25 ft,51,34
200,2,5:28.0,Defensive rebound by Team,,51,34
201,2,5:13.0,Turnover by L. Dončić (bad pass; steal by N. Vučević),,51,34
202,2,5:10.0,,M. Carter-Williams makes 2-pt layup from 2 ft (assist by N. Vučević),51,36
203,2,5:04.0,Turnover by S. Curry (bad pass; steal by N. Vučević),,51,36
204,2,4:55.0,,M. Carter-Williams misses 3-pt jump shot from 25 ft,51,36
205,2,4:51.0,Defensive rebound by L. Dončić,,51,36
206,2,4:50.0,S. Curry makes 2-pt layup from 2 ft (assist by L. Dončić),,53,36
207,2,4:31.0,,N. Vučević misses 2-pt layup from 5 ft (block by K. Porziņģis),53,36
208,2,4:28.0,Defensive rebound by L. Dončić,,53,36
209,2,4:28.0,Turnover by L. Dončić (bad pass),,53,36
210,2,4:16.0,,M. Fultz makes 2-pt layup from 7 ft,53,38
211,2,3:58.0,T. Hardaway makes 3-pt jump shot from 27 ft (assist by D. Finney-Smith),,56,38
212,2,3:42.0,,M. Fultz makes 2-pt jump shot from 15 ft,56,40
213,2,3:30.0,L. Dončić misses 3-pt jump shot from 27 ft,,56,40
214,2,3:28.0,Offensive rebound by S. Curry,,56,40
215,2,3:26.0,S. Curry misses 3-pt jump shot from 26 ft,,56,40
216,2,3:25.0,,Defensive rebound by Team,56,40
217,2,3:25.0,M. Kleber enters the game for K. Porziņģis,,56,40
218,2,3:25.0,,J. Ennis enters the game for M. Carter-Williams,56,40
219,2,3:25.0,,A. Gordon enters the game for G. Clark,56,40
220,2,3:15.0,,M. Fultz makes 2-pt layup from 1 ft,56,42
221,2,3:03.0,M. Kleber makes 2-pt dunk from 3 ft (assist by L. Dončić),,58,42
222,2,2:46.0,,M. Fultz makes 2-pt jump shot from 12 ft,58,44
223,2,2:28.0,L. Dončić makes 2-pt layup from 2 ft,,60,44
224,2,2:13.0,,Turnover by M. Fultz (lost ball; steal by D. Finney-Smith),60,44
225,2,2:09.0,D. Finney-Smith makes 2-pt layup from 2 ft,,62,44
226,2,1:52.0,,E. Fournier makes 3-pt jump shot from 26 ft (assist by A. Gordon),62,47
227,2,1:33.0,T. Hardaway misses 2-pt jump shot from 12 ft,,62,47
228,2,1:29.0,,Defensive rebound by N. Vučević,62,47
229,2,1:23.0,,J. Ennis misses 3-pt jump shot from 25 ft,62,47
230,2,1:20.0,Defensive rebound by S. Curry,,62,47
231,2,1:15.0,S. Curry misses 2-pt layup from 4 ft,,62,47
232,2,1:12.0,,Defensive rebound by M. Fultz,62,47
233,2,1:05.0,,E. Fournier makes 3-pt jump shot from 30 ft (assist by M. Fultz),62,50
234,2,1:03.0,Dallas full timeout,,62,50
235,2,1:03.0,K. Porziņģis enters the game for D. Finney-Smith,,62,50
236,2,1:03.0,,M. Carter-Williams enters the game for A. Gordon,62,50
237,2,0:54.0,Shooting foul by M. Carter-Williams (drawn by L. Dončić),,62,50
238,2,0:54.0,L. Dončić makes free throw 1 of 2,,63,50
239,2,0:54.0,L. Dončić makes free throw 2 of 2,,64,50
240,2,0:43.0,,E. Fournier misses 3-pt jump shot from 27 ft,64,50
241,2,0:40.0,Defensive rebound by L. Dončić,,64,50
242,2,0:33.0,L. Dončić misses 2-pt jump shot from 8 ft,,64,50
243,2,0:31.0,,Defensive rebound by N. Vučević,64,50
244,2,0:23.0,,M. Fultz misses 2-pt layup from 3 ft,64,50
245,2,0:21.0,,Offensive rebound by M. Carter-Williams,64,50
246,2,0:13.0,,N. Vučević makes 2-pt hook shot from 5 ft,64,52
247,2,0:04.0,K. Porziņģis misses 3-pt jump shot from 27 ft,,64,52
248,2,0:00.0,,Defensive rebound by M. Carter-Williams,64,52
249,3,11:49.0,,M. Fultz makes 2-pt jump shot from 17 ft,64,54
250,3,11:30.0,D. Finney-Smith misses 3-pt jump shot from 23 ft,,64,54
251,3,11:27.0,Offensive rebound by K. Porziņģis,,64,54
252,3,11:20.0,K. Porziņģis misses 2-pt layup from 3 ft,,64,54
253,3,11:19.0,,Defensive rebound by N. Vučević,64,54
254,3,11:15.0,,E. Fournier misses 3-pt jump shot from 26 ft,64,54
255,3,11:12.0,Defensive rebound by L. Dončić,,64,54
256,3,11:10.0,T. Hardaway makes 2-pt layup from 1 ft (assist by L. Dončić),,66,54
257,3,10:46.0,,N. Vučević misses 2-pt hook shot from 5 ft,66,54
258,3,10:42.0,Defensive rebound by T. Hardaway,,66,54
259,3,10:37.0,L. Dončić misses 3-pt jump shot from 26 ft,,66,54
260,3,10:34.0,,Defensive rebound by N. Vučević,66,54
261,3,10:28.0,,E. Fournier makes 3-pt jump shot from 25 ft (assist by M. Fultz),66,57
262,3,10:12.0,L. Dončić misses 2-pt jump shot from 17 ft,,66,57
263,3,10:09.0,,Defensive rebound by A. Gordon,66,57
264,3,10:07.0,,Technical foul by L. Dončić,66,57
265,3,10:07.0,,E. Fournier makes technical free throw,66,58
266,3,10:02.0,,N. Vučević misses 3-pt jump shot from 26 ft,66,58
267,3,9:59.0,,Offensive rebound by J. Ennis,66,58
268,3,9:59.0,,J. Ennis misses 2-pt layup from 3 ft (block by L. Dončić),66,58
269,3,9:59.0,,Offensive rebound by J. Ennis,66,58
270,3,9:57.0,,J. Ennis makes 2-pt layup from 3 ft,66,60
271,3,9:57.0,Dallas full timeout,,66,60
272,3,9:43.0,S. Curry misses 3-pt jump shot from 25 ft,,66,60
273,3,9:40.0,,Defensive rebound by A. Gordon,66,60
274,3,9:29.0,,A. Gordon misses 2-pt layup from 1 ft,66,60
275,3,9:25.0,Defensive rebound by D. Finney-Smith,,66,60
276,3,9:20.0,T. Hardaway makes 2-pt layup from 2 ft (assist by K. Porziņģis),,68,60
277,3,8:56.0,,A. Gordon misses 3-pt jump shot from 27 ft,68,60
278,3,8:54.0,Defensive rebound by K. Porziņģis,,68,60
279,3,8:46.0,K. Porziņģis misses 3-pt jump shot from 26 ft,,68,60
280,3,8:46.0,,Defensive rebound by Team,68,60
281,3,8:29.0,,N. Vučević makes 2-pt jump shot from 18 ft (assist by E. Fournier),68,62
282,3,8:14.0,Personal foul by E. Fournier (drawn by T. Hardaway),,68,62
283,3,8:06.0,L. Dončić misses 2-pt layup from 7 ft (block by N. Vučević),,68,62
284,3,8:02.0,,Defensive rebound by A. Gordon,68,62
285,3,7:59.0,,E. Fournier makes 3-pt jump shot from 24 ft (assist by M. Fultz),68,65
286,3,7:39.0,K. Porziņģis misses 2-pt jump shot from 23 ft,,68,65
287,3,7:37.0,,Defensive rebound by A. Gordon,68,65
288,3,7:31.0,,A. Gordon makes 2-pt jump shot from 18 ft,68,67
289,3,7:12.0,Turnover by S. Curry (bad pass; steal by E. Fournier),,68,67
290,3,7:07.0,,E. Fournier misses 3-pt jump shot from 25 ft,68,67
291,3,7:06.0,Defensive rebound by Team,,68,67
292,3,6:55.0,Turnover by K. Porziņģis (bad pass; steal by A. Gordon),,68,67
293,3,6:49.0,,E. Fournier makes 2-pt layup from 3 ft (assist by M. Fultz),68,69
294,3,6:48.0,Dallas full timeout,,68,69
295,3,6:30.0,K. Porziņģis makes 2-pt jump shot from 15 ft,,70,69
296,3,6:03.0,,E. Fournier misses 3-pt jump shot from 23 ft,70,69
297,3,5:59.0,Defensive rebound by K. Porziņģis,,70,69
298,3,5:57.0,T. Hardaway makes 3-pt jump shot from 26 ft (assist by K. Porziņģis),,73,69
299,3,5:57.0,M. Kleber enters the game for S. Curry,,73,69
300,3,5:57.0,D. Wright enters the game for D. Finney-Smith,,73,69
301,3,5:31.0,,E. Fournier makes 2-pt jump shot from 22 ft (assist by A. Gordon),73,71
302,3,5:13.0,Turnover by L. Dončić (bad pass),,73,71
303,3,5:13.0,,T. Ross enters the game for J. Ennis,73,71
304,3,4:59.0,,A. Gordon misses 2-pt layup from 4 ft (block by K. Porziņģis),73,71
305,3,4:55.0,,Offensive rebound by A. Gordon,73,71
306,3,4:54.0,,Shooting foul by M. Kleber (drawn by A. Gordon),73,71
307,3,4:54.0,,A. Gordon makes free throw 1 of 2,73,72
308,3,4:54.0,,A. Gordon misses free throw 2 of 2,73,72
309,3,4:52.0,Defensive rebound by L. Dončić,,73,72
310,3,4:41.0,Personal foul by E. Fournier (drawn by T. Hardaway),,73,72
311,3,4:35.0,L. Dončić misses 2-pt layup from 1 ft,,73,72
312,3,4:32.0,,Defensive rebound by E. Fournier,73,72
313,3,4:28.0,,T. Ross misses 3-pt jump shot from 23 ft,73,72
314,3,4:23.0,,Offensive rebound by A. Gordon,73,72
315,3,4:23.0,,A. Gordon misses 2-pt layup from 1 ft,73,72
316,3,4:23.0,Defensive rebound by K. Porziņģis,,73,72
317,3,4:17.0,Shooting foul by A. Gordon (drawn by K. Porziņģis),,73,72
318,3,4:17.0,K. Porziņģis makes free throw 1 of 2,,74,72
319,3,4:17.0,K. Porziņģis makes free throw 2 of 2,,75,72
320,3,4:09.0,,E. Fournier makes 3-pt jump shot from 27 ft (assist by M. Fultz),75,75
321,3,3:54.0,K. Porziņģis makes 3-pt jump shot from 23 ft (assist by D. Wright),,78,75
322,3,3:38.0,,N. Vučević makes 3-pt jump shot from 25 ft (assist by M. Fultz),78,78
323,3,3:27.0,M. Kleber makes 2-pt layup from 2 ft (assist by L. Dončić),,80,78
324,3,3:27.0,Shooting foul by M. Fultz (drawn by M. Kleber),,80,78
325,3,3:27.0,S. Curry enters the game for T. Hardaway,,80,78
326,3,3:27.0,,D. Augustin enters the game for M. Fultz,80,78
327,3,3:27.0,M. Kleber makes free throw 1 of 1,,81,78
328,3,3:16.0,,E. Fournier makes 2-pt layup from 2 ft,81,80
329,3,3:02.0,L. Dončić misses 2-pt layup from 15 ft,,81,80
330,3,3:00.0,,Defensive rebound by A. Gordon,81,80
331,3,2:52.0,,A. Gordon misses 2-pt layup from 4 ft (block by M. Kleber),81,80
332,3,2:52.0,Defensive rebound by Team,,81,80
333,3,2:52.0,,M. Bamba enters the game for N. Vučević,81,80
334,3,2:39.0,S. Curry makes 2-pt layup from 2 ft (assist by K. Porziņģis),,83,80
335,3,2:18.0,,E. Fournier makes 2-pt layup from 5 ft (assist by A. Gordon),83,82
336,3,2:04.0,L. Dončić misses 2-pt layup from 4 ft,,83,82
337,3,2:04.0,Offensive rebound by K. Porziņģis,,83,82
338,3,2:04.0,K. Porziņģis makes 2-pt dunk from 2 ft,,85,82
339,3,2:04.0,Shooting foul by M. Bamba (drawn by K. Porziņģis),,85,82
340,3,2:04.0,K. Porziņģis makes free throw 1 of 1,,86,82
341,3,1:47.0,,E. Fournier misses 3-pt jump shot from 26 ft,86,82
342,3,1:47.0,Defensive rebound by L. Dončić,,86,82
343,3,1:42.0,Shooting foul by M. Bamba (drawn by L. Dončić),,86,82
344,3,1:42.0,D. Finney-Smith enters the game for K. Porziņģis,,86,82
345,3,1:42.0,L. Dončić misses free throw 1 of 2,,86,82
346,3,1:42.0,Offensive rebound by Team,,86,82
347,3,1:42.0,,M. Carter-Williams enters the game for E. Fournier,86,82
348,3,1:42.0,L. Dončić makes free throw 2 of 2,,87,82
349,3,1:28.0,,T. Ross misses 3-pt jump shot from 27 ft,87,82
350,3,1:24.0,Defensive rebound by D. Wright,,87,82
351,3,1:15.0,M. Kleber makes 2-pt dunk from 2 ft (assist by L. Dončić),,89,82
352,3,0:52.0,,A. Gordon misses 2-pt jump shot from 15 ft,89,82
353,3,0:49.0,Defensive rebound by L. Dončić,,89,82
354,3,0:34.0,L. Dončić makes 2-pt layup from 3 ft,,91,82
355,3,0:18.0,,T. Ross makes 2-pt jump shot from 21 ft,91,84
356,3,0:02.0,L. Dončić misses 3-pt jump shot from 25 ft,,91,84
357,3,0:02.0,,Defensive rebound by D. Augustin,91,84
358,3,0:00.0,,D. Augustin misses 3-pt jump shot from 70 ft,91,84
359,3,0:00.0,,Offensive rebound by Team,91,84
360,4,11:36.0,J. Brunson makes 2-pt jump shot from 12 ft (assist by D. Wright),,93,84
361,4,11:16.0,,T. Ross misses 2-pt layup from 4 ft,93,84
362,4,11:13.0,Defensive rebound by M. Kleber,,93,84
363,4,11:10.0,Turnover by M. Kleber (bad pass; steal by T. Ross),,93,84
364,4,11:06.0,,D. Augustin misses 3-pt jump shot from 26 ft,93,84
365,4,11:04.0,Defensive rebound by S. Curry,,93,84
366,4,10:54.0,M. Kleber makes 3-pt jump shot from 24 ft (assist by J. Brunson),,96,84
367,4,10:30.0,,T. Ross makes 2-pt jump shot from 6 ft,96,86
368,4,10:11.0,J. Brunson makes 2-pt layup from 5 ft,,98,86
369,4,9:55.0,,T. Ross makes 3-pt jump shot from 25 ft (assist by M. Bamba),98,89
370,4,9:31.0,M. Kleber makes 3-pt jump shot from 27 ft (assist by J. Brunson),,101,89
371,4,9:30.0,,Orlando full timeout,101,89
372,4,9:30.0,,N. Vučević enters the game for M. Bamba,101,89
373,4,9:10.0,,N. Vučević makes 2-pt hook shot from 4 ft,101,91
374,4,8:52.0,D. Finney-Smith misses 3-pt jump shot from 25 ft,,101,91
375,4,8:50.0,,Defensive rebound by T. Ross,101,91
376,4,8:43.0,,N. Vučević misses 3-pt jump shot from 25 ft,101,91
377,4,8:39.0,Defensive rebound by J. Brunson,,101,91
