,QUARTER,TIME_REMAINING,MINNESOTA_ACTION,TORONTO_ACTION,MINNESOTA_SCORE,TORONTO_SCORE
374,4,10:04.0,J. Johnson makes 3-pt jump shot from 29 ft (assist by K. Towns),,100,106
375,4,9:48.0,,K. Lowry makes 2-pt jump shot from 21 ft,100,108
376,4,9:35.0,K. Towns makes 2-pt layup from 2 ft (assist by J. Johnson),,102,108
377,4,9:35.0,Shooting foul by C. Boucher (drawn by K. Towns),,102,108
378,4,9:35.0,K. Towns makes free throw 1 of 1,,103,108
379,4,9:21.0,,Turnover by K. Lowry (bad pass),103,108
380,4,9:10.0,J. Johnson makes 3-pt jump shot from 25 ft (assist by J. McLaughlin),,106,108
381,4,9:07.0,,Toronto full timeout,106,108
382,4,8:57.0,,Turnover by K. Lowry (bad pass),106,108
383,4,8:45.0,J. Johnson misses 3-pt jump shot from 28 ft (block by O. Anunoby),,106,108
384,4,8:42.0,Offensive rebound by K. Towns,,106,108
385,4,8:38.0,Turnover by J. Johnson (bad pass; steal by P. McCaw),,106,108
386,4,8:32.0,,C. Boucher makes 2-pt layup from 2 ft (assist by K. Lowry),106,110
387,4,8:21.0,J. Culver misses 2-pt layup from 2 ft (block by K. Lowry),,106,110
388,4,8:20.0,Offensive rebound by Team,,106,110
389,4,8:20.0,,Toronto full timeout,106,110
390,4,8:20.0,,Instant Replay (Challenge: Ruling Stands),106,110
391,4,8:20.0,,R. Hollis-Jefferson enters the game for O. Anunoby,106,110
392,4,8:20.0,,P. Siakam enters the game for C. Boucher,106,110
393,4,7:56.0,J. McLaughlin misses 3-pt jump shot from 27 ft,,106,110
394,4,7:53.0,,Defensive rebound by K. Lowry,106,110
395,4,7:38.0,,K. Lowry misses 2-pt layup from 1 ft,106,110
396,4,7:38.0,Defensive rebound by K. Towns,,106,110
397,4,7:26.0,K. Towns misses 2-pt layup from 4 ft (block by P. Siakam),,106,110
398,4,7:23.0,,Defensive rebound by T. Davis,106,110
399,4,7:15.0,,P. Siakam makes 2-pt layup from 3 ft,106,112
400,4,7:15.0,Minnesota full timeout,,106,112
401,4,7:15.0,M. Beasley enters the game for A. Crabbe,,106,112
402,4,7:15.0,J. Hernangómez enters the game for J. Culver,,106,112
403,4,7:15.0,J. Okogie enters the game for J. Johnson,,106,112
404,4,7:15.0,D. Russell enters the game for J. McLaughlin,,106,112
405,4,7:15.0,,F. VanVleet enters the game for T. Davis,106,112
406,4,7:05.0,Turnover by D. Russell (bad pass; steal by R. Hollis-Jefferson),,106,112
407,4,7:02.0,,R. Hollis-Jefferson misses 2-pt layup from 2 ft,106,112
408,4,6:59.0,Defensive rebound by M. Beasley,,106,112
409,4,6:59.0,Personal foul by R. Hollis-Jefferson (drawn by J. Hernangómez),,106,112
410,4,6:42.0,Shooting foul by R. Hollis-Jefferson (drawn by M. Beasley),,106,112
411,4,6:42.0,M. Beasley makes free throw 1 of 2,,107,112
412,4,6:42.0,M. Beasley makes free throw 2 of 2,,108,112
413,4,6:33.0,,Shooting foul by K. Towns (drawn by K. Lowry),108,112
414,4,6:33.0,,K. Lowry makes free throw 1 of 2,108,113
415,4,6:33.0,,K. Lowry makes free throw 2 of 2,108,114
416,4,6:19.0,K. Towns misses 2-pt jump shot from 4 ft,,108,114
417,4,6:17.0,,Defensive rebound by P. McCaw,108,114
418,4,6:12.0,,P. Siakam misses 2-pt layup from 8 ft,108,114
419,4,6:09.0,,Offensive rebound by P. McCaw,108,114
420,4,6:00.0,,F. VanVleet makes 3-pt jump shot from 30 ft,108,117
421,4,5:48.0,Personal foul by P. Siakam (drawn by K. Towns),,108,117
422,4,5:48.0,K. Towns misses free throw 1 of 2,,108,117
423,4,5:48.0,Offensive rebound by Team,,108,117
424,4,5:48.0,K. Towns makes free throw 2 of 2,,109,117
425,4,5:29.0,,P. McCaw makes 3-pt jump shot from 26 ft (assist by F. VanVleet),109,120
426,4,5:28.0,Minnesota full timeout,,109,120
427,4,5:28.0,J. Johnson enters the game for K. Towns,,109,120
428,4,5:10.0,Turnover by M. Beasley (bad pass; steal by P. McCaw),,109,120
429,4,5:06.0,,P. Siakam makes 2-pt dunk from 1 ft (assist by P. McCaw),109,122
430,4,4:54.0,M. Beasley makes 2-pt jump shot from 6 ft,,111,122
431,4,4:41.0,,K. Lowry misses 3-pt jump shot from 25 ft,111,122
432,4,4:38.0,Defensive rebound by M. Beasley,,111,122
433,4,4:27.0,Turnover by D. Russell (traveling),,111,122
434,4,4:17.0,,P. Siakam makes 2-pt layup from 4 ft,111,124
435,4,4:08.0,Offensive foul by M. Beasley (drawn by K. Lowry),,111,124
436,4,4:08.0,Turnover by M. Beasley (offensive foul),,111,124
437,4,4:08.0,K. Towns enters the game for J. Okogie,,111,124
438,4,3:55.0,,P. Siakam makes 3-pt jump shot from 26 ft,111,127
439,4,3:40.0,K. Towns misses 2-pt layup from 2 ft,,111,127
440,4,3:40.0,Offensive rebound by K. Towns,,111,127
441,4,3:40.0,Shooting foul by P. McCaw (drawn by K. Towns),,111,127
442,4,3:40.0,K. Towns makes free throw 1 of 2,,112,127
443,4,3:40.0,K. Towns makes free throw 2 of 2,,113,127
444,4,3:22.0,,P. Siakam makes 2-pt layup from 3 ft,113,129
445,4,3:22.0,Minnesota full timeout,,113,129
446,4,3:13.0,Turnover by J. Johnson (bad pass; steal by R. Hollis-Jefferson),,113,129
447,4,3:07.0,,K. Lowry makes 3-pt jump shot from 27 ft (assist by P. McCaw),113,132
448,4,2:53.0,Shooting foul by P. Siakam (drawn by K. Towns),,113,132
449,4,2:53.0,K. Towns misses free throw 1 of 3,,113,132
450,4,2:53.0,Offensive rebound by Team,,113,132
451,4,2:53.0,K. Towns makes free throw 2 of 3,,114,132
452,4,2:53.0,K. Towns makes free throw 3 of 3,,115,132
453,4,2:32.0,,P. McCaw misses 3-pt jump shot from 26 ft,115,132
454,4,2:28.0,Defensive rebound by K. Towns,,115,132
455,4,2:22.0,M. Beasley makes 3-pt jump shot from 26 ft (assist by D. Russell),,118,132
456,4,1:58.0,,P. Siakam misses 2-pt jump shot from 12 ft (block by K. Towns),118,132
457,4,1:55.0,,Offensive rebound by P. Siakam,118,132
458,4,1:54.0,,P. Siakam misses 2-pt jump shot from 10 ft,118,132
459,4,1:52.0,Defensive rebound by J. Johnson,,118,132
460,4,1:45.0,K. Towns misses 3-pt jump shot from 30 ft,,118,132
461,4,1:44.0,Offensive rebound by J. Hernangómez,,118,132
462,4,1:44.0,J. Hernangómez makes 2-pt layup from 1 ft,,120,132
463,4,1:27.0,,R. Hollis-Jefferson makes 2-pt dunk from 1 ft (assist by K. Lowry),120,134
464,4,1:18.0,K. Towns makes 3-pt jump shot from 26 ft,,123,134
465,4,0:56.0,,K. Lowry misses 2-pt jump shot from 21 ft,123,134
466,4,0:51.0,Defensive rebound by J. Johnson,,123,134
467,4,0:48.0,M. Beasley misses 2-pt jump shot from 16 ft,,123,134
468,4,0:46.0,Offensive rebound by Team,,123,134
469,4,0:44.0,M. Beasley misses 3-pt jump shot from 24 ft,,123,134
470,4,0:42.0,,Defensive rebound by F. VanVleet,123,134
471,4,0:21.0,,P. Siakam makes 3-pt jump shot from 25 ft,123,137
472,4,0:10.0,J. Hernangómez makes 3-pt jump shot from 25 ft (assist by M. Beasley),,126,137
