,QUARTER,TIME_REMAINING,NEW YORK_ACTION,HOUSTON_ACTION,NEW YORK_SCORE,HOUSTON_SCORE
163,2,5:54.0,,E. Gordon enters the game for D. Carroll,46,51
164,2,5:54.0,,B. McLemore enters the game for D. House,46,51
165,2,5:54.0,D. Smith makes free throw 2 of 2,,47,51
166,2,5:39.0,,R. Covington makes 2-pt layup from 2 ft (assist by E. Gordon),47,53
167,2,5:29.0,D. Dotson misses 3-pt jump shot from 28 ft,,47,53
168,2,5:28.0,,Defensive rebound by Team,47,53
169,2,5:16.0,,Turnover by B. McLemore (lost ball; steal by J. Randle),47,53
170,2,5:09.0,Turnover by J. Randle (bad pass),,47,53
171,2,4:56.0,,P. Tucker misses 3-pt jump shot from 24 ft (block by M. Robinson),47,53
172,2,4:53.0,Defensive rebound by D. Smith,,47,53
173,2,4:49.0,M. Robinson makes 2-pt layup from 2 ft (assist by D. Smith),,49,53
174,2,4:29.0,,J. Harden makes 3-pt jump shot from 26 ft,49,56
175,2,4:20.0,Offensive foul by M. Robinson (drawn by B. McLemore),,49,56
176,2,4:20.0,Turnover by M. Robinson (offensive foul),,49,56
177,2,4:20.0,R. Bullock enters the game for D. Dotson,,49,56
178,2,4:20.0,M. Harkless enters the game for M. Robinson,,49,56
179,2,4:07.0,,J. Harden makes 2-pt layup from 1 ft,49,58
180,2,4:01.0,New York full timeout,,49,58
181,2,4:01.0,B. Portis enters the game for D. Smith,,49,58
182,2,3:45.0,J. Randle misses 2-pt jump shot from 10 ft,,49,58
183,2,3:43.0,,Defensive rebound by R. Covington,49,58
184,2,3:30.0,,E. Gordon misses 3-pt jump shot from 28 ft,49,58
185,2,3:30.0,Defensive rebound by M. Harkless,,49,58
186,2,3:21.0,R. Barrett misses 2-pt layup from 1 ft,,49,58
187,2,3:20.0,,Defensive rebound by R. Covington,49,58
188,2,3:14.0,,J. Harden makes 2-pt layup from 1 ft,49,60
189,2,2:56.0,Shooting foul by B. McLemore (drawn by B. Portis),,49,60
190,2,2:56.0,B. Portis makes free throw 1 of 2,,50,60
191,2,2:56.0,B. Portis makes free throw 2 of 2,,51,60
192,2,2:42.0,,Shooting foul by R. Bullock (drawn by J. Harden),51,60
193,2,2:42.0,,J. Harden misses free throw 1 of 2,51,60
194,2,2:42.0,,Offensive rebound by Team,51,60
195,2,2:42.0,,J. Harden makes free throw 2 of 2,51,61
196,2,2:34.0,R. Bullock misses 3-pt jump shot from 26 ft,,51,61
197,2,2:33.0,,Defensive rebound by J. Harden,51,61
198,2,2:26.0,,J. Harden makes 3-pt jump shot from 27 ft,51,64
199,2,2:13.0,B. Portis makes 2-pt jump shot from 11 ft,,53,64
200,2,2:02.0,,J. Harden makes 2-pt jump shot from 2 ft,53,66
201,2,1:52.0,M. Harkless misses 3-pt jump shot from 28 ft,,53,66
202,2,1:50.0,,Defensive rebound by P. Tucker,53,66
203,2,1:33.0,,B. McLemore misses 3-pt jump shot from 26 ft,53,66
204,2,1:33.0,Defensive rebound by J. Randle,,53,66
205,2,1:21.0,Shooting foul by E. Gordon (drawn by J. Randle),,53,66
206,2,1:21.0,J. Randle makes free throw 1 of 2,,54,66
207,2,1:21.0,J. Randle makes free throw 2 of 2,,55,66
208,2,1:04.0,,E. Gordon makes 2-pt layup from 3 ft (assist by J. Harden),55,68
209,2,0:54.0,Shooting foul by E. Gordon (drawn by R. Barrett),,55,68
210,2,0:54.0,R. Barrett makes free throw 1 of 2,,56,68
211,2,0:54.0,D. Dotson enters the game for J. Randle,,56,68
212,2,0:54.0,R. Barrett makes free throw 2 of 2,,57,68
213,2,0:42.0,,B. McLemore makes 2-pt dunk from 1 ft (assist by J. Harden),57,70
214,2,0:31.0,B. Portis misses 3-pt jump shot from 27 ft,,57,70
215,2,0:30.0,,Defensive rebound by R. Covington,57,70
216,2,0:15.0,,J. Harden makes 2-pt jump shot from 3 ft,57,72
217,2,0:01.0,D. Dotson misses 2-pt layup from 1 ft,,57,72
218,2,0:01.0,Offensive rebound by Team,,57,72
219,3,11:47.0,,E. Gordon misses 2-pt layup from 2 ft,57,72
220,3,11:44.0,,Offensive rebound by P. Tucker,57,72
221,3,11:41.0,,D. House misses 3-pt jump shot from 24 ft,57,72
222,3,11:41.0,,Offensive rebound by J. Harden,57,72
223,3,11:31.0,,J. Harden misses 3-pt jump shot from 31 ft,57,72
224,3,11:29.0,Defensive rebound by J. Randle,,57,72
225,3,11:15.0,R. Barrett misses 3-pt jump shot from 27 ft,,57,72
226,3,11:13.0,,Defensive rebound by D. House,57,72
227,3,11:07.0,,Shooting foul by R. Barrett (drawn by J. Harden),57,72
228,3,11:07.0,,J. Harden makes free throw 1 of 2,57,73
229,3,11:07.0,,J. Harden misses free throw 2 of 2,57,73
230,3,11:07.0,Defensive rebound by T. Gibson,,57,73
231,3,10:52.0,Turnover by R. Barrett (bad pass; steal by P. Tucker),,57,73
232,3,10:45.0,,R. Covington misses 3-pt jump shot from 24 ft,57,73
233,3,10:43.0,Defensive rebound by J. Randle,,57,73
234,3,10:26.0,Shooting foul by E. Gordon (drawn by R. Barrett),,57,73
235,3,10:26.0,R. Barrett misses free throw 1 of 2,,57,73
236,3,10:26.0,Offensive rebound by Team,,57,73
237,3,10:26.0,R. Barrett misses free throw 2 of 2,,57,73
238,3,10:26.0,,Defensive rebound by P. Tucker,57,73
239,3,10:12.0,,E. Gordon misses 2-pt layup from 2 ft,57,73
240,3,10:09.0,Defensive rebound by J. Randle,,57,73
241,3,10:05.0,D. Smith makes 2-pt layup from 2 ft,,59,73
242,3,10:05.0,Shooting foul by J. Harden (drawn by D. Smith),,59,73
243,3,10:05.0,D. Smith misses free throw 1 of 1,,59,73
244,3,10:03.0,,Defensive rebound by R. Covington,59,73
245,3,9:48.0,,Turnover by R. Covington (lost ball; steal by D. Smith),59,73
246,3,9:31.0,D. Smith misses 2-pt jump shot from 14 ft,,59,73
247,3,9:28.0,Offensive rebound by J. Randle,,59,73
248,3,9:24.0,R. Barrett misses 3-pt jump shot from 26 ft,,59,73
249,3,9:22.0,Offensive rebound by T. Gibson,,59,73
250,3,9:21.0,T. Gibson makes 2-pt layup from 2 ft,,61,73
251,3,9:02.0,,P. Tucker misses 3-pt jump shot from 23 ft,61,73
252,3,9:02.0,Defensive rebound by D. Smith,,61,73
253,3,8:47.0,J. Randle misses 3-pt jump shot from 22 ft,,61,73
254,3,8:47.0,,Defensive rebound by Team,61,73
255,3,8:40.0,,J. Harden makes 2-pt layup from 1 ft,61,75
256,3,8:22.0,M. Harkless makes 3-pt jump shot from 28 ft,,64,75
257,3,8:07.0,,P. Tucker makes 2-pt jump shot from 12 ft (assist by R. Covington),64,77
258,3,7:58.0,R. Barrett misses 2-pt layup from 9 ft (block by R. Covington),,64,77
259,3,7:58.0,Offensive rebound by Team,,64,77
260,3,7:53.0,T. Gibson makes 2-pt layup at rim,,66,77
261,3,7:31.0,,E. Gordon makes 3-pt jump shot from 26 ft (assist by D. House),66,80
262,3,7:15.0,R. Barrett makes 2-pt layup from 1 ft (assist by J. Randle),,68,80
263,3,7:07.0,,E. Gordon misses 3-pt jump shot from 28 ft,68,80
264,3,7:05.0,Defensive rebound by T. Gibson,,68,80
265,3,6:54.0,D. Smith makes 2-pt jump shot from 10 ft,,70,80
266,3,6:36.0,,R. Covington makes 3-pt jump shot from 28 ft (assist by J. Harden),70,83
267,3,6:17.0,Shooting foul by J. Harden (drawn by J. Randle),,70,83
268,3,6:17.0,,Houston full timeout,70,83
269,3,6:17.0,,B. McLemore enters the game for E. Gordon,70,83
270,3,6:17.0,,A. Rivers enters the game for D. House,70,83
271,3,6:17.0,J. Randle makes free throw 1 of 2,,71,83
272,3,6:17.0,J. Randle makes free throw 2 of 2,,72,83
273,3,6:05.0,,J. Harden misses 3-pt jump shot from 29 ft,72,83
274,3,6:02.0,Defensive rebound by D. Smith,,72,83
275,3,5:45.0,D. Smith misses 2-pt jump shot from 22 ft,,72,83
276,3,5:44.0,,Defensive rebound by P. Tucker,72,83
277,3,5:35.0,,J. Harden misses 2-pt layup from 2 ft,72,83
278,3,5:32.0,Defensive rebound by D. Smith,,72,83
279,3,5:21.0,J. Randle misses 2-pt layup from 5 ft,,72,83
280,3,5:19.0,Offensive rebound by J. Randle,,72,83
281,3,5:18.0,J. Randle misses 2-pt layup from 1 ft,,72,83
282,3,5:16.0,Offensive rebound by T. Gibson,,72,83
283,3,5:15.0,T. Gibson misses 2-pt layup from 2 ft (block by R. Covington),,72,83
284,3,5:13.0,,Defensive rebound by B. McLemore,72,83
285,3,5:08.0,,J. Harden makes 2-pt layup from 4 ft,72,85
286,3,5:08.0,,Shooting foul by R. Barrett (drawn by J. Harden),72,85
287,3,5:08.0,R. Bullock enters the game for T. Gibson,,72,85
288,3,5:08.0,M. Robinson enters the game for D. Smith,,72,85
289,3,5:08.0,,J. Harden makes free throw 1 of 1,72,86
290,3,4:58.0,M. Harkless misses 2-pt jump shot from 13 ft,,72,86
291,3,4:55.0,Offensive rebound by M. Robinson,,72,86
292,3,4:55.0,M. Robinson misses 2-pt layup from 1 ft,,72,86
293,3,4:54.0,,Defensive rebound by R. Covington,72,86
294,3,4:45.0,,R. Covington misses 2-pt layup from 1 ft,72,86
295,3,4:45.0,Defensive rebound by J. Randle,,72,86
296,3,4:26.0,J. Randle makes 2-pt layup from 1 ft,,74,86
297,3,4:21.0,,Turnover by J. Harden (lost ball; steal by M. Harkless),74,86
298,3,4:17.0,R. Bullock makes 3-pt jump shot from 24 ft (assist by M. Harkless),,77,86
299,3,3:50.0,,B. McLemore makes 3-pt jump shot from 26 ft (assist by J. Harden),77,89
300,3,3:29.0,R. Barrett misses 2-pt layup from 8 ft,,77,89
301,3,3:29.0,Offensive rebound by Team,,77,89
302,3,3:29.0,,J. Green enters the game for P. Tucker,77,89
303,3,3:27.0,Turnover by R. Barrett (bad pass; steal by R. Covington),,77,89
304,3,3:25.0,,Shooting foul by M. Harkless (drawn by B. McLemore),77,89
305,3,3:25.0,,B. McLemore makes free throw 1 of 2,77,90
306,3,3:25.0,,B. McLemore misses free throw 2 of 2,77,90
307,3,3:25.0,Defensive rebound by J. Randle,,77,90
308,3,3:14.0,M. Harkless makes 2-pt layup from 3 ft,,79,90
309,3,2:55.0,,J. Harden misses 3-pt jump shot from 27 ft (block by M. Harkless),79,90
310,3,2:53.0,Defensive rebound by R. Barrett,,79,90
311,3,2:51.0,Shooting foul by B. McLemore (drawn by R. Barrett),,79,90
312,3,2:51.0,New York full timeout,,79,90
313,3,2:51.0,,E. Gordon enters the game for R. Covington,79,90
314,3,2:51.0,,T. Sefolosha enters the game for J. Harden,79,90
315,3,2:51.0,R. Barrett misses free throw 1 of 2,,79,90
316,3,2:51.0,Offensive rebound by Team,,79,90
317,3,2:51.0,R. Barrett makes free throw 2 of 2,,80,90
318,3,2:40.0,,E. Gordon misses 3-pt jump shot from 28 ft,80,90
319,3,2:38.0,Defensive rebound by R. Bullock,,80,90
320,3,2:23.0,J. Randle misses 2-pt hook shot from 8 ft,,80,90
321,3,2:22.0,Offensive rebound by M. Robinson,,80,90
322,3,2:22.0,M. Robinson makes 2-pt layup from 1 ft,,82,90
323,3,2:15.0,,Shooting foul by M. Harkless (drawn by E. Gordon),82,90
324,3,2:15.0,,E. Gordon makes free throw 1 of 2,82,91
325,3,2:15.0,B. Portis enters the game for J. Randle,,82,91
326,3,2:15.0,,E. Gordon makes free throw 2 of 2,82,92
327,3,2:03.0,M. Robinson makes 2-pt dunk from 2 ft (assist by R. Bullock),,84,92
328,3,1:52.0,,A. Rivers makes 2-pt layup from 1 ft,84,94
329,3,1:41.0,Turnover by R. Barrett (bad pass; steal by J. Green),,84,94
330,3,1:36.0,,A. Rivers makes 3-pt jump shot from 26 ft (assist by T. Sefolosha),84,97
331,3,1:18.0,R. Barrett makes 2-pt layup from 2 ft,,86,97
332,3,1:18.0,Shooting foul by A. Rivers (drawn by R. Barrett),,86,97
333,3,1:18.0,R. Barrett misses free throw 1 of 1,,86,97
334,3,1:16.0,,Defensive rebound by T. Sefolosha,86,97
335,3,1:13.0,,B. McLemore misses 3-pt jump shot from 26 ft (block by R. Bullock),86,97
336,3,1:13.0,,Offensive rebound by Team,86,97
337,3,1:13.0,D. Smith enters the game for R. Barrett,,86,97
338,3,1:03.0,,Turnover by E. Gordon (bad pass; steal by D. Smith),86,97
339,3,0:53.0,R. Bullock misses 2-pt jump shot from 20 ft,,86,97
340,3,0:51.0,,Defensive rebound by T. Sefolosha,86,97
341,3,0:40.0,,A. Rivers makes 2-pt layup from 2 ft,86,99
342,3,0:19.0,B. Portis misses 3-pt jump shot from 24 ft,,86,99
343,3,0:17.0,,Defensive rebound by A. Rivers,86,99
344,3,0:01.0,,Shooting foul by R. Bullock (drawn by A. Rivers),86,99
345,3,0:01.0,,A. Rivers makes free throw 1 of 3,86,100
346,3,0:01.0,,A. Rivers misses free throw 2 of 3,86,100
347,3,0:01.0,,Offensive rebound by Team,86,100
348,3,0:01.0,,A. Rivers makes free throw 3 of 3,86,101
349,4,11:44.0,D. Smith misses 2-pt jump shot from 17 ft,,86,101
350,4,11:44.0,,Defensive rebound by J. Green,86,101
351,4,11:30.0,,J. Green makes 2-pt dunk from 1 ft,86,103
352,4,11:07.0,Personal foul by J. Green (drawn by M. Robinson),,86,103
353,4,11:00.0,D. Smith makes 3-pt jump shot from 24 ft (assist by B. Portis),,89,103
354,4,10:36.0,,E. Gordon misses 3-pt jump shot from 28 ft,89,103
355,4,10:34.0,,Offensive rebound by Team,89,103
356,4,10:34.0,,D. House enters the game for B. McLemore,89,103
357,4,10:22.0,,A. Rivers makes 2-pt layup from 2 ft,89,105
358,4,10:10.0,Personal foul by A. Rivers (drawn by M. Robinson),,89,105
359,4,10:00.0,Turnover by D. Smith (bad pass; steal by E. Gordon),,89,105
360,4,9:58.0,,E. Gordon makes 2-pt layup from 1 ft,89,107
361,4,9:58.0,,Shooting foul by D. Dotson (drawn by E. Gordon),89,107
362,4,9:58.0,,E. Gordon makes free throw 1 of 1,89,108
363,4,9:46.0,M. Robinson makes 2-pt dunk at rim (assist by R. Bullock),,91,108
364,4,9:31.0,,A. Rivers makes 3-pt jump shot from 26 ft,91,111
365,4,9:29.0,New York full timeout,,91,111
366,4,9:29.0,R. Barrett enters the game for D. Dotson,,91,111
367,4,9:29.0,,J. Harden enters the game for E. Gordon,91,111
368,4,9:12.0,Turnover by R. Barrett (bad pass; steal by J. Green),,91,111
369,4,8:58.0,,T. Sefolosha misses 3-pt jump shot from 26 ft (block by M. Robinson),91,111
370,4,8:56.0,Defensive rebound by B. Portis,,91,111
371,4,8:39.0,R. Bullock misses 2-pt jump shot from 22 ft,,91,111
372,4,8:37.0,Offensive rebound by D. Smith,,91,111
373,4,8:34.0,D. Smith misses 3-pt jump shot from 23 ft,,91,111
374,4,8:32.0,,Defensive rebound by J. Harden,91,111
375,4,8:29.0,,D. House makes 2-pt layup from 2 ft (assist by J. Harden),91,113
376,4,8:18.0,Turnover by B. Portis (lost ball; steal by T. Sefolosha),,91,113
377,4,8:18.0,Violation by Team (kicked ball),,91,113
378,4,8:18.0,M. Harkless enters the game for R. Bullock,,91,113
379,4,8:18.0,J. Randle enters the game for B. Portis,,91,113
380,4,8:18.0,,D. Carroll enters the game for T. Sefolosha,91,113
381,4,8:02.0,,Turnover by J. Harden (bad pass; steal by R. Barrett),91,113
382,4,8:01.0,Shooting foul by A. Rivers (drawn by M. Robinson),,91,113
383,4,8:01.0,M. Robinson makes free throw 1 of 2,,92,113
384,4,8:01.0,M. Robinson misses free throw 2 of 2,,92,113
385,4,8:00.0,,Defensive rebound by Team,92,113
386,4,7:50.0,,Turnover by J. Harden (bad pass; steal by M. Robinson),92,113
387,4,7:45.0,Turnover by D. Smith (bad pass; steal by D. Carroll),,92,113
388,4,7:43.0,,Houston full timeout,92,113
389,4,7:26.0,,D. House makes 2-pt layup from 1 ft (assist by J. Harden),92,115
390,4,7:26.0,,Shooting foul by M. Harkless (drawn by D. House),92,115
