,QUARTER,TIME_REMAINING,ATLANTA_ACTION,DALLAS_ACTION,ATLANTA_SCORE,DALLAS_SCORE
381,4,6:20.0,J. Teague makes free throw 2 of 2,,89,109
382,4,6:09.0,,Turnover by T. Hardaway (out of bounds lost ball),89,109
383,4,6:03.0,B. Goodwin misses 3-pt jump shot from 25 ft,,89,109
384,4,5:59.0,Offensive rebound by V. Carter,,89,109
385,4,5:55.0,J. Teague misses 3-pt jump shot from 26 ft,,89,109
386,4,5:52.0,,Defensive rebound by D. Finney-Smith,89,109
387,4,5:42.0,,D. Finney-Smith misses 3-pt jump shot from 26 ft,89,109
388,4,5:37.0,Defensive rebound by D. Jones,,89,109
389,4,5:22.0,Personal foul by R. Broekhoff (drawn by V. Carter),,89,109
390,4,5:22.0,V. Carter makes free throw 1 of 2,,90,109
391,4,5:22.0,J. Collins enters the game for D. Jones,,90,109
392,4,5:22.0,,J. Jackson enters the game for R. Broekhoff,90,109
393,4,5:22.0,V. Carter makes free throw 2 of 2,,91,109
394,4,5:06.0,,J. Jackson makes 2-pt jump shot from 12 ft (assist by T. Hardaway),91,111
395,4,5:06.0,,Shooting foul by V. Carter (drawn by J. Jackson),91,111
396,4,5:06.0,T. Graham enters the game for V. Carter,,91,111
397,4,5:06.0,,J. Jackson makes free throw 1 of 1,91,112
398,4,4:48.0,B. Goodwin makes 2-pt layup from 1 ft (assist by J. Teague),,93,112
399,4,4:32.0,,T. Hardaway misses 2-pt jump shot from 17 ft,93,112
400,4,4:29.0,Defensive rebound by T. Graham,,93,112
401,4,4:23.0,Turnover by B. Goodwin (bad pass; steal by D. Wright),,93,112
402,4,4:09.0,,D. Finney-Smith misses 2-pt jump shot from 20 ft,93,112
403,4,4:05.0,Defensive rebound by J. Collins,,93,112
404,4,4:02.0,K. Huerter makes 3-pt jump shot from 26 ft (assist by J. Teague),,96,112
405,4,3:44.0,,D. Finney-Smith misses 3-pt jump shot from 23 ft,96,112
406,4,3:42.0,Defensive rebound by T. Graham,,96,112
407,4,3:42.0,Atlanta full timeout,,96,112
408,4,3:42.0,V. Carter enters the game for T. Graham,,96,112
409,4,3:42.0,,M. Kleber enters the game for W. Cauley-Stein,96,112
410,4,3:34.0,Turnover by K. Huerter (bad pass; steal by D. Finney-Smith),,96,112
411,4,3:34.0,,Personal foul by B. Goodwin (drawn by D. Wright),96,112
412,4,3:34.0,,D. Wright makes free throw 1 of 2,96,113
413,4,3:34.0,,D. Wright makes free throw 2 of 2,96,114
414,4,3:27.0,K. Huerter misses 3-pt jump shot from 27 ft,,96,114
415,4,3:22.0,Offensive rebound by J. Collins,,96,114
416,4,3:15.0,B. Goodwin misses 2-pt hook shot from 5 ft,,96,114
417,4,3:13.0,,Defensive rebound by D. Finney-Smith,96,114
418,4,2:55.0,,T. Hardaway makes 2-pt layup from 1 ft,96,116
419,4,2:46.0,V. Carter misses 3-pt jump shot from 27 ft,,96,116
420,4,2:43.0,,Defensive rebound by D. Wright,96,116
421,4,2:22.0,,T. Hardaway misses 2-pt jump shot from 20 ft,96,116
422,4,2:18.0,,Offensive rebound by D. Finney-Smith,96,116
423,4,2:18.0,,D. Finney-Smith misses 2-pt dunk at rim,96,116
424,4,2:17.0,,Offensive rebound by D. Finney-Smith,96,116
425,4,2:16.0,,D. Finney-Smith makes 2-pt layup from 2 ft,96,118
426,4,2:04.0,V. Carter misses 3-pt jump shot from 23 ft,,96,118
427,4,2:01.0,,Defensive rebound by D. Finney-Smith,96,118
428,4,2:01.0,,Dallas full timeout,96,118
429,4,2:01.0,C. Brown enters the game for J. Collins,,96,118
430,4,2:01.0,T. Graham enters the game for B. Goodwin,,96,118
431,4,2:01.0,D. Jones enters the game for K. Huerter,,96,118
432,4,2:01.0,,R. Broekhoff enters the game for D. Finney-Smith,96,118
433,4,2:01.0,,J. Brunson enters the game for T. Hardaway,96,118
434,4,2:01.0,,A. Cleveland enters the game for M. Kleber,96,118
435,4,1:51.0,,Turnover by J. Jackson (bad pass; steal by T. Graham),96,118
436,4,1:41.0,J. Teague misses 3-pt jump shot from 25 ft,,96,118
437,4,1:37.0,,Defensive rebound by J. Jackson,96,118
438,4,1:28.0,,J. Brunson makes 2-pt jump shot from 2 ft,96,120
439,4,1:28.0,,Shooting foul by J. Teague (drawn by J. Brunson),96,120
440,4,1:28.0,B. Goodwin enters the game for V. Carter,,96,120
441,4,1:28.0,,J. Brunson makes free throw 1 of 1,96,121
442,4,1:13.0,C. Brown misses 3-pt jump shot from 23 ft,,96,121
443,4,1:09.0,,Defensive rebound by D. Wright,96,121
444,4,0:51.0,,Personal foul by C. Brown (drawn by D. Wright),96,121
445,4,0:51.0,,D. Wright makes free throw 1 of 2,96,122
446,4,0:51.0,,D. Wright makes free throw 2 of 2,96,123
447,4,0:41.0,D. Jones makes 2-pt layup from 1 ft (assist by B. Goodwin),,98,123
448,4,0:31.0,,A. Cleveland misses 2-pt jump shot from 13 ft,98,123
449,4,0:28.0,Defensive rebound by J. Teague,,98,123
450,4,0:20.0,C. Brown makes 2-pt dunk from 1 ft (assist by J. Teague),,100,123
