,QUARTER,TIME_REMAINING,UTAH_ACTION,ORLANDO_ACTION,UTAH_SCORE,ORLANDO_SCORE
82,1,2:30.0,Utah full timeout,,26,19
83,1,2:30.0,T. Bradley enters the game for B. Bogdanović,,26,19
84,1,2:30.0,D. Mitchell enters the game for R. Gobert,,26,19
85,1,2:30.0,,K. Birch enters the game for E. Fournier,26,19
86,1,2:30.0,,A. Gordon enters the game for W. Iwundu,26,19
87,1,2:17.0,Turnover by J. Clarkson (bad pass),,26,19
88,1,2:01.0,,A. Gordon misses 2-pt jump shot from 12 ft,26,19
89,1,1:54.0,,Offensive rebound by K. Birch,26,19
90,1,1:54.0,,K. Birch makes 2-pt layup from 1 ft,26,21
91,1,1:47.0,T. Bradley misses 2-pt jump shot from 10 ft,,26,21
92,1,1:46.0,Offensive rebound by T. Bradley,,26,21
93,1,1:46.0,T. Bradley misses 2-pt layup at rim,,26,21
94,1,1:43.0,,Defensive rebound by K. Birch,26,21
95,1,1:37.0,,A. Gordon makes 2-pt jump shot from 12 ft,26,23
96,1,1:19.0,Turnover by D. Mitchell (bad pass; steal by M. Bamba),,26,23
97,1,1:13.0,,A. Gordon misses 2-pt layup from 4 ft (block by J. Clarkson),26,23
98,1,1:08.0,Defensive rebound by E. Mudiay,,26,23
99,1,1:06.0,E. Mudiay makes 2-pt layup from 2 ft,,28,23
100,1,0:47.0,,T. Ross misses 3-pt jump shot from 27 ft,28,23
101,1,0:47.0,Defensive rebound by T. Bradley,,28,23
102,1,0:28.0,D. Mitchell misses 2-pt layup from 8 ft,,28,23
103,1,0:27.0,Offensive rebound by T. Bradley,,28,23
104,1,0:27.0,T. Bradley makes 2-pt layup at rim,,30,23
105,1,0:08.0,,D. Augustin makes 2-pt layup from 5 ft,30,25
106,1,0:00.0,G. Niang makes 3-pt jump shot from 24 ft (assist by D. Mitchell),,33,25
107,1,0:00.0,Instant Replay (Request: Ruling Stands),,33,25
108,2,11:48.0,,T. Ross makes 2-pt jump shot from 21 ft (assist by D. Augustin),33,27
109,2,11:29.0,D. Mitchell makes 2-pt jump shot from 13 ft,,35,27
110,2,11:12.0,,T. Ross makes 2-pt jump shot from 15 ft (assist by D. Augustin),35,29
111,2,10:53.0,J. Ingles misses 3-pt jump shot from 26 ft,,35,29
112,2,10:51.0,,Defensive rebound by A. Gordon,35,29
113,2,10:43.0,,T. Ross makes 2-pt jump shot from 18 ft (assist by A. Gordon),35,31
114,2,10:41.0,Utah full timeout,,35,31
115,2,10:19.0,Turnover by J. Ingles (bad pass; steal by M. Bamba),,35,31
116,2,10:11.0,,T. Ross makes 2-pt jump shot from 20 ft,35,33
117,2,9:54.0,R. Tucker misses 3-pt jump shot from 25 ft,,35,33
118,2,9:52.0,,Defensive rebound by A. Gordon,35,33
119,2,9:40.0,,M. Bamba makes 3-pt jump shot from 25 ft (assist by D. Augustin),35,36
120,2,9:23.0,Shooting foul by M. Bamba (drawn by T. Bradley),,35,36
121,2,9:23.0,T. Bradley makes free throw 1 of 2,,36,36
122,2,9:23.0,T. Bradley misses free throw 2 of 2,,36,36
123,2,9:20.0,,Defensive rebound by M. Bamba,36,36
124,2,9:02.0,,D. Augustin misses 3-pt jump shot from 26 ft,36,36
125,2,8:58.0,Defensive rebound by J. Clarkson,,36,36
126,2,8:52.0,J. Ingles makes 3-pt jump shot from 23 ft (assist by J. Clarkson),,39,36
127,2,8:41.0,,T. Ross misses 3-pt jump shot from 25 ft,39,36
128,2,8:41.0,Defensive rebound by D. Mitchell,,39,36
129,2,8:26.0,T. Bradley misses 2-pt hook shot from 8 ft (block by M. Bamba),,39,36
130,2,8:24.0,,Defensive rebound by M. Bamba,39,36
131,2,8:12.0,,M. Bamba makes 2-pt hook shot from 14 ft,39,38
132,2,8:11.0,Utah full timeout,,39,38
133,2,8:11.0,B. Bogdanović enters the game for T. Bradley,,39,38
134,2,8:11.0,R. Gobert enters the game for J. Ingles,,39,38
135,2,8:11.0,E. Mudiay enters the game for D. Mitchell,,39,38
136,2,8:11.0,R. O'Neale enters the game for R. Tucker,,39,38
137,2,7:57.0,B. Bogdanović misses 2-pt layup from 6 ft,,39,38
138,2,7:54.0,,Defensive rebound by M. Bamba,39,38
139,2,7:35.0,,Turnover by D. Augustin (bad pass; steal by R. O'Neale),39,38
140,2,7:26.0,E. Mudiay misses 2-pt jump shot from 12 ft,,39,38
141,2,7:24.0,,Defensive rebound by A. Gordon,39,38
142,2,7:16.0,,A. Gordon misses 2-pt jump shot from 14 ft,39,38
143,2,7:12.0,,Offensive rebound by M. Bamba,39,38
144,2,7:10.0,,Turnover by M. Bamba (step out of bounds),39,38
145,2,7:10.0,,M. Fultz enters the game for M. Bamba,39,38
146,2,7:10.0,,N. Vučević enters the game for T. Ross,39,38
147,2,6:48.0,B. Bogdanović misses 3-pt jump shot from 25 ft,,39,38
148,2,6:45.0,,Defensive rebound by W. Iwundu,39,38
149,2,6:31.0,,A. Gordon misses 3-pt jump shot from 26 ft,39,38
150,2,6:27.0,Defensive rebound by R. Gobert,,39,38
151,2,6:09.0,J. Clarkson misses 3-pt jump shot from 27 ft,,39,38
152,2,6:06.0,,Defensive rebound by A. Gordon,39,38
153,2,5:55.0,,W. Iwundu misses 2-pt jump shot from 15 ft,39,38
154,2,5:53.0,Defensive rebound by R. Gobert,,39,38
155,2,5:40.0,J. Clarkson makes 2-pt layup from 1 ft (assist by R. Gobert),,41,38
156,2,5:17.0,,M. Fultz makes 2-pt jump shot from 18 ft,41,40
157,2,5:02.0,,Violation by Team (kicked ball),41,40
158,2,5:02.0,D. Mitchell enters the game for E. Mudiay,,41,40
159,2,5:02.0,,E. Fournier enters the game for A. Gordon,41,40
160,2,4:48.0,D. Mitchell misses 2-pt jump shot from 5 ft,,41,40
161,2,4:45.0,,Defensive rebound by N. Vučević,41,40
162,2,4:40.0,,N. Vučević makes 3-pt jump shot from 27 ft (assist by M. Fultz),41,43
163,2,4:20.0,J. Clarkson makes 2-pt jump shot from 18 ft,,43,43
164,2,3:56.0,,Shooting foul by R. Gobert (drawn by W. Iwundu),43,43
165,2,3:56.0,Utah full timeout,,43,43
166,2,3:56.0,Instant Replay (Challenge: Ruling Stands),,43,43
167,2,3:56.0,Technical foul by W. Iwundu,,43,43
168,2,3:56.0,B. Bogdanović makes technical free throw,,44,43
169,2,3:56.0,J. Ingles enters the game for J. Clarkson,,44,43
170,2,3:56.0,,T. Ross enters the game for D. Augustin,44,43
171,2,3:56.0,,W. Iwundu misses free throw 1 of 2,44,43
172,2,3:56.0,,Offensive rebound by Team,44,43
173,2,3:56.0,,W. Iwundu makes free throw 2 of 2,44,44
174,2,3:40.0,D. Mitchell misses 3-pt jump shot from 28 ft,,44,44
175,2,3:36.0,Offensive rebound by B. Bogdanović,,44,44
176,2,3:33.0,R. O'Neale misses 3-pt jump shot from 26 ft,,44,44
177,2,3:24.0,,Defensive rebound by M. Fultz,44,44
178,2,3:22.0,,M. Fultz misses 2-pt layup from 2 ft,44,44
179,2,3:19.0,Defensive rebound by R. Gobert,,44,44
180,2,3:11.0,J. Ingles misses 3-pt jump shot from 25 ft,,44,44
181,2,3:09.0,Offensive rebound by R. Gobert,,44,44
182,2,3:09.0,,K. Birch enters the game for W. Iwundu,44,44
183,2,2:56.0,R. O'Neale misses 3-pt jump shot from 26 ft,,44,44
184,2,2:52.0,,Defensive rebound by T. Ross,44,44
185,2,2:48.0,,T. Ross misses 3-pt jump shot from 27 ft,44,44
186,2,2:45.0,Defensive rebound by B. Bogdanović,,44,44
187,2,2:26.0,D. Mitchell makes 2-pt jump shot from 16 ft,,46,44
188,2,2:07.0,,M. Fultz misses 3-pt jump shot from 24 ft,46,44
189,2,2:04.0,Defensive rebound by R. Gobert,,46,44
190,2,1:55.0,B. Bogdanović makes 2-pt layup from 1 ft (assist by J. Ingles),,48,44
191,2,1:35.0,,M. Fultz misses 2-pt jump shot from 14 ft,48,44
192,2,1:32.0,Defensive rebound by R. O'Neale,,48,44
193,2,1:23.0,Personal foul by T. Ross (drawn by R. O'Neale),,48,44
194,2,1:16.0,B. Bogdanović misses 2-pt layup from 4 ft,,48,44
195,2,1:13.0,,Defensive rebound by E. Fournier,48,44
196,2,1:06.0,,Turnover by N. Vučević (traveling),48,44
197,2,1:06.0,,Violation by Team (delay of game),48,44
198,2,0:54.0,R. Gobert misses 2-pt layup from 7 ft,,48,44
199,2,0:53.0,,Defensive rebound by N. Vučević,48,44
200,2,0:41.0,,N. Vučević misses 2-pt hook shot from 7 ft,48,44
201,2,0:38.0,Defensive rebound by R. Gobert,,48,44
202,2,0:33.0,D. Mitchell makes 2-pt jump shot from 13 ft,,50,44
203,2,0:19.0,,E. Fournier makes 3-pt jump shot from 27 ft,50,47
204,2,0:02.0,D. Mitchell makes 2-pt jump shot from 12 ft,,52,47
205,3,11:36.0,,N. Vučević misses 2-pt hook shot from 6 ft,52,47
206,3,11:34.0,Defensive rebound by R. Gobert,,52,47
207,3,11:24.0,R. Gobert makes 2-pt dunk from 2 ft (assist by R. O'Neale),,54,47
208,3,11:10.0,,N. Vučević misses 2-pt jump shot from 22 ft,54,47
209,3,11:07.0,Defensive rebound by D. Mitchell,,54,47
210,3,10:59.0,D. Mitchell misses 2-pt layup from 6 ft,,54,47
211,3,10:57.0,,Defensive rebound by N. Vučević,54,47
212,3,10:51.0,,E. Fournier misses 2-pt layup from 3 ft,54,47
213,3,10:49.0,Defensive rebound by J. Ingles,,54,47
214,3,10:36.0,Turnover by B. Bogdanović (lost ball; steal by E. Fournier),,54,47
215,3,10:29.0,,W. Iwundu makes 2-pt layup from 5 ft (assist by E. Fournier),54,49
216,3,10:29.0,,Shooting foul by R. O'Neale (drawn by W. Iwundu),54,49
217,3,10:29.0,,W. Iwundu makes free throw 1 of 1,54,50
218,3,10:18.0,B. Bogdanović misses 3-pt jump shot from 28 ft,,54,50
219,3,10:15.0,Offensive rebound by R. Gobert,,54,50
220,3,10:06.0,Personal foul by E. Fournier (drawn by J. Ingles),,54,50
221,3,9:58.0,B. Bogdanović misses 2-pt layup from 3 ft,,54,50
222,3,9:57.0,Offensive rebound by Team,,54,50
223,3,9:56.0,D. Mitchell makes 2-pt layup from 3 ft (assist by J. Ingles),,56,50
224,3,9:45.0,,N. Vučević makes 3-pt jump shot from 26 ft (assist by M. Fultz),56,53
225,3,9:30.0,D. Mitchell makes 3-pt jump shot from 27 ft,,59,53
226,3,9:17.0,,N. Vučević makes 2-pt layup from 2 ft (assist by M. Fultz),59,55
227,3,9:08.0,R. O'Neale misses 3-pt jump shot from 25 ft,,59,55
228,3,9:06.0,Offensive rebound by R. Gobert,,59,55
229,3,8:56.0,R. O'Neale misses 3-pt jump shot from 23 ft,,59,55
230,3,8:54.0,,Defensive rebound by A. Gordon,59,55
231,3,8:48.0,,A. Gordon misses 3-pt jump shot from 27 ft,59,55
232,3,8:45.0,Defensive rebound by B. Bogdanović,,59,55
233,3,8:28.0,Shooting foul by A. Gordon (drawn by B. Bogdanović),,59,55
234,3,8:28.0,B. Bogdanović makes free throw 1 of 2,,60,55
235,3,8:28.0,B. Bogdanović misses free throw 2 of 2,,60,55
236,3,8:26.0,,Defensive rebound by A. Gordon,60,55
237,3,8:16.0,,Personal foul by R. O'Neale (drawn by N. Vučević),60,55
238,3,8:08.0,,N. Vučević misses 3-pt jump shot from 25 ft,60,55
239,3,8:04.0,,Offensive rebound by A. Gordon,60,55
240,3,8:00.0,,Turnover by A. Gordon (lost ball; steal by J. Ingles),60,55
241,3,7:59.0,R. O'Neale misses 2-pt layup from 4 ft (block by W. Iwundu),,60,55
242,3,7:59.0,Offensive rebound by Team,,60,55
243,3,7:58.0,,Orlando full timeout,60,55
244,3,7:58.0,,Instant Replay (Challenge: Ruling Stands),60,55
245,3,7:38.0,Turnover by D. Mitchell (lost ball; steal by A. Gordon),,60,55
246,3,7:35.0,,Turnover by W. Iwundu (out of bounds lost ball),60,55
247,3,7:15.0,Personal foul by E. Fournier (drawn by R. Gobert),,60,55
248,3,7:07.0,Turnover by B. Bogdanović (bad pass; steal by A. Gordon),,60,55
249,3,7:02.0,,A. Gordon makes 2-pt dunk from 1 ft,60,57
250,3,6:36.0,B. Bogdanović makes 2-pt layup from 1 ft (assist by D. Mitchell),,62,57
251,3,6:19.0,,N. Vučević makes 2-pt layup from 3 ft (assist by M. Fultz),62,59
252,3,6:03.0,Turnover by J. Ingles (bad pass; steal by E. Fournier),,62,59
253,3,5:52.0,,Turnover by A. Gordon (bad pass),62,59
254,3,5:52.0,E. Mudiay enters the game for D. Mitchell,,62,59
255,3,5:52.0,,T. Ross enters the game for W. Iwundu,62,59
256,3,5:34.0,E. Mudiay makes 2-pt jump shot from 10 ft,,64,59
257,3,5:19.0,,E. Fournier makes 2-pt jump shot from 18 ft (assist by N. Vučević),64,61
258,3,4:53.0,E. Mudiay misses 3-pt jump shot from 27 ft,,64,61
259,3,4:50.0,,Defensive rebound by T. Ross,64,61
260,3,4:34.0,,E. Fournier misses 3-pt jump shot from 26 ft,64,61
261,3,4:30.0,,Offensive rebound by N. Vučević,64,61
262,3,4:29.0,,N. Vučević makes 2-pt layup from 2 ft,64,63
263,3,4:29.0,Utah full timeout,,64,63
264,3,4:29.0,J. Clarkson enters the game for B. Bogdanović,,64,63
265,3,4:29.0,G. Niang enters the game for R. O'Neale,,64,63
266,3,4:29.0,,D. Augustin enters the game for M. Fultz,64,63
267,3,4:16.0,J. Clarkson misses 3-pt jump shot from 27 ft,,64,63
268,3,4:13.0,,Defensive rebound by A. Gordon,64,63
269,3,3:50.0,,E. Fournier misses 2-pt jump shot from 13 ft,64,63
270,3,3:47.0,Defensive rebound by J. Ingles,,64,63
271,3,3:45.0,E. Mudiay makes 2-pt layup from 2 ft (assist by J. Ingles),,66,63
272,3,3:24.0,,T. Ross misses 3-pt jump shot from 27 ft,66,63
273,3,3:24.0,,Offensive rebound by N. Vučević,66,63
274,3,3:24.0,,N. Vučević makes 2-pt layup from 2 ft,66,65
275,3,3:24.0,,Shooting foul by G. Niang (drawn by N. Vučević),66,65
276,3,3:24.0,,K. Birch enters the game for A. Gordon,66,65
277,3,3:24.0,,N. Vučević misses free throw 1 of 1,66,65
278,3,3:19.0,Defensive rebound by G. Niang,,66,65
279,3,3:03.0,J. Clarkson misses 2-pt jump shot from 7 ft,,66,65
280,3,3:00.0,,Defensive rebound by K. Birch,66,65
281,3,2:53.0,,N. Vučević misses 3-pt jump shot from 26 ft,66,65
282,3,2:50.0,Defensive rebound by E. Mudiay,,66,65
283,3,2:44.0,Shooting foul by K. Birch (drawn by E. Mudiay),,66,65
284,3,2:44.0,E. Mudiay makes free throw 1 of 2,,67,65
285,3,2:44.0,T. Bradley enters the game for R. Gobert,,67,65
286,3,2:44.0,D. Mitchell enters the game for J. Ingles,,67,65
287,3,2:44.0,,M. Bamba enters the game for E. Fournier,67,65
288,3,2:44.0,,W. Iwundu enters the game for N. Vučević,67,65
289,3,2:44.0,E. Mudiay makes free throw 2 of 2,,68,65
290,3,2:25.0,,T. Ross misses 2-pt jump shot from 19 ft,68,65
291,3,2:22.0,,Offensive rebound by M. Bamba,68,65
292,3,2:20.0,,D. Augustin makes 3-pt jump shot from 23 ft (assist by M. Bamba),68,68
293,3,2:05.0,E. Mudiay misses 2-pt jump shot from 8 ft,,68,68
294,3,2:03.0,,Defensive rebound by W. Iwundu,68,68
295,3,1:47.0,,D. Augustin misses 2-pt layup from 4 ft,68,68
296,3,1:45.0,Defensive rebound by G. Niang,,68,68
297,3,1:38.0,J. Clarkson misses 2-pt layup from 4 ft (block by M. Bamba),,68,68
298,3,1:33.0,Offensive rebound by E. Mudiay,,68,68
299,3,1:31.0,G. Niang makes 3-pt jump shot from 28 ft (assist by E. Mudiay),,71,68
300,3,1:23.0,,T. Ross makes 3-pt jump shot from 26 ft (assist by D. Augustin),71,71
301,3,1:09.0,D. Mitchell makes 3-pt jump shot from 27 ft,,74,71
302,3,0:56.0,,T. Ross makes 3-pt jump shot from 25 ft (assist by D. Augustin),74,74
303,3,0:56.0,,Shooting foul by J. Clarkson (drawn by T. Ross),74,74
304,3,0:56.0,,T. Ross makes free throw 1 of 1,74,75
305,3,0:37.0,E. Mudiay misses 2-pt layup from 6 ft,,74,75
306,3,0:36.0,Offensive rebound by T. Bradley,,74,75
307,3,0:36.0,T. Bradley makes 2-pt layup from 1 ft,,76,75
308,3,0:27.0,,D. Augustin misses 3-pt jump shot from 27 ft,76,75
309,3,0:25.0,Defensive rebound by G. Niang,,76,75
310,3,0:05.0,D. Mitchell misses 3-pt jump shot from 26 ft,,76,75
311,3,0:02.0,,Defensive rebound by Team,76,75
312,3,0:00.0,,T. Ross misses 3-pt jump shot from 59 ft,76,75
313,3,0:00.0,,Offensive rebound by Team,76,75
314,4,11:48.0,D. Mitchell makes 3-pt jump shot from 26 ft,,79,75
315,4,11:21.0,,M. Bamba misses 2-pt jump shot from 20 ft,79,75
316,4,11:19.0,Defensive rebound by J. Ingles,,79,75
317,4,11:14.0,G. Niang makes 3-pt jump shot from 25 ft (assist by J. Ingles),,82,75
318,4,10:49.0,,W. Iwundu makes 3-pt jump shot from 27 ft,82,78
319,4,10:32.0,G. Niang makes 3-pt jump shot from 27 ft (assist by D. Mitchell),,85,78
320,4,10:23.0,,Orlando full timeout,85,78
321,4,10:23.0,,A. Gordon enters the game for K. Birch,85,78
322,4,10:12.0,,T. Ross makes 2-pt jump shot from 18 ft,85,80
323,4,9:58.0,G. Niang makes 3-pt jump shot from 26 ft (assist by D. Mitchell),,88,80
324,4,9:40.0,,T. Ross misses 3-pt jump shot from 27 ft,88,80
325,4,9:37.0,Defensive rebound by G. Niang,,88,80
326,4,9:31.0,G. Niang misses 3-pt jump shot from 27 ft,,88,80
327,4,9:30.0,,Defensive rebound by Team,88,80
328,4,9:07.0,,W. Iwundu misses 2-pt jump shot from 10 ft (block by J. Clarkson),88,80
329,4,9:07.0,Defensive rebound by T. Bradley,,88,80
330,4,8:52.0,J. Ingles makes 3-pt jump shot from 26 ft (assist by G. Niang),,91,80
331,4,8:47.0,,Orlando full timeout,91,80
332,4,8:47.0,,E. Fournier enters the game for M. Bamba,91,80
333,4,8:47.0,,N. Vučević enters the game for W. Iwundu,91,80
334,4,8:39.0,,N. Vučević misses 2-pt layup from 5 ft,91,80
335,4,8:36.0,Defensive rebound by G. Niang,,91,80
336,4,8:17.0,J. Ingles misses 2-pt jump shot from 22 ft,,91,80
337,4,8:14.0,,Defensive rebound by N. Vučević,91,80
338,4,7:59.0,,E. Fournier misses 3-pt jump shot from 26 ft,91,80
339,4,7:57.0,Defensive rebound by T. Bradley,,91,80
340,4,7:37.0,D. Mitchell makes 2-pt jump shot from 20 ft,,93,80
341,4,7:21.0,,Turnover by D. Augustin (bad pass),93,80
342,4,7:21.0,R. Gobert enters the game for T. Bradley,,93,80
343,4,7:21.0,E. Mudiay enters the game for D. Mitchell,,93,80
344,4,7:21.0,,M. Fultz enters the game for T. Ross,93,80
345,4,7:04.0,G. Niang misses 3-pt jump shot from 26 ft,,93,80
346,4,7:01.0,Offensive rebound by E. Mudiay,,93,80
347,4,6:52.0,E. Mudiay misses 2-pt jump shot from 13 ft,,93,80
348,4,6:47.0,Offensive rebound by R. Gobert,,93,80
349,4,6:47.0,R. Gobert misses 2-pt layup from 1 ft,,93,80
350,4,6:46.0,,Defensive rebound by M. Fultz,93,80
351,4,6:41.0,,E. Fournier misses 3-pt jump shot from 26 ft,93,80
352,4,6:38.0,,Offensive rebound by N. Vučević,93,80
353,4,6:35.0,,A. Gordon makes 3-pt jump shot from 27 ft (assist by N. Vučević),93,83
354,4,6:11.0,J. Ingles misses 3-pt jump shot from 26 ft,,93,83
355,4,6:08.0,,Defensive rebound by A. Gordon,93,83
356,4,6:04.0,,Turnover by A. Gordon (bad pass; steal by R. Gobert),93,83
357,4,6:00.0,E. Mudiay makes 2-pt dunk from 2 ft (assist by R. Gobert),,95,83
358,4,5:41.0,,M. Fultz misses 3-pt jump shot from 26 ft,95,83
359,4,5:38.0,Defensive rebound by E. Mudiay,,95,83
360,4,5:25.0,J. Clarkson makes 3-pt jump shot from 23 ft (assist by G. Niang),,98,83
361,4,5:24.0,,Orlando full timeout,98,83
362,4,5:24.0,B. Bogdanović enters the game for J. Ingles,,98,83
363,4,5:24.0,R. O'Neale enters the game for G. Niang,,98,83
364,4,5:24.0,,T. Ross enters the game for D. Augustin,98,83
365,4,5:15.0,,N. Vučević makes 3-pt jump shot from 25 ft (assist by M. Fultz),98,86
366,4,4:48.0,J. Clarkson misses 2-pt jump shot from 11 ft,,98,86
367,4,4:47.0,Offensive rebound by R. Gobert,,98,86
368,4,4:47.0,Shooting foul by N. Vučević (drawn by R. Gobert),,98,86
369,4,4:47.0,R. Gobert makes free throw 1 of 2,,99,86
370,4,4:47.0,D. Mitchell enters the game for E. Mudiay,,99,86
371,4,4:47.0,R. Gobert misses free throw 2 of 2,,99,86
372,4,4:45.0,,Defensive rebound by N. Vučević,99,86
373,4,4:33.0,,M. Fultz makes 2-pt layup from 3 ft,99,88
374,4,4:09.0,B. Bogdanović misses 2-pt layup from 6 ft (block by N. Vučević),,99,88
375,4,4:09.0,Offensive rebound by Team,,99,88
376,4,4:05.0,D. Mitchell makes 3-pt jump shot from 26 ft (assist by R. Gobert),,102,88
377,4,3:52.0,,N. Vučević misses 3-pt jump shot from 25 ft,102,88
378,4,3:50.0,Defensive rebound by R. O'Neale,,102,88
379,4,3:33.0,Turnover by B. Bogdanović (dbl dribble),,102,88
380,4,3:19.0,,A. Gordon misses 2-pt jump shot from 18 ft,102,88
381,4,3:14.0,Defensive rebound by R. O'Neale,,102,88
