,QUARTER,TIME_REMAINING,MIAMI_ACTION,LA LAKERS_ACTION,MIAMI_SCORE,LA LAKERS_SCORE
32,1,7:22.0,,J. McGee misses 2-pt layup from 2 ft (block by B. Adebayo),6,13
33,1,7:22.0,,Offensive rebound by Team,6,13
34,1,7:22.0,G. Dragić enters the game for D. Robinson,,6,13
35,1,7:18.0,,D. Green misses 2-pt jump shot from 5 ft,6,13
36,1,7:15.0,Defensive rebound by B. Adebayo,,6,13
37,1,7:04.0,J. Butler misses 2-pt jump shot from 20 ft,,6,13
38,1,7:01.0,,Defensive rebound by A. Bradley,6,13
39,1,6:55.0,,A. Davis makes 2-pt jump shot from 16 ft,6,15
40,1,6:44.0,Shooting foul by J. McGee (drawn by K. Nunn),,6,15
41,1,6:44.0,K. Nunn makes free throw 1 of 2,,7,15
42,1,6:44.0,K. Nunn makes free throw 2 of 2,,8,15
43,1,6:34.0,,L. James misses 3-pt jump shot from 25 ft,8,15
44,1,6:30.0,Defensive rebound by B. Adebayo,,8,15
45,1,6:24.0,Turnover by M. Leonard (traveling),,8,15
46,1,6:02.0,,L. James makes 3-pt jump shot from 25 ft (assist by A. Davis),8,18
47,1,5:49.0,Turnover by G. Dragić (bad pass; steal by A. Davis),,8,18
48,1,5:36.0,,Turnover by D. Green (bad pass; steal by B. Adebayo),8,18
49,1,5:35.0,Personal foul by A. Bradley (drawn by J. Butler),,8,18
50,1,5:35.0,J. Johnson enters the game for M. Leonard,,8,18
51,1,5:35.0,,K. Caldwell-Pope enters the game for A. Bradley,8,18
52,1,5:35.0,,K. Kuzma enters the game for J. McGee,8,18
53,1,5:33.0,Personal foul by D. Green (drawn by J. Butler),,8,18
54,1,5:23.0,K. Nunn misses 3-pt jump shot from 23 ft,,8,18
55,1,5:20.0,,Defensive rebound by A. Davis,8,18
56,1,5:12.0,,K. Kuzma misses 3-pt jump shot from 25 ft,8,18
57,1,5:07.0,Defensive rebound by K. Nunn,,8,18
58,1,4:59.0,B. Adebayo misses 2-pt jump shot from 6 ft,,8,18
59,1,4:56.0,,Defensive rebound by A. Davis,8,18
60,1,4:48.0,,K. Caldwell-Pope misses 2-pt layup from 3 ft,8,18
61,1,4:46.0,Defensive rebound by K. Nunn,,8,18
62,1,4:46.0,Personal take foul by A. Davis (drawn by G. Dragić),,8,18
63,1,4:46.0,G. Dragić makes free throw 1 of 2,,9,18
64,1,4:46.0,T. Herro enters the game for K. Nunn,,9,18
65,1,4:46.0,G. Dragić makes free throw 2 of 2,,10,18
66,1,4:37.0,,D. Green misses 3-pt jump shot from 25 ft,10,18
67,1,4:31.0,,Offensive rebound by D. Green,10,18
68,1,4:30.0,,K. Kuzma misses 3-pt jump shot from 24 ft,10,18
69,1,4:27.0,Defensive rebound by J. Johnson,,10,18
70,1,4:22.0,G. Dragić makes 2-pt layup from 2 ft (assist by J. Butler),,12,18
71,1,4:21.0,,LA Lakers full timeout,12,18
72,1,4:07.0,,Turnover by K. Kuzma (traveling),12,18
73,1,4:00.0,Personal foul by L. James (drawn by T. Herro),,12,18
74,1,4:00.0,T. Herro makes free throw 1 of 2,,13,18
75,1,4:00.0,,Q. Cook enters the game for L. James,13,18
76,1,4:00.0,T. Herro makes free throw 2 of 2,,14,18
77,1,3:38.0,,K. Caldwell-Pope misses 2-pt jump shot from 17 ft,14,18
78,1,3:36.0,Defensive rebound by G. Dragić,,14,18
79,1,3:28.0,G. Dragić makes 2-pt layup from 2 ft,,16,18
80,1,3:13.0,,Q. Cook misses 3-pt jump shot from 26 ft,16,18
81,1,3:12.0,,Offensive rebound by A. Davis,16,18
82,1,3:12.0,,A. Davis makes 2-pt dunk from 1 ft,16,20
83,1,2:57.0,J. Butler makes 2-pt layup from 3 ft (assist by G. Dragić),,18,20
84,1,2:57.0,Shooting foul by D. Green (drawn by J. Butler),,18,20
85,1,2:57.0,J. Butler makes free throw 1 of 1,,19,20
86,1,2:41.0,,Turnover by K. Kuzma (off goaltending),19,20
87,1,2:27.0,Turnover by B. Adebayo (traveling),,19,20
88,1,2:27.0,,A. Caruso enters the game for D. Green,19,20
89,1,2:05.0,,A. Davis makes 2-pt dunk from 1 ft (assist by A. Caruso),19,22
90,1,1:50.0,G. Dragić misses 2-pt layup from 2 ft,,19,22
91,1,1:48.0,,Defensive rebound by A. Davis,19,22
92,1,1:48.0,D. Robinson enters the game for B. Adebayo,,19,22
93,1,1:48.0,C. Silva enters the game for J. Butler,,19,22
94,1,1:26.0,,K. Kuzma misses 3-pt jump shot from 27 ft,19,22
95,1,1:24.0,,Offensive rebound by K. Caldwell-Pope,19,22
96,1,1:20.0,,A. Caruso makes 2-pt dunk from 1 ft (assist by K. Caldwell-Pope),19,24
97,1,1:00.0,T. Herro makes 2-pt jump shot from 8 ft (assist by J. Johnson),,21,24
98,1,0:44.0,,Def 3 sec tech foul by Team,21,24
99,1,0:44.0,,A. Davis makes technical free throw,21,25
100,1,0:36.0,,A. Davis makes 2-pt layup from 2 ft (assist by K. Caldwell-Pope),21,27
101,1,0:36.0,,Shooting foul by C. Silva (drawn by A. Davis),21,27
102,1,0:36.0,,A. Davis makes free throw 1 of 1,21,28
103,1,0:24.0,J. Johnson misses 2-pt layup from 3 ft,,21,28
104,1,0:22.0,,Defensive rebound by K. Kuzma,21,28
105,1,0:09.0,,Turnover by Q. Cook (bad pass),21,28
106,1,0:09.0,K. Olynyk enters the game for C. Silva,,21,28
107,1,0:01.0,T. Herro misses 2-pt jump shot from 4 ft,,21,28
108,1,0:01.0,,Defensive rebound by A. Caruso,21,28
109,2,11:43.0,,L. James misses 2-pt jump shot from 16 ft,21,28
110,2,11:42.0,Defensive rebound by T. Herro,,21,28
111,2,11:19.0,J. Johnson misses 3-pt jump shot from 25 ft,,21,28
112,2,11:15.0,,Defensive rebound by K. Caldwell-Pope,21,28
113,2,11:00.0,,L. James misses 2-pt jump shot from 10 ft,21,28
114,2,11:00.0,,Offensive rebound by Team,21,28
115,2,11:00.0,Loose ball foul by K. Olynyk (drawn by D. Howard),,21,28
116,2,10:53.0,,L. James misses 2-pt layup from 3 ft,21,28
117,2,10:53.0,Defensive rebound by Team,,21,28
118,2,10:43.0,G. Dragić misses 3-pt jump shot from 26 ft,,21,28
119,2,10:43.0,Offensive rebound by Team,,21,28
120,2,10:40.0,D. Robinson makes 3-pt jump shot from 25 ft (assist by G. Dragić),,24,28
121,2,10:21.0,,L. James makes 2-pt dunk from 1 ft (assist by A. Caruso),24,30
122,2,10:04.0,G. Dragić misses 2-pt jump shot from 9 ft,,24,30
123,2,10:01.0,,Defensive rebound by K. Kuzma,24,30
124,2,9:54.0,,A. Caruso makes 2-pt layup from 1 ft (assist by K. Kuzma),24,32
125,2,9:44.0,T. Herro makes 3-pt jump shot from 27 ft (assist by G. Dragić),,27,32
126,2,9:27.0,,K. Caldwell-Pope misses 3-pt jump shot from 24 ft,27,32
127,2,9:23.0,Defensive rebound by K. Olynyk,,27,32
128,2,9:15.0,T. Herro misses 3-pt jump shot from 26 ft,,27,32
129,2,9:13.0,,Defensive rebound by L. James,27,32
130,2,9:05.0,,K. Kuzma makes 2-pt layup from 2 ft (assist by A. Caruso),27,34
131,2,8:51.0,D. Robinson misses 3-pt jump shot from 28 ft,,27,34
132,2,8:46.0,,Defensive rebound by D. Howard,27,34
133,2,8:39.0,,D. Howard misses 2-pt dunk from 1 ft,27,34
134,2,8:38.0,,Offensive rebound by Team,27,34
135,2,8:38.0,Loose ball foul by D. Robinson (drawn by D. Howard),,27,34
136,2,8:38.0,B. Adebayo enters the game for T. Herro,,27,34
137,2,8:38.0,J. Butler enters the game for J. Johnson,,27,34
138,2,8:36.0,,Turnover by K. Kuzma (bad pass; steal by B. Adebayo),27,34
139,2,8:31.0,B. Adebayo makes 2-pt dunk from 2 ft,,29,34
140,2,8:12.0,,A. Caruso misses 2-pt jump shot from 6 ft,29,34
141,2,8:12.0,Defensive rebound by Team,,29,34
142,2,8:12.0,,Loose ball foul by D. Howard (drawn by B. Adebayo),29,34
143,2,8:00.0,B. Adebayo makes 2-pt dunk at rim (assist by G. Dragić),,31,34
144,2,7:59.0,,LA Lakers full timeout,31,34
145,2,7:36.0,,A. Caruso misses 3-pt jump shot from 26 ft,31,34
146,2,7:33.0,Defensive rebound by Team,,31,34
147,2,7:12.0,D. Robinson misses 3-pt jump shot from 27 ft,,31,34
148,2,7:11.0,,Defensive rebound by Team,31,34
149,2,7:01.0,,K. Caldwell-Pope misses 3-pt jump shot from 25 ft,31,34
150,2,7:00.0,Defensive rebound by G. Dragić,,31,34
151,2,6:54.0,G. Dragić makes 2-pt jump shot from 6 ft,,33,34
152,2,6:44.0,,K. Kuzma makes 3-pt jump shot from 23 ft (assist by A. Caruso),33,37
153,2,6:22.0,K. Olynyk misses 3-pt jump shot from 25 ft,,33,37
154,2,6:17.0,,Defensive rebound by D. Howard,33,37
155,2,6:08.0,,K. Caldwell-Pope misses 3-pt jump shot from 23 ft,33,37
156,2,6:03.0,Defensive rebound by D. Robinson,,33,37
157,2,5:43.0,G. Dragić makes 3-pt jump shot from 24 ft (assist by J. Butler),,36,37
158,2,5:41.0,,LA Lakers full timeout,36,37
159,2,5:41.0,K. Nunn enters the game for G. Dragić,,36,37
160,2,5:41.0,,A. Bradley enters the game for K. Caldwell-Pope,36,37
161,2,5:41.0,,Q. Cook enters the game for A. Caruso,36,37
162,2,5:41.0,,A. Davis enters the game for L. James,36,37
163,2,5:41.0,,D. Green enters the game for K. Kuzma,36,37
164,2,5:21.0,,Personal foul by D. Robinson (drawn by D. Green),36,37
165,2,5:05.0,,Q. Cook makes 2-pt jump shot from 8 ft (assist by D. Green),36,39
166,2,4:49.0,Shooting foul by D. Howard (drawn by J. Butler),,36,39
167,2,4:49.0,J. Butler makes free throw 1 of 2,,37,39
168,2,4:49.0,J. Butler makes free throw 2 of 2,,38,39
169,2,4:38.0,,D. Green misses 3-pt jump shot from 26 ft,38,39
170,2,4:35.0,Defensive rebound by K. Olynyk,,38,39
171,2,4:23.0,J. Butler misses 2-pt jump shot from 10 ft,,38,39
172,2,4:21.0,,Defensive rebound by D. Howard,38,39
173,2,4:15.0,,Personal foul by K. Olynyk (drawn by D. Howard),38,39
174,2,4:06.0,,Turnover by Q. Cook (lost ball; steal by D. Robinson),38,39
175,2,4:02.0,K. Nunn makes 2-pt layup from 2 ft (assist by D. Robinson),,40,39
176,2,3:45.0,,D. Howard makes 2-pt layup from 3 ft (assist by A. Davis),40,41
177,2,3:24.0,Personal foul by Q. Cook (drawn by K. Olynyk),,40,41
178,2,3:24.0,T. Herro enters the game for D. Robinson,,40,41
179,2,3:24.0,,L. James enters the game for Q. Cook,40,41
180,2,3:24.0,,K. Kuzma enters the game for D. Howard,40,41
181,2,3:09.0,J. Butler misses 2-pt jump shot from 16 ft,,40,41
182,2,3:06.0,,Defensive rebound by K. Kuzma,40,41
183,2,2:51.0,,A. Davis misses 2-pt jump shot from 7 ft,40,41
184,2,2:48.0,Defensive rebound by K. Olynyk,,40,41
185,2,2:41.0,Shooting foul by D. Green (drawn by K. Olynyk),,40,41
186,2,2:41.0,K. Olynyk misses free throw 1 of 2,,40,41
187,2,2:41.0,Offensive rebound by Team,,40,41
188,2,2:41.0,,T. Daniels enters the game for D. Green,40,41
189,2,2:41.0,K. Olynyk makes free throw 2 of 2,,41,41
190,2,2:33.0,,A. Davis makes 2-pt dunk at rim (assist by A. Bradley),41,43
191,2,2:24.0,K. Nunn makes 2-pt jump shot from 7 ft,,43,43
192,2,2:10.0,,A. Davis makes 2-pt jump shot from 15 ft (assist by L. James),43,45
193,2,1:57.0,Turnover by B. Adebayo (bad pass),,43,45
194,2,1:51.0,,A. Bradley misses 3-pt jump shot from 25 ft,43,45
195,2,1:49.0,Defensive rebound by B. Adebayo,,43,45
196,2,1:40.0,T. Herro misses 3-pt jump shot from 26 ft,,43,45
197,2,1:36.0,Offensive rebound by J. Butler,,43,45
198,2,1:34.0,K. Olynyk misses 3-pt jump shot from 23 ft,,43,45
199,2,1:29.0,,Defensive rebound by T. Daniels,43,45
200,2,1:21.0,,Turnover by A. Bradley (bad pass),43,45
201,2,1:21.0,G. Dragić enters the game for K. Nunn,,43,45
202,2,1:11.0,B. Adebayo misses 2-pt jump shot from 11 ft,,43,45
203,2,1:10.0,Offensive rebound by B. Adebayo,,43,45
204,2,1:10.0,Shooting foul by A. Davis (drawn by B. Adebayo),,43,45
205,2,1:10.0,B. Adebayo misses free throw 1 of 2,,43,45
206,2,1:10.0,Offensive rebound by Team,,43,45
207,2,1:10.0,B. Adebayo makes free throw 2 of 2,,44,45
208,2,1:00.0,,T. Daniels makes 3-pt jump shot from 25 ft (assist by L. James),44,48
209,2,0:44.0,K. Olynyk misses 3-pt jump shot from 23 ft,,44,48
210,2,0:39.0,,Defensive rebound by A. Davis,44,48
211,2,0:36.0,,Turnover by A. Davis (bad pass; steal by J. Butler),44,48
212,2,0:32.0,Shooting foul by K. Kuzma (drawn by J. Butler),,44,48
213,2,0:32.0,J. Butler makes free throw 1 of 2,,45,48
214,2,0:32.0,J. Johnson enters the game for T. Herro,,45,48
215,2,0:32.0,D. Robinson enters the game for K. Olynyk,,45,48
216,2,0:32.0,,Q. Cook enters the game for A. Bradley,45,48
217,2,0:32.0,J. Butler makes free throw 2 of 2,,46,48
218,2,0:22.0,,K. Kuzma misses 3-pt jump shot from 25 ft,46,48
219,2,0:18.0,Defensive rebound by J. Butler,,46,48
220,2,0:02.0,J. Butler misses 3-pt jump shot from 26 ft,,46,48
221,2,0:01.0,,Defensive rebound by A. Davis,46,48
222,3,11:49.0,,Away from play foul by D. Robinson (drawn by D. Green),46,48
223,3,11:49.0,,Instant Replay (Request: Stands),46,48
224,3,11:49.0,,D. Green makes free throw 1 of 1,46,49
225,3,11:48.0,,D. Green misses 2-pt jump shot from 19 ft,46,49
226,3,11:43.0,Defensive rebound by J. Butler,,46,49
227,3,11:28.0,Turnover by K. Nunn (bad pass; steal by J. McGee),,46,49
228,3,11:16.0,,L. James makes 2-pt dunk from 2 ft,46,51
229,3,11:03.0,M. Leonard misses 3-pt jump shot from 27 ft,,46,51
230,3,10:59.0,,Defensive rebound by J. McGee,46,51
231,3,10:53.0,,J. McGee makes 2-pt layup from 2 ft (assist by L. James),46,53
232,3,10:53.0,,Shooting foul by M. Leonard (drawn by J. McGee),46,53
233,3,10:53.0,,J. McGee makes free throw 1 of 1,46,54
234,3,10:38.0,K. Nunn misses 3-pt jump shot from 28 ft,,46,54
235,3,10:38.0,Offensive rebound by B. Adebayo,,46,54
236,3,10:35.0,K. Nunn makes 2-pt layup from 2 ft (assist by B. Adebayo),,48,54
237,3,10:18.0,,A. Bradley misses 2-pt jump shot from 3 ft (block by K. Nunn),48,54
238,3,10:18.0,,Offensive rebound by Team,48,54
239,3,10:14.0,,A. Davis misses 2-pt jump shot from 16 ft,48,54
240,3,10:10.0,Defensive rebound by K. Nunn,,48,54
241,3,10:07.0,Turnover by K. Nunn (lost ball; steal by D. Green),,48,54
242,3,9:47.0,,Turnover by L. James (lost ball; steal by K. Nunn),48,54
243,3,9:45.0,Shooting foul by A. Davis (drawn by B. Adebayo),,48,54
244,3,9:45.0,B. Adebayo misses free throw 1 of 2,,48,54
245,3,9:45.0,Offensive rebound by Team,,48,54
246,3,9:45.0,B. Adebayo misses free throw 2 of 2,,48,54
247,3,9:41.0,,Defensive rebound by J. McGee,48,54
248,3,9:24.0,,J. McGee misses 2-pt jump shot from 7 ft,48,54
249,3,9:19.0,Defensive rebound by M. Leonard,,48,54
250,3,9:01.0,D. Robinson misses 3-pt jump shot from 27 ft,,48,54
251,3,8:57.0,,Defensive rebound by A. Davis,48,54
252,3,8:56.0,,Turnover by A. Davis (lost ball; steal by B. Adebayo),48,54
253,3,8:52.0,J. Butler misses 3-pt jump shot from 28 ft,,48,54
254,3,8:50.0,,Defensive rebound by J. McGee,48,54
255,3,8:48.0,,D. Green misses 3-pt jump shot from 25 ft,48,54
256,3,8:48.0,Defensive rebound by Team,,48,54
257,3,8:31.0,D. Robinson misses 3-pt jump shot from 26 ft,,48,54
258,3,8:26.0,,Defensive rebound by J. McGee,48,54
259,3,8:21.0,,A. Davis makes 2-pt layup from 3 ft (assist by D. Green),48,56
260,3,8:01.0,B. Adebayo misses 2-pt hook shot from 4 ft,,48,56
261,3,7:59.0,,Defensive rebound by L. James,48,56
262,3,7:52.0,,A. Bradley misses 3-pt jump shot from 23 ft,48,56
263,3,7:50.0,Defensive rebound by D. Robinson,,48,56
264,3,7:50.0,Personal foul by D. Green (drawn by D. Robinson),,48,56
265,3,7:50.0,G. Dragić enters the game for K. Nunn,,48,56
266,3,7:50.0,T. Herro enters the game for D. Robinson,,48,56
267,3,7:50.0,,T. Daniels enters the game for D. Green,48,56
268,3,7:44.0,B. Adebayo makes 2-pt jump shot from 11 ft (assist by J. Butler),,50,56
269,3,7:24.0,,A. Davis makes 2-pt layup from 5 ft (assist by L. James),50,58
270,3,7:10.0,J. Butler makes 2-pt hook shot from 6 ft,,52,58
271,3,7:10.0,Shooting foul by A. Bradley (drawn by J. Butler),,52,58
272,3,7:10.0,J. Butler makes free throw 1 of 1,,53,58
273,3,6:55.0,,A. Davis makes 2-pt layup from 3 ft (assist by A. Bradley),53,60
274,3,6:40.0,,LA Lakers full timeout,53,60
275,3,6:32.0,B. Adebayo makes 2-pt layup from 4 ft,,55,60
276,3,6:22.0,,Flagrant foul type 1 by M. Leonard (drawn by L. James),55,60
277,3,6:22.0,,Instant Replay (Request: Ruling Stands),55,60
278,3,6:22.0,,L. James makes flagrant free throw 1 of 2,55,61
279,3,6:22.0,,L. James misses flagrant free throw 2 of 2,55,61
280,3,6:22.0,,Offensive rebound by Team,55,61
281,3,6:22.0,K. Olynyk enters the game for M. Leonard,,55,61
282,3,6:14.0,,Turnover by J. McGee (3 sec),55,61
283,3,6:00.0,Personal foul by A. Bradley (drawn by G. Dragić),,55,61
284,3,6:00.0,,K. Caldwell-Pope enters the game for A. Bradley,55,61
285,3,5:45.0,G. Dragić misses 2-pt layup from 4 ft,,55,61
286,3,5:43.0,,Defensive rebound by J. McGee,55,61
287,3,5:33.0,,T. Daniels misses 3-pt jump shot from 28 ft,55,61
288,3,5:29.0,,Offensive rebound by J. McGee,55,61
289,3,5:29.0,,J. McGee makes 2-pt dunk from 2 ft,55,63
290,3,5:14.0,G. Dragić misses 3-pt jump shot from 25 ft,,55,63
291,3,5:14.0,,Defensive rebound by Team,55,63
292,3,5:05.0,,L. James makes 3-pt jump shot from 23 ft (assist by K. Caldwell-Pope),55,66
293,3,5:05.0,Miami full timeout,,55,66
294,3,4:54.0,T. Herro misses 3-pt jump shot from 26 ft,,55,66
295,3,4:49.0,Offensive rebound by G. Dragić,,55,66
296,3,4:44.0,T. Herro misses 2-pt layup from 3 ft,,55,66
297,3,4:42.0,,Defensive rebound by Team,55,66
298,3,4:14.0,,L. James misses 3-pt jump shot from 28 ft,55,66
299,3,4:10.0,,Offensive rebound by A. Davis,55,66
300,3,3:59.0,,L. James makes 2-pt layup from 2 ft (assist by A. Davis),55,68
301,3,3:46.0,J. Butler makes 2-pt dunk from 2 ft (assist by G. Dragić),,57,68
302,3,3:33.0,,J. McGee makes 2-pt dunk from 2 ft (assist by A. Davis),57,70
303,3,3:22.0,G. Dragić makes 3-pt jump shot from 27 ft,,60,70
304,3,2:58.0,,K. Caldwell-Pope makes 2-pt layup from 2 ft (assist by J. McGee),60,72
305,3,2:33.0,K. Olynyk misses 2-pt layup from 2 ft,,60,72
306,3,2:32.0,,Defensive rebound by J. McGee,60,72
307,3,2:31.0,,LA Lakers full timeout,60,72
308,3,2:31.0,,Q. Cook enters the game for L. James,60,72
309,3,2:31.0,,K. Kuzma enters the game for J. McGee,60,72
310,3,2:22.0,,T. Daniels misses 3-pt jump shot from 26 ft,60,72
311,3,2:21.0,,Offensive rebound by K. Kuzma,60,72
312,3,2:20.0,,K. Kuzma makes 2-pt layup at rim,60,74
313,3,2:02.0,J. Butler makes 2-pt dunk from 1 ft (assist by B. Adebayo),,62,74
314,3,1:42.0,,A. Davis makes 2-pt jump shot from 13 ft (assist by Q. Cook),62,76
315,3,1:30.0,J. Butler makes 2-pt layup from 1 ft,,64,76
316,3,1:11.0,,K. Kuzma misses 3-pt jump shot from 25 ft,64,76
317,3,1:08.0,Defensive rebound by G. Dragić,,64,76
318,3,1:02.0,K. Olynyk makes 2-pt layup from 1 ft (assist by G. Dragić),,66,76
319,3,0:48.0,,Shooting foul by B. Adebayo (drawn by A. Davis),66,76
320,3,0:48.0,,A. Davis makes free throw 1 of 2,66,77
321,3,0:48.0,D. Robinson enters the game for J. Butler,,66,77
322,3,0:48.0,,A. Davis makes free throw 2 of 2,66,78
323,3,0:37.0,G. Dragić misses 2-pt jump shot from 15 ft,,66,78
324,3,0:34.0,,Defensive rebound by T. Daniels,66,78
325,3,0:25.0,,A. Davis misses 2-pt jump shot from 10 ft,66,78
326,3,0:22.0,Defensive rebound by B. Adebayo,,66,78
327,3,0:03.0,Turnover by G. Dragić (bad pass; steal by K. Caldwell-Pope),,66,78
328,3,0:01.0,,Q. Cook misses 3-pt jump shot from 27 ft,66,78
329,3,0:01.0,,Offensive rebound by Team,66,78
330,4,11:34.0,D. Robinson misses 2-pt jump shot from 20 ft,,66,78
331,4,11:31.0,,Defensive rebound by A. Caruso,66,78
332,4,11:15.0,,A. Caruso misses 2-pt jump shot from 17 ft,66,78
333,4,11:10.0,Defensive rebound by G. Dragić,,66,78
334,4,11:06.0,T. Herro misses 3-pt jump shot from 26 ft,,66,78
335,4,11:02.0,,Defensive rebound by D. Howard,66,78
336,4,10:51.0,,Q. Cook misses 2-pt jump shot from 7 ft,66,78
337,4,10:48.0,Defensive rebound by B. Adebayo,,66,78
338,4,10:37.0,G. Dragić makes 2-pt layup from 1 ft (assist by B. Adebayo),,68,78
339,4,10:20.0,,K. Kuzma misses 3-pt jump shot from 26 ft,68,78
340,4,10:18.0,Defensive rebound by T. Herro,,68,78
341,4,10:11.0,G. Dragić makes 3-pt jump shot from 24 ft,,71,78
342,4,10:09.0,,LA Lakers full timeout,71,78
343,4,10:09.0,J. Johnson enters the game for B. Adebayo,,71,78
344,4,10:09.0,,L. James enters the game for T. Daniels,71,78
345,4,9:45.0,,L. James makes 2-pt jump shot from 21 ft (assist by D. Howard),71,80
346,4,9:27.0,Offensive foul by K. Olynyk (drawn by Q. Cook),,71,80
347,4,9:27.0,Turnover by K. Olynyk (offensive foul),,71,80
348,4,9:04.0,,Turnover by A. Caruso (back court),71,80
349,4,9:04.0,J. Butler enters the game for D. Robinson,,71,80
350,4,8:54.0,K. Olynyk makes 3-pt jump shot from 26 ft (assist by G. Dragić),,74,80
351,4,8:43.0,,Offensive foul by D. Howard (drawn by J. Johnson),74,80
352,4,8:43.0,,Turnover by D. Howard (offensive foul),74,80
353,4,8:36.0,G. Dragić misses 3-pt jump shot from 26 ft,,74,80
354,4,8:36.0,,Defensive rebound by D. Howard,74,80
355,4,8:20.0,,L. James makes 2-pt layup from 1 ft (assist by Q. Cook),74,82
356,4,8:06.0,K. Olynyk misses 2-pt jump shot from 12 ft,,74,82
357,4,8:04.0,,Defensive rebound by D. Howard,74,82
358,4,7:55.0,,Turnover by K. Kuzma (bad pass; steal by T. Herro),74,82
359,4,7:48.0,Shooting foul by D. Howard (drawn by J. Butler),,74,82
360,4,7:48.0,J. Butler makes free throw 1 of 2,,75,82
361,4,7:48.0,J. Butler makes free throw 2 of 2,,76,82
362,4,7:34.0,,Turnover by L. James (bad pass; steal by J. Butler),76,82
363,4,7:30.0,K. Olynyk misses 3-pt jump shot from 23 ft,,76,82
364,4,7:28.0,Offensive rebound by J. Johnson,,76,82
365,4,7:20.0,Personal foul by Q. Cook (drawn by T. Herro),,76,82
366,4,7:20.0,Miami full timeout,,76,82
367,4,7:20.0,K. Nunn enters the game for T. Herro,,76,82
368,4,7:20.0,,A. Bradley enters the game for A. Caruso,76,82
369,4,7:20.0,,D. Green enters the game for Q. Cook,76,82
370,4,7:03.0,Turnover by K. Olynyk (3 sec),,76,82
371,4,6:48.0,,L. James misses 3-pt jump shot from 28 ft,76,82
372,4,6:44.0,Defensive rebound by G. Dragić,,76,82
373,4,6:33.0,G. Dragić misses 3-pt jump shot from 27 ft,,76,82
374,4,6:29.0,Offensive rebound by J. Johnson,,76,82
375,4,6:22.0,J. Johnson misses 3-pt jump shot from 23 ft,,76,82
376,4,6:17.0,,Defensive rebound by K. Kuzma,76,82
377,4,6:00.0,,L. James makes 2-pt layup from 2 ft,76,84
378,4,5:49.0,Personal foul by K. Kuzma (drawn by J. Butler),,76,84
379,4,5:49.0,B. Adebayo enters the game for J. Johnson,,76,84
380,4,5:49.0,,A. Davis enters the game for K. Kuzma,76,84
381,4,5:40.0,J. Butler misses 3-pt jump shot from 25 ft,,76,84
382,4,5:39.0,,Defensive rebound by Team,76,84
383,4,5:39.0,Loose ball foul by B. Adebayo (drawn by D. Howard),,76,84
384,4,5:15.0,,L. James misses 2-pt jump shot from 22 ft,76,84
385,4,5:15.0,,Offensive rebound by Team,76,84
386,4,5:15.0,Loose ball foul by K. Olynyk (drawn by D. Howard),,76,84
387,4,5:15.0,,A. Caruso enters the game for D. Howard,76,84
