,QUARTER,TIME_REMAINING,TORONTO_ACTION,SACRAMENTO_ACTION,TORONTO_SCORE,SACRAMENTO_SCORE
134,2,8:49.0,Defensive rebound by R. Hollis-Jefferson,,28,31
135,2,8:37.0,Turnover by T. Davis (lost ball; steal by C. Joseph),,28,31
136,2,8:36.0,,Clear path foul by T. Davis,28,31
137,2,8:36.0,,Instant Replay (Request: Ruling Stands),28,31
138,2,8:36.0,,C. Joseph makes clear path free throw 1 of 2,28,32
139,2,8:36.0,,C. Joseph makes clear path free throw 2 of 2,28,33
140,2,8:36.0,N. Powell enters the game for T. Davis,,28,33
141,2,8:20.0,,A. Len misses 2-pt hook shot from 5 ft,28,33
142,2,8:18.0,Defensive rebound by S. Ibaka,,28,33
143,2,8:03.0,Turnover by S. Ibaka (traveling),,28,33
144,2,7:52.0,,Turnover by B. Bogdanović (lost ball; steal by P. McCaw),28,33
145,2,7:39.0,S. Ibaka makes 2-pt layup from 2 ft (assist by N. Powell),,30,33
146,2,7:39.0,Shooting foul by A. Len (drawn by S. Ibaka),,30,33
147,2,7:39.0,,D. Fox enters the game for C. Joseph,30,33
148,2,7:39.0,S. Ibaka makes free throw 1 of 1,,31,33
149,2,7:20.0,,A. Len misses 2-pt layup from 5 ft,31,33
150,2,7:19.0,,Offensive rebound by A. Len,31,33
151,2,7:19.0,,A. Len makes 2-pt dunk at rim,31,35
152,2,7:04.0,N. Powell makes 3-pt jump shot from 25 ft (assist by R. Hollis-Jefferson),,34,35
153,2,6:45.0,,K. Bazemore makes 2-pt jump shot from 8 ft (assist by A. Len),34,37
154,2,6:27.0,N. Powell misses 3-pt jump shot from 25 ft,,34,37
155,2,6:24.0,,Defensive rebound by K. Bazemore,34,37
156,2,6:17.0,,Sacramento full timeout,34,37
157,2,6:17.0,K. Lowry enters the game for R. Hollis-Jefferson,,34,37
158,2,6:17.0,P. Siakam enters the game for P. McCaw,,34,37
159,2,6:10.0,,K. Bazemore misses 2-pt layup from 1 ft,34,37
160,2,6:08.0,Defensive rebound by S. Ibaka,,34,37
161,2,6:03.0,S. Ibaka misses 3-pt jump shot from 26 ft,,34,37
162,2,6:00.0,,Defensive rebound by D. Fox,34,37
163,2,5:54.0,,D. Fox misses 2-pt jump shot from 4 ft,34,37
164,2,5:53.0,,Offensive rebound by A. Len,34,37
165,2,5:53.0,,A. Len makes 2-pt layup from 1 ft,34,39
166,2,5:53.0,,Shooting foul by P. Siakam (drawn by A. Len),34,39
167,2,5:53.0,,B. Hield enters the game for K. Bazemore,34,39
168,2,5:53.0,,A. Len makes free throw 1 of 1,34,40
169,2,5:32.0,Turnover by O. Anunoby (lost ball; steal by B. Bogdanović),,34,40
170,2,5:27.0,,H. Barnes misses 3-pt jump shot from 24 ft,34,40
171,2,5:23.0,,Offensive rebound by H. Barnes,34,40
172,2,5:18.0,,A. Len makes 2-pt dunk from 1 ft (assist by D. Fox),34,42
173,2,5:04.0,K. Lowry makes 3-pt jump shot from 25 ft (assist by S. Ibaka),,37,42
174,2,4:44.0,,D. Fox makes 2-pt layup from 1 ft,37,44
175,2,4:31.0,K. Lowry makes 2-pt jump shot from 18 ft,,39,44
176,2,4:09.0,,D. Fox misses 3-pt jump shot from 25 ft,39,44
177,2,4:06.0,Defensive rebound by K. Lowry,,39,44
178,2,3:56.0,N. Powell makes 3-pt jump shot from 23 ft (assist by K. Lowry),,42,44
179,2,3:34.0,,Shooting foul by K. Lowry (drawn by A. Len),42,44
180,2,3:34.0,,A. Len makes free throw 1 of 2,42,45
181,2,3:34.0,M. Gasol enters the game for O. Anunoby,,42,45
182,2,3:34.0,,N. Bjelica enters the game for H. Barnes,42,45
183,2,3:34.0,,A. Len makes free throw 2 of 2,42,46
184,2,3:17.0,Turnover by S. Ibaka (out of bounds lost ball),,42,46
185,2,3:17.0,,H. Giles enters the game for A. Len,42,46
186,2,2:59.0,,H. Giles misses 2-pt hook shot from 6 ft (block by S. Ibaka),42,46
187,2,2:58.0,Defensive rebound by Team,,42,46
188,2,2:58.0,Toronto full timeout,,42,46
189,2,2:38.0,K. Lowry makes 3-pt jump shot from 27 ft,,45,46
190,2,2:09.0,,Shooting foul by K. Lowry (drawn by D. Fox),45,46
191,2,2:09.0,,D. Fox makes free throw 1 of 2,45,47
192,2,2:09.0,,D. Fox makes free throw 2 of 2,45,48
193,2,2:01.0,Personal foul by D. Fox (drawn by K. Lowry),,45,48
194,2,1:48.0,P. Siakam misses 3-pt jump shot from 26 ft,,45,48
195,2,1:45.0,,Defensive rebound by D. Fox,45,48
196,2,1:39.0,,B. Hield misses 3-pt jump shot from 25 ft,45,48
197,2,1:37.0,,Offensive rebound by B. Hield,45,48
198,2,1:23.0,,B. Bogdanović misses 2-pt jump shot from 12 ft,45,48
199,2,1:21.0,,Offensive rebound by N. Bjelica,45,48
200,2,1:21.0,,N. Bjelica makes 2-pt layup from 1 ft,45,50
201,2,1:12.0,K. Lowry makes 3-pt jump shot from 25 ft,,48,50
202,2,0:57.0,,N. Bjelica misses 3-pt jump shot from 30 ft,48,50
203,2,0:54.0,Defensive rebound by S. Ibaka,,48,50
204,2,0:40.0,M. Gasol misses 3-pt jump shot from 26 ft,,48,50
205,2,0:36.0,,Defensive rebound by B. Bogdanović,48,50
206,2,0:18.0,,D. Fox misses 2-pt jump shot from 5 ft,48,50
207,2,0:16.0,Defensive rebound by P. Siakam,,48,50
208,2,0:12.0,N. Powell makes 3-pt jump shot from 23 ft (assist by P. Siakam),,51,50
209,2,0:00.0,,B. Hield misses 2-pt jump shot from 17 ft,51,50
210,2,0:00.0,,Offensive rebound by Team,51,50
211,3,12:00.0,,Violation by Team (delay of game),51,50
212,3,11:48.0,S. Ibaka misses 3-pt jump shot from 26 ft,,51,50
213,3,11:45.0,,Defensive rebound by B. Bogdanović,51,50
214,3,11:29.0,,D. Fox makes 2-pt layup from 2 ft,51,52
215,3,11:19.0,N. Powell misses 3-pt jump shot from 25 ft,,51,52
216,3,11:15.0,,Defensive rebound by H. Giles,51,52
217,3,11:13.0,,Personal foul by K. Lowry (drawn by D. Fox),51,52
218,3,11:07.0,,B. Bogdanović misses 3-pt jump shot from 25 ft,51,52
219,3,11:05.0,Defensive rebound by Team,,51,52
220,3,10:50.0,N. Powell makes 3-pt jump shot from 23 ft (assist by S. Ibaka),,54,52
221,3,10:39.0,,Turnover by B. Bogdanović (lost ball; steal by N. Powell),54,52
222,3,10:39.0,Personal foul by B. Bogdanović (drawn by N. Powell),,54,52
223,3,10:20.0,K. Lowry makes 2-pt layup from 1 ft,,56,52
224,3,10:05.0,,H. Giles makes 2-pt hook shot from 5 ft,56,54
225,3,9:59.0,Shooting foul by D. Fox (drawn by K. Lowry),,56,54
226,3,9:59.0,K. Lowry makes free throw 1 of 2,,57,54
227,3,9:59.0,K. Lowry makes free throw 2 of 2,,58,54
228,3,9:47.0,,Shooting foul by S. Ibaka (drawn by D. Fox),58,54
229,3,9:47.0,,D. Fox makes free throw 1 of 2,58,55
230,3,9:47.0,,D. Fox makes free throw 2 of 2,58,56
231,3,9:36.0,Shooting foul by H. Giles (drawn by O. Anunoby),,58,56
232,3,9:36.0,O. Anunoby misses free throw 1 of 2,,58,56
233,3,9:36.0,Offensive rebound by Team,,58,56
234,3,9:36.0,O. Anunoby makes free throw 2 of 2,,59,56
235,3,9:27.0,,N. Bjelica misses 3-pt jump shot from 29 ft,59,56
236,3,9:26.0,Defensive rebound by P. Siakam,,59,56
237,3,9:15.0,O. Anunoby makes 3-pt jump shot from 23 ft (assist by K. Lowry),,62,56
238,3,9:04.0,,H. Barnes misses 2-pt layup from 2 ft,62,56
239,3,9:02.0,Defensive rebound by P. Siakam,,62,56
240,3,8:58.0,Shooting foul by N. Bjelica (drawn by P. Siakam),,62,56
241,3,8:58.0,P. Siakam makes free throw 1 of 2,,63,56
242,3,8:58.0,P. Siakam makes free throw 2 of 2,,64,56
243,3,8:41.0,,Turnover by B. Bogdanović (bad pass; steal by K. Lowry),64,56
244,3,8:39.0,N. Powell makes 2-pt layup from 1 ft (assist by K. Lowry),,66,56
245,3,8:38.0,,Sacramento full timeout,66,56
246,3,8:38.0,,K. Bazemore enters the game for N. Bjelica,66,56
247,3,8:38.0,,B. Hield enters the game for B. Bogdanović,66,56
248,3,8:38.0,,R. Holmes enters the game for D. Fox,66,56
249,3,8:38.0,,C. Joseph enters the game for H. Giles,66,56
250,3,8:23.0,,R. Holmes makes 2-pt layup from 2 ft (assist by C. Joseph),66,58
251,3,8:06.0,P. Siakam makes 3-pt jump shot from 23 ft (assist by K. Lowry),,69,58
252,3,7:40.0,,H. Barnes makes 3-pt jump shot from 26 ft (assist by C. Joseph),69,61
253,3,7:21.0,P. Siakam misses 3-pt jump shot from 23 ft,,69,61
254,3,7:18.0,,Defensive rebound by K. Bazemore,69,61
255,3,7:11.0,,K. Bazemore misses 2-pt layup from 3 ft (block by N. Powell),69,61
256,3,7:11.0,Defensive rebound by N. Powell,,69,61
257,3,7:06.0,Turnover by N. Powell (bad pass; steal by C. Joseph),,69,61
258,3,7:02.0,,K. Bazemore makes 3-pt jump shot from 26 ft (assist by C. Joseph),69,64
259,3,6:45.0,K. Lowry misses 2-pt layup from 3 ft,,69,64
260,3,6:42.0,,Defensive rebound by C. Joseph,69,64
261,3,6:20.0,,Turnover by R. Holmes (bad pass; steal by N. Powell),69,64
262,3,6:15.0,P. Siakam misses 3-pt jump shot from 26 ft,,69,64
263,3,6:12.0,,Defensive rebound by B. Hield,69,64
264,3,6:00.0,,Turnover by B. Hield (bad pass; steal by K. Lowry),69,64
265,3,6:00.0,Personal foul by B. Hield (drawn by K. Lowry),,69,64
266,3,6:00.0,K. Lowry makes free throw 1 of 2,,70,64
267,3,6:00.0,M. Gasol enters the game for S. Ibaka,,70,64
268,3,6:00.0,K. Lowry makes free throw 2 of 2,,71,64
269,3,5:47.0,,H. Barnes misses 2-pt jump shot from 11 ft,71,64
270,3,5:44.0,Defensive rebound by K. Lowry,,71,64
271,3,5:35.0,N. Powell makes 2-pt dunk from 1 ft,,73,64
272,3,5:23.0,,C. Joseph makes 2-pt jump shot from 10 ft,73,66
273,3,5:15.0,Offensive foul by K. Lowry (drawn by R. Holmes),,73,66
274,3,5:15.0,Turnover by K. Lowry (offensive foul),,73,66
275,3,5:15.0,Toronto full timeout,,73,66
276,3,5:15.0,Instant Replay (Challenge: Ruling Stands),,73,66
277,3,4:56.0,,C. Joseph misses 3-pt jump shot from 24 ft,73,66
278,3,4:52.0,Defensive rebound by M. Gasol,,73,66
279,3,4:41.0,O. Anunoby makes 2-pt jump shot from 15 ft (assist by M. Gasol),,75,66
280,3,4:23.0,,H. Barnes makes 2-pt jump shot from 18 ft,75,68
281,3,4:04.0,Turnover by O. Anunoby (lost ball; steal by H. Barnes),,75,68
282,3,4:04.0,,Personal foul by O. Anunoby (drawn by R. Holmes),75,68
283,3,4:04.0,P. McCaw enters the game for K. Lowry,,75,68
284,3,3:46.0,,K. Bazemore makes 2-pt layup from 3 ft (assist by H. Barnes),75,70
285,3,3:28.0,N. Powell misses 3-pt jump shot from 23 ft,,75,70
286,3,3:26.0,,Defensive rebound by B. Hield,75,70
287,3,3:19.0,,Turnover by B. Hield (bad pass),75,70
288,3,3:03.0,M. Gasol misses 2-pt jump shot from 7 ft,,75,70
289,3,3:00.0,,Defensive rebound by C. Joseph,75,70
290,3,2:48.0,,B. Hield misses 2-pt jump shot from 16 ft,75,70
291,3,2:44.0,Defensive rebound by P. McCaw,,75,70
292,3,2:41.0,Offensive foul by P. Siakam (drawn by K. Bazemore),,75,70
293,3,2:41.0,Turnover by P. Siakam (offensive foul),,75,70
294,3,2:41.0,,A. Len enters the game for R. Holmes,75,70
295,3,2:28.0,,Personal foul by O. Anunoby (drawn by A. Len),75,70
296,3,2:28.0,M. Thomas enters the game for O. Anunoby,,75,70
297,3,2:17.0,,Shooting foul by M. Thomas (drawn by H. Barnes),75,70
298,3,2:17.0,,H. Barnes makes free throw 1 of 2,75,71
299,3,2:17.0,,H. Barnes makes free throw 2 of 2,75,72
300,3,2:00.0,N. Powell misses 3-pt jump shot from 25 ft,,75,72
301,3,1:59.0,,Defensive rebound by K. Bazemore,75,72
302,3,1:50.0,,B. Hield misses 3-pt jump shot from 23 ft,75,72
303,3,1:48.0,,Offensive rebound by H. Barnes,75,72
304,3,1:44.0,,B. Hield misses 3-pt jump shot from 26 ft,75,72
305,3,1:44.0,Defensive rebound by P. Siakam,,75,72
306,3,1:33.0,M. Gasol makes 3-pt jump shot from 25 ft (assist by P. Siakam),,78,72
307,3,1:08.0,,H. Barnes misses 2-pt layup from 3 ft,78,72
308,3,1:05.0,Defensive rebound by P. McCaw,,78,72
309,3,0:48.0,N. Powell misses 2-pt jump shot from 20 ft,,78,72
310,3,0:45.0,,Defensive rebound by A. Len,78,72
311,3,0:38.0,,Shooting foul by M. Thomas (drawn by K. Bazemore),78,72
312,3,0:38.0,,K. Bazemore makes free throw 1 of 2,78,73
313,3,0:38.0,,K. Bazemore makes free throw 2 of 2,78,74
314,3,0:29.0,N. Powell misses 2-pt layup from 2 ft (block by H. Barnes),,78,74
315,3,0:26.0,,Defensive rebound by A. Len,78,74
316,3,0:08.0,,C. Joseph misses 3-pt jump shot from 26 ft,78,74
317,3,0:03.0,Defensive rebound by M. Thomas,,78,74
318,3,0:01.0,P. Siakam misses 2-pt jump shot from 12 ft,,78,74
319,3,0:01.0,,Defensive rebound by K. Bazemore,78,74
320,4,11:47.0,,Shooting foul by K. Lowry (drawn by D. Fox),78,74
321,4,11:47.0,,D. Fox makes free throw 1 of 2,78,75
322,4,11:47.0,,D. Fox makes free throw 2 of 2,78,76
323,4,11:31.0,Shooting foul by D. Fox (drawn by M. Thomas),,78,76
324,4,11:31.0,M. Thomas makes free throw 1 of 2,,79,76
325,4,11:31.0,M. Thomas misses free throw 2 of 2,,79,76
326,4,11:28.0,,Defensive rebound by N. Bjelica,79,76
327,4,11:19.0,,Turnover by K. Bazemore (lost ball; steal by K. Lowry),79,76
328,4,11:16.0,M. Thomas misses 3-pt jump shot from 24 ft (block by A. Len),,79,76
329,4,11:14.0,,Defensive rebound by N. Bjelica,79,76
330,4,11:04.0,,A. Len makes 2-pt layup from 1 ft (assist by D. Fox),79,78
331,4,10:50.0,M. Thomas misses 3-pt jump shot from 23 ft,,79,78
332,4,10:47.0,,Defensive rebound by N. Bjelica,79,78
333,4,10:37.0,,K. Bazemore makes 2-pt dunk from 1 ft (assist by N. Bjelica),79,80
334,4,10:26.0,O. Anunoby misses 2-pt layup from 4 ft (block by N. Bjelica),,79,80
335,4,10:24.0,,Defensive rebound by B. Bogdanović,79,80
336,4,10:13.0,,D. Fox makes 2-pt jump shot from 8 ft,79,82
337,4,10:11.0,Toronto full timeout,,79,82
338,4,10:11.0,N. Powell enters the game for M. Thomas,,79,82
339,4,9:57.0,K. Lowry makes 3-pt jump shot from 26 ft (assist by S. Ibaka),,82,82
340,4,9:43.0,,D. Fox misses 2-pt jump shot from 12 ft,82,82
341,4,9:41.0,Defensive rebound by S. Ibaka,,82,82
342,4,9:29.0,K. Lowry makes 2-pt layup from 1 ft,,84,82
343,4,9:22.0,,Personal foul by N. Powell (drawn by K. Bazemore),84,82
344,4,9:14.0,,B. Bogdanović misses 3-pt jump shot from 25 ft,84,82
345,4,9:11.0,Defensive rebound by K. Lowry,,84,82
346,4,9:06.0,K. Lowry makes 2-pt layup from 1 ft,,86,82
347,4,9:05.0,,Sacramento full timeout,86,82
348,4,8:50.0,,A. Len makes 2-pt dunk at rim (assist by B. Bogdanović),86,84
349,4,8:31.0,K. Lowry misses 3-pt jump shot from 24 ft,,86,84
350,4,8:29.0,Offensive rebound by S. Ibaka,,86,84
351,4,8:21.0,P. McCaw misses 3-pt jump shot from 23 ft,,86,84
352,4,8:19.0,,Defensive rebound by K. Bazemore,86,84
353,4,8:12.0,,K. Bazemore misses 2-pt layup from 2 ft (block by S. Ibaka),86,84
354,4,8:10.0,Defensive rebound by S. Ibaka,,86,84
355,4,8:08.0,Personal take foul by N. Bjelica (drawn by K. Lowry),,86,84
356,4,8:08.0,P. Siakam enters the game for P. McCaw,,86,84
357,4,7:54.0,Personal foul by A. Len (drawn by K. Lowry),,86,84
358,4,7:48.0,Personal foul by B. Bogdanović (drawn by N. Powell),,86,84
359,4,7:39.0,K. Lowry makes 3-pt jump shot from 27 ft (assist by N. Powell),,89,84
360,4,7:23.0,,N. Bjelica makes 2-pt layup from 3 ft,89,86
361,4,7:14.0,N. Powell makes 2-pt layup from 1 ft (assist by K. Lowry),,91,86
362,4,7:14.0,,Sacramento full timeout,91,86
363,4,7:14.0,,H. Barnes enters the game for K. Bazemore,91,86
364,4,7:14.0,,R. Holmes enters the game for A. Len,91,86
365,4,7:00.0,,R. Holmes makes 2-pt dunk from 1 ft (assist by B. Bogdanović),91,88
366,4,6:47.0,N. Powell makes 3-pt jump shot from 23 ft (assist by K. Lowry),,94,88
367,4,6:31.0,,N. Bjelica misses 2-pt hook shot from 9 ft,94,88
368,4,6:29.0,,Offensive rebound by N. Bjelica,94,88
369,4,6:29.0,,Shooting foul by O. Anunoby (drawn by N. Bjelica),94,88
370,4,6:29.0,,N. Bjelica makes free throw 1 of 2,94,89
371,4,6:29.0,,N. Bjelica makes free throw 2 of 2,94,90
372,4,6:11.0,K. Lowry misses 3-pt jump shot from 25 ft,,94,90
373,4,6:09.0,,Defensive rebound by N. Bjelica,94,90
374,4,6:03.0,,H. Barnes misses 2-pt layup from 4 ft,94,90
375,4,6:00.0,,Offensive rebound by H. Barnes,94,90
376,4,5:56.0,,D. Fox misses 3-pt jump shot from 25 ft,94,90
377,4,5:54.0,Defensive rebound by S. Ibaka,,94,90
378,4,5:41.0,S. Ibaka misses 2-pt hook shot from 9 ft (block by R. Holmes),,94,90
379,4,5:41.0,,Defensive rebound by Team,94,90
380,4,5:27.0,,D. Fox makes 2-pt jump shot from 9 ft,94,92
