,QUARTER,TIME_REMAINING,CLEVELAND_ACTION,DETROIT_ACTION,CLEVELAND_SCORE,DETROIT_SCORE
44,1,6:59.0,Personal foul by S. Doumbouya (drawn by K. Love),,9,16
45,1,6:59.0,,Detroit full timeout,9,16
46,1,6:59.0,B. Knight enters the game for D. Garland,,9,16
47,1,6:59.0,A. McKinnie enters the game for C. Osman,,9,16
48,1,6:48.0,T. Thompson makes 2-pt layup from 3 ft,,11,16
49,1,6:34.0,,Shooting foul by A. McKinnie (drawn by A. Drummond),11,16
50,1,6:34.0,,A. Drummond makes free throw 1 of 2,11,17
51,1,6:34.0,,A. Drummond makes free throw 2 of 2,11,18
52,1,6:10.0,B. Knight misses 2-pt jump shot from 16 ft,,11,18
53,1,6:05.0,Offensive rebound by T. Thompson,,11,18
54,1,6:05.0,T. Thompson makes 2-pt layup from 1 ft,,13,18
55,1,5:54.0,,B. Brown misses 2-pt layup from 4 ft,13,18
56,1,5:51.0,Defensive rebound by C. Sexton,,13,18
57,1,5:48.0,C. Sexton misses 2-pt layup from 5 ft (block by B. Brown),,13,18
58,1,5:48.0,Offensive rebound by Team,,13,18
59,1,5:48.0,,L. Galloway enters the game for B. Brown,13,18
60,1,5:48.0,,D. Rose enters the game for T. Snell,13,18
61,1,5:48.0,,Violation by Team (delay of game),13,18
62,1,5:34.0,K. Love misses 3-pt jump shot from 28 ft,,13,18
63,1,5:31.0,,Defensive rebound by A. Drummond,13,18
64,1,5:17.0,,D. Rose misses 2-pt jump shot from 15 ft,13,18
65,1,5:13.0,Defensive rebound by B. Knight,,13,18
66,1,5:02.0,T. Thompson makes 2-pt hook shot from 6 ft (assist by B. Knight),,15,18
67,1,4:49.0,,Turnover by A. Drummond (out of bounds lost ball),15,18
68,1,4:29.0,K. Love misses 2-pt layup from 4 ft,,15,18
69,1,4:27.0,,Defensive rebound by A. Drummond,15,18
70,1,4:19.0,,S. Doumbouya misses 2-pt jump shot from 6 ft,15,18
71,1,4:17.0,Defensive rebound by K. Love,,15,18
72,1,4:00.0,Personal foul by S. Doumbouya (drawn by C. Sexton),,15,18
73,1,4:00.0,,T. Maker enters the game for S. Doumbouya,15,18
74,1,4:00.0,,C. Wood enters the game for A. Drummond,15,18
75,1,3:53.0,K. Love makes 2-pt jump shot from 17 ft,,17,18
76,1,3:40.0,,Shooting foul by K. Love (drawn by T. Maker),17,18
77,1,3:40.0,,T. Maker misses free throw 1 of 2,17,18
78,1,3:40.0,,Offensive rebound by Team,17,18
79,1,3:40.0,D. Garland enters the game for C. Sexton,,17,18
80,1,3:40.0,A. Žižić enters the game for T. Thompson,,17,18
81,1,3:40.0,,T. Maker makes free throw 2 of 2,17,19
82,1,3:27.0,K. Love misses 2-pt jump shot from 6 ft (block by T. Maker),,17,19
83,1,3:27.0,Offensive rebound by Team,,17,19
84,1,3:27.0,C. Osman enters the game for K. Love,,17,19
85,1,3:22.0,B. Knight misses 3-pt jump shot from 23 ft,,17,19
86,1,3:18.0,,Defensive rebound by T. Maker,17,19
87,1,3:12.0,,D. Rose makes 2-pt layup from 3 ft,17,21
88,1,3:03.0,Personal foul by C. Wood (drawn by C. Osman),,17,21
89,1,3:03.0,C. Osman misses free throw 1 of 2,,17,21
90,1,3:03.0,Offensive rebound by Team,,17,21
91,1,3:03.0,C. Osman makes free throw 2 of 2,,18,21
92,1,2:49.0,,T. Maker misses 2-pt hook shot from 9 ft,18,21
93,1,2:47.0,Defensive rebound by A. Žižić,,18,21
94,1,2:37.0,A. Žižić misses 2-pt hook shot from 7 ft,,18,21
95,1,2:35.0,,Defensive rebound by T. Maker,18,21
96,1,2:28.0,,L. Galloway makes 2-pt layup from 3 ft (assist by D. Rose),18,23
97,1,2:20.0,A. McKinnie misses 2-pt layup from 1 ft (block by C. Wood),,18,23
98,1,2:19.0,Offensive rebound by Team,,18,23
99,1,2:19.0,Cleveland full timeout,,18,23
100,1,2:19.0,,T. Snell enters the game for S. Mykhailiuk,18,23
101,1,2:11.0,Shooting foul by T. Snell (drawn by A. McKinnie),,18,23
102,1,2:11.0,A. McKinnie makes free throw 1 of 2,,19,23
103,1,2:11.0,A. McKinnie makes free throw 2 of 2,,20,23
104,1,1:58.0,,L. Galloway misses 3-pt jump shot from 27 ft,20,23
105,1,1:55.0,,Offensive rebound by D. Rose,20,23
106,1,1:49.0,,T. Snell makes 2-pt layup from 3 ft (assist by T. Maker),20,25
107,1,1:23.0,C. Osman makes 2-pt layup from 3 ft,,22,25
108,1,1:15.0,,D. Rose makes 2-pt layup from 1 ft,22,27
109,1,1:07.0,D. Garland misses 3-pt jump shot from 27 ft,,22,27
110,1,1:07.0,,Defensive rebound by T. Snell,22,27
111,1,0:51.0,,T. Maker misses 3-pt jump shot from 23 ft,22,27
112,1,0:48.0,Defensive rebound by D. Garland,,22,27
113,1,0:45.0,Shooting foul by D. Rose (drawn by C. Osman),,22,27
114,1,0:45.0,C. Osman misses free throw 1 of 2,,22,27
115,1,0:45.0,Offensive rebound by Team,,22,27
116,1,0:45.0,C. Osman misses free throw 2 of 2,,22,27
117,1,0:45.0,,Defensive rebound by Team,22,27
118,1,0:45.0,Loose ball foul by A. McKinnie (drawn by C. Wood),,22,27
119,1,0:45.0,,C. Wood makes free throw 1 of 2,22,28
120,1,0:45.0,,C. Wood makes free throw 2 of 2,22,29
121,1,0:35.0,Shooting foul by T. Maker (drawn by D. Garland),,22,29
122,1,0:35.0,D. Garland makes free throw 1 of 2,,23,29
123,1,0:35.0,D. Garland makes free throw 2 of 2,,24,29
124,1,0:31.0,,D. Rose makes 2-pt layup from 2 ft,24,31
125,1,0:31.0,,Shooting foul by A. Žižić (drawn by D. Rose),24,31
126,1,0:31.0,K. Love enters the game for A. McKinnie,,24,31
127,1,0:31.0,,D. Rose makes free throw 1 of 1,24,32
128,1,0:16.0,D. Garland misses 2-pt layup from 3 ft (block by T. Maker),,24,32
129,1,0:15.0,,Defensive rebound by D. Rose,24,32
130,1,0:14.0,,Turnover by D. Rose (lost ball; steal by A. Žižić),24,32
131,1,0:11.0,K. Love makes 2-pt jump shot from 11 ft (assist by A. Žižić),,26,32
132,2,11:37.0,,A. Drummond makes 2-pt dunk at rim,26,34
133,2,11:12.0,C. Osman misses 3-pt jump shot from 24 ft,,26,34
134,2,11:11.0,Offensive rebound by Team,,26,34
135,2,11:11.0,Turnover by Team (shot clock),,26,34
136,2,10:58.0,,Personal foul by A. Žižić (drawn by A. Drummond),26,34
137,2,10:48.0,,D. Rose misses 2-pt layup from 3 ft,26,34
138,2,10:46.0,,Offensive rebound by T. Maker,26,34
139,2,10:44.0,,Turnover by T. Maker (bad pass),26,34
140,2,10:32.0,C. Osman makes 2-pt hook shot from 4 ft (assist by D. Garland),,28,34
141,2,10:32.0,,Violation by Team (def goaltending),28,34
142,2,10:15.0,,L. Galloway makes 2-pt jump shot from 15 ft,28,36
143,2,10:03.0,A. Žižić misses 2-pt jump shot from 12 ft,,28,36
144,2,10:03.0,Offensive rebound by Team,,28,36
145,2,10:03.0,Personal foul by D. Rose (drawn by K. Love),,28,36
146,2,9:53.0,A. Žižić makes 2-pt hook shot from 4 ft (assist by C. Osman),,30,36
147,2,9:38.0,,T. Snell makes 3-pt jump shot from 26 ft (assist by D. Rose),30,39
148,2,9:23.0,Turnover by M. Dellavedova (bad pass; steal by L. Galloway),,30,39
149,2,9:16.0,,Offensive foul by T. Maker (drawn by D. Garland),30,39
150,2,9:16.0,,Turnover by T. Maker (offensive foul),30,39
151,2,8:56.0,Personal foul by L. Galloway (drawn by M. Dellavedova),,30,39
152,2,8:56.0,C. Sexton enters the game for D. Garland,,30,39
153,2,8:56.0,T. Thompson enters the game for A. Žižić,,30,39
154,2,8:56.0,,S. Doumbouya enters the game for T. Maker,30,39
155,2,8:47.0,C. Osman misses 2-pt jump shot from 9 ft,,30,39
156,2,8:42.0,Offensive rebound by C. Osman,,30,39
157,2,8:37.0,Turnover by C. Sexton (lost ball; steal by L. Galloway),,30,39
158,2,8:34.0,,L. Galloway makes 2-pt layup from 1 ft,30,41
159,2,8:34.0,Cleveland full timeout,,30,41
160,2,8:34.0,,B. Brown enters the game for D. Rose,30,41
161,2,8:34.0,,S. Mykhailiuk enters the game for T. Snell,30,41
162,2,8:18.0,K. Love makes 2-pt layup from 1 ft (assist by M. Dellavedova),,32,41
163,2,8:03.0,,Turnover by L. Galloway (bad pass; steal by M. Dellavedova),32,41
164,2,7:59.0,Turnover by M. Dellavedova (bad pass),,32,41
165,2,7:40.0,,B. Brown misses 2-pt jump shot from 6 ft,32,41
166,2,7:37.0,,Offensive rebound by A. Drummond,32,41
167,2,7:36.0,,A. Drummond misses 2-pt layup from 1 ft,32,41
168,2,7:35.0,,Offensive rebound by A. Drummond,32,41
169,2,7:33.0,,A. Drummond misses 2-pt layup from 2 ft (block by T. Thompson),32,41
170,2,7:28.0,Defensive rebound by Team,,32,41
171,2,7:28.0,B. Knight enters the game for C. Osman,,32,41
172,2,7:15.0,K. Love misses 2-pt jump shot from 16 ft,,32,41
173,2,7:12.0,,Defensive rebound by A. Drummond,32,41
174,2,6:57.0,,L. Galloway misses 3-pt jump shot from 24 ft,32,41
175,2,6:53.0,,Offensive rebound by A. Drummond,32,41
176,2,6:51.0,,A. Drummond makes 2-pt hook shot from 5 ft,32,43
177,2,6:33.0,K. Love misses 2-pt jump shot from 9 ft,,32,43
178,2,6:28.0,Offensive rebound by T. Thompson,,32,43
179,2,6:28.0,T. Thompson misses 2-pt layup from 1 ft,,32,43
180,2,6:27.0,,Defensive rebound by B. Brown,32,43
181,2,6:26.0,,Personal foul by B. Knight (drawn by B. Brown),32,43
182,2,6:20.0,,A. Drummond makes 2-pt layup from 3 ft (assist by B. Brown),32,45
183,2,5:58.0,B. Knight makes 3-pt jump shot from 26 ft (assist by T. Thompson),,35,45
184,2,5:38.0,,L. Galloway misses 2-pt jump shot from 21 ft,35,45
185,2,5:38.0,Defensive rebound by K. Love,,35,45
186,2,5:38.0,Personal foul by S. Doumbouya (drawn by K. Love),,35,45
187,2,5:38.0,D. Garland enters the game for M. Dellavedova,,35,45
188,2,5:38.0,,C. Wood enters the game for S. Doumbouya,35,45
189,2,5:28.0,D. Garland makes 2-pt layup from 3 ft (assist by B. Knight),,37,45
190,2,5:12.0,,A. Drummond makes 2-pt layup from 1 ft (assist by B. Brown),37,47
191,2,5:12.0,,Shooting foul by T. Thompson (drawn by A. Drummond),37,47
192,2,5:12.0,C. Osman enters the game for K. Love,,37,47
193,2,5:12.0,,T. Snell enters the game for L. Galloway,37,47
194,2,5:12.0,,A. Drummond misses free throw 1 of 1,37,47
195,2,5:08.0,Defensive rebound by T. Thompson,,37,47
196,2,4:57.0,C. Sexton misses 2-pt jump shot from 13 ft,,37,47
197,2,4:53.0,,Defensive rebound by C. Wood,37,47
198,2,4:43.0,,T. Snell makes 2-pt jump shot from 12 ft,37,49
199,2,4:36.0,Personal foul by T. Snell (drawn by B. Knight),,37,49
200,2,4:28.0,D. Garland makes 2-pt jump shot from 17 ft,,39,49
201,2,4:12.0,,C. Wood makes 2-pt jump shot from 4 ft (assist by T. Snell),39,51
202,2,3:47.0,C. Sexton makes 2-pt layup from 2 ft,,41,51
203,2,3:30.0,,A. Drummond makes 2-pt hook shot from 3 ft (assist by B. Brown),41,53
204,2,3:09.0,B. Knight misses 3-pt jump shot from 24 ft,,41,53
205,2,3:05.0,Offensive rebound by C. Osman,,41,53
206,2,3:05.0,C. Osman makes 2-pt layup from 2 ft,,43,53
207,2,2:52.0,,B. Brown makes 2-pt layup from 2 ft,43,55
208,2,2:34.0,C. Sexton makes 2-pt jump shot from 7 ft,,45,55
209,2,2:27.0,,Detroit full timeout,45,55
210,2,2:27.0,K. Love enters the game for B. Knight,,45,55
211,2,2:27.0,,D. Rose enters the game for S. Mykhailiuk,45,55
212,2,2:16.0,,B. Brown makes 2-pt jump shot from 10 ft,45,57
213,2,2:02.0,Shooting foul by T. Snell (drawn by T. Thompson),,45,57
214,2,2:02.0,Instant Replay (Challenge: Stands),,45,57
215,2,2:02.0,T. Thompson misses free throw 1 of 2,,45,57
216,2,2:02.0,Offensive rebound by Team,,45,57
217,2,2:02.0,T. Thompson makes free throw 2 of 2,,46,57
218,2,1:38.0,,C. Wood misses 2-pt layup from 4 ft,46,57
219,2,1:36.0,,Offensive rebound by A. Drummond,46,57
220,2,1:36.0,,A. Drummond makes 2-pt dunk from 1 ft,46,59
221,2,1:18.0,C. Osman makes 2-pt layup from 4 ft (assist by D. Garland),,48,59
222,2,1:02.0,,C. Wood misses 3-pt jump shot from 25 ft,48,59
223,2,0:58.0,Defensive rebound by Team,,48,59
224,2,0:58.0,A. Žižić enters the game for T. Thompson,,48,59
225,2,0:58.0,,S. Mykhailiuk enters the game for T. Snell,48,59
226,2,0:49.0,D. Garland makes 2-pt jump shot from 12 ft,,50,59
227,2,0:36.0,,C. Wood misses 3-pt jump shot from 22 ft,50,59
228,2,0:33.0,,Offensive rebound by D. Rose,50,59
229,2,0:21.0,,A. Drummond makes 2-pt jump shot from 15 ft,50,61
230,2,0:21.0,B. Knight enters the game for A. Žižić,,50,61
231,2,0:21.0,,L. Galloway enters the game for C. Wood,50,61
232,2,0:00.0,Turnover by D. Garland (lost ball; steal by B. Brown),,50,61
233,2,0:00.0,Instant Replay (Request: Ruling Stands),,50,61
234,3,11:40.0,,A. Drummond makes 2-pt hook shot from 5 ft (assist by T. Snell),50,63
235,3,11:24.0,T. Thompson makes 2-pt dunk from 1 ft,,52,63
236,3,11:13.0,,T. Snell misses 3-pt jump shot from 26 ft,52,63
237,3,11:10.0,Defensive rebound by T. Thompson,,52,63
238,3,10:58.0,T. Thompson misses 2-pt layup from 6 ft,,52,63
239,3,10:57.0,,Defensive rebound by S. Doumbouya,52,63
240,3,10:48.0,,Personal foul by K. Love (drawn by A. Drummond),52,63
241,3,10:44.0,,Shooting foul by C. Osman (drawn by A. Drummond),52,63
242,3,10:44.0,,A. Drummond misses free throw 1 of 2,52,63
243,3,10:44.0,,Offensive rebound by Team,52,63
244,3,10:44.0,,A. Drummond misses free throw 2 of 2,52,63
245,3,10:42.0,Defensive rebound by K. Love,,52,63
246,3,10:39.0,Personal foul by S. Mykhailiuk (drawn by C. Sexton),,52,63
247,3,10:31.0,Shooting foul by S. Doumbouya (drawn by K. Love),,52,63
248,3,10:31.0,K. Love makes free throw 1 of 2,,53,63
249,3,10:31.0,,T. Maker enters the game for S. Doumbouya,53,63
250,3,10:31.0,K. Love makes free throw 2 of 2,,54,63
251,3,10:21.0,,D. Rose misses 3-pt jump shot from 26 ft,54,63
252,3,10:18.0,Defensive rebound by K. Love,,54,63
253,3,10:11.0,Personal foul by T. Maker (drawn by T. Thompson),,54,63
254,3,10:03.0,D. Garland makes 2-pt jump shot from 11 ft,,56,63
255,3,9:50.0,,D. Rose makes 2-pt layup at rim,56,65
256,3,9:39.0,C. Sexton makes 2-pt jump shot from 10 ft,,58,65
257,3,9:30.0,,S. Mykhailiuk misses 3-pt jump shot from 26 ft,58,65
258,3,9:25.0,Defensive rebound by T. Thompson,,58,65
259,3,9:19.0,D. Garland misses 2-pt jump shot from 13 ft,,58,65
260,3,9:13.0,,Defensive rebound by A. Drummond,58,65
261,3,9:09.0,,D. Rose makes 2-pt layup from 2 ft,58,67
262,3,8:40.0,C. Osman misses 2-pt jump shot from 22 ft,,58,67
263,3,8:37.0,,Defensive rebound by T. Maker,58,67
264,3,8:28.0,,T. Snell misses 2-pt hook shot from 10 ft,58,67
265,3,8:25.0,Defensive rebound by C. Osman,,58,67
266,3,8:13.0,T. Thompson makes 2-pt layup from 4 ft (assist by K. Love),,60,67
267,3,7:56.0,,D. Rose makes 2-pt jump shot from 8 ft,60,69
268,3,7:42.0,C. Sexton misses 3-pt jump shot from 25 ft,,60,69
269,3,7:40.0,,Defensive rebound by Team,60,69
270,3,7:23.0,,T. Maker misses 3-pt jump shot from 22 ft,60,69
271,3,7:19.0,,Offensive rebound by A. Drummond,60,69
272,3,7:10.0,,A. Drummond misses 2-pt jump shot from 6 ft,60,69
273,3,7:07.0,Defensive rebound by T. Thompson,,60,69
274,3,7:01.0,C. Osman misses 3-pt jump shot from 26 ft,,60,69
275,3,6:55.0,Offensive rebound by T. Thompson,,60,69
276,3,6:55.0,T. Thompson misses 2-pt layup at rim,,60,69
277,3,6:54.0,,Defensive rebound by A. Drummond,60,69
278,3,6:44.0,,A. Drummond makes 2-pt jump shot from 7 ft (assist by T. Snell),60,71
279,3,6:29.0,K. Love makes 2-pt layup from 1 ft (assist by D. Garland),,62,71
280,3,6:29.0,B. Knight enters the game for D. Garland,,62,71
281,3,6:29.0,,B. Brown enters the game for T. Snell,62,71
282,3,6:16.0,,D. Rose makes 2-pt jump shot from 10 ft,62,73
283,3,5:56.0,Turnover by K. Love (lost ball; steal by T. Maker),,62,73
284,3,5:52.0,,S. Mykhailiuk makes 2-pt dunk from 1 ft (assist by B. Brown),62,75
285,3,5:31.0,T. Thompson makes 2-pt layup from 1 ft (assist by B. Knight),,64,75
286,3,5:14.0,,Turnover by D. Rose (lost ball; steal by K. Love),64,75
287,3,5:07.0,T. Thompson makes 2-pt layup from 3 ft (assist by C. Sexton),,66,75
288,3,4:44.0,,B. Brown misses 2-pt layup from 4 ft,66,75
289,3,4:41.0,,Offensive rebound by B. Brown,66,75
290,3,4:41.0,,B. Brown misses 2-pt layup from 1 ft,66,75
291,3,4:41.0,,Offensive rebound by B. Brown,66,75
292,3,4:38.0,,B. Brown makes 2-pt layup from 1 ft,66,77
293,3,4:28.0,C. Sexton makes 3-pt jump shot from 22 ft (assist by K. Love),,69,77
294,3,4:11.0,,D. Rose misses 2-pt jump shot from 20 ft,69,77
295,3,4:08.0,Defensive rebound by K. Love,,69,77
296,3,3:55.0,B. Knight misses 3-pt jump shot from 28 ft,,69,77
297,3,3:51.0,,Defensive rebound by A. Drummond,69,77
298,3,3:47.0,,Shooting foul by K. Love (drawn by B. Brown),69,77
299,3,3:47.0,,B. Brown misses free throw 1 of 2,69,77
300,3,3:47.0,,Offensive rebound by Team,69,77
301,3,3:47.0,D. Garland enters the game for C. Osman,,69,77
302,3,3:47.0,A. McKinnie enters the game for C. Sexton,,69,77
303,3,3:47.0,,L. Galloway enters the game for D. Rose,69,77
304,3,3:47.0,,B. Brown makes free throw 2 of 2,69,78
305,3,3:31.0,B. Knight misses 2-pt layup from 3 ft,,69,78
306,3,3:29.0,,Defensive rebound by T. Maker,69,78
307,3,3:22.0,,L. Galloway makes 3-pt jump shot from 25 ft (assist by B. Brown),69,81
308,3,3:21.0,Cleveland full timeout,,69,81
309,3,3:21.0,M. Dellavedova enters the game for K. Love,,69,81
310,3,3:21.0,,C. Wood enters the game for T. Maker,69,81
311,3,3:03.0,T. Thompson makes 2-pt layup from 4 ft (assist by D. Garland),,71,81
312,3,2:42.0,,A. Drummond makes 2-pt layup from 3 ft (assist by L. Galloway),71,83
313,3,2:17.0,T. Thompson makes 2-pt dunk from 1 ft (assist by M. Dellavedova),,73,83
314,3,1:58.0,,L. Galloway misses 3-pt jump shot from 26 ft,73,83
315,3,1:52.0,Defensive rebound by T. Thompson,,73,83
316,3,1:41.0,D. Garland makes 3-pt jump shot from 28 ft (assist by T. Thompson),,76,83
317,3,1:13.0,,B. Brown misses 2-pt jump shot from 15 ft,76,83
318,3,1:13.0,,Offensive rebound by Team,76,83
319,3,1:13.0,,Turnover by Team (shot clock),76,83
320,3,0:59.0,Personal foul by C. Wood (drawn by T. Thompson),,76,83
321,3,0:47.0,D. Garland makes 2-pt layup from 3 ft,,78,83
322,3,0:33.0,,Personal foul by A. McKinnie (drawn by C. Wood),78,83
323,3,0:24.0,,Turnover by A. Drummond (traveling),78,83
324,3,0:04.0,D. Garland makes 3-pt jump shot from 26 ft,,81,83
325,4,11:38.0,T. Thompson misses 2-pt jump shot from 8 ft,,81,83
326,4,11:35.0,,Defensive rebound by C. Wood,81,83
327,4,11:22.0,,C. Wood misses 2-pt layup from 4 ft (block by T. Thompson),81,83
328,4,11:22.0,,Offensive rebound by Team,81,83
329,4,11:16.0,,Personal foul by A. McKinnie (drawn by A. Drummond),81,83
330,4,11:13.0,,Offensive foul by D. Rose (drawn by M. Dellavedova),81,83
331,4,11:13.0,,Turnover by D. Rose (offensive foul),81,83
332,4,11:03.0,A. McKinnie makes 2-pt layup from 1 ft (assist by M. Dellavedova),,83,83
333,4,10:51.0,,Turnover by C. Wood (lost ball; steal by A. McKinnie),83,83
334,4,10:35.0,A. McKinnie misses 3-pt jump shot from 22 ft,,83,83
335,4,10:33.0,,Defensive rebound by A. Drummond,83,83
336,4,10:28.0,,Turnover by C. Wood (lost ball; steal by A. McKinnie),83,83
337,4,10:23.0,Turnover by A. McKinnie (step out of bounds),,83,83
338,4,10:23.0,,S. Doumbouya enters the game for C. Wood,83,83
339,4,10:12.0,,B. Brown makes 3-pt jump shot from 24 ft (assist by D. Rose),83,86
340,4,9:54.0,M. Dellavedova makes 2-pt layup from 2 ft (assist by T. Thompson),,85,86
341,4,9:35.0,,D. Rose makes 2-pt jump shot from 11 ft,85,88
342,4,9:23.0,A. McKinnie misses 3-pt jump shot from 27 ft,,85,88
343,4,9:19.0,,Defensive rebound by A. Drummond,85,88
344,4,9:07.0,,T. Snell misses 3-pt jump shot from 22 ft,85,88
345,4,9:05.0,Defensive rebound by M. Dellavedova,,85,88
346,4,9:02.0,Personal foul by B. Brown (drawn by M. Dellavedova),,85,88
347,4,9:02.0,C. Osman enters the game for D. Garland,,85,88
348,4,9:02.0,C. Sexton enters the game for A. McKinnie,,85,88
349,4,8:47.0,C. Sexton misses 2-pt layup from 1 ft (block by S. Doumbouya),,85,88
350,4,8:44.0,Offensive rebound by T. Thompson,,85,88
351,4,8:38.0,T. Thompson makes 2-pt hook shot from 11 ft (assist by M. Dellavedova),,87,88
352,4,8:16.0,,T. Snell makes 2-pt jump shot from 7 ft,87,90
353,4,8:16.0,,Shooting foul by B. Knight (drawn by T. Snell),87,90
354,4,8:16.0,,Turnover by S. Doumbouya (lane violation),87,90
355,4,8:07.0,Personal foul by T. Snell (drawn by B. Knight),,87,90
356,4,8:00.0,C. Sexton makes 2-pt jump shot from 11 ft,,89,90
357,4,7:43.0,,T. Snell misses 3-pt jump shot from 26 ft,89,90
358,4,7:40.0,Defensive rebound by B. Knight,,89,90
359,4,7:33.0,B. Knight makes 2-pt jump shot from 13 ft,,91,90
360,4,7:16.0,,D. Rose makes 2-pt jump shot from 11 ft,91,92
361,4,6:55.0,C. Sexton misses 2-pt jump shot from 14 ft (block by A. Drummond),,91,92
362,4,6:53.0,,Defensive rebound by D. Rose,91,92
363,4,6:49.0,,B. Brown makes 2-pt layup from 2 ft (assist by S. Doumbouya),91,94
364,4,6:41.0,Cleveland full timeout,,91,94
365,4,6:41.0,D. Garland enters the game for M. Dellavedova,,91,94
366,4,6:41.0,K. Love enters the game for B. Knight,,91,94
367,4,6:41.0,,T. Maker enters the game for T. Snell,91,94
368,4,6:33.0,D. Garland misses 3-pt jump shot from 27 ft,,91,94
369,4,6:29.0,,Defensive rebound by A. Drummond,91,94
370,4,6:25.0,,Turnover by D. Rose (bad pass; steal by C. Sexton),91,94
371,4,6:04.0,D. Garland misses 2-pt layup from 3 ft,,91,94
372,4,6:03.0,,Defensive rebound by A. Drummond,91,94
373,4,5:45.0,,S. Doumbouya makes 3-pt jump shot from 22 ft (assist by D. Rose),91,97
374,4,5:22.0,K. Love misses 3-pt jump shot from 26 ft,,91,97
375,4,5:18.0,,Defensive rebound by A. Drummond,91,97
376,4,5:11.0,,D. Rose misses 2-pt layup from 2 ft,91,97
377,4,5:09.0,,Offensive rebound by T. Maker,91,97
378,4,4:59.0,,A. Drummond makes 2-pt hook shot from 4 ft (assist by B. Brown),91,99
379,4,4:39.0,Shooting foul by T. Maker (drawn by K. Love),,91,99
380,4,4:39.0,K. Love misses free throw 1 of 2,,91,99
381,4,4:39.0,Offensive rebound by Team,,91,99
382,4,4:39.0,,L. Galloway enters the game for D. Rose,91,99
383,4,4:39.0,K. Love makes free throw 2 of 2,,92,99
384,4,4:27.0,,Shooting foul by T. Thompson (drawn by B. Brown),92,99
385,4,4:27.0,,B. Brown misses free throw 1 of 2,92,99
386,4,4:27.0,,Offensive rebound by Team,92,99
387,4,4:27.0,,B. Brown makes free throw 2 of 2,92,100
388,4,4:08.0,C. Sexton misses 2-pt layup from 1 ft,,92,100
389,4,4:05.0,Offensive rebound by T. Thompson,,92,100
