,QUARTER,TIME_REMAINING,NEW ORLEANS_ACTION,BOSTON_ACTION,NEW ORLEANS_SCORE,BOSTON_SCORE
63,1,5:03.0,J. Hart makes 3-pt jump shot from 23 ft (assist by B. Ingram),,18,20
64,1,4:42.0,,J. Tatum makes 2-pt jump shot from 19 ft,18,22
65,1,4:21.0,Shooting foul by D. Theis (drawn by J. Hayes),,18,22
66,1,4:21.0,J. Hayes misses free throw 1 of 2,,18,22
67,1,4:21.0,Offensive rebound by Team,,18,22
68,1,4:21.0,N. Alexander-Walker enters the game for E. Moore,,18,22
69,1,4:21.0,,M. Smart enters the game for J. Brown,18,22
70,1,4:21.0,,B. Wanamaker enters the game for K. Walker,18,22
71,1,4:21.0,J. Hayes misses free throw 2 of 2,,18,22
72,1,4:21.0,,Defensive rebound by D. Theis,18,22
73,1,4:09.0,,Offensive foul by D. Theis (drawn by J. Hayes),18,22
74,1,4:09.0,,Turnover by D. Theis (offensive foul),18,22
75,1,4:09.0,J. Okafor enters the game for J. Hayes,,18,22
76,1,4:09.0,,E. Freedom enters the game for D. Theis,18,22
77,1,4:00.0,B. Ingram misses 2-pt jump shot from 13 ft,,18,22
78,1,3:57.0,Offensive rebound by B. Ingram,,18,22
79,1,3:56.0,B. Ingram misses 3-pt jump shot from 23 ft,,18,22
80,1,3:53.0,,Defensive rebound by E. Freedom,18,22
81,1,3:43.0,,Personal foul by B. Ingram (drawn by J. Tatum),18,22
82,1,3:35.0,,G. Hayward makes 3-pt jump shot from 26 ft (assist by B. Wanamaker),18,25
83,1,3:19.0,N. Alexander-Walker misses 3-pt jump shot from 26 ft,,18,25
84,1,3:17.0,,Defensive rebound by J. Tatum,18,25
85,1,3:12.0,,B. Wanamaker makes 2-pt layup from 5 ft (assist by J. Tatum),18,27
86,1,3:01.0,Turnover by B. Ingram (lost ball; steal by B. Wanamaker),,18,27
87,1,2:57.0,,B. Wanamaker misses 2-pt layup from 3 ft (block by L. Ball),18,27
88,1,2:53.0,Defensive rebound by N. Alexander-Walker,,18,27
89,1,2:49.0,J. Okafor misses 2-pt layup from 3 ft,,18,27
90,1,2:47.0,,Defensive rebound by M. Smart,18,27
91,1,2:44.0,,G. Hayward makes 2-pt layup from 1 ft (assist by M. Smart),18,29
92,1,2:44.0,,Shooting foul by N. Alexander-Walker (drawn by G. Hayward),18,29
93,1,2:44.0,,Boston full timeout,18,29
94,1,2:44.0,F. Jackson enters the game for L. Ball,,18,29
95,1,2:44.0,,J. Brown enters the game for J. Tatum,18,29
96,1,2:44.0,,G. Hayward makes free throw 1 of 1,18,30
97,1,2:34.0,N. Alexander-Walker misses 2-pt jump shot from 8 ft,,18,30
98,1,2:31.0,,Defensive rebound by E. Freedom,18,30
99,1,2:28.0,,J. Brown misses 2-pt layup from 2 ft (block by J. Okafor),18,30
100,1,2:27.0,,Offensive rebound by Team,18,30
101,1,2:25.0,,J. Brown makes 3-pt jump shot from 23 ft (assist by M. Smart),18,33
102,1,2:02.0,Turnover by B. Ingram (lost ball; steal by J. Brown),,18,33
103,1,1:58.0,,J. Brown misses 2-pt layup from 5 ft (block by F. Jackson),18,33
104,1,1:57.0,,Offensive rebound by Team,18,33
105,1,1:49.0,,E. Freedom makes 2-pt dunk from 1 ft (assist by G. Hayward),18,35
106,1,1:35.0,Personal foul by J. Brown (drawn by B. Ingram),,18,35
107,1,1:28.0,Shooting foul by E. Freedom (drawn by B. Ingram),,18,35
108,1,1:28.0,B. Ingram makes free throw 1 of 2,,19,35
109,1,1:28.0,B. Ingram makes free throw 2 of 2,,20,35
110,1,1:21.0,,Personal foul by F. Jackson (drawn by M. Smart),20,35
111,1,1:21.0,,M. Smart makes free throw 1 of 2,20,36
112,1,1:21.0,N. Melli enters the game for B. Ingram,,20,36
113,1,1:21.0,,M. Smart makes free throw 2 of 2,20,37
114,1,1:07.0,F. Jackson makes 2-pt jump shot from 10 ft,,22,37
115,1,0:50.0,,E. Freedom makes 2-pt layup from 4 ft (assist by B. Wanamaker),22,39
116,1,0:38.0,N. Melli misses 2-pt jump shot from 8 ft,,22,39
117,1,0:35.0,Offensive rebound by J. Hart,,22,39
118,1,0:34.0,F. Jackson misses 3-pt jump shot from 27 ft,,22,39
119,1,0:31.0,Offensive rebound by J. Okafor,,22,39
120,1,0:27.0,J. Okafor makes 2-pt layup from 3 ft,,24,39
121,1,0:05.0,,G. Hayward makes 2-pt jump shot from 11 ft,24,41
122,1,0:00.0,N. Alexander-Walker misses 3-pt jump shot from 27 ft,,24,41
123,1,0:00.0,Offensive rebound by Team,,24,41
124,2,11:41.0,,E. Freedom makes 2-pt layup from 2 ft (assist by M. Smart),24,43
125,2,11:26.0,F. Jackson misses 2-pt jump shot from 22 ft,,24,43
126,2,11:24.0,,Defensive rebound by E. Freedom,24,43
127,2,11:10.0,,M. Smart makes 2-pt hook shot from 5 ft (assist by E. Freedom),24,45
128,2,10:59.0,L. Ball makes 2-pt jump shot from 18 ft (assist by J. Hayes),,26,45
129,2,10:39.0,,Shooting foul by N. Alexander-Walker (drawn by J. Tatum),26,45
130,2,10:39.0,,J. Tatum makes free throw 1 of 2,26,46
131,2,10:39.0,,J. Tatum makes free throw 2 of 2,26,47
132,2,10:26.0,J. Hayes makes 2-pt dunk from 1 ft (assist by F. Jackson),,28,47
133,2,10:10.0,,J. Brown misses 2-pt layup from 4 ft,28,47
134,2,10:08.0,Defensive rebound by N. Melli,,28,47
135,2,9:58.0,J. Hayes misses 2-pt layup from 5 ft,,28,47
136,2,9:57.0,,Defensive rebound by E. Freedom,28,47
137,2,9:52.0,,Shooting foul by N. Alexander-Walker (drawn by E. Freedom),28,47
138,2,9:52.0,,E. Freedom makes free throw 1 of 2,28,48
139,2,9:52.0,E. Moore enters the game for N. Alexander-Walker,,28,48
140,2,9:52.0,,E. Freedom makes free throw 2 of 2,28,49
141,2,9:42.0,Shooting foul by B. Wanamaker (drawn by J. Hayes),,28,49
142,2,9:42.0,J. Hayes misses free throw 1 of 2,,28,49
143,2,9:42.0,Offensive rebound by Team,,28,49
144,2,9:42.0,J. Hayes makes free throw 2 of 2,,29,49
145,2,9:31.0,,Turnover by M. Smart (traveling),29,49
146,2,9:23.0,Personal foul by B. Wanamaker (drawn by F. Jackson),,29,49
147,2,9:23.0,,K. Walker enters the game for M. Smart,29,49
148,2,9:23.0,,G. Williams enters the game for B. Wanamaker,29,49
149,2,9:16.0,F. Jackson makes 3-pt jump shot from 27 ft (assist by L. Ball),,32,49
150,2,8:51.0,,E. Freedom makes 2-pt dunk from 1 ft (assist by K. Walker),32,51
151,2,8:35.0,F. Jackson makes 3-pt jump shot from 23 ft (assist by L. Ball),,35,51
152,2,8:22.0,,Shooting foul by N. Melli (drawn by K. Walker),35,51
153,2,8:22.0,,K. Walker makes free throw 1 of 2,35,52
154,2,8:22.0,B. Ingram enters the game for N. Melli,,35,52
155,2,8:22.0,,K. Walker misses free throw 2 of 2,35,52
156,2,8:20.0,Defensive rebound by L. Ball,,35,52
157,2,8:15.0,E. Moore misses 3-pt jump shot from 23 ft,,35,52
158,2,8:12.0,,Defensive rebound by E. Freedom,35,52
159,2,8:02.0,,J. Brown misses 2-pt layup from 3 ft,35,52
160,2,8:00.0,,Offensive rebound by E. Freedom,35,52
161,2,7:59.0,,E. Freedom makes 2-pt layup from 1 ft,35,54
162,2,7:54.0,Personal foul by G. Williams (drawn by E. Moore),,35,54
163,2,7:50.0,F. Jackson misses 3-pt jump shot from 27 ft,,35,54
164,2,7:48.0,,Defensive rebound by E. Freedom,35,54
165,2,7:42.0,,J. Tatum makes 3-pt jump shot from 26 ft,35,57
166,2,7:30.0,Personal foul by G. Williams (drawn by L. Ball),,35,57
167,2,7:30.0,J. Okafor enters the game for J. Hayes,,35,57
168,2,7:15.0,E. Moore misses 2-pt jump shot from 21 ft,,35,57
169,2,7:12.0,Offensive rebound by J. Okafor,,35,57
170,2,7:10.0,J. Okafor makes 2-pt layup from 2 ft,,37,57
171,2,6:59.0,,K. Walker misses 3-pt jump shot from 26 ft,37,57
172,2,6:59.0,Defensive rebound by L. Ball,,37,57
173,2,6:57.0,Turnover by L. Ball (bad pass; steal by J. Tatum),,37,57
174,2,6:48.0,,Personal foul by F. Jackson (drawn by J. Tatum),37,57
175,2,6:48.0,,Boston full timeout,37,57
176,2,6:48.0,,M. Smart enters the game for J. Tatum,37,57
177,2,6:30.0,,M. Smart misses 2-pt jump shot from 6 ft (block by B. Ingram),37,57
178,2,6:28.0,Defensive rebound by J. Okafor,,37,57
179,2,6:24.0,F. Jackson makes 3-pt jump shot from 26 ft (assist by B. Ingram),,40,57
180,2,6:07.0,,Shooting foul by J. Okafor (drawn by J. Brown),40,57
181,2,6:07.0,,J. Brown misses free throw 1 of 2,40,57
182,2,6:07.0,,Offensive rebound by Team,40,57
183,2,6:07.0,,J. Brown makes free throw 2 of 2,40,58
184,2,5:56.0,J. Okafor makes 2-pt layup from 2 ft (assist by L. Ball),,42,58
185,2,5:56.0,Shooting foul by E. Freedom (drawn by J. Okafor),,42,58
186,2,5:56.0,,G. Hayward enters the game for G. Williams,42,58
187,2,5:56.0,J. Okafor misses free throw 1 of 1,,42,58
188,2,5:54.0,,Defensive rebound by E. Freedom,42,58
189,2,5:38.0,,J. Brown misses 2-pt layup from 3 ft,42,58
190,2,5:37.0,,Offensive rebound by E. Freedom,42,58
191,2,5:35.0,,E. Freedom makes 2-pt jump shot from 3 ft,42,60
192,2,5:13.0,Turnover by B. Ingram (lost ball; steal by G. Hayward),,42,60
193,2,5:09.0,,G. Hayward makes 2-pt layup from 1 ft,42,62
194,2,5:02.0,F. Jackson makes 3-pt jump shot from 23 ft (assist by B. Ingram),,45,62
195,2,4:42.0,,Turnover by G. Hayward (traveling),45,62
196,2,4:23.0,F. Jackson misses 3-pt jump shot from 23 ft,,45,62
197,2,4:22.0,Offensive rebound by L. Ball,,45,62
198,2,4:12.0,L. Ball misses 3-pt jump shot from 26 ft,,45,62
199,2,4:07.0,,Defensive rebound by K. Walker,45,62
200,2,3:57.0,,K. Walker misses 3-pt jump shot from 26 ft,45,62
201,2,3:55.0,Defensive rebound by Team,,45,62
202,2,3:55.0,J. Hart enters the game for E. Moore,,45,62
203,2,3:55.0,,J. Tatum enters the game for J. Brown,45,62
204,2,3:55.0,,D. Theis enters the game for E. Freedom,45,62
205,2,3:43.0,B. Ingram makes 3-pt jump shot from 26 ft (assist by J. Hart),,48,62
206,2,3:20.0,,D. Theis makes 2-pt layup from 5 ft (assist by K. Walker),48,64
207,2,3:02.0,B. Ingram makes 2-pt jump shot from 21 ft (assist by J. Okafor),,50,64
208,2,2:46.0,,J. Tatum makes 3-pt jump shot from 25 ft (assist by M. Smart),50,67
209,2,2:35.0,Turnover by J. Okafor (bad pass; steal by D. Theis),,50,67
210,2,2:28.0,,M. Smart misses 2-pt layup from 5 ft,50,67
211,2,2:26.0,Defensive rebound by J. Hart,,50,67
212,2,2:22.0,L. Ball makes 2-pt layup from 2 ft (assist by F. Jackson),,52,67
213,2,2:03.0,,J. Tatum makes 3-pt jump shot from 26 ft (assist by M. Smart),52,70
214,2,1:47.0,Shooting foul by D. Theis (drawn by B. Ingram),,52,70
215,2,1:47.0,New Orleans full timeout,,52,70
216,2,1:47.0,B. Ingram misses free throw 1 of 2,,52,70
217,2,1:47.0,Offensive rebound by Team,,52,70
218,2,1:47.0,B. Ingram makes free throw 2 of 2,,53,70
219,2,1:32.0,,D. Theis misses 3-pt jump shot from 26 ft,53,70
220,2,1:27.0,Defensive rebound by L. Ball,,53,70
221,2,1:26.0,Turnover by L. Ball (back court),,53,70
222,2,1:26.0,,E. Freedom enters the game for D. Theis,53,70
223,2,1:16.0,,M. Smart misses 2-pt jump shot from 15 ft,53,70
224,2,1:14.0,Defensive rebound by L. Ball,,53,70
225,2,1:02.0,J. Hart makes 2-pt layup from 4 ft,,55,70
226,2,0:52.0,,K. Walker makes 2-pt layup from 2 ft,55,72
227,2,0:39.0,F. Jackson misses 3-pt jump shot from 26 ft,,55,72
228,2,0:37.0,,Defensive rebound by J. Tatum,55,72
229,2,0:30.0,,J. Tatum misses 3-pt jump shot from 25 ft,55,72
230,2,0:27.0,,Offensive rebound by G. Hayward,55,72
231,2,0:26.0,,G. Hayward misses 2-pt layup from 1 ft,55,72
232,2,0:26.0,Defensive rebound by B. Ingram,,55,72
233,2,0:19.0,B. Ingram misses 2-pt layup from 4 ft,,55,72
234,2,0:18.0,Offensive rebound by J. Okafor,,55,72
235,2,0:18.0,Shooting foul by G. Hayward (drawn by J. Okafor),,55,72
236,2,0:18.0,J. Okafor makes free throw 1 of 2,,56,72
237,2,0:18.0,J. Okafor makes free throw 2 of 2,,57,72
238,2,0:00.0,,J. Tatum misses 2-pt jump shot from 2 ft,57,72
239,2,0:00.0,,Offensive rebound by E. Freedom,57,72
240,2,0:00.0,,Instant Replay (Request: Ruling Stands),57,72
241,3,11:45.0,,D. Theis makes 2-pt hook shot from 5 ft (assist by K. Walker),57,74
242,3,11:31.0,J. Hayes makes 2-pt layup from 2 ft (assist by L. Ball),,59,74
243,3,11:14.0,,J. Tatum makes 3-pt jump shot from 27 ft (assist by K. Walker),59,77
244,3,10:58.0,Turnover by B. Ingram (lost ball; steal by J. Tatum),,59,77
245,3,10:55.0,,J. Tatum makes 2-pt layup from 1 ft,59,79
246,3,10:39.0,E. Moore misses 2-pt jump shot from 7 ft (block by D. Theis),,59,79
247,3,10:36.0,Offensive rebound by E. Moore,,59,79
248,3,10:34.0,J. Hayes makes 2-pt dunk from 1 ft (assist by E. Moore),,61,79
249,3,10:12.0,,G. Hayward makes 2-pt layup from 2 ft (assist by J. Tatum),61,81
250,3,10:03.0,Personal foul by K. Walker (drawn by B. Ingram),,61,81
251,3,9:58.0,L. Ball misses 2-pt jump shot from 11 ft,,61,81
252,3,9:55.0,,Defensive rebound by G. Hayward,61,81
253,3,9:52.0,,G. Hayward makes 2-pt dunk from 2 ft (assist by J. Brown),61,83
254,3,9:52.0,New Orleans full timeout,,61,83
255,3,9:41.0,J. Hayes misses 2-pt layup from 7 ft,,61,83
256,3,9:40.0,Offensive rebound by Team,,61,83
257,3,9:33.0,Personal foul by D. Theis (drawn by B. Ingram),,61,83
258,3,9:29.0,B. Ingram misses 2-pt jump shot from 15 ft,,61,83
259,3,9:27.0,,Defensive rebound by D. Theis,61,83
260,3,9:15.0,,K. Walker makes 2-pt jump shot from 19 ft (assist by D. Theis),61,85
261,3,9:02.0,E. Moore makes 3-pt jump shot from 24 ft (assist by L. Ball),,64,85
262,3,8:39.0,,D. Theis misses 3-pt jump shot from 23 ft,64,85
263,3,8:36.0,Defensive rebound by L. Ball,,64,85
264,3,8:29.0,J. Hayes misses 2-pt layup from 7 ft,,64,85
265,3,8:27.0,,Defensive rebound by G. Hayward,64,85
266,3,8:22.0,,J. Brown misses 2-pt layup from 11 ft,64,85
267,3,8:20.0,Defensive rebound by L. Ball,,64,85
268,3,8:17.0,Turnover by L. Ball (bad pass; steal by J. Tatum),,64,85
269,3,8:14.0,,J. Tatum makes 2-pt dunk from 1 ft,64,87
270,3,7:57.0,L. Ball misses 2-pt jump shot from 20 ft,,64,87
271,3,7:55.0,,Defensive rebound by J. Tatum,64,87
272,3,7:43.0,,J. Tatum misses 2-pt layup from 4 ft (block by J. Hayes),64,87
273,3,7:40.0,Defensive rebound by J. Hayes,,64,87
274,3,7:39.0,Turnover by J. Hart (lost ball; steal by J. Brown),,64,87
275,3,7:35.0,,Turnover by J. Brown (bad pass; steal by B. Ingram),64,87
276,3,7:25.0,B. Ingram misses 2-pt layup from 9 ft (block by G. Hayward),,64,87
277,3,7:23.0,,Defensive rebound by K. Walker,64,87
278,3,7:23.0,,Personal foul by J. Hart (drawn by K. Walker),64,87
279,3,7:23.0,,G. Williams enters the game for D. Theis,64,87
280,3,7:10.0,,K. Walker makes 3-pt jump shot from 27 ft,64,90
281,3,6:53.0,E. Moore misses 3-pt jump shot from 23 ft,,64,90
282,3,6:50.0,Offensive rebound by J. Hart,,64,90
283,3,6:45.0,B. Ingram misses 3-pt jump shot from 25 ft,,64,90
284,3,6:45.0,Offensive rebound by E. Moore,,64,90
285,3,6:34.0,J. Hart misses 3-pt jump shot from 23 ft,,64,90
286,3,6:32.0,Offensive rebound by Team,,64,90
287,3,6:32.0,,Loose ball foul by K. Walker (drawn by J. Hayes),64,90
288,3,6:32.0,F. Jackson enters the game for J. Hart,,64,90
289,3,6:27.0,Personal foul by G. Williams (drawn by B. Ingram),,64,90
290,3,6:19.0,J. Hayes makes 2-pt layup from 6 ft (assist by L. Ball),,66,90
291,3,6:04.0,,G. Hayward makes 3-pt jump shot from 23 ft (assist by J. Tatum),66,93
292,3,5:42.0,L. Ball makes 3-pt jump shot from 26 ft,,69,93
293,3,5:25.0,,J. Brown makes 3-pt jump shot from 23 ft (assist by G. Williams),69,96
294,3,5:03.0,J. Hayes makes 2-pt dunk from 1 ft (assist by L. Ball),,71,96
295,3,4:48.0,,K. Walker misses 2-pt jump shot from 18 ft,71,96
296,3,4:47.0,,Offensive rebound by Team,71,96
297,3,4:47.0,Loose ball foul by F. Jackson (drawn by G. Williams),,71,96
298,3,4:47.0,J. Okafor enters the game for J. Hayes,,71,96
299,3,4:47.0,,M. Smart enters the game for K. Walker,71,96
300,3,4:37.0,,J. Tatum makes 2-pt layup from 3 ft (assist by G. Hayward),71,98
301,3,4:20.0,E. Moore misses 3-pt jump shot from 26 ft,,71,98
302,3,4:17.0,,Defensive rebound by M. Smart,71,98
303,3,4:09.0,,J. Tatum makes 3-pt jump shot from 23 ft,71,101
304,3,4:07.0,New Orleans full timeout,,71,101
305,3,4:07.0,N. Alexander-Walker enters the game for E. Moore,,71,101
306,3,3:54.0,Turnover by F. Jackson (lost ball; steal by J. Brown),,71,101
307,3,3:53.0,,Personal foul by F. Jackson (drawn by J. Brown),71,101
308,3,3:46.0,,G. Hayward makes 2-pt dunk from 1 ft (assist by M. Smart),71,103
309,3,3:34.0,L. Ball misses 3-pt jump shot from 24 ft,,71,103
310,3,3:32.0,,Defensive rebound by J. Tatum,71,103
311,3,3:26.0,,J. Tatum makes 3-pt jump shot from 28 ft,71,106
312,3,3:12.0,B. Ingram misses 3-pt jump shot from 26 ft,,71,106
313,3,3:10.0,,Defensive rebound by G. Hayward,71,106
314,3,3:00.0,,J. Tatum misses 3-pt jump shot from 26 ft,71,106
315,3,2:58.0,Defensive rebound by L. Ball,,71,106
316,3,2:48.0,B. Ingram misses 3-pt jump shot from 27 ft,,71,106
317,3,2:46.0,,Defensive rebound by M. Smart,71,106
318,3,2:38.0,,J. Tatum misses 3-pt jump shot from 25 ft,71,106
319,3,2:36.0,Defensive rebound by L. Ball,,71,106
320,3,2:33.0,Shooting foul by M. Smart (drawn by B. Ingram),,71,106
321,3,2:33.0,B. Ingram makes free throw 1 of 2,,72,106
322,3,2:33.0,N. Melli enters the game for J. Okafor,,72,106
323,3,2:33.0,B. Ingram makes free throw 2 of 2,,73,106
324,3,2:13.0,,J. Tatum makes 2-pt layup from 3 ft,73,108
325,3,1:53.0,L. Ball misses 3-pt jump shot from 25 ft,,73,108
326,3,1:51.0,,Defensive rebound by G. Williams,73,108
327,3,1:43.0,,Shooting foul by N. Melli (drawn by J. Brown),73,108
328,3,1:43.0,,J. Brown makes free throw 1 of 2,73,109
329,3,1:43.0,,K. Walker enters the game for G. Hayward,73,109
330,3,1:43.0,,J. Brown makes free throw 2 of 2,73,110
331,3,1:34.0,F. Jackson misses 2-pt layup from 4 ft,,73,110
332,3,1:33.0,,Defensive rebound by M. Smart,73,110
333,3,1:22.0,,J. Brown misses 3-pt jump shot from 26 ft,73,110
334,3,1:20.0,Defensive rebound by L. Ball,,73,110
335,3,1:16.0,Personal foul by J. Brown (drawn by N. Melli),,73,110
336,3,1:16.0,N. Melli makes free throw 1 of 2,,74,110
337,3,1:16.0,N. Melli makes free throw 2 of 2,,75,110
338,3,1:04.0,,J. Tatum makes 2-pt layup from 2 ft (assist by K. Walker),75,112
339,3,0:52.0,N. Melli misses 2-pt layup from 3 ft,,75,112
340,3,0:51.0,Offensive rebound by N. Melli,,75,112
341,3,0:51.0,N. Melli makes 2-pt layup from 1 ft,,77,112
342,3,0:37.0,,J. Brown misses 3-pt jump shot from 23 ft,77,112
343,3,0:35.0,Defensive rebound by L. Ball,,77,112
344,3,0:28.0,F. Jackson makes 2-pt layup from 4 ft (assist by L. Ball),,79,112
345,3,0:05.0,,K. Walker makes 2-pt layup from 3 ft,79,114
346,3,0:01.0,B. Ingram makes 3-pt jump shot from 28 ft (assist by N. Alexander-Walker),,82,114
347,4,11:48.0,F. Jackson makes 2-pt hook shot from 8 ft (assist by N. Alexander-Walker),,84,114
348,4,11:29.0,,Personal foul by E. Moore (drawn by M. Smart),84,114
349,4,11:21.0,,E. Freedom makes 2-pt layup from 2 ft (assist by K. Walker),84,116
350,4,11:10.0,N. Alexander-Walker makes 3-pt jump shot from 26 ft (assist by J. Hart),,87,116
351,4,10:58.0,,Turnover by K. Walker (bad pass; steal by N. Melli),87,116
352,4,10:49.0,N. Melli makes 3-pt jump shot from 24 ft (assist by E. Moore),,90,116
353,4,10:34.0,,K. Walker misses 3-pt jump shot from 27 ft,90,116
354,4,10:32.0,Defensive rebound by J. Hart,,90,116
355,4,10:17.0,E. Moore misses 3-pt jump shot from 24 ft,,90,116
356,4,10:15.0,,Defensive rebound by K. Walker,90,116
357,4,10:09.0,,Turnover by J. Green (traveling),90,116
358,4,10:00.0,F. Jackson makes 2-pt jump shot from 21 ft,,92,116
359,4,9:46.0,,K. Walker misses 3-pt jump shot from 26 ft,92,116
360,4,9:43.0,Defensive rebound by N. Alexander-Walker,,92,116
361,4,9:37.0,N. Alexander-Walker misses 2-pt layup from 3 ft,,92,116
362,4,9:36.0,,Defensive rebound by E. Freedom,92,116
363,4,9:34.0,,Personal take foul by N. Melli (drawn by M. Smart),92,116
364,4,9:26.0,,K. Walker makes 2-pt layup from 2 ft,92,118
365,4,9:18.0,J. Hart misses 3-pt jump shot from 24 ft,,92,118
366,4,9:18.0,Offensive rebound by N. Alexander-Walker,,92,118
367,4,9:13.0,F. Jackson misses 3-pt jump shot from 27 ft,,92,118
368,4,9:10.0,,Defensive rebound by J. Green,92,118
369,4,9:07.0,,Shooting foul by F. Jackson (drawn by J. Green),92,118
370,4,9:07.0,,J. Green makes free throw 1 of 2,92,119
371,4,9:07.0,,C. Edwards enters the game for M. Smart,92,119
372,4,9:07.0,,B. Wanamaker enters the game for K. Walker,92,119
373,4,9:07.0,,J. Green makes free throw 2 of 2,92,120
374,4,8:57.0,J. Hart misses 3-pt jump shot from 25 ft,,92,120
375,4,8:55.0,,Defensive rebound by S. Ojeleye,92,120
376,4,8:40.0,,Turnover by E. Freedom (bad pass; steal by E. Moore),92,120
377,4,8:35.0,E. Moore misses 2-pt layup from 4 ft (block by B. Wanamaker),,92,120
378,4,8:35.0,,Defensive rebound by Team,92,120
379,4,8:20.0,,E. Freedom makes 2-pt dunk from 2 ft (assist by C. Edwards),92,122
