,QUARTER,TIME_REMAINING,GOLDEN STATE_ACTION,CHICAGO_ACTION,GOLDEN STATE_SCORE,CHICAGO_SCORE
381,4,4:20.0,Shooting foul by L. Markkanen (drawn by D. Green),,94,94
382,4,4:20.0,D. Green misses free throw 1 of 2,,94,94
383,4,4:20.0,Offensive rebound by Team,,94,94
384,4,4:20.0,D. Green makes free throw 2 of 2,,95,94
385,4,4:06.0,,Z. LaVine misses 3-pt jump shot from 26 ft,95,94
386,4,4:02.0,Defensive rebound by D. Green,,95,94
387,4,3:51.0,W. Cauley-Stein makes 2-pt dunk from 2 ft (assist by D. Green),,97,94
388,4,3:36.0,,L. Markkanen makes 3-pt jump shot from 26 ft (assist by T. Satoranský),97,97
389,4,3:20.0,Turnover by D. Green (bad pass; steal by W. Carter),,97,97
390,4,3:13.0,,K. Dunn misses 2-pt layup from 2 ft,97,97
391,4,3:11.0,Defensive rebound by D. Green,,97,97
392,4,2:57.0,D. Russell misses 3-pt jump shot from 27 ft,,97,97
393,4,2:53.0,,Defensive rebound by W. Carter,97,97
394,4,2:40.0,,Z. LaVine misses 2-pt layup from 4 ft (block by D. Green),97,97
395,4,2:40.0,,Offensive rebound by Team,97,97
396,4,2:40.0,Golden State full timeout,,97,97
397,4,2:35.0,,Personal foul by G. Robinson (drawn by W. Carter),97,97
398,4,2:25.0,,Turnover by L. Markkanen (traveling),97,97
399,4,2:00.0,Turnover by A. Burks (lost ball; steal by T. Satoranský),,97,97
400,4,1:35.0,,L. Markkanen misses 2-pt jump shot from 24 ft,97,97
401,4,1:29.0,Defensive rebound by D. Russell,,97,97
402,4,1:26.0,Personal foul by K. Dunn (drawn by D. Green),,97,97
403,4,1:26.0,D. Green makes free throw 1 of 2,,98,97
404,4,1:26.0,D. Green misses free throw 2 of 2,,98,97
405,4,1:22.0,,Defensive rebound by Z. LaVine,98,97
406,4,1:18.0,,Shooting foul by W. Cauley-Stein (drawn by Z. LaVine),98,97
407,4,1:18.0,E. Paschall enters the game for W. Cauley-Stein,,98,97
408,4,1:18.0,,Z. LaVine makes free throw 1 of 2,98,98
409,4,1:18.0,,Z. LaVine misses free throw 2 of 2,98,98
410,4,1:16.0,Defensive rebound by G. Robinson,,98,98
411,4,1:03.0,G. Robinson makes 2-pt dunk at rim (assist by D. Green),,100,98
412,4,0:47.0,,Z. LaVine misses 2-pt jump shot from 19 ft,100,98
413,4,0:45.0,Defensive rebound by G. Robinson,,100,98
414,4,0:34.0,D. Russell misses 3-pt jump shot from 26 ft,,100,98
415,4,0:29.0,Offensive rebound by G. Robinson,,100,98
416,4,0:22.0,D. Russell misses 3-pt jump shot from 25 ft,,100,98
417,4,0:19.0,,Defensive rebound by Z. LaVine,100,98
418,4,0:13.0,,Chicago full timeout,100,98
419,4,0:13.0,,C. White enters the game for K. Dunn,100,98
420,4,0:02.0,,Z. LaVine misses 3-pt jump shot from 29 ft,100,98
421,4,0:02.0,Defensive rebound by D. Green,,100,98
