,QUARTER,TIME_REMAINING,MIAMI_ACTION,NEW ORLEANS_ACTION,MIAMI_SCORE,NEW ORLEANS_SCORE
386,4,11:13.0,,Shooting foul by A. Iguodala (drawn by Z. Williamson),77,89
387,4,11:13.0,,Z. Williamson makes free throw 1 of 2,77,90
388,4,11:13.0,B. Adebayo enters the game for K. Olynyk,,77,90
389,4,11:13.0,,Z. Williamson misses free throw 2 of 2,77,90
390,4,11:11.0,Defensive rebound by A. Iguodala,,77,90
391,4,10:57.0,B. Adebayo makes 2-pt dunk from 1 ft (assist by D. Robinson),,79,90
392,4,10:38.0,,Shooting foul by D. Robinson (drawn by F. Jackson),79,90
393,4,10:38.0,,F. Jackson misses free throw 1 of 2,79,90
394,4,10:38.0,,Offensive rebound by Team,79,90
395,4,10:38.0,,F. Jackson makes free throw 2 of 2,79,91
396,4,10:29.0,Personal foul by N. Melli (drawn by B. Adebayo),,79,91
397,4,10:24.0,S. Hill misses 3-pt jump shot from 25 ft,,79,91
398,4,10:20.0,,Defensive rebound by F. Jackson,79,91
399,4,10:03.0,,Z. Williamson makes 2-pt dunk from 1 ft (assist by J. Holiday),79,93
400,4,9:47.0,Turnover by S. Hill (bad pass),,79,93
401,4,9:35.0,,J. Holiday misses 2-pt jump shot from 11 ft,79,93
402,4,9:34.0,Defensive rebound by B. Adebayo,,79,93
403,4,9:20.0,G. Dragić makes 2-pt layup from 2 ft,,81,93
404,4,8:58.0,,F. Jackson misses 2-pt layup from 2 ft,81,93
405,4,8:55.0,,Offensive rebound by N. Melli,81,93
406,4,8:55.0,,N. Melli misses 2-pt layup at rim,81,93
407,4,8:54.0,Defensive rebound by B. Adebayo,,81,93
408,4,8:49.0,Personal foul by F. Jackson (drawn by B. Adebayo),,81,93
409,4,8:32.0,G. Dragić misses 2-pt jump shot from 11 ft,,81,93
410,4,8:30.0,,Defensive rebound by J. Hart,81,93
411,4,8:08.0,,J. Holiday misses 2-pt jump shot from 9 ft,81,93
412,4,8:06.0,Defensive rebound by D. Robinson,,81,93
413,4,7:59.0,B. Adebayo misses 2-pt layup from 3 ft (block by Z. Williamson),,81,93
414,4,7:59.0,,Defensive rebound by Team,81,93
415,4,7:59.0,,B. Ingram enters the game for F. Jackson,81,93
416,4,7:44.0,,Turnover by Z. Williamson (lost ball; steal by A. Iguodala),81,93
417,4,7:39.0,Turnover by S. Hill (lost ball; steal by J. Holiday),,81,93
418,4,7:35.0,,N. Melli misses 3-pt jump shot from 24 ft,81,93
419,4,7:34.0,,Offensive rebound by Team,81,93
420,4,7:34.0,Loose ball foul by S. Hill (drawn by Z. Williamson),,81,93
421,4,7:34.0,J. Butler enters the game for G. Dragić,,81,93
422,4,7:25.0,,B. Ingram misses 2-pt layup from 2 ft (block by B. Adebayo),81,93
423,4,7:22.0,Defensive rebound by J. Butler,,81,93
424,4,7:07.0,Personal foul by B. Ingram (drawn by B. Adebayo),,81,93
425,4,7:07.0,,L. Ball enters the game for B. Ingram,81,93
426,4,7:03.0,D. Robinson makes 3-pt jump shot from 26 ft (assist by A. Iguodala),,84,93
427,4,6:43.0,,J. Hart misses 3-pt jump shot from 25 ft,84,93
428,4,6:40.0,Defensive rebound by A. Iguodala,,84,93
429,4,6:34.0,A. Iguodala makes 2-pt layup at rim,,86,93
430,4,6:23.0,,Turnover by L. Ball (bad pass),86,93
431,4,6:23.0,,New Orleans full timeout,86,93
432,4,6:14.0,D. Robinson makes 3-pt jump shot from 26 ft (assist by B. Adebayo),,89,93
433,4,5:53.0,,N. Melli misses 3-pt jump shot from 25 ft,89,93
434,4,5:50.0,Defensive rebound by D. Robinson,,89,93
435,4,5:37.0,Turnover by S. Hill (bad pass; steal by L. Ball),,89,93
436,4,5:33.0,,Z. Williamson misses 2-pt layup from 1 ft,89,93
437,4,5:26.0,,Offensive rebound by L. Ball,89,93
438,4,5:26.0,,L. Ball makes 2-pt layup at rim,89,95
439,4,5:15.0,Personal foul by L. Ball (drawn by D. Robinson),,89,95
440,4,5:15.0,,D. Favors enters the game for Z. Williamson,89,95
441,4,5:03.0,A. Iguodala makes 2-pt jump shot from 17 ft (assist by J. Butler),,91,95
442,4,4:45.0,,L. Ball makes 2-pt jump shot from 13 ft,91,97
443,4,4:44.0,Miami full timeout,,91,97
444,4,4:44.0,D. Jones enters the game for A. Iguodala,,91,97
445,4,4:44.0,,B. Ingram enters the game for N. Melli,91,97
446,4,4:24.0,B. Adebayo misses 2-pt jump shot from 13 ft,,91,97
447,4,4:20.0,Offensive rebound by B. Adebayo,,91,97
448,4,4:18.0,S. Hill makes 3-pt jump shot from 26 ft (assist by D. Robinson),,94,97
449,4,4:00.0,,Turnover by B. Ingram (lost ball; steal by J. Butler),94,97
450,4,3:55.0,D. Jones makes 2-pt layup from 2 ft (assist by J. Butler),,96,97
451,4,3:33.0,,J. Hart makes 3-pt jump shot from 26 ft,96,100
452,4,3:32.0,Miami full timeout,,96,100
453,4,3:32.0,,Z. Williamson enters the game for J. Hart,96,100
454,4,3:20.0,D. Jones misses 3-pt jump shot from 23 ft,,96,100
455,4,3:16.0,Offensive rebound by D. Jones,,96,100
456,4,3:14.0,D. Robinson makes 3-pt jump shot from 25 ft (assist by D. Jones),,99,100
457,4,3:12.0,,New Orleans full timeout,99,100
458,4,2:49.0,,B. Ingram makes 2-pt jump shot from 20 ft (assist by D. Favors),99,102
459,4,2:32.0,J. Butler misses 2-pt layup from 4 ft (block by J. Holiday),,99,102
460,4,2:32.0,Offensive rebound by Team,,99,102
461,4,2:29.0,D. Robinson misses 3-pt jump shot from 26 ft,,99,102
462,4,2:24.0,,Defensive rebound by L. Ball,99,102
463,4,2:12.0,,Turnover by Z. Williamson (traveling),99,102
464,4,1:57.0,Shooting foul by D. Favors (drawn by J. Butler),,99,102
465,4,1:57.0,J. Butler makes free throw 1 of 2,,100,102
466,4,1:57.0,J. Butler misses free throw 2 of 2,,100,102
467,4,1:55.0,,Defensive rebound by Z. Williamson,100,102
468,4,1:35.0,,B. Ingram makes 3-pt jump shot from 26 ft (assist by L. Ball),100,105
469,4,1:21.0,Turnover by D. Robinson (bad pass; steal by Z. Williamson),,100,105
470,4,1:05.0,,Personal foul by B. Adebayo (drawn by B. Ingram),100,105
471,4,1:05.0,A. Iguodala enters the game for D. Robinson,,100,105
472,4,0:54.0,,B. Ingram misses 3-pt jump shot from 25 ft,100,105
473,4,0:50.0,Defensive rebound by S. Hill,,100,105
474,4,0:41.0,Miami full timeout,,100,105
475,4,0:41.0,G. Dragić enters the game for A. Iguodala,,100,105
476,4,0:41.0,D. Robinson enters the game for D. Jones,,100,105
477,4,0:41.0,,J. Hart enters the game for B. Ingram,100,105
478,4,0:32.0,B. Adebayo misses 2-pt jump shot from 6 ft,,100,105
479,4,0:26.0,,Defensive rebound by D. Favors,100,105
480,4,0:19.0,,New Orleans full timeout,100,105
481,4,0:19.0,A. Iguodala enters the game for G. Dragić,,100,105
482,4,0:19.0,D. Jones enters the game for D. Robinson,,100,105
483,4,0:19.0,,B. Ingram enters the game for J. Hart,100,105
484,4,0:19.0,,New Orleans full timeout,100,105
485,4,0:19.0,,N. Melli enters the game for D. Favors,100,105
486,4,0:16.0,,Personal take foul by D. Jones (drawn by L. Ball),100,105
487,4,0:16.0,,L. Ball makes free throw 1 of 2,100,106
488,4,0:16.0,,J. Hart enters the game for B. Ingram,100,106
489,4,0:16.0,,L. Ball misses free throw 2 of 2,100,106
490,4,0:14.0,,Offensive rebound by N. Melli,100,106
491,4,0:14.0,,Turnover by N. Melli (lost ball; steal by S. Hill),100,106
492,4,0:14.0,Personal foul by N. Melli (drawn by S. Hill),,100,106
493,4,0:14.0,S. Hill makes free throw 1 of 2,,101,106
494,4,0:14.0,,D. Favors enters the game for N. Melli,101,106
495,4,0:14.0,S. Hill makes free throw 2 of 2,,102,106
496,4,0:04.0,,Personal take foul by B. Adebayo (drawn by J. Holiday),102,106
497,4,0:04.0,D. Robinson enters the game for B. Adebayo,,102,106
498,4,0:04.0,,J. Holiday makes free throw 1 of 2,102,107
499,4,0:04.0,,J. Holiday makes free throw 2 of 2,102,108
500,4,0:04.0,Miami full timeout,,102,108
501,4,0:04.0,G. Dragić enters the game for D. Jones,,102,108
502,4,0:04.0,,F. Jackson enters the game for D. Favors,102,108
503,4,0:01.0,J. Butler makes 2-pt dunk from 1 ft (assist by G. Dragić),,104,108
504,4,0:01.0,,Personal take foul by J. Butler (drawn by J. Hart),104,108
505,4,0:01.0,,J. Hart makes free throw 1 of 2,104,109
506,4,0:01.0,,J. Hart makes free throw 2 of 2,104,110
