,QUARTER,TIME_REMAINING,LA LAKERS_ACTION,INDIANA_ACTION,LA LAKERS_SCORE,INDIANA_SCORE
119,2,11:10.0,A. Caruso misses 3-pt jump shot from 23 ft,,28,24
120,2,11:06.0,,Defensive rebound by D. Sabonis,28,24
121,2,10:48.0,,A. Holiday makes 2-pt layup at rim,28,26
122,2,10:31.0,Personal foul by A. Holiday (drawn by L. James),,28,26
123,2,10:23.0,L. James makes 2-pt dunk from 1 ft (assist by R. Rondo),,30,26
124,2,10:07.0,,Personal foul by A. Caruso (drawn by A. Holiday),30,26
125,2,10:00.0,,T. McConnell makes 2-pt jump shot from 16 ft (assist by J. Holiday),30,28
126,2,9:46.0,R. Rondo makes 2-pt jump shot from 13 ft,,32,28
127,2,9:29.0,,J. Holiday makes 2-pt dunk from 1 ft (assist by A. Holiday),32,30
128,2,9:14.0,Shooting foul by D. Sabonis (drawn by R. Rondo),,32,30
129,2,9:14.0,R. Rondo misses free throw 1 of 2,,32,30
130,2,9:14.0,Offensive rebound by Team,,32,30
131,2,9:14.0,R. Rondo misses free throw 2 of 2,,32,30
132,2,9:13.0,,Defensive rebound by A. Holiday,32,30
133,2,9:02.0,,Offensive foul by D. Sabonis (drawn by A. Caruso),32,30
134,2,9:02.0,,Turnover by D. Sabonis (offensive foul),32,30
135,2,9:02.0,T. Daniels enters the game for A. Caruso,,32,30
136,2,9:02.0,D. Green enters the game for R. Rondo,,32,30
137,2,8:55.0,Offensive foul by L. James (drawn by T. McConnell),,32,30
138,2,8:55.0,Turnover by L. James (offensive foul),,32,30
139,2,8:49.0,,J. Holiday misses 2-pt jump shot from 20 ft,32,30
140,2,8:46.0,Defensive rebound by A. Bradley,,32,30
141,2,8:40.0,L. James makes 2-pt layup from 1 ft,,34,30
142,2,8:22.0,,D. Sabonis makes 2-pt jump shot from 8 ft,34,32
143,2,8:00.0,A. Bradley makes 2-pt jump shot from 10 ft (assist by L. James),,36,32
144,2,7:53.0,,Indiana full timeout,36,32
145,2,7:53.0,,M. Brogdon enters the game for J. Holiday,36,32
146,2,7:47.0,,D. McDermott misses 3-pt jump shot from 27 ft,36,32
147,2,7:44.0,,Offensive rebound by D. Sabonis,36,32
148,2,7:38.0,,D. Sabonis makes 3-pt jump shot from 26 ft (assist by T. McConnell),36,35
149,2,7:16.0,L. James misses 3-pt jump shot from 25 ft,,36,35
150,2,7:13.0,,Defensive rebound by Team,36,35
151,2,7:02.0,,Turnover by A. Holiday (bad pass),36,35
152,2,7:02.0,R. Rondo enters the game for L. James,,36,35
153,2,6:46.0,D. Howard makes 2-pt dunk from 2 ft (assist by R. Rondo),,38,35
154,2,6:30.0,,D. Sabonis makes 2-pt dunk from 1 ft (assist by M. Brogdon),38,37
155,2,6:19.0,T. Daniels makes 2-pt jump shot from 15 ft,,40,37
156,2,6:10.0,,Personal foul by T. Daniels (drawn by T. McConnell),40,37
157,2,6:06.0,,D. McDermott makes 2-pt layup at rim (assist by T. McConnell),40,39
158,2,5:53.0,D. Howard makes 2-pt layup from 2 ft (assist by R. Rondo),,42,39
159,2,5:36.0,,Shooting foul by D. Howard (drawn by D. Sabonis),42,39
160,2,5:36.0,,D. Sabonis misses free throw 1 of 2,42,39
161,2,5:36.0,,Offensive rebound by Team,42,39
162,2,5:36.0,A. Caruso enters the game for A. Bradley,,42,39
163,2,5:36.0,,J. Lamb enters the game for A. Holiday,42,39
164,2,5:36.0,,T. Warren enters the game for T. McConnell,42,39
165,2,5:36.0,,D. Sabonis makes free throw 2 of 2,42,40
166,2,5:14.0,Turnover by R. Rondo (out of bounds lost ball),,42,40
167,2,5:14.0,,M. Turner enters the game for D. Sabonis,42,40
168,2,5:00.0,,Turnover by J. Lamb (lost ball; steal by R. Rondo),42,40
169,2,4:54.0,R. Rondo makes 3-pt jump shot from 23 ft (assist by T. Daniels),,45,40
170,2,4:30.0,,M. Turner makes 3-pt jump shot from 24 ft (assist by M. Brogdon),45,43
171,2,4:10.0,R. Rondo misses 2-pt layup from 2 ft (block by M. Turner),,45,43
172,2,4:10.0,Offensive rebound by Team,,45,43
173,2,4:10.0,J. McGee enters the game for D. Howard,,45,43
174,2,4:04.0,A. Caruso makes 2-pt jump shot from 19 ft,,47,43
175,2,3:49.0,,M. Brogdon misses 2-pt layup from 1 ft,47,43
176,2,3:48.0,Defensive rebound by J. McGee,,47,43
177,2,3:36.0,A. Caruso misses 3-pt jump shot from 27 ft,,47,43
178,2,3:34.0,Offensive rebound by D. Green,,47,43
179,2,3:29.0,R. Rondo misses 2-pt layup from 2 ft,,47,43
180,2,3:27.0,,Defensive rebound by M. Turner,47,43
181,2,3:25.0,,Offensive foul by J. Lamb (drawn by A. Caruso),47,43
182,2,3:25.0,,Turnover by J. Lamb (offensive foul),47,43
183,2,3:25.0,,A. Holiday enters the game for J. Lamb,47,43
184,2,3:25.0,,J. Holiday enters the game for D. McDermott,47,43
185,2,3:11.0,T. Daniels misses 3-pt jump shot from 27 ft,,47,43
186,2,3:08.0,Offensive rebound by R. Rondo,,47,43
187,2,3:05.0,T. Daniels misses 2-pt layup from 2 ft (block by T. Warren),,47,43
188,2,3:05.0,,Defensive rebound by Team,47,43
189,2,2:47.0,,M. Turner misses 3-pt jump shot from 23 ft,47,43
190,2,2:44.0,Defensive rebound by J. McGee,,47,43
191,2,2:38.0,A. Caruso misses 2-pt layup from 2 ft (block by M. Turner),,47,43
192,2,2:35.0,Offensive rebound by A. Caruso,,47,43
193,2,2:33.0,LA Lakers full timeout,,47,43
194,2,2:33.0,K. Caldwell-Pope enters the game for T. Daniels,,47,43
195,2,2:33.0,L. James enters the game for R. Rondo,,47,43
196,2,2:27.0,J. McGee makes 2-pt dunk from 2 ft (assist by L. James),,49,43
197,2,2:04.0,,T. Warren misses 3-pt jump shot from 26 ft,49,43
198,2,2:01.0,Defensive rebound by L. James,,49,43
199,2,1:51.0,L. James misses 2-pt hook shot from 6 ft,,49,43
200,2,1:48.0,,Defensive rebound by J. Holiday,49,43
201,2,1:41.0,,M. Brogdon misses 2-pt layup from 1 ft,49,43
202,2,1:40.0,,Offensive rebound by M. Turner,49,43
203,2,1:40.0,,Shooting foul by A. Caruso (drawn by M. Turner),49,43
204,2,1:40.0,,M. Turner misses free throw 1 of 2,49,43
205,2,1:40.0,,Offensive rebound by Team,49,43
206,2,1:40.0,A. Bradley enters the game for A. Caruso,,49,43
207,2,1:40.0,,M. Turner makes free throw 2 of 2,49,44
208,2,1:27.0,L. James misses 2-pt jump shot from 6 ft,,49,44
209,2,1:23.0,,Defensive rebound by J. Holiday,49,44
210,2,1:17.0,,A. Holiday makes 3-pt jump shot from 23 ft (assist by J. Holiday),49,47
211,2,0:57.0,L. James misses 2-pt layup from 2 ft,,49,47
212,2,0:54.0,Offensive rebound by J. McGee,,49,47
213,2,0:54.0,J. McGee misses 2-pt layup at rim,,49,47
214,2,0:53.0,Offensive rebound by J. McGee,,49,47
215,2,0:44.0,A. Bradley makes 3-pt jump shot from 27 ft (assist by L. James),,52,47
216,2,0:35.0,,M. Turner makes 3-pt jump shot from 27 ft (assist by M. Brogdon),52,50
217,2,0:12.0,L. James misses 2-pt layup from 1 ft (block by M. Brogdon),,52,50
218,2,0:10.0,,Defensive rebound by M. Brogdon,52,50
219,2,0:06.0,,J. Holiday misses 3-pt jump shot from 23 ft,52,50
220,2,0:02.0,,Offensive rebound by Team,52,50
221,2,0:01.0,,J. Holiday misses 3-pt jump shot from 26 ft,52,50
222,2,0:01.0,,Offensive rebound by M. Brogdon,52,50
223,3,11:40.0,,Turnover by J. Lamb (bad pass),52,50
224,3,11:31.0,Turnover by L. James (bad pass; steal by J. Lamb),,52,50
225,3,11:25.0,,D. Sabonis misses 2-pt layup from 2 ft (block by J. McGee),52,50
226,3,11:23.0,Defensive rebound by J. Dudley,,52,50
227,3,11:18.0,Turnover by L. James (bad pass; steal by M. Turner),,52,50
228,3,11:14.0,,T. Warren makes 2-pt layup from 6 ft (assist by M. Brogdon),52,52
229,3,10:52.0,K. Caldwell-Pope misses 3-pt jump shot from 23 ft,,52,52
230,3,10:49.0,,Defensive rebound by J. Lamb,52,52
231,3,10:22.0,L. James misses 3-pt jump shot from 28 ft,,52,52
232,3,10:18.0,,Defensive rebound by T. Warren,52,52
233,3,10:06.0,,T. Warren makes 2-pt layup from 2 ft (assist by D. Sabonis),52,54
234,3,9:48.0,D. Green makes 3-pt jump shot from 25 ft (assist by J. Dudley),,55,54
235,3,9:31.0,,D. Sabonis makes 2-pt layup from 3 ft (assist by M. Brogdon),55,56
236,3,9:20.0,Personal foul by D. Sabonis (drawn by J. McGee),,55,56
237,3,9:17.0,D. Green misses 3-pt jump shot from 26 ft,,55,56
238,3,9:14.0,,Defensive rebound by T. Warren,55,56
239,3,9:02.0,,M. Brogdon misses 2-pt layup from 2 ft (block by J. McGee),55,56
240,3,8:59.0,,Offensive rebound by T. Warren,55,56
241,3,8:54.0,,M. Turner makes 3-pt jump shot from 30 ft (assist by T. Warren),55,59
242,3,8:41.0,J. Dudley makes 3-pt jump shot from 27 ft (assist by L. James),,58,59
243,3,8:29.0,,Personal foul by J. McGee (drawn by D. Sabonis),58,59
244,3,8:13.0,,J. Lamb makes 2-pt jump shot from 22 ft,58,61
245,3,8:10.0,LA Lakers full timeout,,58,61
246,3,8:10.0,Instant Replay (Request: Ruling Stands),,58,61
247,3,7:47.0,Turnover by D. Green (bad pass; steal by J. Lamb),,58,61
248,3,7:26.0,,J. Lamb misses 3-pt jump shot from 27 ft,58,61
249,3,7:24.0,,Offensive rebound by Team,58,61
250,3,7:24.0,Violation by Team (kicked ball),,58,61
251,3,7:17.0,,J. Lamb makes 2-pt jump shot from 19 ft (assist by D. Sabonis),58,63
252,3,7:01.0,Turnover by L. James (bad pass; steal by J. Lamb),,58,63
253,3,6:57.0,,J. Lamb misses 2-pt jump shot from 6 ft,58,63
254,3,6:54.0,Defensive rebound by L. James,,58,63
255,3,6:50.0,J. Dudley misses 3-pt jump shot from 28 ft,,58,63
256,3,6:48.0,Offensive rebound by Team,,58,63
257,3,6:48.0,,Loose ball foul by M. Turner (drawn by J. McGee),58,63
258,3,6:36.0,J. Dudley misses 2-pt jump shot from 18 ft,,58,63
259,3,6:33.0,,Defensive rebound by M. Brogdon,58,63
260,3,6:21.0,,Shooting foul by K. Caldwell-Pope (drawn by D. Sabonis),58,63
261,3,6:21.0,,D. Sabonis makes free throw 1 of 2,58,64
262,3,6:21.0,,D. Sabonis makes free throw 2 of 2,58,65
263,3,6:07.0,K. Caldwell-Pope misses 3-pt jump shot from 27 ft (block by T. Warren),,58,65
264,3,6:03.0,,Defensive rebound by M. Turner,58,65
265,3,5:46.0,,M. Turner misses 3-pt jump shot from 27 ft,58,65
266,3,5:43.0,,Offensive rebound by M. Brogdon,58,65
267,3,5:42.0,,M. Brogdon misses 2-pt layup from 3 ft,58,65
268,3,5:38.0,,Offensive rebound by D. Sabonis,58,65
269,3,5:38.0,,D. Sabonis makes 2-pt layup at rim,58,67
270,3,5:27.0,K. Caldwell-Pope makes 3-pt jump shot from 28 ft,,61,67
271,3,5:02.0,,T. Warren misses 3-pt jump shot from 27 ft,61,67
272,3,5:00.0,Defensive rebound by J. McGee,,61,67
273,3,5:00.0,A. Bradley enters the game for J. Dudley,,61,67
274,3,5:00.0,D. Howard enters the game for L. James,,61,67
275,3,5:00.0,R. Rondo enters the game for J. McGee,,61,67
276,3,5:00.0,,A. Holiday enters the game for J. Lamb,61,67
277,3,5:00.0,,J. Holiday enters the game for D. Sabonis,61,67
278,3,4:50.0,K. Caldwell-Pope misses 2-pt jump shot from 11 ft,,61,67
279,3,4:49.0,Offensive rebound by Team,,61,67
280,3,4:49.0,,Loose ball foul by M. Turner (drawn by D. Howard),61,67
281,3,4:44.0,D. Howard makes 2-pt dunk from 2 ft (assist by D. Green),,63,67
282,3,4:28.0,,M. Brogdon makes 3-pt jump shot from 27 ft,63,70
283,3,4:10.0,Offensive foul by D. Howard (drawn by A. Holiday),,63,70
284,3,4:10.0,Turnover by D. Howard (offensive foul),,63,70
285,3,4:10.0,A. Caruso enters the game for D. Green,,63,70
286,3,4:10.0,,T. McConnell enters the game for M. Brogdon,63,70
287,3,4:00.0,,T. Warren makes 2-pt jump shot from 22 ft,63,72
288,3,3:58.0,LA Lakers full timeout,,63,72
289,3,3:58.0,T. Daniels enters the game for K. Caldwell-Pope,,63,72
290,3,3:43.0,A. Bradley misses 2-pt jump shot from 4 ft (block by T. Warren),,63,72
291,3,3:40.0,,Defensive rebound by M. Turner,63,72
292,3,3:40.0,,Turnover by M. Turner (bad pass; steal by A. Caruso),63,72
293,3,3:36.0,D. Howard makes 2-pt layup from 1 ft (assist by A. Caruso),,65,72
294,3,3:20.0,,Turnover by T. Warren (lost ball; steal by A. Bradley),65,72
295,3,3:13.0,D. Howard makes 2-pt dunk from 1 ft (assist by A. Bradley),,67,72
296,3,2:56.0,,T. McConnell makes 2-pt layup from 2 ft,67,74
297,3,2:43.0,A. Bradley makes 2-pt jump shot from 20 ft,,69,74
298,3,2:41.0,,Indiana full timeout,69,74
299,3,2:30.0,,T. Warren makes 2-pt jump shot from 9 ft (assist by T. McConnell),69,76
300,3,2:15.0,A. Bradley misses 2-pt jump shot from 9 ft,,69,76
301,3,2:12.0,Offensive rebound by A. Bradley,,69,76
302,3,2:12.0,A. Bradley makes 2-pt layup from 1 ft,,71,76
303,3,1:55.0,,T. Warren misses 2-pt jump shot from 15 ft,71,76
304,3,1:53.0,Defensive rebound by R. Rondo,,71,76
305,3,1:36.0,A. Caruso makes 3-pt jump shot from 27 ft (assist by A. Bradley),,74,76
306,3,1:20.0,,Turnover by T. McConnell (step out of bounds),74,76
307,3,1:20.0,,D. McDermott enters the game for M. Turner,74,76
308,3,1:20.0,,D. Sabonis enters the game for T. Warren,74,76
309,3,0:59.0,A. Bradley makes 2-pt layup from 1 ft (assist by A. Caruso),,76,76
310,3,0:47.0,,A. Holiday misses 2-pt layup from 5 ft,76,76
311,3,0:45.0,Defensive rebound by R. Rondo,,76,76
312,3,0:38.0,A. Bradley misses 3-pt jump shot from 29 ft,,76,76
313,3,0:35.0,,Defensive rebound by J. Holiday,76,76
314,3,0:31.0,,Personal foul by R. Rondo (drawn by T. McConnell),76,76
315,3,0:16.0,,J. Holiday misses 2-pt dunk from 1 ft,76,76
316,3,0:13.0,,Offensive rebound by T. McConnell,76,76
317,3,0:03.0,,A. Holiday makes 2-pt jump shot from 8 ft,76,78
318,3,0:03.0,Turnover by D. Howard (bad pass; steal by T. McConnell),,76,78
319,3,0:01.0,,T. McConnell misses 2-pt jump shot from 17 ft,76,78
320,3,0:00.0,,Offensive rebound by Team,76,78
321,4,11:43.0,A. Bradley misses 3-pt jump shot from 27 ft,,76,78
322,4,11:40.0,,Defensive rebound by J. Holiday,76,78
323,4,11:27.0,,D. McDermott makes 3-pt jump shot from 25 ft (assist by D. Sabonis),76,81
324,4,11:05.0,R. Rondo misses 3-pt jump shot from 24 ft,,76,81
325,4,10:58.0,Offensive rebound by D. Howard,,76,81
326,4,10:57.0,D. Howard makes 2-pt hook shot from 5 ft,,78,81
327,4,10:57.0,Shooting foul by D. McDermott (drawn by D. Howard),,78,81
328,4,10:57.0,D. Howard misses free throw 1 of 1,,78,81
329,4,10:55.0,,Defensive rebound by D. Sabonis,78,81
330,4,10:42.0,,D. Sabonis makes 2-pt layup from 2 ft (assist by D. McDermott),78,83
331,4,10:25.0,L. James misses 3-pt jump shot from 27 ft,,78,83
332,4,10:21.0,,Defensive rebound by D. McDermott,78,83
333,4,10:15.0,,Shooting foul by D. Howard (drawn by D. McDermott),78,83
334,4,10:15.0,,D. McDermott makes free throw 1 of 2,78,84
335,4,10:15.0,A. Caruso enters the game for T. Daniels,,78,84
336,4,10:15.0,,D. McDermott misses free throw 2 of 2,78,84
337,4,10:14.0,Defensive rebound by D. Howard,,78,84
338,4,9:54.0,A. Bradley misses 2-pt jump shot from 19 ft,,78,84
339,4,9:49.0,Offensive rebound by R. Rondo,,78,84
340,4,9:49.0,R. Rondo misses 2-pt layup from 1 ft,,78,84
341,4,9:49.0,Offensive rebound by D. Howard,,78,84
342,4,9:41.0,R. Rondo misses 3-pt jump shot from 25 ft,,78,84
343,4,9:38.0,,Defensive rebound by J. Holiday,78,84
344,4,9:33.0,,A. Holiday misses 3-pt jump shot from 25 ft,78,84
345,4,9:30.0,Defensive rebound by A. Caruso,,78,84
346,4,9:20.0,Personal foul by J. Holiday (drawn by D. Howard),,78,84
347,4,9:10.0,A. Caruso makes 2-pt layup from 1 ft,,80,84
348,4,9:10.0,Shooting foul by D. McDermott (drawn by A. Caruso),,80,84
349,4,9:10.0,A. Caruso makes free throw 1 of 1,,81,84
350,4,9:00.0,,D. Sabonis makes 2-pt dunk from 3 ft (assist by A. Holiday),81,86
351,4,8:47.0,L. James makes 2-pt jump shot from 7 ft,,83,86
352,4,8:47.0,Shooting foul by J. Holiday (drawn by L. James),,83,86
353,4,8:47.0,L. James makes free throw 1 of 1,,84,86
354,4,8:34.0,,T. McConnell makes 2-pt layup from 2 ft,84,88
355,4,8:22.0,A. Bradley makes 2-pt layup from 1 ft (assist by R. Rondo),,86,88
356,4,8:05.0,,A. Holiday makes 3-pt jump shot from 28 ft (assist by T. McConnell),86,91
357,4,8:03.0,LA Lakers full timeout,,86,91
358,4,8:03.0,K. Caldwell-Pope enters the game for A. Bradley,,86,91
359,4,8:03.0,D. Green enters the game for R. Rondo,,86,91
360,4,8:03.0,,M. Brogdon enters the game for J. Holiday,86,91
361,4,7:49.0,D. Howard makes 2-pt dunk at rim (assist by A. Caruso),,88,91
362,4,7:23.0,,A. Holiday misses 2-pt layup from 1 ft (block by D. Howard),88,91
363,4,7:19.0,Defensive rebound by L. James,,88,91
364,4,7:18.0,L. James makes 2-pt jump shot from 5 ft,,90,91
365,4,7:18.0,Shooting foul by M. Brogdon (drawn by L. James),,90,91
366,4,7:18.0,L. James misses free throw 1 of 1,,90,91
367,4,7:17.0,,Defensive rebound by Team,90,91
368,4,7:10.0,,M. Brogdon misses 2-pt jump shot from 16 ft,90,91
369,4,7:05.0,Defensive rebound by D. Green,,90,91
370,4,6:55.0,L. James misses 3-pt jump shot from 26 ft,,90,91
371,4,6:52.0,,Defensive rebound by D. Sabonis,90,91
372,4,6:43.0,,Personal foul by L. James (drawn by M. Brogdon),90,91
373,4,6:43.0,J. McGee enters the game for D. Howard,,90,91
374,4,6:43.0,R. Rondo enters the game for L. James,,90,91
375,4,6:43.0,,T. Warren enters the game for A. Holiday,90,91
376,4,6:35.0,,T. McConnell misses 2-pt jump shot from 18 ft,90,91
377,4,6:32.0,,Offensive rebound by D. McDermott,90,91
378,4,6:31.0,,D. McDermott misses 2-pt jump shot from 1 ft,90,91
379,4,6:31.0,Defensive rebound by R. Rondo,,90,91
380,4,6:16.0,J. McGee makes 2-pt dunk from 1 ft (assist by R. Rondo),,92,91
381,4,6:15.0,,Indiana full timeout,92,91
382,4,6:15.0,,A. Holiday enters the game for T. McConnell,92,91
383,4,6:15.0,,J. Holiday enters the game for D. McDermott,92,91
384,4,6:15.0,,M. Turner enters the game for D. Sabonis,92,91
