,QUARTER,TIME_REMAINING,TORONTO_ACTION,PHOENIX_ACTION,TORONTO_SCORE,PHOENIX_SCORE
196,2,3:28.0,K. Lowry misses 3-pt jump shot from 28 ft,,53,59
197,2,3:25.0,,Defensive rebound by D. Ayton,53,59
198,2,3:16.0,,R. Rubio makes 3-pt jump shot from 26 ft (assist by D. Booker),53,62
199,2,3:00.0,C. Boucher makes 2-pt layup from 1 ft (assist by N. Powell),,55,62
200,2,2:41.0,,M. Bridges misses 3-pt jump shot from 23 ft,55,62
201,2,2:40.0,Defensive rebound by Team,,55,62
202,2,2:31.0,O. Anunoby misses 2-pt layup from 1 ft (block by C. Johnson),,55,62
203,2,2:31.0,,Defensive rebound by Team,55,62
204,2,2:26.0,,M. Bridges makes 2-pt layup from 1 ft (assist by R. Rubio),55,64
205,2,2:10.0,P. Siakam makes 2-pt layup from 2 ft (assist by K. Lowry),,57,64
206,2,1:51.0,,C. Johnson misses 3-pt jump shot from 26 ft,57,64
207,2,1:48.0,Defensive rebound by P. Siakam,,57,64
208,2,1:37.0,O. Anunoby misses 3-pt jump shot from 23 ft,,57,64
209,2,1:34.0,Offensive rebound by C. Boucher,,57,64
210,2,1:34.0,Personal foul by C. Johnson (drawn by C. Boucher),,57,64
211,2,1:34.0,C. Boucher makes free throw 1 of 2,,58,64
212,2,1:34.0,C. Boucher makes free throw 2 of 2,,59,64
213,2,1:15.0,,Personal foul by C. Boucher (drawn by D. Ayton),59,64
214,2,1:10.0,,R. Rubio misses 3-pt jump shot from 26 ft,59,64
215,2,1:07.0,,Offensive rebound by D. Ayton,59,64
216,2,1:06.0,,D. Ayton makes 2-pt layup from 1 ft,59,66
217,2,0:47.0,Offensive foul by N. Powell (drawn by M. Bridges),,59,66
218,2,0:47.0,Turnover by N. Powell (offensive foul),,59,66
219,2,0:47.0,,Personal foul by O. Anunoby (drawn by D. Booker),59,66
220,2,0:47.0,,Instant Replay (Request: Ruling Stands),59,66
221,2,0:47.0,,D. Booker makes free throw 1 of 2,59,67
222,2,0:47.0,,D. Booker makes free throw 2 of 2,59,68
223,2,0:33.0,N. Powell misses 2-pt layup from 1 ft,,59,68
224,2,0:32.0,,Defensive rebound by D. Ayton,59,68
225,2,0:13.0,,D. Ayton misses 2-pt layup from 1 ft,59,68
226,2,0:10.0,Defensive rebound by P. Siakam,,59,68
227,2,0:00.0,Personal foul by D. Booker (drawn by C. Boucher),,59,68
228,2,0:00.0,C. Boucher misses free throw 1 of 2,,59,68
229,2,0:00.0,Offensive rebound by Team,,59,68
230,2,0:00.0,,D. Šarić enters the game for R. Rubio,59,68
231,2,0:00.0,Technical foul by D. Booker,,59,68
232,2,0:00.0,K. Lowry makes technical free throw,,60,68
233,2,0:00.0,C. Boucher makes free throw 2 of 2,,61,68
234,3,11:44.0,,Shooting foul by C. Boucher (drawn by D. Ayton),61,68
235,3,11:44.0,,D. Ayton misses free throw 1 of 2,61,68
236,3,11:44.0,,Offensive rebound by Team,61,68
237,3,11:44.0,,D. Ayton makes free throw 2 of 2,61,69
238,3,11:31.0,P. Siakam makes 3-pt jump shot from 26 ft (assist by N. Powell),,64,69
239,3,11:10.0,,D. Booker misses 3-pt jump shot from 25 ft,64,69
240,3,11:07.0,Defensive rebound by K. Lowry,,64,69
241,3,11:01.0,C. Boucher makes 3-pt jump shot from 23 ft (assist by K. Lowry),,67,69
242,3,10:46.0,,R. Rubio makes 2-pt layup at rim,67,71
243,3,10:34.0,Personal foul by D. Booker (drawn by K. Lowry),,67,71
244,3,10:24.0,P. Siakam makes 2-pt jump shot from 8 ft,,69,71
245,3,10:20.0,,Personal foul by N. Powell (drawn by D. Booker),69,71
246,3,10:11.0,,D. Šarić makes 3-pt jump shot from 26 ft,69,74
247,3,9:57.0,C. Boucher misses 3-pt jump shot from 26 ft,,69,74
248,3,9:54.0,,Defensive rebound by D. Booker,69,74
249,3,9:48.0,,Turnover by D. Booker (bad pass; steal by N. Powell),69,74
250,3,9:33.0,K. Lowry makes 2-pt layup from 1 ft,,71,74
251,3,9:20.0,,D. Ayton misses 2-pt jump shot from 8 ft,71,74
252,3,9:19.0,,Offensive rebound by D. Ayton,71,74
253,3,9:17.0,,D. Booker misses 3-pt jump shot from 26 ft,71,74
254,3,9:14.0,,Offensive rebound by Team,71,74
255,3,9:06.0,,Personal foul by P. Siakam (drawn by D. Booker),71,74
256,3,9:04.0,,Turnover by M. Bridges (bad pass; steal by O. Anunoby),71,74
257,3,9:02.0,Offensive foul by O. Anunoby (drawn by R. Rubio),,71,74
258,3,9:02.0,Turnover by O. Anunoby (offensive foul),,71,74
259,3,8:47.0,,D. Booker makes 3-pt jump shot from 23 ft (assist by M. Bridges),71,77
260,3,8:33.0,K. Lowry misses 2-pt jump shot from 19 ft,,71,77
261,3,8:30.0,,Defensive rebound by M. Bridges,71,77
262,3,8:29.0,,Personal foul by K. Lowry (drawn by M. Bridges),71,77
263,3,8:20.0,,D. Šarić misses 3-pt jump shot from 26 ft,71,77
264,3,8:16.0,Defensive rebound by C. Boucher,,71,77
265,3,8:08.0,K. Lowry makes 3-pt jump shot from 26 ft (assist by P. Siakam),,74,77
266,3,7:52.0,,R. Rubio misses 2-pt layup from 6 ft (block by N. Powell),74,77
267,3,7:52.0,,Offensive rebound by Team,74,77
268,3,7:44.0,,Turnover by D. Ayton (bad pass),74,77
269,3,7:44.0,,Violation by Team (delay of game),74,77
270,3,7:35.0,Turnover by C. Boucher (off goaltending),,74,77
271,3,7:25.0,,Personal foul by N. Powell (drawn by D. Booker),74,77
272,3,7:25.0,,D. Booker makes free throw 1 of 2,74,78
273,3,7:25.0,P. McCaw enters the game for N. Powell,,74,78
274,3,7:25.0,,D. Booker misses free throw 2 of 2,74,78
275,3,7:23.0,Defensive rebound by O. Anunoby,,74,78
276,3,7:15.0,K. Lowry makes 3-pt jump shot from 24 ft,,77,78
277,3,6:54.0,,D. Booker misses 2-pt jump shot from 5 ft (block by C. Boucher),77,78
278,3,6:52.0,Defensive rebound by P. Siakam,,77,78
279,3,6:49.0,P. Siakam makes 2-pt dunk from 1 ft (assist by O. Anunoby),,79,78
280,3,6:35.0,,D. Booker misses 3-pt jump shot from 25 ft,79,78
281,3,6:32.0,Defensive rebound by P. McCaw,,79,78
282,3,6:27.0,Turnover by K. Lowry (bad pass),,79,78
283,3,6:27.0,,Phoenix full timeout,79,78
284,3,6:27.0,,C. Johnson enters the game for D. Šarić,79,78
285,3,6:12.0,,M. Bridges makes 2-pt jump shot from 11 ft (assist by C. Johnson),79,80
286,3,5:55.0,K. Lowry misses 3-pt jump shot from 27 ft,,79,80
287,3,5:54.0,,Defensive rebound by R. Rubio,79,80
288,3,5:47.0,,Turnover by R. Rubio (bad pass; steal by O. Anunoby),79,80
289,3,5:47.0,,J. Carter enters the game for R. Rubio,79,80
290,3,5:27.0,O. Anunoby makes 2-pt jump shot from 9 ft,,81,80
291,3,5:03.0,,D. Ayton misses 2-pt jump shot from 14 ft,81,80
292,3,5:01.0,Defensive rebound by P. Siakam,,81,80
293,3,4:49.0,P. McCaw misses 3-pt jump shot from 24 ft,,81,80
294,3,4:46.0,,Defensive rebound by M. Bridges,81,80
295,3,4:42.0,,Turnover by D. Booker (lost ball; steal by K. Lowry),81,80
296,3,4:38.0,Shooting foul by D. Booker (drawn by P. McCaw),,81,80
297,3,4:38.0,P. McCaw misses free throw 1 of 2,,81,80
298,3,4:38.0,Offensive rebound by Team,,81,80
299,3,4:38.0,,E. Okobo enters the game for D. Booker,81,80
300,3,4:38.0,P. McCaw makes free throw 2 of 2,,82,80
301,3,4:25.0,,Turnover by M. Bridges (bad pass; steal by C. Boucher),82,80
302,3,4:12.0,P. Siakam misses 2-pt layup from 7 ft (block by C. Johnson),,82,80
303,3,4:10.0,,Defensive rebound by C. Johnson,82,80
304,3,4:07.0,,Shooting foul by P. McCaw (drawn by C. Johnson),82,80
305,3,4:07.0,,C. Johnson makes free throw 1 of 2,82,81
306,3,4:07.0,M. Thomas enters the game for O. Anunoby,,82,81
307,3,4:07.0,,C. Johnson makes free throw 2 of 2,82,82
308,3,3:49.0,Shooting foul by D. Ayton (drawn by P. Siakam),,82,82
309,3,3:49.0,P. Siakam makes free throw 1 of 2,,83,82
310,3,3:49.0,P. Siakam makes free throw 2 of 2,,84,82
311,3,3:32.0,,D. Ayton misses 2-pt jump shot from 12 ft,84,82
312,3,3:29.0,Defensive rebound by K. Lowry,,84,82
313,3,3:10.0,P. Siakam makes 3-pt jump shot from 27 ft,,87,82
314,3,2:52.0,,J. Carter misses 3-pt jump shot from 23 ft,87,82
315,3,2:48.0,Defensive rebound by C. Boucher,,87,82
316,3,2:44.0,Turnover by K. Lowry (bad pass),,87,82
317,3,2:44.0,Toronto full timeout,,87,82
318,3,2:29.0,,M. Bridges misses 2-pt layup from 1 ft,87,82
319,3,2:27.0,,Offensive rebound by D. Ayton,87,82
320,3,2:27.0,,D. Ayton makes 2-pt layup at rim,87,84
321,3,2:03.0,K. Lowry misses 2-pt jump shot from 15 ft,,87,84
322,3,2:01.0,Offensive rebound by M. Thomas,,87,84
323,3,1:55.0,P. Siakam misses 3-pt jump shot from 26 ft,,87,84
324,3,1:51.0,,Defensive rebound by E. Okobo,87,84
325,3,1:44.0,,C. Johnson misses 3-pt jump shot from 23 ft,87,84
326,3,1:41.0,Defensive rebound by M. Thomas,,87,84
327,3,1:24.0,P. Siakam misses 2-pt layup from 4 ft (block by D. Ayton),,87,84
328,3,1:22.0,,Defensive rebound by D. Ayton,87,84
329,3,1:15.0,,J. Carter misses 3-pt jump shot from 23 ft,87,84
330,3,1:12.0,Defensive rebound by M. Thomas,,87,84
331,3,0:51.0,K. Lowry misses 2-pt layup from 1 ft,,87,84
332,3,0:49.0,,Defensive rebound by D. Ayton,87,84
333,3,0:43.0,,Shooting foul by M. Thomas (drawn by D. Ayton),87,84
334,3,0:43.0,,D. Ayton makes free throw 1 of 2,87,85
335,3,0:43.0,O. Anunoby enters the game for P. Siakam,,87,85
336,3,0:43.0,,D. Šarić enters the game for M. Bridges,87,85
337,3,0:43.0,,D. Ayton makes free throw 2 of 2,87,86
338,3,0:24.0,K. Lowry misses 2-pt layup from 1 ft,,87,86
339,3,0:22.0,,Defensive rebound by D. Šarić,87,86
340,3,0:01.0,,D. Ayton misses 2-pt jump shot from 12 ft (block by O. Anunoby),87,86
341,3,0:01.0,Defensive rebound by M. Thomas,,87,86
342,4,11:41.0,M. Thomas misses 2-pt layup from 1 ft,,87,86
343,4,11:40.0,,Defensive rebound by C. Johnson,87,86
344,4,11:29.0,,D. Booker makes 2-pt jump shot from 15 ft (assist by R. Rubio),87,88
345,4,11:07.0,P. McCaw misses 2-pt jump shot from 14 ft,,87,88
346,4,11:06.0,,Defensive rebound by Team,87,88
347,4,10:51.0,,C. Johnson misses 3-pt jump shot from 23 ft,87,88
348,4,10:48.0,Defensive rebound by C. Boucher,,87,88
349,4,10:40.0,Shooting foul by D. Šarić (drawn by N. Powell),,87,88
350,4,10:40.0,N. Powell makes free throw 1 of 2,,88,88
351,4,10:40.0,N. Powell makes free throw 2 of 2,,89,88
352,4,10:26.0,,Personal foul by O. Anunoby (drawn by D. Booker),89,88
353,4,10:19.0,,R. Rubio makes 2-pt jump shot from 16 ft,89,90
354,4,10:04.0,N. Powell makes 2-pt layup from 1 ft,,91,90
355,4,9:56.0,,Turnover by D. Šarić (bad pass; steal by C. Boucher),91,90
356,4,9:50.0,O. Anunoby misses 2-pt layup from 1 ft,,91,90
357,4,9:47.0,Offensive rebound by C. Boucher,,91,90
358,4,9:47.0,C. Boucher misses 2-pt layup from 1 ft,,91,90
359,4,9:47.0,,Defensive rebound by D. Šarić,91,90
360,4,9:41.0,,J. Carter makes 3-pt jump shot from 23 ft (assist by D. Booker),91,93
361,4,9:24.0,P. McCaw misses 2-pt layup from 2 ft,,91,93
362,4,9:24.0,,Defensive rebound by Team,91,93
363,4,9:24.0,P. Siakam enters the game for M. Thomas,,91,93
364,4,9:13.0,,C. Johnson misses 3-pt jump shot from 23 ft,91,93
365,4,9:10.0,Defensive rebound by N. Powell,,91,93
366,4,9:06.0,Shooting foul by J. Carter (drawn by N. Powell),,91,93
367,4,9:06.0,N. Powell makes free throw 1 of 2,,92,93
368,4,9:06.0,N. Powell misses free throw 2 of 2,,92,93
369,4,9:04.0,,Defensive rebound by D. Booker,92,93
370,4,8:52.0,,C. Johnson misses 2-pt layup from 1 ft (block by P. Siakam),92,93
371,4,8:49.0,Defensive rebound by C. Boucher,,92,93
372,4,8:46.0,Turnover by N. Powell (bad pass; steal by D. Booker),,92,93
373,4,8:43.0,,C. Johnson makes 3-pt jump shot from 24 ft (assist by D. Booker),92,96
374,4,8:25.0,C. Boucher misses 2-pt layup from 2 ft (block by C. Johnson),,92,96
375,4,8:20.0,Offensive rebound by O. Anunoby,,92,96
376,4,8:20.0,O. Anunoby makes 2-pt dunk from 1 ft,,94,96
377,4,8:18.0,,C. Johnson makes 2-pt dunk from 1 ft (assist by J. Carter),94,98
378,4,8:04.0,C. Boucher misses 2-pt jump shot from 4 ft,,94,98
379,4,8:04.0,,Defensive rebound by R. Rubio,94,98
380,4,7:59.0,,J. Carter makes 2-pt layup from 1 ft (assist by R. Rubio),94,100
381,4,7:59.0,Toronto full timeout,,94,100
382,4,7:59.0,K. Lowry enters the game for C. Boucher,,94,100
383,4,7:59.0,,D. Ayton enters the game for D. Šarić,94,100
384,4,7:41.0,N. Powell makes 3-pt jump shot from 26 ft (assist by P. McCaw),,97,100
385,4,7:21.0,,D. Ayton misses 2-pt layup from 1 ft,97,100
