,QUARTER,TIME_REMAINING,UTAH_ACTION,MILWAUKEE_ACTION,UTAH_SCORE,MILWAUKEE_SCORE
113,2,10:51.0,J. Green misses 3-pt jump shot from 25 ft,,25,25
114,2,10:47.0,,Defensive rebound by P. Connaughton,25,25
115,2,10:30.0,,P. Connaughton misses 3-pt jump shot from 27 ft,25,25
116,2,10:27.0,Defensive rebound by E. Mudiay,,25,25
117,2,10:15.0,G. Niang makes 3-pt jump shot from 23 ft (assist by J. Ingles),,28,25
118,2,9:59.0,,S. Brown misses 3-pt jump shot from 25 ft,28,25
119,2,9:56.0,Defensive rebound by E. Mudiay,,28,25
120,2,9:48.0,E. Mudiay makes 2-pt layup from 2 ft,,30,25
121,2,9:39.0,,D. DiVincenzo misses 3-pt jump shot from 26 ft,30,25
122,2,9:37.0,,Offensive rebound by K. Korver,30,25
123,2,9:35.0,,Turnover by K. Korver (bad pass; steal by D. Mitchell),30,25
124,2,9:29.0,J. Ingles makes 3-pt jump shot from 26 ft (assist by G. Niang),,33,25
125,2,9:27.0,,Milwaukee full timeout,33,25
126,2,9:27.0,,W. Matthews enters the game for P. Connaughton,33,25
127,2,9:15.0,,Turnover by W. Matthews (bad pass; steal by J. Ingles),33,25
128,2,9:10.0,D. Mitchell makes 2-pt layup from 1 ft (assist by E. Mudiay),,35,25
129,2,8:57.0,,W. Matthews misses 3-pt jump shot from 28 ft,35,25
130,2,8:54.0,Defensive rebound by D. Mitchell,,35,25
131,2,8:53.0,Personal foul by D. DiVincenzo (drawn by D. Mitchell),,35,25
132,2,8:53.0,,B. Lopez enters the game for K. Korver,35,25
133,2,8:43.0,G. Niang misses 2-pt jump shot from 16 ft,,35,25
134,2,8:41.0,,Defensive rebound by G. Antetokounmpo,35,25
135,2,8:29.0,,G. Antetokounmpo misses 3-pt jump shot from 26 ft,35,25
136,2,8:26.0,Defensive rebound by E. Mudiay,,35,25
137,2,8:21.0,G. Niang misses 3-pt jump shot from 23 ft,,35,25
138,2,8:18.0,,Defensive rebound by D. DiVincenzo,35,25
139,2,8:17.0,,Shooting foul by E. Mudiay (drawn by D. DiVincenzo),35,25
140,2,8:17.0,,D. DiVincenzo makes free throw 1 of 2,35,26
141,2,8:17.0,B. Bogdanović enters the game for J. Ingles,,35,26
142,2,8:17.0,T. Bradley enters the game for D. Mitchell,,35,26
143,2,8:17.0,R. O'Neale enters the game for G. Niang,,35,26
144,2,8:17.0,,E. Bledsoe enters the game for G. Antetokounmpo,35,26
145,2,8:17.0,,D. DiVincenzo makes free throw 2 of 2,35,27
146,2,8:06.0,Turnover by E. Mudiay (bad pass),,35,27
147,2,7:54.0,,Shooting foul by T. Bradley (drawn by B. Lopez),35,27
148,2,7:54.0,,B. Lopez makes free throw 1 of 2,35,28
149,2,7:54.0,M. Conley enters the game for E. Mudiay,,35,28
150,2,7:54.0,,E. İlyasova enters the game for D. DiVincenzo,35,28
151,2,7:54.0,,B. Lopez makes free throw 2 of 2,35,29
152,2,7:44.0,Personal foul by E. Bledsoe (drawn by M. Conley),,35,29
153,2,7:44.0,G. Niang enters the game for J. Green,,35,29
154,2,7:35.0,Personal foul by W. Matthews (drawn by B. Bogdanović),,35,29
155,2,7:25.0,G. Niang misses 2-pt jump shot from 12 ft,,35,29
156,2,7:23.0,Offensive rebound by G. Niang,,35,29
157,2,7:20.0,B. Bogdanović misses 3-pt jump shot from 27 ft,,35,29
158,2,7:17.0,,Defensive rebound by E. İlyasova,35,29
159,2,7:12.0,,Offensive foul by E. Bledsoe (drawn by B. Bogdanović),35,29
160,2,7:12.0,,Turnover by E. Bledsoe (offensive foul),35,29
161,2,7:12.0,,Milwaukee full timeout,35,29
162,2,7:12.0,,Instant Replay (Challenge: Ruling Stands),35,29
163,2,7:12.0,Technical foul by M. Budenholzer,,35,29
164,2,7:12.0,,D. DiVincenzo enters the game for E. Bledsoe,35,29
165,2,7:12.0,B. Bogdanović makes technical free throw,,36,29
166,2,6:50.0,B. Bogdanović makes 3-pt jump shot from 27 ft (assist by M. Conley),,39,29
167,2,6:36.0,,W. Matthews makes 2-pt layup from 1 ft,39,31
168,2,6:36.0,,Shooting foul by G. Niang (drawn by W. Matthews),39,31
169,2,6:36.0,,G. Antetokounmpo enters the game for E. İlyasova,39,31
170,2,6:36.0,,W. Matthews makes free throw 1 of 1,39,32
171,2,6:24.0,M. Conley misses 3-pt jump shot from 27 ft,,39,32
172,2,6:21.0,,Defensive rebound by S. Brown,39,32
173,2,6:15.0,,S. Brown misses 2-pt layup from 2 ft,39,32
174,2,6:11.0,Defensive rebound by T. Bradley,,39,32
175,2,5:59.0,R. O'Neale misses 3-pt jump shot from 27 ft,,39,32
176,2,5:56.0,Offensive rebound by T. Bradley,,39,32
177,2,5:47.0,B. Bogdanović misses 2-pt jump shot from 8 ft,,39,32
178,2,5:47.0,Offensive rebound by T. Bradley,,39,32
179,2,5:47.0,Shooting foul by S. Brown (drawn by T. Bradley),,39,32
180,2,5:47.0,T. Bradley makes free throw 1 of 2,,40,32
181,2,5:47.0,J. Ingles enters the game for G. Niang,,40,32
182,2,5:47.0,T. Bradley makes free throw 2 of 2,,41,32
183,2,5:29.0,,S. Brown misses 2-pt layup from 5 ft (block by T. Bradley),41,32
184,2,5:27.0,Defensive rebound by B. Bogdanović,,41,32
185,2,5:27.0,Personal foul by W. Matthews (drawn by M. Conley),,41,32
186,2,5:27.0,M. Conley makes free throw 1 of 2,,42,32
187,2,5:27.0,,P. Connaughton enters the game for S. Brown,42,32
188,2,5:27.0,M. Conley makes free throw 2 of 2,,43,32
189,2,5:15.0,,D. DiVincenzo misses 3-pt jump shot from 27 ft,43,32
190,2,5:12.0,Defensive rebound by T. Bradley,,43,32
191,2,5:10.0,,Violation by Team (kicked ball),43,32
192,2,5:10.0,D. Mitchell enters the game for R. O'Neale,,43,32
193,2,4:59.0,Turnover by B. Bogdanović (bad pass; steal by G. Antetokounmpo),,43,32
194,2,4:53.0,,G. Antetokounmpo misses 2-pt dunk from 2 ft (block by T. Bradley),43,32
195,2,4:47.0,,Offensive rebound by D. DiVincenzo,43,32
196,2,4:46.0,,D. DiVincenzo makes 2-pt layup from 2 ft,43,34
197,2,4:35.0,T. Bradley makes 2-pt layup from 6 ft (assist by M. Conley),,45,34
198,2,4:26.0,,Shooting foul by T. Bradley (drawn by G. Antetokounmpo),45,34
199,2,4:26.0,,G. Antetokounmpo misses free throw 1 of 2,45,34
200,2,4:26.0,,Offensive rebound by Team,45,34
201,2,4:26.0,,G. Antetokounmpo misses free throw 2 of 2,45,34
202,2,4:21.0,Defensive rebound by T. Bradley,,45,34
203,2,4:12.0,Turnover by D. Mitchell (bad pass; steal by D. DiVincenzo),,45,34
204,2,4:08.0,,P. Connaughton makes 2-pt layup from 2 ft,45,36
205,2,3:47.0,B. Bogdanović makes 2-pt layup from 1 ft,,47,36
206,2,3:36.0,,B. Lopez misses 2-pt layup from 2 ft,47,36
207,2,3:34.0,Defensive rebound by T. Bradley,,47,36
208,2,3:26.0,Personal foul by P. Connaughton (drawn by J. Ingles),,47,36
209,2,3:26.0,J. Ingles makes free throw 1 of 2,,48,36
210,2,3:26.0,J. Green enters the game for T. Bradley,,48,36
211,2,3:26.0,J. Ingles makes free throw 2 of 2,,49,36
212,2,3:01.0,,B. Lopez misses 2-pt jump shot from 10 ft,49,36
213,2,2:57.0,,Offensive rebound by P. Connaughton,49,36
214,2,2:57.0,,P. Connaughton makes 2-pt layup from 1 ft,49,38
215,2,2:46.0,D. Mitchell misses 2-pt layup from 5 ft (block by B. Lopez),,49,38
216,2,2:43.0,,Defensive rebound by P. Connaughton,49,38
217,2,2:35.0,,G. Antetokounmpo makes 2-pt dunk from 1 ft (assist by W. Matthews),49,40
218,2,2:15.0,Turnover by J. Green (out of bounds lost ball),,49,40
219,2,2:15.0,,S. Brown enters the game for W. Matthews,49,40
220,2,2:03.0,,Personal foul by J. Green (drawn by G. Antetokounmpo),49,40
221,2,2:03.0,,G. Antetokounmpo misses free throw 1 of 2,49,40
222,2,2:03.0,,Offensive rebound by Team,49,40
223,2,2:03.0,T. Bradley enters the game for J. Green,,49,40
224,2,2:03.0,,G. Antetokounmpo misses free throw 2 of 2,49,40
225,2,2:00.0,Defensive rebound by M. Conley,,49,40
226,2,1:50.0,B. Bogdanović makes 3-pt jump shot from 26 ft (assist by T. Bradley),,52,40
227,2,1:39.0,,Shooting foul by D. Mitchell (drawn by G. Antetokounmpo),52,40
228,2,1:39.0,,G. Antetokounmpo makes free throw 1 of 2,52,41
229,2,1:39.0,,G. Antetokounmpo makes free throw 2 of 2,52,42
230,2,1:27.0,Turnover by D. Mitchell (out of bounds lost ball),,52,42
231,2,1:16.0,,G. Antetokounmpo makes 2-pt layup from 1 ft,52,44
232,2,1:16.0,,Shooting foul by T. Bradley (drawn by G. Antetokounmpo),52,44
233,2,1:16.0,J. Green enters the game for T. Bradley,,52,44
234,2,1:16.0,R. O'Neale enters the game for J. Ingles,,52,44
235,2,1:16.0,,G. Antetokounmpo makes free throw 1 of 1,52,45
236,2,1:03.0,B. Bogdanović makes 2-pt jump shot from 8 ft (assist by M. Conley),,54,45
237,2,0:38.0,,S. Brown misses 3-pt jump shot from 23 ft,54,45
238,2,0:35.0,Defensive rebound by M. Conley,,54,45
239,2,0:30.0,J. Green makes 3-pt jump shot from 27 ft (assist by B. Bogdanović),,57,45
240,2,0:10.0,,S. Brown makes 3-pt jump shot from 26 ft (assist by P. Connaughton),57,48
241,3,11:39.0,D. Mitchell misses 3-pt jump shot from 27 ft,,57,48
242,3,11:36.0,,Defensive rebound by G. Antetokounmpo,57,48
243,3,11:30.0,,B. Lopez misses 3-pt jump shot from 27 ft,57,48
244,3,11:30.0,,Offensive rebound by Team,57,48
245,3,11:25.0,,Def 3 sec tech foul by Team,57,48
246,3,11:25.0,,W. Matthews makes technical free throw,57,49
247,3,11:14.0,,W. Matthews makes 3-pt jump shot from 27 ft (assist by G. Antetokounmpo),57,52
248,3,10:46.0,M. Conley misses 2-pt jump shot from 16 ft,,57,52
249,3,10:43.0,,Defensive rebound by W. Matthews,57,52
250,3,10:37.0,,Personal foul by R. O'Neale (drawn by G. Antetokounmpo),57,52
251,3,10:30.0,,Shooting foul by T. Bradley (drawn by G. Antetokounmpo),57,52
252,3,10:30.0,,Instant Replay (Request: Ruling Stands),57,52
253,3,10:30.0,,G. Antetokounmpo makes free throw 1 of 2,57,53
254,3,10:30.0,J. Green enters the game for T. Bradley,,57,53
255,3,10:30.0,,G. Antetokounmpo makes free throw 2 of 2,57,54
256,3,10:14.0,J. Green makes 2-pt jump shot from 7 ft (assist by M. Conley),,59,54
257,3,10:05.0,,E. Bledsoe makes 2-pt layup from 1 ft,59,56
258,3,9:42.0,M. Conley misses 3-pt jump shot from 26 ft,,59,56
259,3,9:40.0,,Defensive rebound by B. Lopez,59,56
260,3,9:28.0,,B. Lopez misses 3-pt jump shot from 26 ft,59,56
261,3,9:25.0,Defensive rebound by R. O'Neale,,59,56
262,3,9:18.0,Def 3 sec tech foul by Team,,59,56
263,3,9:18.0,D. Mitchell makes technical free throw,,60,56
264,3,9:12.0,B. Bogdanović makes 3-pt jump shot from 28 ft,,63,56
265,3,8:58.0,,W. Matthews makes 3-pt jump shot from 26 ft (assist by E. Bledsoe),63,59
266,3,8:33.0,D. Mitchell makes 3-pt jump shot from 27 ft,,66,59
267,3,8:20.0,,G. Antetokounmpo misses 2-pt jump shot from 14 ft,66,59
268,3,8:17.0,Defensive rebound by B. Bogdanović,,66,59
269,3,8:10.0,B. Bogdanović makes 2-pt layup from 2 ft,,68,59
270,3,8:10.0,,Milwaukee full timeout,68,59
271,3,7:56.0,,W. Matthews makes 3-pt jump shot from 27 ft (assist by G. Antetokounmpo),68,62
272,3,7:34.0,M. Conley misses 2-pt layup from 3 ft,,68,62
273,3,7:31.0,,Defensive rebound by B. Lopez,68,62
274,3,7:29.0,,Turnover by B. Lopez (bad pass; steal by B. Bogdanović),68,62
275,3,7:24.0,B. Bogdanović makes 3-pt jump shot from 27 ft,,71,62
276,3,7:13.0,,Shooting foul by D. Mitchell (drawn by E. Bledsoe),71,62
277,3,7:13.0,,E. Bledsoe makes free throw 1 of 2,71,63
278,3,7:13.0,,S. Brown enters the game for D. DiVincenzo,71,63
279,3,7:13.0,,E. Bledsoe makes free throw 2 of 2,71,64
280,3,6:55.0,J. Green makes 3-pt jump shot from 26 ft (assist by M. Conley),,74,64
281,3,6:42.0,,G. Antetokounmpo makes 2-pt layup from 1 ft (assist by E. Bledsoe),74,66
282,3,6:21.0,D. Mitchell misses 3-pt jump shot from 26 ft,,74,66
283,3,6:19.0,,Defensive rebound by G. Antetokounmpo,74,66
284,3,6:13.0,,W. Matthews makes 3-pt jump shot from 26 ft (assist by G. Antetokounmpo),74,69
285,3,6:04.0,Offensive foul by M. Conley (drawn by E. Bledsoe),,74,69
286,3,6:04.0,Turnover by M. Conley (offensive foul),,74,69
287,3,6:04.0,J. Ingles enters the game for D. Mitchell,,74,69
288,3,5:49.0,,G. Antetokounmpo makes 2-pt jump shot from 17 ft,74,71
289,3,5:36.0,B. Bogdanović misses 3-pt jump shot from 29 ft,,74,71
290,3,5:33.0,,Defensive rebound by S. Brown,74,71
291,3,5:28.0,,G. Antetokounmpo makes 3-pt jump shot from 25 ft,74,74
292,3,5:28.0,Utah full timeout,,74,74
293,3,5:28.0,,E. İlyasova enters the game for B. Lopez,74,74
294,3,5:06.0,J. Green misses 3-pt jump shot from 23 ft,,74,74
295,3,5:03.0,,Defensive rebound by E. Bledsoe,74,74
296,3,4:59.0,,S. Brown misses 3-pt jump shot from 26 ft,74,74
297,3,4:56.0,Defensive rebound by R. O'Neale,,74,74
298,3,4:40.0,J. Ingles makes 3-pt jump shot from 26 ft (assist by R. O'Neale),,77,74
299,3,4:28.0,,G. Antetokounmpo misses 2-pt layup from 7 ft (block by R. O'Neale),77,74
300,3,4:24.0,,Offensive rebound by G. Antetokounmpo,77,74
301,3,4:23.0,,G. Antetokounmpo makes 2-pt dunk from 1 ft,77,76
302,3,4:18.0,Personal foul by W. Matthews (drawn by B. Bogdanović),,77,76
303,3,4:18.0,E. Mudiay enters the game for M. Conley,,77,76
304,3,4:18.0,,D. DiVincenzo enters the game for E. Bledsoe,77,76
305,3,4:01.0,J. Ingles misses 3-pt jump shot from 26 ft,,77,76
306,3,3:58.0,,Defensive rebound by W. Matthews,77,76
307,3,3:49.0,,D. DiVincenzo misses 3-pt jump shot from 26 ft,77,76
308,3,3:49.0,,Offensive rebound by Team,77,76
309,3,3:49.0,,Personal foul by R. O'Neale (drawn by G. Antetokounmpo),77,76
310,3,3:49.0,G. Niang enters the game for B. Bogdanović,,77,76
311,3,3:49.0,,P. Connaughton enters the game for W. Matthews,77,76
312,3,3:39.0,,Personal foul by E. Mudiay (drawn by G. Antetokounmpo),77,76
313,3,3:39.0,,G. Antetokounmpo makes free throw 1 of 2,77,77
314,3,3:39.0,D. Mitchell enters the game for R. O'Neale,,77,77
315,3,3:39.0,,G. Antetokounmpo makes free throw 2 of 2,77,78
316,3,3:27.0,Turnover by J. Green (bad pass),,77,78
317,3,3:09.0,,P. Connaughton misses 3-pt jump shot from 26 ft,77,78
318,3,3:05.0,Defensive rebound by J. Green,,77,78
319,3,2:59.0,G. Niang makes 3-pt jump shot from 26 ft (assist by D. Mitchell),,80,78
320,3,2:44.0,,D. DiVincenzo misses 3-pt jump shot from 27 ft,80,78
321,3,2:43.0,,Offensive rebound by E. İlyasova,80,78
322,3,2:42.0,,E. İlyasova makes 2-pt layup from 3 ft,80,80
323,3,2:24.0,J. Green makes 3-pt jump shot from 26 ft (assist by E. Mudiay),,83,80
324,3,2:13.0,,G. Antetokounmpo makes 3-pt jump shot from 27 ft (assist by S. Brown),83,83
325,3,1:50.0,Personal foul by G. Antetokounmpo (drawn by D. Mitchell),,83,83
326,3,1:50.0,Utah full timeout,,83,83
327,3,1:44.0,D. Mitchell misses 3-pt jump shot from 27 ft (block by P. Connaughton),,83,83
328,3,1:44.0,Offensive rebound by Team,,83,83
329,3,1:39.0,D. Mitchell misses 3-pt jump shot from 25 ft,,83,83
330,3,1:37.0,,Defensive rebound by Team,83,83
331,3,1:28.0,,G. Antetokounmpo misses 3-pt jump shot from 27 ft,83,83
332,3,1:26.0,Defensive rebound by G. Niang,,83,83
333,3,1:18.0,G. Niang misses 3-pt jump shot from 26 ft,,83,83
334,3,1:15.0,,Defensive rebound by E. İlyasova,83,83
335,3,1:09.0,,G. Antetokounmpo makes 2-pt layup from 2 ft (assist by D. DiVincenzo),83,85
336,3,0:50.0,G. Niang misses 3-pt jump shot from 24 ft,,83,85
337,3,0:47.0,,Defensive rebound by G. Antetokounmpo,83,85
338,3,0:41.0,,E. İlyasova makes 2-pt jump shot from 6 ft (assist by G. Antetokounmpo),83,87
339,3,0:33.0,D. Mitchell misses 2-pt jump shot from 16 ft,,83,87
340,3,0:29.0,,Defensive rebound by G. Antetokounmpo,83,87
341,3,0:11.0,,P. Connaughton makes 3-pt jump shot from 25 ft (assist by G. Antetokounmpo),83,90
342,3,0:11.0,Technical foul by S. Brown,,83,90
343,3,0:11.0,,Technical foul by J. Ingles,83,90
344,3,0:11.0,,W. Matthews enters the game for G. Antetokounmpo,83,90
345,3,0:00.0,Turnover by E. Mudiay (bad pass; steal by E. İlyasova),,83,90
346,4,11:37.0,,E. İlyasova misses 2-pt layup from 2 ft,83,90
347,4,11:36.0,,Offensive rebound by E. İlyasova,83,90
348,4,11:36.0,,E. İlyasova makes 2-pt layup from 4 ft,83,92
349,4,11:14.0,G. Niang makes 2-pt layup from 7 ft,,85,92
350,4,10:59.0,,E. Bledsoe makes 3-pt jump shot from 27 ft,85,95
351,4,10:39.0,J. Ingles misses 3-pt jump shot from 27 ft,,85,95
352,4,10:35.0,,Defensive rebound by P. Connaughton,85,95
353,4,10:30.0,,E. Bledsoe misses 3-pt jump shot from 27 ft,85,95
354,4,10:27.0,Defensive rebound by G. Niang,,85,95
355,4,10:23.0,G. Niang makes 2-pt layup from 2 ft,,87,95
356,4,10:06.0,,S. Brown misses 3-pt jump shot from 27 ft,87,95
357,4,10:03.0,Defensive rebound by T. Bradley,,87,95
358,4,9:56.0,J. Ingles makes 2-pt jump shot from 10 ft,,89,95
359,4,9:39.0,,E. İlyasova makes 3-pt jump shot from 26 ft (assist by E. Bledsoe),89,98
360,4,9:29.0,J. Ingles makes 2-pt jump shot from 14 ft,,91,98
361,4,9:12.0,,E. Bledsoe misses 2-pt layup from 9 ft,91,98
362,4,9:10.0,,Offensive rebound by E. Bledsoe,91,98
363,4,9:04.0,,S. Brown makes 2-pt layup from 2 ft (assist by B. Lopez),91,100
364,4,9:04.0,Violation by Team (def goaltending),,91,100
365,4,8:52.0,Shooting foul by S. Brown (drawn by E. Mudiay),,91,100
366,4,8:52.0,E. Mudiay misses free throw 1 of 2,,91,100
367,4,8:52.0,Offensive rebound by Team,,91,100
368,4,8:52.0,B. Bogdanović enters the game for J. Ingles,,91,100
369,4,8:52.0,R. O'Neale enters the game for D. Mitchell,,91,100
