,QUARTER,TIME_REMAINING,PORTLAND_ACTION,ORLANDO_ACTION,PORTLAND_SCORE,ORLANDO_SCORE
66,1,3:43.0,Turnover by C. McCollum (bad pass; steal by N. Vučević),,23,24
67,1,3:39.0,,J. Ennis misses 3-pt jump shot from 26 ft,23,24
68,1,3:35.0,Defensive rebound by G. Trent,,23,24
69,1,3:29.0,T. Ariza misses 3-pt jump shot from 24 ft,,23,24
70,1,3:27.0,Offensive rebound by H. Whiteside,,23,24
71,1,3:26.0,H. Whiteside makes 2-pt jump shot from 3 ft,,25,24
72,1,3:16.0,,Orlando full timeout,25,24
73,1,3:16.0,M. Hezonja enters the game for C. Anthony,,25,24
74,1,3:16.0,A. Simons enters the game for G. Trent,,25,24
75,1,3:16.0,,D. Augustin enters the game for J. Ennis,25,24
76,1,3:16.0,,M. Carter-Williams enters the game for E. Fournier,25,24
77,1,3:16.0,,G. Clark enters the game for M. Fultz,25,24
78,1,2:58.0,,N. Vučević misses 3-pt jump shot from 25 ft,25,24
79,1,2:55.0,Defensive rebound by H. Whiteside,,25,24
80,1,2:40.0,C. McCollum makes 3-pt jump shot from 25 ft (assist by A. Simons),,28,24
81,1,2:28.0,,D. Augustin misses 2-pt jump shot from 12 ft,28,24
82,1,2:25.0,Defensive rebound by H. Whiteside,,28,24
83,1,2:17.0,M. Hezonja makes 2-pt jump shot from 20 ft (assist by A. Simons),,30,24
84,1,2:04.0,,N. Vučević misses 2-pt jump shot from 16 ft,30,24
85,1,2:01.0,Defensive rebound by H. Whiteside,,30,24
86,1,1:43.0,H. Whiteside misses 2-pt jump shot from 15 ft,,30,24
87,1,1:41.0,Offensive rebound by T. Ariza,,30,24
88,1,1:38.0,A. Simons makes 3-pt jump shot from 27 ft (assist by M. Hezonja),,33,24
89,1,1:28.0,,Personal foul by A. Simons (drawn by D. Augustin),33,24
90,1,1:28.0,W. Gabriel enters the game for T. Ariza,,33,24
91,1,1:28.0,N. Little enters the game for H. Whiteside,,33,24
92,1,1:28.0,,M. Bamba enters the game for N. Vučević,33,24
93,1,1:21.0,,M. Carter-Williams misses 3-pt jump shot from 25 ft,33,24
94,1,1:17.0,Defensive rebound by M. Hezonja,,33,24
95,1,1:09.0,A. Simons misses 3-pt jump shot from 26 ft,,33,24
96,1,1:09.0,,Defensive rebound by Team,33,24
97,1,1:09.0,Loose ball foul by W. Gabriel (drawn by M. Bamba),,33,24
98,1,1:09.0,,M. Bamba makes free throw 1 of 2,33,25
99,1,1:09.0,,M. Bamba makes free throw 2 of 2,33,26
100,1,0:58.0,C. McCollum misses 3-pt jump shot from 26 ft,,33,26
101,1,0:54.0,,Defensive rebound by T. Ross,33,26
102,1,0:48.0,,Shooting foul by N. Little (drawn by T. Ross),33,26
103,1,0:48.0,,T. Ross makes free throw 1 of 2,33,27
104,1,0:48.0,,T. Ross makes free throw 2 of 2,33,28
105,1,0:31.0,C. McCollum makes 2-pt jump shot from 8 ft (assist by M. Hezonja),,35,28
106,1,0:19.0,,T. Ross misses 3-pt jump shot from 26 ft,35,28
107,1,0:16.0,Defensive rebound by M. Hezonja,,35,28
108,1,0:01.0,Turnover by W. Gabriel (off goaltending),,35,28
109,1,0:00.0,,D. Augustin misses 3-pt jump shot from 52 ft,35,28
110,1,0:00.0,,Offensive rebound by Team,35,28
111,2,11:45.0,,G. Clark makes 3-pt jump shot from 23 ft (assist by D. Augustin),35,31
112,2,11:30.0,A. Simons misses 3-pt jump shot from 25 ft,,35,31
113,2,11:27.0,,Defensive rebound by T. Ross,35,31
114,2,11:19.0,,T. Ross misses 3-pt jump shot from 26 ft,35,31
115,2,11:16.0,Defensive rebound by W. Gabriel,,35,31
116,2,11:09.0,M. Hezonja makes 2-pt jump shot from 11 ft,,37,31
117,2,10:51.0,,T. Ross makes 3-pt jump shot from 25 ft (assist by D. Augustin),37,34
118,2,10:30.0,W. Gabriel makes 3-pt jump shot from 25 ft (assist by A. Simons),,40,34
119,2,10:11.0,,M. Carter-Williams misses 2-pt jump shot from 9 ft,40,34
120,2,10:08.0,,Offensive rebound by M. Carter-Williams,40,34
121,2,10:07.0,,M. Carter-Williams misses 2-pt layup from 6 ft,40,34
122,2,10:04.0,Defensive rebound by W. Gabriel,,40,34
123,2,9:51.0,G. Trent misses 2-pt layup from 4 ft (block by M. Carter-Williams),,40,34
124,2,9:49.0,,Defensive rebound by M. Carter-Williams,40,34
125,2,9:45.0,,T. Ross misses 3-pt jump shot from 26 ft,40,34
126,2,9:41.0,Defensive rebound by M. Hezonja,,40,34
127,2,9:38.0,Shooting foul by M. Carter-Williams (drawn by M. Hezonja),,40,34
128,2,9:38.0,M. Hezonja makes free throw 1 of 2,,41,34
129,2,9:38.0,M. Hezonja makes free throw 2 of 2,,42,34
130,2,9:28.0,,M. Bamba makes 3-pt jump shot from 25 ft (assist by D. Augustin),42,37
131,2,9:25.0,Portland full timeout,,42,37
132,2,9:12.0,A. Simons misses 2-pt jump shot from 19 ft,,42,37
133,2,9:08.0,,Defensive rebound by M. Bamba,42,37
134,2,8:57.0,,Turnover by D. Augustin (bad pass; steal by N. Little),42,37
135,2,8:53.0,N. Little makes 2-pt dunk from 1 ft,,44,37
136,2,8:33.0,,T. Ross makes 3-pt jump shot from 25 ft (assist by M. Bamba),44,40
137,2,8:19.0,A. Simons misses 2-pt jump shot from 9 ft,,44,40
138,2,8:17.0,,Defensive rebound by M. Bamba,44,40
139,2,8:11.0,,T. Ross makes 3-pt jump shot from 25 ft (assist by D. Augustin),44,43
140,2,7:53.0,G. Trent makes 2-pt jump shot from 15 ft (assist by W. Gabriel),,46,43
141,2,7:41.0,,T. Ross makes 2-pt dunk from 3 ft (assist by D. Augustin),46,45
142,2,7:31.0,Personal foul by T. Ross (drawn by M. Hezonja),,46,45
143,2,7:31.0,T. Ariza enters the game for W. Gabriel,,46,45
144,2,7:31.0,H. Whiteside enters the game for N. Little,,46,45
145,2,7:31.0,,E. Fournier enters the game for M. Bamba,46,45
146,2,7:31.0,,N. Vučević enters the game for M. Carter-Williams,46,45
147,2,7:25.0,G. Trent makes 3-pt jump shot from 27 ft (assist by A. Simons),,49,45
148,2,7:06.0,,T. Ross makes 2-pt layup from 2 ft (assist by G. Clark),49,47
149,2,6:55.0,H. Whiteside makes 2-pt dunk from 3 ft (assist by A. Simons),,51,47
150,2,6:40.0,,Personal foul by A. Simons (drawn by D. Augustin),51,47
151,2,6:40.0,C. McCollum enters the game for G. Trent,,51,47
152,2,6:40.0,,J. Ennis enters the game for G. Clark,51,47
153,2,6:29.0,,E. Fournier misses 3-pt jump shot from 24 ft,51,47
154,2,6:25.0,Defensive rebound by H. Whiteside,,51,47
155,2,6:12.0,C. McCollum makes 2-pt jump shot from 17 ft,,53,47
156,2,5:58.0,,D. Augustin misses 2-pt layup from 5 ft,53,47
157,2,5:56.0,Defensive rebound by M. Hezonja,,53,47
158,2,5:51.0,M. Hezonja makes 2-pt jump shot from 4 ft,,55,47
159,2,5:42.0,,Orlando full timeout,55,47
160,2,5:42.0,C. Anthony enters the game for A. Simons,,55,47
161,2,5:42.0,,M. Fultz enters the game for T. Ross,55,47
162,2,5:36.0,,N. Vučević makes 2-pt jump shot from 17 ft (assist by M. Fultz),55,49
163,2,5:19.0,Shooting foul by M. Fultz (drawn by C. McCollum),,55,49
164,2,5:19.0,C. McCollum makes free throw 1 of 2,,56,49
165,2,5:19.0,C. McCollum makes free throw 2 of 2,,57,49
166,2,5:05.0,,J. Ennis misses 2-pt layup from 3 ft (block by H. Whiteside),57,49
167,2,5:05.0,,Offensive rebound by Team,57,49
168,2,5:00.0,,E. Fournier misses 2-pt jump shot from 10 ft,57,49
169,2,4:56.0,Defensive rebound by M. Hezonja,,57,49
170,2,4:48.0,H. Whiteside misses 2-pt jump shot from 12 ft,,57,49
171,2,4:46.0,,Defensive rebound by N. Vučević,57,49
172,2,4:40.0,,D. Augustin misses 2-pt jump shot from 16 ft,57,49
173,2,4:36.0,Defensive rebound by C. Anthony,,57,49
174,2,4:25.0,C. Anthony makes 2-pt jump shot from 16 ft,,59,49
175,2,4:06.0,,M. Fultz makes 2-pt jump shot from 10 ft,59,51
176,2,3:52.0,H. Whiteside makes 2-pt hook shot from 5 ft (assist by C. Anthony),,61,51
177,2,3:41.0,,D. Augustin makes 2-pt layup from 3 ft (assist by M. Fultz),61,53
178,2,3:26.0,M. Hezonja misses 2-pt jump shot from 8 ft,,61,53
179,2,3:23.0,,Defensive rebound by N. Vučević,61,53
180,2,3:17.0,,N. Vučević misses 3-pt jump shot from 26 ft,61,53
181,2,3:14.0,Defensive rebound by Team,,61,53
182,2,3:14.0,,T. Ross enters the game for D. Augustin,61,53
183,2,2:58.0,M. Hezonja misses 3-pt jump shot from 26 ft,,61,53
184,2,2:54.0,,Defensive rebound by T. Ross,61,53
185,2,2:49.0,,T. Ross misses 3-pt jump shot from 26 ft,61,53
186,2,2:44.0,,Offensive rebound by N. Vučević,61,53
187,2,2:41.0,,E. Fournier makes 3-pt jump shot from 25 ft (assist by T. Ross),61,56
188,2,2:17.0,C. Anthony misses 2-pt jump shot from 12 ft,,61,56
189,2,2:14.0,,Defensive rebound by T. Ross,61,56
190,2,2:08.0,,Turnover by E. Fournier (lost ball; steal by T. Ariza),61,56
191,2,2:04.0,C. Anthony makes 2-pt layup from 1 ft (assist by T. Ariza),,63,56
192,2,1:48.0,,E. Fournier misses 3-pt jump shot from 23 ft,63,56
193,2,1:46.0,Defensive rebound by H. Whiteside,,63,56
194,2,1:38.0,C. McCollum makes 2-pt jump shot from 18 ft,,65,56
195,2,1:22.0,,N. Vučević makes 2-pt layup from 1 ft (assist by E. Fournier),65,58
196,2,1:03.0,C. McCollum misses 2-pt layup from 5 ft,,65,58
197,2,1:01.0,,Defensive rebound by E. Fournier,65,58
198,2,0:58.0,,T. Ross misses 3-pt jump shot from 25 ft,65,58
199,2,0:54.0,Defensive rebound by C. McCollum,,65,58
200,2,0:52.0,T. Ariza makes 2-pt dunk from 1 ft (assist by C. McCollum),,67,58
201,2,0:44.0,,T. Ross misses 3-pt jump shot from 24 ft,67,58
202,2,0:41.0,Defensive rebound by M. Hezonja,,67,58
203,2,0:26.0,Shooting foul by J. Ennis (drawn by H. Whiteside),,67,58
204,2,0:26.0,H. Whiteside makes free throw 1 of 2,,68,58
205,2,0:26.0,G. Trent enters the game for C. McCollum,,68,58
206,2,0:26.0,,D. Augustin enters the game for M. Fultz,68,58
207,2,0:26.0,H. Whiteside makes free throw 2 of 2,,69,58
208,2,0:06.0,,Personal foul by H. Whiteside (drawn by E. Fournier),69,58
209,3,11:44.0,,M. Fultz makes 2-pt jump shot from 11 ft,69,60
210,3,11:27.0,G. Trent misses 2-pt jump shot from 23 ft,,69,60
211,3,11:23.0,Offensive rebound by C. Anthony,,69,60
212,3,11:19.0,H. Whiteside misses 2-pt hook shot from 5 ft,,69,60
213,3,11:17.0,,Defensive rebound by N. Vučević,69,60
214,3,11:01.0,,E. Fournier misses 3-pt jump shot from 23 ft,69,60
215,3,10:59.0,Defensive rebound by C. Anthony,,69,60
216,3,10:51.0,Offensive foul by C. Anthony (drawn by G. Clark),,69,60
217,3,10:51.0,Turnover by C. Anthony (offensive foul),,69,60
218,3,10:38.0,,J. Ennis misses 3-pt jump shot from 24 ft,69,60
219,3,10:33.0,Defensive rebound by H. Whiteside,,69,60
220,3,10:19.0,C. McCollum misses 3-pt jump shot from 26 ft,,69,60
221,3,10:15.0,,Defensive rebound by J. Ennis,69,60
222,3,10:03.0,,M. Fultz misses 2-pt layup from 6 ft,69,60
223,3,10:00.0,,Offensive rebound by M. Fultz,69,60
224,3,9:58.0,,N. Vučević makes 2-pt jump shot from 15 ft (assist by M. Fultz),69,62
225,3,9:37.0,H. Whiteside misses 2-pt hook shot from 6 ft,,69,62
226,3,9:35.0,,Defensive rebound by Team,69,62
227,3,9:21.0,,M. Fultz makes 2-pt jump shot from 19 ft (assist by N. Vučević),69,64
228,3,8:59.0,C. McCollum misses 3-pt jump shot from 22 ft,,69,64
229,3,8:58.0,Offensive rebound by H. Whiteside,,69,64
230,3,8:58.0,Shooting foul by N. Vučević (drawn by H. Whiteside),,69,64
231,3,8:58.0,H. Whiteside makes free throw 1 of 2,,70,64
232,3,8:58.0,H. Whiteside makes free throw 2 of 2,,71,64
233,3,8:44.0,,M. Fultz misses 2-pt jump shot from 7 ft,71,64
234,3,8:41.0,Defensive rebound by H. Whiteside,,71,64
235,3,8:27.0,C. Anthony makes 2-pt layup from 1 ft (assist by C. McCollum),,73,64
236,3,8:15.0,,N. Vučević makes 3-pt jump shot from 26 ft (assist by M. Fultz),73,67
237,3,7:58.0,Turnover by C. Anthony (bad pass),,73,67
238,3,7:45.0,,E. Fournier misses 3-pt jump shot from 26 ft,73,67
239,3,7:42.0,Defensive rebound by G. Trent,,73,67
240,3,7:39.0,G. Trent misses 2-pt layup from 4 ft (block by G. Clark),,73,67
241,3,7:39.0,Offensive rebound by Team,,73,67
242,3,7:39.0,,M. Bamba enters the game for N. Vučević,73,67
243,3,7:34.0,Portland full timeout,,73,67
244,3,7:28.0,Offensive foul by C. McCollum (drawn by E. Fournier),,73,67
245,3,7:28.0,Turnover by C. McCollum (offensive foul),,73,67
246,3,7:20.0,,E. Fournier misses 3-pt jump shot from 25 ft,73,67
247,3,7:17.0,,Offensive rebound by M. Bamba,73,67
248,3,7:10.0,,G. Clark makes 2-pt dunk from 3 ft (assist by E. Fournier),73,69
249,3,6:56.0,C. Anthony makes 2-pt jump shot from 9 ft,,75,69
250,3,6:44.0,,Shooting foul by H. Whiteside (drawn by M. Fultz),75,69
251,3,6:44.0,,M. Fultz misses free throw 1 of 2,75,69
252,3,6:44.0,,Offensive rebound by Team,75,69
253,3,6:44.0,,N. Vučević enters the game for M. Bamba,75,69
254,3,6:44.0,,M. Fultz makes free throw 2 of 2,75,70
255,3,6:28.0,T. Ariza makes 3-pt jump shot from 25 ft (assist by C. McCollum),,78,70
256,3,6:17.0,,N. Vučević misses 3-pt jump shot from 26 ft,78,70
257,3,6:10.0,Defensive rebound by C. McCollum,,78,70
258,3,6:08.0,T. Ariza misses 3-pt jump shot from 26 ft,,78,70
259,3,6:03.0,,Defensive rebound by M. Fultz,78,70
260,3,5:56.0,,N. Vučević makes 2-pt layup from 1 ft (assist by M. Fultz),78,72
261,3,5:38.0,G. Trent misses 2-pt jump shot from 6 ft,,78,72
262,3,5:36.0,Offensive rebound by H. Whiteside,,78,72
263,3,5:36.0,H. Whiteside makes 2-pt dunk at rim,,80,72
264,3,5:36.0,,Technical foul by H. Whiteside,80,72
265,3,5:36.0,,E. Fournier makes technical free throw,80,73
266,3,5:36.0,A. Simons enters the game for G. Trent,,80,73
267,3,5:36.0,,T. Ross enters the game for G. Clark,80,73
268,3,5:23.0,,N. Vučević makes 2-pt jump shot from 12 ft (assist by T. Ross),80,75
269,3,5:11.0,Shooting foul by J. Ennis (drawn by C. McCollum),,80,75
270,3,5:11.0,C. McCollum makes free throw 1 of 2,,81,75
271,3,5:11.0,C. McCollum makes free throw 2 of 2,,82,75
272,3,5:00.0,,Personal foul by H. Whiteside (drawn by M. Fultz),82,75
273,3,5:00.0,C. Swanigan enters the game for H. Whiteside,,82,75
274,3,4:51.0,,J. Ennis makes 3-pt jump shot from 23 ft (assist by M. Fultz),82,78
275,3,4:40.0,C. McCollum misses 2-pt layup from 5 ft,,82,78
276,3,4:38.0,,Defensive rebound by N. Vučević,82,78
277,3,4:28.0,,M. Fultz misses 2-pt jump shot from 10 ft,82,78
278,3,4:23.0,,Offensive rebound by J. Ennis,82,78
279,3,4:23.0,,J. Ennis misses 2-pt layup from 1 ft,82,78
280,3,4:23.0,Defensive rebound by T. Ariza,,82,78
281,3,4:20.0,,Violation by Team (kicked ball),82,78
282,3,4:20.0,M. Hezonja enters the game for C. Anthony,,82,78
283,3,4:16.0,Turnover by T. Ariza (bad pass; steal by M. Fultz),,82,78
284,3,4:13.0,,J. Ennis makes 2-pt layup from 2 ft (assist by M. Fultz),82,80
285,3,3:53.0,Turnover by C. Swanigan (bad pass),,82,80
286,3,3:53.0,,D. Augustin enters the game for E. Fournier,82,80
287,3,3:53.0,,M. Carter-Williams enters the game for M. Fultz,82,80
288,3,3:47.0,,Personal foul by C. Swanigan (drawn by N. Vučević),82,80
289,3,3:42.0,,T. Ross misses 3-pt jump shot from 26 ft,82,80
290,3,3:39.0,Defensive rebound by T. Ariza,,82,80
291,3,3:32.0,C. McCollum makes 3-pt jump shot from 26 ft,,85,80
292,3,3:19.0,,Personal foul by M. Hezonja (drawn by J. Ennis),85,80
293,3,3:19.0,G. Trent enters the game for T. Ariza,,85,80
294,3,3:06.0,,Turnover by N. Vučević (lost ball; steal by C. McCollum),85,80
295,3,3:01.0,Turnover by A. Simons (bad pass; steal by M. Carter-Williams),,85,80
296,3,2:58.0,,Shooting foul by A. Simons (drawn by T. Ross),85,80
297,3,2:58.0,,Orlando full timeout,85,80
298,3,2:58.0,,M. Bamba enters the game for J. Ennis,85,80
299,3,2:58.0,,G. Clark enters the game for N. Vučević,85,80
300,3,2:58.0,,T. Ross makes free throw 1 of 2,85,81
301,3,2:58.0,,T. Ross makes free throw 2 of 2,85,82
302,3,2:46.0,Shooting foul by M. Carter-Williams (drawn by C. McCollum),,85,82
303,3,2:46.0,C. McCollum makes free throw 1 of 2,,86,82
304,3,2:46.0,C. McCollum makes free throw 2 of 2,,87,82
305,3,2:26.0,,M. Bamba misses 2-pt layup from 5 ft (block by G. Trent),87,82
306,3,2:21.0,Defensive rebound by M. Hezonja,,87,82
307,3,2:16.0,C. McCollum makes 2-pt jump shot from 15 ft,,89,82
308,3,1:58.0,,T. Ross makes 2-pt jump shot from 18 ft (assist by M. Bamba),89,84
309,3,1:35.0,A. Simons makes 3-pt jump shot from 23 ft (assist by G. Trent),,92,84
310,3,1:17.0,,T. Ross makes 3-pt jump shot from 26 ft (assist by M. Bamba),92,87
311,3,0:58.0,C. McCollum misses 3-pt jump shot from 27 ft,,92,87
312,3,0:56.0,,Defensive rebound by M. Bamba,92,87
313,3,0:49.0,,D. Augustin misses 3-pt jump shot from 27 ft,92,87
314,3,0:46.0,Defensive rebound by C. Swanigan,,92,87
315,3,0:33.0,Personal foul by M. Carter-Williams (drawn by C. McCollum),,92,87
316,3,0:33.0,T. Ariza enters the game for C. Swanigan,,92,87
317,3,0:33.0,,J. Ennis enters the game for M. Bamba,92,87
318,3,0:29.0,Offensive foul by C. McCollum (drawn by M. Carter-Williams),,92,87
319,3,0:29.0,Turnover by C. McCollum (offensive foul),,92,87
320,3,0:29.0,,Technical foul by C. McCollum,92,87
321,3,0:29.0,,T. Ross makes technical free throw,92,88
322,3,0:29.0,C. Swanigan enters the game for C. McCollum,,92,88
323,3,0:29.0,,N. Vučević enters the game for J. Ennis,92,88
324,3,0:04.0,,N. Vučević misses 2-pt jump shot from 22 ft,92,88
325,3,0:04.0,Defensive rebound by G. Trent,,92,88
326,3,0:00.0,T. Ariza misses 3-pt jump shot from 28 ft,,92,88
327,3,0:00.0,Offensive rebound by Team,,92,88
328,4,11:47.0,M. Hezonja makes 2-pt layup from 6 ft,,94,88
329,4,11:28.0,,T. Ross misses 2-pt jump shot from 16 ft,94,88
330,4,11:24.0,Defensive rebound by C. Swanigan,,94,88
331,4,11:10.0,G. Trent makes 2-pt jump shot from 17 ft,,96,88
332,4,10:56.0,,M. Bamba misses 3-pt jump shot from 25 ft,96,88
333,4,10:53.0,,Offensive rebound by G. Clark,96,88
334,4,10:43.0,,M. Bamba makes 2-pt jump shot from 20 ft (assist by D. Augustin),96,90
335,4,10:25.0,G. Trent makes 3-pt jump shot from 27 ft (assist by C. Swanigan),,99,90
336,4,10:06.0,,Turnover by M. Carter-Williams (bad pass; steal by A. Simons),99,90
337,4,9:57.0,T. Ariza misses 3-pt jump shot from 26 ft,,99,90
338,4,9:53.0,,Defensive rebound by M. Carter-Williams,99,90
339,4,9:48.0,,M. Carter-Williams misses 2-pt jump shot from 4 ft,99,90
340,4,9:48.0,,Offensive rebound by Team,99,90
341,4,9:48.0,Loose ball foul by A. Simons (drawn by M. Carter-Williams),,99,90
342,4,9:41.0,,Shooting foul by C. Swanigan (drawn by M. Carter-Williams),99,90
343,4,9:41.0,,M. Carter-Williams makes free throw 1 of 2,99,91
344,4,9:41.0,,M. Carter-Williams makes free throw 2 of 2,99,92
345,4,9:27.0,T. Ariza makes 2-pt jump shot from 6 ft,,101,92
346,4,9:13.0,,G. Clark misses 3-pt jump shot from 27 ft,101,92
347,4,9:10.0,Defensive rebound by C. Swanigan,,101,92
348,4,8:59.0,G. Trent misses 3-pt jump shot from 26 ft,,101,92
349,4,8:58.0,,Defensive rebound by M. Bamba,101,92
350,4,8:50.0,,M. Carter-Williams misses 3-pt jump shot from 23 ft,101,92
351,4,8:46.0,,Offensive rebound by M. Bamba,101,92
352,4,8:46.0,,M. Bamba makes 2-pt dunk from 1 ft,101,94
353,4,8:46.0,,Technical foul by M. Hezonja,101,94
354,4,8:46.0,Technical foul by M. Bamba,,101,94
355,4,8:46.0,H. Whiteside enters the game for C. Swanigan,,101,94
356,4,8:46.0,,E. Fournier enters the game for M. Bamba,101,94
357,4,8:46.0,,N. Vučević enters the game for T. Ross,101,94
358,4,8:35.0,T. Ariza misses 3-pt jump shot from 27 ft,,101,94
359,4,8:32.0,,Defensive rebound by N. Vučević,101,94
360,4,8:23.0,,D. Augustin misses 3-pt jump shot from 27 ft,101,94
361,4,8:21.0,Defensive rebound by H. Whiteside,,101,94
362,4,8:11.0,G. Trent makes 2-pt jump shot from 23 ft,,103,94
363,4,8:09.0,,Orlando full timeout,103,94
364,4,8:09.0,C. McCollum enters the game for T. Ariza,,103,94
365,4,7:52.0,,N. Vučević makes 2-pt hook shot from 10 ft,103,96
366,4,7:36.0,Shooting foul by E. Fournier (drawn by G. Trent),,103,96
367,4,7:36.0,G. Trent makes free throw 1 of 2,,104,96
368,4,7:36.0,G. Trent makes free throw 2 of 2,,105,96
369,4,7:26.0,,Personal foul by H. Whiteside (drawn by E. Fournier),105,96
370,4,7:26.0,,J. Ennis enters the game for G. Clark,105,96
371,4,7:19.0,,Shooting foul by A. Simons (drawn by N. Vučević),105,96
372,4,7:19.0,,N. Vučević misses free throw 1 of 2,105,96
373,4,7:19.0,,Offensive rebound by Team,105,96
374,4,7:19.0,T. Ariza enters the game for A. Simons,,105,96
375,4,7:19.0,C. Swanigan enters the game for H. Whiteside,,105,96
376,4,7:19.0,,N. Vučević makes free throw 2 of 2,105,97
377,4,7:09.0,T. Ariza makes 3-pt jump shot from 23 ft (assist by C. McCollum),,108,97
378,4,7:09.0,Shooting foul by J. Ennis (drawn by T. Ariza),,108,97
