,QUARTER,TIME_REMAINING,MEMPHIS_ACTION,NEW YORK_ACTION,MEMPHIS_SCORE,NEW YORK_SCORE
147,2,7:07.0,J. Morant makes 2-pt jump shot from 6 ft,,43,36
148,2,7:00.0,,E. Payton misses 2-pt layup from 2 ft (block by J. Morant),43,36
149,2,6:59.0,,Offensive rebound by Team,43,36
150,2,6:56.0,,M. Morris misses 2-pt jump shot from 22 ft,43,36
151,2,6:54.0,Defensive rebound by J. Valančiūnas,,43,36
152,2,6:49.0,D. Brooks makes 2-pt layup from 1 ft (assist by J. Morant),,45,36
153,2,6:22.0,,M. Morris misses 3-pt jump shot from 22 ft,45,36
154,2,6:20.0,,Offensive rebound by Team,45,36
155,2,6:20.0,T. Jones enters the game for J. Morant,,45,36
156,2,6:18.0,,R. Bullock makes 2-pt layup from 2 ft (assist by E. Payton),45,38
157,2,6:07.0,J. Valančiūnas misses 3-pt jump shot from 25 ft,,45,38
158,2,6:05.0,,Defensive rebound by M. Morris,45,38
159,2,5:48.0,,Turnover by M. Morris (bad pass; steal by J. Valančiūnas),45,38
160,2,5:41.0,D. Brooks makes 3-pt jump shot from 26 ft (assist by S. Hill),,48,38
161,2,5:40.0,,New York full timeout,48,38
162,2,5:40.0,J. Crowder enters the game for J. Jackson,,48,38
163,2,5:40.0,,M. Robinson enters the game for B. Portis,48,38
164,2,5:24.0,,M. Morris misses 2-pt jump shot from 5 ft,48,38
165,2,5:22.0,Defensive rebound by D. Brooks,,48,38
166,2,5:12.0,T. Jones misses 2-pt layup from 5 ft (block by M. Robinson),,48,38
167,2,5:10.0,,Defensive rebound by M. Robinson,48,38
168,2,5:05.0,,E. Payton makes 2-pt layup from 2 ft,48,40
169,2,4:51.0,Turnover by J. Valančiūnas (bad pass),,48,40
170,2,4:51.0,J. Jackson enters the game for S. Hill,,48,40
171,2,4:33.0,,R. Bullock misses 2-pt jump shot from 19 ft,48,40
172,2,4:32.0,,Offensive rebound by Team,48,40
173,2,4:28.0,,J. Randle misses 3-pt jump shot from 26 ft,48,40
174,2,4:26.0,Defensive rebound by J. Crowder,,48,40
175,2,4:19.0,Turnover by J. Crowder (bad pass; steal by M. Robinson),,48,40
176,2,4:15.0,,E. Payton makes 2-pt layup from 1 ft,48,42
177,2,4:15.0,,Shooting foul by J. Crowder (drawn by E. Payton),48,42
178,2,4:15.0,,E. Payton misses free throw 1 of 1,48,42
179,2,4:13.0,Defensive rebound by J. Valančiūnas,,48,42
180,2,4:10.0,Memphis full timeout,,48,42
181,2,4:01.0,Shooting foul by R. Bullock (drawn by D. Brooks),,48,42
182,2,4:01.0,D. Brooks makes free throw 1 of 2,,49,42
183,2,4:01.0,D. Brooks makes free throw 2 of 2,,50,42
184,2,3:49.0,,Shooting foul by J. Jackson (drawn by J. Randle),50,42
185,2,3:49.0,B. Clarke enters the game for J. Jackson,,50,42
186,2,3:49.0,,J. Randle makes free throw 1 of 2,50,43
187,2,3:49.0,,J. Randle misses free throw 2 of 2,50,43
188,2,3:47.0,,Offensive rebound by M. Robinson,50,43
189,2,3:35.0,,M. Morris makes 3-pt jump shot from 25 ft (assist by J. Randle),50,46
190,2,3:22.0,D. Brooks misses 2-pt jump shot from 16 ft,,50,46
191,2,3:20.0,,Defensive rebound by E. Payton,50,46
192,2,3:13.0,,E. Payton misses 2-pt layup at rim,50,46
193,2,3:11.0,,Offensive rebound by E. Payton,50,46
194,2,3:11.0,,E. Payton makes 2-pt layup at rim,50,48
195,2,2:56.0,J. Valančiūnas misses 3-pt jump shot from 24 ft,,50,48
196,2,2:54.0,,Defensive rebound by J. Randle,50,48
197,2,2:54.0,J. Morant enters the game for T. Jones,,50,48
198,2,2:41.0,,M. Robinson makes 2-pt layup from 1 ft (assist by E. Payton),50,50
199,2,2:22.0,J. Valančiūnas misses 2-pt layup from 2 ft (block by M. Morris),,50,50
200,2,2:21.0,,Defensive rebound by J. Randle,50,50
201,2,2:12.0,,M. Morris misses 3-pt jump shot from 23 ft,50,50
202,2,2:10.0,Defensive rebound by J. Morant,,50,50
203,2,2:04.0,B. Clarke makes 2-pt layup at rim (assist by J. Morant),,52,50
204,2,1:40.0,,R. Bullock misses 2-pt jump shot from 18 ft,52,50
205,2,1:38.0,Defensive rebound by J. Crowder,,52,50
206,2,1:28.0,D. Brooks makes 3-pt jump shot from 25 ft (assist by J. Morant),,55,50
207,2,1:08.0,,E. Payton misses 2-pt layup from 1 ft (block by B. Clarke),55,50
208,2,1:06.0,,Offensive rebound by M. Morris,55,50
209,2,1:05.0,,M. Morris makes 2-pt layup from 1 ft,55,52
210,2,0:49.0,Shooting foul by E. Payton (drawn by J. Valančiūnas),,55,52
211,2,0:49.0,J. Valančiūnas makes free throw 1 of 2,,56,52
212,2,0:49.0,J. Valančiūnas makes free throw 2 of 2,,57,52
213,2,0:40.0,,Turnover by J. Randle (bad pass),57,52
214,2,0:35.0,Shooting foul by J. Randle (drawn by J. Morant),,57,52
215,2,0:35.0,J. Morant makes free throw 1 of 2,,58,52
216,2,0:35.0,J. Morant makes free throw 2 of 2,,59,52
217,2,0:22.0,,M. Morris misses 2-pt jump shot from 15 ft,59,52
218,2,0:19.0,Defensive rebound by J. Valančiūnas,,59,52
219,2,0:03.0,J. Valančiūnas misses 3-pt jump shot from 23 ft,,59,52
220,2,0:02.0,,Defensive rebound by M. Morris,59,52
221,2,0:00.0,,M. Morris misses 3-pt jump shot from 62 ft,59,52
222,2,0:00.0,,Offensive rebound by Team,59,52
223,3,11:45.0,J. Jackson makes 2-pt layup from 1 ft,,61,52
224,3,11:32.0,,J. Randle misses 2-pt jump shot from 4 ft,61,52
225,3,11:31.0,,Offensive rebound by T. Gibson,61,52
226,3,11:26.0,,E. Payton misses 2-pt jump shot from 17 ft,61,52
227,3,11:24.0,Defensive rebound by J. Jackson,,61,52
228,3,11:20.0,Personal foul by M. Morris (drawn by J. Crowder),,61,52
229,3,11:14.0,J. Crowder makes 3-pt jump shot from 25 ft (assist by J. Valančiūnas),,64,52
230,3,11:01.0,,T. Gibson misses 2-pt jump shot from 20 ft,64,52
231,3,10:59.0,Defensive rebound by J. Valančiūnas,,64,52
232,3,10:45.0,J. Morant misses 2-pt layup from 2 ft,,64,52
233,3,10:43.0,Offensive rebound by J. Valančiūnas,,64,52
234,3,10:42.0,J. Valančiūnas makes 2-pt layup from 2 ft,,66,52
235,3,10:39.0,,New York full timeout,66,52
236,3,10:34.0,,R. Bullock makes 2-pt jump shot from 18 ft (assist by E. Payton),66,54
237,3,10:14.0,D. Brooks misses 2-pt layup from 1 ft,,66,54
238,3,10:12.0,,Defensive rebound by J. Randle,66,54
239,3,9:55.0,,M. Morris misses 2-pt jump shot from 18 ft,66,54
240,3,9:53.0,Defensive rebound by J. Crowder,,66,54
241,3,9:48.0,Shooting foul by T. Gibson (drawn by J. Crowder),,66,54
242,3,9:48.0,J. Crowder misses free throw 1 of 3,,66,54
243,3,9:48.0,Offensive rebound by Team,,66,54
244,3,9:48.0,J. Crowder makes free throw 2 of 3,,67,54
245,3,9:48.0,J. Crowder makes free throw 3 of 3,,68,54
246,3,9:38.0,,J. Randle misses 3-pt jump shot from 25 ft,68,54
247,3,9:36.0,Defensive rebound by J. Valančiūnas,,68,54
248,3,9:30.0,Shooting foul by R. Bullock (drawn by J. Crowder),,68,54
249,3,9:30.0,J. Crowder makes free throw 1 of 2,,69,54
250,3,9:30.0,J. Crowder makes free throw 2 of 2,,70,54
251,3,9:18.0,,R. Bullock makes 2-pt jump shot from 22 ft (assist by J. Randle),70,56
252,3,9:02.0,J. Jackson makes 3-pt jump shot from 22 ft (assist by J. Morant),,73,56
253,3,8:47.0,,J. Randle makes 2-pt layup from 2 ft (assist by E. Payton),73,58
254,3,8:47.0,,Shooting foul by D. Brooks (drawn by J. Randle),73,58
255,3,8:47.0,,J. Randle makes free throw 1 of 1,73,59
256,3,8:31.0,Turnover by D. Brooks (bad pass; steal by M. Morris),,73,59
257,3,8:25.0,,R. Bullock misses 3-pt jump shot from 23 ft,73,59
258,3,8:23.0,Defensive rebound by J. Crowder,,73,59
259,3,8:08.0,J. Morant misses 2-pt layup from 1 ft,,73,59
260,3,8:07.0,Offensive rebound by J. Valančiūnas,,73,59
261,3,8:07.0,Shooting foul by J. Randle (drawn by J. Valančiūnas),,73,59
262,3,8:07.0,J. Valančiūnas makes free throw 1 of 2,,74,59
263,3,8:07.0,J. Valančiūnas makes free throw 2 of 2,,75,59
264,3,7:54.0,,Turnover by M. Morris (bad pass),75,59
265,3,7:54.0,,New York full timeout,75,59
266,3,7:54.0,,Instant Replay (Challenge: Stands),75,59
267,3,7:43.0,Shooting foul by M. Morris (drawn by D. Brooks),,75,59
268,3,7:43.0,D. Brooks makes free throw 1 of 2,,76,59
269,3,7:43.0,D. Brooks makes free throw 2 of 2,,77,59
270,3,7:26.0,,M. Morris misses 3-pt jump shot from 25 ft,77,59
271,3,7:24.0,Defensive rebound by J. Valančiūnas,,77,59
272,3,7:14.0,J. Morant makes 2-pt jump shot from 2 ft (assist by J. Crowder),,79,59
273,3,7:14.0,,D. Dotson enters the game for T. Gibson,79,59
274,3,7:14.0,,M. Robinson enters the game for M. Morris,79,59
275,3,7:14.0,Shooting foul by E. Payton (drawn by J. Morant),,79,59
276,3,7:14.0,J. Morant misses free throw 1 of 1,,79,59
277,3,7:12.0,,Defensive rebound by J. Randle,79,59
278,3,7:02.0,,Shooting foul by J. Jackson (drawn by R. Bullock),79,59
279,3,7:02.0,,R. Bullock misses free throw 1 of 2,79,59
280,3,7:02.0,,Offensive rebound by Team,79,59
281,3,7:02.0,,R. Bullock makes free throw 2 of 2,79,60
282,3,6:52.0,Personal foul by R. Bullock (drawn by J. Morant),,79,60
283,3,6:52.0,Technical foul by R. Bullock,,79,60
284,3,6:52.0,D. Brooks makes technical free throw,,80,60
285,3,6:52.0,,K. Knox enters the game for R. Bullock,80,60
286,3,6:52.0,J. Morant makes free throw 1 of 2,,81,60
287,3,6:52.0,J. Morant makes free throw 2 of 2,,82,60
288,3,6:45.0,,E. Payton makes 2-pt layup from 2 ft,82,62
289,3,6:45.0,,Shooting foul by J. Valančiūnas (drawn by E. Payton),82,62
290,3,6:45.0,B. Clarke enters the game for J. Jackson,,82,62
291,3,6:45.0,T. Jones enters the game for J. Morant,,82,62
292,3,6:45.0,,E. Payton makes free throw 1 of 1,82,63
293,3,6:31.0,J. Crowder makes 3-pt jump shot from 25 ft (assist by J. Valančiūnas),,85,63
294,3,6:11.0,,K. Knox misses 3-pt jump shot from 25 ft,85,63
295,3,6:09.0,Defensive rebound by Team,,85,63
296,3,5:58.0,D. Brooks misses 2-pt jump shot from 17 ft,,85,63
297,3,5:56.0,,Defensive rebound by J. Randle,85,63
298,3,5:56.0,,Personal foul by D. Brooks (drawn by J. Randle),85,63
299,3,5:45.0,,M. Robinson makes 2-pt dunk from 1 ft (assist by E. Payton),85,65
300,3,5:45.0,,Shooting foul by J. Valančiūnas (drawn by M. Robinson),85,65
301,3,5:45.0,,M. Robinson misses free throw 1 of 1,85,65
302,3,5:43.0,Defensive rebound by J. Crowder,,85,65
303,3,5:27.0,D. Brooks misses 2-pt jump shot from 20 ft,,85,65
304,3,5:25.0,,Defensive rebound by J. Randle,85,65
305,3,5:18.0,,D. Dotson makes 3-pt jump shot from 26 ft (assist by J. Randle),85,68
306,3,5:17.0,Memphis full timeout,,85,68
307,3,5:17.0,K. Anderson enters the game for D. Brooks,,85,68
308,3,4:56.0,J. Valančiūnas misses 2-pt hook shot from 5 ft,,85,68
309,3,4:54.0,,Defensive rebound by J. Randle,85,68
310,3,4:44.0,,Turnover by J. Randle (lost ball; steal by B. Clarke),85,68
311,3,4:43.0,Personal foul by M. Robinson (drawn by B. Clarke),,85,68
312,3,4:43.0,B. Clarke makes free throw 1 of 2,,86,68
313,3,4:43.0,B. Clarke makes free throw 2 of 2,,87,68
314,3,4:34.0,,Def 3 sec tech foul by Team,87,68
315,3,4:34.0,,D. Dotson makes technical free throw,87,69
316,3,4:28.0,,E. Payton misses 2-pt jump shot from 10 ft,87,69
317,3,4:27.0,,Offensive rebound by J. Randle,87,69
318,3,4:27.0,,Shooting foul by B. Clarke (drawn by J. Randle),87,69
319,3,4:27.0,,J. Randle makes free throw 1 of 2,87,70
320,3,4:27.0,,J. Randle misses free throw 2 of 2,87,70
321,3,4:25.0,Defensive rebound by K. Anderson,,87,70
322,3,4:17.0,J. Crowder misses 3-pt jump shot from 25 ft,,87,70
323,3,4:15.0,,Defensive rebound by E. Payton,87,70
324,3,3:59.0,,D. Dotson misses 2-pt jump shot from 17 ft,87,70
325,3,3:57.0,Defensive rebound by K. Anderson,,87,70
326,3,3:51.0,K. Anderson misses 2-pt jump shot from 16 ft,,87,70
327,3,3:49.0,,Defensive rebound by J. Randle,87,70
328,3,3:40.0,,E. Payton makes 2-pt layup from 2 ft,87,72
329,3,3:22.0,J. Valančiūnas misses 2-pt hook shot from 4 ft,,87,72
330,3,3:20.0,,Defensive rebound by J. Randle,87,72
331,3,3:16.0,,D. Dotson makes 3-pt jump shot from 27 ft (assist by J. Randle),87,75
332,3,2:59.0,T. Jones misses 2-pt jump shot from 15 ft,,87,75
333,3,2:57.0,,Defensive rebound by J. Randle,87,75
334,3,2:49.0,,J. Randle misses 2-pt layup from 2 ft,87,75
335,3,2:47.0,Defensive rebound by B. Clarke,,87,75
336,3,2:33.0,Turnover by K. Anderson (bad pass; steal by M. Robinson),,87,75
337,3,2:29.0,,D. Dotson misses 3-pt jump shot from 27 ft,87,75
338,3,2:27.0,Defensive rebound by J. Valančiūnas,,87,75
339,3,2:14.0,Personal foul by D. Dotson (drawn by J. Crowder),,87,75
340,3,2:14.0,S. Hill enters the game for J. Valančiūnas,,87,75
341,3,2:14.0,,B. Portis enters the game for E. Payton,87,75
342,3,2:14.0,,D. Smith enters the game for M. Robinson,87,75
343,3,2:14.0,J. Crowder makes free throw 1 of 2,,88,75
344,3,2:14.0,J. Crowder makes free throw 2 of 2,,89,75
345,3,2:02.0,,D. Dotson misses 2-pt jump shot from 21 ft,89,75
346,3,2:00.0,,Offensive rebound by J. Randle,89,75
347,3,1:59.0,,J. Randle makes 2-pt layup from 2 ft,89,77
348,3,1:47.0,B. Clarke makes 2-pt dunk from 1 ft (assist by J. Crowder),,91,77
349,3,1:32.0,,K. Knox misses 2-pt jump shot from 14 ft,91,77
350,3,1:30.0,Defensive rebound by S. Hill,,91,77
351,3,1:21.0,B. Clarke makes 2-pt layup from 1 ft (assist by K. Anderson),,93,77
352,3,0:58.0,,D. Smith makes 2-pt dunk from 1 ft (assist by B. Portis),93,79
353,3,0:44.0,S. Hill misses 3-pt jump shot from 24 ft,,93,79
354,3,0:42.0,,Defensive rebound by K. Knox,93,79
355,3,0:35.0,,J. Randle makes 2-pt layup from 5 ft (assist by D. Smith),93,81
356,3,0:35.0,,Shooting foul by S. Hill (drawn by J. Randle),93,81
357,3,0:35.0,M. Guduric enters the game for J. Crowder,,93,81
358,3,0:35.0,,J. Randle misses free throw 1 of 1,93,81
359,3,0:33.0,Defensive rebound by B. Clarke,,93,81
360,3,0:14.0,T. Jones makes 2-pt jump shot from 5 ft,,95,81
361,3,0:14.0,Away from play foul by K. Knox (drawn by B. Clarke),,95,81
362,3,0:14.0,B. Clarke makes free throw 1 of 1,,96,81
363,3,0:01.0,,D. Smith makes 3-pt jump shot from 25 ft (assist by J. Randle),96,84
364,4,11:46.0,,B. Portis misses 2-pt hook shot from 3 ft (block by J. Jackson),96,84
365,4,11:45.0,,Offensive rebound by B. Portis,96,84
366,4,11:44.0,,Turnover by B. Portis (out of bounds lost ball),96,84
367,4,11:27.0,J. Morant misses 2-pt jump shot from 11 ft,,96,84
368,4,11:25.0,,Defensive rebound by W. Ellington,96,84
369,4,11:20.0,,Shooting foul by M. Guduric (drawn by W. Ellington),96,84
370,4,11:20.0,,W. Ellington makes free throw 1 of 2,96,85
371,4,11:20.0,,W. Ellington makes free throw 2 of 2,96,86
372,4,11:07.0,J. Jackson makes 3-pt jump shot from 25 ft (assist by J. Morant),,99,86
373,4,10:38.0,,Turnover by Team (shot clock),99,86
374,4,10:20.0,Shooting foul by J. Randle (drawn by M. Guduric),,99,86
375,4,10:20.0,M. Guduric makes free throw 1 of 2,,100,86
376,4,10:20.0,M. Guduric makes free throw 2 of 2,,101,86
377,4,10:09.0,,W. Ellington misses 3-pt jump shot from 26 ft,101,86
378,4,10:07.0,Defensive rebound by S. Hill,,101,86
379,4,9:54.0,J. Jackson makes 2-pt layup from 2 ft,,103,86
380,4,9:41.0,,Turnover by B. Portis (out of bounds lost ball),103,86
381,4,9:41.0,,M. Robinson enters the game for J. Randle,103,86
382,4,9:31.0,J. Jackson misses 3-pt jump shot from 27 ft,,103,86
383,4,9:29.0,,Defensive rebound by K. Knox,103,86
384,4,9:24.0,,Turnover by K. Knox (lost ball; steal by J. Morant),103,86
385,4,9:20.0,Turnover by M. Guduric (bad pass; steal by W. Ellington),,103,86
386,4,9:14.0,,K. Knox makes 2-pt layup from 1 ft (assist by D. Smith),103,88
