,QUARTER,TIME_REMAINING,ATLANTA_ACTION,SAN ANTONIO_ACTION,ATLANTA_SCORE,SAN ANTONIO_SCORE
382,4,9:44.0,,M. Belinelli misses 2-pt jump shot from 18 ft,93,107
383,4,9:40.0,Defensive rebound by B. Goodwin,,93,107
384,4,9:31.0,Personal foul by M. Belinelli (drawn by J. Collins),,93,107
385,4,9:31.0,K. Huerter enters the game for D. Bembry,,93,107
386,4,9:31.0,T. Young enters the game for B. Goodwin,,93,107
387,4,9:31.0,,D. DeRozan enters the game for M. Belinelli,93,107
388,4,9:22.0,C. Reddish makes 3-pt jump shot from 26 ft,,96,107
389,4,9:09.0,,J. Poeltl misses 2-pt jump shot from 7 ft,96,107
390,4,9:07.0,Defensive rebound by J. Collins,,96,107
391,4,9:00.0,K. Huerter makes 3-pt jump shot from 29 ft (assist by T. Young),,99,107
392,4,8:59.0,,San Antonio full timeout,99,107
393,4,8:59.0,,L. Aldridge enters the game for J. Poeltl,99,107
394,4,8:59.0,,D. Murray enters the game for D. White,99,107
395,4,8:48.0,,Turnover by P. Mills (out of bounds lost ball),99,107
396,4,8:42.0,Turnover by C. Reddish (lost ball; steal by L. Aldridge),,99,107
397,4,8:26.0,,D. DeRozan misses 2-pt jump shot from 9 ft,99,107
398,4,8:24.0,,Offensive rebound by D. Murray,99,107
399,4,8:18.0,,D. DeRozan misses 3-pt jump shot from 27 ft,99,107
400,4,8:12.0,,Offensive rebound by D. Murray,99,107
401,4,8:09.0,,Shooting foul by J. Collins (drawn by D. Murray),99,107
402,4,8:09.0,,D. Murray makes free throw 1 of 2,99,108
403,4,8:09.0,,L. Walker enters the game for P. Mills,99,108
404,4,8:09.0,,D. Murray misses free throw 2 of 2,99,108
405,4,8:06.0,Defensive rebound by J. Collins,,99,108
406,4,7:52.0,Personal foul by D. DeRozan (drawn by J. Collins),,99,108
407,4,7:43.0,K. Huerter misses 3-pt jump shot from 29 ft,,99,108
408,4,7:39.0,,Defensive rebound by D. Murray,99,108
409,4,7:33.0,,Turnover by D. Murray (bad pass; steal by C. Reddish),99,108
410,4,7:25.0,J. Collins makes 2-pt layup from 3 ft (assist by C. Reddish),,101,108
411,4,7:05.0,,L. Aldridge makes 2-pt jump shot from 13 ft,101,110
412,4,6:44.0,K. Huerter makes 2-pt layup from 3 ft (assist by T. Young),,103,110
413,4,6:22.0,,L. Aldridge misses 3-pt jump shot from 26 ft,103,110
414,4,6:18.0,Defensive rebound by C. Reddish,,103,110
415,4,6:07.0,Turnover by C. Reddish (out of bounds lost ball),,103,110
416,4,6:07.0,D. Hunter enters the game for V. Carter,,103,110
417,4,5:50.0,,B. Forbes misses 2-pt jump shot from 7 ft,103,110
418,4,5:49.0,Defensive rebound by Team,,103,110
419,4,5:34.0,C. Reddish makes 3-pt jump shot from 23 ft (assist by K. Huerter),,106,110
420,4,5:06.0,,D. DeRozan misses 2-pt jump shot from 10 ft,106,110
421,4,5:03.0,Defensive rebound by T. Young,,106,110
422,4,4:59.0,Personal foul by L. Walker (drawn by T. Young),,106,110
423,4,4:59.0,T. Young misses free throw 1 of 2,,106,110
424,4,4:59.0,Offensive rebound by Team,,106,110
425,4,4:59.0,D. Bembry enters the game for C. Reddish,,106,110
426,4,4:59.0,,M. Belinelli enters the game for L. Walker,106,110
427,4,4:59.0,T. Young misses free throw 2 of 2,,106,110
428,4,4:57.0,,Defensive rebound by D. DeRozan,106,110
429,4,4:43.0,,M. Belinelli misses 3-pt jump shot from 24 ft,106,110
430,4,4:37.0,Defensive rebound by D. Hunter,,106,110
431,4,4:30.0,Turnover by D. Hunter (bad pass; steal by D. DeRozan),,106,110
432,4,4:30.0,,Personal foul by J. Collins (drawn by D. DeRozan),106,110
433,4,4:30.0,D. Jones enters the game for J. Collins,,106,110
434,4,4:19.0,,D. DeRozan makes 2-pt jump shot from 16 ft (assist by D. Murray),106,112
435,4,3:58.0,D. Bembry misses 3-pt jump shot from 24 ft,,106,112
436,4,3:54.0,,Defensive rebound by L. Aldridge,106,112
437,4,3:40.0,,D. DeRozan makes 2-pt jump shot from 4 ft,106,114
438,4,3:29.0,T. Young makes 3-pt jump shot from 28 ft,,109,114
439,4,3:08.0,,B. Forbes misses 3-pt jump shot from 25 ft,109,114
440,4,3:03.0,Defensive rebound by D. Jones,,109,114
441,4,2:59.0,Personal foul by D. Murray (drawn by T. Young),,109,114
442,4,2:59.0,Atlanta full timeout,,109,114
443,4,2:59.0,,D. White enters the game for B. Forbes,109,114
444,4,2:59.0,T. Young makes free throw 1 of 2,,110,114
445,4,2:59.0,,P. Mills enters the game for M. Belinelli,110,114
446,4,2:59.0,T. Young makes free throw 2 of 2,,111,114
447,4,2:59.0,C. Reddish enters the game for D. Bembry,,111,114
448,4,2:42.0,,Personal foul by D. Jones (drawn by L. Aldridge),111,114
449,4,2:42.0,,L. Aldridge makes free throw 1 of 2,111,115
450,4,2:42.0,J. Collins enters the game for D. Jones,,111,115
451,4,2:42.0,,L. Aldridge makes free throw 2 of 2,111,116
452,4,2:26.0,Turnover by T. Young (bad pass; steal by D. White),,111,116
453,4,2:13.0,,Personal foul by D. Hunter (drawn by L. Aldridge),111,116
454,4,2:13.0,,L. Aldridge makes free throw 1 of 2,111,117
455,4,2:13.0,,L. Aldridge makes free throw 2 of 2,111,118
456,4,2:01.0,T. Young makes 3-pt jump shot from 30 ft,,114,118
457,4,1:41.0,,L. Aldridge misses 2-pt jump shot from 13 ft,114,118
458,4,1:36.0,Defensive rebound by D. Hunter,,114,118
459,4,1:29.0,Turnover by T. Young (bad pass; steal by D. DeRozan),,114,118
460,4,1:25.0,,P. Mills makes 2-pt layup from 4 ft (assist by D. DeRozan),114,120
461,4,1:20.0,Shooting foul by L. Aldridge (drawn by T. Young),,114,120
462,4,1:20.0,,San Antonio full timeout,114,120
463,4,1:20.0,,Instant Replay (Challenge: Ruling Stands),114,120
464,4,1:20.0,T. Young makes free throw 1 of 2,,115,120
465,4,1:20.0,T. Young makes free throw 2 of 2,,116,120
466,4,1:09.0,,Offensive foul by L. Aldridge (drawn by J. Collins),116,120
467,4,1:09.0,,Turnover by L. Aldridge (offensive foul),116,120
468,4,1:09.0,,J. Poeltl enters the game for L. Aldridge,116,120
469,4,0:56.0,C. Reddish misses 3-pt jump shot from 27 ft,,116,120
470,4,0:52.0,Offensive rebound by K. Huerter,,116,120
471,4,0:48.0,T. Young makes 2-pt jump shot from 6 ft (assist by C. Reddish),,118,120
472,4,0:25.0,,D. DeRozan misses 2-pt layup from 4 ft,118,120
473,4,0:25.0,,Offensive rebound by J. Poeltl,118,120
474,4,0:25.0,,J. Poeltl misses 2-pt layup at rim,118,120
475,4,0:25.0,Defensive rebound by Team,,118,120
476,4,0:07.0,K. Huerter makes 3-pt jump shot from 24 ft (assist by D. Hunter),,121,120
477,4,0:06.0,,San Antonio full timeout,121,120
478,4,0:06.0,D. Bembry enters the game for T. Young,,121,120
479,4,0:06.0,,T. Lyles enters the game for J. Poeltl,121,120
480,4,0:00.0,,D. DeRozan misses 2-pt jump shot from 4 ft,121,120
481,4,0:00.0,Defensive rebound by D. Hunter,,121,120
