,QUARTER,TIME_REMAINING,LA LAKERS_ACTION,SAN ANTONIO_ACTION,LA LAKERS_SCORE,SAN ANTONIO_SCORE
31,1,7:37.0,Defensive rebound by L. James,,7,7
32,1,7:34.0,L. James makes 2-pt layup from 2 ft,,9,7
33,1,7:34.0,Shooting foul by D. DeRozan (drawn by L. James),,9,7
34,1,7:34.0,,San Antonio full timeout,9,7
35,1,7:34.0,L. James makes free throw 1 of 1,,10,7
36,1,7:18.0,,Shooting foul by J. McGee (drawn by L. Aldridge),10,7
37,1,7:18.0,,L. Aldridge makes free throw 1 of 2,10,8
38,1,7:18.0,,L. Aldridge makes free throw 2 of 2,10,9
39,1,7:04.0,L. James misses 2-pt layup from 2 ft,,10,9
40,1,6:59.0,Offensive rebound by A. Davis,,10,9
41,1,6:59.0,A. Davis makes 2-pt dunk at rim,,12,9
42,1,6:47.0,,L. Aldridge misses 2-pt jump shot from 14 ft,12,9
43,1,6:44.0,Defensive rebound by A. Davis,,12,9
44,1,6:35.0,J. McGee makes 2-pt layup from 2 ft (assist by L. James),,14,9
45,1,6:19.0,,Shooting foul by D. Green (drawn by L. Aldridge),14,9
46,1,6:19.0,,L. Aldridge makes free throw 1 of 2,14,10
47,1,6:19.0,K. Kuzma enters the game for J. McGee,,14,10
48,1,6:19.0,,P. Mills enters the game for B. Forbes,14,10
49,1,6:19.0,,D. White enters the game for D. Murray,14,10
50,1,6:19.0,,L. Aldridge makes free throw 2 of 2,14,11
51,1,6:13.0,A. Davis makes 2-pt dunk from 1 ft (assist by L. James),,16,11
52,1,5:53.0,,Turnover by T. Lyles (bad pass; steal by A. Bradley),16,11
53,1,5:45.0,Turnover by L. James (lost ball; steal by L. Aldridge),,16,11
54,1,5:28.0,,L. Aldridge misses 2-pt jump shot from 16 ft,16,11
55,1,5:27.0,Defensive rebound by Team,,16,11
56,1,5:24.0,Turnover by L. James (bad pass; steal by T. Lyles),,16,11
57,1,5:13.0,,D. DeRozan misses 2-pt layup from 2 ft,16,11
58,1,5:13.0,,Offensive rebound by Team,16,11
59,1,5:11.0,,Offensive foul by D. DeRozan (drawn by A. Davis),16,11
60,1,5:11.0,,Turnover by D. DeRozan (offensive foul),16,11
61,1,5:11.0,,D. Carroll enters the game for D. DeRozan,16,11
62,1,5:11.0,,R. Gay enters the game for T. Lyles,16,11
63,1,4:57.0,A. Davis makes 2-pt jump shot from 17 ft,,18,11
64,1,4:47.0,,Personal foul by D. Green (drawn by P. Mills),18,11
65,1,4:47.0,K. Caldwell-Pope enters the game for D. Green,,18,11
66,1,4:47.0,,Offensive foul by L. Aldridge (drawn by K. Caldwell-Pope),18,11
67,1,4:47.0,,Turnover by L. Aldridge (offensive foul),18,11
68,1,4:30.0,L. James misses 2-pt layup from 2 ft,,18,11
69,1,4:28.0,,Defensive rebound by R. Gay,18,11
70,1,4:14.0,,D. White makes 2-pt jump shot from 16 ft,18,13
71,1,4:01.0,A. Davis misses 2-pt jump shot from 12 ft (block by L. Aldridge),,18,13
72,1,3:59.0,,Defensive rebound by D. White,18,13
73,1,3:59.0,,Turnover by D. White (step out of bounds),18,13
74,1,3:59.0,A. Caruso enters the game for L. James,,18,13
75,1,3:59.0,,J. Poeltl enters the game for L. Aldridge,18,13
76,1,3:43.0,Turnover by A. Davis (lost ball; steal by J. Poeltl),,18,13
77,1,3:36.0,,Shooting foul by K. Kuzma (drawn by D. Carroll),18,13
78,1,3:36.0,,D. Carroll makes free throw 1 of 2,18,14
79,1,3:36.0,,D. Carroll makes free throw 2 of 2,18,15
80,1,3:23.0,K. Caldwell-Pope makes 3-pt jump shot from 26 ft (assist by A. Caruso),,21,15
81,1,2:55.0,,R. Gay makes 2-pt jump shot from 18 ft,21,17
82,1,2:44.0,A. Davis makes 3-pt jump shot from 25 ft (assist by A. Caruso),,24,17
83,1,2:33.0,,Personal foul by A. Caruso (drawn by P. Mills),24,17
84,1,2:33.0,LA Lakers full timeout,,24,17
85,1,2:33.0,T. Daniels enters the game for A. Bradley,,24,17
86,1,2:33.0,,P. Mills makes free throw 1 of 2,24,18
87,1,2:33.0,,P. Mills makes free throw 2 of 2,24,19
88,1,2:21.0,Turnover by A. Caruso (bad pass; steal by D. White),,24,19
89,1,2:14.0,,D. White makes 2-pt dunk from 1 ft (assist by D. Carroll),24,21
90,1,2:06.0,K. Caldwell-Pope makes 2-pt layup from 1 ft (assist by A. Caruso),,26,21
91,1,1:52.0,,R. Gay misses 2-pt jump shot from 9 ft,26,21
92,1,1:52.0,Defensive rebound by A. Davis,,26,21
93,1,1:44.0,Turnover by A. Caruso (lost ball; steal by P. Mills),,26,21
94,1,1:38.0,,D. Carroll makes 2-pt layup from 1 ft (assist by R. Gay),26,23
95,1,1:21.0,K. Kuzma misses 3-pt jump shot from 26 ft,,26,23
96,1,1:19.0,,Defensive rebound by P. Mills,26,23
97,1,1:09.0,,P. Mills misses 3-pt jump shot from 26 ft,26,23
98,1,1:05.0,Defensive rebound by K. Kuzma,,26,23
99,1,1:00.0,T. Daniels misses 3-pt jump shot from 25 ft,,26,23
100,1,0:57.0,,Defensive rebound by R. Gay,26,23
101,1,0:39.0,,P. Mills makes 2-pt jump shot from 12 ft (assist by R. Gay),26,25
102,1,0:27.0,Turnover by A. Davis (bad pass),,26,25
103,1,0:03.0,,R. Gay misses 3-pt jump shot from 26 ft,26,25
104,1,0:03.0,,Offensive rebound by D. Carroll,26,25
105,1,0:03.0,,Turnover by Team (shot clock),26,25
106,1,0:00.0,A. Davis misses 2-pt jump shot from 13 ft,,26,25
107,1,0:00.0,Offensive rebound by Team,,26,25
108,2,11:39.0,A. Caruso misses 3-pt jump shot from 26 ft,,26,25
109,2,11:35.0,,Defensive rebound by D. Murray,26,25
110,2,11:19.0,,D. Murray makes 2-pt layup from 2 ft (assist by R. Gay),26,27
111,2,11:07.0,K. Caldwell-Pope misses 2-pt jump shot from 16 ft,,26,27
112,2,11:04.0,,Defensive rebound by R. Gay,26,27
113,2,10:53.0,,M. Belinelli misses 2-pt jump shot from 22 ft,26,27
114,2,10:50.0,,Offensive rebound by R. Gay,26,27
115,2,10:48.0,,P. Mills misses 3-pt jump shot from 25 ft,26,27
116,2,10:46.0,Defensive rebound by L. James,,26,27
117,2,10:30.0,K. Caldwell-Pope misses 3-pt jump shot from 23 ft,,26,27
118,2,10:27.0,,Defensive rebound by M. Belinelli,26,27
119,2,10:17.0,,Turnover by D. Murray (bad pass; steal by L. James),26,27
120,2,10:02.0,L. James misses 3-pt jump shot from 25 ft,,26,27
121,2,9:59.0,,Defensive rebound by D. Murray,26,27
122,2,9:45.0,,R. Gay makes 3-pt jump shot from 26 ft (assist by D. Murray),26,30
123,2,9:35.0,LA Lakers full timeout,,26,30
124,2,9:35.0,,D. DeRozan enters the game for R. Gay,26,30
125,2,9:35.0,,B. Forbes enters the game for P. Mills,26,30
126,2,9:26.0,L. James makes 2-pt layup from 2 ft,,28,30
127,2,9:14.0,,M. Belinelli misses 2-pt jump shot from 22 ft,28,30
128,2,9:12.0,Defensive rebound by D. Howard,,28,30
129,2,9:00.0,A. Caruso misses 2-pt layup from 3 ft (block by J. Poeltl),,28,30
130,2,8:55.0,Offensive rebound by D. Howard,,28,30
131,2,8:55.0,D. Howard makes 2-pt layup at rim,,30,30
132,2,8:29.0,,D. Murray misses 2-pt jump shot from 20 ft,30,30
133,2,8:28.0,,Offensive rebound by D. DeRozan,30,30
134,2,8:24.0,,B. Forbes misses 3-pt jump shot from 25 ft,30,30
135,2,8:19.0,Defensive rebound by L. James,,30,30
136,2,8:08.0,Offensive foul by D. Howard (drawn by D. Murray),,30,30
137,2,8:08.0,Turnover by D. Howard (offensive foul),,30,30
138,2,8:08.0,Q. Cook enters the game for A. Caruso,,30,30
139,2,7:57.0,,Shooting foul by K. Caldwell-Pope (drawn by D. DeRozan),30,30
140,2,7:57.0,,D. DeRozan makes free throw 1 of 2,30,31
141,2,7:57.0,,D. DeRozan misses free throw 2 of 2,30,31
142,2,7:55.0,Defensive rebound by D. Howard,,30,31
143,2,7:45.0,L. James misses 2-pt layup from 2 ft,,30,31
144,2,7:43.0,,Defensive rebound by D. Murray,30,31
145,2,7:36.0,,Personal foul by Q. Cook (drawn by D. Murray),30,31
146,2,7:20.0,,B. Forbes misses 3-pt jump shot from 26 ft,30,31
147,2,7:19.0,Defensive rebound by D. Howard,,30,31
148,2,7:10.0,L. James misses 2-pt layup from 2 ft,,30,31
149,2,7:08.0,Offensive rebound by D. Howard,,30,31
150,2,7:08.0,D. Howard makes 2-pt dunk at rim,,32,31
151,2,7:08.0,,San Antonio full timeout,32,31
152,2,7:08.0,,L. Aldridge enters the game for J. Poeltl,32,31
153,2,6:51.0,,B. Forbes misses 2-pt jump shot from 11 ft,32,31
154,2,6:50.0,Defensive rebound by L. James,,32,31
155,2,6:46.0,L. James makes 2-pt layup from 2 ft,,34,31
156,2,6:46.0,Shooting foul by L. Aldridge (drawn by L. James),,34,31
157,2,6:46.0,L. James misses free throw 1 of 1,,34,31
158,2,6:43.0,,Defensive rebound by M. Belinelli,34,31
159,2,6:36.0,,D. DeRozan misses 2-pt jump shot from 19 ft,34,31
160,2,6:34.0,Defensive rebound by Team,,34,31
161,2,6:34.0,D. Green enters the game for K. Caldwell-Pope,,34,31
162,2,6:23.0,Def 3 sec tech foul by Team,,34,31
163,2,6:23.0,T. Daniels makes technical free throw,,35,31
164,2,6:23.0,,D. White enters the game for D. Murray,35,31
165,2,6:16.0,Q. Cook misses 2-pt jump shot from 19 ft,,35,31
166,2,6:14.0,,Defensive rebound by L. Aldridge,35,31
167,2,6:09.0,,B. Forbes misses 3-pt jump shot from 23 ft,35,31
168,2,6:05.0,Defensive rebound by D. Howard,,35,31
169,2,5:54.0,L. James makes 2-pt layup from 1 ft (assist by D. Howard),,37,31
170,2,5:37.0,,M. Belinelli makes 3-pt jump shot from 25 ft (assist by L. Aldridge),37,34
171,2,5:21.0,L. James makes 2-pt layup from 2 ft,,39,34
172,2,5:21.0,,Violation by Team (def goaltending),39,34
173,2,5:09.0,,D. White misses 3-pt jump shot from 24 ft,39,34
174,2,5:04.0,Defensive rebound by D. Howard,,39,34
175,2,5:04.0,A. Bradley enters the game for T. Daniels,,39,34
176,2,5:04.0,A. Davis enters the game for L. James,,39,34
177,2,4:45.0,A. Davis makes 2-pt hook shot from 5 ft,,41,34
178,2,4:32.0,,L. Aldridge makes 2-pt layup from 2 ft (assist by B. Forbes),41,36
179,2,4:20.0,A. Davis makes 2-pt dunk from 1 ft (assist by D. Howard),,43,36
180,2,4:02.0,,Turnover by D. DeRozan (out of bounds lost ball),43,36
181,2,4:02.0,,R. Gay enters the game for B. Forbes,43,36
182,2,3:50.0,Personal foul by D. White (drawn by A. Davis),,43,36
183,2,3:42.0,A. Davis misses 2-pt jump shot from 14 ft,,43,36
184,2,3:40.0,,Defensive rebound by D. DeRozan,43,36
185,2,3:25.0,,R. Gay makes 3-pt jump shot from 23 ft (assist by D. DeRozan),43,39
186,2,3:15.0,Q. Cook misses 3-pt jump shot from 26 ft,,43,39
187,2,3:15.0,,Defensive rebound by L. Aldridge,43,39
188,2,3:15.0,L. James enters the game for Q. Cook,,43,39
189,2,3:15.0,K. Kuzma enters the game for D. Howard,,43,39
190,2,3:15.0,,P. Mills enters the game for M. Belinelli,43,39
191,2,2:56.0,,P. Mills misses 3-pt jump shot from 26 ft,43,39
192,2,2:53.0,Defensive rebound by L. James,,43,39
193,2,2:52.0,A. Bradley makes 2-pt layup from 2 ft (assist by L. James),,45,39
194,2,2:52.0,Shooting foul by D. White (drawn by A. Bradley),,45,39
195,2,2:52.0,A. Bradley makes free throw 1 of 1,,46,39
196,2,2:40.0,,D. DeRozan makes 2-pt layup from 1 ft,46,41
197,2,2:29.0,D. Green misses 3-pt jump shot from 23 ft,,46,41
198,2,2:29.0,,Defensive rebound by L. Aldridge,46,41
199,2,2:26.0,,Shooting foul by D. Green (drawn by D. White),46,41
200,2,2:26.0,,D. White makes free throw 1 of 2,46,42
201,2,2:26.0,K. Caldwell-Pope enters the game for D. Green,,46,42
202,2,2:26.0,,D. White makes free throw 2 of 2,46,43
203,2,2:11.0,A. Davis makes 2-pt layup from 2 ft (assist by L. James),,48,43
204,2,1:58.0,,L. Aldridge misses 2-pt jump shot from 13 ft (block by A. Davis),48,43
205,2,1:56.0,Defensive rebound by A. Davis,,48,43
206,2,1:50.0,Shooting foul by P. Mills (drawn by K. Caldwell-Pope),,48,43
207,2,1:50.0,K. Caldwell-Pope makes free throw 1 of 2,,49,43
208,2,1:50.0,K. Caldwell-Pope makes free throw 2 of 2,,50,43
209,2,1:25.0,,R. Gay misses 3-pt jump shot from 23 ft,50,43
210,2,1:23.0,Defensive rebound by L. James,,50,43
211,2,1:21.0,Offensive foul by L. James (drawn by D. White),,50,43
212,2,1:21.0,Turnover by L. James (offensive foul),,50,43
213,2,1:07.0,,D. White misses 2-pt jump shot from 19 ft,50,43
214,2,1:05.0,Defensive rebound by A. Davis,,50,43
215,2,0:59.0,K. Kuzma misses 3-pt jump shot from 26 ft,,50,43
216,2,0:56.0,,Defensive rebound by D. White,50,43
217,2,0:35.0,,R. Gay misses 2-pt jump shot from 15 ft,50,43
218,2,0:33.0,Defensive rebound by L. James,,50,43
219,2,0:28.0,A. Bradley makes 3-pt jump shot from 25 ft (assist by A. Davis),,53,43
220,2,0:03.0,,Turnover by P. Mills (out of bounds lost ball),53,43
221,2,0:00.0,K. Kuzma makes 3-pt jump shot from 38 ft (assist by L. James),,56,43
222,2,0:00.0,Instant Replay (Request: Ruling Stands),,56,43
223,3,11:39.0,A. Bradley makes 2-pt jump shot from 17 ft,,58,43
224,3,11:25.0,,B. Forbes makes 2-pt jump shot from 5 ft (assist by L. Aldridge),58,45
225,3,11:14.0,A. Davis misses 3-pt jump shot from 25 ft,,58,45
226,3,11:09.0,,Defensive rebound by B. Forbes,58,45
227,3,11:03.0,,L. Aldridge misses 2-pt jump shot from 18 ft,58,45
228,3,11:00.0,Defensive rebound by D. Green,,58,45
229,3,10:53.0,L. James makes 2-pt layup from 7 ft,,60,45
230,3,10:39.0,,B. Forbes makes 2-pt jump shot from 19 ft,60,47
231,3,10:24.0,A. Bradley makes 2-pt jump shot from 20 ft (assist by L. James),,62,47
232,3,10:10.0,,Turnover by D. DeRozan (lost ball; steal by D. Green),62,47
233,3,10:04.0,D. Green misses 3-pt jump shot from 23 ft,,62,47
234,3,10:01.0,,Defensive rebound by L. Aldridge,62,47
235,3,9:50.0,,D. Murray misses 2-pt layup from 5 ft (block by J. McGee),62,47
236,3,9:49.0,,Offensive rebound by D. Murray,62,47
237,3,9:49.0,,Turnover by D. Murray (out of bounds lost ball),62,47
238,3,9:38.0,D. Green misses 2-pt jump shot from 19 ft,,62,47
239,3,9:33.0,,Defensive rebound by B. Forbes,62,47
240,3,9:27.0,,B. Forbes misses 3-pt jump shot from 25 ft,62,47
241,3,9:24.0,Defensive rebound by J. McGee,,62,47
242,3,9:05.0,Shooting foul by T. Lyles (drawn by A. Davis),,62,47
243,3,9:05.0,A. Davis makes free throw 1 of 2,,63,47
244,3,9:05.0,A. Davis makes free throw 2 of 2,,64,47
245,3,8:49.0,,D. Murray misses 2-pt layup from 2 ft,64,47
246,3,8:47.0,Defensive rebound by A. Davis,,64,47
247,3,8:46.0,Personal foul by D. Murray (drawn by A. Davis),,64,47
248,3,8:36.0,A. Davis makes 2-pt layup from 1 ft (assist by L. James),,66,47
249,3,8:36.0,,San Antonio full timeout,66,47
250,3,8:26.0,,Turnover by L. Aldridge (traveling),66,47
251,3,8:20.0,Turnover by L. James (bad pass),,66,47
252,3,8:02.0,,D. DeRozan makes 2-pt jump shot from 17 ft (assist by B. Forbes),66,49
253,3,7:49.0,L. James misses 3-pt jump shot from 26 ft,,66,49
254,3,7:49.0,,Defensive rebound by Team,66,49
255,3,7:39.0,,Shooting foul by J. McGee (drawn by D. DeRozan),66,49
256,3,7:39.0,,D. DeRozan makes free throw 1 of 2,66,50
257,3,7:39.0,,D. DeRozan makes free throw 2 of 2,66,51
258,3,7:31.0,Turnover by D. Green (out of bounds lost ball),,66,51
259,3,7:21.0,,D. DeRozan misses 2-pt jump shot from 18 ft,66,51
260,3,7:20.0,,Offensive rebound by D. Murray,66,51
261,3,7:18.0,,T. Lyles makes 2-pt jump shot from 17 ft (assist by D. Murray),66,53
262,3,7:18.0,LA Lakers full timeout,,66,53
263,3,7:02.0,L. James makes 2-pt layup from 3 ft,,68,53
264,3,6:50.0,,Shooting foul by D. Green (drawn by B. Forbes),68,53
265,3,6:50.0,,B. Forbes makes free throw 1 of 3,68,54
266,3,6:50.0,,B. Forbes makes free throw 2 of 3,68,55
267,3,6:50.0,K. Caldwell-Pope enters the game for D. Green,,68,55
268,3,6:50.0,,B. Forbes makes free throw 3 of 3,68,56
269,3,6:39.0,L. James misses 2-pt layup from 3 ft (block by D. Murray),,68,56
270,3,6:36.0,,Defensive rebound by B. Forbes,68,56
271,3,6:35.0,,D. DeRozan makes 2-pt layup from 1 ft (assist by B. Forbes),68,58
272,3,6:35.0,,Shooting foul by J. McGee (drawn by D. DeRozan),68,58
273,3,6:35.0,K. Kuzma enters the game for J. McGee,,68,58
274,3,6:35.0,,D. DeRozan makes free throw 1 of 1,68,59
275,3,6:30.0,,Violation by Team (kicked ball),68,59
276,3,6:30.0,,D. White enters the game for D. Murray,68,59
277,3,6:20.0,A. Davis makes 2-pt jump shot from 14 ft,,70,59
278,3,5:56.0,,L. Aldridge misses 2-pt jump shot from 16 ft (block by A. Davis),70,59
279,3,5:52.0,,Offensive rebound by L. Aldridge,70,59
280,3,5:51.0,,L. Aldridge misses 2-pt jump shot from 14 ft,70,59
281,3,5:48.0,Defensive rebound by K. Kuzma,,70,59
282,3,5:46.0,K. Kuzma misses 2-pt jump shot from 7 ft,,70,59
283,3,5:44.0,,Defensive rebound by T. Lyles,70,59
284,3,5:40.0,,Personal foul by K. Kuzma (drawn by D. White),70,59
285,3,5:34.0,,L. Aldridge makes 2-pt jump shot from 20 ft (assist by D. White),70,61
286,3,5:34.0,,R. Gay enters the game for T. Lyles,70,61
287,3,5:04.0,A. Davis misses 2-pt jump shot from 15 ft,,70,61
288,3,5:03.0,Offensive rebound by L. James,,70,61
289,3,5:02.0,Shooting foul by R. Gay (drawn by L. James),,70,61
290,3,5:02.0,L. James makes free throw 1 of 2,,71,61
291,3,5:02.0,L. James misses free throw 2 of 2,,71,61
292,3,4:59.0,,Defensive rebound by R. Gay,71,61
293,3,4:48.0,,D. DeRozan misses 2-pt jump shot from 20 ft,71,61
294,3,4:45.0,Defensive rebound by A. Bradley,,71,61
295,3,4:33.0,L. James misses 3-pt jump shot from 27 ft,,71,61
296,3,4:30.0,,Defensive rebound by D. DeRozan,71,61
297,3,4:20.0,,R. Gay makes 2-pt jump shot from 13 ft (assist by D. DeRozan),71,63
298,3,4:02.0,Turnover by K. Caldwell-Pope (lost ball; steal by B. Forbes),,71,63
299,3,3:59.0,,D. White misses 2-pt layup from 2 ft (block by A. Davis),71,63
300,3,3:59.0,,Offensive rebound by Team,71,63
301,3,3:59.0,A. Caruso enters the game for L. James,,71,63
302,3,3:52.0,,D. DeRozan misses 2-pt jump shot from 13 ft,71,63
303,3,3:51.0,Defensive rebound by A. Davis,,71,63
304,3,3:44.0,A. Davis misses 2-pt jump shot from 20 ft,,71,63
305,3,3:40.0,,Defensive rebound by D. DeRozan,71,63
306,3,3:33.0,,D. White makes 2-pt jump shot from 10 ft (assist by D. DeRozan),71,65
307,3,3:33.0,LA Lakers full timeout,,71,65
308,3,3:33.0,,P. Mills enters the game for L. Aldridge,71,65
309,3,3:33.0,,J. Poeltl enters the game for B. Forbes,71,65
310,3,3:22.0,A. Bradley makes 2-pt jump shot from 20 ft (assist by A. Davis),,73,65
311,3,3:05.0,,D. DeRozan misses 2-pt layup from 3 ft (block by A. Davis),73,65
312,3,3:02.0,Defensive rebound by A. Davis,,73,65
313,3,2:50.0,K. Kuzma makes 2-pt jump shot from 16 ft,,75,65
314,3,2:27.0,,D. DeRozan misses 2-pt jump shot from 11 ft,75,65
315,3,2:25.0,Defensive rebound by A. Davis,,75,65
316,3,2:14.0,K. Kuzma misses 2-pt jump shot from 18 ft,,75,65
317,3,2:12.0,,Defensive rebound by D. White,75,65
318,3,2:07.0,,D. White makes 2-pt jump shot from 8 ft,75,67
319,3,1:49.0,A. Caruso makes 2-pt layup from 2 ft,,77,67
320,3,1:25.0,,P. Mills misses 3-pt jump shot from 27 ft,77,67
321,3,1:23.0,Defensive rebound by K. Kuzma,,77,67
322,3,1:12.0,A. Davis misses 2-pt jump shot from 9 ft,,77,67
323,3,1:10.0,,Defensive rebound by R. Gay,77,67
324,3,1:05.0,,Shooting foul by A. Davis (drawn by R. Gay),77,67
325,3,1:05.0,,R. Gay misses free throw 1 of 2,77,67
326,3,1:05.0,,Offensive rebound by Team,77,67
327,3,1:05.0,T. Daniels enters the game for A. Bradley,,77,67
328,3,1:05.0,,M. Belinelli enters the game for D. DeRozan,77,67
329,3,1:05.0,,R. Gay makes free throw 2 of 2,77,68
330,3,0:51.0,Turnover by A. Davis (lost ball; steal by D. White),,77,68
331,3,0:46.0,,R. Gay misses 2-pt layup from 5 ft (block by A. Caruso),77,68
332,3,0:43.0,,Offensive rebound by R. Gay,77,68
333,3,0:42.0,,Turnover by R. Gay (lost ball; steal by K. Caldwell-Pope),77,68
334,3,0:34.0,K. Kuzma misses 3-pt jump shot from 26 ft,,77,68
335,3,0:30.0,,Defensive rebound by J. Poeltl,77,68
336,3,0:11.0,,P. Mills misses 2-pt layup from 2 ft,77,68
337,3,0:11.0,,Offensive rebound by Team,77,68
338,3,0:11.0,Loose ball foul by K. Caldwell-Pope (drawn by J. Poeltl),,77,68
339,3,0:11.0,,J. Poeltl misses free throw 1 of 2,77,68
340,3,0:11.0,,Offensive rebound by Team,77,68
341,3,0:11.0,,J. Poeltl makes free throw 2 of 2,77,69
342,3,0:03.0,Offensive foul by A. Davis (drawn by D. White),,77,69
343,3,0:03.0,Turnover by A. Davis (offensive foul),,77,69
344,3,0:03.0,D. Howard enters the game for A. Davis,,77,69
345,3,0:00.0,,R. Gay makes 3-pt jump shot from 36 ft (assist by D. White),77,72
346,3,0:00.0,,Instant Replay (Request: Ruling Stands),77,72
347,4,11:44.0,,Turnover by P. Mills (bad pass; steal by L. James),77,72
348,4,11:36.0,Turnover by L. James (bad pass),,77,72
349,4,11:18.0,,M. Belinelli misses 3-pt jump shot from 25 ft,77,72
350,4,11:16.0,Defensive rebound by L. James,,77,72
351,4,11:01.0,L. James makes 2-pt jump shot from 15 ft,,79,72
352,4,10:49.0,,R. Gay makes 2-pt layup from 3 ft (assist by P. Mills),79,74
353,4,10:21.0,K. Caldwell-Pope makes 2-pt jump shot from 14 ft,,81,74
354,4,10:00.0,,Shooting foul by D. Howard (drawn by D. White),81,74
355,4,10:00.0,,Instant Replay (Request: Stands),81,74
356,4,10:00.0,,D. White makes free throw 1 of 2,81,75
357,4,10:00.0,,D. White makes free throw 2 of 2,81,76
358,4,9:39.0,D. Howard makes 2-pt hook shot from 8 ft,,83,76
359,4,9:18.0,,Turnover by P. Mills (out of bounds lost ball),83,76
360,4,9:18.0,D. Green enters the game for K. Caldwell-Pope,,83,76
361,4,9:18.0,,D. Murray enters the game for D. White,83,76
362,4,9:03.0,L. James misses 2-pt jump shot from 18 ft,,83,76
363,4,9:00.0,,Defensive rebound by D. Murray,83,76
364,4,8:53.0,,Turnover by D. Murray (bad pass; steal by A. Caruso),83,76
365,4,8:46.0,Turnover by A. Caruso (lost ball; steal by D. Murray),,83,76
366,4,8:45.0,,D. Murray makes 2-pt dunk at rim (assist by P. Mills),83,78
367,4,8:37.0,Personal foul by P. Mills (drawn by A. Caruso),,83,78
368,4,8:34.0,T. Daniels misses 2-pt jump shot from 19 ft,,83,78
369,4,8:32.0,,Defensive rebound by J. Poeltl,83,78
370,4,8:23.0,,Turnover by M. Belinelli (bad pass; steal by T. Daniels),83,78
371,4,8:14.0,L. James misses 3-pt jump shot from 23 ft,,83,78
372,4,8:10.0,,Defensive rebound by D. Murray,83,78
373,4,7:54.0,,R. Gay misses 3-pt jump shot from 26 ft,83,78
374,4,7:53.0,Defensive rebound by D. Howard,,83,78
375,4,7:53.0,Personal foul by P. Mills (drawn by D. Howard),,83,78
376,4,7:53.0,A. Bradley enters the game for T. Daniels,,83,78
377,4,7:37.0,D. Howard makes 2-pt dunk from 1 ft (assist by A. Bradley),,85,78
378,4,7:17.0,,D. Murray makes 3-pt jump shot from 25 ft (assist by M. Belinelli),85,81
379,4,7:05.0,Personal foul by P. Mills (drawn by A. Caruso),,85,81
380,4,7:05.0,A. Davis enters the game for L. James,,85,81
381,4,7:05.0,,B. Forbes enters the game for R. Gay,85,81
382,4,7:05.0,,T. Lyles enters the game for P. Mills,85,81
383,4,6:53.0,A. Bradley misses 2-pt layup from 2 ft,,85,81
384,4,6:48.0,Offensive rebound by D. Howard,,85,81
385,4,6:48.0,D. Howard makes 2-pt dunk from 1 ft,,87,81
386,4,6:40.0,,Shooting foul by D. Green (drawn by D. Murray),87,81
387,4,6:40.0,,San Antonio full timeout,87,81
388,4,6:40.0,,L. Aldridge enters the game for M. Belinelli,87,81
