,QUARTER,TIME_REMAINING,HOUSTON_ACTION,DENVER_ACTION,HOUSTON_SCORE,DENVER_SCORE
85,1,1:18.0,Shooting foul by M. Plumlee (drawn by R. Westbrook),,17,24
86,1,1:18.0,R. Westbrook makes free throw 1 of 2,,18,24
87,1,1:18.0,R. Westbrook misses free throw 2 of 2,,18,24
88,1,1:16.0,,Defensive rebound by J. Hernangómez,18,24
89,1,1:06.0,,Shooting foul by T. Sefolosha (drawn by M. Morris),18,24
90,1,1:06.0,,M. Morris misses free throw 1 of 2,18,24
91,1,1:06.0,,Offensive rebound by Team,18,24
92,1,1:06.0,,M. Morris makes free throw 2 of 2,18,25
93,1,0:57.0,R. Westbrook makes 2-pt jump shot from 10 ft,,20,25
94,1,0:43.0,,J. Grant makes 2-pt layup from 2 ft (assist by M. Morris),20,27
95,1,0:43.0,,Shooting foul by C. Capela (drawn by J. Grant),20,27
96,1,0:43.0,,J. Grant misses free throw 1 of 1,20,27
97,1,0:41.0,Defensive rebound by T. Sefolosha,,20,27
98,1,0:37.0,B. McLemore misses 3-pt jump shot from 23 ft,,20,27
99,1,0:31.0,,Defensive rebound by J. Grant,20,27
100,1,0:17.0,,M. Morris misses 2-pt layup from 4 ft (block by B. McLemore),20,27
101,1,0:14.0,Defensive rebound by A. Rivers,,20,27
102,1,0:01.0,C. Capela makes 2-pt layup from 1 ft (assist by R. Westbrook),,22,27
103,2,11:49.0,R. Westbrook misses 2-pt layup from 3 ft (block by T. Craig),,22,27
104,2,11:46.0,,Defensive rebound by J. Grant,22,27
105,2,11:44.0,,J. Grant misses 2-pt jump shot from 12 ft,22,27
106,2,11:40.0,Defensive rebound by C. Capela,,22,27
107,2,11:28.0,R. Westbrook misses 3-pt jump shot from 25 ft,,22,27
108,2,11:25.0,,Defensive rebound by J. Hernangómez,22,27
109,2,11:12.0,,J. Grant misses 2-pt jump shot from 16 ft,22,27
110,2,11:08.0,Defensive rebound by C. Capela,,22,27
111,2,10:56.0,D. House makes 3-pt jump shot from 23 ft (assist by R. Westbrook),,25,27
112,2,10:41.0,,T. Craig makes 2-pt layup from 2 ft (assist by M. Plumlee),25,29
113,2,10:30.0,A. Rivers makes 2-pt jump shot from 10 ft,,27,29
114,2,10:06.0,,M. Plumlee misses 2-pt hook shot from 5 ft,27,29
115,2,10:05.0,Defensive rebound by Team,,27,29
116,2,9:53.0,C. Capela misses 2-pt layup from 3 ft,,27,29
117,2,9:51.0,Offensive rebound by C. Capela,,27,29
118,2,9:50.0,D. House misses 3-pt jump shot from 24 ft,,27,29
119,2,9:50.0,Offensive rebound by Team,,27,29
120,2,9:38.0,R. Westbrook misses 2-pt layup from 6 ft (block by T. Craig),,27,29
121,2,9:35.0,,Defensive rebound by J. Hernangómez,27,29
122,2,9:31.0,,T. Craig misses 3-pt jump shot from 23 ft,27,29
123,2,9:26.0,Defensive rebound by R. Westbrook,,27,29
124,2,9:23.0,Shooting foul by T. Craig (drawn by R. Westbrook),,27,29
125,2,9:23.0,R. Westbrook makes free throw 1 of 2,,28,29
126,2,9:23.0,R. Westbrook misses free throw 2 of 2,,28,29
127,2,9:20.0,,Defensive rebound by J. Grant,28,29
128,2,9:06.0,,M. Morris misses 3-pt jump shot from 25 ft,28,29
129,2,9:00.0,,Offensive rebound by J. Hernangómez,28,29
130,2,9:00.0,,J. Hernangómez makes 2-pt dunk from 1 ft,28,31
131,2,8:50.0,A. Rivers misses 2-pt jump shot from 3 ft,,28,31
132,2,8:47.0,,Defensive rebound by M. Morris,28,31
133,2,8:35.0,,M. Plumlee makes 2-pt hook shot from 2 ft,28,33
134,2,8:25.0,R. Westbrook misses 3-pt jump shot from 24 ft,,28,33
135,2,8:22.0,,Defensive rebound by J. Grant,28,33
136,2,8:16.0,,Personal foul by D. House (drawn by J. Hernangómez),28,33
137,2,8:16.0,J. Harden enters the game for T. Sefolosha,,28,33
138,2,8:16.0,P. Tucker enters the game for R. Westbrook,,28,33
139,2,8:10.0,,J. Hernangómez misses 2-pt layup from 2 ft,28,33
140,2,8:08.0,,Offensive rebound by M. Morris,28,33
141,2,8:00.0,,J. Hernangómez misses 3-pt jump shot from 23 ft,28,33
142,2,7:57.0,,Offensive rebound by M. Plumlee,28,33
143,2,7:53.0,,M. Morris misses 2-pt layup from 4 ft,28,33
144,2,7:52.0,Defensive rebound by C. Capela,,28,33
145,2,7:48.0,Offensive foul by C. Capela (drawn by T. Craig),,28,33
146,2,7:48.0,Turnover by C. Capela (offensive foul),,28,33
147,2,7:32.0,,J. Grant makes 2-pt jump shot from 12 ft,28,35
148,2,7:12.0,Shooting foul by M. Plumlee (drawn by D. House),,28,35
149,2,7:12.0,D. House makes free throw 1 of 2,,29,35
150,2,7:12.0,,N. Jokić enters the game for M. Morris,29,35
151,2,7:12.0,,J. Murray enters the game for M. Plumlee,29,35
152,2,7:12.0,D. House makes free throw 2 of 2,,30,35
153,2,6:57.0,,J. Murray misses 2-pt jump shot from 6 ft,30,35
154,2,6:55.0,Defensive rebound by C. Capela,,30,35
155,2,6:50.0,Offensive foul by J. Harden (drawn by J. Hernangómez),,30,35
156,2,6:50.0,Turnover by J. Harden (offensive foul),,30,35
157,2,6:50.0,,Denver full timeout,30,35
158,2,6:50.0,,W. Barton enters the game for T. Craig,30,35
159,2,6:50.0,,G. Harris enters the game for J. Hernangómez,30,35
160,2,6:33.0,,W. Barton makes 3-pt jump shot from 23 ft (assist by G. Harris),30,38
161,2,6:13.0,J. Harden makes 2-pt layup from 2 ft,,32,38
162,2,6:01.0,,Personal foul by A. Rivers (drawn by J. Murray),32,38
163,2,6:01.0,T. Chandler enters the game for C. Capela,,32,38
164,2,6:01.0,R. Westbrook enters the game for A. Rivers,,32,38
165,2,6:01.0,,P. Millsap enters the game for J. Grant,32,38
166,2,5:58.0,,Shooting foul by P. Tucker (drawn by P. Millsap),32,38
167,2,5:58.0,,P. Millsap makes free throw 1 of 2,32,39
168,2,5:58.0,,P. Millsap makes free throw 2 of 2,32,40
169,2,5:49.0,J. Harden misses 3-pt jump shot from 26 ft,,32,40
170,2,5:46.0,Offensive rebound by T. Chandler,,32,40
171,2,5:45.0,Shooting foul by W. Barton (drawn by J. Harden),,32,40
172,2,5:45.0,J. Harden makes free throw 1 of 2,,33,40
173,2,5:45.0,J. Harden misses free throw 2 of 2,,33,40
174,2,5:43.0,,Defensive rebound by P. Millsap,33,40
175,2,5:30.0,,P. Millsap misses 2-pt jump shot from 13 ft,33,40
176,2,5:26.0,Defensive rebound by D. House,,33,40
177,2,5:16.0,T. Chandler makes 2-pt dunk from 1 ft (assist by D. House),,35,40
178,2,5:01.0,,N. Jokić makes 3-pt jump shot from 26 ft (assist by J. Murray),35,43
179,2,4:48.0,,Violation by Team (kicked ball),35,43
180,2,4:34.0,J. Harden misses 3-pt jump shot from 28 ft,,35,43
181,2,4:34.0,Offensive rebound by D. House,,35,43
182,2,4:26.0,J. Harden makes 2-pt jump shot from 2 ft (assist by D. House),,37,43
183,2,4:01.0,,P. Millsap makes 2-pt layup from 4 ft,37,45
184,2,3:53.0,R. Westbrook misses 2-pt jump shot from 17 ft,,37,45
185,2,3:50.0,,Defensive rebound by W. Barton,37,45
186,2,3:43.0,,G. Harris misses 2-pt layup from 5 ft (block by T. Chandler),37,45
187,2,3:41.0,,Offensive rebound by W. Barton,37,45
188,2,3:36.0,,N. Jokić makes 2-pt jump shot from 8 ft (assist by W. Barton),37,47
189,2,3:29.0,Shooting foul by P. Millsap (drawn by J. Harden),,37,47
190,2,3:29.0,J. Harden makes free throw 1 of 3,,38,47
191,2,3:29.0,J. Harden makes free throw 2 of 3,,39,47
192,2,3:29.0,C. Capela enters the game for T. Chandler,,39,47
193,2,3:29.0,J. Harden makes free throw 3 of 3,,40,47
194,2,3:17.0,,N. Jokić makes 2-pt hook shot from 5 ft (assist by J. Murray),40,49
195,2,2:55.0,R. Westbrook misses 2-pt jump shot from 17 ft,,40,49
196,2,2:52.0,Offensive rebound by C. Capela,,40,49
197,2,2:43.0,C. Capela makes 2-pt layup from 2 ft (assist by J. Harden),,42,49
198,2,2:32.0,,J. Murray misses 3-pt jump shot from 27 ft,42,49
199,2,2:29.0,,Offensive rebound by N. Jokić,42,49
200,2,2:27.0,,N. Jokić makes 2-pt layup from 1 ft,42,51
201,2,2:21.0,C. Capela makes 2-pt dunk at rim (assist by J. Harden),,44,51
202,2,1:57.0,,Turnover by N. Jokić (bad pass; steal by C. Capela),44,51
203,2,1:56.0,Personal foul by J. Murray (drawn by R. Westbrook),,44,51
204,2,1:56.0,Houston full timeout,,44,51
205,2,1:56.0,R. Westbrook makes free throw 1 of 2,,45,51
206,2,1:56.0,R. Westbrook makes free throw 2 of 2,,46,51
207,2,1:36.0,,J. Murray misses 2-pt jump shot from 18 ft,46,51
208,2,1:33.0,Defensive rebound by C. Capela,,46,51
209,2,1:21.0,R. Westbrook misses 2-pt dunk from 2 ft,,46,51
210,2,1:19.0,,Defensive rebound by W. Barton,46,51
211,2,1:13.0,,J. Murray makes 3-pt jump shot from 26 ft (assist by P. Millsap),46,54
212,2,1:04.0,Shooting foul by J. Murray (drawn by R. Westbrook),,46,54
213,2,1:04.0,R. Westbrook makes free throw 1 of 2,,47,54
214,2,1:04.0,R. Westbrook makes free throw 2 of 2,,48,54
215,2,0:57.0,,Personal foul by R. Westbrook (drawn by J. Murray),48,54
216,2,0:48.0,,Turnover by N. Jokić (bad pass; steal by P. Tucker),48,54
217,2,0:37.0,Turnover by R. Westbrook (lost ball; steal by J. Murray),,48,54
218,2,0:31.0,,J. Murray misses 2-pt layup from 2 ft,48,54
219,2,0:29.0,Defensive rebound by P. Tucker,,48,54
220,2,0:25.0,J. Harden makes 3-pt jump shot from 28 ft,,51,54
221,2,0:01.0,,J. Murray misses 2-pt jump shot from 17 ft,51,54
222,2,0:01.0,Defensive rebound by J. Harden,,51,54
223,3,11:45.0,D. House misses 3-pt jump shot from 25 ft,,51,54
224,3,11:40.0,,Defensive rebound by P. Millsap,51,54
225,3,11:35.0,,G. Harris makes 3-pt jump shot from 26 ft,51,57
226,3,11:19.0,D. House misses 3-pt jump shot from 25 ft,,51,57
227,3,11:16.0,,Defensive rebound by N. Jokić,51,57
228,3,11:07.0,,W. Barton misses 3-pt jump shot from 25 ft,51,57
229,3,11:03.0,Defensive rebound by C. Capela,,51,57
230,3,10:51.0,P. Tucker makes 2-pt jump shot from 8 ft (assist by J. Harden),,53,57
231,3,10:34.0,,W. Barton makes 2-pt layup from 2 ft (assist by N. Jokić),53,59
232,3,10:20.0,R. Westbrook makes 2-pt layup from 3 ft,,55,59
233,3,10:20.0,Shooting foul by J. Murray (drawn by R. Westbrook),,55,59
234,3,10:20.0,R. Westbrook makes free throw 1 of 1,,56,59
235,3,10:07.0,,Offensive foul by N. Jokić (drawn by D. House),56,59
236,3,10:07.0,,Turnover by N. Jokić (offensive foul),56,59
237,3,10:07.0,Houston full timeout,,56,59
238,3,10:07.0,B. McLemore enters the game for D. House,,56,59
239,3,9:50.0,Turnover by J. Harden (lost ball; steal by P. Millsap),,56,59
240,3,9:45.0,,W. Barton makes 2-pt layup from 2 ft (assist by P. Millsap),56,61
241,3,9:32.0,R. Westbrook makes 3-pt jump shot from 25 ft (assist by B. McLemore),,59,61
242,3,9:09.0,,N. Jokić misses 2-pt hook shot from 4 ft,59,61
243,3,9:08.0,Defensive rebound by C. Capela,,59,61
244,3,9:04.0,Personal foul by P. Millsap (drawn by J. Harden),,59,61
245,3,8:50.0,Turnover by C. Capela (bad pass; steal by J. Murray),,59,61
246,3,8:30.0,,P. Millsap misses 3-pt jump shot from 22 ft,59,61
247,3,8:27.0,Defensive rebound by C. Capela,,59,61
248,3,8:12.0,R. Westbrook misses 3-pt jump shot from 23 ft,,59,61
249,3,8:11.0,Offensive rebound by Team,,59,61
250,3,8:11.0,T. Chandler enters the game for C. Capela,,59,61
251,3,8:09.0,B. McLemore misses 3-pt jump shot from 25 ft,,59,61
252,3,8:05.0,,Defensive rebound by N. Jokić,59,61
253,3,7:54.0,,J. Murray makes 2-pt layup from 2 ft (assist by N. Jokić),59,63
254,3,7:31.0,B. McLemore misses 2-pt hook shot from 7 ft,,59,63
255,3,7:28.0,,Defensive rebound by N. Jokić,59,63
256,3,7:28.0,,Personal foul by P. Tucker (drawn by W. Barton),59,63
257,3,7:28.0,A. Rivers enters the game for B. McLemore,,59,63
258,3,7:19.0,,N. Jokić makes 2-pt jump shot from 8 ft (assist by J. Murray),59,65
259,3,6:55.0,R. Westbrook misses 2-pt jump shot from 11 ft,,59,65
260,3,6:54.0,,Defensive rebound by P. Millsap,59,65
261,3,6:45.0,,W. Barton misses 3-pt jump shot from 24 ft,59,65
262,3,6:43.0,Defensive rebound by J. Harden,,59,65
263,3,6:37.0,J. Harden misses 2-pt layup from 2 ft (block by P. Millsap),,59,65
264,3,6:34.0,,Defensive rebound by G. Harris,59,65
265,3,6:31.0,,W. Barton makes 2-pt dunk from 1 ft (assist by G. Harris),59,67
266,3,6:29.0,Houston full timeout,,59,67
267,3,6:29.0,C. Clemons enters the game for R. Westbrook,,59,67
268,3,6:13.0,Turnover by T. Chandler (lost ball; steal by P. Millsap),,59,67
269,3,5:59.0,,G. Harris misses 2-pt jump shot from 9 ft,59,67
270,3,5:56.0,,Offensive rebound by N. Jokić,59,67
271,3,5:55.0,,Shooting foul by P. Tucker (drawn by P. Millsap),59,67
272,3,5:55.0,,P. Millsap makes free throw 1 of 2,59,68
273,3,5:55.0,,P. Millsap misses free throw 2 of 2,59,68
274,3,5:53.0,Defensive rebound by J. Harden,,59,68
275,3,5:48.0,J. Harden makes 3-pt jump shot from 25 ft,,62,68
276,3,5:28.0,,P. Millsap makes 2-pt jump shot from 9 ft (assist by J. Murray),62,70
277,3,5:11.0,Offensive foul by T. Chandler (drawn by W. Barton),,62,70
278,3,5:11.0,Turnover by T. Chandler (offensive foul),,62,70
279,3,5:11.0,C. Capela enters the game for T. Chandler,,62,70
280,3,4:56.0,,J. Murray makes 2-pt layup from 4 ft (assist by W. Barton),62,72
281,3,4:34.0,A. Rivers misses 3-pt jump shot from 23 ft,,62,72
282,3,4:32.0,,Defensive rebound by G. Harris,62,72
283,3,4:26.0,,N. Jokić makes 3-pt jump shot from 25 ft (assist by G. Harris),62,75
284,3,3:58.0,Turnover by C. Clemons (bad pass; steal by J. Murray),,62,75
285,3,3:58.0,,Personal foul by C. Clemons (drawn by J. Murray),62,75
286,3,3:58.0,,J. Grant enters the game for P. Millsap,62,75
287,3,3:31.0,,J. Murray misses 3-pt jump shot from 24 ft,62,75
288,3,3:29.0,,Offensive rebound by J. Grant,62,75
289,3,3:21.0,,J. Grant misses 3-pt jump shot from 23 ft,62,75
290,3,3:21.0,,Offensive rebound by Team,62,75
291,3,3:21.0,Loose ball foul by C. Capela (drawn by N. Jokić),,62,75
292,3,3:21.0,T. Sefolosha enters the game for P. Tucker,,62,75
293,3,3:10.0,,G. Harris misses 3-pt jump shot from 25 ft,62,75
294,3,3:07.0,,Offensive rebound by W. Barton,62,75
295,3,3:06.0,,W. Barton misses 2-pt layup from 2 ft,62,75
296,3,3:06.0,,Offensive rebound by N. Jokić,62,75
297,3,3:02.0,,N. Jokić makes 2-pt layup at rim,62,77
298,3,2:53.0,C. Clemons makes 3-pt jump shot from 26 ft (assist by J. Harden),,65,77
299,3,2:34.0,,W. Barton misses 2-pt jump shot from 7 ft,65,77
300,3,2:32.0,Defensive rebound by T. Sefolosha,,65,77
301,3,2:27.0,J. Harden makes 3-pt jump shot from 26 ft,,68,77
302,3,2:25.0,,Denver full timeout,68,77
303,3,2:25.0,B. McLemore enters the game for C. Clemons,,68,77
304,3,2:25.0,R. Westbrook enters the game for A. Rivers,,68,77
305,3,2:25.0,,J. Hernangómez enters the game for W. Barton,68,77
306,3,2:25.0,,M. Plumlee enters the game for N. Jokić,68,77
307,3,2:16.0,,Personal foul by R. Westbrook (drawn by M. Plumlee),68,77
308,3,2:16.0,,M. Plumlee makes free throw 1 of 2,68,78
309,3,2:16.0,,M. Plumlee makes free throw 2 of 2,68,79
310,3,1:58.0,B. McLemore makes 3-pt jump shot from 24 ft (assist by J. Harden),,71,79
311,3,1:31.0,,G. Harris misses 2-pt jump shot from 6 ft,71,79
312,3,1:29.0,Defensive rebound by C. Capela,,71,79
313,3,1:12.0,R. Westbrook misses 3-pt jump shot from 25 ft,,71,79
314,3,1:09.0,Offensive rebound by T. Sefolosha,,71,79
315,3,1:05.0,C. Capela makes 2-pt layup from 1 ft (assist by R. Westbrook),,73,79
316,3,0:51.0,,J. Hernangómez makes 3-pt jump shot from 24 ft (assist by J. Murray),73,82
317,3,0:35.0,B. McLemore misses 3-pt jump shot from 23 ft,,73,82
318,3,0:32.0,,Defensive rebound by J. Grant,73,82
319,3,0:09.0,,M. Plumlee misses 2-pt jump shot from 5 ft,73,82
320,3,0:06.0,Defensive rebound by C. Capela,,73,82
321,4,11:43.0,,T. Craig misses 3-pt jump shot from 25 ft,73,82
322,4,11:41.0,,Offensive rebound by Team,73,82
323,4,11:41.0,Loose ball foul by B. McLemore (drawn by J. Hernangómez),,73,82
324,4,11:34.0,,J. Grant makes 2-pt jump shot from 12 ft (assist by T. Craig),73,84
325,4,11:21.0,R. Westbrook makes 3-pt jump shot from 25 ft,,76,84
326,4,11:07.0,,J. Hernangómez misses 3-pt jump shot from 25 ft,76,84
327,4,11:03.0,,Offensive rebound by T. Craig,76,84
328,4,11:01.0,,J. Hernangómez makes 2-pt layup at rim (assist by T. Craig),76,86
329,4,10:40.0,C. Clemons misses 3-pt jump shot from 27 ft,,76,86
330,4,10:36.0,,Defensive rebound by M. Morris,76,86
331,4,10:28.0,,J. Grant misses 2-pt layup from 2 ft,76,86
332,4,10:26.0,Defensive rebound by C. Capela,,76,86
333,4,10:17.0,B. McLemore misses 3-pt jump shot from 27 ft,,76,86
334,4,10:13.0,,Defensive rebound by J. Grant,76,86
335,4,10:09.0,,T. Craig makes 2-pt dunk from 1 ft (assist by M. Plumlee),76,88
336,4,10:09.0,,Flagrant foul type 1 by B. McLemore (drawn by T. Craig),76,88
337,4,10:09.0,,Instant Replay (Request: Ruling Stands),76,88
338,4,10:09.0,J. Harden enters the game for C. Clemons,,76,88
339,4,10:09.0,A. Rivers enters the game for B. McLemore,,76,88
340,4,10:09.0,P. Tucker enters the game for T. Sefolosha,,76,88
341,4,10:09.0,,T. Craig misses flagrant free throw 1 of 2,76,88
342,4,10:09.0,,Offensive rebound by Team,76,88
343,4,10:09.0,,T. Craig misses flagrant free throw 2 of 2,76,88
344,4,10:09.0,,Offensive rebound by Team,76,88
345,4,10:03.0,,Turnover by M. Morris (bad pass; steal by A. Rivers),76,88
346,4,9:58.0,R. Westbrook makes 2-pt layup from 1 ft,,78,88
347,4,9:35.0,,J. Grant misses 2-pt jump shot from 19 ft,78,88
348,4,9:30.0,Defensive rebound by J. Harden,,78,88
349,4,9:17.0,J. Harden misses 2-pt jump shot from 7 ft,,78,88
350,4,9:15.0,Offensive rebound by J. Harden,,78,88
351,4,9:05.0,R. Westbrook misses 3-pt jump shot from 28 ft,,78,88
352,4,9:02.0,,Defensive rebound by J. Grant,78,88
353,4,8:51.0,,J. Grant misses 2-pt jump shot from 11 ft,78,88
354,4,8:48.0,Defensive rebound by C. Capela,,78,88
355,4,8:40.0,J. Harden misses 3-pt jump shot from 27 ft,,78,88
356,4,8:37.0,,Defensive rebound by J. Hernangómez,78,88
357,4,8:28.0,,M. Plumlee misses 2-pt hook shot from 5 ft,78,88
358,4,8:26.0,Defensive rebound by C. Capela,,78,88
359,4,8:05.0,Turnover by J. Harden (bad pass; steal by T. Craig),,78,88
360,4,8:02.0,,T. Craig makes 2-pt dunk from 1 ft,78,90
361,4,7:43.0,Turnover by C. Capela (lost ball; steal by T. Craig),,78,90
362,4,7:39.0,,M. Morris makes 2-pt layup from 1 ft (assist by T. Craig),78,92
363,4,7:39.0,Houston full timeout,,78,92
364,4,7:39.0,,J. Murray enters the game for M. Morris,78,92
365,4,7:29.0,Shooting foul by T. Craig (drawn by J. Harden),,78,92
366,4,7:29.0,,Denver full timeout,78,92
367,4,7:29.0,,Instant Replay (Challenge: Ruling Stands),78,92
368,4,7:28.0,J. Harden misses free throw 1 of 3,,78,92
369,4,7:28.0,Offensive rebound by Team,,78,92
370,4,7:28.0,J. Harden misses free throw 2 of 3,,78,92
371,4,7:28.0,Offensive rebound by Team,,78,92
372,4,7:28.0,J. Harden makes free throw 3 of 3,,79,92
373,4,7:13.0,,J. Murray misses 2-pt jump shot from 8 ft,79,92
374,4,7:10.0,Defensive rebound by C. Capela,,79,92
375,4,6:53.0,P. Tucker makes 3-pt jump shot from 23 ft (assist by R. Westbrook),,82,92
376,4,6:37.0,,J. Grant makes 3-pt jump shot from 25 ft (assist by J. Murray),82,95
377,4,6:25.0,A. Rivers misses 3-pt jump shot from 25 ft,,82,95
378,4,6:23.0,,Defensive rebound by J. Hernangómez,82,95
379,4,6:17.0,,J. Murray misses 3-pt jump shot from 24 ft,82,95
380,4,6:13.0,Defensive rebound by J. Harden,,82,95
381,4,6:12.0,Turnover by J. Harden (lost ball; steal by J. Murray),,82,95
382,4,6:12.0,,Shooting foul by R. Westbrook (drawn by J. Hernangómez),82,95
383,4,6:12.0,,J. Hernangómez misses free throw 1 of 2,82,95
384,4,6:12.0,,Offensive rebound by Team,82,95
385,4,6:12.0,,N. Jokić enters the game for J. Grant,82,95
386,4,6:12.0,,P. Millsap enters the game for M. Plumlee,82,95
387,4,6:12.0,,J. Hernangómez makes free throw 2 of 2,82,96
