,QUARTER,TIME_REMAINING,INDIANA_ACTION,NEW ORLEANS_ACTION,INDIANA_SCORE,NEW ORLEANS_SCORE
391,4,6:29.0,Defensive rebound by J. Lamb,,81,101
392,4,6:28.0,Turnover by D. McDermott (bad pass),,81,101
393,4,6:04.0,,B. Ingram makes 2-pt layup from 3 ft,81,103
394,4,5:52.0,J. Lamb misses 2-pt jump shot from 21 ft,,81,103
395,4,5:48.0,,Defensive rebound by D. Favors,81,103
396,4,5:37.0,,L. Ball makes 3-pt jump shot from 26 ft (assist by B. Ingram),81,106
397,4,5:23.0,D. McDermott makes 2-pt jump shot from 2 ft,,83,106
398,4,4:59.0,Violation by Team (kicked ball),,83,106
399,4,4:59.0,G. Bitadze enters the game for D. Sabonis,,83,106
400,4,4:59.0,,F. Jackson enters the game for B. Ingram,83,106
401,4,4:53.0,,L. Ball misses 3-pt jump shot from 23 ft,83,106
402,4,4:49.0,Defensive rebound by J. Lamb,,83,106
403,4,4:41.0,J. Lamb misses 2-pt jump shot from 7 ft,,83,106
404,4,4:39.0,,Defensive rebound by D. Favors,83,106
405,4,4:36.0,,E. Moore misses 3-pt jump shot from 27 ft,83,106
406,4,4:30.0,Defensive rebound by D. McDermott,,83,106
407,4,4:28.0,Turnover by D. McDermott (bad pass; steal by J. Hart),,83,106
408,4,4:25.0,,J. Hart makes 2-pt layup from 3 ft,83,108
409,4,4:10.0,A. Holiday misses 3-pt jump shot from 25 ft,,83,108
410,4,4:08.0,Offensive rebound by G. Bitadze,,83,108
411,4,4:08.0,Shooting foul by D. Favors (drawn by G. Bitadze),,83,108
412,4,4:08.0,G. Bitadze makes free throw 1 of 2,,84,108
413,4,4:08.0,,N. Alexander-Walker enters the game for L. Ball,84,108
414,4,4:08.0,,J. Hayes enters the game for D. Favors,84,108
415,4,4:08.0,G. Bitadze misses free throw 2 of 2,,84,108
416,4,4:06.0,,Defensive rebound by E. Moore,84,108
417,4,3:57.0,,F. Jackson makes 2-pt jump shot from 4 ft,84,110
418,4,3:57.0,Indiana full timeout,,84,110
419,4,3:57.0,A. Johnson enters the game for J. Holiday,,84,110
420,4,3:57.0,T. McConnell enters the game for J. Lamb,,84,110
421,4,3:57.0,,K. Williams enters the game for E. Moore,84,110
422,4,3:44.0,A. Holiday makes 3-pt jump shot from 26 ft (assist by T. McConnell),,87,110
423,4,3:44.0,T. Leaf enters the game for D. McDermott,,87,110
424,4,3:44.0,,N. Melli enters the game for J. Hart,87,110
425,4,3:17.0,,J. Hayes misses 2-pt jump shot from 7 ft,87,110
426,4,3:15.0,Defensive rebound by A. Johnson,,87,110
427,4,3:01.0,A. Johnson makes 2-pt layup from 2 ft (assist by T. McConnell),,89,110
428,4,2:47.0,,N. Alexander-Walker makes 2-pt layup from 1 ft,89,112
429,4,2:27.0,T. Leaf makes 2-pt hook shot from 3 ft,,91,112
430,4,2:19.0,,Shooting foul by A. Holiday (drawn by N. Melli),91,112
431,4,2:19.0,,N. Melli makes free throw 1 of 2,91,113
432,4,2:19.0,,N. Melli makes free throw 2 of 2,91,114
433,4,2:07.0,G. Bitadze misses 2-pt jump shot from 12 ft,,91,114
434,4,2:04.0,,Defensive rebound by N. Alexander-Walker,91,114
435,4,1:51.0,,F. Jackson misses 2-pt layup from 2 ft,91,114
436,4,1:48.0,Defensive rebound by G. Bitadze,,91,114
437,4,1:47.0,A. Holiday makes 2-pt layup from 2 ft,,93,114
438,4,1:47.0,Shooting foul by N. Alexander-Walker (drawn by A. Holiday),,93,114
439,4,1:47.0,A. Holiday makes free throw 1 of 1,,94,114
440,4,1:36.0,,N. Melli misses 3-pt jump shot from 27 ft,94,114
441,4,1:31.0,Defensive rebound by A. Johnson,,94,114
442,4,1:23.0,A. Johnson makes 2-pt layup from 3 ft (assist by A. Holiday),,96,114
443,4,1:08.0,,N. Melli misses 2-pt layup from 2 ft,96,114
444,4,1:06.0,Defensive rebound by A. Johnson,,96,114
445,4,0:59.0,T. McConnell misses 2-pt layup from 1 ft (block by J. Hayes),,96,114
446,4,0:54.0,,Defensive rebound by F. Jackson,96,114
447,4,0:50.0,,N. Melli misses 3-pt jump shot from 22 ft,96,114
448,4,0:46.0,,Offensive rebound by K. Williams,96,114
449,4,0:44.0,,N. Alexander-Walker makes 3-pt jump shot from 25 ft (assist by K. Williams),96,117
450,4,0:32.0,Shooting foul by F. Jackson (drawn by A. Holiday),,96,117
451,4,0:32.0,A. Holiday makes free throw 1 of 2,,97,117
452,4,0:32.0,A. Holiday makes free throw 2 of 2,,98,117
453,4,0:24.0,,N. Melli makes 3-pt jump shot from 25 ft (assist by F. Jackson),98,120
