,QUARTER,TIME_REMAINING,WASHINGTON_ACTION,UTAH_ACTION,WASHINGTON_SCORE,UTAH_SCORE
381,4,9:00.0,T. Bryant enters the game for R. Hachimura,,85,100
382,4,8:48.0,B. Beal makes 2-pt jump shot from 20 ft (assist by T. Bryant),,87,100
383,4,8:32.0,,Shooting foul by B. Beal (drawn by T. Bradley),87,100
384,4,8:32.0,,T. Bradley makes free throw 1 of 2,87,101
385,4,8:32.0,,T. Bradley makes free throw 2 of 2,87,102
386,4,8:22.0,Shooting foul by T. Bradley (drawn by T. Bryant),,87,102
387,4,8:22.0,T. Bryant misses free throw 1 of 2,,87,102
388,4,8:22.0,Offensive rebound by Team,,87,102
389,4,8:22.0,,R. Gobert enters the game for T. Bradley,87,102
390,4,8:22.0,,D. Mitchell enters the game for M. Conley,87,102
391,4,8:22.0,T. Bryant misses free throw 2 of 2,,87,102
392,4,8:20.0,,Defensive rebound by J. Ingles,87,102
393,4,7:58.0,,Turnover by J. Ingles (bad pass; steal by B. Beal),87,102
394,4,7:53.0,T. Brown makes 2-pt layup from 2 ft (assist by B. Beal),,89,102
395,4,7:31.0,,Personal foul by T. Brown (drawn by R. O'Neale),89,102
396,4,7:22.0,,J. Clarkson makes 2-pt jump shot from 10 ft (assist by J. Ingles),89,104
397,4,7:12.0,T. Bryant makes 3-pt jump shot from 25 ft (assist by I. Smith),,92,104
398,4,6:46.0,,D. Mitchell misses 2-pt jump shot from 10 ft,92,104
399,4,6:43.0,Defensive rebound by B. Beal,,92,104
400,4,6:42.0,T. Brown makes 2-pt layup from 1 ft (assist by B. Beal),,94,104
401,4,6:42.0,Shooting foul by J. Ingles (drawn by T. Brown),,94,104
402,4,6:42.0,,B. Bogdanović enters the game for J. Ingles,94,104
403,4,6:42.0,T. Brown makes free throw 1 of 1,,95,104
404,4,6:30.0,,Turnover by R. Gobert (lost ball; steal by I. Smith),95,104
405,4,6:28.0,Personal take foul by D. Mitchell (drawn by I. Smith),,95,104
406,4,6:17.0,B. Beal misses 2-pt jump shot from 16 ft,,95,104
407,4,6:14.0,Offensive rebound by I. Smith,,95,104
408,4,6:12.0,D. Bertāns makes 3-pt jump shot from 28 ft (assist by T. Brown),,98,104
409,4,6:11.0,,Utah full timeout,98,104
410,4,5:52.0,,R. O'Neale misses 3-pt jump shot from 25 ft,98,104
411,4,5:51.0,Defensive rebound by Team,,98,104
412,4,5:40.0,D. Bertāns misses 3-pt jump shot from 23 ft,,98,104
413,4,5:37.0,,Defensive rebound by J. Clarkson,98,104
414,4,5:28.0,,B. Bogdanović misses 3-pt jump shot from 23 ft,98,104
415,4,5:25.0,Defensive rebound by I. Smith,,98,104
416,4,5:18.0,B. Beal makes 3-pt jump shot from 25 ft (assist by T. Bryant),,101,104
417,4,5:02.0,,D. Mitchell makes 3-pt jump shot from 27 ft,101,107
418,4,4:49.0,T. Bryant makes 2-pt dunk from 1 ft (assist by B. Beal),,103,107
419,4,4:36.0,,R. O'Neale makes 3-pt jump shot from 24 ft (assist by D. Mitchell),103,110
420,4,4:34.0,Washington full timeout,,103,110
421,4,4:34.0,R. Hachimura enters the game for T. Bryant,,103,110
422,4,4:25.0,B. Beal makes 2-pt jump shot from 8 ft,,105,110
423,4,4:16.0,,D. Mitchell makes 2-pt layup from 7 ft,105,112
424,4,4:13.0,Turnover by I. Smith (bad pass; steal by R. O'Neale),,105,112
425,4,4:13.0,,Shooting foul by I. Smith (drawn by R. O'Neale),105,112
426,4,4:13.0,,R. O'Neale misses free throw 1 of 2,105,112
427,4,4:13.0,,Offensive rebound by Team,105,112
428,4,4:13.0,S. Napier enters the game for I. Smith,,105,112
429,4,4:13.0,,M. Conley enters the game for J. Clarkson,105,112
430,4,4:13.0,,R. O'Neale misses free throw 2 of 2,105,112
431,4,4:11.0,Defensive rebound by T. Brown,,105,112
432,4,4:08.0,Shooting foul by R. O'Neale (drawn by B. Beal),,105,112
433,4,4:08.0,B. Beal misses free throw 1 of 2,,105,112
434,4,4:08.0,Offensive rebound by Team,,105,112
435,4,4:08.0,B. Beal makes free throw 2 of 2,,106,112
436,4,3:56.0,,D. Mitchell makes 3-pt jump shot from 25 ft,106,115
437,4,3:44.0,B. Beal misses 3-pt jump shot from 25 ft,,106,115
438,4,3:41.0,,Defensive rebound by D. Mitchell,106,115
439,4,3:40.0,,Personal take foul by B. Beal (drawn by D. Mitchell),106,115
440,4,3:40.0,,D. Mitchell makes free throw 1 of 2,106,116
441,4,3:40.0,T. Bryant enters the game for T. Brown,,106,116
442,4,3:40.0,,D. Mitchell makes free throw 2 of 2,106,117
443,4,3:25.0,B. Beal misses 2-pt jump shot from 8 ft,,106,117
444,4,3:22.0,,Defensive rebound by R. O'Neale,106,117
445,4,3:18.0,,Personal foul by R. Hachimura (drawn by M. Conley),106,117
446,4,3:18.0,,M. Conley makes free throw 1 of 2,106,118
447,4,3:18.0,,M. Conley makes free throw 2 of 2,106,119
448,4,3:12.0,D. Bertāns misses 3-pt jump shot from 26 ft,,106,119
449,4,3:08.0,Offensive rebound by R. Hachimura,,106,119
450,4,3:07.0,D. Bertāns misses 3-pt jump shot from 27 ft,,106,119
451,4,3:04.0,,Defensive rebound by M. Conley,106,119
452,4,2:42.0,,R. O'Neale misses 3-pt jump shot from 27 ft,106,119
453,4,2:38.0,Defensive rebound by D. Bertāns,,106,119
454,4,2:35.0,Personal foul by D. Mitchell (drawn by D. Bertāns),,106,119
455,4,2:35.0,D. Bertāns makes free throw 1 of 2,,107,119
456,4,2:35.0,D. Bertāns makes free throw 2 of 2,,108,119
457,4,2:16.0,,M. Conley makes 2-pt layup from 4 ft,108,121
458,4,1:55.0,B. Beal makes 2-pt dunk from 2 ft,,110,121
459,4,1:42.0,,Personal foul by D. Bertāns (drawn by D. Mitchell),110,121
460,4,1:42.0,,D. Mitchell makes free throw 1 of 2,110,122
461,4,1:42.0,T. Brown enters the game for D. Bertāns,,110,122
462,4,1:42.0,,D. Mitchell makes free throw 2 of 2,110,123
463,4,1:35.0,Shooting foul by M. Conley (drawn by S. Napier),,110,123
464,4,1:35.0,S. Napier makes free throw 1 of 2,,111,123
465,4,1:35.0,S. Napier makes free throw 2 of 2,,112,123
466,4,1:20.0,,B. Bogdanović makes 2-pt layup from 5 ft (assist by D. Mitchell),112,125
467,4,1:20.0,,Shooting foul by B. Beal (drawn by B. Bogdanović),112,125
468,4,1:20.0,,B. Bogdanović makes free throw 1 of 1,112,126
469,4,1:20.0,Washington full timeout,,112,126
470,4,1:20.0,I. Bonga enters the game for B. Beal,,112,126
471,4,1:20.0,G. Payton enters the game for T. Bryant,,112,126
472,4,1:20.0,J. Robinson enters the game for R. Hachimura,,112,126
473,4,1:20.0,M. Wagner enters the game for S. Napier,,112,126
474,4,1:12.0,J. Robinson makes 2-pt jump shot from 18 ft (assist by T. Brown),,114,126
475,4,0:55.0,,B. Bogdanović misses 2-pt jump shot from 17 ft,114,126
476,4,0:51.0,Defensive rebound by T. Brown,,114,126
477,4,0:47.0,G. Payton makes 2-pt layup from 2 ft (assist by T. Brown),,116,126
478,4,0:26.0,,B. Bogdanović makes 3-pt jump shot from 26 ft,116,129
479,4,0:21.0,G. Payton makes 3-pt jump shot from 26 ft (assist by I. Bonga),,119,129
