,QUARTER,TIME_REMAINING,MIAMI_ACTION,GOLDEN STATE_ACTION,MIAMI_SCORE,GOLDEN STATE_SCORE
380,4,7:36.0,,J. Poole enters the game for E. Paschall,100,83
381,4,7:36.0,,A. Wiggins enters the game for J. Toscano-Anderson,100,83
382,4,7:30.0,,J. Poole misses 2-pt jump shot from 12 ft,100,83
383,4,7:27.0,Defensive rebound by Team,,100,83
384,4,7:15.0,D. Robinson misses 3-pt jump shot from 28 ft,,100,83
385,4,7:13.0,,Defensive rebound by K. Looney,100,83
386,4,6:56.0,,D. Lee makes 2-pt jump shot from 11 ft (assist by D. Green),100,85
387,4,6:45.0,G. Dragić misses 2-pt jump shot from 14 ft,,100,85
388,4,6:43.0,Offensive rebound by A. Iguodala,,100,85
389,4,6:37.0,K. Olynyk makes 3-pt jump shot from 28 ft (assist by D. Robinson),,103,85
390,4,6:36.0,Away from play foul by K. Looney (drawn by G. Dragić),,103,85
391,4,6:36.0,J. Butler enters the game for A. Iguodala,,103,85
392,4,6:36.0,G. Dragić misses free throw 1 of 1,,103,85
393,4,6:35.0,,Defensive rebound by K. Looney,103,85
394,4,6:25.0,,D. Lee makes 3-pt jump shot from 28 ft (assist by A. Wiggins),103,88
395,4,6:10.0,J. Crowder misses 3-pt jump shot from 27 ft,,103,88
396,4,6:08.0,,Defensive rebound by D. Green,103,88
397,4,6:03.0,,Turnover by D. Green (bad pass),103,88
398,4,5:47.0,J. Butler makes 2-pt jump shot from 11 ft,,105,88
399,4,5:33.0,,Shooting foul by D. Robinson (drawn by D. Lee),105,88
400,4,5:33.0,,D. Lee makes free throw 1 of 2,105,89
401,4,5:33.0,,M. Chriss enters the game for K. Looney,105,89
402,4,5:33.0,,D. Lee makes free throw 2 of 2,105,90
403,4,5:15.0,D. Robinson misses 3-pt jump shot from 23 ft,,105,90
404,4,5:13.0,,Defensive rebound by J. Poole,105,90
405,4,4:58.0,,A. Wiggins misses 2-pt jump shot from 7 ft,105,90
406,4,4:56.0,Defensive rebound by J. Crowder,,105,90
407,4,4:33.0,J. Crowder misses 3-pt jump shot from 27 ft,,105,90
408,4,4:31.0,,Defensive rebound by D. Green,105,90
409,4,4:25.0,,A. Wiggins misses 2-pt jump shot from 20 ft,105,90
410,4,4:22.0,,Offensive rebound by D. Green,105,90
411,4,4:22.0,,Shooting foul by K. Olynyk (drawn by M. Chriss),105,90
412,4,4:22.0,,M. Chriss makes free throw 1 of 2,105,91
413,4,4:22.0,B. Adebayo enters the game for K. Olynyk,,105,91
414,4,4:22.0,,M. Chriss misses free throw 2 of 2,105,91
415,4,4:21.0,Defensive rebound by J. Crowder,,105,91
416,4,4:01.0,G. Dragić misses 2-pt jump shot from 19 ft,,105,91
417,4,4:00.0,,Defensive rebound by J. Poole,105,91
418,4,3:43.0,,Shooting foul by J. Crowder (drawn by M. Chriss),105,91
419,4,3:43.0,Miami full timeout,,105,91
420,4,3:43.0,Instant Replay (Challenge: Stands),,105,91
421,4,3:43.0,,M. Chriss makes free throw 1 of 2,105,92
422,4,3:43.0,,M. Chriss makes free throw 2 of 2,105,93
423,4,3:25.0,D. Robinson misses 3-pt jump shot from 27 ft,,105,93
424,4,3:23.0,Offensive rebound by B. Adebayo,,105,93
425,4,3:22.0,B. Adebayo makes 2-pt dunk from 1 ft,,107,93
426,4,3:06.0,,D. Lee makes 3-pt jump shot from 27 ft (assist by D. Green),107,96
427,4,2:41.0,J. Butler misses 2-pt layup from 6 ft,,107,96
428,4,2:40.0,,Defensive rebound by D. Lee,107,96
429,4,2:30.0,,Turnover by A. Wiggins (lost ball; steal by B. Adebayo),107,96
430,4,2:11.0,D. Robinson makes 3-pt jump shot from 27 ft (assist by G. Dragić),,110,96
431,4,1:51.0,,M. Chriss misses 3-pt jump shot from 25 ft,110,96
432,4,1:49.0,Defensive rebound by D. Robinson,,110,96
433,4,1:37.0,Shooting foul by A. Wiggins (drawn by B. Adebayo),,110,96
434,4,1:37.0,B. Adebayo makes free throw 1 of 2,,111,96
435,4,1:37.0,G. Vincent enters the game for J. Butler,,111,96
436,4,1:37.0,,K. Bowman enters the game for M. Chriss,111,96
437,4,1:37.0,,Z. Norvell enters the game for D. Green,111,96
438,4,1:37.0,,E. Paschall enters the game for D. Lee,111,96
439,4,1:37.0,,A. Smailagić enters the game for J. Poole,111,96
440,4,1:37.0,,J. Toscano-Anderson enters the game for A. Wiggins,111,96
441,4,1:37.0,B. Adebayo misses free throw 2 of 2,,111,96
442,4,1:36.0,,Defensive rebound by Z. Norvell,111,96
443,4,1:22.0,,E. Paschall makes 2-pt hook shot from 5 ft,111,98
444,4,0:59.0,G. Dragić misses 2-pt layup from 5 ft,,111,98
445,4,0:57.0,,Defensive rebound by K. Bowman,111,98
446,4,0:54.0,,Z. Norvell makes 3-pt jump shot from 30 ft (assist by K. Bowman),111,101
447,4,0:37.0,J. Crowder misses 3-pt jump shot from 25 ft,,111,101
448,4,0:31.0,Offensive rebound by G. Dragić,,111,101
449,4,0:29.0,B. Adebayo makes 2-pt dunk from 2 ft (assist by G. Dragić),,113,101
450,4,0:12.0,,Offensive foul by E. Paschall (drawn by G. Dragić),113,101
451,4,0:12.0,,Turnover by E. Paschall (offensive foul),113,101
