,QUARTER,TIME_REMAINING,SAN ANTONIO_ACTION,BOSTON_ACTION,SAN ANTONIO_SCORE,BOSTON_SCORE
384,4,7:09.0,D. Murray makes 2-pt jump shot from 10 ft (assist by L. Walker),,111,95
385,4,6:44.0,,J. Brown misses 2-pt jump shot from 9 ft,111,95
386,4,6:42.0,,Offensive rebound by D. Theis,111,95
387,4,6:42.0,,D. Theis misses 2-pt layup from 5 ft,111,95
388,4,6:41.0,,Offensive rebound by D. Theis,111,95
389,4,6:41.0,,D. Theis misses 2-pt layup from 1 ft,111,95
390,4,6:39.0,Defensive rebound by D. Murray,,111,95
391,4,6:30.0,L. Walker makes 3-pt jump shot from 26 ft (assist by P. Mills),,114,95
392,4,6:30.0,Shooting foul by J. Brown (drawn by D. DeRozan),,114,95
393,4,6:30.0,,Boston full timeout,114,95
394,4,6:30.0,,Instant Replay (Request: Ruling Stands),114,95
395,4,6:30.0,B. Forbes enters the game for P. Mills,,114,95
396,4,6:30.0,D. DeRozan makes free throw 1 of 1,,115,95
397,4,6:11.0,,D. Theis misses 2-pt jump shot from 12 ft,115,95
398,4,6:10.0,Defensive rebound by D. Murray,,115,95
399,4,5:57.0,L. Walker misses 3-pt jump shot from 28 ft,,115,95
400,4,5:56.0,,Defensive rebound by G. Hayward,115,95
401,4,5:53.0,,Personal foul by L. Walker (drawn by J. Brown),115,95
402,4,5:49.0,,Personal foul by D. Murray (drawn by D. Theis),115,95
403,4,5:49.0,,D. Theis makes free throw 1 of 2,115,96
404,4,5:49.0,,D. Theis makes free throw 2 of 2,115,97
405,4,5:36.0,L. Aldridge makes 3-pt jump shot from 27 ft (assist by B. Forbes),,118,97
406,4,5:26.0,,Boston full timeout,118,97
407,4,5:26.0,,C. Edwards enters the game for J. Brown,118,97
408,4,5:26.0,,T. Fall enters the game for G. Hayward,118,97
409,4,5:26.0,,J. Green enters the game for J. Tatum,118,97
410,4,5:26.0,,S. Ojeleye enters the game for D. Theis,118,97
411,4,5:26.0,,G. Williams enters the game for B. Wanamaker,118,97
412,4,5:18.0,,T. Fall makes 2-pt hook shot from 6 ft (assist by G. Williams),118,99
413,4,4:54.0,B. Forbes makes 3-pt jump shot from 26 ft (assist by D. DeRozan),,121,99
414,4,4:54.0,Shooting foul by J. Green (drawn by B. Forbes),,121,99
415,4,4:54.0,B. Forbes makes free throw 1 of 1,,122,99
416,4,4:42.0,,C. Edwards makes 3-pt jump shot from 25 ft (assist by G. Williams),122,102
417,4,4:29.0,L. Aldridge misses 3-pt jump shot from 27 ft,,122,102
418,4,4:27.0,,Defensive rebound by T. Fall,122,102
419,4,4:12.0,,S. Ojeleye makes 2-pt jump shot from 4 ft,122,104
420,4,3:57.0,Turnover by D. DeRozan (out of bounds lost ball),,122,104
421,4,3:45.0,,Turnover by G. Williams (bad pass; steal by D. Murray),122,104
422,4,3:38.0,L. Walker misses 3-pt jump shot from 22 ft,,122,104
423,4,3:35.0,,Defensive rebound by G. Williams,122,104
424,4,3:34.0,,Personal foul by L. Walker (drawn by G. Williams),122,104
425,4,3:34.0,,G. Williams makes free throw 1 of 2,122,105
426,4,3:34.0,D. White enters the game for L. Walker,,122,105
427,4,3:34.0,,G. Williams misses free throw 2 of 2,122,105
428,4,3:32.0,Defensive rebound by D. DeRozan,,122,105
429,4,3:24.0,Turnover by L. Aldridge (bad pass; steal by J. Green),,122,105
430,4,3:22.0,,Shooting foul by L. Aldridge (drawn by J. Green),122,105
431,4,3:22.0,,J. Green makes free throw 1 of 2,122,106
432,4,3:22.0,,J. Green makes free throw 2 of 2,122,107
433,4,3:05.0,D. DeRozan misses 2-pt jump shot from 17 ft,,122,107
434,4,3:03.0,,Defensive rebound by J. Green,122,107
435,4,2:51.0,,J. Green misses 2-pt layup from 3 ft,122,107
436,4,2:49.0,Defensive rebound by D. White,,122,107
437,4,2:38.0,Shooting foul by T. Fall (drawn by D. DeRozan),,122,107
438,4,2:38.0,D. DeRozan makes free throw 1 of 2,,123,107
439,4,2:38.0,D. DeRozan makes free throw 2 of 2,,124,107
440,4,2:24.0,,C. Edwards misses 3-pt jump shot from 26 ft,124,107
441,4,2:22.0,Defensive rebound by D. DeRozan,,124,107
442,4,2:16.0,San Antonio full timeout,,124,107
443,4,2:16.0,M. Belinelli enters the game for L. Aldridge,,124,107
444,4,2:16.0,D. Eubanks enters the game for D. DeRozan,,124,107
445,4,2:10.0,D. Murray makes 2-pt jump shot from 13 ft,,126,107
446,4,1:48.0,,Shooting foul by D. Eubanks (drawn by S. Ojeleye),126,107
447,4,1:48.0,,S. Ojeleye makes free throw 1 of 2,126,108
448,4,1:48.0,D. Carroll enters the game for D. Murray,,126,108
449,4,1:48.0,L. Walker enters the game for D. White,,126,108
450,4,1:48.0,,S. Ojeleye makes free throw 2 of 2,126,109
451,4,1:30.0,D. Eubanks makes 2-pt dunk from 4 ft (assist by B. Forbes),,128,109
452,4,1:18.0,,S. Ojeleye misses 3-pt jump shot from 26 ft,128,109
453,4,1:16.0,Defensive rebound by D. Carroll,,128,109
454,4,1:09.0,Shooting foul by C. Edwards (drawn by D. Carroll),,128,109
455,4,1:09.0,D. Carroll makes free throw 1 of 2,,129,109
456,4,1:09.0,,B. Wanamaker enters the game for G. Williams,129,109
457,4,1:09.0,D. Carroll misses free throw 2 of 2,,129,109
458,4,1:06.0,,Defensive rebound by S. Ojeleye,129,109
459,4,0:59.0,,S. Ojeleye misses 2-pt layup from 4 ft,129,109
460,4,0:58.0,,Offensive rebound by S. Ojeleye,129,109
461,4,0:57.0,,T. Fall makes 2-pt dunk from 2 ft (assist by S. Ojeleye),129,111
462,4,0:57.0,,Shooting foul by D. Carroll (drawn by T. Fall),129,111
463,4,0:57.0,,T. Fall misses free throw 1 of 1,129,111
464,4,0:57.0,Defensive rebound by B. Forbes,,129,111
465,4,0:38.0,B. Forbes misses 3-pt jump shot from 25 ft,,129,111
466,4,0:37.0,,Defensive rebound by T. Fall,129,111
467,4,0:26.0,,S. Ojeleye makes 3-pt jump shot from 25 ft (assist by C. Edwards),129,114
468,4,0:01.0,Turnover by Team (shot clock),,129,114
