,QUARTER,TIME_REMAINING,BROOKLYN_ACTION,UTAH_ACTION,BROOKLYN_SCORE,UTAH_SCORE
31,1,7:31.0,,B. Bogdanović makes free throw 2 of 2,10,5
32,1,7:18.0,J. Harris misses 2-pt layup from 2 ft,,10,5
33,1,7:16.0,,Defensive rebound by R. O'Neale,10,5
34,1,7:09.0,,B. Bogdanović makes 3-pt jump shot from 23 ft (assist by R. O'Neale),10,8
35,1,6:54.0,Turnover by J. Harris (bad pass; steal by B. Bogdanović),,10,8
36,1,6:50.0,,B. Bogdanović makes 2-pt layup from 2 ft,10,10
37,1,6:50.0,Brooklyn full timeout,,10,10
38,1,6:50.0,S. Dinwiddie enters the game for J. Harris,,10,10
39,1,6:50.0,,J. Ingles enters the game for D. Mitchell,10,10
40,1,6:37.0,K. Irving misses 3-pt jump shot from 24 ft,,10,10
41,1,6:33.0,Offensive rebound by Team,,10,10
42,1,6:29.0,K. Irving makes 2-pt jump shot from 14 ft,,12,10
43,1,6:03.0,,B. Bogdanović misses 2-pt jump shot from 9 ft,12,10
44,1,5:58.0,,Offensive rebound by R. Gobert,12,10
45,1,5:58.0,,R. Gobert misses 2-pt layup at rim,12,10
46,1,5:57.0,,Offensive rebound by R. Gobert,12,10
47,1,5:57.0,,R. Gobert makes 2-pt layup at rim,12,12
48,1,5:32.0,T. Prince makes 3-pt jump shot from 26 ft (assist by S. Dinwiddie),,15,12
49,1,5:23.0,,Personal foul by T. Prince (drawn by J. Ingles),15,12
50,1,5:16.0,,R. Gobert makes 2-pt dunk from 2 ft (assist by M. Conley),15,14
51,1,5:16.0,,Shooting foul by J. Allen (drawn by R. Gobert),15,14
52,1,5:16.0,,R. Gobert makes free throw 1 of 1,15,15
53,1,5:03.0,Offensive foul by S. Dinwiddie (drawn by M. Conley),,15,15
54,1,5:03.0,Turnover by S. Dinwiddie (offensive foul),,15,15
55,1,5:03.0,D. Musa enters the game for G. Temple,,15,15
56,1,4:51.0,,R. Gobert makes 2-pt dunk from 1 ft (assist by R. O'Neale),15,17
57,1,4:34.0,S. Dinwiddie makes 3-pt jump shot from 24 ft (assist by K. Irving),,18,17
58,1,4:21.0,,B. Bogdanović misses 2-pt jump shot from 8 ft (block by K. Irving),18,17
59,1,4:21.0,,Offensive rebound by Team,18,17
60,1,4:21.0,,J. Green enters the game for B. Bogdanović,18,17
61,1,4:21.0,,E. Mudiay enters the game for M. Conley,18,17
62,1,4:09.0,,R. O'Neale misses 3-pt jump shot from 26 ft,18,17
63,1,4:06.0,,Offensive rebound by Team,18,17
64,1,4:06.0,Loose ball foul by J. Allen (drawn by R. Gobert),,18,17
65,1,4:06.0,D. Jordan enters the game for J. Allen,,18,17
66,1,3:58.0,,Personal foul by D. Musa (drawn by R. O'Neale),18,17
67,1,3:58.0,,R. O'Neale makes free throw 1 of 2,18,18
68,1,3:58.0,,R. O'Neale makes free throw 2 of 2,18,19
69,1,3:46.0,K. Irving makes 2-pt jump shot from 12 ft,,20,19
70,1,3:32.0,,Shooting foul by D. Musa (drawn by E. Mudiay),20,19
71,1,3:32.0,,E. Mudiay makes free throw 1 of 2,20,20
72,1,3:32.0,N. Claxton enters the game for T. Prince,,20,20
73,1,3:32.0,,D. Mitchell enters the game for R. O'Neale,20,20
74,1,3:32.0,,E. Mudiay makes free throw 2 of 2,20,21
75,1,3:25.0,Personal foul by J. Ingles (drawn by K. Irving),,20,21
76,1,3:20.0,Turnover by K. Irving (bad pass; steal by R. Gobert),,20,21
77,1,3:08.0,,Turnover by J. Green (bad pass; steal by N. Claxton),20,21
78,1,3:04.0,D. Musa makes 2-pt layup from 2 ft (assist by N. Claxton),,22,21
79,1,2:50.0,,D. Mitchell makes 2-pt jump shot from 19 ft (assist by R. Gobert),22,23
80,1,2:24.0,D. Musa makes 3-pt jump shot from 27 ft (assist by S. Dinwiddie),,25,23
81,1,2:06.0,,J. Ingles misses 2-pt layup from 3 ft,25,23
82,1,2:04.0,Defensive rebound by D. Jordan,,25,23
83,1,1:59.0,D. Musa makes 2-pt jump shot from 6 ft,,27,23
84,1,1:48.0,,J. Ingles misses 3-pt jump shot from 24 ft,27,23
85,1,1:44.0,,Offensive rebound by J. Green,27,23
86,1,1:41.0,,E. Mudiay misses 2-pt jump shot from 16 ft,27,23
87,1,1:38.0,Defensive rebound by D. Jordan,,27,23
88,1,1:38.0,J. Harris enters the game for K. Irving,,27,23
89,1,1:38.0,,T. Bradley enters the game for R. Gobert,27,23
90,1,1:31.0,S. Dinwiddie makes 2-pt layup from 3 ft (assist by D. Jordan),,29,23
91,1,1:19.0,,D. Mitchell makes 2-pt jump shot from 20 ft,29,25
92,1,1:05.0,S. Dinwiddie misses 3-pt jump shot from 26 ft,,29,25
93,1,1:02.0,,Defensive rebound by D. Mitchell,29,25
94,1,0:56.0,,D. Mitchell makes 2-pt jump shot from 10 ft,29,27
95,1,0:39.0,Shooting foul by T. Bradley (drawn by S. Dinwiddie),,29,27
96,1,0:39.0,S. Dinwiddie makes free throw 1 of 2,,30,27
97,1,0:39.0,G. Temple enters the game for D. Musa,,30,27
98,1,0:39.0,S. Dinwiddie makes free throw 2 of 2,,31,27
99,1,0:32.0,,D. Mitchell misses 2-pt jump shot from 20 ft,31,27
100,1,0:29.0,Defensive rebound by N. Claxton,,31,27
101,1,0:19.0,Shooting foul by D. Mitchell (drawn by S. Dinwiddie),,31,27
102,1,0:19.0,S. Dinwiddie makes free throw 1 of 2,,32,27
103,1,0:19.0,S. Dinwiddie makes free throw 2 of 2,,33,27
104,1,0:09.0,,Personal foul by J. Harris (drawn by J. Ingles),33,27
105,1,0:09.0,,J. Ingles makes free throw 1 of 2,33,28
106,1,0:09.0,K. Irving enters the game for N. Claxton,,33,28
107,1,0:09.0,T. Prince enters the game for J. Harris,,33,28
108,1,0:09.0,,J. Ingles makes free throw 2 of 2,33,29
109,1,0:03.0,K. Irving misses 2-pt layup from 7 ft,,33,29
110,1,0:03.0,Offensive rebound by D. Jordan,,33,29
111,1,0:03.0,D. Jordan makes 2-pt layup from 1 ft,,35,29
112,1,0:00.0,,D. Mitchell misses 3-pt jump shot from 46 ft,35,29
113,1,0:00.0,,Offensive rebound by Team,35,29
114,2,11:48.0,,J. Ingles misses 3-pt jump shot from 24 ft,35,29
115,2,11:46.0,Defensive rebound by J. Harris,,35,29
116,2,11:35.0,Shooting foul by T. Bradley (drawn by J. Harris),,35,29
117,2,11:35.0,J. Harris makes free throw 1 of 2,,36,29
118,2,11:35.0,J. Harris misses free throw 2 of 2,,36,29
119,2,11:33.0,,Defensive rebound by T. Bradley,36,29
120,2,11:21.0,,E. Mudiay misses 2-pt jump shot from 7 ft,36,29
121,2,11:19.0,,Offensive rebound by T. Bradley,36,29
122,2,11:18.0,,T. Bradley misses 2-pt layup from 3 ft (block by D. Jordan),36,29
123,2,11:18.0,Defensive rebound by D. Jordan,,36,29
124,2,11:00.0,S. Dinwiddie misses 3-pt jump shot from 26 ft,,36,29
125,2,10:55.0,,Defensive rebound by E. Mudiay,36,29
126,2,10:52.0,,D. Mitchell makes 2-pt layup from 2 ft,36,31
127,2,10:33.0,J. Harris misses 3-pt jump shot from 25 ft,,36,31
128,2,10:30.0,,Defensive rebound by J. Ingles,36,31
129,2,10:17.0,,Shooting foul by S. Dinwiddie (drawn by E. Mudiay),36,31
130,2,10:17.0,,E. Mudiay makes free throw 1 of 2,36,32
131,2,10:17.0,,E. Mudiay misses free throw 2 of 2,36,32
132,2,10:14.0,Defensive rebound by D. Jordan,,36,32
133,2,9:52.0,N. Claxton misses 3-pt jump shot from 26 ft,,36,32
134,2,9:49.0,,Defensive rebound by J. Green,36,32
135,2,9:38.0,,J. Green misses 2-pt hook shot from 6 ft,36,32
136,2,9:35.0,,Offensive rebound by T. Bradley,36,32
137,2,9:35.0,,T. Bradley makes 2-pt layup at rim,36,34
138,2,9:21.0,S. Dinwiddie misses 3-pt jump shot from 25 ft,,36,34
139,2,9:19.0,,Defensive rebound by Team,36,34
140,2,9:19.0,Loose ball foul by N. Claxton (drawn by D. Mitchell),,36,34
141,2,9:19.0,D. Nwaba enters the game for N. Claxton,,36,34
142,2,9:19.0,G. Temple enters the game for D. Musa,,36,34
143,2,9:13.0,,Shooting foul by D. Nwaba (drawn by J. Green),36,34
144,2,9:13.0,,J. Green makes free throw 1 of 2,36,35
145,2,9:13.0,,J. Green makes free throw 2 of 2,36,36
146,2,8:57.0,Offensive foul by S. Dinwiddie (drawn by D. Mitchell),,36,36
147,2,8:57.0,Turnover by S. Dinwiddie (offensive foul),,36,36
148,2,8:57.0,K. Irving enters the game for S. Dinwiddie,,36,36
149,2,8:48.0,,Turnover by J. Ingles (bad pass; steal by D. Jordan),36,36
150,2,8:44.0,G. Temple makes 2-pt dunk from 3 ft (assist by D. Nwaba),,38,36
151,2,8:44.0,,B. Bogdanović enters the game for J. Ingles,38,36
152,2,8:44.0,,M. Conley enters the game for D. Mitchell,38,36
153,2,8:44.0,,R. O'Neale enters the game for E. Mudiay,38,36
154,2,8:21.0,,B. Bogdanović misses 2-pt jump shot from 12 ft (block by D. Nwaba),38,36
155,2,8:17.0,Defensive rebound by D. Nwaba,,38,36
156,2,8:17.0,Shooting foul by M. Conley (drawn by D. Nwaba),,38,36
157,2,8:17.0,D. Nwaba makes free throw 1 of 2,,39,36
158,2,8:17.0,,R. Gobert enters the game for T. Bradley,39,36
159,2,8:17.0,D. Nwaba makes free throw 2 of 2,,40,36
160,2,8:11.0,,M. Conley misses 3-pt jump shot from 26 ft,40,36
161,2,8:06.0,Defensive rebound by D. Jordan,,40,36
162,2,8:01.0,Turnover by K. Irving (bad pass; steal by J. Green),,40,36
163,2,7:56.0,,J. Green misses 2-pt layup from 2 ft (block by D. Nwaba),40,36
164,2,7:56.0,,Offensive rebound by Team,40,36
165,2,7:53.0,,Turnover by R. O'Neale (dbl dribble),40,36
166,2,7:43.0,K. Irving misses 2-pt jump shot from 17 ft,,40,36
167,2,7:41.0,,Defensive rebound by M. Conley,40,36
168,2,7:36.0,,Shooting foul by G. Temple (drawn by M. Conley),40,36
169,2,7:36.0,,M. Conley misses free throw 1 of 2,40,36
170,2,7:36.0,,Offensive rebound by Team,40,36
171,2,7:36.0,,M. Conley makes free throw 2 of 2,40,37
172,2,7:21.0,G. Temple makes 2-pt jump shot from 13 ft,,42,37
173,2,7:05.0,,R. Gobert makes 2-pt layup from 1 ft (assist by M. Conley),42,39
174,2,6:51.0,Personal foul by R. O'Neale (drawn by D. Jordan),,42,39
175,2,6:51.0,,Utah full timeout,42,39
176,2,6:51.0,T. Prince enters the game for D. Nwaba,,42,39
177,2,6:47.0,Shooting foul by J. Green (drawn by G. Temple),,42,39
178,2,6:47.0,G. Temple makes free throw 1 of 3,,43,39
179,2,6:47.0,G. Temple makes free throw 2 of 3,,44,39
180,2,6:47.0,G. Temple makes free throw 3 of 3,,45,39
181,2,6:35.0,,Offensive foul by R. Gobert (drawn by J. Harris),45,39
182,2,6:35.0,,Turnover by R. Gobert (offensive foul),45,39
183,2,6:24.0,K. Irving makes 2-pt jump shot from 2 ft,,47,39
184,2,6:11.0,,J. Green misses 3-pt jump shot from 25 ft,47,39
185,2,6:09.0,Defensive rebound by D. Jordan,,47,39
186,2,6:04.0,Personal foul by R. O'Neale (drawn by K. Irving),,47,39
187,2,6:04.0,K. Irving makes free throw 1 of 2,,48,39
188,2,6:04.0,J. Allen enters the game for D. Jordan,,48,39
189,2,6:04.0,,J. Ingles enters the game for R. O'Neale,48,39
190,2,6:04.0,K. Irving makes free throw 2 of 2,,49,39
191,2,5:48.0,,M. Conley makes 2-pt jump shot from 13 ft,49,41
192,2,5:31.0,T. Prince makes 2-pt jump shot from 10 ft,,51,41
193,2,5:12.0,,B. Bogdanović misses 2-pt jump shot from 11 ft,51,41
194,2,5:10.0,Defensive rebound by T. Prince,,51,41
195,2,5:05.0,Offensive foul by T. Prince (drawn by B. Bogdanović),,51,41
196,2,5:05.0,Turnover by T. Prince (offensive foul),,51,41
197,2,5:05.0,,D. Mitchell enters the game for J. Green,51,41
198,2,4:54.0,,M. Conley misses 2-pt layup from 3 ft,51,41
199,2,4:52.0,Defensive rebound by J. Allen,,51,41
200,2,4:46.0,Personal foul by B. Bogdanović (drawn by J. Allen),,51,41
201,2,4:46.0,J. Allen makes free throw 1 of 2,,52,41
202,2,4:46.0,J. Allen makes free throw 2 of 2,,53,41
203,2,4:36.0,,M. Conley makes 2-pt layup from 2 ft,53,43
204,2,4:24.0,K. Irving misses 2-pt layup from 2 ft,,53,43
205,2,4:18.0,Offensive rebound by J. Allen,,53,43
206,2,4:18.0,J. Allen makes 2-pt dunk from 1 ft,,55,43
207,2,4:03.0,,D. Mitchell makes 2-pt jump shot from 9 ft,55,45
208,2,3:48.0,T. Prince misses 2-pt layup from 6 ft,,55,45
209,2,3:46.0,Offensive rebound by J. Allen,,55,45
210,2,3:44.0,T. Prince misses 3-pt jump shot from 27 ft,,55,45
211,2,3:41.0,,Defensive rebound by M. Conley,55,45
212,2,3:33.0,,M. Conley makes 2-pt jump shot from 10 ft,55,47
213,2,3:32.0,Brooklyn full timeout,,55,47
214,2,3:32.0,S. Dinwiddie enters the game for J. Harris,,55,47
215,2,3:20.0,K. Irving makes 2-pt jump shot from 13 ft,,57,47
216,2,3:01.0,,R. Gobert makes 2-pt layup from 2 ft,57,49
217,2,3:01.0,,Shooting foul by J. Allen (drawn by R. Gobert),57,49
218,2,3:01.0,D. Jordan enters the game for J. Allen,,57,49
219,2,3:01.0,,R. Gobert makes free throw 1 of 1,57,50
220,2,2:51.0,Shooting foul by J. Ingles (drawn by K. Irving),,57,50
221,2,2:51.0,K. Irving makes free throw 1 of 3,,58,50
222,2,2:51.0,K. Irving makes free throw 2 of 3,,59,50
223,2,2:51.0,D. Nwaba enters the game for G. Temple,,59,50
224,2,2:51.0,K. Irving makes free throw 3 of 3,,60,50
225,2,2:39.0,,B. Bogdanović makes 2-pt jump shot from 16 ft (assist by R. Gobert),60,52
226,2,2:25.0,K. Irving makes 2-pt jump shot from 10 ft,,62,52
227,2,2:14.0,,Turnover by M. Conley (traveling),62,52
228,2,1:58.0,D. Jordan makes 2-pt dunk from 2 ft (assist by S. Dinwiddie),,64,52
229,2,1:45.0,,Shooting foul by K. Irving (drawn by M. Conley),64,52
230,2,1:45.0,,M. Conley misses free throw 1 of 2,64,52
231,2,1:45.0,,Offensive rebound by Team,64,52
232,2,1:45.0,,M. Conley makes free throw 2 of 2,64,53
233,2,1:35.0,K. Irving misses 3-pt jump shot from 26 ft,,64,53
234,2,1:32.0,,Defensive rebound by R. Gobert,64,53
235,2,1:24.0,,D. Mitchell misses 3-pt jump shot from 26 ft,64,53
236,2,1:21.0,Defensive rebound by D. Jordan,,64,53
237,2,1:14.0,Turnover by S. Dinwiddie (bad pass),,64,53
238,2,0:53.0,,J. Ingles misses 3-pt jump shot from 25 ft,64,53
239,2,0:48.0,Defensive rebound by T. Prince,,64,53
240,2,0:33.0,T. Prince makes 2-pt jump shot from 22 ft,,66,53
241,2,0:14.0,,J. Ingles misses 3-pt jump shot from 22 ft,66,53
242,2,0:10.0,Defensive rebound by T. Prince,,66,53
243,2,0:04.0,K. Irving makes 2-pt layup from 3 ft,,68,53
244,2,0:00.0,,M. Conley misses 3-pt jump shot from 25 ft,68,53
245,2,0:00.0,,Offensive rebound by Team,68,53
246,3,11:51.0,,B. Bogdanović misses 2-pt dunk from 4 ft (block by J. Allen),68,53
247,3,11:51.0,,Offensive rebound by Team,68,53
248,3,11:48.0,,Turnover by D. Mitchell (bad pass; steal by T. Prince),68,53
249,3,11:35.0,K. Irving misses 3-pt jump shot from 24 ft,,68,53
250,3,11:33.0,,Defensive rebound by M. Conley,68,53
251,3,11:19.0,,R. O'Neale makes 3-pt jump shot from 26 ft (assist by B. Bogdanović),68,56
252,3,11:11.0,Turnover by T. Prince (back court),,68,56
253,3,11:01.0,,Shooting foul by J. Allen (drawn by R. Gobert),68,56
254,3,11:01.0,,R. Gobert misses free throw 1 of 2,68,56
255,3,11:01.0,,Offensive rebound by Team,68,56
256,3,11:01.0,,R. Gobert misses free throw 2 of 2,68,56
257,3,11:00.0,Defensive rebound by T. Prince,,68,56
258,3,10:47.0,Turnover by J. Harris (bad pass),,68,56
259,3,10:35.0,,D. Mitchell makes 2-pt layup from 2 ft (assist by M. Conley),68,58
260,3,10:24.0,G. Temple misses 3-pt jump shot from 25 ft,,68,58
261,3,10:21.0,,Defensive rebound by B. Bogdanović,68,58
262,3,10:16.0,,D. Mitchell makes 2-pt jump shot from 3 ft,68,60
263,3,10:14.0,Brooklyn full timeout,,68,60
264,3,9:58.0,Turnover by K. Irving (lost ball; steal by R. O'Neale),,68,60
265,3,9:38.0,,M. Conley makes 2-pt jump shot from 23 ft,68,62
266,3,9:23.0,K. Irving misses 3-pt jump shot from 26 ft,,68,62
267,3,9:21.0,,Defensive rebound by M. Conley,68,62
268,3,9:15.0,,Shooting foul by J. Harris (drawn by D. Mitchell),68,62
269,3,9:15.0,,D. Mitchell makes free throw 1 of 2,68,63
270,3,9:15.0,,D. Mitchell makes free throw 2 of 2,68,64
271,3,9:07.0,G. Temple misses 3-pt jump shot from 23 ft,,68,64
272,3,9:03.0,,Defensive rebound by B. Bogdanović,68,64
273,3,8:59.0,,D. Mitchell misses 2-pt jump shot from 16 ft,68,64
274,3,8:56.0,Defensive rebound by J. Allen,,68,64
275,3,8:46.0,Turnover by G. Temple (bad pass; steal by R. Gobert),,68,64
276,3,8:43.0,,B. Bogdanović makes 2-pt dunk from 1 ft (assist by D. Mitchell),68,66
277,3,8:17.0,K. Irving misses 3-pt jump shot from 23 ft,,68,66
278,3,8:15.0,,Defensive rebound by B. Bogdanović,68,66
279,3,8:07.0,,Turnover by D. Mitchell (bad pass; steal by K. Irving),68,66
280,3,8:05.0,Personal take foul by B. Bogdanović (drawn by T. Prince),,68,66
281,3,8:05.0,S. Dinwiddie enters the game for J. Harris,,68,66
282,3,7:58.0,K. Irving makes 3-pt jump shot from 25 ft,,71,66
283,3,7:43.0,,Shooting foul by J. Allen (drawn by M. Conley),71,66
284,3,7:43.0,,M. Conley makes free throw 1 of 2,71,67
285,3,7:43.0,D. Jordan enters the game for J. Allen,,71,67
286,3,7:43.0,,M. Conley makes free throw 2 of 2,71,68
287,3,7:37.0,Personal foul by R. O'Neale (drawn by K. Irving),,71,68
288,3,7:31.0,K. Irving makes 2-pt layup from 4 ft (assist by D. Jordan),,73,68
289,3,7:19.0,,D. Mitchell makes 2-pt jump shot from 17 ft,73,70
290,3,7:04.0,K. Irving misses 2-pt layup from 3 ft,,73,70
291,3,7:02.0,,Defensive rebound by R. Gobert,73,70
292,3,6:55.0,,M. Conley misses 3-pt jump shot from 25 ft,73,70
293,3,6:52.0,Defensive rebound by D. Jordan,,73,70
294,3,6:42.0,T. Prince makes 3-pt jump shot from 24 ft (assist by G. Temple),,76,70
295,3,6:23.0,,B. Bogdanović makes 2-pt jump shot from 15 ft,76,72
296,3,6:10.0,S. Dinwiddie misses 2-pt layup from 3 ft,,76,72
297,3,6:07.0,Offensive rebound by D. Jordan,,76,72
298,3,6:02.0,Brooklyn full timeout,,76,72
299,3,6:02.0,,J. Ingles enters the game for D. Mitchell,76,72
300,3,5:58.0,S. Dinwiddie misses 3-pt jump shot from 23 ft,,76,72
301,3,5:55.0,Offensive rebound by K. Irving,,76,72
302,3,5:48.0,G. Temple misses 3-pt jump shot from 25 ft,,76,72
303,3,5:46.0,,Defensive rebound by J. Ingles,76,72
304,3,5:34.0,,B. Bogdanović misses 3-pt jump shot from 25 ft,76,72
305,3,5:28.0,Defensive rebound by S. Dinwiddie,,76,72
306,3,5:23.0,S. Dinwiddie makes 2-pt layup from 2 ft,,78,72
307,3,5:10.0,,M. Conley misses 2-pt jump shot from 16 ft,78,72
308,3,5:07.0,Defensive rebound by K. Irving,,78,72
309,3,4:50.0,S. Dinwiddie misses 2-pt layup from 3 ft,,78,72
310,3,4:49.0,,Defensive rebound by R. Gobert,78,72
311,3,4:38.0,,Turnover by R. O'Neale (traveling),78,72
312,3,4:38.0,J. Harris enters the game for K. Irving,,78,72
313,3,4:38.0,D. Musa enters the game for G. Temple,,78,72
314,3,4:30.0,S. Dinwiddie makes 3-pt jump shot from 25 ft,,81,72
315,3,4:13.0,,R. O'Neale makes 3-pt jump shot from 26 ft (assist by M. Conley),81,75
316,3,3:59.0,S. Dinwiddie misses 2-pt layup from 3 ft (block by R. Gobert),,81,75
317,3,3:59.0,Offensive rebound by Team,,81,75
318,3,3:59.0,,J. Green enters the game for B. Bogdanović,81,75
319,3,3:59.0,,E. Mudiay enters the game for M. Conley,81,75
320,3,3:53.0,Turnover by D. Jordan (traveling),,81,75
321,3,3:42.0,,E. Mudiay misses 2-pt jump shot from 19 ft,81,75
322,3,3:39.0,Defensive rebound by D. Jordan,,81,75
323,3,3:33.0,J. Harris misses 2-pt layup from 3 ft (block by J. Green),,81,75
324,3,3:30.0,,Defensive rebound by J. Green,81,75
325,3,3:30.0,,Personal take foul by D. Jordan (drawn by J. Green),81,75
326,3,3:30.0,N. Claxton enters the game for T. Prince,,81,75
327,3,3:26.0,,Personal foul by S. Dinwiddie (drawn by J. Ingles),81,75
328,3,3:26.0,,J. Ingles misses free throw 1 of 2,81,75
329,3,3:26.0,,Offensive rebound by Team,81,75
330,3,3:26.0,,J. Ingles makes free throw 2 of 2,81,76
331,3,3:13.0,S. Dinwiddie makes 2-pt jump shot from 16 ft (assist by D. Jordan),,83,76
332,3,2:57.0,,Shooting foul by D. Jordan (drawn by E. Mudiay),83,76
333,3,2:57.0,,E. Mudiay makes free throw 1 of 2,83,77
334,3,2:57.0,,T. Bradley enters the game for R. Gobert,83,77
335,3,2:57.0,,D. Mitchell enters the game for R. O'Neale,83,77
336,3,2:57.0,,E. Mudiay makes free throw 2 of 2,83,78
337,3,2:44.0,Turnover by D. Jordan (lost ball; steal by E. Mudiay),,83,78
338,3,2:37.0,,J. Green makes 2-pt jump shot from 10 ft,83,80
339,3,2:21.0,D. Jordan makes 2-pt dunk from 2 ft (assist by S. Dinwiddie),,85,80
340,3,2:03.0,,D. Mitchell misses 2-pt jump shot from 8 ft,85,80
341,3,2:02.0,,Offensive rebound by D. Mitchell,85,80
342,3,2:00.0,,D. Mitchell makes 2-pt jump shot from 13 ft,85,82
343,3,1:50.0,Personal foul by E. Mudiay (drawn by D. Musa),,85,82
344,3,1:45.0,D. Musa makes 2-pt layup from 2 ft (assist by D. Jordan),,87,82
345,3,1:38.0,,Offensive foul by J. Green (drawn by S. Dinwiddie),87,82
346,3,1:38.0,,Turnover by J. Green (offensive foul),87,82
347,3,1:26.0,S. Dinwiddie makes 2-pt layup from 2 ft,,89,82
348,3,1:12.0,,J. Ingles misses 2-pt layup from 3 ft,89,82
349,3,1:10.0,Defensive rebound by D. Jordan,,89,82
350,3,1:07.0,D. Musa misses 3-pt jump shot from 24 ft,,89,82
351,3,1:02.0,,Defensive rebound by E. Mudiay,89,82
352,3,0:56.0,,D. Mitchell makes 2-pt layup from 2 ft (assist by J. Ingles),89,84
353,3,0:39.0,Flagrant foul type 1 by T. Bradley (drawn by S. Dinwiddie),,89,84
354,3,0:39.0,Instant Replay (Request: Ruling Stands),,89,84
355,3,0:39.0,S. Dinwiddie makes flagrant free throw 1 of 3,,90,84
356,3,0:39.0,S. Dinwiddie misses flagrant free throw 2 of 3,,90,84
357,3,0:39.0,Offensive rebound by Team,,90,84
358,3,0:39.0,S. Dinwiddie misses flagrant free throw 3 of 3,,90,84
359,3,0:38.0,Offensive rebound by Team,,90,84
360,3,0:34.0,S. Dinwiddie misses 2-pt jump shot from 17 ft,,90,84
361,3,0:32.0,Offensive rebound by Team,,90,84
362,3,0:32.0,,Loose ball foul by J. Ingles (drawn by D. Jordan),90,84
363,3,0:32.0,D. Jordan makes free throw 1 of 2,,91,84
364,3,0:32.0,D. Jordan makes free throw 2 of 2,,92,84
365,3,0:15.0,,D. Mitchell misses 3-pt jump shot from 26 ft,92,84
366,3,0:11.0,,Offensive rebound by D. Mitchell,92,84
367,3,0:02.0,,E. Mudiay misses 3-pt jump shot from 26 ft,92,84
368,3,0:02.0,Defensive rebound by D. Jordan,,92,84
369,4,11:46.0,J. Harris misses 3-pt jump shot from 26 ft,,92,84
370,4,11:43.0,,Defensive rebound by J. Green,92,84
371,4,11:38.0,,J. Green misses 2-pt layup from 6 ft (block by D. Jordan),92,84
372,4,11:33.0,Defensive rebound by N. Claxton,,92,84
373,4,11:30.0,N. Claxton misses 2-pt jump shot from 6 ft,,92,84
374,4,11:27.0,,Defensive rebound by D. Mitchell,92,84
375,4,11:25.0,,J. Green makes 3-pt jump shot from 24 ft (assist by J. Ingles),92,87
376,4,11:12.0,S. Dinwiddie misses 2-pt layup from 4 ft,,92,87
377,4,11:10.0,,Defensive rebound by J. Ingles,92,87
378,4,10:52.0,,E. Mudiay makes 2-pt jump shot from 9 ft,92,89
379,4,10:36.0,S. Dinwiddie makes 2-pt dunk from 1 ft,,94,89
380,4,10:18.0,,D. Mitchell misses 2-pt jump shot from 9 ft,94,89
381,4,10:16.0,,Offensive rebound by D. Mitchell,94,89
382,4,10:15.0,,J. Green makes 3-pt jump shot from 25 ft (assist by D. Mitchell),94,92
383,4,9:59.0,D. Jordan misses 2-pt layup from 3 ft,,94,92
384,4,9:57.0,,Defensive rebound by T. Bradley,94,92
