,QUARTER,TIME_REMAINING,LA CLIPPERS_ACTION,PHILADELPHIA_ACTION,LA CLIPPERS_SCORE,PHILADELPHIA_SCORE
42,1,7:32.0,,J. Richardson misses 2-pt jump shot from 19 ft,11,10
43,1,7:29.0,Defensive rebound by M. Morris,,11,10
44,1,7:16.0,Personal foul by J. Embiid (drawn by P. George),,11,10
45,1,7:16.0,,A. Horford enters the game for J. Embiid,11,10
46,1,7:12.0,K. Leonard misses 2-pt jump shot from 16 ft,,11,10
47,1,7:09.0,,Defensive rebound by A. Horford,11,10
48,1,6:58.0,,A. Horford makes 3-pt jump shot from 26 ft (assist by T. Harris),11,13
49,1,6:38.0,M. Morris misses 2-pt jump shot from 9 ft,,11,13
50,1,6:35.0,,Defensive rebound by T. Harris,11,13
51,1,6:32.0,,T. Harris makes 3-pt jump shot from 26 ft,11,16
52,1,6:30.0,LA Clippers full timeout,,11,16
53,1,6:30.0,,A. Burks enters the game for F. Korkmaz,11,16
54,1,6:30.0,,M. Thybulle enters the game for J. Richardson,11,16
55,1,6:10.0,Offensive foul by K. Leonard (drawn by B. Simmons),,11,16
56,1,6:10.0,Turnover by K. Leonard (offensive foul),,11,16
57,1,6:10.0,M. Harrell enters the game for K. Leonard,,11,16
58,1,6:10.0,L. Williams enters the game for I. Zubac,,11,16
59,1,5:59.0,,A. Burks makes 2-pt jump shot from 18 ft (assist by B. Simmons),11,18
60,1,5:37.0,P. George misses 3-pt jump shot from 24 ft,,11,18
61,1,5:35.0,,Defensive rebound by A. Horford,11,18
62,1,5:27.0,,T. Harris makes 2-pt jump shot from 6 ft,11,20
63,1,5:08.0,L. Williams misses 3-pt jump shot from 24 ft,,11,20
64,1,5:05.0,,Defensive rebound by A. Horford,11,20
65,1,4:57.0,,T. Harris misses 3-pt jump shot from 26 ft,11,20
66,1,4:55.0,Defensive rebound by P. George,,11,20
67,1,4:40.0,M. Morris makes 3-pt jump shot from 27 ft (assist by L. Williams),,14,20
68,1,4:21.0,,A. Burks misses 3-pt jump shot from 27 ft,14,20
69,1,4:19.0,Defensive rebound by Team,,14,20
70,1,4:09.0,Turnover by P. George (bad pass),,14,20
71,1,3:52.0,,B. Simmons misses 2-pt layup at rim,14,20
72,1,3:50.0,Defensive rebound by M. Harrell,,14,20
73,1,3:37.0,L. Williams makes 2-pt layup from 1 ft,,16,20
74,1,3:37.0,,Philadelphia full timeout,16,20
75,1,3:37.0,J. Green enters the game for M. Morris,,16,20
76,1,3:25.0,,B. Simmons makes 2-pt layup from 4 ft (assist by A. Burks),16,22
77,1,2:59.0,M. Harrell misses 2-pt jump shot from 21 ft,,16,22
78,1,2:56.0,,Defensive rebound by M. Thybulle,16,22
79,1,2:45.0,,T. Harris misses 3-pt jump shot from 26 ft,16,22
80,1,2:43.0,Defensive rebound by M. Harrell,,16,22
81,1,2:34.0,M. Harrell makes 2-pt layup from 2 ft (assist by P. George),,18,22
82,1,2:19.0,,A. Burks misses 2-pt jump shot from 14 ft,18,22
83,1,2:17.0,Defensive rebound by J. Green,,18,22
84,1,2:11.0,M. Harrell misses 2-pt layup from 2 ft,,18,22
85,1,2:08.0,,Defensive rebound by T. Harris,18,22
86,1,2:05.0,,T. Harris makes 2-pt layup from 1 ft,18,24
87,1,2:05.0,R. McGruder enters the game for P. George,,18,24
88,1,2:05.0,,F. Korkmaz enters the game for B. Simmons,18,24
89,1,2:05.0,,J. Richardson enters the game for M. Thybulle,18,24
90,1,1:46.0,M. Harrell makes 2-pt layup at rim,,20,24
91,1,1:22.0,,T. Harris makes 2-pt dunk from 2 ft,20,26
92,1,1:08.0,R. McGruder misses 2-pt jump shot from 4 ft,,20,26
93,1,1:06.0,,Defensive rebound by T. Harris,20,26
94,1,0:53.0,,Shooting foul by M. Harrell (drawn by A. Horford),20,26
95,1,0:53.0,,A. Horford makes free throw 1 of 2,20,27
96,1,0:53.0,,A. Horford makes free throw 2 of 2,20,28
97,1,0:45.0,L. Williams makes 2-pt layup from 1 ft,,22,28
98,1,0:33.0,,T. Harris makes 2-pt jump shot from 8 ft,22,30
99,1,0:31.0,L. Williams misses 3-pt jump shot from 28 ft,,22,30
100,1,0:27.0,,Defensive rebound by T. Harris,22,30
101,1,0:08.0,,T. Harris misses 2-pt layup from 1 ft,22,30
102,1,0:06.0,Defensive rebound by M. Harrell,,22,30
103,1,0:00.0,M. Harrell misses 3-pt jump shot from 25 ft,,22,30
104,1,0:00.0,Offensive rebound by Team,,22,30
105,2,11:45.0,,F. Korkmaz misses 2-pt jump shot from 11 ft,22,30
106,2,11:42.0,,Offensive rebound by A. Horford,22,30
107,2,11:42.0,,M. Scott misses 3-pt jump shot from 28 ft,22,30
108,2,11:40.0,,Offensive rebound by B. Simmons,22,30
109,2,11:37.0,,B. Simmons misses 2-pt layup from 2 ft,22,30
110,2,11:35.0,,Offensive rebound by A. Horford,22,30
111,2,11:35.0,,A. Horford makes 2-pt layup at rim,22,32
112,2,11:19.0,K. Leonard makes 2-pt layup from 1 ft (assist by L. Williams),,24,32
113,2,11:02.0,,M. Scott misses 2-pt layup from 1 ft,24,32
114,2,11:00.0,Defensive rebound by J. Green,,24,32
115,2,10:45.0,Turnover by M. Harrell (bad pass; steal by F. Korkmaz),,24,32
116,2,10:43.0,,F. Korkmaz misses 3-pt jump shot from 26 ft,24,32
117,2,10:42.0,Defensive rebound by Team,,24,32
118,2,10:30.0,L. Williams misses 2-pt jump shot from 8 ft,,24,32
119,2,10:27.0,,Defensive rebound by J. Richardson,24,32
120,2,10:15.0,,J. Richardson misses 2-pt jump shot from 5 ft (block by K. Leonard),24,32
121,2,10:13.0,,Offensive rebound by B. Simmons,24,32
122,2,10:13.0,,B. Simmons makes 2-pt layup from 1 ft,24,34
123,2,10:06.0,Turnover by L. Williams (back court),,24,34
124,2,10:06.0,,J. Embiid enters the game for A. Horford,24,34
125,2,10:06.0,,G. Robinson enters the game for J. Richardson,24,34
126,2,9:57.0,,J. Embiid makes 2-pt layup from 2 ft (assist by B. Simmons),24,36
127,2,9:34.0,M. Harrell makes 2-pt dunk at rim (assist by K. Leonard),,26,36
128,2,9:19.0,,Shooting foul by M. Harrell (drawn by J. Embiid),26,36
129,2,9:19.0,,J. Embiid makes free throw 1 of 2,26,37
130,2,9:19.0,M. Morris enters the game for J. Green,,26,37
131,2,9:19.0,I. Zubac enters the game for M. Harrell,,26,37
132,2,9:19.0,,J. Embiid makes free throw 2 of 2,26,38
133,2,9:09.0,K. Leonard makes 3-pt jump shot from 26 ft (assist by M. Morris),,29,38
134,2,8:55.0,,Turnover by B. Simmons (bad pass; steal by L. Williams),29,38
135,2,8:48.0,K. Leonard makes 3-pt jump shot from 26 ft (assist by L. Williams),,32,38
136,2,8:47.0,,Philadelphia full timeout,32,38
137,2,8:36.0,,G. Robinson misses 3-pt jump shot from 23 ft,32,38
138,2,8:33.0,Defensive rebound by I. Zubac,,32,38
139,2,8:19.0,L. Shamet makes 3-pt jump shot from 25 ft (assist by K. Leonard),,35,38
140,2,7:59.0,,J. Embiid makes 2-pt jump shot from 13 ft,35,40
141,2,7:37.0,M. Morris makes 2-pt jump shot from 9 ft,,37,40
142,2,7:25.0,,G. Robinson misses 2-pt jump shot from 5 ft,37,40
143,2,7:23.0,Defensive rebound by M. Morris,,37,40
144,2,7:05.0,I. Zubac makes 2-pt jump shot from 18 ft (assist by L. Williams),,39,40
145,2,6:51.0,,Turnover by J. Embiid (bad pass),39,40
146,2,6:51.0,,T. Harris enters the game for F. Korkmaz,39,40
147,2,6:51.0,,M. Thybulle enters the game for M. Scott,39,40
148,2,6:38.0,K. Leonard misses 2-pt jump shot from 3 ft,,39,40
149,2,6:35.0,Offensive rebound by I. Zubac,,39,40
150,2,6:30.0,M. Morris misses 3-pt jump shot from 26 ft,,39,40
151,2,6:27.0,,Defensive rebound by M. Thybulle,39,40
152,2,6:15.0,,B. Simmons makes 2-pt layup from 1 ft,39,42
153,2,6:15.0,P. George enters the game for L. Williams,,39,42
154,2,6:03.0,L. Shamet misses 3-pt jump shot from 25 ft,,39,42
155,2,6:00.0,,Defensive rebound by T. Harris,39,42
156,2,5:55.0,,B. Simmons misses 2-pt dunk from 1 ft (block by I. Zubac),39,42
157,2,5:52.0,Defensive rebound by P. George,,39,42
158,2,5:52.0,K. Leonard misses 2-pt layup from 1 ft (block by G. Robinson),,39,42
159,2,5:51.0,Offensive rebound by Team,,39,42
160,2,5:49.0,M. Morris makes 2-pt jump shot from 19 ft (assist by K. Leonard),,41,42
161,2,5:24.0,,Turnover by G. Robinson (step out of bounds),41,42
162,2,5:24.0,LA Clippers full timeout,,41,42
163,2,5:24.0,,J. Richardson enters the game for G. Robinson,41,42
164,2,5:05.0,L. Shamet makes 2-pt jump shot from 8 ft (assist by P. George),,43,42
165,2,4:50.0,,J. Embiid makes 2-pt hook shot from 4 ft (assist by B. Simmons),43,44
166,2,4:36.0,K. Leonard misses 2-pt jump shot from 13 ft,,43,44
167,2,4:35.0,,Defensive rebound by Team,43,44
168,2,4:20.0,,Personal foul by I. Zubac (drawn by J. Embiid),43,44
169,2,4:06.0,,J. Embiid misses 2-pt jump shot from 11 ft,43,44
170,2,4:04.0,Defensive rebound by K. Leonard,,43,44
171,2,3:55.0,K. Leonard makes 2-pt jump shot from 16 ft,,45,44
172,2,3:45.0,,B. Simmons misses 2-pt jump shot from 7 ft,45,44
173,2,3:43.0,Defensive rebound by P. George,,45,44
174,2,3:39.0,L. Shamet misses 3-pt jump shot from 24 ft (block by M. Thybulle),,45,44
175,2,3:38.0,Offensive rebound by Team,,45,44
176,2,3:38.0,M. Harrell enters the game for L. Shamet,,45,44
177,2,3:38.0,L. Williams enters the game for I. Zubac,,45,44
178,2,3:38.0,,A. Horford enters the game for J. Embiid,45,44
179,2,3:28.0,Turnover by K. Leonard (bad pass; steal by M. Thybulle),,45,44
180,2,3:23.0,,B. Simmons makes 2-pt layup from 2 ft (assist by M. Thybulle),45,46
181,2,3:10.0,P. George makes 2-pt jump shot from 13 ft,,47,46
182,2,2:55.0,,B. Simmons makes 2-pt layup from 2 ft,47,48
183,2,2:43.0,K. Leonard makes 3-pt jump shot from 24 ft (assist by L. Williams),,50,48
184,2,2:26.0,,J. Richardson misses 3-pt jump shot from 26 ft,50,48
185,2,2:23.0,,Offensive rebound by M. Thybulle,50,48
186,2,2:15.0,,B. Simmons makes 2-pt layup from 2 ft (assist by T. Harris),50,50
187,2,1:57.0,P. George misses 2-pt jump shot from 9 ft (block by J. Richardson),,50,50
188,2,1:56.0,Offensive rebound by Team,,50,50
189,2,1:56.0,,A. Burks enters the game for M. Thybulle,50,50
190,2,1:54.0,P. George misses 2-pt jump shot from 11 ft,,50,50
191,2,1:51.0,,Defensive rebound by A. Horford,50,50
192,2,1:40.0,,T. Harris makes 2-pt layup from 4 ft (assist by A. Burks),50,52
193,2,1:24.0,L. Williams misses 2-pt jump shot from 7 ft,,50,52
194,2,1:22.0,,Defensive rebound by T. Harris,50,52
195,2,1:08.0,,T. Harris misses 2-pt jump shot from 15 ft (block by M. Morris),50,52
196,2,1:06.0,,Offensive rebound by Team,50,52
197,2,1:01.0,,B. Simmons makes 2-pt jump shot from 12 ft (assist by A. Horford),50,54
198,2,0:52.0,L. Williams makes 2-pt layup from 1 ft,,52,54
199,2,0:28.0,,T. Harris misses 2-pt jump shot from 12 ft,52,54
200,2,0:26.0,Defensive rebound by P. George,,52,54
201,2,0:26.0,L. Shamet enters the game for L. Williams,,52,54
202,2,0:06.0,K. Leonard makes 2-pt jump shot from 9 ft,,54,54
203,2,0:01.0,,B. Simmons misses 2-pt layup from 2 ft,54,54
204,2,0:00.0,Defensive rebound by P. George,,54,54
205,3,11:40.0,,G. Robinson makes 2-pt jump shot from 4 ft (assist by B. Simmons),54,56
206,3,11:23.0,I. Zubac makes 2-pt jump shot from 15 ft (assist by P. George),,56,56
207,3,11:07.0,,J. Embiid makes 3-pt jump shot from 27 ft (assist by G. Robinson),56,59
208,3,10:43.0,K. Leonard misses 2-pt jump shot from 17 ft,,56,59
209,3,10:40.0,,Defensive rebound by T. Harris,56,59
210,3,10:33.0,,T. Harris makes 2-pt jump shot from 19 ft,56,61
211,3,10:13.0,M. Morris misses 2-pt jump shot from 16 ft,,56,61
212,3,10:09.0,,Defensive rebound by B. Simmons,56,61
213,3,10:02.0,,T. Harris misses 2-pt jump shot from 2 ft (block by I. Zubac),56,61
214,3,10:01.0,,Offensive rebound by T. Harris,56,61
215,3,9:49.0,,J. Embiid makes 2-pt jump shot from 10 ft (assist by T. Harris),56,63
216,3,9:36.0,Shooting foul by G. Robinson (drawn by L. Williams),,56,63
217,3,9:36.0,L. Williams misses free throw 1 of 2,,56,63
218,3,9:36.0,Offensive rebound by Team,,56,63
219,3,9:36.0,L. Williams makes free throw 2 of 2,,57,63
220,3,9:24.0,,T. Harris misses 3-pt jump shot from 26 ft,57,63
221,3,9:22.0,Defensive rebound by P. George,,57,63
222,3,9:17.0,P. George misses 2-pt jump shot from 7 ft,,57,63
223,3,9:15.0,Offensive rebound by I. Zubac,,57,63
224,3,9:14.0,M. Morris misses 3-pt jump shot from 22 ft,,57,63
225,3,9:12.0,,Defensive rebound by J. Embiid,57,63
226,3,9:05.0,,T. Harris misses 3-pt jump shot from 24 ft,57,63
227,3,9:02.0,Defensive rebound by I. Zubac,,57,63
228,3,8:57.0,P. George misses 3-pt jump shot from 27 ft,,57,63
229,3,8:54.0,,Defensive rebound by J. Embiid,57,63
230,3,8:41.0,,B. Simmons makes 2-pt layup from 2 ft,57,65
231,3,8:41.0,LA Clippers full timeout,,57,65
232,3,8:26.0,L. Williams misses 2-pt jump shot from 7 ft,,57,65
233,3,8:23.0,,Defensive rebound by T. Harris,57,65
234,3,8:18.0,,G. Robinson makes 2-pt layup from 2 ft (assist by J. Richardson),57,67
235,3,8:01.0,K. Leonard makes 2-pt layup from 1 ft (assist by I. Zubac),,59,67
236,3,7:44.0,,B. Simmons makes 2-pt layup from 2 ft,59,69
237,3,7:44.0,,Shooting foul by I. Zubac (drawn by B. Simmons),59,69
238,3,7:44.0,L. Shamet enters the game for L. Williams,,59,69
239,3,7:44.0,,B. Simmons makes free throw 1 of 1,59,70
240,3,7:33.0,L. Shamet makes 3-pt jump shot from 25 ft (assist by K. Leonard),,62,70
241,3,7:14.0,,J. Embiid makes 3-pt jump shot from 26 ft (assist by B. Simmons),62,73
242,3,7:03.0,L. Shamet makes 3-pt jump shot from 25 ft (assist by K. Leonard),,65,73
243,3,6:49.0,,G. Robinson makes 2-pt layup from 1 ft (assist by B. Simmons),65,75
244,3,6:40.0,P. George misses 2-pt jump shot from 16 ft,,65,75
245,3,6:36.0,,Defensive rebound by B. Simmons,65,75
246,3,6:31.0,,Turnover by B. Simmons (bad pass; steal by K. Leonard),65,75
247,3,6:28.0,Personal foul by B. Simmons (drawn by K. Leonard),,65,75
248,3,6:28.0,M. Harrell enters the game for I. Zubac,,65,75
249,3,6:28.0,,A. Horford enters the game for J. Embiid,65,75
250,3,6:28.0,,F. Korkmaz enters the game for J. Richardson,65,75
251,3,6:28.0,,M. Thybulle enters the game for G. Robinson,65,75
252,3,6:23.0,P. George misses 2-pt layup from 2 ft (block by A. Horford),,65,75
253,3,6:22.0,,Defensive rebound by M. Thybulle,65,75
254,3,6:14.0,,B. Simmons makes 2-pt dunk from 1 ft (assist by T. Harris),65,77
255,3,6:04.0,Personal foul by M. Thybulle (drawn by P. George),,65,77
256,3,5:55.0,L. Shamet makes 2-pt jump shot from 14 ft (assist by K. Leonard),,67,77
257,3,5:30.0,,T. Harris misses 2-pt jump shot from 19 ft,67,77
258,3,5:27.0,Defensive rebound by L. Shamet,,67,77
259,3,5:24.0,L. Shamet misses 3-pt jump shot from 25 ft,,67,77
260,3,5:22.0,Offensive rebound by M. Harrell,,67,77
261,3,5:14.0,M. Harrell misses 2-pt hook shot from 7 ft,,67,77
262,3,5:10.0,,Defensive rebound by T. Harris,67,77
263,3,5:01.0,,Philadelphia full timeout,67,77
264,3,4:49.0,,Turnover by Team (shot clock),67,77
265,3,4:35.0,Turnover by M. Harrell (out of bounds lost ball),,67,77
266,3,4:22.0,,B. Simmons misses 2-pt layup from 2 ft (block by K. Leonard),67,77
267,3,4:21.0,Defensive rebound by P. George,,67,77
268,3,4:12.0,K. Leonard makes 2-pt jump shot from 12 ft,,69,77
269,3,3:51.0,,F. Korkmaz misses 3-pt jump shot from 27 ft,69,77
270,3,3:47.0,Defensive rebound by M. Harrell,,69,77
271,3,3:31.0,L. Shamet makes 3-pt jump shot from 25 ft (assist by K. Leonard),,72,77
272,3,3:05.0,,T. Harris makes 2-pt jump shot from 19 ft,72,79
273,3,2:51.0,K. Leonard makes 2-pt dunk from 1 ft,,74,79
274,3,2:44.0,,F. Korkmaz misses 3-pt jump shot from 26 ft,74,79
275,3,2:40.0,Defensive rebound by M. Morris,,74,79
276,3,2:31.0,Shooting foul by B. Simmons (drawn by P. George),,74,79
277,3,2:31.0,P. George makes free throw 1 of 2,,75,79
278,3,2:31.0,,A. Burks enters the game for T. Harris,75,79
279,3,2:31.0,,J. Embiid enters the game for M. Thybulle,75,79
280,3,2:31.0,P. George misses free throw 2 of 2,,75,79
281,3,2:28.0,,Defensive rebound by J. Embiid,75,79
282,3,2:13.0,,B. Simmons misses 2-pt jump shot from 2 ft,75,79
283,3,2:12.0,,Offensive rebound by B. Simmons,75,79
284,3,2:12.0,,Turnover by B. Simmons (bad pass),75,79
285,3,2:12.0,L. Williams enters the game for P. George,,75,79
286,3,1:56.0,K. Leonard misses 3-pt jump shot from 26 ft,,75,79
287,3,1:54.0,,Defensive rebound by J. Embiid,75,79
288,3,1:39.0,,J. Embiid misses 2-pt jump shot from 11 ft,75,79
289,3,1:38.0,Defensive rebound by Team,,75,79
290,3,1:21.0,Shooting foul by J. Embiid (drawn by K. Leonard),,75,79
291,3,1:21.0,K. Leonard makes free throw 1 of 2,,76,79
292,3,1:21.0,K. Leonard makes free throw 2 of 2,,77,79
293,3,1:10.0,,Personal foul by M. Harrell (drawn by J. Embiid),77,79
294,3,1:01.0,,A. Burks misses 3-pt jump shot from 24 ft,77,79
295,3,1:00.0,,Offensive rebound by Team,77,79
296,3,1:00.0,Loose ball foul by M. Harrell (drawn by J. Embiid),,77,79
297,3,1:00.0,,J. Embiid makes free throw 1 of 2,77,80
298,3,1:00.0,J. Green enters the game for M. Harrell,,77,80
299,3,1:00.0,I. Zubac enters the game for M. Morris,,77,80
300,3,1:00.0,,J. Embiid misses free throw 2 of 2,77,80
301,3,0:57.0,Defensive rebound by I. Zubac,,77,80
302,3,0:47.0,Turnover by I. Zubac (lost ball; steal by B. Simmons),,77,80
303,3,0:42.0,,Personal foul by I. Zubac (drawn by J. Embiid),77,80
304,3,0:42.0,,J. Embiid misses free throw 1 of 2,77,80
305,3,0:42.0,,Offensive rebound by Team,77,80
306,3,0:42.0,,J. Embiid makes free throw 2 of 2,77,81
307,3,0:31.0,K. Leonard misses 2-pt jump shot from 16 ft,,77,81
308,3,0:27.0,,Defensive rebound by B. Simmons,77,81
309,3,0:08.0,,J. Embiid misses 3-pt jump shot from 27 ft,77,81
310,3,0:05.0,Defensive rebound by J. Green,,77,81
311,3,0:00.0,K. Leonard misses 2-pt jump shot from 20 ft,,77,81
312,3,0:00.0,Offensive rebound by Team,,77,81
313,4,11:41.0,P. George makes 2-pt jump shot from 20 ft,,79,81
314,4,11:26.0,,J. Richardson makes 2-pt jump shot from 16 ft,79,83
315,4,11:11.0,Shooting foul by A. Burks (drawn by P. George),,79,83
316,4,11:11.0,P. George makes free throw 1 of 2,,80,83
317,4,11:11.0,P. George makes free throw 2 of 2,,81,83
318,4,10:54.0,,A. Horford misses 3-pt jump shot from 27 ft,81,83
319,4,10:50.0,Defensive rebound by I. Zubac,,81,83
320,4,10:46.0,,Violation by Team (kicked ball),81,83
321,4,10:40.0,P. George misses 3-pt jump shot from 26 ft,,81,83
322,4,10:35.0,,Defensive rebound by F. Korkmaz,81,83
323,4,10:23.0,,J. Richardson makes 3-pt jump shot from 27 ft (assist by J. Embiid),81,86
324,4,10:10.0,L. Williams misses 2-pt jump shot from 8 ft,,81,86
325,4,10:07.0,Offensive rebound by I. Zubac,,81,86
326,4,10:01.0,Shooting foul by A. Horford (drawn by P. George),,81,86
327,4,10:01.0,P. George misses free throw 1 of 2,,81,86
328,4,10:01.0,Offensive rebound by Team,,81,86
329,4,10:01.0,P. George makes free throw 2 of 2,,82,86
330,4,9:51.0,,Shooting foul by I. Zubac (drawn by J. Embiid),82,86
331,4,9:51.0,M. Harrell enters the game for I. Zubac,,82,86
332,4,9:51.0,,J. Embiid makes free throw 1 of 2,82,87
333,4,9:51.0,,J. Embiid misses free throw 2 of 2,82,87
334,4,9:50.0,Defensive rebound by L. Williams,,82,87
335,4,9:43.0,L. Shamet misses 3-pt jump shot from 25 ft,,82,87
336,4,9:39.0,,Defensive rebound by Team,82,87
337,4,9:39.0,Loose ball foul by P. George (drawn by J. Embiid),,82,87
338,4,9:29.0,,F. Korkmaz misses 3-pt jump shot from 25 ft,82,87
339,4,9:25.0,Defensive rebound by M. Harrell,,82,87
340,4,9:20.0,M. Harrell makes 2-pt layup from 2 ft (assist by L. Williams),,84,87
341,4,9:19.0,,Philadelphia full timeout,84,87
342,4,9:19.0,,T. Harris enters the game for A. Burks,84,87
343,4,9:19.0,,B. Simmons enters the game for J. Embiid,84,87
344,4,9:07.0,,B. Simmons makes 2-pt layup from 2 ft (assist by A. Horford),84,89
345,4,8:47.0,L. Williams makes 3-pt jump shot from 28 ft (assist by M. Harrell),,87,89
346,4,8:27.0,,A. Horford makes 2-pt hook shot from 1 ft (assist by B. Simmons),87,91
347,4,8:19.0,Personal foul by B. Simmons (drawn by P. George),,87,91
348,4,8:19.0,,G. Robinson enters the game for F. Korkmaz,87,91
349,4,8:19.0,,Violation by Team (delay of game),87,91
350,4,8:17.0,Offensive foul by P. George (drawn by B. Simmons),,87,91
351,4,8:17.0,Turnover by P. George (offensive foul),,87,91
352,4,8:08.0,,B. Simmons misses 2-pt layup from 3 ft,87,91
353,4,8:06.0,Defensive rebound by P. George,,87,91
354,4,7:56.0,L. Williams makes 3-pt jump shot from 25 ft,,90,91
355,4,7:42.0,,T. Harris misses 3-pt jump shot from 28 ft,90,91
356,4,7:39.0,Defensive rebound by L. Williams,,90,91
357,4,7:34.0,L. Williams misses 3-pt jump shot from 22 ft,,90,91
358,4,7:31.0,,Defensive rebound by G. Robinson,90,91
359,4,7:31.0,K. Leonard enters the game for P. George,,90,91
360,4,7:31.0,M. Morris enters the game for J. Green,,90,91
361,4,7:19.0,,J. Richardson makes 3-pt jump shot from 26 ft (assist by A. Horford),90,94
362,4,7:06.0,K. Leonard misses 2-pt layup from 4 ft (block by A. Horford),,90,94
363,4,7:05.0,,Defensive rebound by Team,90,94
364,4,6:56.0,,J. Richardson makes 2-pt layup from 1 ft (assist by B. Simmons),90,96
365,4,6:56.0,LA Clippers full timeout,,90,96
366,4,6:56.0,,J. Embiid enters the game for G. Robinson,90,96
367,4,6:35.0,M. Morris misses 3-pt jump shot from 26 ft,,90,96
368,4,6:32.0,,Defensive rebound by J. Embiid,90,96
369,4,6:15.0,,J. Embiid misses 2-pt jump shot from 16 ft,90,96
370,4,6:11.0,Defensive rebound by K. Leonard,,90,96
371,4,6:04.0,M. Harrell makes 2-pt layup from 1 ft (assist by K. Leonard),,92,96
372,4,5:51.0,,J. Embiid misses 2-pt layup from 3 ft,92,96
373,4,5:49.0,,Offensive rebound by J. Embiid,92,96
374,4,5:49.0,,J. Embiid makes 2-pt layup from 2 ft,92,98
375,4,5:31.0,M. Harrell misses 2-pt hook shot from 4 ft,,92,98
376,4,5:29.0,,Defensive rebound by B. Simmons,92,98
377,4,5:25.0,,Shooting foul by M. Morris (drawn by B. Simmons),92,98
378,4,5:25.0,,B. Simmons misses free throw 1 of 2,92,98
379,4,5:25.0,,Offensive rebound by Team,92,98
380,4,5:25.0,P. George enters the game for L. Williams,,92,98
381,4,5:25.0,,B. Simmons makes free throw 2 of 2,92,99
382,4,5:02.0,K. Leonard makes 2-pt jump shot from 10 ft,,94,99
383,4,4:44.0,,J. Richardson makes 3-pt jump shot from 29 ft (assist by B. Simmons),94,102
384,4,4:43.0,LA Clippers full timeout,,94,102
385,4,4:31.0,M. Morris misses 2-pt jump shot from 19 ft,,94,102
386,4,4:28.0,,Defensive rebound by J. Embiid,94,102
387,4,4:08.0,,J. Embiid misses 3-pt jump shot from 26 ft,94,102
388,4,4:03.0,Defensive rebound by P. George,,94,102
