,QUARTER,TIME_REMAINING,CHARLOTTE_ACTION,DALLAS_ACTION,CHARLOTTE_SCORE,DALLAS_SCORE
44,1,5:19.0,,J. Barea misses 2-pt jump shot from 19 ft,15,14
45,1,5:17.0,Defensive rebound by M. Bridges,,15,14
46,1,5:06.0,B. Biyombo makes 2-pt layup from 1 ft (assist by D. Graham),,17,14
47,1,5:06.0,Shooting foul by M. Kleber (drawn by B. Biyombo),,17,14
48,1,5:06.0,M. Monk enters the game for M. Bridges,,17,14
49,1,5:06.0,B. Biyombo makes free throw 1 of 1,,18,14
50,1,4:49.0,,D. Powell misses 2-pt dunk from 1 ft,18,14
51,1,4:47.0,Defensive rebound by B. Biyombo,,18,14
52,1,4:33.0,P. Washington misses 2-pt layup from 2 ft,,18,14
53,1,4:27.0,Offensive rebound by P. Washington,,18,14
54,1,4:27.0,P. Washington makes 2-pt layup at rim,,20,14
55,1,4:07.0,,D. Finney-Smith misses 3-pt jump shot from 27 ft,20,14
56,1,4:05.0,Defensive rebound by P. Washington,,20,14
57,1,3:56.0,B. Biyombo misses 2-pt hook shot from 7 ft,,20,14
58,1,3:54.0,,Defensive rebound by D. Powell,20,14
59,1,3:44.0,,M. Kleber misses 3-pt jump shot from 25 ft,20,14
60,1,3:41.0,Defensive rebound by D. Bacon,,20,14
61,1,3:29.0,D. Bacon misses 3-pt jump shot from 26 ft,,20,14
62,1,3:26.0,,Defensive rebound by D. Powell,20,14
63,1,3:18.0,,J. Barea misses 3-pt jump shot from 26 ft,20,14
64,1,3:13.0,,Offensive rebound by D. Finney-Smith,20,14
65,1,3:13.0,,D. Finney-Smith makes 2-pt dunk from 1 ft,20,16
66,1,3:13.0,Charlotte full timeout,,20,16
67,1,3:13.0,M. Williams enters the game for B. Biyombo,,20,16
68,1,3:13.0,C. Zeller enters the game for P. Washington,,20,16
69,1,3:13.0,,L. Dončić enters the game for J. Barea,20,16
70,1,3:13.0,,B. Marjanović enters the game for D. Finney-Smith,20,16
71,1,3:13.0,,D. Wright enters the game for D. Powell,20,16
72,1,2:59.0,D. Bacon misses 2-pt jump shot from 11 ft,,20,16
73,1,2:56.0,Offensive rebound by Team,,20,16
74,1,2:45.0,D. Graham makes 2-pt jump shot from 21 ft,,22,16
75,1,2:30.0,,Turnover by L. Dončić (bad pass; steal by C. Zeller),22,16
76,1,2:26.0,D. Bacon makes 2-pt layup from 2 ft (assist by D. Graham),,24,16
77,1,2:12.0,,Turnover by M. Kleber (bad pass; steal by M. Monk),24,16
78,1,1:58.0,Shooting foul by B. Marjanović (drawn by C. Zeller),,24,16
79,1,1:58.0,C. Zeller makes free throw 1 of 2,,25,16
80,1,1:58.0,T. Rozier enters the game for D. Graham,,25,16
81,1,1:58.0,C. Zeller makes free throw 2 of 2,,26,16
82,1,1:40.0,,M. Kleber misses 3-pt jump shot from 23 ft,26,16
83,1,1:35.0,Defensive rebound by T. Rozier,,26,16
84,1,1:25.0,D. Bacon misses 2-pt jump shot from 12 ft,,26,16
85,1,1:22.0,Offensive rebound by D. Bacon,,26,16
86,1,1:21.0,D. Bacon misses 2-pt layup from 6 ft,,26,16
87,1,1:21.0,,Defensive rebound by Team,26,16
88,1,1:21.0,Loose ball foul by C. Zeller (drawn by L. Dončić),,26,16
89,1,1:07.0,,L. Dončić makes 2-pt layup from 1 ft (assist by D. Wright),26,18
90,1,0:53.0,C. Zeller makes 3-pt jump shot from 25 ft (assist by T. Rozier),,29,18
91,1,0:40.0,,Personal foul by C. Zeller (drawn by L. Dončić),29,18
92,1,0:40.0,,L. Dončić makes free throw 1 of 2,29,19
93,1,0:40.0,,L. Dončić makes free throw 2 of 2,29,20
94,1,0:32.0,T. Rozier misses 3-pt jump shot from 26 ft,,29,20
95,1,0:29.0,,Defensive rebound by L. Dončić,29,20
96,1,0:22.0,,Turnover by L. Dončić (bad pass),29,20
97,1,0:00.0,M. Monk makes 3-pt jump shot from 30 ft (assist by T. Rozier),,32,20
98,1,0:00.0,Instant Replay (Request: Stands),,32,20
99,2,11:41.0,,L. Dončić misses 3-pt jump shot from 27 ft,32,20
100,2,11:37.0,Defensive rebound by M. Monk,,32,20
101,2,11:16.0,Shooting foul by D. Wright (drawn by M. Williams),,32,20
102,2,11:16.0,M. Williams makes free throw 1 of 3,,33,20
103,2,11:16.0,M. Williams makes free throw 2 of 3,,34,20
104,2,11:16.0,M. Bridges enters the game for D. Bacon,,34,20
105,2,11:16.0,,D. Powell enters the game for M. Kleber,34,20
106,2,11:16.0,M. Williams makes free throw 3 of 3,,35,20
107,2,10:59.0,,Personal foul by M. Monk (drawn by J. Brunson),35,20
108,2,10:48.0,,L. Dončić makes 2-pt jump shot from 9 ft,35,22
109,2,10:27.0,Shooting foul by D. Powell (drawn by C. Zeller),,35,22
110,2,10:27.0,C. Zeller makes free throw 1 of 2,,36,22
111,2,10:27.0,C. Zeller misses free throw 2 of 2,,36,22
112,2,10:25.0,,Defensive rebound by D. Powell,36,22
113,2,10:14.0,,L. Dončić misses 2-pt layup from 1 ft (block by M. Williams),36,22
114,2,10:09.0,,Offensive rebound by D. Powell,36,22
115,2,10:09.0,,D. Powell makes 2-pt layup from 1 ft,36,24
116,2,9:46.0,T. Rozier misses 3-pt jump shot from 25 ft,,36,24
117,2,9:44.0,,Defensive rebound by L. Dončić,36,24
118,2,9:36.0,,Turnover by L. Dončić (bad pass; steal by M. Monk),36,24
119,2,9:20.0,C. Zeller misses 2-pt layup from 2 ft,,36,24
120,2,9:16.0,Offensive rebound by C. Zeller,,36,24
121,2,9:16.0,C. Zeller misses 2-pt layup at rim,,36,24
122,2,9:15.0,Offensive rebound by M. Bridges,,36,24
123,2,9:15.0,M. Bridges misses 2-pt layup at rim,,36,24
124,2,9:15.0,Offensive rebound by M. Bridges,,36,24
125,2,9:12.0,M. Bridges misses 2-pt layup at rim,,36,24
126,2,9:11.0,Offensive rebound by M. Bridges,,36,24
127,2,9:11.0,M. Bridges misses 2-pt layup at rim,,36,24
128,2,9:11.0,Offensive rebound by M. Monk,,36,24
129,2,9:09.0,Offensive foul by M. Monk (drawn by D. Powell),,36,24
130,2,9:09.0,Turnover by M. Monk (offensive foul),,36,24
131,2,8:51.0,,S. Curry misses 3-pt jump shot from 27 ft,36,24
132,2,8:49.0,Defensive rebound by M. Williams,,36,24
133,2,8:42.0,T. Rozier makes 2-pt layup from 6 ft,,38,24
134,2,8:40.0,,Dallas full timeout,38,24
135,2,8:40.0,B. Biyombo enters the game for M. Monk,,38,24
136,2,8:40.0,D. Graham enters the game for C. Zeller,,38,24
137,2,8:40.0,,J. Jackson enters the game for D. Wright,38,24
138,2,8:20.0,,J. Jackson misses 3-pt jump shot from 26 ft,38,24
139,2,8:17.0,Defensive rebound by B. Biyombo,,38,24
140,2,8:04.0,M. Williams makes 2-pt jump shot from 2 ft (assist by M. Bridges),,40,24
141,2,7:50.0,,L. Dončić makes 3-pt jump shot from 27 ft,40,27
142,2,7:29.0,T. Rozier makes 2-pt jump shot from 10 ft,,42,27
143,2,7:15.0,,J. Brunson misses 3-pt jump shot from 26 ft,42,27
144,2,7:13.0,Defensive rebound by M. Bridges,,42,27
145,2,7:03.0,M. Bridges makes 2-pt layup from 2 ft (assist by D. Graham),,44,27
146,2,7:02.0,,Dallas full timeout,44,27
147,2,7:02.0,P. Washington enters the game for M. Williams,,44,27
148,2,7:02.0,,J. Barea enters the game for J. Brunson,44,27
149,2,7:02.0,,D. Finney-Smith enters the game for L. Dončić,44,27
150,2,7:02.0,,M. Kleber enters the game for D. Powell,44,27
151,2,6:46.0,,S. Curry makes 2-pt jump shot from 4 ft (assist by J. Barea),44,29
152,2,6:38.0,T. Rozier makes 3-pt jump shot from 25 ft (assist by D. Graham),,47,29
153,2,6:10.0,,M. Kleber misses 3-pt jump shot from 23 ft,47,29
154,2,6:07.0,,Offensive rebound by D. Finney-Smith,47,29
155,2,6:00.0,,S. Curry misses 2-pt jump shot from 22 ft,47,29
156,2,5:57.0,,Offensive rebound by J. Jackson,47,29
157,2,5:48.0,,M. Kleber makes 2-pt layup from 1 ft (assist by J. Barea),47,31
158,2,5:48.0,Charlotte full timeout,,47,31
159,2,5:35.0,Turnover by M. Bridges (traveling),,47,31
160,2,5:35.0,D. Bacon enters the game for M. Bridges,,47,31
161,2,5:20.0,,M. Kleber misses 3-pt jump shot from 25 ft,47,31
162,2,5:16.0,Defensive rebound by P. Washington,,47,31
163,2,5:15.0,Personal foul by M. Kleber (drawn by B. Biyombo),,47,31
164,2,5:15.0,,L. Dončić enters the game for S. Curry,47,31
165,2,5:06.0,P. Washington makes 2-pt layup from 2 ft (assist by D. Graham),,49,31
166,2,4:50.0,,J. Barea misses 2-pt jump shot from 6 ft,49,31
167,2,4:48.0,,Offensive rebound by J. Barea,49,31
168,2,4:48.0,,Personal foul by T. Rozier (drawn by J. Barea),49,31
169,2,4:37.0,,J. Jackson misses 2-pt jump shot from 9 ft,49,31
170,2,4:34.0,Defensive rebound by B. Biyombo,,49,31
171,2,4:30.0,Offensive foul by P. Washington (drawn by L. Dončić),,49,31
172,2,4:30.0,Turnover by P. Washington (offensive foul),,49,31
173,2,4:17.0,,D. Finney-Smith misses 3-pt jump shot from 25 ft,49,31
174,2,4:13.0,Defensive rebound by B. Biyombo,,49,31
175,2,4:10.0,P. Washington makes 2-pt layup from 2 ft (assist by D. Graham),,51,31
176,2,3:55.0,,M. Kleber makes 3-pt jump shot from 23 ft (assist by L. Dončić),51,34
177,2,3:39.0,B. Biyombo misses 2-pt hook shot from 7 ft,,51,34
178,2,3:37.0,,Defensive rebound by L. Dončić,51,34
179,2,3:32.0,,L. Dončić makes 3-pt jump shot from 26 ft,51,37
180,2,3:08.0,D. Bacon makes 2-pt layup from 2 ft,,53,37
181,2,2:51.0,,J. Jackson misses 3-pt jump shot from 23 ft,53,37
182,2,2:48.0,,Offensive rebound by L. Dončić,53,37
183,2,2:39.0,,Shooting foul by B. Biyombo (drawn by M. Kleber),53,37
184,2,2:39.0,,M. Kleber makes free throw 1 of 2,53,38
185,2,2:39.0,M. Bridges enters the game for T. Rozier,,53,38
186,2,2:39.0,,D. Powell enters the game for J. Jackson,53,38
187,2,2:39.0,,M. Kleber makes free throw 2 of 2,53,39
188,2,2:20.0,P. Washington makes 2-pt layup from 1 ft (assist by D. Graham),,55,39
189,2,2:12.0,,J. Barea misses 3-pt jump shot from 26 ft,55,39
190,2,2:08.0,Defensive rebound by M. Bridges,,55,39
191,2,1:53.0,D. Bacon misses 2-pt layup from 3 ft (block by M. Kleber),,55,39
192,2,1:51.0,,Defensive rebound by J. Barea,55,39
193,2,1:46.0,,D. Finney-Smith misses 2-pt layup from 2 ft,55,39
194,2,1:45.0,,Offensive rebound by D. Powell,55,39
195,2,1:34.0,,D. Finney-Smith misses 3-pt jump shot from 23 ft,55,39
196,2,1:31.0,Defensive rebound by B. Biyombo,,55,39
197,2,1:18.0,D. Graham misses 3-pt jump shot from 28 ft,,55,39
198,2,1:14.0,,Defensive rebound by D. Powell,55,39
199,2,1:00.0,,L. Dončić misses 3-pt jump shot from 27 ft,55,39
200,2,0:58.0,Defensive rebound by B. Biyombo,,55,39
201,2,0:58.0,,Loose ball foul by D. Powell (drawn by B. Biyombo),55,39
202,2,0:58.0,M. Williams enters the game for B. Biyombo,,55,39
203,2,0:36.0,Turnover by D. Graham (bad pass; steal by L. Dončić),,55,39
204,2,0:35.0,,Personal take foul by D. Graham (drawn by L. Dončić),55,39
205,2,0:35.0,,Instant Replay (Request: Stands),55,39
206,2,0:28.0,,L. Dončić misses 2-pt layup from 3 ft,55,39
207,2,0:28.0,,Offensive rebound by D. Finney-Smith,55,39
208,2,0:28.0,,D. Finney-Smith makes 2-pt dunk from 1 ft,55,41
209,2,0:06.0,D. Graham makes 2-pt jump shot from 21 ft,,57,41
210,2,0:00.0,,M. Kleber makes 3-pt jump shot from 27 ft (assist by L. Dončić),57,44
211,2,0:00.0,,Instant Replay (Request: Ruling Stands),57,44
212,3,11:48.0,,D. Finney-Smith makes 2-pt dunk from 1 ft (assist by L. Dončić),57,46
213,3,11:33.0,Personal foul by D. Finney-Smith (drawn by M. Bridges),,57,46
214,3,11:27.0,T. Rozier misses 2-pt jump shot from 11 ft,,57,46
215,3,11:25.0,,Defensive rebound by L. Dončić,57,46
216,3,11:19.0,,L. Dončić misses 3-pt jump shot from 26 ft,57,46
217,3,11:15.0,,Offensive rebound by D. Finney-Smith,57,46
218,3,11:09.0,,D. Powell makes 2-pt layup from 2 ft (assist by J. Barea),57,48
219,3,10:56.0,Personal foul by D. Finney-Smith (drawn by P. Washington),,57,48
220,3,10:51.0,D. Graham makes 2-pt jump shot from 10 ft (assist by P. Washington),,59,48
221,3,10:51.0,Shooting foul by M. Kleber (drawn by D. Graham),,59,48
222,3,10:51.0,D. Graham makes free throw 1 of 1,,60,48
223,3,10:46.0,,Shooting foul by M. Bridges (drawn by L. Dončić),60,48
224,3,10:46.0,,L. Dončić makes free throw 1 of 2,60,49
225,3,10:46.0,,L. Dončić makes free throw 2 of 2,60,50
226,3,10:37.0,Turnover by B. Biyombo (traveling),,60,50
227,3,10:28.0,,J. Barea makes 3-pt jump shot from 23 ft (assist by L. Dončić),60,53
228,3,10:08.0,P. Washington makes 2-pt jump shot from 6 ft (assist by T. Rozier),,62,53
229,3,9:55.0,,D. Powell makes 2-pt layup from 2 ft (assist by L. Dončić),62,55
230,3,9:55.0,,Shooting foul by B. Biyombo (drawn by D. Powell),62,55
231,3,9:55.0,,D. Powell misses free throw 1 of 1,62,55
232,3,9:52.0,Defensive rebound by B. Biyombo,,62,55
233,3,9:44.0,M. Bridges makes 3-pt jump shot from 23 ft (assist by D. Graham),,65,55
234,3,9:21.0,,D. Finney-Smith makes 3-pt jump shot from 23 ft (assist by L. Dončić),65,58
235,3,9:09.0,D. Graham misses 3-pt jump shot from 27 ft,,65,58
236,3,9:06.0,,Defensive rebound by L. Dončić,65,58
237,3,9:00.0,,L. Dončić misses 2-pt layup from 5 ft (block by M. Bridges),65,58
238,3,8:57.0,,Offensive rebound by L. Dončić,65,58
239,3,8:48.0,,L. Dončić makes 3-pt jump shot from 23 ft (assist by M. Kleber),65,61
240,3,8:46.0,Charlotte full timeout,,65,61
241,3,8:22.0,P. Washington misses 2-pt layup from 2 ft,,65,61
242,3,8:21.0,,Defensive rebound by L. Dončić,65,61
243,3,8:15.0,,L. Dončić makes 2-pt layup from 2 ft,65,63
244,3,7:56.0,Shooting foul by L. Dončić (drawn by B. Biyombo),,65,63
245,3,7:56.0,B. Biyombo makes free throw 1 of 2,,66,63
246,3,7:56.0,B. Biyombo makes free throw 2 of 2,,67,63
247,3,7:45.0,,L. Dončić misses 3-pt jump shot from 32 ft,67,63
248,3,7:42.0,,Offensive rebound by M. Kleber,67,63
249,3,7:39.0,,J. Barea makes 2-pt jump shot from 2 ft (assist by M. Kleber),67,65
250,3,7:24.0,Turnover by P. Washington (lost ball; steal by D. Powell),,67,65
251,3,7:06.0,,L. Dončić misses 3-pt jump shot from 27 ft,67,65
252,3,7:02.0,Defensive rebound by B. Biyombo,,67,65
253,3,6:46.0,T. Rozier makes 3-pt jump shot from 25 ft (assist by P. Washington),,70,65
254,3,6:27.0,,Turnover by L. Dončić (bad pass; steal by D. Graham),70,65
255,3,6:21.0,D. Graham misses 2-pt layup from 2 ft,,70,65
256,3,6:18.0,Offensive rebound by B. Biyombo,,70,65
257,3,6:18.0,B. Biyombo misses 2-pt layup from 1 ft,,70,65
258,3,6:18.0,,Defensive rebound by D. Finney-Smith,70,65
259,3,6:12.0,,M. Kleber makes 3-pt jump shot from 23 ft (assist by J. Barea),70,68
260,3,5:52.0,Personal foul by D. Powell (drawn by D. Graham),,70,68
261,3,5:52.0,D. Graham makes free throw 1 of 2,,71,68
262,3,5:52.0,D. Bacon enters the game for B. Biyombo,,71,68
263,3,5:52.0,C. Zeller enters the game for M. Bridges,,71,68
264,3,5:52.0,,S. Curry enters the game for L. Dončić,71,68
265,3,5:52.0,,J. Jackson enters the game for M. Kleber,71,68
266,3,5:52.0,D. Graham makes free throw 2 of 2,,72,68
267,3,5:42.0,,Personal foul by T. Rozier (drawn by D. Powell),72,68
268,3,5:30.0,,J. Jackson misses 3-pt jump shot from 27 ft,72,68
269,3,5:27.0,Defensive rebound by D. Bacon,,72,68
270,3,5:21.0,,Violation by Team (kicked ball),72,68
271,3,5:14.0,Turnover by C. Zeller (out of bounds lost ball),,72,68
272,3,5:03.0,,S. Curry misses 3-pt jump shot from 25 ft,72,68
273,3,5:00.0,Defensive rebound by D. Bacon,,72,68
274,3,4:54.0,Turnover by P. Washington (bad pass; steal by J. Jackson),,72,68
275,3,4:44.0,,J. Barea makes 2-pt layup from 3 ft,72,70
276,3,4:21.0,C. Zeller misses 2-pt layup from 1 ft,,72,70
277,3,4:19.0,,Defensive rebound by S. Curry,72,70
278,3,4:04.0,,D. Powell makes 2-pt layup from 2 ft (assist by J. Barea),72,72
279,3,4:03.0,Charlotte full timeout,,72,72
280,3,4:03.0,M. Monk enters the game for T. Rozier,,72,72
281,3,4:03.0,M. Williams enters the game for P. Washington,,72,72
282,3,4:03.0,,J. Brunson enters the game for J. Barea,72,72
283,3,4:03.0,,M. Kleber enters the game for D. Powell,72,72
284,3,3:45.0,Turnover by M. Monk (bad pass),,72,72
285,3,3:35.0,,M. Kleber makes 3-pt jump shot from 26 ft (assist by J. Brunson),72,75
286,3,3:16.0,Shooting foul by M. Kleber (drawn by C. Zeller),,72,75
287,3,3:16.0,C. Zeller makes free throw 1 of 2,,73,75
288,3,3:16.0,,D. Powell enters the game for M. Kleber,73,75
289,3,3:16.0,C. Zeller makes free throw 2 of 2,,74,75
290,3,3:04.0,,S. Curry makes 2-pt layup from 2 ft (assist by J. Brunson),74,77
291,3,2:43.0,Shooting foul by S. Curry (drawn by M. Williams),,74,77
292,3,2:43.0,M. Williams makes free throw 1 of 2,,75,77
293,3,2:43.0,,L. Dončić enters the game for D. Finney-Smith,75,77
294,3,2:43.0,M. Williams makes free throw 2 of 2,,76,77
295,3,2:24.0,,D. Powell misses 2-pt layup from 4 ft (block by C. Zeller),76,77
296,3,2:24.0,Defensive rebound by D. Bacon,,76,77
297,3,2:17.0,D. Bacon misses 2-pt layup from 1 ft,,76,77
298,3,2:13.0,Offensive rebound by C. Zeller,,76,77
299,3,2:13.0,C. Zeller makes 2-pt layup from 1 ft,,78,77
300,3,2:00.0,,S. Curry makes 2-pt jump shot from 14 ft,78,79
301,3,1:47.0,C. Zeller misses 2-pt layup from 6 ft (block by D. Powell),,78,79
302,3,1:47.0,,Defensive rebound by J. Jackson,78,79
303,3,1:42.0,,Personal take foul by D. Bacon (drawn by L. Dončić),78,79
304,3,1:36.0,,L. Dončić misses 2-pt jump shot from 15 ft,78,79
305,3,1:34.0,Defensive rebound by C. Zeller,,78,79
306,3,1:17.0,Turnover by D. Graham (lost ball; steal by D. Powell),,78,79
307,3,1:05.0,,S. Curry makes 2-pt jump shot from 7 ft (assist by J. Jackson),78,81
308,3,0:40.0,D. Graham misses 2-pt jump shot from 10 ft,,78,81
309,3,0:39.0,Offensive rebound by C. Zeller,,78,81
310,3,0:36.0,M. Williams misses 3-pt jump shot from 26 ft,,78,81
311,3,0:34.0,,Defensive rebound by J. Brunson,78,81
312,3,0:27.0,,L. Dončić makes 3-pt jump shot from 26 ft,78,84
313,3,0:07.0,Personal foul by D. Powell (drawn by D. Graham),,78,84
314,3,0:07.0,D. Graham makes free throw 1 of 2,,79,84
315,3,0:07.0,M. Bridges enters the game for M. Monk,,79,84
316,3,0:07.0,C. Martin enters the game for M. Williams,,79,84
317,3,0:07.0,D. Graham makes free throw 2 of 2,,80,84
318,3,0:00.0,,J. Brunson misses 2-pt layup from 3 ft,80,84
319,3,0:00.0,,Offensive rebound by Team,80,84
320,4,11:38.0,M. Williams misses 2-pt jump shot from 8 ft,,80,84
321,4,11:35.0,,Defensive rebound by J. Jackson,80,84
322,4,11:19.0,,D. Powell makes 2-pt dunk from 1 ft (assist by L. Dončić),80,86
323,4,11:12.0,M. Monk misses 3-pt jump shot from 24 ft,,80,86
324,4,11:08.0,,Defensive rebound by D. Powell,80,86
325,4,11:01.0,,J. Brunson makes 2-pt jump shot from 11 ft,80,88
326,4,10:48.0,Turnover by D. Bacon (traveling),,80,88
327,4,10:33.0,,Turnover by S. Curry (bad pass),80,88
328,4,10:17.0,Turnover by M. Monk (bad pass; steal by D. Powell),,80,88
329,4,10:12.0,,J. Brunson misses 2-pt layup from 2 ft,80,88
330,4,10:09.0,Defensive rebound by T. Rozier,,80,88
331,4,10:08.0,Shooting foul by J. Jackson (drawn by T. Rozier),,80,88
332,4,10:08.0,T. Rozier misses free throw 1 of 2,,80,88
333,4,10:08.0,Offensive rebound by Team,,80,88
334,4,10:08.0,M. Bridges enters the game for M. Monk,,80,88
335,4,10:08.0,P. Washington enters the game for M. Williams,,80,88
336,4,10:08.0,T. Rozier misses free throw 2 of 2,,80,88
337,4,10:05.0,,Defensive rebound by L. Dončić,80,88
338,4,9:56.0,,L. Dončić makes 3-pt jump shot from 26 ft,80,91
339,4,9:32.0,Personal foul by L. Dončić (drawn by P. Washington),,80,91
340,4,9:22.0,P. Washington makes 2-pt jump shot from 5 ft (assist by T. Rozier),,82,91
341,4,9:09.0,,L. Dončić makes 2-pt jump shot from 5 ft,82,93
342,4,9:09.0,,Shooting foul by M. Bridges (drawn by L. Dončić),82,93
343,4,9:09.0,,L. Dončić makes free throw 1 of 1,82,94
344,4,8:48.0,M. Bridges misses 2-pt jump shot from 8 ft,,82,94
345,4,8:46.0,Offensive rebound by B. Biyombo,,82,94
346,4,8:46.0,,Loose ball foul by L. Dončić (drawn by B. Biyombo),82,94
347,4,8:39.0,T. Rozier makes 3-pt jump shot from 26 ft (assist by M. Bridges),,85,94
348,4,8:27.0,,Personal foul by D. Bacon (drawn by L. Dončić),85,94
349,4,8:27.0,D. Graham enters the game for D. Bacon,,85,94
350,4,8:22.0,,L. Dončić misses 3-pt jump shot from 29 ft,85,94
351,4,8:18.0,Defensive rebound by M. Bridges,,85,94
352,4,8:13.0,T. Rozier makes 2-pt jump shot from 7 ft,,87,94
353,4,8:11.0,,Dallas full timeout,87,94
354,4,8:11.0,,J. Barea enters the game for S. Curry,87,94
355,4,8:11.0,,D. Finney-Smith enters the game for L. Dončić,87,94
356,4,8:11.0,,M. Kleber enters the game for D. Powell,87,94
357,4,7:53.0,,D. Finney-Smith makes 3-pt jump shot from 23 ft (assist by J. Jackson),87,97
358,4,7:34.0,Personal foul by J. Jackson (drawn by D. Graham),,87,97
359,4,7:24.0,D. Graham misses 3-pt jump shot from 26 ft,,87,97
360,4,7:19.0,,Defensive rebound by M. Kleber,87,97
361,4,7:09.0,,D. Finney-Smith misses 3-pt jump shot from 25 ft,87,97
362,4,7:06.0,Defensive rebound by P. Washington,,87,97
363,4,6:59.0,Turnover by D. Graham (bad pass),,87,97
364,4,6:41.0,,J. Brunson misses 3-pt jump shot from 22 ft,87,97
365,4,6:38.0,Defensive rebound by T. Rozier,,87,97
366,4,6:35.0,Personal foul by J. Brunson (drawn by T. Rozier),,87,97
367,4,6:35.0,T. Rozier makes free throw 1 of 2,,88,97
368,4,6:35.0,,L. Dončić enters the game for J. Brunson,88,97
369,4,6:35.0,T. Rozier makes free throw 2 of 2,,89,97
370,4,6:14.0,,L. Dončić misses 2-pt layup from 2 ft,89,97
371,4,6:12.0,Defensive rebound by D. Graham,,89,97
372,4,6:04.0,D. Graham misses 2-pt jump shot from 21 ft,,89,97
373,4,6:00.0,,Defensive rebound by J. Jackson,89,97
374,4,5:47.0,,Turnover by J. Barea (bad pass),89,97
375,4,5:47.0,Charlotte full timeout,,89,97
376,4,5:24.0,T. Rozier misses 2-pt jump shot from 13 ft,,89,97
377,4,5:21.0,Offensive rebound by T. Rozier,,89,97
378,4,5:19.0,D. Graham makes 3-pt jump shot from 23 ft (assist by T. Rozier),,92,97
379,4,5:01.0,,J. Jackson makes 2-pt hook shot from 3 ft (assist by J. Barea),92,99
380,4,4:50.0,T. Rozier misses 3-pt jump shot from 27 ft,,92,99
381,4,4:47.0,,Defensive rebound by L. Dončić,92,99
382,4,4:35.0,,M. Kleber misses 3-pt jump shot from 25 ft,92,99
383,4,4:31.0,Defensive rebound by M. Bridges,,92,99
384,4,4:20.0,B. Biyombo misses 2-pt hook shot from 3 ft,,92,99
