,QUARTER,TIME_REMAINING,SAN ANTONIO_ACTION,CLEVELAND_ACTION,SAN ANTONIO_SCORE,CLEVELAND_SCORE
389,4,9:59.0,,C. Sexton makes 2-pt jump shot from 15 ft (assist by M. Dellavedova),96,94
390,4,9:35.0,P. Mills misses 2-pt jump shot from 14 ft,,96,94
391,4,9:30.0,,Defensive rebound by A. Drummond,96,94
392,4,9:24.0,,Shooting foul by D. White (drawn by A. Drummond),96,94
393,4,9:24.0,,A. Drummond misses free throw 1 of 2,96,94
394,4,9:24.0,,Offensive rebound by Team,96,94
395,4,9:24.0,D. Murray enters the game for D. White,,96,94
396,4,9:24.0,,A. Drummond misses free throw 2 of 2,96,94
397,4,9:20.0,Defensive rebound by R. Gay,,96,94
398,4,9:06.0,P. Mills makes 2-pt jump shot from 15 ft,,98,94
399,4,8:48.0,,Turnover by C. Sexton (lost ball; steal by D. Murray),98,94
400,4,8:45.0,D. Murray makes 2-pt dunk from 1 ft,,100,94
401,4,8:45.0,,Cleveland full timeout,100,94
402,4,8:45.0,B. Forbes enters the game for R. Gay,,100,94
403,4,8:45.0,T. Lyles enters the game for P. Mills,,100,94
404,4,8:45.0,,K. Love enters the game for A. McKinnie,100,94
405,4,8:45.0,,C. Osman enters the game for C. Sexton,100,94
406,4,8:31.0,,K. Love misses 2-pt jump shot from 20 ft,100,94
407,4,8:27.0,Defensive rebound by K. Johnson,,100,94
408,4,8:17.0,D. Murray misses 2-pt jump shot from 18 ft,,100,94
409,4,8:15.0,,Defensive rebound by A. Drummond,100,94
410,4,8:03.0,,L. Nance makes 3-pt jump shot from 24 ft (assist by M. Dellavedova),100,97
411,4,8:00.0,San Antonio full timeout,,100,97
412,4,8:00.0,D. DeRozan enters the game for K. Johnson,,100,97
413,4,7:41.0,D. Eubanks misses 2-pt hook shot from 7 ft,,100,97
414,4,7:38.0,,Defensive rebound by K. Love,100,97
415,4,7:20.0,,M. Dellavedova makes 3-pt jump shot from 22 ft (assist by C. Osman),100,100
416,4,6:56.0,B. Forbes misses 2-pt jump shot from 16 ft (block by A. Drummond),,100,100
417,4,6:56.0,,Defensive rebound by L. Nance,100,100
418,4,6:56.0,,Personal foul by D. Eubanks (drawn by L. Nance),100,100
419,4,6:56.0,R. Gay enters the game for D. Eubanks,,100,100
420,4,6:47.0,,C. Osman makes 2-pt layup from 2 ft (assist by M. Dellavedova),100,102
421,4,6:29.0,Turnover by T. Lyles (traveling),,100,102
422,4,6:16.0,,Turnover by M. Dellavedova (bad pass; steal by D. DeRozan),100,102
423,4,6:11.0,R. Gay misses 3-pt jump shot from 28 ft,,100,102
424,4,6:08.0,,Defensive rebound by K. Love,100,102
425,4,5:45.0,,M. Dellavedova misses 2-pt layup from 1 ft,100,102
426,4,5:45.0,,Offensive rebound by K. Love,100,102
427,4,5:45.0,,Personal foul by T. Lyles (drawn by K. Love),100,102
428,4,5:38.0,,M. Dellavedova misses 2-pt jump shot from 14 ft,100,102
429,4,5:35.0,Defensive rebound by D. Murray,,100,102
430,4,5:29.0,D. Murray misses 2-pt jump shot from 7 ft,,100,102
431,4,5:26.0,,Defensive rebound by A. Drummond,100,102
432,4,5:16.0,,L. Nance misses 3-pt jump shot from 24 ft,100,102
433,4,5:13.0,Defensive rebound by D. DeRozan,,100,102
434,4,5:02.0,D. DeRozan misses 2-pt jump shot from 10 ft,,100,102
435,4,5:00.0,,Defensive rebound by A. Drummond,100,102
436,4,4:45.0,,K. Love makes 2-pt jump shot from 11 ft,100,104
437,4,4:45.0,San Antonio full timeout,,100,104
438,4,4:45.0,,C. Sexton enters the game for C. Osman,100,104
439,4,4:33.0,B. Forbes makes 3-pt jump shot from 25 ft (assist by D. DeRozan),,103,104
440,4,4:11.0,,A. Drummond makes 2-pt jump shot from 10 ft (assist by M. Dellavedova),103,106
441,4,3:54.0,D. DeRozan makes 2-pt layup from 1 ft,,105,106
442,4,3:54.0,Shooting foul by A. Drummond (drawn by D. DeRozan),,105,106
443,4,3:54.0,D. DeRozan makes free throw 1 of 1,,106,106
444,4,3:39.0,,A. Drummond misses 2-pt layup at rim,106,106
445,4,3:36.0,Defensive rebound by D. Murray,,106,106
446,4,3:31.0,D. DeRozan makes 2-pt layup from 2 ft (assist by B. Forbes),,108,106
447,4,3:08.0,,Shooting foul by R. Gay (drawn by A. Drummond),108,106
448,4,3:08.0,,A. Drummond misses free throw 1 of 2,108,106
449,4,3:08.0,,Offensive rebound by Team,108,106
450,4,3:08.0,,A. Drummond makes free throw 2 of 2,108,107
451,4,2:47.0,D. DeRozan misses 2-pt jump shot from 10 ft,,108,107
452,4,2:45.0,,Defensive rebound by A. Drummond,108,107
453,4,2:31.0,,K. Love misses 2-pt hook shot from 5 ft,108,107
454,4,2:26.0,,Offensive rebound by K. Love,108,107
455,4,2:26.0,,K. Love makes 2-pt layup at rim,108,109
456,4,2:09.0,D. DeRozan misses 2-pt jump shot from 11 ft,,108,109
457,4,2:07.0,,Defensive rebound by K. Love,108,109
458,4,1:45.0,,C. Sexton misses 3-pt jump shot from 24 ft,108,109
459,4,1:43.0,Defensive rebound by R. Gay,,108,109
460,4,1:21.0,D. DeRozan misses 2-pt layup from 1 ft,,108,109
461,4,1:20.0,,Defensive rebound by K. Love,108,109
462,4,1:20.0,,Personal foul by R. Gay (drawn by M. Dellavedova),108,109
463,4,1:20.0,,M. Dellavedova makes free throw 1 of 2,108,110
464,4,1:20.0,,C. Osman enters the game for K. Love,108,110
465,4,1:20.0,,M. Dellavedova makes free throw 2 of 2,108,111
466,4,1:02.0,R. Gay makes 3-pt jump shot from 24 ft (assist by D. Murray),,111,111
467,4,1:02.0,,Cleveland full timeout,111,111
468,4,1:02.0,D. White enters the game for B. Forbes,,111,111
469,4,1:02.0,,K. Love enters the game for C. Osman,111,111
470,4,0:52.0,,M. Dellavedova makes 3-pt jump shot from 25 ft (assist by C. Sexton),111,114
471,4,0:42.0,R. Gay makes 3-pt jump shot from 24 ft (assist by D. White),,114,114
472,4,0:23.0,,C. Sexton misses 2-pt layup from 1 ft,114,114
473,4,0:22.0,,Offensive rebound by A. Drummond,114,114
474,4,0:22.0,,A. Drummond makes 2-pt dunk at rim,114,116
475,4,0:22.0,San Antonio full timeout,,114,116
476,4,0:22.0,B. Forbes enters the game for T. Lyles,,114,116
477,4,0:22.0,,C. Osman enters the game for K. Love,114,116
478,4,0:16.0,B. Forbes makes 2-pt layup from 1 ft (assist by D. Murray),,116,116
479,4,0:16.0,,Cleveland full timeout,116,116
480,4,0:16.0,T. Lyles enters the game for B. Forbes,,116,116
481,4,0:16.0,,K. Love enters the game for C. Osman,116,116
482,4,0:03.0,,Shooting foul by D. Murray (drawn by C. Sexton),116,116
483,4,0:03.0,,C. Sexton makes free throw 1 of 2,116,117
484,4,0:03.0,,C. Osman enters the game for K. Love,116,117
485,4,0:03.0,,C. Sexton makes free throw 2 of 2,116,118
486,4,0:03.0,San Antonio full timeout,,116,118
487,4,0:03.0,B. Forbes enters the game for T. Lyles,,116,118
488,4,0:01.0,R. Gay makes 2-pt jump shot from 20 ft (assist by D. White),,118,118
489,4,0:00.0,,L. Nance misses 2-pt jump shot from 21 ft,118,118
490,4,0:00.0,,Offensive rebound by Team,118,118
491,1OT,4:40.0,,M. Dellavedova misses 2-pt layup from 3 ft,118,118
492,1OT,4:37.0,Defensive rebound by T. Lyles,,118,118
493,1OT,4:21.0,D. DeRozan misses 2-pt jump shot from 16 ft,,118,118
494,1OT,4:19.0,,Defensive rebound by K. Love,118,118
495,1OT,4:10.0,,Shooting foul by D. DeRozan (drawn by A. Drummond),118,118
496,1OT,4:10.0,,A. Drummond makes free throw 1 of 2,118,119
497,1OT,4:10.0,,A. Drummond makes free throw 2 of 2,118,120
498,1OT,4:02.0,Personal foul by K. Love (drawn by D. DeRozan),,118,120
499,1OT,3:53.0,D. DeRozan makes 2-pt jump shot from 5 ft,,120,120
500,1OT,3:45.0,,C. Sexton misses 2-pt jump shot from 2 ft (block by D. Murray),120,120
501,1OT,3:43.0,,Offensive rebound by C. Sexton,120,120
502,1OT,3:43.0,,C. Sexton makes 2-pt layup from 1 ft,120,122
503,1OT,3:27.0,D. DeRozan misses 2-pt jump shot from 7 ft,,120,122
504,1OT,3:24.0,,Defensive rebound by A. Drummond,120,122
505,1OT,3:15.0,,Turnover by C. Sexton (lost ball; steal by D. Murray),120,122
506,1OT,3:12.0,D. Murray makes 2-pt layup from 1 ft,,122,122
507,1OT,2:46.0,,M. Dellavedova misses 3-pt jump shot from 24 ft,122,122
508,1OT,2:44.0,Defensive rebound by T. Lyles,,122,122
509,1OT,2:36.0,D. Murray misses 2-pt jump shot from 9 ft,,122,122
510,1OT,2:34.0,,Defensive rebound by A. Drummond,122,122
511,1OT,2:23.0,,M. Dellavedova misses 2-pt jump shot from 8 ft,122,122
512,1OT,2:19.0,,Offensive rebound by A. Drummond,122,122
513,1OT,2:18.0,,A. Drummond makes 2-pt layup from 2 ft,122,124
514,1OT,2:01.0,R. Gay misses 3-pt jump shot from 23 ft,,122,124
515,1OT,1:58.0,,Defensive rebound by L. Nance,122,124
516,1OT,1:50.0,,K. Love makes 3-pt jump shot from 24 ft (assist by M. Dellavedova),122,127
517,1OT,1:50.0,San Antonio full timeout,,122,127
518,1OT,1:38.0,B. Forbes misses 3-pt jump shot from 25 ft,,122,127
519,1OT,1:37.0,,Defensive rebound by Team,122,127
520,1OT,1:37.0,D. White enters the game for B. Forbes,,122,127
521,1OT,1:18.0,,Personal foul by D. Murray (drawn by K. Love),122,127
522,1OT,1:08.0,,Personal foul by D. DeRozan (drawn by M. Dellavedova),122,127
523,1OT,1:08.0,,M. Dellavedova makes free throw 1 of 2,122,128
524,1OT,1:08.0,,M. Dellavedova misses free throw 2 of 2,122,128
525,1OT,1:06.0,Defensive rebound by D. DeRozan,,122,128
526,1OT,1:01.0,R. Gay misses 3-pt jump shot from 28 ft,,122,128
527,1OT,0:59.0,,Defensive rebound by L. Nance,122,128
528,1OT,0:36.0,,L. Nance misses 2-pt layup from 2 ft,122,128
529,1OT,0:32.0,Defensive rebound by T. Lyles,,122,128
530,1OT,0:29.0,R. Gay misses 3-pt jump shot from 23 ft,,122,128
531,1OT,0:25.0,,Defensive rebound by K. Love,122,128
532,1OT,0:21.0,,Turnover by K. Love (bad pass; steal by D. Murray),122,128
533,1OT,0:17.0,Shooting foul by K. Love (drawn by R. Gay),,122,128
534,1OT,0:17.0,K. Johnson enters the game for D. DeRozan,,122,128
535,1OT,0:17.0,P. Mills enters the game for T. Lyles,,122,128
536,1OT,0:17.0,,C. Osman enters the game for A. Drummond,122,128
537,1OT,0:17.0,R. Gay makes free throw 1 of 2,,123,128
538,1OT,0:17.0,R. Gay makes free throw 2 of 2,,124,128
539,1OT,0:15.0,,Personal foul by D. Murray (drawn by M. Dellavedova),124,128
540,1OT,0:15.0,B. Forbes enters the game for D. Murray,,124,128
541,1OT,0:15.0,,M. Dellavedova makes free throw 1 of 2,124,129
542,1OT,0:15.0,,M. Dellavedova makes free throw 2 of 2,124,130
543,1OT,0:07.0,Shooting foul by K. Love (drawn by D. White),,124,130
544,1OT,0:07.0,Instant Replay (Request: Ruling Stands),,124,130
545,1OT,0:07.0,D. White makes free throw 1 of 3,,125,130
546,1OT,0:07.0,D. White makes free throw 2 of 3,,126,130
547,1OT,0:07.0,D. White misses free throw 3 of 3,,126,130
548,1OT,0:07.0,,Defensive rebound by Team,126,130
549,1OT,0:07.0,Loose ball foul by D. White (drawn by C. Osman),,126,130
550,1OT,0:07.0,Q. Weatherspoon enters the game for R. Gay,,126,130
551,1OT,0:07.0,,C. Osman misses free throw 1 of 2,126,130
552,1OT,0:07.0,,Offensive rebound by Team,126,130
553,1OT,0:07.0,R. Gay enters the game for Q. Weatherspoon,,126,130
554,1OT,0:07.0,,C. Osman makes free throw 2 of 2,126,131
555,1OT,0:03.0,D. White makes 3-pt jump shot from 26 ft,,129,131
556,1OT,0:01.0,,Personal foul by P. Mills (drawn by C. Sexton),129,131
557,1OT,0:01.0,,C. Sexton makes free throw 1 of 2,129,132
558,1OT,0:01.0,San Antonio full timeout,,129,132
559,1OT,0:01.0,,C. Sexton misses free throw 2 of 2,129,132
560,1OT,0:01.0,Defensive rebound by K. Johnson,,129,132
