,QUARTER,TIME_REMAINING,UTAH_ACTION,GOLDEN STATE_ACTION,UTAH_SCORE,GOLDEN STATE_SCORE
137,2,8:13.0,,Defensive rebound by A. Burks,38,25
138,2,8:06.0,,Turnover by D. Russell (bad pass; steal by M. Conley),38,25
139,2,7:47.0,R. Gobert makes 2-pt hook shot from 6 ft (assist by J. Ingles),,40,25
140,2,7:28.0,,E. Paschall makes 2-pt dunk from 2 ft (assist by A. Burks),40,27
141,2,7:08.0,J. Ingles misses 2-pt layup from 9 ft,,40,27
142,2,7:08.0,Offensive rebound by Team,,40,27
143,2,7:08.0,,Loose ball foul by E. Paschall (drawn by R. Gobert),40,27
144,2,7:08.0,B. Bogdanović enters the game for J. Ingles,,40,27
145,2,7:08.0,R. O'Neale enters the game for G. Niang,,40,27
146,2,7:08.0,,W. Cauley-Stein enters the game for E. Paschall,40,27
147,2,7:08.0,,G. Robinson enters the game for J. Poole,40,27
148,2,6:58.0,R. Gobert makes 2-pt dunk from 2 ft,,42,27
149,2,6:44.0,,Shooting foul by R. O'Neale (drawn by D. Russell),42,27
150,2,6:44.0,,Golden State full timeout,42,27
151,2,6:44.0,,D. Lee enters the game for A. Burks,42,27
152,2,6:44.0,,D. Russell makes free throw 1 of 2,42,28
153,2,6:44.0,,D. Russell makes free throw 2 of 2,42,29
154,2,6:18.0,J. Clarkson misses 3-pt jump shot from 31 ft,,42,29
155,2,6:16.0,,Defensive rebound by W. Cauley-Stein,42,29
156,2,6:03.0,,D. Russell makes 2-pt jump shot from 19 ft,42,31
157,2,5:45.0,B. Bogdanović makes 3-pt jump shot from 23 ft (assist by M. Conley),,45,31
158,2,5:35.0,,W. Cauley-Stein misses 2-pt layup from 4 ft,45,31
159,2,5:32.0,Defensive rebound by R. O'Neale,,45,31
160,2,5:30.0,B. Bogdanović makes 3-pt jump shot from 28 ft (assist by R. O'Neale),,48,31
161,2,5:09.0,,O. Spellman misses 3-pt jump shot from 23 ft,48,31
162,2,5:07.0,Defensive rebound by R. Gobert,,48,31
163,2,5:00.0,J. Clarkson misses 3-pt jump shot from 27 ft,,48,31
164,2,4:58.0,Offensive rebound by J. Clarkson,,48,31
165,2,4:55.0,Shooting foul by O. Spellman (drawn by J. Clarkson),,48,31
166,2,4:55.0,J. Clarkson makes free throw 1 of 2,,49,31
167,2,4:55.0,,A. Burks enters the game for D. Russell,49,31
168,2,4:55.0,,D. Green enters the game for O. Spellman,49,31
169,2,4:55.0,J. Clarkson makes free throw 2 of 2,,50,31
170,2,4:34.0,,D. Green makes 3-pt jump shot from 27 ft (assist by D. Lee),50,34
171,2,4:17.0,M. Conley misses 2-pt hook shot from 10 ft,,50,34
172,2,4:16.0,,Defensive rebound by W. Cauley-Stein,50,34
173,2,4:06.0,,W. Cauley-Stein misses 2-pt layup from 4 ft,50,34
174,2,4:05.0,Defensive rebound by R. O'Neale,,50,34
175,2,3:52.0,M. Conley misses 3-pt jump shot from 23 ft,,50,34
176,2,3:49.0,Offensive rebound by R. Gobert,,50,34
177,2,3:44.0,J. Clarkson misses 3-pt jump shot from 27 ft,,50,34
178,2,3:39.0,,Defensive rebound by W. Cauley-Stein,50,34
179,2,3:34.0,,Personal foul by R. O'Neale (drawn by W. Cauley-Stein),50,34
180,2,3:34.0,,Instant Replay (Request: Ruling Stands),50,34
181,2,3:34.0,,W. Cauley-Stein makes free throw 1 of 2,50,35
182,2,3:34.0,J. Ingles enters the game for J. Clarkson,,50,35
183,2,3:34.0,D. Mitchell enters the game for M. Conley,,50,35
184,2,3:34.0,,W. Cauley-Stein makes free throw 2 of 2,50,36
185,2,3:16.0,D. Mitchell misses 3-pt jump shot from 25 ft,,50,36
186,2,3:14.0,,Defensive rebound by D. Green,50,36
187,2,3:06.0,,D. Lee misses 3-pt jump shot from 24 ft,50,36
188,2,3:04.0,Defensive rebound by D. Mitchell,,50,36
189,2,3:02.0,B. Bogdanović misses 3-pt jump shot from 28 ft,,50,36
190,2,3:00.0,,Defensive rebound by D. Lee,50,36
191,2,2:52.0,,Turnover by D. Lee (bad pass; steal by B. Bogdanović),50,36
192,2,2:46.0,J. Ingles makes 3-pt jump shot from 28 ft (assist by D. Mitchell),,53,36
193,2,2:45.0,,Golden State full timeout,53,36
194,2,2:45.0,,D. Russell enters the game for W. Cauley-Stein,53,36
195,2,2:33.0,,Personal foul by J. Ingles (drawn by D. Russell),53,36
196,2,2:33.0,,D. Russell makes free throw 1 of 2,53,37
197,2,2:33.0,,D. Russell makes free throw 2 of 2,53,38
198,2,2:22.0,R. Gobert makes 2-pt dunk from 2 ft (assist by R. O'Neale),,55,38
199,2,2:08.0,,D. Russell makes 3-pt jump shot from 26 ft,55,41
200,2,1:41.0,B. Bogdanović misses 3-pt jump shot from 24 ft,,55,41
201,2,1:39.0,Offensive rebound by R. Gobert,,55,41
202,2,1:39.0,R. Gobert makes 2-pt dunk from 1 ft,,57,41
203,2,1:25.0,,D. Russell misses 2-pt jump shot from 20 ft,57,41
204,2,1:23.0,Defensive rebound by R. Gobert,,57,41
205,2,1:12.0,J. Ingles makes 2-pt layup from 2 ft,,59,41
206,2,1:02.0,,D. Russell makes 2-pt jump shot from 19 ft,59,43
207,2,0:46.0,D. Mitchell makes 3-pt jump shot from 26 ft (assist by J. Ingles),,62,43
208,2,0:38.0,,D. Russell misses 3-pt jump shot from 30 ft,62,43
209,2,0:35.0,Defensive rebound by R. O'Neale,,62,43
210,2,0:33.0,Personal foul by D. Lee (drawn by D. Mitchell),,62,43
211,2,0:33.0,D. Mitchell misses free throw 1 of 2,,62,43
212,2,0:33.0,Offensive rebound by Team,,62,43
213,2,0:33.0,D. Mitchell makes free throw 2 of 2,,63,43
214,2,0:20.0,,D. Lee misses 2-pt jump shot from 10 ft,63,43
215,2,0:19.0,Defensive rebound by R. Gobert,,63,43
216,2,0:06.0,Shooting foul by G. Robinson (drawn by D. Mitchell),,63,43
217,2,0:06.0,J. Clarkson enters the game for R. O'Neale,,63,43
218,2,0:06.0,D. Mitchell makes free throw 1 of 2,,64,43
219,2,0:06.0,D. Mitchell makes free throw 2 of 2,,65,43
220,2,0:01.0,,D. Russell misses 3-pt jump shot from 31 ft,65,43
221,2,0:01.0,,Offensive rebound by Team,65,43
222,3,11:43.0,,Turnover by D. Lee (bad pass; steal by D. Mitchell),65,43
223,3,11:36.0,D. Mitchell makes 2-pt layup from 1 ft (assist by R. Gobert),,67,43
224,3,11:30.0,,Turnover by D. Lee (bad pass; steal by R. Gobert),67,43
225,3,11:09.0,B. Bogdanović makes 3-pt jump shot from 24 ft (assist by R. O'Neale),,70,43
226,3,10:45.0,,D. Russell makes 3-pt jump shot from 27 ft (assist by W. Cauley-Stein),70,46
227,3,10:30.0,Personal foul by W. Cauley-Stein (drawn by R. Gobert),,70,46
228,3,10:23.0,D. Mitchell makes 3-pt jump shot from 27 ft,,73,46
229,3,10:10.0,,D. Russell misses 2-pt layup from 17 ft,73,46
230,3,10:09.0,,Offensive rebound by D. Russell,73,46
231,3,10:08.0,,D. Russell makes 2-pt layup from 4 ft,73,48
232,3,9:56.0,J. Ingles makes 2-pt layup from 4 ft (assist by R. Gobert),,75,48
233,3,9:56.0,,Golden State full timeout,75,48
234,3,9:43.0,,G. Robinson misses 3-pt jump shot from 27 ft,75,48
235,3,9:41.0,Defensive rebound by R. O'Neale,,75,48
236,3,9:20.0,D. Mitchell misses 3-pt jump shot from 24 ft,,75,48
237,3,9:17.0,,Defensive rebound by Team,75,48
238,3,9:02.0,,D. Lee makes 2-pt layup from 2 ft (assist by W. Cauley-Stein),75,50
239,3,8:54.0,Personal foul by D. Lee (drawn by D. Mitchell),,75,50
240,3,8:46.0,B. Bogdanović makes 2-pt jump shot from 11 ft (assist by R. O'Neale),,77,50
241,3,8:36.0,,Turnover by D. Lee (out of bounds lost ball),77,50
242,3,8:20.0,Personal foul by D. Green (drawn by R. Gobert),,77,50
243,3,8:06.0,Turnover by Team (shot clock),,77,50
244,3,7:49.0,,W. Cauley-Stein misses 2-pt jump shot from 14 ft,77,50
245,3,7:47.0,Defensive rebound by R. O'Neale,,77,50
246,3,7:35.0,D. Mitchell makes 3-pt jump shot from 27 ft (assist by R. O'Neale),,80,50
247,3,7:22.0,,D. Russell makes 2-pt jump shot from 14 ft,80,52
248,3,7:03.0,R. Gobert misses 2-pt layup from 3 ft (block by W. Cauley-Stein),,80,52
249,3,7:01.0,,Defensive rebound by W. Cauley-Stein,80,52
250,3,6:56.0,,W. Cauley-Stein misses 2-pt layup from 4 ft,80,52
251,3,6:55.0,Defensive rebound by D. Mitchell,,80,52
252,3,6:50.0,R. Gobert makes 2-pt dunk from 2 ft (assist by D. Mitchell),,82,52
253,3,6:40.0,,D. Russell misses 3-pt jump shot from 27 ft,82,52
254,3,6:38.0,Defensive rebound by D. Mitchell,,82,52
255,3,6:28.0,R. Gobert misses 2-pt layup from 4 ft (block by D. Lee),,82,52
256,3,6:27.0,Offensive rebound by Team,,82,52
257,3,6:27.0,,Technical foul by R. Gobert,82,52
258,3,6:27.0,,D. Lee misses technical free throw,82,52
259,3,6:27.0,Defensive rebound by Team,,82,52
260,3,6:27.0,J. Clarkson enters the game for D. Mitchell,,82,52
261,3,6:27.0,G. Niang enters the game for R. O'Neale,,82,52
262,3,6:20.0,J. Ingles misses 2-pt layup from 4 ft,,82,52
263,3,6:20.0,,Defensive rebound by Team,82,52
264,3,6:20.0,Loose ball foul by R. Gobert (drawn by W. Cauley-Stein),,82,52
265,3,6:07.0,,D. Lee misses 2-pt jump shot from 13 ft,82,52
266,3,6:05.0,Defensive rebound by Team,,82,52
267,3,6:05.0,,Loose ball foul by W. Cauley-Stein (drawn by R. Gobert),82,52
268,3,6:05.0,,Violation by Team (delay of game),82,52
269,3,6:05.0,,E. Paschall enters the game for W. Cauley-Stein,82,52
270,3,5:53.0,G. Niang misses 3-pt jump shot from 25 ft,,82,52
271,3,5:51.0,Offensive rebound by R. Gobert,,82,52
272,3,5:49.0,Turnover by R. Gobert (lost ball; steal by D. Lee),,82,52
273,3,5:43.0,,D. Russell makes 2-pt layup from 6 ft (assist by D. Lee),82,54
274,3,5:29.0,B. Bogdanović misses 2-pt jump shot from 11 ft (block by G. Robinson),,82,54
275,3,5:28.0,Offensive rebound by R. Gobert,,82,54
276,3,5:28.0,R. Gobert makes 2-pt layup from 3 ft,,84,54
277,3,5:28.0,Technical foul by D. Green,,84,54
278,3,5:28.0,B. Bogdanović makes technical free throw,,85,54
279,3,5:28.0,Shooting foul by D. Green (drawn by R. Gobert),,85,54
280,3,5:28.0,,A. Burks enters the game for D. Lee,85,54
281,3,5:28.0,,J. Evans enters the game for D. Russell,85,54
282,3,5:28.0,R. Gobert misses free throw 1 of 1,,85,54
283,3,5:27.0,,Defensive rebound by E. Paschall,85,54
284,3,5:14.0,,A. Burks makes 2-pt layup from 6 ft,85,56
285,3,5:06.0,Turnover by J. Ingles (bad pass; steal by D. Green),,85,56
286,3,5:00.0,,E. Paschall misses 2-pt layup from 3 ft,85,56
287,3,4:58.0,,Offensive rebound by A. Burks,85,56
288,3,4:47.0,,G. Robinson makes 2-pt layup from 3 ft (assist by E. Paschall),85,58
289,3,4:43.0,Personal foul by A. Burks (drawn by J. Ingles),,85,58
290,3,4:43.0,J. Ingles misses free throw 1 of 2,,85,58
291,3,4:43.0,Offensive rebound by Team,,85,58
292,3,4:43.0,J. Ingles makes free throw 2 of 2,,86,58
293,3,4:23.0,,J. Evans misses 3-pt jump shot from 27 ft,86,58
294,3,4:21.0,,Offensive rebound by E. Paschall,86,58
295,3,4:15.0,,D. Green misses 3-pt jump shot from 27 ft,86,58
296,3,4:13.0,Defensive rebound by B. Bogdanović,,86,58
297,3,3:59.0,G. Niang makes 3-pt jump shot from 24 ft (assist by B. Bogdanović),,89,58
298,3,3:40.0,,G. Robinson makes 3-pt jump shot from 27 ft (assist by J. Evans),89,61
299,3,3:38.0,Utah full timeout,,89,61
300,3,3:38.0,M. Conley enters the game for J. Ingles,,89,61
301,3,3:23.0,G. Niang makes 3-pt jump shot from 22 ft (assist by B. Bogdanović),,92,61
302,3,3:05.0,,G. Robinson makes 3-pt jump shot from 24 ft (assist by D. Green),92,64
303,3,2:40.0,R. Gobert makes 2-pt dunk from 2 ft (assist by J. Clarkson),,94,64
304,3,2:31.0,,G. Robinson misses 2-pt jump shot from 18 ft (block by R. Gobert),94,64
305,3,2:29.0,,Offensive rebound by E. Paschall,94,64
306,3,2:24.0,,A. Burks misses 3-pt jump shot from 23 ft,94,64
307,3,2:22.0,Defensive rebound by J. Clarkson,,94,64
308,3,2:12.0,B. Bogdanović makes 3-pt jump shot from 24 ft (assist by J. Clarkson),,97,64
309,3,1:55.0,,E. Paschall misses 3-pt jump shot from 27 ft,97,64
310,3,1:53.0,Defensive rebound by B. Bogdanović,,97,64
311,3,1:44.0,J. Clarkson misses 2-pt jump shot from 13 ft (block by J. Evans),,97,64
312,3,1:42.0,,Defensive rebound by G. Robinson,97,64
313,3,1:35.0,,E. Paschall makes 2-pt layup from 2 ft (assist by G. Robinson),97,66
314,3,1:15.0,Shooting foul by J. Evans (drawn by R. Gobert),,97,66
315,3,1:15.0,R. Gobert makes free throw 1 of 2,,98,66
316,3,1:15.0,,J. Poole enters the game for G. Robinson,98,66
317,3,1:15.0,R. Gobert misses free throw 2 of 2,,98,66
318,3,1:13.0,,Defensive rebound by E. Paschall,98,66
319,3,1:04.0,,A. Burks misses 2-pt jump shot from 12 ft,98,66
320,3,1:01.0,Defensive rebound by R. Gobert,,98,66
321,3,0:53.0,B. Bogdanović misses 3-pt jump shot from 24 ft,,98,66
322,3,0:49.0,,Defensive rebound by A. Burks,98,66
323,3,0:44.0,,E. Paschall misses 2-pt jump shot from 18 ft,98,66
324,3,0:39.0,Defensive rebound by R. Gobert,,98,66
325,3,0:29.0,M. Conley makes 2-pt jump shot from 15 ft,,100,66
326,3,0:15.0,,E. Paschall makes 2-pt layup from 7 ft (assist by J. Poole),100,68
327,3,0:15.0,,Shooting foul by R. Gobert (drawn by E. Paschall),100,68
328,3,0:15.0,,E. Paschall makes free throw 1 of 1,100,69
329,3,0:01.0,M. Conley misses 2-pt jump shot from 11 ft,,100,69
330,3,0:00.0,Offensive rebound by Team,,100,69
331,4,11:42.0,M. Conley makes 2-pt jump shot from 12 ft,,102,69
332,4,11:26.0,,D. Russell makes 2-pt jump shot from 12 ft,102,71
333,4,11:03.0,J. Clarkson misses 3-pt jump shot from 24 ft,,102,71
334,4,11:01.0,,Defensive rebound by M. Chriss,102,71
335,4,10:53.0,,E. Paschall misses 2-pt jump shot from 15 ft,102,71
336,4,10:52.0,Defensive rebound by D. Mitchell,,102,71
337,4,10:37.0,Personal foul by E. Paschall (drawn by D. Mitchell),,102,71
338,4,10:26.0,J. Clarkson misses 2-pt jump shot from 9 ft,,102,71
339,4,10:25.0,Offensive rebound by E. Davis,,102,71
340,4,10:20.0,E. Davis makes 2-pt layup at rim,,104,71
341,4,10:07.0,,Personal foul by E. Davis (drawn by M. Chriss),104,71
342,4,10:02.0,,D. Russell misses 2-pt jump shot from 21 ft,104,71
343,4,10:00.0,,Offensive rebound by M. Chriss,104,71
344,4,10:00.0,,M. Chriss misses 2-pt layup from 1 ft,104,71
345,4,9:59.0,Defensive rebound by E. Davis,,104,71
346,4,9:42.0,R. O'Neale misses 3-pt jump shot from 26 ft,,104,71
347,4,9:40.0,,Defensive rebound by D. Russell,104,71
348,4,9:34.0,,A. Burks misses 2-pt jump shot from 10 ft,104,71
349,4,9:29.0,Defensive rebound by R. O'Neale,,104,71
350,4,9:29.0,Shooting foul by M. Chriss (drawn by J. Clarkson),,104,71
351,4,9:29.0,J. Clarkson misses free throw 1 of 2,,104,71
352,4,9:29.0,Offensive rebound by Team,,104,71
353,4,9:29.0,E. Mudiay enters the game for D. Mitchell,,104,71
354,4,9:29.0,J. Clarkson makes free throw 2 of 2,,105,71
355,4,9:25.0,,Personal foul by M. Conley (drawn by D. Russell),105,71
356,4,9:18.0,,M. Chriss misses 2-pt layup from 4 ft,105,71
357,4,9:17.0,,Offensive rebound by M. Chriss,105,71
358,4,9:17.0,,M. Chriss makes 2-pt layup from 1 ft,105,73
359,4,9:04.0,M. Conley misses 3-pt jump shot from 25 ft,,105,73
360,4,9:02.0,,Defensive rebound by M. Chriss,105,73
361,4,8:56.0,,J. Poole misses 2-pt layup from 3 ft,105,73
362,4,8:55.0,,Offensive rebound by M. Chriss,105,73
363,4,8:55.0,,M. Chriss misses 2-pt layup from 1 ft,105,73
364,4,8:53.0,Defensive rebound by J. Clarkson,,105,73
365,4,8:44.0,E. Mudiay makes 3-pt jump shot from 27 ft (assist by J. Clarkson),,108,73
366,4,8:36.0,,M. Chriss makes 2-pt dunk from 2 ft (assist by D. Russell),108,75
367,4,8:20.0,Offensive foul by E. Mudiay (drawn by A. Burks),,108,75
368,4,8:20.0,Turnover by E. Mudiay (offensive foul),,108,75
369,4,8:20.0,,J. Evans enters the game for A. Burks,108,75
370,4,8:20.0,,O. Spellman enters the game for E. Paschall,108,75
371,4,8:05.0,,D. Russell misses 2-pt jump shot from 14 ft,108,75
372,4,8:04.0,Defensive rebound by E. Davis,,108,75
373,4,7:47.0,J. Clarkson misses 2-pt layup from 3 ft (block by J. Poole),,108,75
374,4,7:44.0,Offensive rebound by J. Clarkson,,108,75
375,4,7:42.0,M. Conley misses 3-pt jump shot from 25 ft,,108,75
376,4,7:39.0,,Defensive rebound by D. Russell,108,75
377,4,7:37.0,,M. Chriss makes 2-pt dunk from 1 ft (assist by D. Russell),108,77
378,4,7:34.0,Utah full timeout,,108,77
379,4,7:34.0,G. Niang enters the game for J. Clarkson,,108,77
380,4,7:34.0,R. Tucker enters the game for R. O'Neale,,108,77
