,QUARTER,TIME_REMAINING,PORTLAND_ACTION,NEW YORK_ACTION,PORTLAND_SCORE,NEW YORK_SCORE
45,1,7:18.0,H. Whiteside misses free throw 1 of 2,,10,6
46,1,7:18.0,Offensive rebound by Team,,10,6
47,1,7:18.0,H. Whiteside makes free throw 2 of 2,,11,6
48,1,7:14.0,,New York full timeout,11,6
49,1,7:14.0,,M. Robinson enters the game for T. Gibson,11,6
50,1,6:54.0,,M. Morris misses 2-pt jump shot from 8 ft,11,6
51,1,6:52.0,Defensive rebound by C. Anthony,,11,6
52,1,6:43.0,K. Bazemore misses 3-pt jump shot from 26 ft,,11,6
53,1,6:41.0,,Defensive rebound by M. Robinson,11,6
54,1,6:31.0,,Shooting foul by C. Anthony (drawn by J. Randle),11,6
55,1,6:31.0,,J. Randle misses free throw 1 of 2,11,6
56,1,6:31.0,,Offensive rebound by Team,11,6
57,1,6:31.0,,J. Randle makes free throw 2 of 2,11,7
58,1,6:15.0,D. Lillard makes 2-pt jump shot from 2 ft (assist by C. McCollum),,13,7
59,1,6:08.0,,E. Payton makes 2-pt layup from 4 ft,13,9
60,1,5:55.0,C. McCollum makes 3-pt jump shot from 25 ft (assist by D. Lillard),,16,9
61,1,5:45.0,,Personal foul by D. Lillard (drawn by E. Payton),16,9
62,1,5:45.0,A. Tolliver enters the game for C. Anthony,,16,9
63,1,5:40.0,,E. Payton misses 2-pt jump shot from 17 ft,16,9
64,1,5:38.0,,Offensive rebound by M. Robinson,16,9
65,1,5:36.0,,M. Robinson makes 2-pt layup at rim,16,11
66,1,5:24.0,D. Lillard misses 3-pt jump shot from 25 ft,,16,11
67,1,5:22.0,,Defensive rebound by R. Barrett,16,11
68,1,5:11.0,,M. Robinson makes 2-pt layup from 2 ft (assist by M. Morris),16,13
69,1,4:53.0,C. McCollum makes 3-pt jump shot from 25 ft (assist by D. Lillard),,19,13
70,1,4:39.0,,J. Randle makes 2-pt jump shot from 3 ft (assist by E. Payton),19,15
71,1,4:18.0,D. Lillard misses 2-pt layup from 3 ft (block by E. Payton),,19,15
72,1,4:17.0,Offensive rebound by Team,,19,15
73,1,4:13.0,Turnover by Team (shot clock),,19,15
74,1,4:05.0,,J. Randle misses 2-pt layup from 2 ft,19,15
75,1,4:03.0,Defensive rebound by D. Lillard,,19,15
76,1,4:00.0,C. McCollum misses 3-pt jump shot from 25 ft,,19,15
77,1,3:58.0,,Defensive rebound by M. Robinson,19,15
78,1,3:52.0,,Shooting foul by A. Tolliver (drawn by M. Morris),19,15
79,1,3:52.0,,Instant Replay (Request: Stands),19,15
80,1,3:52.0,A. Simons enters the game for K. Bazemore,,19,15
81,1,3:52.0,G. Trent enters the game for C. McCollum,,19,15
82,1,3:52.0,,R. Bullock enters the game for R. Barrett,19,15
83,1,3:52.0,,F. Ntilikina enters the game for E. Payton,19,15
84,1,3:52.0,,M. Morris makes free throw 1 of 3,19,16
85,1,3:52.0,,M. Morris misses free throw 2 of 3,19,16
86,1,3:52.0,,Offensive rebound by Team,19,16
87,1,3:52.0,,M. Morris makes free throw 3 of 3,19,17
88,1,3:35.0,D. Lillard misses 2-pt jump shot from 20 ft,,19,17
89,1,3:33.0,,Defensive rebound by R. Bullock,19,17
90,1,3:24.0,,M. Robinson makes 2-pt dunk at rim (assist by J. Randle),19,19
91,1,3:22.0,Portland full timeout,,19,19
92,1,3:22.0,,K. Knox enters the game for M. Morris,19,19
93,1,2:58.0,A. Simons misses 3-pt jump shot from 22 ft,,19,19
94,1,2:56.0,,Defensive rebound by Team,19,19
95,1,2:48.0,,R. Bullock makes 2-pt jump shot from 19 ft (assist by F. Ntilikina),19,21
96,1,2:32.0,D. Lillard misses 3-pt jump shot from 25 ft,,19,21
97,1,2:30.0,,Defensive rebound by J. Randle,19,21
98,1,2:25.0,,M. Robinson makes 2-pt dunk from 1 ft (assist by J. Randle),19,23
99,1,2:10.0,A. Simons misses 2-pt jump shot from 13 ft,,19,23
100,1,2:09.0,,Defensive rebound by J. Randle,19,23
101,1,2:04.0,,R. Bullock misses 3-pt jump shot from 26 ft,19,23
102,1,2:02.0,Defensive rebound by D. Lillard,,19,23
103,1,1:54.0,H. Whiteside misses 2-pt jump shot from 10 ft,,19,23
104,1,1:52.0,,Defensive rebound by J. Randle,19,23
105,1,1:44.0,,Turnover by J. Randle (bad pass; steal by A. Simons),19,23
106,1,1:38.0,A. Tolliver makes 3-pt jump shot from 23 ft (assist by D. Lillard),,22,23
107,1,1:24.0,,R. Bullock misses 2-pt jump shot from 18 ft (block by A. Tolliver),22,23
108,1,1:23.0,Defensive rebound by D. Lillard,,22,23
109,1,1:23.0,Personal take foul by R. Bullock (drawn by D. Lillard),,22,23
110,1,1:23.0,C. Anthony enters the game for H. Whiteside,,22,23
111,1,1:23.0,,B. Portis enters the game for J. Randle,22,23
112,1,1:10.0,C. Anthony makes 3-pt jump shot from 25 ft (assist by D. Lillard),,25,23
113,1,0:47.0,,B. Portis misses 2-pt hook shot from 8 ft,25,23
114,1,0:45.0,Defensive rebound by C. Anthony,,25,23
115,1,0:35.0,A. Simons makes 2-pt jump shot from 7 ft,,27,23
116,1,0:26.0,,M. Robinson makes 2-pt dunk from 1 ft (assist by F. Ntilikina),27,25
117,1,0:04.0,Turnover by D. Lillard (bad pass),,27,25
118,1,0:01.0,,R. Bullock misses 2-pt jump shot from 10 ft,27,25
119,1,0:00.0,,Offensive rebound by B. Portis,27,25
120,1,0:00.0,,B. Portis misses 2-pt layup from 1 ft,27,25
121,1,0:00.0,,Offensive rebound by Team,27,25
122,2,11:46.0,C. Anthony makes 2-pt jump shot from 13 ft (assist by A. Simons),,29,25
123,2,11:32.0,,K. Knox misses 3-pt jump shot from 26 ft,29,25
124,2,11:30.0,Defensive rebound by A. Simons,,29,25
125,2,11:22.0,C. Anthony misses 2-pt jump shot from 11 ft,,29,25
126,2,11:20.0,,Defensive rebound by K. Knox,29,25
127,2,11:10.0,,M. Robinson makes 2-pt dunk from 1 ft (assist by F. Ntilikina),29,27
128,2,10:55.0,Personal foul by F. Ntilikina (drawn by C. Anthony),,29,27
129,2,10:45.0,A. Simons misses 2-pt jump shot from 22 ft,,29,27
130,2,10:43.0,,Defensive rebound by R. Bullock,29,27
131,2,10:36.0,,R. Bullock makes 3-pt jump shot from 26 ft (assist by B. Portis),29,30
132,2,10:16.0,Personal foul by R. Bullock (drawn by C. Anthony),,29,30
133,2,10:16.0,,M. Morris enters the game for M. Robinson,29,30
134,2,10:12.0,C. McCollum misses 3-pt jump shot from 26 ft,,29,30
135,2,10:10.0,,Defensive rebound by K. Knox,29,30
136,2,10:03.0,,F. Ntilikina misses 3-pt jump shot from 26 ft,29,30
137,2,10:01.0,Defensive rebound by A. Tolliver,,29,30
138,2,9:51.0,Shooting foul by F. Ntilikina (drawn by C. Anthony),,29,30
139,2,9:51.0,,D. Dotson enters the game for R. Bullock,29,30
140,2,9:51.0,C. Anthony makes free throw 1 of 2,,30,30
141,2,9:51.0,C. Anthony misses free throw 2 of 2,,30,30
142,2,9:49.0,,Defensive rebound by M. Morris,30,30
143,2,9:38.0,,K. Knox makes 2-pt jump shot from 10 ft (assist by D. Dotson),30,32
144,2,9:16.0,C. Anthony makes 2-pt jump shot from 6 ft (assist by A. Tolliver),,32,32
145,2,8:59.0,,B. Portis misses 2-pt hook shot from 10 ft,32,32
146,2,8:57.0,Defensive rebound by C. Anthony,,32,32
147,2,8:51.0,Personal foul by F. Ntilikina (drawn by A. Simons),,32,32
148,2,8:51.0,N. Little enters the game for G. Trent,,32,32
149,2,8:51.0,,E. Payton enters the game for F. Ntilikina,32,32
150,2,8:43.0,Shooting foul by B. Portis (drawn by C. McCollum),,32,32
151,2,8:43.0,C. McCollum misses free throw 1 of 2,,32,32
152,2,8:43.0,Offensive rebound by Team,,32,32
153,2,8:43.0,C. McCollum makes free throw 2 of 2,,33,32
154,2,8:29.0,,M. Morris misses 3-pt jump shot from 23 ft,33,32
155,2,8:27.0,,Offensive rebound by B. Portis,33,32
156,2,8:23.0,,B. Portis makes 2-pt jump shot from 11 ft,33,34
157,2,8:09.0,C. McCollum makes 2-pt jump shot from 18 ft,,35,34
158,2,7:59.0,,B. Portis makes 2-pt jump shot from 21 ft (assist by E. Payton),35,36
159,2,7:46.0,C. McCollum misses 2-pt jump shot from 20 ft (block by E. Payton),,35,36
160,2,7:44.0,,Defensive rebound by D. Dotson,35,36
161,2,7:40.0,,M. Morris misses 2-pt jump shot from 8 ft,35,36
162,2,7:38.0,Defensive rebound by A. Simons,,35,36
163,2,7:27.0,A. Tolliver misses 3-pt jump shot from 25 ft,,35,36
164,2,7:25.0,,Defensive rebound by E. Payton,35,36
165,2,7:20.0,,K. Knox misses 3-pt jump shot from 26 ft,35,36
166,2,7:18.0,Defensive rebound by N. Little,,35,36
167,2,7:18.0,,M. Robinson enters the game for B. Portis,35,36
168,2,7:00.0,A. Tolliver misses 3-pt jump shot from 25 ft,,35,36
169,2,6:58.0,,Defensive rebound by M. Morris,35,36
170,2,6:52.0,,M. Morris misses 2-pt jump shot from 6 ft,35,36
171,2,6:50.0,,Offensive rebound by M. Robinson,35,36
172,2,6:50.0,,M. Robinson makes 2-pt layup from 1 ft,35,38
173,2,6:28.0,C. Anthony makes 2-pt jump shot from 12 ft,,37,38
174,2,6:15.0,,K. Knox makes 3-pt jump shot from 25 ft (assist by M. Morris),37,41
175,2,6:14.0,Portland full timeout,,37,41
176,2,6:14.0,K. Bazemore enters the game for C. Anthony,,37,41
177,2,6:14.0,D. Lillard enters the game for C. McCollum,,37,41
178,2,6:14.0,H. Whiteside enters the game for A. Tolliver,,37,41
179,2,6:14.0,,R. Barrett enters the game for K. Knox,37,41
180,2,5:57.0,K. Bazemore misses 2-pt jump shot from 16 ft,,37,41
181,2,5:55.0,,Defensive rebound by E. Payton,37,41
182,2,5:41.0,,R. Barrett misses 2-pt jump shot from 18 ft,37,41
183,2,5:40.0,,Offensive rebound by M. Robinson,37,41
184,2,5:39.0,,M. Robinson makes 2-pt layup from 1 ft,37,43
185,2,5:24.0,H. Whiteside makes 2-pt layup from 2 ft (assist by D. Lillard),,39,43
186,2,5:24.0,Shooting foul by M. Robinson (drawn by H. Whiteside),,39,43
187,2,5:24.0,,J. Randle enters the game for M. Morris,39,43
188,2,5:24.0,H. Whiteside misses free throw 1 of 1,,39,43
189,2,5:22.0,,Defensive rebound by R. Barrett,39,43
190,2,5:05.0,,Turnover by R. Barrett (lost ball; steal by H. Whiteside),39,43
191,2,4:56.0,H. Whiteside makes 2-pt jump shot from 21 ft (assist by A. Simons),,41,43
192,2,4:44.0,,R. Barrett misses 2-pt dunk from 2 ft (block by K. Bazemore),41,43
193,2,4:44.0,A. Tolliver enters the game for N. Little,,41,43
194,2,4:43.0,Defensive rebound by Team,,41,43
195,2,4:43.0,,Violation by Team (jump ball),41,43
196,2,4:22.0,D. Lillard misses 2-pt layup from 2 ft,,41,43
197,2,4:20.0,,Defensive rebound by R. Barrett,41,43
198,2,4:16.0,,E. Payton misses 3-pt jump shot from 25 ft,41,43
199,2,4:15.0,Defensive rebound by K. Bazemore,,41,43
200,2,4:09.0,Turnover by K. Bazemore (out of bounds lost ball),,41,43
201,2,4:05.0,,New York full timeout,41,43
202,2,4:05.0,,M. Morris enters the game for D. Dotson,41,43
203,2,3:50.0,,J. Randle makes 2-pt layup from 8 ft,41,45
204,2,3:32.0,Turnover by A. Simons (bad pass),,41,45
205,2,3:14.0,,M. Morris misses 2-pt layup from 3 ft (block by H. Whiteside),41,45
206,2,3:13.0,,Offensive rebound by Team,41,45
207,2,3:13.0,C. Anthony enters the game for A. Simons,,41,45
208,2,3:13.0,C. McCollum enters the game for A. Tolliver,,41,45
209,2,3:09.0,,J. Randle makes 3-pt jump shot from 24 ft (assist by E. Payton),41,48
210,2,2:52.0,D. Lillard misses 2-pt jump shot from 13 ft,,41,48
211,2,2:51.0,,Defensive rebound by Team,41,48
212,2,2:39.0,,Turnover by R. Barrett (lost ball; steal by D. Lillard),41,48
213,2,2:35.0,Turnover by K. Bazemore (bad pass),,41,48
214,2,2:27.0,,E. Payton misses 2-pt jump shot from 16 ft,41,48
215,2,2:25.0,Defensive rebound by C. Anthony,,41,48
216,2,2:07.0,C. McCollum misses 2-pt jump shot from 17 ft,,41,48
217,2,2:05.0,,Defensive rebound by J. Randle,41,48
218,2,2:00.0,,Offensive foul by J. Randle (drawn by H. Whiteside),41,48
219,2,2:00.0,,Turnover by J. Randle (offensive foul),41,48
220,2,1:48.0,D. Lillard misses 2-pt jump shot from 11 ft,,41,48
221,2,1:46.0,,Defensive rebound by M. Morris,41,48
222,2,1:38.0,,M. Morris misses 3-pt jump shot from 25 ft,41,48
223,2,1:36.0,Defensive rebound by C. Anthony,,41,48
224,2,1:22.0,C. Anthony misses 2-pt jump shot from 8 ft,,41,48
225,2,1:20.0,Offensive rebound by H. Whiteside,,41,48
226,2,1:20.0,H. Whiteside makes 2-pt layup at rim,,43,48
227,2,0:55.0,,J. Randle misses 3-pt jump shot from 25 ft,43,48
228,2,0:54.0,Defensive rebound by C. McCollum,,43,48
229,2,0:41.0,Shooting foul by R. Barrett (drawn by H. Whiteside),,43,48
230,2,0:41.0,H. Whiteside makes free throw 1 of 2,,44,48
231,2,0:41.0,H. Whiteside makes free throw 2 of 2,,45,48
232,2,0:27.0,,E. Payton misses 3-pt jump shot from 24 ft,45,48
233,2,0:25.0,Defensive rebound by D. Lillard,,45,48
234,2,0:21.0,D. Lillard misses 2-pt layup from 1 ft (block by J. Randle),,45,48
235,2,0:19.0,Offensive rebound by D. Lillard,,45,48
236,2,0:17.0,C. Anthony makes 3-pt jump shot from 24 ft (assist by K. Bazemore),,48,48
237,2,0:02.0,,J. Randle makes 3-pt jump shot from 26 ft (assist by E. Payton),48,51
238,2,0:00.0,K. Bazemore misses 3-pt jump shot from 57 ft (block by M. Robinson),,48,51
239,2,0:00.0,Offensive rebound by Team,,48,51
240,3,11:48.0,D. Lillard makes 2-pt jump shot from 21 ft,,50,51
241,3,11:29.0,,E. Payton misses 2-pt jump shot from 10 ft (block by H. Whiteside),50,51
242,3,11:27.0,,Offensive rebound by E. Payton,50,51
243,3,11:25.0,,E. Payton makes 2-pt jump shot from 12 ft,50,53
244,3,11:04.0,K. Bazemore makes 2-pt jump shot from 12 ft (assist by C. McCollum),,52,53
245,3,10:48.0,,J. Randle makes 3-pt jump shot from 26 ft (assist by T. Gibson),52,56
246,3,10:28.0,D. Lillard misses 2-pt layup at rim,,52,56
247,3,10:26.0,,Defensive rebound by E. Payton,52,56
248,3,10:21.0,,R. Barrett misses 3-pt jump shot from 23 ft,52,56
249,3,10:19.0,,Offensive rebound by J. Randle,52,56
250,3,10:15.0,,E. Payton misses 3-pt jump shot from 23 ft,52,56
251,3,10:13.0,Defensive rebound by H. Whiteside,,52,56
252,3,10:04.0,K. Bazemore misses 2-pt jump shot from 14 ft,,52,56
253,3,10:02.0,Offensive rebound by H. Whiteside,,52,56
254,3,10:02.0,H. Whiteside misses 2-pt layup from 1 ft,,52,56
255,3,10:00.0,Offensive rebound by H. Whiteside,,52,56
256,3,9:58.0,H. Whiteside makes 2-pt layup from 1 ft,,54,56
257,3,9:48.0,,R. Barrett misses 3-pt jump shot from 24 ft,54,56
258,3,9:46.0,Defensive rebound by H. Whiteside,,54,56
259,3,9:37.0,D. Lillard misses 3-pt jump shot from 24 ft,,54,56
260,3,9:35.0,,Defensive rebound by J. Randle,54,56
261,3,9:29.0,,M. Morris makes 3-pt jump shot from 25 ft (assist by E. Payton),54,59
262,3,9:14.0,D. Lillard misses 3-pt jump shot from 26 ft,,54,59
263,3,9:12.0,,Defensive rebound by J. Randle,54,59
264,3,9:04.0,,Personal foul by H. Whiteside (drawn by J. Randle),54,59
265,3,8:56.0,,M. Morris makes 3-pt jump shot from 23 ft (assist by E. Payton),54,62
266,3,8:52.0,Portland full timeout,,54,62
267,3,8:33.0,C. Anthony makes 2-pt jump shot from 16 ft,,56,62
268,3,8:20.0,,R. Barrett misses 2-pt layup from 6 ft (block by H. Whiteside),56,62
269,3,8:18.0,,Offensive rebound by Team,56,62
270,3,8:16.0,,M. Morris misses 2-pt jump shot from 16 ft,56,62
271,3,8:14.0,Defensive rebound by C. McCollum,,56,62
272,3,7:59.0,K. Bazemore makes 3-pt jump shot from 23 ft (assist by D. Lillard),,59,62
273,3,7:44.0,,R. Barrett makes 3-pt jump shot from 24 ft (assist by E. Payton),59,65
274,3,7:24.0,K. Bazemore makes 2-pt jump shot from 13 ft,,61,65
275,3,7:06.0,,R. Barrett misses 2-pt layup from 2 ft,61,65
276,3,7:05.0,Defensive rebound by D. Lillard,,61,65
277,3,7:01.0,C. McCollum misses 3-pt jump shot from 25 ft,,61,65
278,3,6:59.0,,Defensive rebound by J. Randle,61,65
279,3,6:54.0,,R. Barrett misses 3-pt jump shot from 24 ft,61,65
280,3,6:51.0,Defensive rebound by Team,,61,65
281,3,6:51.0,,M. Robinson enters the game for T. Gibson,61,65
282,3,6:31.0,C. Anthony makes 2-pt layup from 1 ft,,63,65
283,3,6:19.0,,J. Randle misses 2-pt jump shot from 18 ft,63,65
284,3,6:17.0,Defensive rebound by K. Bazemore,,63,65
285,3,6:08.0,C. Anthony makes 2-pt jump shot from 21 ft,,65,65
286,3,6:07.0,,New York full timeout,65,65
287,3,5:50.0,,M. Morris makes 2-pt jump shot from 10 ft,65,67
288,3,5:36.0,Offensive foul by C. Anthony (drawn by E. Payton),,65,67
289,3,5:36.0,Turnover by C. Anthony (offensive foul),,65,67
290,3,5:16.0,,J. Randle makes 2-pt jump shot from 9 ft,65,69
291,3,5:06.0,D. Lillard misses 3-pt jump shot from 25 ft,,65,69
292,3,5:04.0,,Defensive rebound by M. Robinson,65,69
293,3,4:57.0,,M. Morris misses 3-pt jump shot from 26 ft,65,69
294,3,4:55.0,Defensive rebound by D. Lillard,,65,69
295,3,4:44.0,C. Anthony makes 3-pt jump shot from 25 ft (assist by D. Lillard),,68,69
296,3,4:26.0,,M. Morris makes 2-pt layup from 2 ft,68,71
297,3,4:04.0,C. Anthony misses 3-pt jump shot from 25 ft,,68,71
298,3,4:02.0,,Defensive rebound by J. Randle,68,71
299,3,3:59.0,,Shooting foul by C. McCollum (drawn by E. Payton),68,71
300,3,3:59.0,A. Simons enters the game for C. McCollum,,68,71
301,3,3:59.0,,R. Bullock enters the game for R. Barrett,68,71
302,3,3:59.0,,E. Payton misses free throw 1 of 2,68,71
303,3,3:59.0,,Offensive rebound by Team,68,71
304,3,3:59.0,,E. Payton misses free throw 2 of 2,68,71
305,3,3:59.0,,Offensive rebound by Team,68,71
306,3,3:59.0,Loose ball foul by C. Anthony (drawn by J. Randle),,68,71
307,3,3:59.0,,F. Ntilikina enters the game for E. Payton,68,71
308,3,3:47.0,,M. Morris makes 2-pt jump shot from 9 ft,68,73
309,3,3:37.0,D. Lillard misses 3-pt jump shot from 25 ft,,68,73
310,3,3:35.0,,Defensive rebound by F. Ntilikina,68,73
311,3,3:30.0,,J. Randle makes 2-pt jump shot from 15 ft (assist by F. Ntilikina),68,75
312,3,3:02.0,C. Anthony makes 2-pt jump shot from 13 ft,,70,75
313,3,2:51.0,,F. Ntilikina makes 2-pt jump shot from 21 ft,70,77
314,3,2:51.0,A. Tolliver enters the game for C. Anthony,,70,77
315,3,2:51.0,,B. Portis enters the game for J. Randle,70,77
316,3,2:24.0,D. Lillard makes 2-pt dunk at rim,,72,77
317,3,2:00.0,,M. Morris makes 2-pt layup from 2 ft,72,79
318,3,1:38.0,K. Bazemore makes 2-pt layup from 4 ft,,74,79
319,3,1:19.0,,M. Robinson makes 2-pt dunk at rim (assist by F. Ntilikina),74,81
320,3,1:01.0,H. Whiteside misses 2-pt jump shot from 20 ft,,74,81
321,3,0:59.0,,Defensive rebound by M. Morris,74,81
322,3,0:50.0,,M. Morris misses 3-pt jump shot from 23 ft,74,81
323,3,0:48.0,Defensive rebound by K. Bazemore,,74,81
324,3,0:34.0,K. Bazemore misses 2-pt jump shot from 10 ft,,74,81
325,3,0:32.0,Offensive rebound by H. Whiteside,,74,81
326,3,0:32.0,,K. Knox enters the game for M. Morris,74,81
327,3,0:26.0,H. Whiteside misses 2-pt hook shot from 7 ft,,74,81
328,3,0:24.0,,Defensive rebound by K. Knox,74,81
329,3,0:08.0,,M. Robinson makes 2-pt dunk from 1 ft (assist by F. Ntilikina),74,83
330,3,0:01.0,D. Lillard makes 3-pt jump shot from 27 ft,,77,83
331,4,11:48.0,,R. Bullock misses 3-pt jump shot from 26 ft,77,83
332,4,11:46.0,,Offensive rebound by M. Robinson,77,83
333,4,11:46.0,,M. Robinson makes 2-pt layup at rim,77,85
334,4,11:29.0,A. Simons misses 2-pt layup from 2 ft,,77,85
335,4,11:27.0,,Defensive rebound by B. Portis,77,85
336,4,11:25.0,,Shooting foul by N. Little (drawn by F. Ntilikina),77,85
337,4,11:25.0,,F. Ntilikina makes free throw 1 of 2,77,86
338,4,11:25.0,,F. Ntilikina makes free throw 2 of 2,77,87
339,4,11:12.0,C. McCollum makes 2-pt jump shot from 13 ft,,79,87
340,4,10:53.0,,K. Knox misses 2-pt jump shot from 12 ft,79,87
341,4,10:51.0,Defensive rebound by N. Little,,79,87
342,4,10:37.0,C. McCollum makes 2-pt jump shot from 18 ft,,81,87
343,4,10:19.0,,R. Bullock makes 3-pt jump shot from 25 ft (assist by F. Ntilikina),81,90
344,4,10:02.0,C. McCollum misses 2-pt jump shot from 10 ft,,81,90
345,4,10:01.0,,Defensive rebound by K. Knox,81,90
346,4,9:56.0,,F. Ntilikina makes 3-pt jump shot from 25 ft,81,93
347,4,9:55.0,Portland full timeout,,81,93
348,4,9:55.0,C. Anthony enters the game for N. Little,,81,93
349,4,9:55.0,D. Lillard enters the game for G. Trent,,81,93
350,4,9:37.0,D. Lillard misses 3-pt jump shot from 25 ft (block by F. Ntilikina),,81,93
351,4,9:35.0,,Defensive rebound by M. Robinson,81,93
352,4,9:20.0,,B. Portis makes 3-pt jump shot from 23 ft (assist by F. Ntilikina),81,96
353,4,9:20.0,H. Whiteside enters the game for A. Tolliver,,81,96
354,4,8:57.0,H. Whiteside misses 2-pt hook shot from 8 ft,,81,96
355,4,8:55.0,Offensive rebound by C. Anthony,,81,96
356,4,8:51.0,C. McCollum misses 2-pt layup from 4 ft,,81,96
357,4,8:50.0,,Defensive rebound by B. Portis,81,96
358,4,8:42.0,,B. Portis misses 3-pt jump shot from 25 ft,81,96
359,4,8:40.0,Defensive rebound by A. Simons,,81,96
360,4,8:28.0,A. Simons misses 3-pt jump shot from 25 ft,,81,96
361,4,8:27.0,,Defensive rebound by K. Knox,81,96
362,4,8:17.0,,R. Bullock makes 3-pt jump shot from 28 ft (assist by K. Knox),81,99
363,4,7:52.0,Turnover by D. Lillard (bad pass; steal by M. Robinson),,81,99
364,4,7:44.0,,Turnover by B. Portis (bad pass; steal by H. Whiteside),81,99
365,4,7:39.0,C. Anthony misses 3-pt jump shot from 26 ft,,81,99
366,4,7:37.0,,Defensive rebound by F. Ntilikina,81,99
367,4,7:30.0,,New York full timeout,81,99
368,4,7:30.0,K. Bazemore enters the game for A. Simons,,81,99
369,4,7:30.0,,D. Dotson enters the game for M. Robinson,81,99
370,4,7:21.0,,K. Knox misses 3-pt jump shot from 26 ft,81,99
371,4,7:19.0,Defensive rebound by K. Bazemore,,81,99
372,4,7:07.0,C. Anthony misses 2-pt layup from 1 ft,,81,99
373,4,7:06.0,,Defensive rebound by Team,81,99
374,4,6:53.0,,R. Bullock misses 2-pt layup from 1 ft,81,99
375,4,6:51.0,Defensive rebound by C. McCollum,,81,99
376,4,6:39.0,Turnover by K. Bazemore (bad pass; steal by F. Ntilikina),,81,99
377,4,6:34.0,,Shooting foul by C. Anthony (drawn by B. Portis),81,99
378,4,6:34.0,,B. Portis makes free throw 1 of 2,81,100
379,4,6:34.0,,M. Morris enters the game for R. Bullock,81,100
380,4,6:34.0,,J. Randle enters the game for K. Knox,81,100
381,4,6:34.0,,B. Portis makes free throw 2 of 2,81,101
382,4,6:18.0,H. Whiteside makes 2-pt layup from 1 ft (assist by C. McCollum),,83,101
383,4,5:57.0,,J. Randle misses 3-pt jump shot from 25 ft,83,101
384,4,5:55.0,Defensive rebound by C. Anthony,,83,101
385,4,5:41.0,C. McCollum misses 3-pt jump shot from 26 ft,,83,101
386,4,5:39.0,,Defensive rebound by F. Ntilikina,83,101
