,QUARTER,TIME_REMAINING,INDIANA_ACTION,PHOENIX_ACTION,INDIANA_SCORE,PHOENIX_SCORE
388,4,6:07.0,,E. Okobo enters the game for R. Rubio,99,76
389,4,5:55.0,Shooting foul by C. Diallo (drawn by D. Sabonis),,99,76
390,4,5:55.0,D. Sabonis makes free throw 1 of 2,,100,76
391,4,5:55.0,D. Sabonis makes free throw 2 of 2,,101,76
392,4,5:41.0,,J. Carter misses 2-pt layup from 2 ft (block by D. Sabonis),101,76
393,4,5:39.0,,Offensive rebound by J. Carter,101,76
394,4,5:30.0,,T. Jerome makes 2-pt jump shot from 3 ft,101,78
395,4,5:12.0,T. Warren makes 2-pt jump shot from 14 ft,,103,78
396,4,5:00.0,,Turnover by E. Okobo (bad pass; steal by T. McConnell),103,78
397,4,4:54.0,Turnover by J. Holiday (bad pass; steal by E. Okobo),,103,78
398,4,4:43.0,,J. Carter makes 3-pt jump shot from 25 ft (assist by T. Jerome),103,81
399,4,4:18.0,T. Warren makes 2-pt jump shot from 13 ft (assist by T. McConnell),,105,81
400,4,4:07.0,,Shooting foul by D. Sabonis (drawn by C. Diallo),105,81
401,4,4:07.0,,C. Diallo makes free throw 1 of 2,105,82
402,4,4:07.0,,C. Diallo makes free throw 2 of 2,105,83
403,4,3:51.0,T. McConnell makes 2-pt jump shot from 9 ft,,107,83
404,4,3:35.0,,M. Bridges makes 3-pt jump shot from 26 ft (assist by E. Okobo),107,86
405,4,3:35.0,Indiana full timeout,,107,86
406,4,3:35.0,G. Bitadze enters the game for J. Holiday,,107,86
407,4,3:35.0,A. Holiday enters the game for T. McConnell,,107,86
408,4,3:35.0,J. Sampson enters the game for D. Sabonis,,107,86
409,4,3:35.0,E. Sumner enters the game for T. Warren,,107,86
410,4,3:19.0,Turnover by G. Bitadze (bad pass; steal by T. Jerome),,107,86
411,4,3:15.0,,Shooting foul by D. McDermott (drawn by C. Diallo),107,86
412,4,3:15.0,,C. Diallo makes free throw 1 of 2,107,87
413,4,3:15.0,,C. Diallo misses free throw 2 of 2,107,87
414,4,3:13.0,Defensive rebound by G. Bitadze,,107,87
415,4,2:59.0,Shooting foul by T. Jerome (drawn by E. Sumner),,107,87
416,4,2:59.0,E. Sumner misses free throw 1 of 2,,107,87
417,4,2:59.0,Offensive rebound by Team,,107,87
418,4,2:59.0,E. Sumner misses free throw 2 of 2,,107,87
419,4,2:57.0,,Defensive rebound by C. Diallo,107,87
420,4,2:44.0,,M. Bridges misses 3-pt jump shot from 25 ft,107,87
421,4,2:42.0,Defensive rebound by E. Sumner,,107,87
422,4,2:34.0,E. Sumner misses 2-pt layup from 2 ft (block by T. Jerome),,107,87
423,4,2:31.0,,Defensive rebound by T. Jerome,107,87
424,4,2:20.0,,E. Okobo misses 3-pt jump shot from 25 ft,107,87
425,4,2:17.0,Defensive rebound by G. Bitadze,,107,87
426,4,2:15.0,Personal foul by T. Jerome (drawn by A. Holiday),,107,87
427,4,2:01.0,J. Sampson makes 2-pt dunk from 3 ft (assist by G. Bitadze),,109,87
428,4,1:45.0,,J. Carter misses 2-pt jump shot from 4 ft (block by G. Bitadze),109,87
429,4,1:42.0,Defensive rebound by D. McDermott,,109,87
430,4,1:25.0,J. Sampson misses 2-pt jump shot from 5 ft,,109,87
431,4,1:23.0,,Defensive rebound by T. Jerome,109,87
432,4,1:07.0,,T. Jerome misses 2-pt jump shot from 2 ft,109,87
433,4,1:04.0,Defensive rebound by A. Holiday,,109,87
434,4,0:51.0,Turnover by D. McDermott (bad pass),,109,87
435,4,0:41.0,,E. Okobo misses 3-pt jump shot from 25 ft,109,87
436,4,0:38.0,Defensive rebound by G. Bitadze,,109,87
437,4,0:21.0,E. Sumner makes 3-pt jump shot from 25 ft (assist by A. Holiday),,112,87
438,4,0:07.0,,C. Diallo misses 3-pt jump shot from 25 ft,112,87
439,4,0:04.0,Defensive rebound by D. McDermott,,112,87
