,QUARTER,TIME_REMAINING,DETROIT_ACTION,HOUSTON_ACTION,DETROIT_SCORE,HOUSTON_SCORE
393,4,6:10.0,,J. Harden makes 2-pt jump shot from 6 ft,98,91
394,4,5:55.0,M. Morris misses 3-pt jump shot from 26 ft,,98,91
395,4,5:54.0,,Defensive rebound by C. Capela,98,91
396,4,5:36.0,,P. Tucker misses 3-pt jump shot from 23 ft,98,91
397,4,5:34.0,,Offensive rebound by P. Tucker,98,91
398,4,5:30.0,,P. Tucker misses 2-pt layup from 7 ft,98,91
399,4,5:29.0,,Offensive rebound by C. Capela,98,91
400,4,5:27.0,,C. Capela misses 2-pt hook shot from 6 ft,98,91
401,4,5:26.0,Defensive rebound by L. Kennard,,98,91
402,4,5:19.0,Shooting foul by C. Capela (drawn by T. Maker),,98,91
403,4,5:19.0,,Houston full timeout,98,91
404,4,5:19.0,D. Rose enters the game for M. Morris,,98,91
405,4,5:19.0,,A. Rivers enters the game for D. House,98,91
406,4,5:19.0,T. Maker makes free throw 1 of 2,,99,91
407,4,5:19.0,T. Maker makes free throw 2 of 2,,100,91
408,4,5:09.0,,Shooting foul by T. Maker (drawn by J. Harden),100,91
409,4,5:09.0,,J. Harden makes free throw 1 of 2,100,92
410,4,5:09.0,,J. Harden makes free throw 2 of 2,100,93
411,4,4:47.0,D. Rose makes 2-pt jump shot from 9 ft (assist by B. Brown),,102,93
412,4,4:32.0,,J. Harden misses 3-pt jump shot from 26 ft,102,93
413,4,4:30.0,Defensive rebound by B. Brown,,102,93
414,4,4:16.0,D. Rose makes 2-pt jump shot from 17 ft,,104,93
415,4,3:51.0,,B. McLemore misses 3-pt jump shot from 26 ft,104,93
416,4,3:51.0,Defensive rebound by B. Brown,,104,93
417,4,3:37.0,D. Rose makes 2-pt jump shot from 16 ft,,106,93
418,4,3:35.0,,Houston full timeout,106,93
419,4,3:35.0,,D. House enters the game for C. Capela,106,93
420,4,3:25.0,,J. Harden makes 2-pt layup from 2 ft,106,95
421,4,3:06.0,D. Rose misses 2-pt jump shot from 9 ft,,106,95
422,4,3:04.0,,Defensive rebound by A. Rivers,106,95
423,4,2:58.0,,Shooting foul by B. Brown (drawn by A. Rivers),106,95
424,4,2:58.0,,A. Rivers makes free throw 1 of 2,106,96
425,4,2:58.0,M. Morris enters the game for B. Brown,,106,96
426,4,2:58.0,,A. Rivers misses free throw 2 of 2,106,96
427,4,2:57.0,Defensive rebound by Team,,106,96
428,4,2:40.0,T. Maker misses 2-pt hook shot from 7 ft,,106,96
429,4,2:38.0,,Defensive rebound by J. Harden,106,96
430,4,2:33.0,,J. Harden misses 3-pt jump shot from 28 ft,106,96
431,4,2:32.0,Defensive rebound by L. Kennard,,106,96
432,4,2:17.0,D. Rose misses 2-pt layup from 1 ft,,106,96
433,4,2:14.0,Offensive rebound by T. Maker,,106,96
434,4,2:03.0,Turnover by M. Morris (lost ball; steal by D. House),,106,96
435,4,2:00.0,,D. House makes 2-pt layup from 1 ft,106,98
436,4,1:40.0,D. Rose makes 2-pt jump shot from 17 ft,,108,98
437,4,1:32.0,,J. Harden misses 2-pt jump shot from 7 ft (block by T. Maker),108,98
438,4,1:31.0,Defensive rebound by T. Snell,,108,98
439,4,1:25.0,D. Rose misses 2-pt layup from 3 ft (block by A. Rivers),,108,98
440,4,1:24.0,Offensive rebound by D. Rose,,108,98
441,4,1:23.0,L. Kennard makes 2-pt layup at rim (assist by D. Rose),,110,98
442,4,1:23.0,,Houston full timeout,110,98
443,4,1:23.0,B. Brown enters the game for T. Snell,,110,98
444,4,1:23.0,,G. Clark enters the game for J. Harden,110,98
445,4,1:23.0,,C. Clemons enters the game for P. Tucker,110,98
446,4,1:16.0,,Shooting foul by L. Kennard (drawn by B. McLemore),110,98
447,4,1:16.0,,B. McLemore makes free throw 1 of 3,110,99
448,4,1:16.0,,B. McLemore misses free throw 2 of 3,110,99
449,4,1:16.0,,Offensive rebound by Team,110,99
450,4,1:16.0,T. Snell enters the game for B. Brown,,110,99
451,4,1:16.0,,B. McLemore makes free throw 3 of 3,110,100
452,4,1:06.0,Turnover by L. Kennard (bad pass; steal by C. Clemons),,110,100
453,4,1:05.0,,C. Clemons makes 2-pt layup from 1 ft,110,102
454,4,1:05.0,Detroit full timeout,,110,102
455,4,1:05.0,B. Brown enters the game for T. Maker,,110,102
456,4,1:03.0,Personal foul by G. Clark (drawn by M. Morris),,110,102
457,4,1:00.0,Personal foul by B. McLemore (drawn by T. Snell),,110,102
458,4,1:00.0,T. Snell makes free throw 1 of 2,,111,102
459,4,1:00.0,T. Snell makes free throw 2 of 2,,112,102
460,4,0:52.0,,A. Rivers makes 2-pt layup from 1 ft,112,104
461,4,0:50.0,Turnover by M. Morris (bad pass),,112,104
462,4,0:50.0,Instant Replay (Request: Ruling Stands),,112,104
463,4,0:41.0,,C. Clemons makes 3-pt jump shot from 25 ft,112,107
464,4,0:33.0,Personal take foul by A. Rivers (drawn by T. Snell),,112,107
465,4,0:33.0,T. Snell makes free throw 1 of 2,,113,107
466,4,0:33.0,T. Snell makes free throw 2 of 2,,114,107
467,4,0:24.0,,G. Clark misses 3-pt jump shot from 26 ft,114,107
468,4,0:23.0,Defensive rebound by B. Brown,,114,107
469,4,0:21.0,Personal take foul by A. Rivers (drawn by B. Brown),,114,107
470,4,0:21.0,B. Brown misses free throw 1 of 2,,114,107
471,4,0:21.0,Offensive rebound by Team,,114,107
472,4,0:21.0,B. Brown makes free throw 2 of 2,,115,107
473,4,0:14.0,,A. Rivers misses 3-pt jump shot from 26 ft,115,107
474,4,0:12.0,Defensive rebound by M. Morris,,115,107
475,4,0:09.0,Turnover by M. Morris (bad pass; steal by B. McLemore),,115,107
476,4,0:02.0,,C. Clemons misses 3-pt jump shot from 26 ft,115,107
477,4,0:00.0,Defensive rebound by D. Rose,,115,107
