,QUARTER,TIME_REMAINING,MILWAUKEE_ACTION,LA LAKERS_ACTION,MILWAUKEE_SCORE,LA LAKERS_SCORE
39,1,8:01.0,,Def 3 sec tech foul by Team,13,5
40,1,8:01.0,,A. Davis misses technical free throw,13,5
41,1,8:01.0,,Offensive rebound by Team,13,5
42,1,7:48.0,,Turnover by A. Bradley (bad pass; steal by W. Matthews),13,5
43,1,7:42.0,K. Middleton misses 3-pt jump shot from 27 ft,,13,5
44,1,7:39.0,,Defensive rebound by J. McGee,13,5
45,1,7:37.0,,Personal foul by G. Antetokounmpo (drawn by L. James),13,5
46,1,7:29.0,,L. James misses 3-pt jump shot from 28 ft,13,5
47,1,7:27.0,Defensive rebound by G. Antetokounmpo,,13,5
48,1,7:22.0,Turnover by E. Bledsoe (bad pass; steal by J. McGee),,13,5
49,1,7:19.0,,D. Green misses 3-pt jump shot from 27 ft,13,5
50,1,7:17.0,Defensive rebound by B. Lopez,,13,5
51,1,7:08.0,Turnover by B. Lopez (lost ball; steal by D. Green),,13,5
52,1,6:57.0,,A. Davis misses 3-pt jump shot from 26 ft,13,5
53,1,6:53.0,Defensive rebound by E. Bledsoe,,13,5
54,1,6:49.0,E. Bledsoe misses 3-pt jump shot from 26 ft,,13,5
55,1,6:46.0,,Defensive rebound by J. McGee,13,5
56,1,6:35.0,,Offensive foul by L. James (drawn by W. Matthews),13,5
57,1,6:35.0,,Turnover by L. James (offensive foul),13,5
58,1,6:35.0,,LA Lakers full timeout,13,5
59,1,6:35.0,D. DiVincenzo enters the game for B. Lopez,,13,5
60,1,6:35.0,R. Lopez enters the game for K. Middleton,,13,5
61,1,6:16.0,D. DiVincenzo misses 3-pt jump shot from 27 ft (block by A. Davis),,13,5
62,1,6:16.0,,Defensive rebound by Team,13,5
63,1,6:06.0,,Personal foul by R. Lopez (drawn by A. Davis),13,5
64,1,5:56.0,,A. Davis misses 2-pt jump shot from 3 ft,13,5
65,1,5:53.0,,Offensive rebound by A. Davis,13,5
66,1,5:52.0,,A. Davis misses 2-pt layup at rim,13,5
67,1,5:51.0,Defensive rebound by E. Bledsoe,,13,5
68,1,5:39.0,Turnover by R. Lopez (lost ball; steal by J. McGee),,13,5
69,1,5:30.0,,A. Davis makes 2-pt layup from 3 ft (assist by A. Bradley),13,7
70,1,5:30.0,,Shooting foul by E. Bledsoe (drawn by A. Davis),13,7
71,1,5:30.0,K. Middleton enters the game for E. Bledsoe,,13,7
72,1,5:30.0,,K. Caldwell-Pope enters the game for D. Green,13,7
73,1,5:30.0,,K. Kuzma enters the game for J. McGee,13,7
74,1,5:30.0,,A. Davis makes free throw 1 of 1,13,8
75,1,5:13.0,W. Matthews misses 3-pt jump shot from 23 ft,,13,8
76,1,5:11.0,,Defensive rebound by L. James,13,8
77,1,4:59.0,,A. Davis makes 2-pt dunk from 2 ft (assist by L. James),13,10
78,1,4:40.0,G. Antetokounmpo misses 2-pt jump shot from 6 ft,,13,10
79,1,4:37.0,,Defensive rebound by A. Bradley,13,10
80,1,4:30.0,,L. James makes 2-pt layup from 3 ft,13,12
81,1,4:20.0,K. Middleton misses 3-pt jump shot from 26 ft,,13,12
82,1,4:15.0,,Defensive rebound by Team,13,12
83,1,4:15.0,M. Williams enters the game for G. Antetokounmpo,,13,12
84,1,4:15.0,,M. Morris enters the game for A. Davis,13,12
85,1,4:02.0,,M. Morris misses 3-pt jump shot from 26 ft,13,12
86,1,3:58.0,Defensive rebound by M. Williams,,13,12
87,1,3:39.0,D. DiVincenzo makes 2-pt layup from 4 ft,,15,12
88,1,3:24.0,,K. Caldwell-Pope misses 2-pt layup from 4 ft,15,12
89,1,3:22.0,Defensive rebound by R. Lopez,,15,12
90,1,3:15.0,D. DiVincenzo misses 3-pt jump shot from 27 ft,,15,12
91,1,3:13.0,Offensive rebound by R. Lopez,,15,12
92,1,3:08.0,Offensive foul by R. Lopez (drawn by M. Morris),,15,12
93,1,3:08.0,Turnover by R. Lopez (offensive foul),,15,12
94,1,3:08.0,P. Connaughton enters the game for W. Matthews,,15,12
95,1,3:01.0,,L. James misses 3-pt jump shot from 27 ft,15,12
96,1,2:59.0,Defensive rebound by K. Middleton,,15,12
97,1,2:54.0,Milwaukee full timeout,,15,12
98,1,2:54.0,K. Korver enters the game for R. Lopez,,15,12
99,1,2:54.0,,A. Caruso enters the game for A. Bradley,15,12
100,1,2:54.0,,R. Rondo enters the game for L. James,15,12
101,1,2:45.0,K. Middleton misses 3-pt jump shot from 27 ft,,15,12
102,1,2:41.0,Offensive rebound by P. Connaughton,,15,12
103,1,2:35.0,Turnover by K. Korver (bad pass),,15,12
104,1,2:13.0,,R. Rondo misses 3-pt jump shot from 26 ft,15,12
105,1,2:10.0,Defensive rebound by P. Connaughton,,15,12
106,1,1:58.0,K. Middleton makes 2-pt jump shot from 6 ft (assist by D. DiVincenzo),,17,12
107,1,1:49.0,,K. Kuzma misses 2-pt jump shot from 14 ft,17,12
108,1,1:47.0,Defensive rebound by P. Connaughton,,17,12
109,1,1:27.0,D. DiVincenzo misses 2-pt layup from 5 ft,,17,12
110,1,1:25.0,Offensive rebound by P. Connaughton,,17,12
111,1,1:25.0,P. Connaughton makes 2-pt dunk from 1 ft,,19,12
112,1,1:03.0,,A. Caruso makes 2-pt jump shot from 3 ft,19,14
113,1,0:55.0,K. Korver misses 3-pt jump shot from 26 ft,,19,14
114,1,0:52.0,,Defensive rebound by K. Kuzma,19,14
115,1,0:48.0,,Personal foul by K. Korver (drawn by R. Rondo),19,14
116,1,0:48.0,E. Bledsoe enters the game for D. DiVincenzo,,19,14
117,1,0:48.0,B. Lopez enters the game for K. Middleton,,19,14
118,1,0:48.0,,R. Rondo makes free throw 1 of 2,19,15
119,1,0:48.0,,R. Rondo misses free throw 2 of 2,19,15
120,1,0:47.0,Defensive rebound by E. Bledsoe,,19,15
121,1,0:32.0,M. Williams makes 3-pt jump shot from 26 ft (assist by E. Bledsoe),,22,15
122,1,0:29.0,,R. Rondo makes 2-pt layup from 2 ft,22,17
123,1,0:08.0,P. Connaughton misses 3-pt jump shot from 23 ft,,22,17
124,1,0:05.0,Offensive rebound by Team,,22,17
125,1,0:05.0,G. Antetokounmpo enters the game for M. Williams,,22,17
126,1,0:05.0,G. Antetokounmpo misses 2-pt layup from 2 ft,,22,17
127,1,0:04.0,,Defensive rebound by M. Morris,22,17
128,1,0:00.0,,K. Caldwell-Pope makes 2-pt layup from 1 ft (assist by R. Rondo),22,19
129,1,0:00.0,,Instant Replay (Request: Ruling Stands),22,19
130,2,11:39.0,Turnover by P. Connaughton (bad pass; steal by K. Caldwell-Pope),,22,19
131,2,11:21.0,,K. Kuzma misses 3-pt jump shot from 27 ft,22,19
132,2,11:18.0,Defensive rebound by G. Antetokounmpo,,22,19
133,2,11:10.0,E. Bledsoe misses 2-pt jump shot from 10 ft,,22,19
134,2,11:07.0,,Defensive rebound by D. Howard,22,19
135,2,10:53.0,,K. Caldwell-Pope makes 2-pt jump shot from 17 ft (assist by R. Rondo),22,21
136,2,10:44.0,B. Lopez makes 3-pt jump shot from 26 ft (assist by G. Antetokounmpo),,25,21
137,2,10:25.0,,Shooting foul by B. Lopez (drawn by K. Kuzma),25,21
138,2,10:25.0,,K. Kuzma makes free throw 1 of 2,25,22
139,2,10:25.0,W. Matthews enters the game for P. Connaughton,,25,22
140,2,10:25.0,,K. Kuzma makes free throw 2 of 2,25,23
141,2,10:04.0,Shooting foul by D. Howard (drawn by B. Lopez),,25,23
142,2,10:04.0,B. Lopez makes free throw 1 of 2,,26,23
143,2,10:04.0,B. Lopez misses free throw 2 of 2,,26,23
144,2,10:03.0,,Defensive rebound by D. Howard,26,23
145,2,10:02.0,,Turnover by D. Howard (lost ball; steal by G. Antetokounmpo),26,23
146,2,9:58.0,G. Antetokounmpo makes 2-pt dunk from 1 ft,,28,23
147,2,9:41.0,,L. James makes 2-pt layup from 3 ft,28,25
148,2,9:29.0,K. Korver makes 3-pt jump shot from 27 ft (assist by G. Antetokounmpo),,31,25
149,2,9:17.0,,K. Kuzma misses 3-pt jump shot from 24 ft,31,25
150,2,9:17.0,Defensive rebound by B. Lopez,,31,25
151,2,9:10.0,G. Antetokounmpo misses 3-pt jump shot from 26 ft,,31,25
152,2,9:08.0,,Defensive rebound by R. Rondo,31,25
153,2,9:00.0,,Personal foul by G. Antetokounmpo (drawn by D. Howard),31,25
154,2,9:00.0,,A. Caruso enters the game for K. Kuzma,31,25
155,2,9:00.0,,A. Davis enters the game for R. Rondo,31,25
156,2,8:46.0,,A. Caruso makes 2-pt layup from 3 ft (assist by L. James),31,27
157,2,8:33.0,E. Bledsoe makes 2-pt layup from 2 ft (assist by G. Antetokounmpo),,33,27
158,2,8:30.0,,K. Caldwell-Pope misses 3-pt jump shot from 26 ft,33,27
159,2,8:27.0,Defensive rebound by G. Antetokounmpo,,33,27
160,2,8:17.0,B. Lopez makes 3-pt jump shot from 26 ft (assist by W. Matthews),,36,27
161,2,8:17.0,,LA Lakers full timeout,36,27
162,2,8:17.0,K. Middleton enters the game for G. Antetokounmpo,,36,27
163,2,8:17.0,M. Williams enters the game for K. Korver,,36,27
164,2,8:17.0,,D. Green enters the game for K. Caldwell-Pope,36,27
165,2,8:11.0,,Offensive foul by A. Davis (drawn by W. Matthews),36,27
166,2,8:11.0,,Turnover by A. Davis (offensive foul),36,27
167,2,7:57.0,Turnover by E. Bledsoe (bad pass; steal by D. Howard),,36,27
168,2,7:47.0,,L. James makes 2-pt dunk from 2 ft (assist by D. Green),36,29
169,2,7:37.0,W. Matthews misses 3-pt jump shot from 26 ft,,36,29
170,2,7:34.0,,Defensive rebound by L. James,36,29
171,2,7:29.0,,Turnover by L. James (bad pass; steal by W. Matthews),36,29
172,2,7:20.0,K. Middleton misses 2-pt jump shot from 4 ft,,36,29
173,2,7:19.0,,Defensive rebound by A. Caruso,36,29
174,2,7:11.0,,A. Davis misses 3-pt jump shot from 25 ft,36,29
175,2,7:10.0,Defensive rebound by K. Middleton,,36,29
176,2,7:01.0,E. Bledsoe makes 2-pt layup from 2 ft,,38,29
177,2,6:52.0,,LA Lakers full timeout,38,29
178,2,6:52.0,P. Connaughton enters the game for E. Bledsoe,,38,29
179,2,6:52.0,D. DiVincenzo enters the game for B. Lopez,,38,29
180,2,6:52.0,R. Lopez enters the game for W. Matthews,,38,29
181,2,6:52.0,,A. Bradley enters the game for A. Davis,38,29
182,2,6:52.0,,K. Kuzma enters the game for L. James,38,29
183,2,6:38.0,,D. Howard misses 2-pt hook shot from 3 ft,38,29
184,2,6:35.0,Defensive rebound by R. Lopez,,38,29
185,2,6:25.0,K. Middleton misses 3-pt jump shot from 27 ft,,38,29
186,2,6:21.0,,Defensive rebound by K. Kuzma,38,29
187,2,6:17.0,,A. Caruso makes 3-pt jump shot from 25 ft (assist by K. Kuzma),38,32
188,2,6:17.0,,Loose ball foul by D. Howard (drawn by R. Lopez),38,32
189,2,6:03.0,P. Connaughton misses 3-pt jump shot from 29 ft,,38,32
190,2,6:00.0,,Defensive rebound by K. Kuzma,38,32
191,2,5:51.0,,Shooting foul by P. Connaughton (drawn by K. Kuzma),38,32
192,2,5:51.0,,K. Kuzma makes free throw 1 of 2,38,33
193,2,5:51.0,,K. Kuzma makes free throw 2 of 2,38,34
194,2,5:43.0,K. Middleton misses 2-pt jump shot from 18 ft,,38,34
195,2,5:40.0,,Defensive rebound by K. Kuzma,38,34
196,2,5:34.0,,K. Kuzma misses 3-pt jump shot from 28 ft,38,34
197,2,5:32.0,,Offensive rebound by D. Green,38,34
198,2,5:21.0,,K. Kuzma misses 2-pt jump shot from 8 ft,38,34
199,2,5:20.0,,Offensive rebound by K. Kuzma,38,34
200,2,5:18.0,,D. Green misses 3-pt jump shot from 28 ft,38,34
201,2,5:16.0,Defensive rebound by P. Connaughton,,38,34
202,2,5:07.0,P. Connaughton misses 2-pt layup from 4 ft (block by A. Caruso),,38,34
203,2,5:07.0,Offensive rebound by Team,,38,34
204,2,5:03.0,Turnover by D. DiVincenzo (bad pass; steal by A. Bradley),,38,34
205,2,5:00.0,,Shooting foul by M. Williams (drawn by A. Bradley),38,34
206,2,5:00.0,,A. Bradley makes free throw 1 of 2,38,35
207,2,5:00.0,,A. Bradley makes free throw 2 of 2,38,36
208,2,4:46.0,P. Connaughton makes 2-pt hook shot from 2 ft (assist by K. Middleton),,40,36
209,2,4:37.0,,A. Caruso misses 3-pt jump shot from 29 ft,40,36
210,2,4:29.0,Defensive rebound by K. Middleton,,40,36
211,2,4:25.0,K. Middleton makes 2-pt jump shot from 12 ft,,42,36
212,2,4:13.0,,Offensive foul by D. Howard (drawn by R. Lopez),42,36
213,2,4:13.0,,Turnover by D. Howard (offensive foul),42,36
214,2,4:13.0,G. Antetokounmpo enters the game for P. Connaughton,,42,36
215,2,4:13.0,W. Matthews enters the game for M. Williams,,42,36
216,2,4:13.0,,L. James enters the game for A. Caruso,42,36
217,2,4:13.0,,J. McGee enters the game for D. Howard,42,36
218,2,4:04.0,Turnover by K. Middleton (lost ball; steal by J. McGee),,42,36
219,2,3:51.0,,A. Bradley misses 2-pt layup from 4 ft,42,36
220,2,3:49.0,,Offensive rebound by J. McGee,42,36
221,2,3:49.0,,J. McGee misses 2-pt hook shot from 2 ft,42,36
222,2,3:48.0,Defensive rebound by R. Lopez,,42,36
223,2,3:48.0,,Flagrant foul type 1 by R. Lopez (drawn by J. McGee),42,36
224,2,3:48.0,Turnover by R. Lopez (turnover),,42,36
225,2,3:48.0,Instant Replay (Request: Ruling Stands),,42,36
226,2,3:48.0,P. Connaughton enters the game for K. Middleton,,42,36
227,2,3:48.0,,J. McGee misses flagrant free throw 1 of 2,42,36
228,2,3:48.0,,Offensive rebound by Team,42,36
229,2,3:48.0,,J. McGee makes flagrant free throw 2 of 2,42,37
230,2,3:43.0,,Offensive foul by D. Green (drawn by W. Matthews),42,37
231,2,3:43.0,,Turnover by D. Green (offensive foul),42,37
232,2,3:30.0,R. Lopez misses 2-pt dunk from 2 ft (block by J. McGee),,42,37
233,2,3:30.0,,Defensive rebound by Team,42,37
234,2,3:18.0,,J. McGee makes 2-pt layup from 2 ft (assist by L. James),42,39
235,2,2:55.0,D. DiVincenzo misses 2-pt jump shot from 7 ft,,42,39
236,2,2:53.0,,Defensive rebound by L. James,42,39
237,2,2:53.0,,Personal foul by D. DiVincenzo (drawn by L. James),42,39
238,2,2:53.0,,L. James makes free throw 1 of 2,42,40
239,2,2:53.0,E. Bledsoe enters the game for P. Connaughton,,42,40
240,2,2:53.0,B. Lopez enters the game for R. Lopez,,42,40
241,2,2:53.0,,L. James makes free throw 2 of 2,42,41
242,2,2:41.0,Personal foul by A. Bradley (drawn by G. Antetokounmpo),,42,41
243,2,2:33.0,Offensive foul by E. Bledsoe (drawn by D. Green),,42,41
244,2,2:33.0,Turnover by E. Bledsoe (offensive foul),,42,41
245,2,2:17.0,,L. James makes 2-pt dunk from 3 ft,42,43
246,2,2:16.0,Milwaukee full timeout,,42,43
247,2,2:16.0,K. Middleton enters the game for D. DiVincenzo,,42,43
248,2,2:04.0,G. Antetokounmpo misses 2-pt jump shot from 20 ft,,42,43
249,2,2:02.0,,Defensive rebound by J. McGee,42,43
250,2,1:47.0,,Turnover by A. Bradley (lost ball; steal by E. Bledsoe),42,43
251,2,1:40.0,W. Matthews makes 3-pt jump shot from 23 ft (assist by E. Bledsoe),,45,43
252,2,1:19.0,,Personal foul by E. Bledsoe (drawn by L. James),45,43
253,2,1:19.0,,L. James makes free throw 1 of 2,45,44
254,2,1:19.0,,L. James makes free throw 2 of 2,45,45
255,2,1:05.0,K. Middleton makes 3-pt jump shot from 26 ft (assist by B. Lopez),,48,45
256,2,0:46.0,,A. Bradley misses 2-pt jump shot from 15 ft,48,45
257,2,0:44.0,Defensive rebound by G. Antetokounmpo,,48,45
258,2,0:35.0,Turnover by G. Antetokounmpo (lost ball; steal by L. James),,48,45
259,2,0:28.0,,K. Kuzma makes 3-pt jump shot from 26 ft (assist by D. Green),48,48
260,2,0:27.0,,Violation by Team (delay of game),48,48
261,2,0:03.0,Turnover by Team (shot clock),,48,48
262,2,0:03.0,D. DiVincenzo enters the game for G. Antetokounmpo,,48,48
263,2,0:03.0,M. Williams enters the game for E. Bledsoe,,48,48
264,2,0:03.0,,R. Rondo enters the game for A. Bradley,48,48
265,2,0:01.0,,K. Kuzma misses 3-pt jump shot from 27 ft,48,48
266,2,0:01.0,,Offensive rebound by Team,48,48
267,3,11:44.0,Personal foul by D. Green (drawn by G. Antetokounmpo),,48,48
268,3,11:33.0,G. Antetokounmpo makes 2-pt layup from 2 ft,,50,48
269,3,11:33.0,Shooting foul by A. Bradley (drawn by G. Antetokounmpo),,50,48
270,3,11:33.0,G. Antetokounmpo makes free throw 1 of 1,,51,48
271,3,11:13.0,,L. James makes 2-pt jump shot from 8 ft,51,50
272,3,10:54.0,E. Bledsoe misses 2-pt jump shot from 3 ft,,51,50
273,3,10:54.0,,Defensive rebound by Team,51,50
274,3,10:54.0,Loose ball foul by B. Lopez (drawn by J. McGee),,51,50
275,3,10:45.0,,Turnover by L. James (bad pass; steal by K. Middleton),51,50
276,3,10:43.0,K. Middleton misses 2-pt layup from 1 ft,,51,50
277,3,10:40.0,Offensive rebound by G. Antetokounmpo,,51,50
278,3,10:35.0,G. Antetokounmpo makes 2-pt layup from 2 ft,,53,50
279,3,10:26.0,,A. Bradley misses 3-pt jump shot from 26 ft,53,50
280,3,10:24.0,Defensive rebound by B. Lopez,,53,50
281,3,10:08.0,K. Middleton makes 2-pt jump shot from 17 ft,,55,50
282,3,10:00.0,,Shooting foul by W. Matthews (drawn by A. Davis),55,50
283,3,10:00.0,,A. Davis makes free throw 1 of 2,55,51
284,3,10:00.0,,A. Davis makes free throw 2 of 2,55,52
285,3,9:43.0,K. Middleton misses 3-pt jump shot from 26 ft,,55,52
286,3,9:41.0,,Defensive rebound by J. McGee,55,52
287,3,9:34.0,,A. Davis makes 2-pt dunk from 1 ft (assist by L. James),55,54
288,3,9:13.0,W. Matthews misses 3-pt jump shot from 27 ft,,55,54
289,3,9:11.0,,Defensive rebound by L. James,55,54
290,3,9:01.0,,L. James makes 3-pt jump shot from 25 ft,55,57
291,3,8:44.0,Turnover by K. Middleton (lost ball; steal by D. Green),,55,57
292,3,8:44.0,,Clear path foul by K. Middleton,55,57
293,3,8:44.0,,Instant Replay (Request: Ruling Stands),55,57
294,3,8:44.0,,L. James makes clear path free throw 1 of 2,55,58
295,3,8:44.0,,L. James makes clear path free throw 2 of 2,55,59
296,3,8:38.0,,Personal foul by K. Middleton (drawn by A. Davis),55,59
297,3,8:22.0,,L. James makes 2-pt jump shot from 14 ft,55,61
298,3,8:17.0,Milwaukee full timeout,,55,61
299,3,8:07.0,Personal foul by D. Green (drawn by G. Antetokounmpo),,55,61
300,3,8:04.0,G. Antetokounmpo misses 3-pt jump shot from 28 ft,,55,61
301,3,8:02.0,,Defensive rebound by A. Bradley,55,61
302,3,7:52.0,,A. Davis makes 2-pt layup from 4 ft (assist by L. James),55,63
303,3,7:52.0,,Shooting foul by B. Lopez (drawn by A. Davis),55,63
304,3,7:52.0,,A. Davis makes free throw 1 of 1,55,64
305,3,7:41.0,E. Bledsoe misses 2-pt jump shot from 13 ft,,55,64
306,3,7:39.0,,Defensive rebound by A. Davis,55,64
307,3,7:34.0,,Personal foul by W. Matthews (drawn by L. James),55,64
308,3,7:34.0,,L. James misses free throw 1 of 2,55,64
309,3,7:34.0,,Offensive rebound by Team,55,64
310,3,7:34.0,,L. James makes free throw 2 of 2,55,65
311,3,7:16.0,Turnover by G. Antetokounmpo (traveling),,55,65
312,3,7:02.0,,D. Green makes 3-pt jump shot from 25 ft (assist by L. James),55,68
313,3,6:53.0,Offensive foul by E. Bledsoe (drawn by A. Bradley),,55,68
314,3,6:53.0,Turnover by E. Bledsoe (offensive foul),,55,68
315,3,6:53.0,D. DiVincenzo enters the game for K. Middleton,,55,68
316,3,6:42.0,,A. Davis misses 2-pt jump shot from 12 ft,55,68
317,3,6:38.0,Defensive rebound by D. DiVincenzo,,55,68
318,3,6:35.0,E. Bledsoe makes 2-pt jump shot from 5 ft (assist by D. DiVincenzo),,57,68
319,3,6:35.0,Shooting foul by A. Bradley (drawn by E. Bledsoe),,57,68
320,3,6:35.0,E. Bledsoe makes free throw 1 of 1,,58,68
321,3,6:21.0,,A. Davis makes 2-pt hook shot from 4 ft,58,70
322,3,6:15.0,B. Lopez misses 3-pt jump shot from 27 ft,,58,70
323,3,6:13.0,,Defensive rebound by A. Bradley,58,70
324,3,6:03.0,,J. McGee misses 2-pt layup from 4 ft,58,70
325,3,6:00.0,,Offensive rebound by A. Davis,58,70
326,3,5:57.0,,A. Davis misses 2-pt layup from 2 ft,58,70
327,3,5:55.0,,Offensive rebound by J. McGee,58,70
328,3,5:55.0,,J. McGee misses 2-pt layup from 1 ft,58,70
329,3,5:53.0,Defensive rebound by B. Lopez,,58,70
330,3,5:49.0,Offensive foul by E. Bledsoe (drawn by A. Bradley),,58,70
331,3,5:49.0,Turnover by E. Bledsoe (offensive foul),,58,70
332,3,5:49.0,K. Middleton enters the game for E. Bledsoe,,58,70
333,3,5:33.0,,A. Davis misses 2-pt jump shot from 12 ft,58,70
334,3,5:31.0,Defensive rebound by G. Antetokounmpo,,58,70
335,3,5:26.0,D. DiVincenzo makes 2-pt layup from 2 ft (assist by G. Antetokounmpo),,60,70
336,3,5:26.0,P. Connaughton enters the game for B. Lopez,,60,70
337,3,5:26.0,M. Williams enters the game for W. Matthews,,60,70
338,3,5:26.0,,K. Kuzma enters the game for J. McGee,60,70
339,3,5:02.0,,L. James misses 3-pt jump shot from 28 ft,60,70
340,3,4:59.0,Defensive rebound by P. Connaughton,,60,70
341,3,4:53.0,M. Williams misses 3-pt jump shot from 23 ft,,60,70
342,3,4:51.0,,Defensive rebound by K. Kuzma,60,70
343,3,4:37.0,,L. James makes 2-pt layup from 2 ft,60,72
344,3,4:37.0,Violation by Team (def goaltending),,60,72
345,3,4:27.0,G. Antetokounmpo makes 3-pt jump shot from 27 ft,,63,72
346,3,4:07.0,,L. James makes 2-pt layup from 3 ft,63,74
347,3,3:51.0,D. DiVincenzo makes 2-pt layup from 2 ft,,65,74
348,3,3:40.0,,Personal foul by G. Antetokounmpo (drawn by A. Davis),65,74
349,3,3:40.0,,A. Davis makes free throw 1 of 2,65,75
350,3,3:40.0,,K. Caldwell-Pope enters the game for D. Green,65,75
351,3,3:40.0,,R. Rondo enters the game for L. James,65,75
352,3,3:40.0,,A. Davis makes free throw 2 of 2,65,76
353,3,3:25.0,K. Middleton misses 2-pt jump shot from 15 ft,,65,76
354,3,3:23.0,,Defensive rebound by K. Caldwell-Pope,65,76
355,3,3:16.0,,K. Kuzma makes 2-pt dunk from 2 ft (assist by K. Caldwell-Pope),65,78
356,3,3:02.0,M. Williams makes 2-pt layup from 3 ft (assist by D. DiVincenzo),,67,78
357,3,3:00.0,,LA Lakers full timeout,67,78
358,3,3:00.0,K. Korver enters the game for K. Middleton,,67,78
359,3,3:00.0,,M. Morris enters the game for A. Bradley,67,78
360,3,2:42.0,,M. Morris makes 2-pt jump shot from 11 ft (assist by R. Rondo),67,80
361,3,2:25.0,D. DiVincenzo makes 3-pt jump shot from 24 ft (assist by P. Connaughton),,70,80
362,3,2:16.0,,M. Morris makes 3-pt jump shot from 26 ft (assist by R. Rondo),70,83
363,3,2:00.0,K. Korver misses 3-pt jump shot from 26 ft,,70,83
364,3,1:58.0,,Defensive rebound by K. Caldwell-Pope,70,83
365,3,1:52.0,,R. Rondo makes 2-pt layup from 3 ft,70,85
366,3,1:34.0,G. Antetokounmpo misses 2-pt jump shot from 17 ft,,70,85
367,3,1:30.0,Offensive rebound by P. Connaughton,,70,85
368,3,1:29.0,D. DiVincenzo makes 3-pt jump shot from 26 ft (assist by P. Connaughton),,73,85
369,3,1:18.0,,Offensive foul by A. Davis (drawn by G. Antetokounmpo),73,85
370,3,1:18.0,,Turnover by A. Davis (offensive foul),73,85
371,3,1:18.0,B. Lopez enters the game for G. Antetokounmpo,,73,85
372,3,1:18.0,,A. Caruso enters the game for A. Davis,73,85
373,3,1:09.0,Personal foul by M. Morris (drawn by B. Lopez),,73,85
374,3,1:09.0,B. Lopez misses free throw 1 of 2,,73,85
375,3,1:09.0,Offensive rebound by Team,,73,85
376,3,1:09.0,B. Lopez makes free throw 2 of 2,,74,85
377,3,0:55.0,,K. Kuzma makes 2-pt jump shot from 18 ft,74,87
378,3,0:54.0,Turnover by D. DiVincenzo (bad pass),,74,87
379,3,0:46.0,,K. Kuzma misses 2-pt jump shot from 4 ft,74,87
