,QUARTER,TIME_REMAINING,WASHINGTON_ACTION,LA CLIPPERS_ACTION,WASHINGTON_SCORE,LA CLIPPERS_SCORE
392,3,1:26.0,,Defensive rebound by Team,92,108
393,3,1:15.0,,P. Patterson makes 3-pt jump shot from 24 ft (assist by L. Williams),92,111
394,3,1:02.0,D. Bertāns misses 3-pt jump shot from 30 ft,,92,111
395,3,0:58.0,,Defensive rebound by M. Harrell,92,111
396,3,0:55.0,,Shooting foul by D. Bertāns (drawn by M. Harrell),92,111
397,3,0:55.0,,Technical foul by D. Bertāns,92,111
398,3,0:55.0,,L. Williams makes technical free throw,92,112
399,3,0:55.0,,M. Harrell makes free throw 1 of 2,92,113
400,3,0:55.0,,M. Harrell makes free throw 2 of 2,92,114
401,3,0:44.0,R. Hachimura makes 3-pt jump shot from 23 ft (assist by B. Beal),,95,114
402,3,0:39.0,,M. Harrell misses 2-pt layup from 3 ft,95,114
403,3,0:38.0,Defensive rebound by Team,,95,114
404,3,0:31.0,B. Beal makes 2-pt jump shot from 6 ft,,97,114
405,3,0:31.0,Shooting foul by T. Mann (drawn by B. Beal),,97,114
406,3,0:31.0,B. Beal makes free throw 1 of 1,,98,114
407,3,0:12.0,,Turnover by L. Williams (lost ball; steal by T. Brown),98,114
408,3,0:06.0,T. Brown misses 2-pt layup from 2 ft,,98,114
409,3,0:05.0,,Defensive rebound by P. Patterson,98,114
410,3,0:01.0,,M. Harrell makes 2-pt layup from 4 ft (assist by J. Robinson),98,116
411,3,0:00.0,R. Hachimura misses 3-pt jump shot from 48 ft,,98,116
412,3,0:00.0,Offensive rebound by Team,,98,116
413,4,11:46.0,,L. Williams makes 3-pt jump shot from 23 ft (assist by J. Robinson),98,119
414,4,11:33.0,Offensive foul by T. Bryant (drawn by K. Leonard),,98,119
415,4,11:33.0,Turnover by T. Bryant (offensive foul),,98,119
416,4,11:13.0,,M. Harrell misses 2-pt jump shot from 15 ft,98,119
417,4,11:09.0,Defensive rebound by T. Brown,,98,119
418,4,11:00.0,Turnover by I. Smith (bad pass; steal by K. Leonard),,98,119
419,4,10:57.0,,L. Williams misses 3-pt jump shot from 27 ft,98,119
420,4,10:54.0,Defensive rebound by Team,,98,119
421,4,10:54.0,,P. George enters the game for J. Robinson,98,119
422,4,10:39.0,B. Beal misses 2-pt jump shot from 14 ft,,98,119
423,4,10:35.0,,Defensive rebound by M. Harrell,98,119
424,4,10:30.0,,Shooting foul by T. Brown (drawn by P. George),98,119
425,4,10:30.0,,P. George makes free throw 1 of 2,98,120
426,4,10:30.0,Washington full timeout,,98,120
427,4,10:30.0,J. McRae enters the game for B. Beal,,98,120
428,4,10:30.0,,P. George makes free throw 2 of 2,98,121
429,4,10:13.0,I. Smith makes 2-pt jump shot from 18 ft (assist by D. Bertāns),,100,121
430,4,9:56.0,,K. Leonard makes 2-pt layup from 2 ft (assist by L. Williams),100,123
431,4,9:49.0,T. Brown misses 2-pt jump shot from 11 ft,,100,123
432,4,9:45.0,,Defensive rebound by K. Leonard,100,123
433,4,9:36.0,,L. Williams makes 2-pt jump shot from 9 ft (assist by K. Leonard),100,125
434,4,9:28.0,J. McRae misses 3-pt jump shot from 24 ft,,100,125
435,4,9:26.0,Offensive rebound by T. Brown,,100,125
436,4,9:26.0,Personal foul by P. George (drawn by T. Brown),,100,125
437,4,9:19.0,T. Bryant makes 2-pt jump shot from 16 ft (assist by I. Smith),,102,125
438,4,8:59.0,,Turnover by K. Leonard (bad pass; steal by D. Bertāns),102,125
439,4,8:55.0,D. Bertāns makes 3-pt jump shot from 26 ft (assist by J. McRae),,105,125
440,4,8:30.0,,K. Leonard makes 2-pt jump shot from 6 ft,105,127
441,4,8:18.0,I. Smith misses 2-pt layup from 2 ft,,105,127
442,4,8:17.0,,Defensive rebound by M. Harrell,105,127
443,4,8:13.0,,Personal foul by D. Bertāns (drawn by M. Harrell),105,127
444,4,8:11.0,,Personal foul by J. McRae (drawn by P. George),105,127
445,4,8:00.0,,M. Harrell makes 2-pt layup from 3 ft,105,129
446,4,7:50.0,I. Smith makes 2-pt jump shot from 15 ft,,107,129
447,4,7:30.0,,P. Patterson misses 3-pt jump shot from 23 ft,107,129
448,4,7:30.0,,Offensive rebound by K. Leonard,107,129
449,4,7:27.0,,K. Leonard makes 2-pt jump shot from 13 ft,107,131
450,4,7:27.0,Washington full timeout,,107,131
451,4,7:27.0,I. Bonga enters the game for T. Brown,,107,131
452,4,7:27.0,R. Hachimura enters the game for T. Bryant,,107,131
453,4,7:17.0,J. McRae misses 2-pt jump shot from 18 ft,,107,131
454,4,7:14.0,,Defensive rebound by K. Leonard,107,131
455,4,7:07.0,,K. Leonard makes 2-pt dunk from 1 ft,107,133
456,4,6:56.0,D. Bertāns misses 3-pt jump shot from 30 ft,,107,133
457,4,6:53.0,,Defensive rebound by M. Harrell,107,133
458,4,6:48.0,,L. Williams makes 2-pt jump shot from 7 ft,107,135
459,4,6:35.0,R. Hachimura misses 2-pt jump shot from 14 ft,,107,135
460,4,6:32.0,,Defensive rebound by P. George,107,135
461,4,6:27.0,,P. George misses 3-pt jump shot from 27 ft,107,135
462,4,6:23.0,,Offensive rebound by K. Leonard,107,135
463,4,6:23.0,,K. Leonard makes 3-pt jump shot from 26 ft,107,138
464,4,6:17.0,Personal take foul by L. Williams (drawn by I. Smith),,107,138
465,4,6:17.0,C. Chiozza enters the game for I. Smith,,107,138
466,4,6:17.0,,T. Mann enters the game for P. George,107,138
467,4,6:17.0,,J. Robinson enters the game for M. Harrell,107,138
468,4,6:17.0,,D. Walton enters the game for K. Leonard,107,138
469,4,6:17.0,,I. Zubac enters the game for L. Williams,107,138
470,4,6:02.0,R. Hachimura makes 2-pt layup from 1 ft (assist by J. McRae),,109,138
471,4,5:46.0,,Turnover by J. Robinson (bad pass; steal by C. Chiozza),109,138
472,4,5:43.0,Turnover by C. Chiozza (bad pass; steal by T. Mann),,109,138
473,4,5:38.0,,T. Mann makes 2-pt jump shot from 8 ft,109,140
474,4,5:34.0,Personal foul by T. Mann (drawn by J. McRae),,109,140
475,4,5:26.0,J. McRae misses 2-pt jump shot from 14 ft,,109,140
476,4,5:22.0,,Defensive rebound by J. Robinson,109,140
477,4,5:08.0,,Turnover by I. Zubac (3 sec),109,140
478,4,5:08.0,,M. Kabengele enters the game for I. Zubac,109,140
479,4,4:57.0,I. Bonga makes 2-pt layup from 1 ft (assist by C. Chiozza),,111,140
480,4,4:34.0,,M. Kabengele misses 2-pt layup from 4 ft (block by D. Bertāns),111,140
481,4,4:34.0,,Offensive rebound by T. Mann,111,140
482,4,4:34.0,,T. Mann makes 2-pt layup at rim,111,142
483,4,4:34.0,,Shooting foul by I. Bonga (drawn by T. Mann),111,142
484,4,4:34.0,T. Brown enters the game for D. Bertāns,,111,142
485,4,4:34.0,,T. Mann makes free throw 1 of 1,111,143
486,4,4:21.0,R. Hachimura misses 2-pt jump shot from 17 ft,,111,143
487,4,4:17.0,,Defensive rebound by T. Mann,111,143
488,4,4:12.0,,Turnover by T. Mann (bad pass; steal by I. Bonga),111,143
489,4,4:07.0,I. Bonga makes 2-pt layup from 2 ft,,113,143
490,4,4:07.0,Shooting foul by T. Mann (drawn by I. Bonga),,113,143
491,4,4:07.0,I. Bonga makes free throw 1 of 1,,114,143
492,4,3:52.0,,M. Kabengele misses 2-pt jump shot from 14 ft,114,143
493,4,3:48.0,Defensive rebound by C. Chiozza,,114,143
494,4,3:42.0,Shooting foul by D. Walton (drawn by R. Hachimura),,114,143
495,4,3:42.0,R. Hachimura misses free throw 1 of 2,,114,143
496,4,3:42.0,Offensive rebound by Team,,114,143
497,4,3:42.0,R. Hachimura makes free throw 2 of 2,,115,143
498,4,3:30.0,,J. Robinson makes 2-pt jump shot from 3 ft,115,145
499,4,3:14.0,T. Brown makes 2-pt layup from 1 ft (assist by I. Bonga),,117,145
500,4,2:55.0,,D. Walton makes 2-pt jump shot from 20 ft (assist by P. Patterson),117,147
501,4,2:45.0,J. McRae makes 2-pt jump shot from 18 ft (assist by C. Chiozza),,119,147
502,4,2:30.0,,Offensive foul by P. Patterson (drawn by I. Bonga),119,147
503,4,2:30.0,,Turnover by P. Patterson (offensive foul),119,147
504,4,2:20.0,R. Hachimura misses 2-pt layup from 3 ft,,119,147
505,4,2:18.0,,Defensive rebound by T. Mann,119,147
506,4,2:00.0,,M. Kabengele misses 2-pt jump shot from 16 ft,119,147
507,4,1:56.0,Defensive rebound by R. Hachimura,,119,147
508,4,1:47.0,T. Brown makes 2-pt jump shot from 9 ft,,121,147
509,4,1:30.0,,Turnover by T. Mann (bad pass; steal by C. Chiozza),121,147
510,4,1:25.0,J. McRae misses 2-pt layup from 3 ft (block by J. Robinson),,121,147
511,4,1:22.0,,Defensive rebound by P. Patterson,121,147
512,4,1:16.0,,P. Patterson makes 3-pt jump shot from 26 ft (assist by D. Walton),121,150
513,4,1:08.0,Personal foul by J. Robinson (drawn by J. McRae),,121,150
514,4,1:08.0,J. McRae makes free throw 1 of 2,,122,150
515,4,1:08.0,J. McRae makes free throw 2 of 2,,123,150
516,4,0:43.0,,P. Patterson misses 3-pt jump shot from 23 ft,123,150
517,4,0:41.0,Defensive rebound by J. McRae,,123,150
518,4,0:30.0,J. McRae makes 2-pt jump shot from 15 ft,,125,150
519,4,0:05.0,,Turnover by Team (shot clock),125,150
